,ReturnMean,IWFirstEpisode,SqrtESSClassic,Bound,ReturnStepMax,IWLastEpisode,IWNorm2,MISE,DenMISEMeanLog,DenMISELogLast,IWNorm1,LQGsigma,target_sum_log_mean,ReturnMin,LQGmu01,ReturnLastEpisode,Iteration,URet,IWMean,IWMin,TimeElapsed,ReturnAbsMax,TimestepsSoFar,IWMax,ReturnMax,LQGmu1,DenMISELogFirst
0,15.058442000000001,1.1310928,1.0,62.207825,0.9625284,1.1310928,1.1310928,17.032495,18.60218,18.60218,1.1310928,0.11,18.725365,,-0.01,15.058442000000001,1,16.687925283112616,1.1310928,,0.3868520259857178,15.058442000000001,20,1.1310928,15.058442000000001,-0.103,18.60218
1,15.447239000000001,1.1807221,1.4141886000000001,51.722393,0.99600995,1.1667794,1.6599635,18.128498,19.956045,21.246422,2.3475015,0.11,20.116232,,-0.011,15.836035,2,17.534228213023294,1.1737507999999999,,12.746310949325562,15.836035,40,1.1807221,15.836035,-0.108,18.665668
2,15.611997,0.114016786,1.2748648,44.203790000000005,0.9976966999999999,0.9698749,0.99349296,6.690359599999999,20.498234,21.470010000000002,1.2665693,0.11,19.197557,,-0.008,15.941517000000001,3,17.65268220481042,0.42218974,,13.388492822647095,15.941517000000001,60,0.9698749,15.941517000000001,-0.083,18.724165
3,15.698479,0.43010202,1.8393599999999999,38.929970000000004,0.99772036,1.0465708,1.7743661,12.902566,19.933823,18.727107999999998,3.2636979999999998,0.11,19.631408999999998,,-0.009,15.957923000000001,4,17.666755042459474,0.8159244999999999,,14.201657772064207,15.957923000000001,80,1.2618515,15.957923000000001,-0.09,18.473782999999997
4,15.573273,1.6143669,2.0297012,39.719120000000004,0.99772036,0.35179076,2.5509652999999997,16.132513,18.541615,13.133262,5.1776976999999995,0.11,18.4412,,-0.011,15.072443,5,16.694784784821866,1.0355395,,15.333937883377075,15.957923000000001,100,1.6143669,15.957923000000001,-0.108,18.352767999999998
5,15.611703,1.4397556,2.0791082,41.782284000000004,0.99772036,2.591528,3.4557597999999996,18.756178,18.194267,16.44385,7.1848984,0.11,18.150526,,-0.011,15.803859,6,17.50469217330983,1.1974831,,16.573222160339355,15.957923000000001,120,2.591528,15.957923000000001,-0.11,18.450253
6,15.631928,1.2481143,2.189679,40.2789,0.99772036,1.5298752,3.7517412000000006,18.415523999999998,18.272953,18.609211,8.215109,0.11,18.150263,,-0.011,15.753282999999998,7,17.450312607835027,1.1735870000000002,,17.4492404460907,15.957923000000001,140,2.7940457000000003,15.957923000000001,-0.113,18.51118
7,15.632494,0.9533189000000001,2.1833708,38.80943,0.99951464,1.2198148000000002,3.9399934,16.882889000000002,17.722012,13.746982000000001,8.602466999999999,0.11,17.383244,,-0.012,15.636451999999998,8,17.327716653796145,1.0753083,,18.683663845062252,15.957923000000001,160,3.1405792000000003,15.957923000000001,-0.118,18.541723
8,15.638814000000002,0.5136829,2.0069323,37.308628000000006,0.99951464,0.94726145,3.8371515,13.454423,17.949648,19.739539999999998,7.700903,0.11,17.110834,,-0.012,15.689373000000002,9,17.381882152870354,0.8556559000000001,,20.097132444381714,15.957923000000001,180,3.3782815999999998,15.957923000000001,-0.124,18.536524
9,15.734438,0.4245232,2.0062408,42.45572,0.99951464,4.397634,5.4703846,17.640593,17.423824,12.859897,10.974909,0.11,16.644144,,-0.013,16.59504,10,18.35009326052992,1.0974909,,21.448162317276,16.59504,200,4.397634,16.59504,-0.126,18.48667
