,IWFirstEpisode,ReturnMin,IWNorm2,IWLastEpisode,DenMISEMeanLog,ReturnLastEpisode,IWNorm1,ReturnAbsMax,LQGmu1,DenMISELogLast,TimestepsSoFar,LQGmu01,Iteration,target_sum_log_mean,LQGsigma,IWMean,ReturnStepMax,IWMin,SqrtESSClassic,URet,DenMISELogFirst,IWMax,ReturnMean,MISE,Bound,TimeElapsed,ReturnMax
0,0.32188034,,0.32188034,0.32188034,13.511501,15.807039999999999,0.32188034,15.807039999999999,-0.114,13.511501,20,-0.011,1,12.377925999999999,0.11,0.32188034,0.99233466,,1.0,17.497854397219367,13.511501,0.32188034,15.807039999999999,5.0879755,36.702057,0.5061166286468506,15.807039999999999
1,0.9495534,,1.2602015,0.82852644,16.864515,15.745648000000001,1.7780797,15.807039999999999,-0.107,20.63162,40,-0.011,2,16.74458,0.11,0.8890399,0.99233466,,1.4109489,17.438968773091496,13.097408999999999,0.9495534,15.776344,14.027657000000001,36.433914,17.000316619873047,15.807039999999999
2,1.5113683,,2.4880786,1.0080248,15.883961,15.581492,4.219448000000001,15.807039999999999,-0.1,13.998667999999999,60,-0.01,3,16.201183,0.11,1.4064827,0.99233466,,1.6958661,17.253072274993805,13.080451,1.7000549999999999,15.711394,22.121751999999997,40.7636,17.802456855773926,15.807039999999999
3,1.6095015,,2.925426,0.77546644,16.026514000000002,15.929610999999998,5.236452,15.929610999999998,-0.092,16.170586,80,-0.009,4,16.162868,0.11,1.309113,0.99265176,,1.7899793000000002,17.639917000800082,13.200757000000001,2.2322137000000004,15.765947,20.647785,38.44644,18.82074904441833,15.929610999999998
4,1.3838443,,3.35894,2.2482154,14.683365,15.214585999999999,6.674758,15.929610999999998,-0.089,9.100592,100,-0.009,5,14.807394,0.11,1.3349516000000001,0.99265176,,1.9871621,16.828458138659734,13.315781,2.2482154,15.655676000000001,20.805626,36.83815,19.57694697380066,15.929610999999998
5,0.8053884,,5.493517400000001,5.022855,15.211101999999999,14.503542000000001,9.113703,15.929610999999998,-0.079,17.607960000000002,120,-0.008,6,15.003007,0.11,1.5189504999999999,0.99265176,,1.6589923,16.11780518422188,13.377791,5.022855,15.463654,22.754381,41.958344,20.739317655563354,15.929610999999998
6,1.2873421,,4.035302,1.9885952,14.757501999999999,15.269517,9.891397,15.929610999999998,-0.087,11.730723,140,-0.009,7,14.991023,0.11,1.4130566999999998,0.99265176,,2.451216,16.904956741105686,13.349596,2.0822837,15.435920000000001,21.628323,34.625633,21.92354464530945,15.929610999999998
7,0.6070949000000001,,3.793881,0.5017447,14.824371,15.5376835,8.169632,15.929610999999998,-0.076,14.956754,160,-0.008,8,14.38604,0.11,1.021204,0.99265176,,2.1533706,17.20582140074481,13.384884,2.835919,15.44864,15.451670000000002,30.24672,23.16930174827576,15.929610999999998
8,1.0004026,,4.2592034000000005,1.964839,14.397984,15.151801999999998,11.44512,15.929610999999998,-0.082,11.003366999999999,180,-0.008,9,14.459873000000002,0.11,1.27168,0.99265176,,2.6871502,16.75840985303753,13.340245999999999,2.1748307000000002,15.41566,19.398119,31.254257,24.244959831237797,15.929610999999998
9,0.67785776,,3.6231983,0.05007066599999999,14.614413,15.529551500000002,9.214825,15.929610999999998,-0.077,16.3382,200,-0.008,10,14.058136,0.11,0.92148244,0.9967104999999999,,2.5432847,17.225257998358938,13.340285999999999,2.1191937999999997,15.427048000000001,14.003988,26.530790000000003,25.70156478881836,15.929610999999998
10,1.1406718000000001e-06,,0.0028281035,4.328944000000001e-09,15.152686,15.391815,0.0031344696999999998,15.929610999999998,-0.165,20.626276,220,-0.017,11,-1.7273834,0.11,0.0002849517,0.9967104999999999,,1.1083292,17.06102975181091,13.310564000000001,0.0028177337,15.423844,0.0044337926,28.749706,26.99423384666443,15.929610999999998
11,2.8694363e-05,,14.946125,14.946102999999999,15.0492935,16.128035,14.975429,16.128035,-0.156,14.868793499999999,240,-0.016,12,3.2502415,0.11,1.2479523000000001,0.9999145,,1.0019605999999999,17.857300433269913,13.223552999999999,14.946102999999999,15.482528,20.125648,52.3186,28.611648082733154,16.128035
12,,,3.6055514e-10,,15.227144000000001,16.652534,1.3e-09,16.652534,0.46,17.510506,260,0.05,13,-611.5104,0.11,,0.9999145,,3.6055512000000003,18.40885062150013,13.143512,,15.572527,,9.2371645,29.95387554168701,16.652534
13,,,3.7416575e-10,1.4666957999999998e-35,13.224291000000001,8.673236,1.4000000000000001e-09,16.652534,0.46,-11.849397999999999,280,0.05,14,-574.40656,0.11,1.0476398999999998e-36,0.9999145,,3.7416572999999995,9.509798416177164,13.069403999999999,1.4666957999999998e-35,15.079720499999999,9.086428e-36,8.901154,30.686991453170773,16.652534
14,,,5.5677414,5.5677414,12.580096000000001,8.564863,5.5677414,16.652534,0.423,4.527269400000001,300,0.045,15,-498.33932000000004,0.11,0.37118277,0.9999145,,1.0,9.40150247465592,13.000411,5.5677414,14.645397,3.1791296,36.4842,31.497770071029663,16.652534
15,0.63705266,,4.233306,,12.69323,8.597767,11.077921,16.652534,-0.073,15.042639999999999,320,-0.007,16,-228.54233,0.11,0.69237006,0.9999145,,2.6168487000000002,9.440274756070103,12.935872999999999,2.5158706000000004,14.267420999999999,10.515158,23.242325,32.72876048088074,16.652534
16,0.2385751,,2.0941358,1.1148852e-11,11.219884,14.145469,5.1386595,16.652534,-0.066,-12.043553,340,-0.007,17,-208.98987,0.11,0.30227408,0.9999145,,2.4538330000000004,15.688201005373356,12.914291,1.3486971,14.260247,4.576876599999999,18.149548,33.882094383239746,16.652534
17,3.1469037e-31,,4.2426407000000003e-10,,11.480235,13.972876000000001,1.7999999e-09,16.652534,0.057,16.582914000000002,360,0.006,18,-133.79774,0.11,4.4186686999999995e-31,0.9999145,,4.2426405,15.4928389924683,12.871069,7.626868e-30,14.244283,6.95837e-30,7.850080499999999,35.24837136268616,16.652534
18,4.9308793e-09,,8.497328e-08,8.448844e-22,10.727966,9.154617,1.6984822e-07,16.652534,-0.013,-1.8396503,380,-0.001,19,-145.05496000000002,0.11,8.83938e-09,0.9999145,,1.9988427,10.046771300675095,12.817002,6.885386000000001e-08,13.976404999999998,1.3118757999999998e-07,16.662176000000002,36.574198246002204,16.652534
19,3.4869153e-08,,16.193436,16.193436,10.815603,9.866266,16.193438,16.652534,-0.017,13.455256,400,-0.002,20,-139.50027,0.11,0.8096719,0.9999145,,1.0000001,10.843927900616613,12.765709,16.193436,13.770898999999998,7.9884386,41.293503,37.94011330604553,16.652534
20,3.3758232000000003e-10,,13.057889999999999,9.697607000000001,10.996984,10.934732,18.442028,16.652534,-0.008,15.00725,420,-0.001,21,-126.59845,0.11,0.8781918,0.9999145,,1.4123284,12.0591325478863,12.716919,9.697607000000001,13.635842000000002,9.157883,32.73956,39.35925197601319,16.652534
21,6.773114999999999e-28,,32.11205,1.0232722e-13,11.093192,11.920191,32.11205,16.652534,0.049,13.362722,440,0.005,22,-111.68108000000001,0.11,1.4596386000000001,0.9999145,,1.0,13.173499779444606,12.670399,32.11205,13.557858,13.3624325,46.667503,40.805433750152595,16.652534
22,1.01450335e-25,,34.149063,33.451465999999996,10.830108000000001,9.139324,40.318626,16.652534,0.043,5.120184,460,0.004,23,-105.49991599999998,0.11,1.7529838,0.9999145,,1.1806656,10.033517483238047,12.625947,33.451465999999996,13.365749,16.025651999999997,44.234375,42.09153246879577,16.652534
23,2.3618391e-36,,0.21983472,0.05303957,11.11262,9.121811,0.26883072,16.652534,0.069,17.430113000000002,480,0.007,24,-108.11605,0.11,0.01120128,0.9999145,,1.2228765,10.021052813869142,12.583387,0.21332613,13.188916,0.10246936,27.337490000000003,43.446189880371094,16.652534
24,5.458353e-38,,43.179176,43.179159999999996,10.9795265,9.045204,43.224915,16.652534,0.073,8.75387,500,0.007,25,-105.05705,0.11,1.7289966,0.9999145,,1.0010593,9.933245197631043,12.542565,43.179159999999996,13.023169000000001,15.639317000000002,48.90914,44.651036024093635,16.652534
25,4.1613888e-17,,0.009463949000000001,1.9206592e-14,11.215776,9.0631075,0.01375052,16.652534,0.018,17.097445999999998,520,0.002,26,-95.46209,0.11,0.0005288661,0.9999145,,1.4529368,9.954964017019547,12.503345,0.0084756985,12.870859,0.0053371037,22.927923,46.48332071304321,16.652534
26,2.8242536e-19,,25.086967,25.084592999999998,11.235548,9.199147,25.44755,16.652534,0.025,12.7303295,540,0.002,27,-89.58009,0.11,0.94250184,0.9999145,,1.0143733,10.109139073891065,12.465603999999999,25.084592999999998,12.734869999999999,8.669408,41.502556,48.14660263061523,16.652534
27,2.5335355e-21,,32.023777,31.51977,11.294074,9.218172000000001,39.871964,16.652534,0.031,13.185782999999999,560,0.003,28,-84.86975,0.11,1.4239986999999998,0.9999145,,1.2450736999999998,10.122907689749324,12.429236,31.51977,12.609273,13.112726,39.8622,49.88112664222717,16.652534
28,6.235154e-24,,24.334894,15.974912,11.148584,9.120251,47.78427,16.652534,0.038,7.023666,580,0.004,29,-81.26256,0.11,1.6477334,0.9999145,,1.9636112000000001,10.01837817725935,12.394145,15.974912,12.488961999999999,15.081389000000001,32.042522,51.40205383300781,16.652534
29,2.2590243e-09,,19.471472,2.3388259999999998e-12,11.268454,9.125963,33.725376000000004,16.652534,-0.01,14.350674,600,-0.001,30,-97.245346,0.11,1.1241792,0.9999145,,1.7320403999999998,10.024402181923133,12.360244,11.271887,12.376863,12.264617999999999,31.493422999999996,53.34299826622009,16.652534
30,0.0012932010000000001,,0.109533474,1.7210667000000001e-07,10.855996000000001,12.270053,0.15263283,16.652534,-0.042,-1.4888306999999998,620,-0.004,31,-126.0501,0.11,0.00492364,0.9999145,,1.3934811000000003,13.55289359815981,12.327454,0.10804707599999999,12.373417,0.07001575,23.97064,55.389485836029046,16.652534
31,0.0010713025999999999,,23.072294,3.4079123e-17,10.973166,14.329175,31.977882,16.652534,-0.147,15.584757999999999,640,-0.015,32,-308.05145,0.11,0.9993088,0.9999145,,1.3859861999999998,15.863207823340788,12.295747,19.96585,12.434534,16.298460000000002,40.32833,57.30228924751282,16.652534
32,,,5.744563e-10,,10.667049,16.179789000000003,3.2999998e-09,16.652534,-0.53,1.0486362,660,-0.059,33,-807.1744,0.11,4.0403279999999996e-38,0.9999145,,5.7445617,17.904683159957496,12.265009,1.3333083e-36,12.548026,6.728170199999999e-37,5.7976694,59.07307624816895,16.652534
33,,,47.788000000000004,47.788000000000004,10.548100999999999,16.850899,47.788000000000004,16.850899,-0.491,7.60795,680,-0.054,34,-759.8987,0.11,1.4055294,0.9999145,,1.0,18.624572646632892,12.235156,47.788000000000004,12.674582000000001,23.684433,57.386230000000005,60.60095095634461,16.850899
34,,,5.916080000000001e-10,,10.566689,17.101345000000002,3.4999998e-09,17.101345000000002,-1.0,11.306453999999999,700,-0.627,35,-944.1882,0.11,,0.9999145,,5.9160794999999995,18.881181643468178,12.206168,,12.801061,,5.7813099999999995,62.48558020591736,17.101345000000002
35,,,51.166077,51.166077,10.514049,16.646317,51.166077,17.101345000000002,-1.0,9.657636,720,-0.643,36,-918.1302,0.11,1.4212798999999998,0.99998754,,1.0,18.36853354451407,12.177997999999999,51.166077,12.907872,23.659075,57.861763,64.87013220787047,17.101345000000002
36,,,34.080936,3.650246,10.373871000000001,16.526851999999998,37.535137,17.101345000000002,-1.0,5.429563,740,-0.682,37,-894.3673,0.11,1.0144632,0.99998754,,1.1013529,18.239553812271712,12.150599,33.884890000000006,13.005683,16.87529,47.93045,66.68775320053099,17.101345000000002
37,,,29.401829,9.519113,10.385774000000001,16.58509,43.10383,17.101345000000002,-1.0,11.068648,760,-0.618,38,-868.44696,0.11,1.1343113,0.99998754,,1.4660255,18.307864714513922,12.12393,27.036564000000002,13.099877000000001,18.78177,42.111984,69.05498218536377,17.101345000000002
38,,,31.349827,11.44017,10.472283000000001,16.663403,47.605682,17.101345000000002,-1.0,13.826867000000002,780,-0.595,39,-845.028,0.11,1.2206584999999999,0.99998754,,1.5185309999999999,18.3777243358909,12.097955,28.66222,13.19125,20.229122,42.752663,71.08570337295531,17.101345000000002
39,,,30.128271,4.6877127,10.576472,16.705631,45.394318,17.101345000000002,-1.0,14.635925,800,-0.569,40,-822.68555,0.11,1.1348578999999999,0.99998754,,1.5067017,18.423817182003546,12.072637,28.004790000000003,13.279110999999999,18.815641,41.516014,72.95549917221071,17.101345000000002
40,,,33.385040000000004,17.81375,10.59024,16.628729,56.41161999999999,17.101345000000002,-1.0,11.197086,820,-0.531,41,-801.0824,0.11,1.3758932,0.99998754,,1.6897275,18.3419091018628,12.047944000000001,26.705911999999998,13.360807999999999,22.825064,43.066604999999996,75.37961101531981,17.101345000000002
41,,,36.85824,31.858013,10.495756,16.673447,63.058119999999995,17.101345000000002,-1.0,6.479572,840,-0.472,42,-779.85925,0.11,1.5013838,0.99998754,,1.7108284,18.391353774698636,12.023847,31.858013,13.439681,24.971085000000002,44.962975,77.35049653053285,17.101345000000002
42,,,18.172085,0.017738655,10.501009,16.562895,38.446434,17.101345000000002,-1.0,10.484453,860,-0.65,43,-766.99036,0.11,0.8941030999999999,0.99998754,,2.1156864,18.28232595053838,12.000316999999999,11.571978,13.512315,14.878273000000002,31.04451,79.34634160995482,17.101345000000002
43,,,10.39144,0.0039562252,10.554872,16.642578,12.785572,17.101345000000002,-1.0,13.04311,880,-0.879,44,-756.68066,0.11,0.2905812,0.99998754,,1.2303946000000001,18.365495374750516,11.977326,10.047074,13.583457000000001,4.8515773,32.649723,81.1880533695221,17.101345000000002
