,IWFirstEpisode,ReturnMean,DenMISEMeanLog,ReturnMin,TimeElapsed,LQGmu1,IWMin,target_sum_log_mean,LQGmu01,TimestepsSoFar,DenMISELogLast,ReturnMax,IWLastEpisode,IWNorm1,ReturnLastEpisode,DenMISELogFirst,Bound,ReturnAbsMax,SqrtESSClassic,Iteration,IWMax,IWMean,ReturnStepMax,URet,IWNorm2,LQGsigma,MISE
20,0.013896513000000001,15.400039000000001,16.426945,,16.918447971343994,-0.071,,14.419762,-0.007,420,15.790807999999998,16.505016,4.1670165,21.347532,15.230156,18.013626000000002,28.191409999999998,16.505016,2.5638444,21,4.1670165,1.0165491,0.99969804,16.876143442154806,8.326376,0.11,15.3162
21,0.0014620329000000001,15.360110999999998,16.299688,,17.841225147247318,-0.064,,13.5032625,-0.006,440,13.658213,16.505016,2.483029,21.914467000000002,14.521643,17.967768,26.159122,16.505016,2.9010762999999997,22,3.2733061,0.9961121,0.99969804,16.082687286972266,7.553909,0.11,14.780576000000002
22,7.3798043e-07,15.3283615,15.889104999999999,,18.489555597305298,-0.046,,9.500204,-0.005,460,6.8925032999999996,16.505016,1.3053446000000002,16.348682,14.629855,17.923384,25.14986,16.505016,2.2142816,23,4.7095709999999995,0.7108123000000001,0.99969804,16.212001064934043,7.38329,0.11,10.242075999999999
23,2.7954298e-05,15.310379999999999,15.92365,,19.51508140563965,-0.054,,11.68356,-0.005,480,17.032345,16.505016,2.834994,23.758357999999998,14.896826,17.880823,25.40916,16.505016,3.0169322,24,3.2789017999999994,0.9899315999999999,0.99969804,16.508794745138832,7.8750057,0.11,14.467570000000002
24,0.15540302,15.255021,15.986704000000001,,20.489572048187252,-0.08,,14.641697,-0.008,500,17.539713,16.505016,0.103984386,18.315578,13.926403,17.840002,22.324928,16.505016,2.970927,25,4.033803,0.73262316,0.99969804,15.426170736515994,6.164937,0.11,11.213907
25,0.0025211698,15.2564,15.9428005,,21.424721240997318,-0.065,,13.853056,-0.007,520,15.121385,16.505016,1.6731284,27.812508,15.2908945,17.806978,25.317871,16.505016,3.4868267,26,2.9770103,1.0697118,0.99969804,16.961843576521385,7.9764524,0.11,15.850801
26,0.0022431365,15.253035,16.077907999999997,,22.0983407497406,-0.065,,14.048482,-0.007,540,19.546537,16.505016,2.5943222,29.300323,15.165510000000001,17.769335,25.150454999999997,16.505016,3.6472266,27,2.72128,1.0851972,0.99969804,16.805601534745275,8.03359,0.11,16.099732999999997
27,0.043609567,15.246201500000002,16.053503,,22.892080783843994,-0.075,,14.847373000000001,-0.007,560,15.333201,16.505016,3.0382664,26.621140999999998,15.0617075,17.733051,23.957544,16.505016,3.4465294,28,3.3739027999999998,0.95075506,0.99969804,16.685725550509485,7.724042999999999,0.11,14.379785
28,8.134854e-06,15.240510999999998,16.120714000000003,,23.74830675125122,-0.051,,11.913143,-0.005,580,18.070148,16.505016,0.14056118,24.062582,15.08119,17.699516,22.714653,16.505016,3.0918067000000002,29,3.8921552000000004,0.8297441999999999,0.99969804,16.72574830649147,7.782692999999999,0.11,12.038037
29,0.00017652975,15.231233999999999,15.8855505,,24.52805876731873,-0.058,,13.181766,-0.006,600,9.252901,16.505016,2.5364782999999997,31.54785,14.962193,17.665615,24.089882,16.505016,3.823778,30,2.8967104,1.051595,0.99969804,16.59431962883102,8.25044,0.11,15.457049
30,0.6661931999999999,15.220398000000001,15.669073000000001,,25.43639969825745,-0.129,,5.577523,-0.013,620,9.142792,16.505016,2.860526e-09,28.035415999999998,14.895338,17.63283,28.63206,16.505016,2.3401878,31,7.532859299999999,0.9043681999999998,0.99969804,16.526666257385827,11.979985000000001,0.11,14.52634
31,3.2623860000000002,15.242782,15.5792885,,26.15574860572815,-0.105,,12.049669,-0.011,640,12.941751,16.505016,2.3681188,37.637783,15.936651999999999,17.622345000000003,27.261364,16.505016,3.7608132000000003,32,3.2623860000000002,1.1761807,0.99969804,17.651025339907207,10.007883999999999,0.11,18.483997
32,2.8963845,15.253148000000001,15.601757000000001,,26.990888833999637,-0.113,,10.715507,-0.011,660,16.175467,16.505016,2.2461324,39.441097,15.584838000000001,17.688654,27.577637,16.505016,3.7899656000000004,33,3.485839,1.1951847,0.99969804,17.268067375920612,10.406716000000001,0.11,18.867788
33,2.8968706,15.272004999999998,15.676635999999998,,28.200210571289066,-0.105,,12.387781,-0.011,680,17.9846,16.505016,2.4412527,39.61416,15.894317000000001,17.742929999999998,26.49093,16.505016,4.036787,34,2.8968706,1.1651223,0.99969804,17.60309308191146,9.81329,0.11,18.313627
34,1.2893952,15.286254999999999,15.737078,,29.223138093948364,-0.093,,14.108162,-0.009,700,17.652197,16.505016,1.5957477,33.98458,15.770760000000001,17.795707999999998,22.999945,16.505016,4.2043014,35,3.0294043999999998,0.97098804,0.99969804,17.461849382081695,8.083288,0.11,15.148454999999998
35,2.088891,15.301456,15.69604,,30.047458410263058,-0.099,,13.532422,-0.01,720,14.300327,16.505016,1.6614210999999999,38.53613,15.83345,17.803715,24.43245,16.505016,4.315121700000001,36,2.8014523999999996,1.070448,0.99969804,17.52294637597548,8.930485000000001,0.11,16.7826
36,2.6531107000000005,15.33054,15.674031,,30.456846714019772,-0.105,,12.676333,-0.011,740,14.827204,16.505016,0.800161,42.205833,16.377567000000003,17.832720000000002,25.510572,16.505016,4.372766,37,2.6531107000000005,1.1406982,0.99988127,18.123209839304714,9.651977,0.11,17.961567000000002
37,0.5679360999999999,15.34689,15.6802,,30.88622283935547,-0.129,,7.6238823,-0.013,760,15.787139999999999,16.505016,1.2443018,37.279655,15.951889999999999,17.875303,27.214325,16.505016,2.8887907999999998,38,8.006743,0.9810436,0.99988127,17.65106964160212,12.904933999999999,0.11,15.787385999999998
38,2.5516322,15.362229000000001,15.693328,,31.39233684539795,-0.111,,12.004621499999999,-0.011,780,16.250557,16.505016,2.5087547000000003,46.647602,15.945134,17.864162,26.192638,16.505016,4.5348587,39,2.769908,1.1960924,0.99988127,17.659837049476753,10.286451,0.11,18.913464
39,0.000119536366,15.369464,15.779392999999999,,31.699707508087158,-0.057,,11.961592,-0.006,800,18.960691,16.505016,0.0005138036000000001,41.731003,15.651610999999999,17.90222,23.752594000000002,16.505016,3.9245373999999997,40,3.5506403,1.0432751,0.99988127,17.348372934996437,10.633356,0.11,15.341403
40,2.4358594e-06,15.31298,15.615345999999999,,32.393303871154785,-0.049,,9.956375,-0.005,820,9.031595,16.505016,5.1827073,33.67285,13.053623,17.877531,21.752079000000002,16.505016,3.3043334000000004,41,5.1827073,0.82128906,0.99988127,14.500715865211351,10.190513000000001,0.11,11.762158
41,6.023095e-05,15.280482000000001,15.561796,,33.2846519947052,-0.056,,11.638958,-0.006,840,13.562079,16.505016,3.1137537999999996,43.254395,13.948035999999998,17.853434,23.015434,16.505016,4.1022777999999995,42,3.2772481,1.0298665999999999,0.99988127,15.449604577638311,10.543994999999999,0.11,14.9686775
42,5.745076e-25,15.262457999999999,15.574810999999999,,33.95810532569885,0.01,,-18.126614,0.001,860,16.109997,16.505016,4.2910055e-13,1.8694760000000002e-07,14.505455,17.829905,22.146439,16.505016,1.4905347,43,1.1939991000000001e-07,4.2476187e-09,0.99988127,16.118252992160368,1.2542318e-07,0.11,6.093155499999999e-08
43,6.5919115e-26,15.130365,15.41385,,34.34814071655273,0.012,,-18.979855999999998,0.001,880,9.481105,16.505016,37.363033,37.363033,9.45037,17.806913,41.034909999999996,16.505016,1.0,44,37.363033,0.84915984,0.99988127,10.376159329476886,37.363033,0.11,8.024875
44,6.542381999999999e-27,14.998592000000002,15.345214000000002,,34.9681088924408,0.014,,-19.841524,0.001,900,12.699262,16.505016,34.774634999999996,50.077232,9.200542,17.784441,35.367687,16.505016,1.3180754,45,34.774634999999996,1.1128274,0.99988127,10.101701736176944,37.99269,0.11,10.323571000000001
45,2.7972729999999994e-29,14.880551,15.328408999999999,,35.87206053733826,0.019,,-22.873135,0.002,920,14.696026000000002,16.505016,4.928758,30.528582,9.568758,17.762463,30.850067,16.505016,1.3372518999999998,46,21.99803,0.6636648,0.99988127,10.50854238707645,22.829342,0.11,6.165091
46,2.1288186e-27,14.768037,15.079213000000001,,36.9231379032135,0.015,,-19.279493,0.002,940,4.037461,16.505016,14.904710999999999,49.237053,9.592341000000001,17.740957,26.782837,16.505016,1.9542221000000002,47,15.011113,1.0475968,0.99988127,10.559697656536748,25.195219,0.11,9.89119
47,1.0336195999999999e-28,14.650238,15.054227,,37.51308155059815,0.018,,-20.582525,0.002,960,13.943013,16.505016,10.50925,44.16489,9.113741000000001,17.719901999999998,24.532932000000002,16.505016,2.072674,48,12.310602000000001,0.9201019,0.99988127,10.00998791362074,21.30817,0.11,8.606628
48,3.89254e-23,14.53859,15.046651,,38.2964129447937,0.005,,-11.665076,0.001,980,14.838199,16.505016,1.7468841,31.310303,9.179482,17.699284,24.563938,16.505016,1.7814704,49,13.814898999999999,0.63898575,0.99988127,10.084486685354461,17.575539000000003,0.11,6.0342817
49,1.2757848e-21,14.435464000000001,15.072654,,39.282829761505134,0.002,,-9.025461,0.0,1000,16.753216000000002,16.505016,12.467636,27.018513000000002,9.382273,17.679081,23.928328,16.505016,1.7526244,50,12.467636,0.5403701999999999,0.99988127,10.299932692093314,15.416032000000001,0.11,5.093696
50,2.631216e-21,14.357489000000001,14.892007000000001,,40.2672507762909,0.001,,-8.261723,9.179e-05,1020,6.351305,16.505016,35.788555,56.5497,10.458685000000001,17.659279,33.171593,16.505016,1.5008441000000001,51,35.788555,1.1088177,0.99988127,11.539451464576333,37.678596,0.11,11.177282
51,8.576694999999999e-21,14.275314999999999,14.78744,,41.413266181945794,-0.0,,-7.230713000000001,-3.561e-05,1040,9.530399000000001,16.505016,19.7705,60.637466,10.084546000000001,17.639860000000002,30.178715000000004,16.505016,1.7923509999999998,52,26.100447,1.1661052,0.99988127,11.124190245693596,33.831245,0.11,11.761546000000001
52,5.331369400000001e-20,14.1843605,14.744651000000001,,42.7974910736084,-0.002,,-5.876231,-0.0,1060,12.50959,16.505016,6.7749815,53.493187,9.454686,17.620811,27.789814,16.505016,1.8711337,53,22.442107999999998,1.0093054,0.99988127,10.395978762379386,28.58865,0.11,10.148087
53,1.2276438e-16,14.124062,14.799183,,44.19359803199768,-0.011,,-1.7905818,-0.001,1080,17.789297,16.505016,7.302915,28.316055,10.928182000000001,17.602120000000003,25.939875,16.505016,1.6147373,54,15.153372000000001,0.5243714,0.99988127,12.05535025487832,17.536015,0.11,5.496900599999999
54,3.786096200000001e-18,14.068515,14.719916,,45.64183712005615,-0.007,,-3.0348108,-0.001,1100,10.951586,16.505016,15.310466,54.665459999999996,11.068953500000001,17.58377,26.215431,16.505016,2.1026928,55,15.574093,0.9939174000000001,0.99988127,12.238005475511086,25.997833,0.11,10.516498
55,1.9544971999999998e-20,13.989447,14.673096,,46.667298555374146,-0.001,,-5.229566,-0.0,1120,12.1912365,16.505016,5.9395723,61.175224,9.640709,17.565752,22.774942000000003,16.505016,2.8305787999999996,56,9.762227000000001,1.0924147,0.99988127,10.596242260623825,21.612267000000003,0.11,11.113006
56,2.0671432e-19,13.932234,14.650007,,47.39136838912964,-0.004,,-3.7350786,-0.0,1140,13.323678,16.505016,9.402946,66.01794,10.728342,17.548052,23.757633,16.505016,2.7992668,57,9.980817,1.1582093999999998,0.99988127,11.84092600750009,23.58401,0.11,11.965247
57,2.0269378000000002e-18,13.877598,14.621601,,48.46283149719238,-0.006,,-2.3766243,-0.001,1160,12.913039999999999,16.505016,11.056969,72.386765,10.763387,17.53066,25.002323,16.505016,2.7559383,58,12.265321,1.2480476999999999,0.99988127,11.837589591596675,26.265743,0.11,13.02454
58,3.6265554e-17,13.813363,14.611562,,49.900228023529046,-0.01,,-0.85126436,-0.001,1180,13.864569,16.505016,15.895666,77.36514,10.087699,17.513567000000002,26.038872,16.505016,2.655973,59,15.895666,1.3112736,0.99988127,11.14335806728235,29.128738000000002,0.11,13.610269
59,1.9777449e-15,13.783218,14.6020565,,50.86650538444519,-0.015,,0.92092794,-0.001,1200,13.828747,16.505016,23.624962,74.91256,12.004719,17.496760000000002,27.744308,16.505016,2.3294794999999997,60,23.624962,1.2485427,0.99988127,13.278782574403849,32.158497,0.11,13.573747000000001
60,6.4567167e-13,13.713385999999998,14.632135,,52.15109848976135,-0.023,,2.791331,-0.002,1220,16.300797,16.505016,0.038911898,29.057274,9.523422,17.48023,25.282454,16.505016,1.6608843,61,16.444351,0.47634876,0.99988127,10.456529629507589,17.495062,0.11,5.407479
61,3.5880980000000004e-15,13.672253,14.572082,,53.48850893974304,-0.016,,1.55833,-0.002,1240,11.459881,16.505016,11.633734,67.82834,11.163117999999999,17.46397,24.136822,16.505016,2.6884067000000003,62,14.365661,1.0940055,0.99988127,12.365856837827918,25.229939,0.11,11.858162
62,,13.631685000000001,14.619814000000002,,54.65790486335754,0.055,,-46.52517,0.005,1260,17.551417999999998,16.505016,2.9668612999999997e-24,1.3108723000000001e-06,11.116444,17.44797,21.474226,16.505016,1.5371931,63,7.756134399999999e-07,2.0707497999999998e-08,0.99988127,12.322679263874994,8.527701400000001e-07,0.11,1.9521978000000002e-07
63,,13.560785000000001,14.500957999999999,,55.548156023025506,0.053,,-43.377876,0.005,1280,8.005239999999999,16.505016,77.84489,77.844894,9.094101,17.43222,44.071426,16.505016,1.0000001,64,77.84489,1.2163264999999999,0.99988127,9.986397402385977,77.84489,0.11,11.061396
64,,13.491914999999999,14.494987,,56.57431888580322,0.055,,-45.00545,0.006,1300,14.309163,16.505016,35.018240000000006,63.113556,9.084253,17.416718,32.306484000000005,16.505016,1.4057817,65,35.018240000000006,0.9709778,0.99988127,9.97632727985596,44.8957,0.11,8.824864
65,7.400131e-33,13.425003,14.437361,,57.42204189300537,0.027,,-19.017899,0.003,1320,10.893807,16.505016,0.00015509940000000001,13.838163,9.075774000000001,17.40145,18.436554,16.505016,2.0024147,66,4.1861134,0.20966914,0.99988127,9.968668686337082,6.910738,0.11,1.9514398999999998
66,6.0582909999999995e-34,13.361697,14.315524,,58.50319910049439,0.029,,-20.167473,0.003,1340,7.0624886,16.505016,29.331529999999997,36.576584000000004,9.183465,17.386412,31.698238,16.505016,1.2376575,67,29.331529999999997,0.5459191999999999,0.99988127,10.086579756383053,29.553071999999997,0.11,5.0268607
67,2.2133007e-34,13.300502999999999,14.203825,,59.741414546966546,0.03,,-20.356645999999998,0.003,1360,7.2427483,16.505016,40.277122,65.30803,9.20047,17.371595000000003,31.504845,16.505016,1.4564284,68,40.277122,0.9604121999999999,0.99988127,10.106474029762571,44.84122,0.11,8.839787
68,4.4161525999999996e-35,13.240236,14.244431,,60.8916642665863,0.032,,-20.7874,0.003,1380,17.200554,16.505016,26.75737,77.41171,9.142082,17.356997,29.47845,16.505016,1.7212826,69,33.498425,1.1219089,0.99988127,10.038797189938938,44.973273999999996,0.11,10.300872
69,5.4961769999999995e-36,13.183916,14.190864000000001,,62.255576372146606,0.033,,-21.63919,0.003,1400,10.532689999999999,16.505016,4.993486,66.85029,9.297882000000001,17.34261,27.347395000000002,16.505016,1.7774253,70,29.90568,0.9550040999999999,0.99988127,10.212863742702783,37.610744,0.11,8.775568
70,,13.1277685,14.14776,,63.24910545349121,0.088,,-80.47556999999999,0.009,1420,11.285531,16.505016,5.6124298e-14,0.0016649584,9.197458000000001,17.328424,27.338084999999996,16.505016,1.2074836000000002,71,0.001340611,2.3450016999999997e-05,0.99988127,10.10646599280315,0.0013788663,0.11,0.00021286606
71,,13.071201,14.026936,,64.3278796672821,0.098,,-93.904434,0.01,1440,6.4414477,16.505016,46.114684999999994,46.114684999999994,9.054916,17.314438,38.809540000000005,16.505016,1.0,72,46.114684999999994,0.6404816999999999,0.99988127,9.94109254847318,46.114684999999994,0.11,5.799508599999999
72,,13.015881,13.986595999999999,,65.73051881790161,0.096,,-89.38969,0.01,1460,11.580295,16.505016,28.912415999999997,66.09006,9.032821,17.300644000000002,31.712497999999997,16.505016,1.4032825,73,37.177634999999995,0.90534323,0.99988127,9.919835596148856,47.096756,0.11,8.189055999999999
73,,12.961876,13.980154999999998,,67.09057235717772,0.09,,-79.8574,0.009,1480,13.757814999999999,16.505016,18.184835,88.28969000000001,9.019492999999999,17.287039,30.561674,16.505016,1.6690221,74,37.32165,1.1931038999999999,0.99988127,9.906673305974241,52.89905,0.11,10.7836075
74,,12.909402,13.995619,,68.14522624015808,0.142,,-158.45415,0.014,1500,15.138382,16.505016,3.295029e-08,1.0054958e-06,9.026336,17.273615,31.626669,16.505016,1.0437404000000001,75,9.626879e-07,1.3306611000000001e-08,0.99988127,9.913439823563888,9.633582e-07,0.11,1.2002296e-07
75,,12.857173,13.964704000000001,,69.30505013465881,0.148,,-165.78569,0.015,1520,12.639581,16.505016,85.45886999999999,85.45886999999999,8.939977,17.26037,43.062668,16.505016,1.0,76,85.45886999999999,1.1244588,0.99988127,9.81839926823833,85.45886999999999,0.11,10.052635
76,,12.806111,13.975871,,70.79244923591614,0.151,,-168.4118,0.015,1540,15.0644,16.505016,67.77932,103.900856,8.925457000000002,17.2473,36.451546,16.505016,1.3528113000000002,77,67.77932,1.3493618,0.99988127,9.803071308126103,76.80366,0.11,12.050482
77,,12.756330499999999,13.965356,,72.25385570526123,0.155,,-173.92308,0.016,1560,13.133225,16.505016,43.55689,101.21155999999999,8.923185,17.234396,31.894268,16.505016,1.6252302,78,43.55689,1.2975842,0.99988127,9.800172475639132,62.275215,0.11,11.583279
78,,12.707908,14.021564499999998,,73.80912256240846,0.151,,-164.00615,0.015,1580,18.340872,16.505016,23.800812,93.33354,8.930959,17.221657,27.092854,16.505016,1.9953785,79,24.472519000000002,1.1814373,0.99988127,9.810657822949093,46.774857,0.11,10.549611
79,,12.6606655,13.969403,,75.2945156097412,0.153,,-165.88481000000002,0.015,1600,9.807788,16.505016,16.958523,90.99339,8.928535,17.209078,25.092266,16.505016,2.2100215,80,21.220625,1.1374174,0.99988127,9.807405697674882,41.17308,0.11,10.155746
80,,12.614543,13.917472,,76.55045199394227,0.16,,-174.7544,0.016,1620,9.733914,16.505016,10.334800999999999,62.384304,8.924733999999999,17.196655,21.159805,16.505016,2.3109221,81,15.275885,0.7701766,0.99988127,9.803165074858644,26.995417,0.11,6.8754506
81,,12.569413,13.952546,,78.20833969116211,0.15,,-156.29713,0.015,1640,17.067719,16.505016,9.512632,89.583435,8.913938499999999,17.184385,22.316254,16.505016,2.6275218,82,14.343566000000001,1.0924809,0.99988127,9.791193014832336,34.09427,0.11,9.753071
82,,12.525494,13.963523,,79.3304011821747,0.13,,-123.11673,0.013,1660,14.843214000000001,16.505016,0.09333011,3.0168060000000003,8.923964,17.172264000000002,19.752272,16.505016,1.6991363000000002,83,1.6492528000000002,0.036347058,0.99988127,9.800499258739071,1.7754938999999998,0.11,0.32473525
83,,12.483032000000001,13.871729,,81.2153995037079,0.13,,-122.38476599999998,0.013,1680,7.210833999999999,16.505016,39.265068,42.872288,8.958796000000001,17.160288,34.846146000000005,16.505016,1.0903476,84,39.265068,0.5103844,0.99988127,9.839412705406874,39.319829999999996,0.11,4.5713654
84,,12.441562,13.857215,,82.69634032249449,0.13,,-120.46133999999999,0.013,1700,13.206032,16.505016,21.970164999999998,52.183234999999996,8.957999000000001,17.148453,27.467789,16.505016,1.5025736,85,26.826012,0.6139204,0.99988127,9.840101961643477,34.729237,0.11,5.498794999999999
85,,12.400916,13.832792999999999,,84.17834615707396,0.135,,-125.81278,0.014,1720,12.207275,16.505016,11.898494,66.6337,8.945999,17.136757,23.231567000000002,16.505016,2.0256616999999997,86,21.405731,0.77481043,0.99988127,9.826148057660658,32.89478,0.11,6.935642
86,,12.361213000000001,13.820467,,86.07442545890808,0.12,,-103.72638,0.012,1740,13.043589,16.505016,0.37107816,8.197205,8.946913,17.125196,21.590244000000002,16.505016,1.5911494,87,4.324602,0.09422074,0.99988127,9.82715462322058,5.15175,0.11,0.8442149999999999
87,,12.32294,13.815029999999998,,87.60028767585754,0.118,,-100.17294,0.012,1760,14.243707,16.505016,58.42725,64.030396,8.993216499999999,17.113768,36.712082,16.505016,1.0941265,88,58.42725,0.72761816,0.99988127,9.878627368243537,58.521930000000005,0.11,6.541862999999999
88,,12.285514,13.798893,,89.08469676971436,0.119,,-100.035675,0.012,1780,12.801022,16.505016,32.64274,72.623215,8.991997999999999,17.102468,28.607986,16.505016,1.5517776,89,33.284622,0.81599116,0.99988127,9.875530975778355,46.800014000000004,0.11,7.335586500000001
89,,12.248824,13.813642999999999,,90.10842156410216,0.133,,-116.4438,0.013,1800,15.416567,16.505016,6.157946,66.61067,8.983404,17.091293,19.97557,16.505016,2.4733605,90,16.43587,0.74011856,0.99988127,9.867420910313246,26.931241999999997,0.11,6.629341999999999
90,,12.212738,13.610952,,91.455819606781,0.149,,-137.59238,0.015,1820,-4.3362017,16.505016,0.11762877599999999,111.28658999999999,8.965002,17.080244,20.982824,16.505016,3.2815062999999993,91,12.384139,1.2229296,0.99988127,9.84784095682399,33.913265,0.11,10.923409
