,IWFirstEpisode,IWLastEpisode,ReturnMin,LQGmu1,ReturnMax,Bound,DenMISELogLast,IWNorm2,target_sum_log_mean,DenMISEMeanLog,TimestepsSoFar,ReturnAbsMax,IWMin,IWMax,ReturnLastEpisode,MISE,DenMISELogFirst,URet,TimeElapsed,IWMean,Iteration,LQGmu01,IWNorm1,LQGsigma,ReturnMean,SqrtESSClassic,ReturnStepMax
0,1.1310928,1.1310928,,-0.103,15.058442000000001,47.14938,18.60218,1.1310928,18.725365,18.60218,20,15.058442000000001,,1.1310928,15.058442000000001,17.032495,18.60218,16.687925283112616,0.486426591873169,1.1310928,1,-0.01,1.1310928,0.11,15.058442000000001,1.0,0.9625284
1,1.1807199,1.1667883,,-0.108,15.836035,40.52448,21.246422,1.6599681,20.116234,19.956045,40,15.836035,,1.1807199,15.836035,18.128551,18.665668,17.534228213023294,11.159413576126099,1.1737541,2,-0.011,2.3475082,0.11,15.447239000000001,1.4141887,0.99600995
2,0.68920064,1.2740573999999998,,-0.097,15.941537,33.301815000000005,21.470074,1.6242087,20.352167,20.498255,60,15.941537,,1.2740573999999998,15.941537,14.107998,18.724163,17.652704086063604,11.829114437103273,0.8993306999999999,3,-0.01,2.6979919999999997,0.11,15.612004,1.6611116999999997,0.99769694
3,1.0389751,1.0250645,,-0.101,16.121319,32.368109999999994,18.866792999999998,2.064696,20.101383,20.06958,80,16.121319,,1.0389751,16.121319,16.246520999999998,18.643278,17.844792737324862,12.439425945281982,1.0323308,4,-0.01,4.129323,0.11,15.739332999999998,1.9999665,0.99934494
4,0.9589175,1.0584216999999998,,-0.1,16.121319,30.207863,13.603598000000002,2.2533486000000003,18.786407,18.78154,100,16.121319,,1.0841862,15.379326,15.767947,18.651042999999998,17.03165300018154,13.33279800415039,1.0062925999999999,5,-0.01,5.0314627,0.11,15.667330999999999,2.2328825,0.99934494
5,1.1480702,1.3207178,,-0.104,16.121319,30.416991999999997,17.071842,2.7009485,18.579788,18.497429999999998,120,16.121319,,1.3207178,15.739682,17.153223,18.644173000000002,17.43261619694817,14.182752847671509,1.0942804,6,-0.01,6.565682400000001,0.11,15.67939,2.4308803,0.99934494
6,1.1697853999999999,1.0649209,,-0.11,16.121319,31.114996,18.869385,3.2657528,18.63634,18.561878,140,16.121319,,2.1266766,15.639389999999999,18.048517,18.665106,17.326892996408787,15.190791845321655,1.1512171999999998,7,-0.011,8.05852,0.11,15.673676,2.4675844,0.99934494
7,0.42846608,0.48202917,,-0.125,16.121319,31.247057,13.959762,3.6924577000000003,17.216475,18.001741,160,16.121319,,3.4982808,15.562510000000001,12.428833000000001,18.686106,17.248368978790893,16.167292594909668,0.79081976,8,-0.013,6.326558,0.11,15.65978,1.7133732,0.99958044
8,1.2297653,1.2371714,,-0.107,16.121319,28.545403000000004,19.418125,3.4138007000000004,18.253328,18.13285,180,16.121319,,1.2371714,15.770192000000002,17.752964000000002,18.620497,17.470463170137755,17.454139947891235,1.1332003000000002,9,-0.011,10.198803,0.11,15.672048,2.9875214,0.99958044
9,1.0748445,1.8503866000000002,,-0.114,16.505016,29.84648,12.896048,3.9957979,17.710632,17.621029,200,16.505016,,1.9214423999999999,16.505016,18.684101000000002,18.643213,18.252703920736835,18.367667198181152,1.1816605,10,-0.011,11.816606,0.11,15.755343,2.9572580000000004,0.99958044
10,0.10171314,0.06488481,,-0.134,16.505016,30.120428000000004,17.040485,4.3424816,15.990423000000002,17.582420000000003,220,16.505016,,3.7655230000000004,15.545092000000002,10.979488,18.649994,17.227496204372276,19.211974143981934,0.68081325,11,-0.014,7.488946,0.11,15.736231,1.7245773999999998,0.99958044
11,0.0068996935,0.0015739148,,-0.071,16.505016,21.761919,16.926884,0.40293756,13.130417000000001,17.499315,240,16.505016,,0.3879028,16.271269,0.83761495,18.572187,18.011896215081165,20.651521682739254,0.052972615,12,-0.007,0.6356714,0.11,15.780818,1.5775927,0.99969804
12,0.0011505918,0.05123797,,-0.065,16.505016,21.006119,9.844353,0.18249099,11.266994,16.840618,260,16.505016,,0.17239597,15.782226000000001,0.35540384,18.492720000000002,17.47775915631065,21.56512331962585,0.02243928,13,-0.007,0.29171064,0.11,15.780926000000001,1.5984935,0.99969804
13,0.001122732,4.8663774,,-0.065,16.505016,36.799583,15.999979000000002,4.86989,11.646550999999999,16.713354000000002,280,16.505016,,4.8663774,15.301387,5.652196400000001,18.4187,16.956011045667818,22.63928484916687,0.368651,14,-0.006,5.1611139999999995,0.11,15.746673999999999,1.059801,0.99969804
14,1.8887073999999998e-06,0.6645826,,-0.049,16.505016,24.484922,16.767382,0.8823865,7.4823174,16.67385,300,16.505016,,0.6645826,14.506964000000002,1.2435826,18.349787,16.057248731606734,23.978987216949463,0.08355114,15,-0.005,1.253267,0.11,15.664026000000002,1.4203153,0.99969804
