,ReturnStepMax,Bound,LQGsigma,IWLastEpisode,ReturnAbsMax,MISE,DenMISEMeanLog,target_sum_log_mean,DenMISELogFirst,ReturnMean,IWFirstEpisode,SqrtESSClassic,IWMean,Iteration,IWNorm1,TimeElapsed,DenMISELogLast,IWNorm2,TimestepsSoFar,ReturnLastEpisode,IWMin,LQGmu01,IWMax,ReturnMax,URet,LQGmu1,ReturnMin
0,0.99262077,1.5723323,0.11,,15.644507999999998,,17.102016,-92.01430500000001,17.102016,15.644507999999998,,1.0,,1,1e-10,0.18450570106506348,17.102016,1e-10,20,15.644507999999998,,-0.035,,15.644507999999998,17.332240856619553,-0.34,
1,0.9996768,22.422153,0.11,2.4826523999999996,16.710129000000002,20.742722,9.96595,-42.14775,16.408869,16.177319,,1.0,1.2413261999999998,2,2.4826523999999996,3.89432692527771,3.5230322,2.4826523999999996,40,16.710129000000002,,-0.035,2.4826523999999996,16.710129000000002,18.474866750887244,-0.335,
2,0.9999804,22.557625,0.11,0.72443736,17.044477,21.134520000000002,10.094324,-21.026918,16.003404999999997,16.466372,,1.2037292,1.2599412,3,3.7798238,4.167994976043701,10.354933,3.140095,60,17.044477,,-0.033,3.0553865,17.044477,18.821180082790328,-0.319,
3,0.9999804,16.824419,0.11,0.03347318,17.044477,15.131079999999999,11.680416000000001,-3.9979438999999997,15.715722,16.600057999999997,5.820008000000001e-25,1.0116307,0.9053161,4,3.6212644999999997,4.422753095626831,16.383098999999998,3.5796309999999996,80,17.001112,,-0.027,3.5794647000000004,17.044477,18.77542467333496,-0.259,
4,0.9999804,14.246998000000001,0.11,2.991097,17.044477,12.855266,13.033597,2.3458853,15.4925785,16.652126000000003,4.832157e-18,1.2308645,0.76392317,5,3.8196158,4.704850673675537,18.689332999999998,3.1031976,100,16.8604,,-0.024,2.991097,17.044477,18.629321722648026,-0.232,
5,0.9999804,20.816,0.11,3.054003,17.044477,19.770355,13.492885000000001,4.6095695,15.310257,16.68764,1.4733079000000002e-19,1.6382571000000001,1.1742348999999999,6,7.045408999999999,4.947566509246826,16.078661,4.300551400000001,120,16.865211,,-0.024,3.054003,17.044477,18.632677641630245,-0.238,
6,0.9999804,24.97956,0.11,6.630667699999999,17.044477,23.789812,13.421636,6.3086724,15.156106,16.668085,2.3312231e-16,1.4398286,1.4290153,7,10.003107,5.1785550117492685,12.942699000000001,6.947429,140,16.55076,,-0.023,6.630667699999999,17.044477,18.30290423203057,-0.225,
7,0.9999804,20.631376,0.11,0.029600493999999998,17.044477,19.095634,13.785466,7.074789,15.022575,16.69998,2.218668e-12,1.1154443,1.1515993,8,9.212794,5.4830501079559335,16.157747,8.259305,160,16.92324,,-0.021,8.238027,17.044477,18.693250025185,-0.207,
8,0.999983,17.748892,0.11,2.2097703999999996,17.044477,16.997166,14.522335,8.84348,14.904792,16.713749,3.5163576000000004e-18,2.2788022,1.0118716,9,9.106844,5.7786827087402335,20.532467,3.9963295,180,16.8239,,-0.024,2.2097703999999996,17.044477,18.590131701929668,-0.233,
9,0.999983,22.153593,0.11,2.3094478,17.044477,21.466084,13.862127,8.567594,14.799432000000001,16.72099,4.6059646e-21,2.4916527000000004,1.2763726999999998,10,12.763727000000001,6.1319499015808105,7.94326,5.122595,200,16.786151999999998,,-0.025,2.4048722000000002,17.044477,18.545518732496635,-0.245,
10,0.999983,23.19355,0.11,1.7612720000000002,17.044477,22.54225,14.049075,8.792060000000001,14.704122,16.735321,3.0528649e-24,2.6301754,1.338998,11,14.728976999999999,6.528414249420166,15.710287,5.599998,220,16.878654,,-0.026,2.6703415,17.044477,18.648774964550388,-0.258,
11,0.999983,20.906006,0.11,0.00031888892000000004,17.044477,19.47256,14.045017000000001,-5.762255000000001,14.61711,16.725868,,1.1950479999999999,1.1430424,12,13.716510000000001,6.840178966522218,13.732899,11.477789999999999,240,16.621883,,-0.041,11.212598,17.044477,18.383010481040106,-0.39,
12,0.999983,27.474865,0.11,13.220139000000001,17.077892000000002,26.233928999999996,13.8138685,-7.763695200000001,14.537067,16.752948999999997,,1.3831444,1.5373628000000001,13,19.985716,7.167926549911499,11.150585000000001,14.449479,260,17.077892000000002,,-0.044,13.220139000000001,17.077892000000002,18.854681562153853,-0.412,
13,0.99999267,22.1463,0.11,0.18875292,17.077892000000002,21.5253,13.908304999999999,9.0023775,14.462959,16.769009,6.658963499999999e-26,2.7639165,1.2803619,14,17.925066,7.510679006576537,14.956167,6.4853864,280,16.977795,,-0.027,3.4782212,17.077892000000002,18.753031369409705,-0.265,
14,0.99999267,12.116967,0.11,0.3496765,17.077892000000002,11.035984,13.771509,8.475224,14.393967000000002,16.779476000000003,1.703755e-12,1.5878072,0.66255456,15,9.938317999999999,7.853230476379394,11.6376,6.2591467000000005,300,16.926018,,-0.021,6.073888,17.077892000000002,18.694092561116875,-0.209,
15,0.99999267,15.472496,0.11,2.235211,17.077892000000002,14.896386999999999,13.5275545,9.3268585,14.329428,16.779663,1.0302528e-15,2.979283,0.8883575,16,14.21372,8.189966440200807,10.243638,4.7708525999999996,320,16.782486,,-0.023,2.4549387,17.077892000000002,18.539835306980194,-0.224,
16,0.99999267,20.275694,0.11,0.52923334,17.077892000000002,19.75242,13.522656,9.835560000000001,14.268804000000001,16.770044,3.603094e-20,3.2801072999999996,1.1754178999999998,17,19.982103,8.540510892868044,13.567279999999998,6.0919056,340,16.616135,,-0.025,2.1317165,17.077892000000002,18.36909437648736,-0.243,
