,LQGmu1,IWNorm1,IWFirstEpisode,LQGmu01,IWMean,target_sum_log_mean,IWMax,ReturnLastEpisode,TimestepsSoFar,LQGsigma,ReturnStepMax,DenMISELogLast,Bound,SqrtESSClassic,Iteration,IWNorm2,IWLastEpisode,ReturnMin,DenMISEMeanLog,URet,TimeElapsed,ReturnMean,DenMISELogFirst,MISE,ReturnMax,IWMin,ReturnAbsMax
15,-0.92,19.954603,,-0.157,1.2471627,-67.7731,3.3506684,17.100151,320,0.11,0.9999993,11.892752999999999,40.203415,2.73699,16,7.2907114,3.1347353,,12.032921,18.876373834566593,29.36242198944092,16.78559,14.32945,21.337502,17.211937,,17.211937
16,-0.881,21.469124,,-0.137,1.2628896,-58.728683,5.184541,17.108446,340,0.11,0.9999993,13.600992999999999,42.855362,2.4288497000000002,17,8.839214,3.6322667999999996,,12.135983999999999,18.883911159501487,30.271865129470825,16.804579999999998,14.268826,21.595993,17.211937,,17.211937
17,-0.883,20.945114,,-0.138,1.1636175,-54.69146,4.1329839999999995,17.05024,360,0.11,0.9999993,16.969091,38.978664,2.7058566,18,7.740659,1.8965557000000002,,12.4142,18.827672343514045,31.25186586380005,16.818228,14.211667000000002,19.895683,17.211937,,17.211937
18,-0.896,23.047543,,-0.144,1.2130286,-52.083317,2.9913993,17.167423,380,0.11,0.9999993,15.120168,37.1222,3.154085,19,7.3072042,2.415397,,12.562296,18.946366875052952,32.41740345954895,16.836605,14.157599,20.751112,17.211937,,17.211937
19,-0.894,23.090282000000002,,-0.143,1.1545141,-48.506187,2.7889185000000003,17.137335,400,0.11,0.9999993,14.955485000000001,35.44168,3.2912269999999997,20,7.015706,1.7249293,,12.690471,18.917856218251046,33.84335970878601,16.851643,14.106306,19.752758,17.211937,,17.211937
20,-0.888,24.42502,,-0.14,1.1630962,-45.31765,2.959547,17.145858999999998,420,0.11,0.9999993,7.541962599999999,35.29319,3.3556242,21,7.278830499999999,2.959547,,12.451089,18.919966168462,35.01392436027527,16.865651999999997,14.057516,19.905348,17.211937,,17.211937
21,-0.872,24.366882,,-0.133,1.1075855,-41.424057,2.9039876000000002,17.184054999999997,440,0.11,0.9999993,15.626325,34.638298,3.295085,22,7.394918,2.9039876000000002,,12.601339,18.965153026205357,36.62759208679199,16.880126999999998,14.010995999999999,18.967741,17.211937,,17.211937
22,-0.861,25.014843,,-0.129,1.0876019,-38.324397999999995,3.3509559999999996,17.201141,460,0.11,0.9999993,15.407853,34.217079999999996,3.314806,23,7.546397,2.5309472,,12.726714,18.98265179427545,38.01778268814087,16.894085,13.966544,18.639753,17.211937,,17.211937
23,-0.864,25.777233,,-0.13,1.0740513999999999,-36.193455,2.916068,17.156609,480,0.11,0.9999993,15.154496,33.008804,3.5363119,24,7.2892985,1.8152494,,12.830314999999999,18.935710560726555,39.12262511253357,16.905022,13.923985,18.407206,17.211937,,17.211937
24,-0.881,28.404296999999996,,-0.137,1.1361718,-34.987804,2.3496810000000004,17.131044,500,0.11,0.9999993,16.527773,32.664809999999996,3.9113162000000004,25,7.262081599999999,2.0827405,,12.980249,18.909054722943,40.560429334640496,16.914062,13.8831625,19.463163,17.211937,,17.211937
25,-0.877,29.1804,,-0.135,1.1223232,-32.96376,2.2375228,17.114063,520,0.11,0.9999993,11.225199,32.096866999999996,4.011879,26,7.2734995,2.0203946,,12.9171915,18.892694488518444,42.02910304069518,16.921754999999997,13.843942000000002,19.226136999999998,17.211937,,17.211937
26,-0.885,30.17626,,-0.139,1.1176393,-31.630005,2.16772,17.083157999999997,540,0.11,0.9999993,15.651971,31.35075,4.2288375,27,7.135828999999999,1.5244733,,13.022325,18.859901192509398,43.390167474746704,16.927732000000002,13.806201999999999,19.140347,17.211937,,17.211937
27,-0.89,31.659477000000003,,-0.141,1.1306956,-30.384854999999998,2.0537815,17.195408,560,0.11,0.9999993,10.710510000000001,31.15607,4.3799334000000005,28,7.228300999999999,1.9351943999999999,,12.94341,18.97659862190993,44.6715087890625,16.937292000000003,13.769834,19.366892,17.211937,,17.211937
28,-0.882,32.171646,,-0.138,1.1093671,-28.415218,1.9937023,17.00715,580,0.11,0.9999993,12.76291,30.618746,4.4433584,29,7.2403892999999995,1.6414965,,12.941189999999999,18.78320029432297,46.02193307876587,16.939701,13.734743,18.997849,17.211937,,17.211937
29,-0.842,33.375816,,-0.122,1.1125273,-25.322654999999997,3.509408,17.173466,600,0.11,0.9999993,15.983573999999999,33.102364,3.6785595,30,9.073067,3.5007504999999997,,13.045811,18.954088242136585,47.393898487091064,16.947492999999998,13.700841,19.065401,17.211937,,17.211937
30,-0.713,41.780083000000005,,-0.089,1.3477446000000002,-22.315807,36.402584000000004,17.208424,620,0.11,0.9999993,15.534806,68.25399999999999,1.145746,31,36.465396999999996,0.2520742,,13.128870999999998,18.989881424672944,48.85866117477417,16.955914,13.668052,23.18658,17.211937,,17.211937
31,-0.71,37.09535,,-0.088,1.1592296,-21.146854,17.209045,17.124702,640,0.11,0.9999993,12.19865,51.60835,1.628588,32,22.777615,14.787170000000001,,13.098664999999999,18.903932688758925,50.09598326683045,16.961187,13.636303,19.902472,17.211937,,17.211937
32,-0.711,31.83271,,-0.089,0.96462756,-20.055546,11.563362,17.1657,660,0.11,0.9999993,13.409432999999998,43.10504,1.9451625,33,16.365064999999998,4.5982847,,13.107565,18.94682144418393,51.45305705070496,16.967384,13.605531,16.559286,17.211937,,17.211937
33,-0.714,34.14151,,-0.089,1.0041620999999998,-18.884377999999998,8.848857,17.186428,680,0.11,0.9999993,17.95712,39.69422,2.299719,34,14.845948000000002,7.2179575,,13.24659,18.968527440428293,52.289429903030396,16.973827,13.575678,17.241127,17.211937,,17.211937
34,-0.704,35.538074,,-0.087,1.0153736,-17.932351999999998,7.219431,17.174816,700,0.11,0.9999993,12.099331,38.076384999999995,2.5015093999999998,35,14.206651999999998,7.219431,,13.211969,18.955887519363554,53.08036470413208,16.979568,13.54669,17.434525,17.211937,,17.211937
35,-0.681,36.275642,,-0.083,1.0076566999999998,-16.997513,7.1827380000000005,17.166191,720,0.11,0.9999993,14.393506,36.854355,2.6407566000000005,36,13.736835999999998,7.1827380000000005,,13.2435665,18.94554681430033,54.296308279037476,16.98475,13.518519,17.300941,17.211937,,17.211937
36,-0.668,35.15664,,-0.081,0.95017946,-16.245905,6.764109599999999,17.14861,740,0.11,0.9999993,10.811477,34.533623,2.8336787,37,12.406713499999999,3.2435522,,13.176635999999998,18.926652371892388,55.87012052536011,16.989182,13.49112,16.311441000000002,17.211937,,17.211937
37,-0.687,35.641290000000005,,-0.084,0.9379287000000001,-15.246615,5.1051116,17.124975,760,0.11,0.9999993,19.478527,32.990738,3.0567653,38,11.659805,3.3981342000000003,,13.340157000000001,18.905830033608748,57.20632266998291,16.992754,13.464453,16.098433,17.211937,,17.211937
38,-0.738,39.99216,,-0.094,1.02544,-14.578441,5.464328299999999,17.09244,780,0.11,0.9999993,14.871049,32.733826,3.4090260000000003,39,11.731257000000001,5.464328299999999,,13.377028,18.871722922882253,58.567226886749275,16.995312,13.438476999999999,17.587032,17.211937,,17.211937
39,-0.749,42.757195,,-0.097,1.0689298999999999,-13.834270000000002,5.3110538,17.131655,800,0.11,0.9999993,16.68929,32.542053,3.6330245000000003,40,11.769035,4.205422,,13.459729000000001,18.910982295938027,60.00208854675293,16.998718,13.413159,18.329155,17.211937,,17.211937
40,-0.768,44.218857,,-0.101,1.0785087,-13.230644,5.098995700000001,17.120182,820,0.11,0.9999993,17.366653,31.650955,3.9230400000000003,41,11.27158,2.7329786,,13.556004999999999,18.900606517979494,61.63138675689697,17.001682000000002,13.388467000000002,18.48876,17.211937,,17.211937
41,-0.79,45.279175,,-0.107,1.0780756,-12.789995,4.29914,17.079956,840,0.11,0.9999993,17.090166,30.804325,4.1883230000000005,42,10.810813000000001,1.5060159,,13.641454000000001,18.857674220999343,63.165332078933716,17.003546,13.364367999999999,18.47581,17.211937,,17.211937
42,-0.811,45.739723,,-0.113,1.0637145000000001,-12.776745,3.4852337999999996,17.006636,860,0.11,0.9999993,4.9478307,30.008411,4.3821507,43,10.437735,0.41220212,,13.440628,18.78331509086836,64.77445983886719,17.003616,13.340838,18.2252,17.211937,,17.211937
43,-0.833,47.928764,,-0.119,1.0892901000000001,-12.697842999999999,3.6153948,17.178606,880,0.11,0.9999993,13.08733,29.569538,4.7334976,44,10.125442999999999,1.4776815,,13.433666,18.958152751244175,66.4638810157776,17.007595000000002,13.317848999999999,18.660942000000002,17.211937,,17.211937
44,-0.864,52.554485,,-0.13,1.1678773999999998,-13.124756,2.54426,17.092348,900,0.11,0.9999993,11.99728,29.978226,5.175269,45,10.154928,2.0007641,,13.403413,18.86741449971803,68.14518189430237,17.009478,13.295376000000001,20.00081,17.211937,,17.211937
45,-0.875,54.173843000000005,,-0.135,1.1776923000000001,-13.105636,2.5409017000000005,17.191477,920,0.11,0.9999993,10.931475,29.935,5.286904,46,10.246799000000001,1.4324216,,13.3530245,18.97158606056066,69.6892693042755,17.013433,13.273397000000001,20.16826,17.211937,,17.211937
46,-0.88,55.325417,,-0.137,1.1771365,-12.702829,2.552175,17.15193,940,0.11,0.9999993,15.142570499999998,29.777267,5.3682766,47,10.305992,2.184082,,13.394597000000001,18.932919296520193,71.42578172683716,17.016379999999998,13.251891,20.158573,17.211937,,17.211937
47,-0.885,56.328976000000004,,-0.139,1.1735203,-12.381264,2.5157123,17.112366,960,0.11,0.9999993,13.554448999999998,29.6038,5.430027,48,10.373609,2.2303347999999996,,13.401349,18.890354696067,73.28775763511658,17.018381,13.230838,20.09449,17.211937,,17.211937
48,-0.891,57.048297999999996,,-0.142,1.164251,-12.169433999999999,2.4011412,17.146572,980,0.11,0.9999993,14.565083,29.423178000000004,5.4418774,49,10.483202,2.1932766,,13.428386999999999,18.925109634136433,74.82071590423584,17.020996,13.210218,19.934576,17.211937,,17.211937
49,-0.902,56.586487,,-0.147,1.1317297,-12.402136,2.9753895,17.128557,1000,0.11,0.9999994000000001,10.722122,29.203636,5.2531404,50,10.7719345,1.9512726999999999,,13.377301999999998,18.903082381655828,76.68707704544067,17.023148000000003,13.190016,19.374123,17.211937,,17.211937
50,-0.918,55.513542,,-0.156,1.0885008999999999,-13.025642999999999,4.7587233,17.113846,1020,0.11,0.9999994000000001,16.593489,29.983459999999997,4.5476529999999995,51,12.207074,2.3770947000000002,,13.442698499999999,18.890452055343854,78.22997736930847,17.024926999999998,13.170213,18.629074,17.211937,,17.211937
51,-0.94,49.20092,,-0.172,0.9461715,-14.900397,9.803446000000001,17.122845,1040,0.11,0.9999994000000001,18.643278,32.951706,3.0808356,52,15.969992999999999,9.803446000000001,,13.544069,18.89490960101401,80.10800027847291,17.02681,13.150795,16.191378,17.211937,,17.211937
52,-0.939,51.150597,,-0.171,0.9651056,-14.125488,8.095085000000001,17.181448,1060,0.11,0.9999994000000001,13.60045,31.527645,3.4407803999999995,53,14.865986999999999,4.102576999999999,,13.543482999999998,18.95907151484713,81.51895833015442,17.029728,13.131746,16.52064,17.211937,,17.211937
53,-0.936,55.420334,,-0.169,1.0263025,-13.241475,6.647997999999999,17.09996,1080,0.11,0.9999994000000001,14.539124,31.122265000000002,3.8091288,54,14.549346,5.1588254000000004,,13.560766000000001,18.873402190909182,83.41064500808716,17.031029,13.113054,17.56646,17.211937,,17.211937
54,-0.935,54.66899,,-0.168,0.99398166,-12.527291,5.723395,17.138583999999998,1100,0.11,0.9999994000000001,15.981782,29.814734,4.0337233999999995,55,13.552984,0.8395802,,13.604807000000001,18.917350209457343,85.20750260353087,17.032984,13.094706,17.013704,17.211937,,17.211937
55,-0.932,55.284209999999995,,-0.166,0.987218,-11.73482,4.858146700000001,17.078976,1120,0.11,0.9999994000000001,16.251317999999998,28.797990000000002,4.3389263,56,12.741449000000001,1.1970693000000001,,13.651604999999998,18.853978194432255,87.02959442138672,17.033804,13.076687,16.897394,17.211937,,17.211937
56,-0.929,56.862933999999996,,-0.164,0.9975953000000002,-10.854192999999999,4.253343,17.159454,1140,0.11,0.9999994000000001,17.43197,28.009059999999998,4.7230067,57,12.039562,1.2003754,,13.717422000000001,18.939857993810342,88.80654835700989,17.036009,13.058988000000001,17.076235,17.211937,,17.211937
57,-0.924,61.185593000000004,,-0.16,1.054924,-9.900785,3.433436,17.166338,1160,0.11,0.9999994000000001,14.282820000000001,27.927032,5.2335515,58,11.691027,2.8129964,,13.726907999999998,18.943610941416463,90.37989020347595,17.038256,13.041595,18.060728,17.211937,,17.211937
58,-0.925,62.790215,,-0.161,1.0642409,-9.531569000000001,3.4519632000000007,17.206917,1180,0.11,0.9999994000000001,16.844486,28.049664,5.2558594,59,11.946708000000001,3.4519632000000007,,13.780488,18.982016032215906,92.13656711578369,17.041114999999998,13.024500999999999,18.225235,17.211937,,17.211937
59,-0.923,65.12199,,-0.159,1.0853665000000001,-8.9121065,3.0901146,17.18417,1200,0.11,0.9999994000000001,15.801132,27.962690000000002,5.508913,60,11.821204,2.7573676,,13.815044,18.962158743189057,93.80334687232971,17.043499,13.007694,18.58955,17.211937,,17.211937
60,-0.918,67.7767,,-0.156,1.1110935,-8.234053,2.751969,17.118643,1220,0.11,0.9999994000000001,9.9940815,27.829964,5.86742,61,11.551363,2.2826312,,13.75363,18.894849076608807,96.51490664482115,17.044731,12.991164,19.029535,17.211937,,17.211937
61,-0.911,69.69429000000001,,-0.152,1.1241014,-7.451153,2.4227955000000003,17.202436,1240,0.11,0.9999994000000001,11.540808,27.56908,6.2095995,62,11.223637,1.2441617,,13.719579999999999,18.98271125354949,98.36005473136902,17.047276,12.974903999999999,19.2536,17.211937,,17.211937
62,-0.909,71.19524399999999,,-0.151,1.1300832,-6.890810000000001,2.2817106,17.055513,1260,0.11,0.9999994000000001,17.853462,27.471388,6.3611846,63,11.192136,1.8523782,,13.787039000000002,18.828341674603127,100.60070490837096,17.047404999999998,12.958903,19.354060999999998,17.211937,,17.211937
63,-0.903,72.41204,,-0.147,1.1314381000000002,-6.2186747,2.1758265,17.015892,1280,0.11,0.9999994000000001,14.977451,27.284975,6.528475,64,11.091724000000001,1.4479015,,13.807552,18.791825161625788,102.67553639411926,17.046913,12.943155,19.375652,17.211937,,17.211937
64,-0.895,74.2825,,-0.144,1.1428076999999999,-5.671768,2.2869333999999997,17.192879,1300,0.11,0.9999994000000001,8.017375,27.376759999999997,6.617059700000001,65,11.225907000000001,2.141642,,13.720386999999999,18.972665925497772,105.1504213809967,17.049158,12.927651,19.573322,17.211937,,17.211937
65,-0.892,75.40309,,-0.142,1.1424711,-5.2649417000000005,2.3209934,17.087942,1320,0.11,0.9999994000000001,11.6727495,27.290748999999998,6.6852117,66,11.279088,1.8237414,,13.69142,18.866249233189247,107.15489721298219,17.049746,12.912384,19.566864000000002,17.211937,,17.211937
66,-0.888,76.366135,,-0.141,1.139793,-4.8056245,2.3172035,17.150415,1340,0.11,0.9999994000000001,17.096992,27.178205,6.744352,67,11.322975999999999,1.8117714,,13.744273000000002,18.930998895726773,109.2682375907898,17.051249,12.897346,19.522049,17.211937,,17.211937
67,-0.887,77.66235,,-0.14,1.1420934,-4.451131299999999,2.2797227,17.104197,1360,0.11,0.9999994000000001,16.1251,27.138105,6.8146005,68,11.396464,2.0801916,,13.781242,18.881309906324468,111.35200381278992,17.052027,12.882531,19.560873,17.211937,,17.211937
68,-0.89,78.37224,,-0.141,1.1358296,-4.2282796,2.2161303,17.079273,1380,0.11,0.9999994000000001,16.818476,26.912706,6.921317999999999,69,11.323311,1.3844172,,13.827226999999999,18.853857561691154,113.66520190238951,17.052422,12.867932000000001,19.452305,17.211937,,17.211937
69,-0.892,79.82904,,-0.142,1.1404148,-4.007225,2.1455312,17.115282,1400,0.11,0.9999994000000001,15.895081,26.891634000000003,7.014364200000001,70,11.380794999999999,2.0607622,,13.858621,18.889490643686134,116.28530979156494,17.053320000000003,12.853543,19.530195000000003,17.211937,,17.211937
70,-0.89,80.92909,,-0.141,1.1398462999999999,-3.7208449999999997,2.1478243,17.078523999999998,1420,0.11,0.9999994000000001,9.426644,26.818990000000003,7.073961,71,11.440421,1.9374306000000001,,13.798092,18.854204498620447,119.33944296836852,17.053677,12.839358,19.519571,17.211937,,17.211937
71,-0.886,81.525894,,-0.139,1.1323041,-3.291556,2.134538,17.125335999999997,1440,0.11,0.9999994000000001,17.784298,26.654839000000003,7.1085443,72,11.468719,1.4875026000000002,,13.855317999999999,18.90523192008731,122.47970271110536,17.05467,12.825372999999999,19.390929999999997,17.211937,,17.211937
72,-0.883,82.69266999999999,,-0.138,1.1327764,-2.982209,2.1449594,17.024214,1460,0.11,0.9999994000000001,14.420044,26.610578999999998,7.157757000000001,73,11.5528755,1.9309523999999998,,13.86479,18.800634965323,124.69897556304932,17.054253,12.811579,19.396612,17.211937,,17.211937
73,-0.882,83.90796,,-0.138,1.1338913000000002,-2.7002785,2.1484194,17.065967999999998,1480,0.11,0.9999994000000001,15.241247,26.567137,7.218967,74,11.623264,1.953373,,13.885110999999998,18.842344638622464,127.05012369155884,17.054413,12.797974,19.41434,17.211937,,17.211937
74,-0.879,84.78153,,-0.136,1.1304204,-2.3315215,2.2297412999999997,17.078104,1500,0.11,0.9999994000000001,17.647873,26.491993,7.234261,75,11.719446000000001,1.8589189,,13.936993,18.856172784979172,129.10189771652222,17.054728,12.784550999999999,19.354317,17.211937,,17.211937
75,-0.88,84.98738,,-0.137,1.118255,-2.1532853,2.1713367000000003,17.082516000000002,1520,0.11,0.9999994000000001,12.844948,26.206308,7.3130584,76,11.621319,0.8389822,,13.924268,18.85975182590046,130.81959795951843,17.055094,12.771305,19.14554,17.211937,,17.211937
76,-0.878,85.799805,,-0.136,1.1142832,-1.8254956999999998,2.1840029,17.13639,1540,0.11,0.9999994000000001,19.698654,26.096870000000003,7.356803,77,11.662647999999999,1.6273978999999998,,14.000732000000001,18.916410949431945,133.08955645561218,17.056148999999998,12.758233,19.078087,17.211937,,17.211937
77,-0.876,85.36115,,-0.135,1.0943737,-1.5943171,2.2009182000000003,17.060284,1560,0.11,0.9999994000000001,13.532522,25.764069,7.3483410000000005,78,11.6163845,0.4042909,,13.996131,18.8380450958711,134.84350705146792,17.056202,12.745330000000001,18.737202,17.211937,,17.211937
78,-0.877,85.64834599999999,,-0.135,1.0841563,-1.4351068999999999,2.1412907000000003,17.079985,1580,0.11,0.9999994000000001,13.279414000000001,25.503895,7.4379740000000005,79,11.51501,0.8081559,,13.988195999999999,18.85633964456312,137.66420483589172,17.056501,12.732591000000001,18.561708,17.211937,,17.211937
79,-0.88,86.93199,,-0.137,1.0866499,-1.2705982,2.0416074,17.180712,1600,0.11,0.9999994000000001,16.1341,25.425428,7.571032499999999,80,11.482184,1.5836073,,14.016019,18.962756491468056,140.07087421417236,17.058056,12.720011999999999,18.605247,17.211937,,17.211937
80,-0.884,88.35781999999999,,-0.139,1.0908372,-1.1087774,1.9021057000000001,17.090813,1620,0.11,0.9999994000000001,19.830507,25.371094,7.712345,81,11.456674000000001,1.5931413,,14.088823000000001,18.86755596165525,142.59131264686584,17.05846,12.707589,18.675879000000002,17.211937,,17.211937
81,-0.887,89.75923,,-0.14,1.0946248,-0.9454785,1.8825828000000002,17.12571,1640,0.11,0.9999994000000001,17.061926,25.353008,7.808902000000001,82,11.494475,1.7227017,,14.126142999999999,18.903245889865133,144.8621783256531,17.059279999999998,12.695319,18.740579999999998,17.211937,,17.211937
82,-0.885,90.448616,,-0.139,1.0897423000000002,-0.7101675999999999,1.8637401000000002,17.042566,1660,0.11,0.9999998,15.213572000000001,25.22133,7.864843400000001,83,11.500371000000001,1.289651,,14.140341000000001,18.81997594818771,147.4340023994446,17.059078,12.683197999999999,18.655935,17.211937,,17.211937
83,-0.887,91.099625,,-0.14,1.0845194,-0.5252235,1.8425136000000002,17.113623,1680,0.11,0.9999998,18.972513,25.062666,7.9484577000000005,84,11.461296,1.1019676999999999,,14.198894000000001,18.888879189435876,149.9265697002411,17.059727,12.671222,18.566336,17.211937,,17.211937
84,-0.892,92.44731,,-0.142,1.0876153999999998,-0.43848159999999997,1.788561,17.096806,1700,0.11,0.9999998,17.048578,25.045753,8.034085000000001,85,11.5068865,1.664123,,14.233376000000002,18.871999642015734,152.10730481147766,17.060164999999998,12.659388,18.618662,17.211937,,17.211937
85,-0.893,93.592224,,-0.142,1.0882816000000002,-0.25292063,1.763218,17.176970999999998,1720,0.11,0.9999998,17.346982999999998,25.005726,8.100197999999999,86,11.554314,1.5703548,,14.270562,18.95543085052897,154.88426566123962,17.061522,12.647691,18.63109,17.211937,,17.211937
86,-0.891,94.07907,,-0.142,1.0813687,-0.025901005,1.7656883,17.152521,1740,0.11,0.9999998,15.38135,24.839686999999998,8.161894,87,11.526622999999999,0.95779335,,14.284305999999999,18.932348089796367,157.55202674865725,17.062567,12.63613,18.513237,17.211937,,17.211937
87,-0.887,95.12419,,-0.14,1.0809567,0.32024193,1.7778676,17.090902,1760,0.11,0.9999998,20.114020999999997,24.795593,8.209842,88,11.586604,1.4908996,,14.351444,18.870628626018227,160.33700728416443,17.062891,12.6247015,18.506092000000002,17.211937,,17.211937
88,-0.882,96.20205,,-0.138,1.0809218999999999,0.6302183000000001,1.8326752,17.084003,1780,0.11,0.9999998,17.434060000000002,24.791449,8.214209,89,11.711664,1.5609779,,14.386957,18.863545104346162,162.75359392166138,17.063128,12.613402,18.505291,17.211937,,17.211937
89,-0.879,96.99855,,-0.136,1.0777617,0.8765252,1.8844563,17.032042999999998,1800,0.11,0.9999998,17.666276999999997,24.722635,8.232071000000001,90,11.783007000000001,1.3319397,,14.424259,18.80863837038678,164.86283636093142,17.062782000000002,12.602229,18.450117000000002,17.211937,,17.211937
90,-0.877,97.92233,,-0.135,1.0760696,1.0974928999999998,1.9158031999999998,17.185232,1820,0.11,0.9999998,16.76928,24.681763,8.249505000000001,91,11.870086,1.5373253999999998,,14.450851,18.966614530301086,167.60123610496518,17.064127,12.591178999999999,18.4225,17.211937,,17.211937
91,-0.876,98.88643,,-0.135,1.0748525,1.2979323999999999,1.906737,17.15001,1840,0.11,0.9999998,18.348387,24.619047,8.305774000000001,92,11.9057455,1.4682333,,14.494009,18.92935179997952,170.4426407814026,17.065062,12.58025,18.40219,17.211937,,17.211937
92,-0.878,99.82216,,-0.136,1.0733565,1.4705343000000002,1.8565093999999998,17.154663,1860,0.11,0.9999998,19.688694,24.517601000000003,8.408743,93,11.871234,1.2491075,,14.550641,18.934276415390187,174.19490122795105,17.066025,12.569439,18.376870999999998,17.211937,,17.211937
93,-0.882,100.88637,,-0.138,1.0732591999999999,1.547799,1.7318357,16.993662,1880,0.11,0.9999998,16.503736,24.411156,8.551999,94,11.796816999999999,1.1111318000000001,,14.572169,18.76635049118112,177.33136177062988,17.065254,12.5587435,18.373291000000002,17.211937,,17.211937
94,-0.889,102.152596,,-0.141,1.0752903999999999,1.5325533000000002,1.6742936000000002,17.027386,1900,0.11,0.9999998,14.501710000000001,24.361189000000003,8.670797,95,11.781222,1.1355685,,14.572173000000001,18.801053090115982,180.5637459754944,17.064856,12.5481615,18.40605,17.211937,,17.211937
