,Bound,IWMean,IWFirstEpisode,LQGsigma,IWNorm2,IWMax,IWNorm1,ReturnAbsMax,TimeElapsed,ReturnLastEpisode,ReturnMax,IWLastEpisode,DenMISELogFirst,SqrtESSClassic,URet,DenMISEMeanLog,LQGmu01,target_sum_log_mean,MISE,Iteration,DenMISELogLast,ReturnMin,IWMin,ReturnMean,LQGmu1,TimestepsSoFar,ReturnStepMax
0,48.19115,1.2002747,1.2002747,0.11,1.2002747,1.2002747,1.2002747,15.058442000000001,0.1707327365875244,15.058442000000001,15.058442000000001,1.2002747,18.60218,1.0,16.687925283112616,18.60218,-0.011,18.78473,18.074266,1,18.60218,,,15.058442000000001,-0.111,20,0.9625284
1,22.561598,,,0.11,1.4142136e-10,,2e-10,15.953459,8.245688199996946,15.953459,15.953459,,18.697615,1.4142135,17.662259126015382,19.81343,0.04,-563.36865,,2,20.929247,,,15.505951000000001,0.378,40,0.9978268
2,18.421469000000002,2.2840387000000002e-21,,0.11,1.7320508999999999e-10,6.852116e-21,3e-10,15.953459,8.654987335205076,8.75579,15.953459,6.852116e-21,18.29215,1.7320506999999998,9.605544987978211,9.502326,0.04,-394.49203,1.9998563e-20,3,-10.308952,,,13.255897500000001,0.378,60,0.9978268
3,37.748847999999995,0.6762564999999999,,0.11,2.7050259999999997,2.7050259999999997,2.7050259999999997,15.953459,8.985991716384886,8.638629,15.953459,2.7050259999999997,18.004469,1.0,9.488374309289783,11.425735000000001,0.036,-268.33167000000003,5.841929,4,18.05901,,,12.10158,0.346,80,0.9978268
4,28.939384000000004,0.7385385999999999,,0.11,2.611222,1.8619796000000002,3.6926932,15.953459,9.74540090560913,8.630616,15.953459,1.8619796000000002,17.781323999999998,1.4141629,9.478313324247814,11.666171,0.039,-224.29842000000002,6.3769774,5,13.003926,,,11.407387,0.368,100,0.9978268
5,36.093708,1.4690628000000001,,0.11,6.4544477,6.174883,8.814377,15.953459,10.493826627731325,8.67779,15.953459,6.174883,17.599003,1.3656284,9.531168900930957,12.448580999999999,0.035,-168.2663,12.729434,6,16.643682000000002,,,10.952454,0.335,120,0.9978268
6,33.454209999999996,1.0432302,,0.11,5.5865273,5.4202485000000005,7.3026114,15.953459,11.046362400054932,8.655869000000001,15.953459,1.2811607,17.444853,1.3071826000000002,9.506800710295991,13.259889999999999,0.032,-131.17738,9.045286,7,17.947845,,,10.624369999999999,0.31,140,0.9978268
7,38.359734,1.1088248,,0.11,7.983906299999999,7.9388375,8.870599,15.953459,11.508142709732056,8.6982565,15.953459,7.9388375,17.311321,1.11106,9.556342583904602,13.117170000000002,0.029,-103.61909,9.642186,8,12.227346,,,10.383606,0.281,160,0.9978268
8,31.464243,1.2840228999999999,,0.11,7.3500156,5.347698,11.556207,15.953459,12.052335023880005,8.7072315,15.953459,5.347698,17.193539,1.5722697,9.563791322409726,13.67634,0.029,-90.705574,11.170702,9,18.291416,,,10.197341999999999,0.284,180,0.9978268
9,10.089855,,,0.11,3.162278e-10,,1e-09,15.953459,12.389512062072756,8.730141999999999,15.953459,,17.088176999999998,3.1622772,9.58694938449119,13.553357,0.011,-155.82898,,10,12.35625,,,10.050623,0.11,200,0.9978268
10,44.333557,1.3838139999999999,,0.11,15.221954,15.221954,15.221954,15.953459,12.562856912612915,8.979992999999999,15.953459,15.221954,16.992867,1.0,9.866464782792972,12.445839999999999,0.012,-131.74055,12.426639999999999,11,2.3237547999999997,,,9.953292,0.116,220,0.9978268
11,32.711315,1.1293906,,0.11,9.583497,6.830005,13.552686999999999,15.953459,13.08232855796814,8.99265,15.953459,6.722681,16.905855,1.4141692,9.876908633309247,12.766464,0.012,-117.81721999999999,10.14901,12,16.381754,,,9.873239,0.117,240,0.9978268
12,15.291163000000001,1.4831267e-10,,0.11,1.5470271e-09,1.0640309e-09,3.2280647e-09,15.953459,13.604468584060669,9.000658999999999,15.953459,5.953381999999999e-13,16.825813,2.0866246,9.885822335427324,12.559797999999999,0.017,-71.09679399999999,1.3326882e-09,13,10.144942,,,9.806118,0.171,260,0.9978268
13,50.48488,2.08365,,0.11,29.1711,29.1711,29.1711,15.953459,14.25026273727417,8.916066,15.953459,29.1711,16.751704999999998,1.0,9.793055369484355,12.679975500000001,0.016,-67.55033,18.577961,14,15.205706,,,9.742543,0.162,280,0.9978268
14,32.817634999999996,1.1505616,,0.11,12.203581,8.64925,17.258423,15.953459,14.991508722305298,8.911717,15.953459,8.64925,16.682713,1.4142097,9.786402920829763,12.920328,0.017,-60.73525,10.255975999999999,15,16.125035999999998,,,9.687154,0.165,300,0.9978268
