,LQGmu1,DenMISELogFirst,DenMISELogLast,IWMin,ReturnMin,target_sum_log_mean,ReturnMean,ReturnStepMax,Bound,MISE,ReturnLastEpisode,Iteration,TimeElapsed,URet,DenMISEMeanLog,IWMean,TimestepsSoFar,IWMax,IWFirstEpisode,SqrtESSClassic,LQGsigma,IWLastEpisode,IWNorm2,LQGmu01,IWNorm1,ReturnAbsMax,ReturnMax
10,-0.192,16.128764999999998,14.915514000000002,,,6.397056,16.193403,0.9999909,53.661003,17.452269,16.740797,11,47.60943627357483,18.504136722305635,13.982651999999998,1.0600568000000001,220,7.96513,6.183667e-10,1.4001215,0.11,2.2072368,8.328294999999999,-0.019,11.660624499999999,16.898874,16.898874
11,-0.178,16.041754,13.49066,,,8.829257,16.206457,0.9999909,53.032738,16.063059,16.350048,12,49.98361396789551,18.097025635307773,13.933456,0.9805569,240,8.288034,2.3541179999999998e-07,1.3713027,0.11,1.9351463,8.58066,-0.018,11.766683,16.898874,16.898874
12,-0.176,15.96171,12.095823,,,9.243625999999999,16.246776999999998,0.9999909,43.262446999999995,11.932057,16.730629999999998,13,52.03650307655335,18.491578985927152,13.7797,0.72652304,260,5.43485,5.168533e-07,1.6181292999999999,0.11,0.9323549999999999,5.8368635,-0.018,9.444799,16.898874,16.898874
13,-0.162,15.887603,14.542822,,,10.573766,16.247142999999998,0.9999909,48.694317,16.942348000000003,16.251888,14,54.16423749923706,17.98711026389837,13.8114805,1.040991,280,8.288097,8.643562599999999e-05,1.596645,0.11,8.288097,9.127810499999999,-0.016,14.573873,16.898874,16.898874
14,-0.419,15.818616,11.344806,,,-59.923405,16.257025,0.9999909,50.683820000000004,0.002035959,16.395388,15,56.25757241249085,18.137537646416195,13.641398,0.00012047911,300,0.0018066589000000001,,1.0002929,0.11,3.405762e-28,0.001806659,-0.045,0.0018071881,16.898874,16.898874
15,-0.468,15.754076999999999,11.520468,,,-72.575645,16.30059,0.9999909,59.705162,8.842925,16.954082,16,58.81554317474365,18.72831380232997,13.448343,0.5215808,320,8.345291,,1.0000002000000001,0.11,8.345291,8.345291,-0.051,8.345293,16.954082,16.954082
16,-0.429,15.693453,12.693064,,,-54.38445,16.345049,0.9999909,57.453453,21.271793,17.056376,17,61.93815112113953,18.831087270577445,13.371548,1.2508754,340,10.694219,,1.4142282,0.11,10.694219,15.036386499999999,-0.046,21.264881,17.056376,17.056376
17,-0.558,15.636294,15.880004000000001,,,-92.13302,16.38184,0.9999909,42.807716,1.0347629999999999,17.007292,18,65.09303283691406,18.784234548902745,13.5109,0.060845687999999995,360,0.88116395,,1.2249343000000001,0.11,0.88116395,0.894107,-0.063,1.0952224,17.056376,17.056376
18,-0.411,15.582227,14.073795,,,-41.661892,16.422468,0.9999909,49.066414,20.953978,17.153763,19,68.28269648551941,18.933520703063508,13.492443,1.2314303,380,7.937361200000001,,1.8305523000000001,0.11,1.5536546,12.781483999999999,-0.044,23.397175,17.153763,17.153763
19,-0.327,15.530933,13.209164999999999,,,-16.693935,16.455767,0.9999909,59.060233999999994,17.080866,17.088427,20,71.30349946022035,18.86725592972089,13.482073999999999,1.009264,400,16.34722,,1.225871,0.11,1.407151,16.466072,-0.034,20.18528,17.153763,17.153763
20,-0.319,15.482142999999999,8.489859,,,-13.733606,16.485678,0.9999909,56.42305,14.322942999999999,17.083906,21,74.79461479187013,18.858254709881283,13.235244,0.8463079,420,14.465248,,1.2223551000000001,0.11,0.6427604,14.539526,-0.033,17.772465,17.153763,17.153763
21,-0.301,15.435623000000001,13.820166,,,-8.64688,16.509043,0.9999909,58.68873000000001,20.931356,16.999722,22,77.24515414237977,18.772273927243756,13.248295,1.2365971000000002,440,18.80452,4.2946559999999994e-36,1.3629468999999999,0.11,6.633919000000001,19.960526,-0.031,27.205135,17.153763,17.153763
22,-0.26,15.391171,15.998660000000001,,,-1.0683671000000001,16.534864000000002,0.9999909,49.450268,15.030379,17.102915,23,80.93355011940001,18.881091813893022,13.36713,0.89115506,460,12.182947,4.1301695e-25,1.4951032,0.11,0.045749575,13.709131,-0.027,20.496567000000002,17.153763,17.153763
23,-0.355,15.348612,14.226679,,,-17.209425,16.551104000000002,0.9999909,43.193740000000005,22.81478,16.924604000000002,24,84.9956409931183,18.694999958319347,13.393598,1.3386763000000002,480,7.998920399999999,,2.5252166000000003,0.11,1.5978309,12.72296,-0.037,32.12823,17.153763,17.153763
24,-0.422,15.307789999999999,15.669910999999999,,,-30.929852,16.566782,0.9999909,43.875465000000005,24.183165,16.943079,25,88.68922686576843,18.715352000948137,13.494179,1.4181758999999998,500,5.8912544,,2.6132696,0.11,0.30099672,13.567065,-0.045,35.4544,17.153763,17.153763
25,-0.496,15.26857,10.658505,,,-46.647957,16.584404,0.9999909,43.545629999999996,10.841605,17.02496,26,91.79739046096802,18.8013276969948,13.396989999999999,0.63391626,520,9.94824,,1.5735458999999998,0.11,0.051659048,10.474319,-0.054,16.481823000000002,17.153763,17.153763
26,-0.533,15.230829,14.079293,,,-53.239006,16.602173,0.9999909,49.09445,14.530957999999998,17.064178,27,95.49159002304077,18.84221375062794,13.406946,0.8502456,540,13.284784,,1.4888914,0.11,13.284784,15.418607000000002,-0.059,22.95663,17.153763,17.153763
27,-0.503,15.194462,9.307423,,,-44.119465000000005,16.623663,0.9999909,37.335995000000004,13.570132000000001,17.203926,28,98.24575424194336,18.98568571494771,13.25128,0.7929568,560,6.26725,,2.171677,0.11,5.280962000000001,10.2238,-0.055,22.202791,17.203926,17.203926
28,-0.552,15.159370000000001,12.140352,,,-53.050426,16.635954,0.9999909,44.22612,14.883972,16.980053,29,102.34473180770874,18.75459616662063,13.204396,0.86884415,580,9.641761,,1.7589637999999999,0.11,0.42841133,14.3246155,-0.062,25.196479999999998,17.203926,17.203926
29,-0.57,15.125468,14.802381500000001,,,-54.68805,16.65335,0.9999909,40.76019,14.285529,17.157871,30,106.58943891525269,18.937659957534468,13.250468,0.8335127,600,8.329635000000001,,1.9494785,0.11,4.757520700000001,12.826703,-0.065,25.005383,17.203926,17.203926
30,-0.616,15.092679,14.223814,,,-62.405636,16.671394,0.9999909,51.741608,18.851576,17.212702,31,110.34752583503723,18.994887660773546,13.274475,1.096962,620,20.162766,,1.570023,0.11,20.162766,21.659443,-0.072,34.00582,17.212702,17.212702
31,-0.443,15.060929999999999,12.827601,,,-25.310843,16.685276,0.9999909,35.650726,18.062704,17.115597,32,114.73603415489195,18.89469171950505,13.258448999999999,1.0598056,640,5.347540400000001,,2.9359815,0.11,0.21988842,11.551086999999999,-0.047,33.913779999999996,17.212702,17.212702
32,-0.288,15.030157999999998,12.615537,,,-2.3477435,16.698929,0.9999909,43.888103,18.93919,17.135815,33,118.1844358444214,18.916015930502528,13.239431,1.1187181000000002,660,13.018283,2.6139638e-32,2.0697536,0.11,0.00025063627999999996,17.83676,-0.03,36.917698,17.212702,17.212702
33,-0.165,15.000304999999999,17.965795999999997,,,-3.4723592000000005,16.709656,0.9999909,42.813637,17.292604,17.063633,34,121.20019578933716,18.840734716223963,13.3788185,1.0585293,680,11.713589,6.389784e-05,2.023355,0.11,0.00017368984000000001,17.787287,-0.017,35.989994,17.212702,17.212702
34,-0.28,14.97132,9.845236,,,-1.0509517,16.705118,0.9999909,40.095543,17.791876000000002,16.550856,35,124.34432172775269,18.297805879021706,13.276674,1.0497633,700,10.571734,3.0174153999999996e-30,2.3152292,0.11,0.00012880014,15.869582000000001,-0.029,36.74172,17.212702,17.212702
35,-0.118,14.943148999999998,14.868656,,,-12.870204,16.707237,0.9999909,42.82249,20.55544,16.78139,36,128.43533277511594,18.544996478494728,13.320192,1.2944143,720,10.581104,2.9791827,2.3190367000000003,0.11,1.2898457000000002e-07,20.094082,-0.012,46.598915000000005,17.212702,17.212702
36,-0.562,14.995257999999998,6.419849,,,-51.121952,16.686497,0.9999909,37.169044,17.081238,15.939820999999998,37,132.6601281166077,17.62818637420805,13.138435999999999,0.99624693,740,6.505378,,2.5706196,0.11,,14.339397,-0.064,36.861137,17.212702,17.212702
37,-0.388,14.968591,7.038110700000001,,,-16.094357000000002,16.691679,0.9999909,38.401579999999996,21.42439,16.883497,38,135.521737575531,18.65919041680152,12.976365,1.2569886000000001,760,8.085903,,3.0416172,0.11,0.202317,15.704003,-0.041,47.765568,17.212702,17.212702
38,-0.235,14.942615,14.998853,,,0.7093432,16.700766,0.9999909,37.049374,15.051764499999999,17.046020000000002,39,139.54382014274594,18.82366948991379,13.033159,0.8969753,780,8.874016000000001,1.2738561000000001e-18,2.3474417,0.11,2.2977906e-06,14.902196,-0.024,34.982037,17.212702,17.212702
39,-0.551,14.917297,14.336491,,,-44.978229999999996,16.705557000000002,0.9999909,34.41762,16.814022,16.892426999999998,40,142.02859902381897,18.663000095543577,13.061869,0.9828459,800,5.704388,,2.9333834999999997,0.11,4.5635082e-14,13.402215,-0.062,39.313835,17.212702,17.212702
40,-0.602,14.892605,14.537378,,,-53.708580000000005,16.71334,0.9999909,39.480354,19.355194,17.024714000000003,41,146.79874682426453,18.803216412964698,13.096471000000001,1.1314714,820,10.890219,,2.5658479,0.11,8.590162,18.079922,-0.07,46.390327,17.212702,17.212702
41,-0.614,14.868507000000001,15.24458,,,-54.43190799999999,16.722008,0.9999935999999999,38.34234,19.144327,17.07732,42,150.72225379943848,18.855886275336445,13.148987,1.1194487,840,9.94713,,2.6897634999999998,0.11,6.7914449999999995,17.479917999999998,-0.071,47.016846,17.212702,17.212702
42,-0.629,14.844976,0.5802430000000001,,,-56.028183,16.728865,0.9999935999999999,52.01875,27.495506,17.01685,43,157.4206020832062,18.79451145421046,12.857936,1.6111649,860,29.050224,,2.1056802,0.11,29.050224,32.901524,-0.074,69.28009,17.212702,17.212702
43,-0.642,14.821987,10.419723,,,-57.06669599999999,16.739476999999997,0.9999935999999999,55.657146,31.576105,17.195833,44,160.8581500053406,18.976908208185797,12.811721,1.8481439999999998,880,31.970503000000004,,2.1443470000000002,0.11,15.419660999999998,37.92219,-0.076,81.31834,17.212702,17.212702
44,-0.653,14.799514000000002,8.99425,,,-57.5635,16.747631,0.9999935999999999,60.528873,37.699852,17.106355999999998,45,165.66777825355533,18.883374151460263,12.739925,2.2059748,900,29.616112,,2.26195,0.11,26.838154,43.88641,-0.078,99.26886999999999,17.212702,17.212702
45,-0.664,14.777535,10.235378,,,-58.29074,16.757439,0.9999935999999999,58.64839,35.715396999999996,17.198829999999997,46,169.21787095069885,18.979903812314642,12.704288,2.0895917,920,29.443747,,2.2516947,0.11,3.6076558,42.688393,-0.08,96.12122,17.212702,17.212702
46,-0.677,14.756029000000002,14.100301000000002,,,-59.119415000000004,16.766026999999998,0.9999935999999999,58.03135699999999,35.124256,17.161170000000002,47,172.8796904087067,18.942572401350102,12.750577,2.054848,940,30.185373,,2.2542402999999998,0.11,6.059753400000001,42.84275,-0.082,96.57785,17.212702,17.212702
47,-0.691,14.734976000000001,12.401066,,,-60.178419999999996,16.773436,0.9999960999999999,57.720721999999995,34.677890000000005,17.121523,48,177.44300436973572,18.900922081509695,12.759037,2.0289676,960,31.382209999999997,,2.2409618,0.11,6.5445867,43.45922,-0.085,97.39045,17.212702,17.212702
48,-0.705,14.714356,12.7310295,,,-61.30133000000001,16.781391,0.9999960999999999,59.05941,36.733387,17.16331,49,180.82731437683103,18.943628878580853,12.773455,2.1483767000000005,980,32.096245,,2.312911,0.11,15.226011999999999,45.514267,-0.087,105.270454,17.212702,17.212702
49,-0.715,14.694154000000001,7.631687599999999,,,-61.89905,16.78912,0.9999960999999999,63.806785999999995,42.309155,17.167797,50,185.11191201210025,18.94697284898949,12.687312,2.471966,1000,31.824732,,2.4020367,0.11,31.824732,51.455624,-0.09,123.5983,17.212702,17.212702
50,-0.728,14.674351000000001,15.719252,,,-62.6811,16.795889000000003,0.9999960999999999,61.40500600000001,40.093740000000004,17.134304,51,188.9941165447235,18.913506722761053,12.768038,2.3425624,1020,30.527262,,2.4230424999999998,0.11,5.759434,49.306065000000004,-0.092,119.47068999999999,17.212702,17.212702
51,-0.741,14.654932999999998,17.43573,,,-63.628105000000005,16.803354000000002,0.9999960999999999,61.86699,41.28347,17.184153,52,193.0856659412384,18.96458238749955,12.876974,2.4111724,1040,30.025159999999996,,2.5087113,0.11,14.288708999999999,49.978233,-0.095,125.38096999999999,17.212702,17.212702
52,-0.756,14.635883999999999,12.950621,,,-65.0488,16.811045,0.9999960999999999,61.25865,40.69879,17.210873,53,198.56980729103088,18.99180026978405,12.89846,2.3765504,1060,30.379639,,2.5115982999999997,0.11,7.803505400000001,50.150203999999995,-0.098,125.95716999999999,17.212702,17.212702
53,-0.774,14.617192000000001,14.802507,,,-66.99695600000001,16.817171,0.9999960999999999,60.028769999999994,38.597946,17.141893,54,202.88034415245056,18.920266014359647,12.952998,2.2543066,1080,31.233526,,2.409525,0.11,3.0165522,50.521392999999996,-0.103,121.73256,17.212702,17.212702
54,-0.795,14.598844,14.981604999999998,,,-69.76168,16.82347,0.9999960999999999,58.552482999999995,35.35794,17.16356,55,207.62366819381714,18.944576385551876,13.006789,2.0657282,1100,34.025528,,2.2263040000000003,0.11,1.1240708000000001,51.033035,-0.108,113.61505,17.212702,17.212702
55,-0.821,14.580825,16.408935999999997,,,-73.944725,16.828629,0.9999966,56.918293000000006,30.739119,17.112396,56,210.04653406143188,18.891521409303405,13.08098,1.7969313999999998,1120,37.589157,,1.9724879000000002,0.11,0.36132526,51.015854,-0.115,100.62816,17.212702,17.212702
56,-0.871,14.563126,15.339630999999999,,,-84.69681,16.834581,0.9999966,55.69419,22.938086,17.168032,57,215.0213279724121,18.949003570050863,13.1294155,1.3428553,1140,42.868373999999996,,1.576442,0.11,3.003918,48.554120000000005,-0.133,76.542755,17.212702,17.212702
57,-0.836,14.545732999999998,12.375257000000001,,,-74.124886,16.840692999999998,0.9999966,44.0869,23.442513,17.188914999999998,58,219.3116488456726,18.968937414509075,13.11806,1.3680736,1160,17.128489000000002,,2.5013146,0.11,16.23285,31.722624,-0.12,79.34827,17.212702,17.212702
58,-0.877,14.528639000000002,15.311884,,,-82.95154000000001,16.847776,0.9999966,44.64573,21.096224,17.258644,59,223.92506551742557,19.040120031938734,13.159457000000002,1.2299719,1180,19.944354999999998,,2.1985996,0.11,17.83129,33.006622,-0.135,72.568344,17.258644,17.258644
59,-0.463,14.511832,14.392057000000001,,,-16.670341,16.853811,0.9999966,31.073994,15.362957000000002,17.209866,60,229.72353553771973,18.990398126086898,13.181776000000001,0.90075266,1200,7.1454887000000005,,3.2955132000000007,0.11,4.739243e-08,16.399618,-0.05,54.045159999999996,17.258644,17.258644
60,-0.529,14.495303,8.602613,,,-23.242203,16.858067000000002,0.9999966,26.869790000000002,12.767764,17.113407000000002,61,234.0985405445099,18.890645789108266,13.10464,0.7466608,1220,5.9666934000000005,,3.6715245000000003,0.11,3.7377339999999997,12.405286,-0.059,45.54631,17.258644,17.258644
61,-0.45,14.479042000000002,10.1881,,,-14.569329000000002,16.863014,0.9999966,32.1642,17.651685999999998,17.164806,62,239.5005080699921,18.943990029495076,13.053325,1.0345136000000001,1240,6.9796906000000005,,3.5676748999999996,0.11,3.6404095,17.97805,-0.048,64.13984,17.258644,17.258644
62,-0.436,14.463042000000002,16.929014000000002,,,-12.818185,16.865765,0.9999966,32.9201,18.736923,17.036354,63,244.30076146125796,18.81178667729618,13.114888,1.0986001,1260,6.492486,,3.650517,0.11,6.492486,18.959454,-0.047,69.21181,17.258644,17.258644
63,-0.32,14.447293,14.397751999999999,,,-5.544336299999999,16.866913,0.9999966,37.720856,19.576712,16.939255,64,247.966032743454,18.71334045442777,13.135929,1.1525784,1280,13.714779,,2.8535892999999994,0.11,6.474153500000001,25.849905,-0.033,73.765015,17.258644,17.258644
64,0.094,14.431789000000002,8.264147999999999,,,-188.09229,16.871492,0.9999966,6.4220138,,17.164483999999998,65,251.20215940475464,18.94477322568111,13.062312,,1300,,,8.062258,0.11,,8.062258e-10,0.009,6.5e-09,17.258644,17.258644
65,0.094,14.416522,-13.399995,,,-186.05315,16.757801,0.9999966,6.3731766,5.401066e-19,9.367958,66,256.7065715789795,10.262443214893548,12.646333,5.765467600000001e-20,1320,3.805208700000001e-18,,8.124039,0.11,3.805208700000001e-18,8.1240387e-10,0.009,6.6e-09,17.258644,17.258644
66,0.097,14.401484,14.140234,,,-185.6752,16.64228,0.9999966,57.229780000000005,5.4538455,9.017941,67,261.00512099266047,9.904544923849107,12.653816,0.6047772,1340,40.520073,,1.0,0.11,40.520073,40.520073,0.01,40.520073,17.258644,17.258644
67,0.101,14.386669,13.343332,,,-186.75836,16.529942000000002,0.9999966,55.245865,14.110894,9.00314,68,267.96004319190985,9.887500547101713,12.656315,1.5667022,1360,80.55428,,1.258684,0.11,80.55428,84.64059,0.01,106.53575,17.258644,17.258644
68,0.106,14.37207,14.266523999999999,,,-188.76506,16.421104,0.9999966,51.551056,11.481911,9.020108,69,272.05066227912897,9.906563453849813,12.681278,1.2747741000000001,1380,66.28793,,1.2921646999999998,0.11,9.287604,68.071365,0.011,87.95940999999999,17.258644,17.258644
69,0.11,14.357681,12.643445,,,-189.32124,16.31495,0.9999966,54.3774,17.690407,8.990658,70,278.14164233207697,9.874185248009269,12.680336,1.9664383,1400,89.45257600000001,,1.4112885,0.11,89.45257600000001,97.53546999999999,0.011,137.65068,17.258644,17.258644
70,0.116,14.343496,7.413052599999999,,,-192.80959,16.21201,0.9999966,50.016290000000005,10.771844999999999,9.006107,71,284.7375280857086,9.89070314923231,12.611834,1.1976040000000001,1420,62.055542,,1.3193188,0.11,4.543071,64.44984000000001,0.012,85.02988,17.258644,17.258644
71,0.14,14.329510999999998,15.085467999999999,,,-213.65558,16.111847,0.9999966,48.27235,0.049928322000000004,9.000159,72,290.1586198806762,9.884447193522618,12.64525,0.0055529056000000005,1440,0.3717469,,1.0736899,0.11,0.0200852,0.37236935,0.014,0.39980920000000003,17.258644,17.258644
72,0.261,14.315717000000001,10.986699,,,-332.0963,16.013855,0.9999966,6.059914599999999,1.4047623999999999e-30,8.958395,73,294.81684994697565,9.838154409259364,12.609002,1.5680960999999997e-31,1460,1.1447101e-29,,8.5440035,0.11,1.1447101e-29,8.544004e-10,0.027,7.2999997e-09,17.258644,17.258644
73,0.05,14.302112,13.037877,,,-133.76898,15.915332999999999,0.9999966,6.095097,2.0349314e-11,8.723283,74,299.34742951393133,9.581239423725279,12.601377000000001,2.2560849e-12,1480,1.3907726000000002e-10,3.9739162e-32,8.494685,0.11,,8.9078644e-10,0.005,7.566951e-09,17.258644,17.258644
74,0.052,14.288689000000002,-8.859794,,,-133.50581,15.825123999999999,0.9999966,71.118835,19.342907,9.149602999999999,75,305.4371919631958,10.052877724031562,12.301983,2.1140707,1500,158.5553,3.8685985999999995e-33,1.0,0.11,158.5553,158.5553,0.005,158.5553,17.258644,17.258644
75,0.055,14.275443,8.835875999999999,,,-133.34581,15.736648,0.9999966,58.165040000000005,17.294275,9.101017,76,311.6138920783997,9.99600485175707,12.258252,1.8926986000000001,1520,107.611946,2.2884417999999996e-34,1.2668208,0.11,36.233146999999995,113.5481,0.006,143.8451,17.258644,17.258644
76,0.059,14.262371,16.65655,,,-133.83261000000002,15.6503935,0.9999966,53.04584499999999,16.60277,9.095014,77,316.04085659980774,9.991025400519405,12.318989,1.8181843999999998,1540,91.80508,4.211943599999999e-36,1.4207345,0.11,31.866627,98.54072,0.006,140.0002,17.258644,17.258644
77,0.068,14.249467999999998,9.347167,,,-138.0151,15.566516,0.9999966,49.664272,8.593652,9.108068,78,320.32411408424383,10.00444585071042,12.28512,0.94029844,1560,57.160366,,1.2606562,0.11,9.079606,58.17865,0.007,73.34328000000001,17.258644,17.258644
78,0.078,14.236729,8.951715,,,-143.46625,15.484092,0.9999966,44.346959999999996,3.0504165000000003,9.054959,79,328.7755041122436,9.945090950846255,12.239818,0.3361995,1580,20.554714,,1.2537595,0.11,20.554714,21.184093,0.008,26.559759999999997,17.258644,17.258644
79,0.08,14.22415,12.583871,,,-143.17827,15.40421,0.9999966,49.98284,7.744975999999999,9.093441,80,335.7156767845154,9.983265391656275,12.235513000000001,0.8521738000000001,1600,54.70171,,1.2258178999999998,0.11,54.70171,55.61503199999999,0.008,68.17390400000001,17.258644,17.258644
80,0.086,14.211727,16.861547,,,-145.06116,15.325772,0.9999966,37.24814,5.5625715,9.050764,81,340.3373863697052,9.940852591610971,12.288775999999999,0.6133175999999999,1620,26.60163,,1.6340542,0.11,13.826472,30.402128,0.009,49.678726,17.258644,17.258644
81,-0.075,14.199457,14.941567000000001,,,-114.11680600000001,15.249004000000001,0.9999966,40.100094,1.8239515,9.030801,82,347.0549478530884,9.918960975868243,12.315762,0.117830195,1640,6.615660000000001,2.685824,1.3526947,0.11,,7.1428356,-0.007,9.662075999999999,17.258644,17.258644
82,-0.072,14.219564000000002,-7.682134,,,-111.70477,15.243067000000002,0.9999966,73.113976,23.661196,14.756242000000002,83,353.66074895858765,16.395212686998445,12.064223,1.5999231000000003,1660,126.75506000000001,1.6692810000000002,1.0469773,0.11,126.75506000000001,126.83525,-0.007,132.79362,17.258644,17.258644
83,-0.067,14.227501,15.345695000000001,,,-108.46038,15.235607,0.9999966,62.000877,23.397654,14.616451000000001,84,359.0389037132263,16.200994726733,12.103341,1.5885917999999999,1680,91.246185,0.6878611,1.3412334,0.11,39.60888,99.49179000000001,-0.007,133.44171,17.258644,17.258644
84,-0.059,14.223822,13.899494,,,-104.43516,15.226304999999998,0.9999966,59.081140000000005,25.281233,14.444953,85,366.7396042346954,16.005497638558516,12.126332000000001,1.7273326,1700,79.84212,0.11094000000000001,1.5318365,0.11,50.56896,95.84788,-0.006,146.82327,17.258644,17.258644
85,-0.066,14.213429999999999,13.682315,,,-105.17148600000002,15.216187,0.9999966,42.364304,16.914179,14.356014000000002,86,374.9436845779419,15.886422331850733,12.148057000000001,1.1612767,1720,27.142681,0.5568460999999999,2.0344078999999997,0.11,22.50381,49.09035,-0.007,99.8698,17.258644,17.258644
86,-0.058,14.208323499999999,12.218031,,,-101.33699,15.205491,0.9999966,49.390915,23.977377,14.285620999999999,87,380.1914701461792,15.818320826877676,12.149205,1.6567981,1740,50.056133,0.08448003,2.0373366,0.11,26.031364,70.74994000000001,-0.006,144.14143,17.258644,17.258644
87,0.001,14.1978655,17.923403,,,-96.50641999999999,15.195243,0.9999966,39.762684,9.7590555e-06,14.303823999999999,88,386.33086585998535,15.861159192631685,12.219427,6.744312499999999e-07,1760,4.2336036e-05,4.2559705999999994e-14,1.3021241000000001,0.11,9.576647e-10,4.5586094000000004e-05,0.0,5.9358754e-05,17.258644,17.258644
88,0.0,14.186565,11.791878,,,-95.081985,15.131664,0.9999966,60.560604000000005,8.784734,9.536742,89,392.79299688339233,10.480488965541044,12.203451,0.92114556,1780,81.98186,7.999359500000001e-14,1.0000011999999998,0.11,81.98186,81.98186,2.693e-05,81.98196,17.258644,17.258644
89,0.037,14.175392,14.150545999999999,,,-105.630554,15.066675,0.9999966,43.179190000000006,0.14847322,9.282661000000001,90,399.2651255130768,10.193343339602825,12.221292,0.016314201,1800,1.204823,1.5477229999999998e-26,1.2032318000000002,0.11,4.149029e-06,1.2202787,0.004,1.4682781999999999,17.258644,17.258644
90,0.075,14.164342999999999,11.831614,,,-128.24886,15.001428,0.9999966,35.781136,9.423567,9.129038000000001,91,405.48188638687134,10.023628591029553,12.206259,1.0385859,1820,32.276962,,1.9643668,0.11,6.8110215e-09,48.11287,0.008,94.51132,17.258644,17.258644
91,0.071,14.153414000000001,15.370273999999998,,,-123.845726,14.936819,0.9999966,35.025047,11.5771885,9.057505,92,410.3333158493042,9.947772784320401,12.239858,1.2753450000000002,1840,31.105083,,2.2081306,0.11,31.080502000000003,53.136227000000005,0.007,117.33173000000001,17.258644,17.258644
92,0.067,14.142603,17.028872,,,-119.54771399999998,14.873669,0.9999966,33.501076,12.642917,9.063880000000001,93,418.8941411972046,9.955427578473108,12.292867,1.3917774,1860,26.777279999999998,,2.4822867000000004,0.11,26.777279999999998,52.143574,0.007,129.4353,17.258644,17.258644
