,DenMISELogFirst,TimeElapsed,URet,IWLastEpisode,SqrtESSClassic,IWMean,Bound,IWNorm2,ReturnAbsMax,IWFirstEpisode,DenMISEMeanLog,DenMISELogLast,LQGmu01,LQGsigma,ReturnMean,IWNorm1,ReturnMin,ReturnStepMax,Iteration,LQGmu1,ReturnMax,IWMax,TimestepsSoFar,IWMin,ReturnLastEpisode,target_sum_log_mean,MISE
0,18.60218,0.08399581909179688,16.687925283112616,1.1938178999999998,1.0,1.1938178999999998,63.152367000000005,1.1938178999999998,15.058442000000001,1.1938178999999998,18.60218,18.60218,-0.01,0.11,15.058442000000001,1.1938178999999998,,0.9625284,1,-0.104,15.058442000000001,1.1938178999999998,20,,15.058442000000001,18.779336999999998,17.977037
1,18.694677,5.430778741836548,17.55842083274458,1.0596974,1.405869,0.95544386,48.651222,1.3592217,15.858192,0.8511904,19.946243,21.197807,-0.012,0.11,15.458317000000001,1.9108877,,0.9963950999999999,2,-0.117,15.858192,1.0596974,40,,15.858192,19.894674,14.811243
2,18.6438,5.757374048233032,17.77158643896685,0.8837736999999999,1.7196776000000003,1.0639851999999999,44.627373,1.8561362000000001,16.05136,1.1411802,20.513460000000002,21.679068,-0.011,0.11,15.655998,3.1919557999999997,,0.99864686,3,-0.112,16.05136,1.167002,60,,16.05136,20.567774,16.625567999999998
3,18.678488,6.335184574127197,18.03386391285612,1.2490003,1.9869471,1.0900976999999998,41.854409999999994,2.1945179,16.296907,1.0948821000000002,20.025234,18.514452,-0.011,0.11,15.816225,4.3603907,,0.9999735000000001,4,-0.112,16.296907,1.2490003,80,,16.296907,20.104623999999998,17.24846
4,18.697287,6.867694616317749,17.297773920209323,0.99870193,2.2108814999999997,1.0168483,38.12849,2.2996445,16.296907,1.1021233,18.77085,13.683095999999999,-0.011,0.11,15.777629000000001,5.084241400000001,,0.9999735000000001,5,-0.105,16.296907,1.2146595,100,,15.623242999999999,18.775043,16.01481
5,18.714163,7.55038857460022,17.54397657569272,1.4647259,2.4115148,1.1331741000000002,38.18293,2.8194082000000003,16.296907,1.0202894,18.519289,17.249123,-0.011,0.11,15.788518,6.799044,,0.9999735000000001,6,-0.113,16.296907,1.4647259,120,,15.842958,18.628397,17.909067
6,18.717057999999998,8.065860986709595,17.483497377546332,0.98663944,2.1903875,1.0699388,39.29721,3.4192907999999997,16.296907,0.50483716,18.550570999999998,18.627582999999998,-0.012,0.11,15.787756,7.4895716,,0.9999735000000001,7,-0.123,16.296907,2.6192968,140,,15.783185000000001,18.420378,16.976627
7,18.653164,8.542781114578247,17.476929837311488,1.873767e-11,1.0060110999999998,6.653822e-08,48.598587,5.299203e-07,16.296907,3.709657e-12,17.96665,13.844773000000002,-0.003,0.11,15.786142000000002,5.331058e-07,,0.9999735000000001,8,-0.027,16.296907,5.2981704e-07,160,,15.774849,-4.839000700000001,1.0679988999999998e-06
8,18.535381,9.029726028442383,13.94012561692424,10.064192,1.0000002000000001,1.1182437,62.989259999999994,10.064192,16.296907,1.7640256e-11,17.366447,13.507102,-0.003,0.11,15.432988,10.064194,,0.9999735000000001,9,-0.029,16.296907,10.064192,180,,12.607763,-1.5087075,14.098552999999999
9,18.430021,9.343958854675293,16.176861159586714,7.3074856,1.3998823,1.2781374,52.503902000000004,9.130321,16.296907,1.0395486e-10,16.838812,12.28775,-0.003,0.11,15.350886,12.781374000000001,,0.9999735000000001,10,-0.032,16.296907,7.3074856,200,,14.611963000000001,1.1540872,17.579021
