,LQGsigma,DenMISELogLast,IWFirstEpisode,TimeElapsed,IWNorm2,ReturnStepMax,ReturnMax,URet,IWLastEpisode,DenMISEMeanLog,Iteration,SqrtESSClassic,LQGmu1,target_sum_log_mean,ReturnMin,IWMax,ReturnAbsMax,MISE,DenMISELogFirst,ReturnMean,TimestepsSoFar,IWNorm1,LQGmu01,ReturnLastEpisode,Bound,IWMin,IWMean
0,0.11,18.60218,1.1938178999999998,0.1315138339996338,1.1938178999999998,0.9625284,15.058442000000001,16.687925283112616,1.1938178999999998,18.60218,1,1.0,-0.104,18.779336999999998,,1.1938178999999998,15.058442000000001,17.977037,18.60218,15.058442000000001,20,1.1938178999999998,-0.01,15.058442000000001,19.490467000000002,,1.1938178999999998
1,0.11,21.197807,0.6527573,4.027409315109253,1.1188884,0.9963950999999999,15.858192,17.55842083274458,0.9087459000000001,19.946243,2,1.3955845,-0.12,19.685123,,0.9087459000000001,15.858192,12.120287,18.694677,15.458317000000001,40,1.5615032,-0.012,15.858192,13.262323,,0.7807516
2,0.11,21.716798999999998,0.9729691999999999,4.39438796043396,1.6591805,0.99889725,16.087304999999997,17.810471524989136,0.77302754,20.485128,3,1.7149297,-0.117,20.421762,,1.0993813000000001,16.087304999999997,14.84051,18.571665,15.667979999999998,60,2.8453779999999997,-0.012,16.087304999999997,15.78331,,0.9484593000000001
3,0.11,18.382748,1.273654,4.633025884628296,2.2230928,0.9999674000000001,16.346947,18.087461766904163,0.6406876,19.949368,4,1.9443576,-0.105,19.99054,,1.2743684,16.346947,17.033337,18.564884,15.837722,80,4.3224874,-0.011,16.346947,17.87831,,1.0806218
4,0.11,13.848025,0.78064936,4.953863859176637,2.2992985,0.9999674000000001,16.346947,17.19321694905159,0.69971824,18.740807,5,2.076561,-0.119,18.629751000000002,,1.6915226000000003,16.346947,15.167931,18.618170000000003,15.776026000000002,100,4.7746334,-0.012,15.529238000000001,15.959109,,0.95492667
5,0.11,16.484476,0.15956312,5.322116136550903,5.292331,0.9999674000000001,16.346947,17.71220365151834,4.9823976,18.356842,6,1.4255295000000001,-0.132,17.633132999999997,,4.9823976,16.346947,20.172598,18.580925,15.812743,120,7.544374,-0.013,15.996329999999999,21.325104,,1.2573956
6,0.11,17.832481,0.47396395,5.613999843597412,3.4327497000000005,0.9999674000000001,16.346947,17.769718407887186,1.8896375,18.291795999999998,7,2.2353432,-0.126,18.165028,,2.1400557,16.346947,17.528011,18.453022,15.846337,140,7.673374000000001,-0.013,16.047913,18.26299,,1.0961963
7,0.11,13.655467000000002,1.2737293,5.893120765686035,2.735954,0.9999674000000001,16.346947,17.57682973188841,0.3474609,17.719553,8,2.2699504,-0.1,17.000065,,1.5567083000000002,16.346947,12.19356,18.385006,15.849216,160,6.2104797,-0.01,15.869367,12.917334,,0.77630997
8,0.11,19.339884,1.515025,6.3892037868499765,3.4351132000000004,0.9999674000000001,16.346947,17.13216817570465,1.4218396999999998,17.875298,9,2.7726455000000003,-0.108,17.808418,,1.515025,16.346947,16.62379,18.414967,15.806303,180,9.524351,-0.011,15.463006,17.216341,,1.0582613
9,0.11,14.556610000000001,0.007829532,6.718886613845825,4.5640297,0.9999674000000001,16.45253,18.198407159574412,1.00079,17.547794,10,1.7548814,-0.147,15.370789000000002,,4.054858,16.45253,12.889261,18.465187,15.870926,200,8.009331,-0.015,16.45253,13.831513000000001,,0.80093306
