,Iteration,LQGmu1,ReturnMax,IWNorm2,TimeElapsed,IWMean,LQGmu01,TimestepsSoFar,IWMin,ReturnStepMax,Bound,DenMISELogLast,IWLastEpisode,LQGsigma,IWMax,ReturnAbsMax,ReturnMin,DenMISEMeanLog,ReturnMean,URet,MISE,target_sum_log_mean,IWNorm1,IWFirstEpisode,DenMISELogFirst,ReturnLastEpisode,SqrtESSClassic
260,261,-1.0,16.69308,16.186537,514.7868294715881,1.0000002000000001,-1.0,5220,,0.99999106,16.651004999999998,16.216553,1.0038813,0.11,1.0042912,16.69308,,15.790872,16.541252,18.285646927608106,16.546957,13.816537,261.00006,,13.03766,16.570871,16.124516
261,262,-1.0,16.69308,16.217394,520.8230764865875,1.0000002000000001,-1.0,5240,,0.99999106,16.650566,13.498617999999999,1.0038306000000001,0.11,1.0042739,16.69308,,15.782125,16.541035,18.190123645974385,16.546719,13.815338,262.00006,,13.033836,16.484222,16.155497
262,263,-1.0,16.69308,16.248196,525.7880575656891,1.0000002000000001,-1.0,5260,,0.99999106,16.650326,12.808419,1.0038182,0.11,1.0042577,16.69308,,15.770816,16.541012,18.242142208858255,16.546677,13.811523000000001,263.00006,,13.030026,16.535604,16.186417000000002
263,264,-1.0,16.69308,16.278938,531.8422980308534,1.0000002000000001,-1.0,5280,,0.99999106,16.64994,13.624053,1.0037999,0.11,1.0042413000000001,16.69308,,15.762684,16.54085,18.210587573110125,16.546488,13.810828,264.00006,,13.026232,16.497494,16.217278
264,265,-1.0,16.69308,16.309624,538.0592081546783,1.0000002000000001,-1.0,5300,,0.99999106,16.649604999999998,14.276032,1.0037856,0.11,1.0042261000000001,16.69308,,15.757075,16.54073,18.22028458072488,16.546349,13.812598000000001,265.00006,,13.02245,16.509635999999997,16.248079999999998
265,266,-1.0,16.69308,16.340252,543.8709361553192,1.0000002000000001,-1.0,5320,,0.99999106,16.649132,17.817163,1.0037761,0.11,1.0042098,16.69308,,15.764819000000001,16.540476,18.18007793180248,16.54607,13.827667000000002,266.00006,,13.018684,16.472893,16.278822
266,267,-1.0,16.69308,16.370823,549.8588383197783,1.0000002000000001,-1.0,5340,,0.99999106,16.649048,21.162755999999998,1.0037588,0.11,1.0041935,16.69308,,15.785035,16.540606,18.284984360678827,16.54618,13.855153,267.00006,,13.014932,16.57514,16.309507
267,268,-1.0,16.69308,16.401339,555.0209383964539,1.0000004,-1.0,5360,,0.99999106,16.648922,15.04023,1.0037483,0.11,1.0041782,16.69308,,15.782256,16.540695,18.275159712028227,16.546247,13.859589000000001,268.0001,,13.011192999999999,16.564329999999998,16.340135999999998
268,269,-1.0,16.69308,16.431793,560.8823308944702,1.0000002000000001,-1.0,5380,,0.99999106,16.648643,20.464897,1.00373,0.11,1.0041628,16.69308,,15.799664499999999,16.540627,18.230654956718077,16.54616,13.884157,269.00006,,13.007469,16.522614,16.370707
269,270,-1.0,16.69308,16.462193,565.1075279712678,1.0000002000000001,-1.0,5400,,0.99999106,16.648533,19.841778,1.0037205,0.11,1.0041466000000001,16.69308,,15.814635999999998,16.540726,18.27351406097052,16.54624,13.906238,270.00006,,13.003758,16.56718,16.401220000000002
270,271,-1.0,16.69308,16.492535,570.7748193740845,1.0000002000000001,-1.0,5420,,0.99999106,16.648360999999998,20.066204,1.003707,0.11,1.0041312,16.69308,,15.830325,16.540768,18.26463227275726,16.546259,13.928981,271.00006,,13.000062,16.552139999999998,16.43168
271,272,-1.0,16.69308,16.522823000000002,576.2445590496062,1.0000004,-1.0,5440,,0.99999106,16.64801,10.667913,1.0036899,0.11,1.0041159,16.69308,,15.811344,16.540625,18.21093193777826,16.546097,13.917005,272.0001,,12.996379,16.501911,16.462084
272,273,-1.0,16.69308,16.553059,583.4607727527617,1.0000002000000001,-1.0,5460,,0.99999106,16.647842,17.076056,1.0036745,0.11,1.0041006,16.69308,,15.815976999999998,16.540663000000002,18.258979396979814,16.546116,13.92859,273.00006,,12.992708,16.551031,16.492424
273,274,-1.0,16.69308,16.583237,588.9302468299867,1.0000002000000001,-1.0,5480,,0.99999106,16.647667000000002,16.484348,1.003665,0.11,1.0040863000000002,16.69308,,15.818417000000002,16.540693,18.255752349189226,16.546127,13.937930999999999,274.00006,,12.989053,16.548853,16.522713
274,275,-1.0,16.69308,16.613360999999998,594.3984713554382,1.0000001,-1.0,5500,,0.99999106,16.647154,15.991959,1.0036516,0.11,1.0040709,16.69308,,15.819048,16.540385999999998,18.166064015308766,16.5458,13.945414000000001,275.00003,,12.98541,16.456585,16.552944
275,276,-1.0,16.69308,16.643429,600.5202813148499,0.9999998999999999,-1.0,5520,,0.99999106,16.647213,16.965424,1.0036361999999999,0.11,1.0040566,16.69308,,15.823201000000001,16.540651,18.33026752008543,16.546043,13.956368,275.99997,,12.98178,16.613123,16.58312
276,277,-1.0,16.69308,16.673417999999998,606.849912405014,0.99999833,-1.0,5540,,0.99999106,16.64696,13.030569,1.0032037,0.11,1.0039953000000001,16.69308,,15.813120999999999,16.540625,18.238684034077124,16.545973,13.953038000000001,276.99953999999997,,12.978163,16.533659,16.613243
277,278,-1.0,16.69308,16.703384,613.5472168922423,0.99999857,-1.0,5560,,0.99999106,16.646606,20.69776,1.0036075,0.11,1.003935,16.69308,,15.830689000000001,16.540472,18.20387094149771,16.545803,13.977312,277.9996,,12.97456,16.497622,16.64331
278,279,-1.0,16.69308,16.733294,619.7712600231172,0.9999988999999999,-1.0,5580,,0.99999106,16.646867999999998,12.141613000000001,1.0035999,0.11,1.0038747,16.69308,,15.817467,16.54093,18.39216600921118,16.546246,13.970745999999998,278.9997,,12.970969,16.668842,16.673328
279,280,-1.0,16.69308,16.76315,626.3134429454802,0.9999988999999999,-1.0,5600,,0.99999106,16.646893,12.827669,1.0035865,0.11,1.0038153,16.69308,,15.80679,16.541147,18.316690976616663,16.54645,13.966678,279.9997,,12.967391000000001,16.602287,16.703287
280,281,-1.0,16.69308,16.792948000000003,632.2329580783844,0.9999991,-1.0,5620,,0.99999106,16.646788,18.186204999999998,1.0035711999999999,0.11,1.0037559,16.69308,,15.815257999999998,16.54124,18.28091784359808,16.546523999999998,13.981705999999999,280.99976000000004,,12.963826,16.566507,16.7332
281,282,-1.0,16.69308,16.8227,638.0599718093873,0.99999946,-1.0,5640,,0.99999106,16.646713000000002,15.393566,1.0035597,0.11,1.0036966,16.69308,,15.813760999999998,16.54136,18.285766103357552,16.546629,13.986725,281.99985,,12.960274,16.575043,16.763054
282,283,-1.0,16.69308,16.852398,643.9919714927672,0.9999995999999999,-1.0,5660,,0.99999106,16.646658,9.364397,1.0035454,0.11,1.0036372,16.69308,,15.790975,16.541496,18.290266122866534,16.546751,13.970405,282.99987999999996,,12.956733999999999,16.580082,16.792854000000002
283,284,-1.0,16.69308,16.882046,651.1280200481415,0.9999996999999999,-1.0,5680,,0.99999106,16.646742,14.300041,1.0035319,0.11,1.0035789000000002,16.69308,,15.785723999999998,16.541775,18.336787275839832,16.547012,13.971578,283.9999,,12.953206,16.620302,16.8226
284,285,-1.0,16.69308,16.911638,658.9913599491118,0.99999976,-1.0,5700,,0.99999106,16.646101,10.668179499999999,1.0035186,0.11,1.0035253,16.69308,,15.767767000000001,16.541325,18.11428148720171,16.546547,13.959999,284.99994,,12.949692,16.413757,16.852297
285,286,-1.0,16.69308,16.94118,664.8233296871185,1.0000001,-1.0,5720,,0.99999106,16.6461,14.886126,1.003508,0.11,1.0035549000000001,16.69308,,15.764682999999998,16.541512,18.30369613204831,16.54672,13.96325,286.00003,,12.946189,16.595287,16.881943
286,287,-1.0,16.69308,16.970670000000002,670.6901817321777,1.0000001,-1.0,5740,,0.99999106,16.64582,15.284122,1.0034946,0.11,1.0035942,16.69308,,15.763010000000001,16.541428,18.218547297122193,16.546616,13.967864000000002,287.00003,,12.9426985,16.516844,16.911531
287,288,-1.0,16.69308,17.000113,676.3190193176271,1.0000004999999998,-1.0,5760,,0.99999106,16.64558,15.122795000000002,1.003487,0.11,1.0036296,16.69308,,15.760785999999998,16.541372,18.228031678816265,16.546547,13.971888,288.00012000000004,,12.939219999999999,16.525225,16.94107
288,289,-1.0,16.69308,17.0295,682.4727325439452,1.0000006,-1.0,5780,,0.99999106,16.645134,17.500254,1.0034755,0.11,1.0036688,16.69308,,15.766804999999998,16.541114999999998,18.174321974206165,16.546274,13.984107,289.00018,,12.935754,16.467566,16.970562
289,290,-1.0,16.69308,17.058836,689.4178259372711,1.0000008,-1.0,5800,,0.99999106,16.645222,19.333942,1.0034621,0.11,1.00371,16.69308,,15.779106,16.541384,18.331514283679553,16.546532,14.002567,290.00023999999996,,12.9323,16.619099,17.000002
290,291,-1.0,16.69308,17.088123,696.3046464920044,1.000001,-1.0,5820,,0.99999106,16.645016000000002,16.492949,1.0034505999999999,0.11,1.0037473,16.69308,,15.781559,16.541367,18.240058323259802,16.546497,14.011137,291.00027,,12.928857,16.53593,17.029388
291,292,-1.0,16.69308,17.117361,702.6689374446869,1.0000011999999998,-1.0,5840,,0.99999106,16.64442,13.299039000000002,1.0034353,0.11,1.0037837,16.69308,,15.773056,16.540958,18.12069950641614,16.546072,14.008712,292.00034,,12.9254265,16.42255,17.058723
292,293,-1.0,16.69308,17.146547,708.7335197925568,1.0000014000000002,-1.0,5860,,0.99999106,16.644428,17.815770999999998,1.0034238000000002,0.11,1.0038239,16.69308,,15.780028,16.54115,18.309960148492507,16.546247,14.021718,293.00043,,12.922008,16.596493,17.088013
293,294,-1.0,16.69308,17.175688,715.344160079956,1.0000016999999999,-1.0,5880,,0.99999106,16.644745,20.894753,1.0034143,0.11,1.0038620999999999,16.69308,,15.797424,16.541643,18.40491404893873,16.546732000000002,14.045106,294.0005,,12.918600999999999,16.686860999999997,17.117247
294,295,-1.0,16.69308,17.204777,721.7760121822357,1.0000016999999999,-1.0,5900,,0.99999106,16.644665,16.18274,1.00342,0.11,1.0038996,16.69308,,15.798732000000001,16.541746,18.275155634642214,16.546818,14.052363,295.0005,,12.915205,16.571724,17.14643
295,296,-1.0,16.69308,17.233816,728.9454860687256,1.0000016999999999,-1.0,5920,,0.99999106,16.644709,15.332689000000002,1.0033875,0.11,1.0039378,16.69308,,15.797157,16.541970000000003,18.31830960282333,16.547028,14.056702,296.0005,,12.911821,16.608055,17.175562
296,297,-1.0,16.69308,17.262808,735.2321720123291,1.0000019,-1.0,5940,,0.99999106,16.644657000000002,15.586229000000001,1.0033808000000002,0.11,1.0039723,16.69308,,15.796448000000002,16.542097000000002,18.28924729023791,16.547142,14.061862,297.00057999999996,,12.908448,16.579957999999998,17.20465
297,298,-1.0,16.69308,17.291752,740.7429974079132,1.0000019,-1.0,5960,,0.99999106,16.644558,13.122910000000001,1.0033644,0.11,1.0040144,16.69308,,15.787476999999999,16.542175,18.27839676483229,16.547207,14.058723,298.00057999999996,,12.905087,16.565186999999998,17.233683
298,299,-1.0,16.69308,17.320646,747.5462749004364,1.0000023,-1.0,5980,,0.99999106,16.64424,15.957782,1.0033587,0.11,1.0040509,16.69308,,15.788045,16.542038,18.210966604685225,16.547051999999997,14.065085999999999,299.00067,,12.901736999999999,16.500744,17.262674
299,300,-1.0,16.69308,17.349493,754.0849504470825,1.0000023,-1.0,6000,,0.99999106,16.644009,16.414642,1.0033416,0.11,1.0040871999999998,16.69308,,15.790132999999999,16.541983,18.23475696916859,16.546984,14.072928,300.00067,,12.898398,16.525822,17.291610000000002
300,301,-1.0,16.69308,17.37829,760.6221351623535,1.0000023999999998,-1.0,6020,,0.99999106,16.64392,14.508492000000002,1.0033319,0.11,1.0041274,16.69308,,15.785876000000002,16.542070000000002,18.27776943201139,16.547058,14.074388,301.00073,,12.89507,16.567972,17.320503
301,302,-1.0,16.69308,17.40704,767.002970457077,1.0000026,-1.0,6040,,0.99999106,16.64382,19.53941,1.0033243,0.11,1.0041648,16.69308,,15.798305,16.542143,18.270739032971466,16.547117,14.092495000000001,302.0008,,12.891753,16.564175,17.349348000000003
302,303,-1.0,16.69308,17.435743,773.4367733001709,1.0000029000000001,-1.0,6060,,0.99999106,16.643670999999998,16.867786,1.0033109,0.11,1.0042002,16.69308,,15.801835,16.542168,18.26414350860012,16.547129,14.1016655,303.00085,,12.888448,16.550034,17.378142999999998
303,304,-1.0,16.69308,17.464396,780.2944767475128,1.000003,-1.0,6080,,0.99999106,16.643913,16.11332,1.0032995,0.11,1.0042394000000001,16.69308,,15.802857999999999,16.542579999999997,18.378407203227848,16.547531,14.108293,304.00092,,12.885153,16.66787,17.406897
304,305,-1.0,16.69308,17.493002,786.6563110351562,1.000003,-1.0,6100,,0.99999106,16.643414,14.509632,1.0032889,0.11,1.0042796999999999,16.69308,,15.798618,16.542257,18.15178108538604,16.54719,14.109622,305.00092,,12.881867999999999,16.44354,17.435596
305,306,-1.0,16.69308,17.521564,793.342182636261,1.0000031999999999,-1.0,6120,,0.99999106,16.643396,18.103223999999997,1.0032784,0.11,1.0043132,16.69308,,15.80615,16.542414,18.303126488237872,16.54733,14.122684,306.00097999999997,,12.878594999999999,16.590273,17.46425
306,307,-1.0,16.69308,17.550081,799.9809761047362,1.0000033000000002,-1.0,6140,,0.99999106,16.643143,8.668864,1.0032688,0.11,1.0043514999999998,16.69308,,15.782901,16.542322,18.23185334189411,16.547234,14.104928,307.00104,,12.875333,16.515082999999997,17.492855
307,308,-1.0,16.69308,17.57855,806.4497106075287,1.0000036,-1.0,6160,,0.99999106,16.643152,17.221264,1.0032554,0.11,1.0043879999999998,16.69308,,15.787572,16.542505,18.307646400471164,16.5474,14.115057,308.0011,,12.872081,16.598345000000002,17.521416000000002
308,309,-1.0,16.69308,17.606973999999997,813.5245506763458,1.0000037,-1.0,6180,,0.99999106,16.643175,17.237379999999998,1.0032439,0.11,1.0044243,16.69308,,15.792264000000001,16.542698,18.309719858212315,16.547579000000002,14.125171,309.00116,,12.868839,16.601053,17.54993
309,310,-1.0,16.69308,17.63535,820.1385641098022,1.0000037,-1.0,6200,,0.99999106,16.643017,15.695642999999999,1.0032344000000002,0.11,1.0044607,16.69308,,15.791951000000001,16.542710999999997,18.254862242264064,16.547575,14.130248000000002,310.00116,,12.865608,16.547089,17.578395999999998
310,311,-1.0,16.69308,17.663683,828.2999956607819,1.0000040000000001,-1.0,6220,,0.99999106,16.64242,14.580986,1.0032268,0.11,1.0044981,16.69308,,15.788057,16.542278,18.110136285173773,16.547132,14.131707,311.00125,,12.862388000000001,16.408286999999998,17.606817000000003
311,312,-1.0,16.69308,17.691969,835.286345243454,1.0000040000000001,-1.0,6240,,0.99999106,16.64195,18.248386,1.0032171,0.11,1.0045306999999999,16.69308,,15.795944,16.541979,18.156121230378343,16.546816,14.144913,312.00125,,12.859178,16.448736,17.635191
312,313,-1.0,16.69308,17.720211,840.5970659255981,1.0000043,-1.0,6260,,0.99999106,16.64173,16.831736,1.0032075999999999,0.11,1.0045642,16.69308,,15.7992525,16.54192,18.226280055906305,16.546747,14.153507000000001,313.00133999999997,,12.855977000000001,16.523815,17.663523
313,314,-1.0,16.69308,17.748407,846.4847114086151,1.0000044,-1.0,6280,,0.99999106,16.641489,16.136460999999997,1.0031941999999998,0.11,1.0045948,16.69308,,15.800327,16.54185,18.2267740752777,16.54666,14.159832999999999,314.00137,,12.852787,16.519276,17.691805
314,315,-1.0,16.69308,17.776556,853.1121520996094,1.0000044,-1.0,6300,,0.99999106,16.641144,19.153774,1.0031865,0.11,1.0046275,16.69308,,15.810973,16.54167,18.199940778684503,16.546464999999998,14.175697,315.00137,,12.849607,16.485487,17.720045000000002
315,316,-1.0,16.69308,17.804663,860.0694711208344,1.0000046,-1.0,6320,,0.99999106,16.641014000000002,15.016539000000002,1.0031769,0.11,1.004661,16.69308,,15.808457,16.541704,18.256987238038395,16.546485999999998,14.178367999999999,316.00146,,12.846438000000001,16.552563,17.748241
316,317,-1.0,16.69308,17.832724,867.1248850822449,1.0000048000000001,-1.0,6340,,0.99999106,16.640644,19.479176000000002,1.0031674000000002,0.11,1.0046926,16.69308,,15.820039000000001,16.541492,18.181472222858773,16.546265,14.1951,317.00153,,12.843278999999999,16.475304,17.776394
317,318,-1.0,16.69308,17.860743,874.5296101570129,1.0000049000000002,-1.0,6360,,0.99999106,16.640648000000002,15.333903,1.0031511999999998,0.11,1.0047251,16.69308,,15.81851,16.541656,18.301804797475647,16.546417,14.19869,318.00156,,12.840129,16.593155,17.804499
318,319,-1.0,16.69308,17.888716,880.5563445091248,1.000005,-1.0,6380,,0.99999106,16.640247,11.605825999999999,1.0031463,0.11,1.0047578000000001,16.69308,,15.805303,16.541420000000002,18.176295442864145,16.546165,14.190574,319.0016,,12.836988999999999,16.466572,17.83256
319,320,-1.0,16.69308,17.916647,887.3976359367371,1.0000050999999999,-1.0,6400,,0.99999106,16.640448000000003,14.779176999999999,1.0031368,0.11,1.0047873999999999,16.69308,,15.802095999999999,16.541782,18.361833612561085,16.546513,14.192423000000002,320.00165,,12.833859,16.656914,17.860577
320,321,-1.0,16.69308,17.944536,893.4397695064545,1.0000054,-1.0,6420,,0.99999106,16.640504999999997,16.353098000000003,1.0031272,0.11,1.00482,16.69308,,15.803814000000001,16.541995999999997,18.320281868396087,16.546717,14.199164000000001,321.0017,,12.830739,16.610336,17.888548
321,322,-1.0,16.69308,17.972379999999998,901.4011008739473,1.0000054,-1.0,6440,,0.99999106,16.64078,17.025377,1.003112,0.11,1.0048525,16.69308,,15.807607999999998,16.542427,18.393263545650747,16.547138,14.207951000000001,322.00174,,12.827629,16.681097,17.916477
322,323,-1.0,16.69308,18.000183,909.2825508117676,1.0000052,-1.0,6460,,0.99999106,16.640266,13.297414000000002,1.0031033,0.11,1.0048852,16.69308,,15.799835,16.542074,18.137317572506195,16.546770000000002,14.205142000000002,323.0017,,12.824527999999999,16.428207,17.944357
323,324,-1.0,16.69308,18.02794,917.0739004611968,1.0000055,-1.0,6480,,0.99999106,16.64,18.928488,1.0031004000000001,0.11,1.0049168,16.69308,,15.809492,16.541965,18.212792670239207,16.546648,14.219729000000001,324.00177,,12.821437,16.506667999999998,17.9722
324,325,-1.0,16.69308,18.055656,924.2062332630156,1.0000056,-1.0,6500,,0.99999106,16.639657999999997,10.446626,1.0030861,0.11,1.0049484,16.69308,,15.792992000000002,16.54178,18.174567703828767,16.546452,14.208128,325.00183,,12.818356,16.482027,18.0
325,326,-1.0,16.69308,18.083328,930.6404514312744,1.0000057,-1.0,6520,,0.99999106,16.639292,19.04636,1.0030755999999998,0.11,1.0049801,16.69308,,15.802971,16.54157,18.175823652383567,16.546228,14.222979999999998,326.00186,,12.815283,16.473484,18.027758
326,327,-1.0,16.69308,18.110958,937.6719608306884,1.0000054,-1.0,6540,,0.99999106,16.638369,16.129051,1.003064,0.11,1.0050136,16.69308,,15.803967000000002,16.540806,17.984191255750996,16.545448,14.228817000000001,327.00177,,12.812221000000001,16.291933,18.055466
327,328,-1.0,16.69308,18.138548,945.2215845584868,1.0000056,-1.0,6560,,0.99999106,16.638085999999998,14.936843,1.0030411,0.11,1.0050442,16.69308,,15.801323000000002,16.54068,18.20170085566604,16.54531,14.230986999999999,328.00183,,12.809167,16.498753,18.083136
328,329,-1.0,16.69308,18.166094,951.3313329219818,1.0000056,-1.0,6580,,0.99999106,16.637903,15.020895000000001,1.0030459,0.11,1.005075,16.69308,,15.798951,16.540651,18.239043867943014,16.545267000000003,14.233397,329.00183,,12.806123,16.531257999999998,18.110764
329,330,-1.0,16.69308,18.1936,959.4103317260742,1.0000057,-1.0,6600,,0.99999106,16.63747,19.914715,1.0030392,0.11,1.0051066,16.69308,,15.811426,16.540370000000003,18.153063505249,16.544975,14.250622,330.0019,,12.803088,16.448391,18.138351
330,331,-1.0,16.69308,18.221064000000002,967.1853375434875,1.0000058,-1.0,6620,,0.99999106,16.63697,18.499427999999998,1.0030296,0.11,1.0051382,16.69308,,15.819545999999999,16.540024,18.131463196725022,16.544615,14.263467000000002,331.00195,,12.800061999999999,16.425734,18.165895000000003
331,332,-1.0,16.69308,18.248487,973.4901695251464,1.0000061,-1.0,6640,,0.99999106,16.636757,13.251721,1.0030219999999999,0.11,1.0051689,16.69308,,15.811810500000002,16.539963,18.22977147160913,16.544539999999998,14.26043,332.00199999999995,,12.797046,16.51919,18.1934
332,333,-1.0,16.69308,18.275867,978.905322790146,1.0000062,-1.0,6660,,0.99999106,16.636620999999998,14.958813000000001,1.0030134,0.11,1.0052014999999999,16.69308,,15.809248,16.539978,18.250428964779424,16.544544000000002,14.262537,333.00203999999997,,12.794038,16.544926,18.220861
333,334,-1.0,16.69329,18.303207,986.9791283607484,1.0000063,-1.0,6680,,0.99999106,16.636932,14.693095000000001,1.0030048,0.11,1.0052321,16.69329,,15.805906,16.540436,18.414208577468365,16.544992,14.263834,334.0021,,12.791039,16.69329,18.248282999999997
334,335,-1.0,16.69329,18.330503,994.2364859580994,1.0000063,-1.0,6700,,0.99999106,16.636543,16.633957000000002,1.0029972,0.11,1.0052638,16.69329,,15.808378,16.540197,18.15841619633056,16.54474,14.270919000000001,335.00214,,12.78805,16.460075,18.275665
335,336,-1.0,16.69329,18.357763000000002,1000.1004540920258,1.0000065999999999,-1.0,6720,,0.99999106,16.636543,15.977132000000001,1.0029991,0.11,1.0052944,16.69329,,15.808879999999998,16.540346,18.301109960920922,16.544878,14.276004,336.0022,,12.785069,16.590405,18.303003
336,337,-1.0,16.69329,18.38498,1007.832176208496,1.0000065999999999,-1.0,6740,,0.99999106,16.636482,15.344244,1.0029808,0.11,1.0053271000000001,16.69329,,15.807504000000002,16.540434,18.275630906112568,16.544954,14.279182999999998,337.0022,,12.782098,16.56956,18.330301000000002
337,338,-1.0,16.69329,18.41216,1014.387754201889,1.0000069,-1.0,6760,,0.99999106,16.636477,18.963865,1.0029721999999999,0.11,1.0053568000000002,16.69329,,15.816841,16.540573000000002,18.302836267167716,16.545084,14.293053,338.00232,,12.779135,16.587902,18.35756
338,339,-1.0,16.69329,18.439297,1020.0654127597808,1.0000068000000002,-1.0,6780,,0.99999106,16.636292,16.315096,1.0029589,0.11,1.0053893,16.69329,,15.818310999999998,16.540537,18.225091856309273,16.545034,14.299026000000001,339.00232,,12.77618,16.528507,18.384775
339,340,-1.0,16.69329,18.466396,1026.3796660900116,1.0000068000000002,-1.0,6800,,0.99999106,16.635992,16.736692,1.0029511,0.11,1.0054172,16.69329,,15.821012,16.540384,18.20381970289932,16.54487,14.306204000000001,340.00232,,12.773235000000001,16.488415,18.411947
340,341,-1.0,16.69329,18.493454,1034.4484086036682,1.0000069999999999,-1.0,6820,,0.99999106,16.635958,11.056298,1.0029397,0.11,1.0054488000000001,16.69329,,15.807038,16.540495,18.28562130077824,16.544970000000003,14.296682999999998,341.00237999999996,,12.770298,16.577934,18.439085000000002
341,342,-1.0,16.69329,18.520472,1042.2019867897034,1.0000069999999999,-1.0,6840,,0.99999106,16.635609,13.170888,1.0029291999999999,0.11,1.0054756,16.69329,,15.799331,16.54029,18.1792366969761,16.544754,14.2934,342.0024,,12.76737,16.47071,18.466182999999997
342,343,-1.0,16.69329,18.547428,1049.4606096744535,1.0000058,-1.0,6860,,0.99999106,16.63542,15.56059,1.0024931000000001,0.11,1.0054995999999998,16.69329,,15.798635,16.540266,18.23773105629071,16.544698999999998,14.2971,343.00199999999995,,12.76445,16.532442,18.493238
343,344,-1.0,16.69329,18.574366,1057.8176107406616,1.0000061,-1.0,6880,,0.99999106,16.635054,15.093838,1.0029149,0.11,1.0055237,16.69329,,15.796586999999999,16.540041,18.16523444555559,16.544464,14.299426,344.00208,,12.7615385,16.462831,18.52026
344,345,-1.0,16.69329,18.601202,1065.0669775009158,1.0000026,-1.0,6900,,0.99999106,16.634903,15.263471,1.0017687,0.11,1.0055216999999999,16.69329,,15.795041000000001,16.540096,18.265138618692134,16.544445,14.302225,345.0009,,12.758636,16.558629999999997,18.547235
345,346,-1.0,16.69329,18.628035999999998,1071.9413228034973,1.0000011,-1.0,6920,,0.99999106,16.634757999999998,15.360071,1.0023631,0.11,1.0055054,16.69329,,15.793783,16.540117000000002,18.264092767900653,16.544432,14.30529,346.00037000000003,,12.755742,16.548119,18.574173000000002
346,347,-1.0,16.69329,18.654856,1080.0520901679993,1.0000011999999998,-1.0,6940,,0.99999106,16.634441,17.533998,1.0028861999999998,0.11,1.0054901,16.69329,,15.798798999999999,16.539946,18.187614971209193,16.544245,14.314601999999999,347.0004,,12.752855,16.480010999999998,18.601076000000003
347,348,-1.0,16.69329,18.681639999999998,1087.6580872535706,1.0000011999999998,-1.0,6960,,0.99999106,16.634027,20.784319,1.0028824,0.11,1.0054737,16.69329,,15.813126,16.539675,18.145777652236816,16.543962,14.333201,348.0004,,12.749978,16.445632999999997,18.627935
348,349,-1.0,16.69329,18.708387,1094.8711802959442,1.0000011999999998,-1.0,6980,,0.99999106,16.633972,11.518125999999999,1.0028757,0.11,1.0054584999999998,16.69329,,15.800819,16.539762,18.280768453450587,16.544037,14.325144,349.00043,,12.747108,16.57006,18.654757
349,350,-1.0,16.69329,18.735092,1103.0100255012512,1.0000011,-1.0,7000,,0.99999106,16.633793,16.993914,1.0028613000000002,0.11,1.0054431000000001,16.69329,,15.804227,16.539724,18.238219549981526,16.543985,14.332776,350.00037000000003,,12.744247,16.52658,18.68154
350,351,-1.0,16.69329,18.761759,1110.6886081695557,1.0000011,-1.0,7020,,0.99999106,16.633689999999998,11.102574,1.0028546,0.11,1.0054268,16.69329,,15.790832,16.539759,18.259640206678604,16.54401,14.323582,351.0004,,12.741394,16.552258,18.708288
351,352,-1.0,16.69329,18.78839,1117.495135307312,1.0000011,-1.0,7040,,0.99999106,16.633495,14.360125,1.0028479,0.11,1.0054114,16.69329,,15.786767999999999,16.539703,18.225424029748236,16.543943,14.323694,352.0004,,12.738549,16.520184,18.734997
352,353,-1.0,16.69329,18.814982999999998,1124.2053127288816,1.0000011999999998,-1.0,7060,,0.99999106,16.633383,16.340572,1.0028384,0.11,1.0053961,16.69329,,15.788338000000001,16.539732,18.254482680396237,16.543959,14.329417000000001,353.00043,,12.735712,16.549753,18.761665
353,354,-1.0,16.69329,18.841542999999998,1131.5050830841064,1.0000014000000002,-1.0,7080,,0.99999106,16.633284,21.439459,1.0029244000000002,0.11,1.0053893,16.69329,,15.804301,16.539768,18.2600043064184,16.543986999999998,14.34951,354.0005,,12.732883000000001,16.552675,18.788296
354,355,-1.0,16.69329,18.868060999999997,1138.6736178398132,1.0000014000000002,-1.0,7100,,0.99999106,16.633291,20.657152,1.0028211,0.11,1.0053836,16.69329,,15.817971,16.539915,18.30169414311865,16.54412,14.367285,355.0005,,12.7300625,16.591568,18.81489
355,356,-1.0,16.69329,18.894539,1142.8503305912018,1.0000011999999998,-1.0,7120,,0.99999106,16.633062,17.778273000000002,1.0027828,0.11,1.005376,16.69329,,15.823475,16.539827,18.21244951685506,16.544017999999998,14.376873999999999,356.00043,,12.72725,16.508343,18.841445999999998
356,357,-1.0,16.69329,18.920984,1149.6386923789978,1.0000013,-1.0,7140,,0.99999106,16.63291,15.178613,1.0028105999999999,0.11,1.0053691999999999,16.69329,,15.821670999999998,16.53981,18.245670331741614,16.54399,14.3791275,357.0005,,12.724444,16.533487,18.867966
357,358,-1.0,16.69329,18.947392,1157.5116007328031,1.0000014000000002,-1.0,7160,,0.99999106,16.633057,11.702423,1.002802,0.11,1.0053635,16.69329,,15.810163000000001,16.54009,18.352010866467843,16.544262,14.371657999999998,358.00052,,12.721647,16.640772,18.89445
358,359,-1.0,16.69329,18.973763,1166.3499710559845,1.0000015,-1.0,7180,,0.99999106,16.63304,15.79304,1.0027934,0.11,1.0053587,16.69329,,15.810117000000002,16.540207000000002,18.295523225952625,16.544369,14.375626,359.00055,,12.718858,16.582197,18.920895
