,DenMISEMeanLog,Iteration,ReturnMean,IWMean,Bound,IWLastEpisode,ReturnMax,IWNorm1,DenMISELogLast,IWNorm2,IWFirstEpisode,IWMin,MISE,LQGmu1,DenMISELogFirst,ReturnStepMax,target_sum_log_mean,LQGmu01,ReturnMin,SqrtESSClassic,ReturnAbsMax,LQGsigma,TimestepsSoFar,TimeElapsed,IWMax,URet,ReturnLastEpisode
0,13.511501,1,15.807039999999999,,31.614079999999998,,15.807039999999999,1e-10,13.511501,1e-10,,,,1.0,13.511501,0.99233466,-1081.5807,1.0,,1.0,15.807039999999999,0.11,20,0.10592865943908693,,17.497854397219367,15.807039999999999
1,1.4574337,2,12.207691,8.5433475e-20,22.35453,1.7086695e-19,15.807039999999999,2e-10,-9.903487,1.4142136e-10,,,7.3544059999999995e-19,1.0,12.818355,0.99233466,-567.3488,1.0,,1.4142135,15.807039999999999,0.11,40,5.440627098083496,1.7086695e-19,9.444017119258,8.608342
2,5.331033000000001,3,10.978278999999999,0.5,35.873806,1.5,15.807039999999999,1.5,13.889163,1.5,,,4.259727,1.0,12.4128895,0.99233466,-373.46765,1.0,,1.0,15.807039999999999,0.11,60,5.560073137283325,1.5,9.357533310929476,8.519454
3,7.844484,4,10.362252999999999,0.6666666,28.032408,1.333334,15.807039999999999,2.6666665000000003,15.842417999999999,1.885618,,,5.677877,1.0,12.125207000000001,0.99233466,-276.0682,1.0,,1.4142135,15.807039999999999,0.11,80,5.637653589248657,1.333334,9.349345311296524,8.514177
4,8.211707,5,9.987743,0.75,24.633229999999998,1.25,15.807039999999999,3.75,9.997811,2.1650636000000003,,,6.380833,1.0,11.902063,0.99233466,-218.81037999999998,1.0,,1.7320508000000001,15.807039999999999,0.11,100,5.793948173522949,1.25,9.320908297065099,8.4897
5,9.844505999999999,6,9.742977999999999,0.8,22.61554,1.2,15.807039999999999,4.8,18.250675,2.4,,,6.8084983999999995,1.0,11.719742,0.99233466,-179.26981999999998,1.0,,2.0,15.807039999999999,0.11,120,5.9787352085113525,1.2,9.360986810277963,8.519156
6,10.228843,7,9.566625,0.83333343,21.230078,1.166667,15.807039999999999,5.833334,12.730482,2.6087463,,,7.091831699999999,1.0,11.565591,0.99233466,-151.81918000000002,1.0,,2.236068,15.807039999999999,0.11,140,6.116143226623535,1.166667,9.342529711258434,8.508499
7,10.801525999999999,8,9.437872,0.857143,20.204622,1.1428573,15.807039999999999,6.857144,14.974279999999998,2.7994173,,,7.2982283,1.0,11.43206,0.99233466,-130.9533,1.0,,2.4494898,15.807039999999999,0.11,160,6.22429633140564,1.1428573,9.374537785161252,8.5366
8,10.991367,9,9.33521,0.87499976,19.399187,1.1249995000000002,15.807039999999999,7.8749975999999995,12.651157000000001,2.9764692999999998,,,7.4501867,1.0,11.314277,0.99233466,-114.98416999999999,1.0,,2.6457512000000003,15.807039999999999,0.11,180,6.3652777671813965,1.1250006000000001,9.347410026813852,8.513926
9,11.293700999999999,10,9.262797,0.88888854,18.756439999999998,1.1111106000000002,15.807039999999999,8.888885499999999,14.138475,3.1426957000000004,,,7.579175,1.0,11.208917,0.99233466,-102.06138,1.0,,2.828427,15.807039999999999,0.11,200,6.522097110748291,1.1111116,9.457765322130069,8.611085000000001
