,Iteration,ReturnStepMax,SqrtESSClassic,URet,IWMean,LQGmu1,ReturnLastEpisode,IWFirstEpisode,ReturnAbsMax,IWLastEpisode,DenMISELogLast,TimestepsSoFar,IWMax,LQGsigma,TimeElapsed,LQGmu01,ReturnMin,IWNorm1,DenMISEMeanLog,MISE,DenMISELogFirst,ReturnMax,ReturnMean,Bound,target_sum_log_mean,IWNorm2,IWMin
172,173,0.9929538,11.809285000000001,9.39515816146274,1.003482,1.0,8.556866000000001,,15.807039999999999,1.2436919,17.227552,3460,1.271991,0.11,475.1110670566559,1.0,,173.60238999999999,14.971132,8.558917,10.10264,15.807039999999999,8.981167,11.23597,-88.313866,14.7005,
173,174,0.9929538,11.851854,9.325909308776302,1.0036098,1.0,8.494332,,15.807039999999999,1.2695673,14.726447,3480,1.2700056,0.11,479.5396537780762,1.0,,174.6281,14.969741,8.559758,10.096876,15.807039999999999,8.97837,11.227196000000001,-87.720314,14.734242000000002,
174,175,0.9929538,11.89427,9.342040513971817,1.0037304,1.0,8.506241000000001,,15.807039999999999,1.2670369,18.458412,3500,1.2680498,0.11,482.72484612464905,1.0,,175.65283,14.989692999999999,8.56063,10.0911455,15.807039999999999,8.975673,11.218555,-87.11222,14.767854000000002,
175,176,0.9929538,11.936532000000001,9.363561899090168,1.0038319,1.0,8.525143,,15.807039999999999,1.2623451,18.158012,3520,1.2661213,0.11,487.0453472137451,1.0,,176.67441000000002,15.007710999999999,8.561475,10.085447,15.807039999999999,8.973113,11.20999,-86.512764,14.80115,
176,177,0.9929538,11.978642,9.351072834047873,1.003939,1.0,8.517458,,15.807039999999999,1.261978,12.794645,3540,1.2642209999999998,0.11,490.9282677173615,1.0,,177.6972,14.995228,8.562314,10.079782000000002,15.807039999999999,8.970537,11.201518,-85.95039,14.834501999999999,
177,178,0.9929538,12.020567999999999,9.40608405946985,1.0036764,1.0,8.565475,,15.807039999999999,1.194876,12.566764,3560,1.2623463,0.11,495.1537537574768,1.0,,178.6544,14.981601999999999,8.5603285,10.074148,15.807039999999999,8.968263,11.190328,-85.39593,14.862392000000002,
178,179,0.9929538,12.062394,9.394218402999297,1.0036368,1.0,8.551692999999998,,15.807039999999999,1.2322013,14.912776000000001,3580,1.2604997,0.11,498.7935440540314,1.0,,179.65099999999998,14.981233999999999,8.560153999999999,10.068545,15.807039999999999,8.965935,11.181033,-84.83436999999999,14.893478,
179,180,0.9929538,12.104061,9.369837215645274,1.0037168,1.0,8.532729,,15.807039999999999,1.2519459,13.147476999999999,3600,1.2586775,0.11,502.6855499744415,1.0,,180.66904,14.971064000000002,8.560867,10.062975,15.807039999999999,8.963529,11.172725,-84.28878,14.926314999999999,
180,181,0.9929538,12.145577000000001,9.35310112412856,1.0038216,1.0,8.517592,,15.807039999999999,1.255097,19.731606,3620,1.2568816999999999,0.11,507.0813887119293,1.0,,181.69171,14.99738,8.5616865,10.057433999999999,15.807039999999999,8.961065,11.164616,-83.71283000000001,14.959496,
181,182,0.9929538,12.186767999999999,9.414981469193254,1.0033276,1.0,8.576149000000001,,15.807039999999999,1.1448635,13.358796,3640,1.2551103000000001,0.11,511.0135626792908,1.0,,182.60562,14.988396,8.5577755,10.051925,15.807039999999999,8.95895,11.151907000000001,-83.17873,14.983926,
182,183,0.9929538,12.227964,9.411972420973557,1.0030710999999999,1.0,8.570041999999999,,15.807039999999999,1.1851083,19.277864,3660,1.2533627,0.11,513.9559488296509,1.0,,183.56201000000001,15.011849,8.555858,10.046445,15.807039999999999,8.956825,11.14125,-82.61793,15.011657999999999,
183,184,0.9929538,12.269067,9.385841542242652,1.00311,1.0,8.544284,,15.807039999999999,1.2370393,16.986782,3680,1.251639,0.11,518.3056151866913,1.0,,184.57225,15.022596,8.556293499999999,10.040996,15.807039999999999,8.954583,11.133024,-82.07544,15.043707000000001,
184,185,0.9929538,12.310017,9.356886043751034,1.0032117,1.0,8.520254,,15.807039999999999,1.2472541000000001,15.126365,3700,1.2499392,0.11,523.3683862686157,1.0,,185.59418,15.02317,8.557103999999999,10.035575999999999,15.807039999999999,8.952235,11.125263,-81.54883000000001,15.076679,
185,186,0.9929538,12.350835,9.373496943967325,1.003292,1.0,8.536480000000001,,15.807039999999999,1.2420752,18.759954,3720,1.2482619,0.11,528.2575714588165,1.0,,186.6123,15.043276,8.557839,10.030185000000001,15.807039999999999,8.95,11.117511,-81.00837,15.109287,
186,187,0.9929538,12.391521000000001,9.392188069669047,1.003298,1.0,8.550073,,15.807039999999999,1.227031,18.644417,3740,1.2466072,0.11,533.4307112693787,1.0,,187.61674,15.062547,8.558031,10.024822,15.807039999999999,8.947861,11.109297999999999,-80.47437,15.140735000000001,
187,188,0.9929538,12.4315605,9.42227966694429,1.00254,1.0,8.576239999999999,,15.807039999999999,1.0818808000000002,13.7247,3760,1.2449735,0.11,537.4829773902893,1.0,,188.47751,15.055444,8.551835,10.019489,15.807039999999999,8.945885,11.094885000000001,-79.97289,15.161210999999998,
188,189,0.9929538,12.471977,9.401917053437174,1.0024289,1.0,8.562666,,15.807039999999999,1.2002483999999998,14.607183,3780,1.2433623,0.11,542.0485317707062,1.0,,189.45906000000002,15.053082999999999,8.551101,10.014184,15.807039999999999,8.943856,11.08591,-79.47151,15.190779999999998,
189,190,0.9929538,12.512253999999999,9.343836039918411,1.0025392,1.0,8.506892,,15.807039999999999,1.2404877,13.064952,3800,1.2417718999999998,0.11,546.5235269069672,1.0,,190.48244,15.042629000000002,8.551894,10.008907,15.807039999999999,8.941557000000001,11.078544,-78.98334,15.223671,
190,191,0.9929538,12.552413,9.397456294943046,1.0024958000000002,1.0,8.554567,,15.807039999999999,1.2101108999999999,15.913713000000001,3820,1.2402015,0.11,551.052613735199,1.0,,191.4767,15.047201000000001,8.551683,10.003658,15.807039999999999,8.93953,11.07025,-78.4855,15.254175,
191,192,0.9929538,12.592427,9.352102191421922,1.0026013,1.0,8.513888,,15.807039999999999,1.2371006000000002,19.565214,3840,1.2386531,0.11,557.3378372192383,1.0,,192.49944,15.070742999999998,8.552482000000001,9.998436,15.807039999999999,8.937314,11.063044999999999,-77.97372,15.286921,
192,193,0.9929538,12.632325999999999,9.387576446688339,1.0026441,1.0,8.5459385,,15.807039999999999,1.2240296999999998,20.106094,3860,1.237123,0.11,563.3643085956572,1.0,,193.51031,15.096842,8.552952000000001,9.993241000000001,15.807039999999999,8.9352865,11.055585,-77.46448000000001,15.318660999999999,
193,194,0.9929538,12.672083,9.355516980923108,1.0027415000000002,1.0,8.517308,,15.807039999999999,1.2334275,16.285473,3880,1.2356126,0.11,569.7336161136627,1.0,,194.53185,15.102979999999999,8.553706,9.988073,15.807039999999999,8.933132,11.048488,-76.98015,15.351213000000001,
194,195,0.9929538,12.711718,9.367019469685102,1.0028254,1.0,8.525963,,15.807039999999999,1.2297395,16.16134,3900,1.2341218,0.11,577.1106314659119,1.0,,195.55095,15.108417999999999,8.554399,9.982932,15.807039999999999,8.931044,11.041402,-76.501434,15.383519,
195,196,0.9929538,12.751221000000001,9.312564512830527,1.002928,1.0,8.479697,,15.807039999999999,1.2324169,5.932037,3920,1.2326491000000002,0.11,583.9245026111603,1.0,,196.57388,15.061613000000001,8.554962,9.977817,15.807039999999999,8.9287405,11.034261,-76.07979,15.416082999999999,
196,197,0.9929538,12.790466,9.41657815436706,1.0025295,1.0,8.574435000000001,,15.807039999999999,1.1327076,15.552341,3940,1.2311946000000002,0.11,591.2771849632262,1.0,,197.49832,15.0641165,8.551824,9.972728,15.807039999999999,8.926943,11.023515,-75.61402,15.441057,
197,198,0.9929538,12.829730999999999,9.369658158346944,1.0026098,1.0,8.53075,,15.807039999999999,1.2248961999999999,16.903574,3960,1.2297595,0.11,598.294802904129,1.0,,198.51675,15.073414999999999,8.552517,9.967665,15.807039999999999,8.924942,11.016644,-75.14574,15.473182000000001,
198,199,0.9929538,12.868872,9.373615276629216,1.0026857,1.0,8.53503,,15.807039999999999,1.2230285,20.0682,3980,1.2283412,0.11,605.7998487949371,1.0,,199.53445,15.098526000000001,8.553198,9.962626,15.807039999999999,8.922981,11.0098295,-74.66626,15.505201999999999,
199,200,0.9929538,12.907888999999999,9.343670727727153,1.0027806000000001,1.0,8.508244,,15.807039999999999,1.225831,14.432649,4000,1.2269398,0.11,613.1624810695647,1.0,,200.55612,15.095207,8.553878,9.957614,15.807039999999999,8.920908,11.003084,-74.21975,15.537484,
200,201,0.9929538,12.946791000000001,9.37245989748734,1.0028485,1.0,8.534764,,15.807039999999999,1.21946,15.255162,4020,1.2255563999999999,0.11,620.5772476196289,1.0,,201.57254,15.096014000000002,8.554489,9.952625999999999,15.807039999999999,8.918987,10.996336,-73.77360999999999,15.569304999999998,
201,202,0.9929538,12.985569,9.342476017975775,1.0029407,1.0,8.504625,,15.807039999999999,1.2233528,18.64933,4040,1.2241896,0.11,629.4333758354188,1.0,,202.59401,15.113617000000001,8.555126,9.947663,15.807039999999999,8.916936,10.989681,-73.31506999999999,15.601473,
202,203,0.9929538,13.024233,9.359458239154337,1.0030193,1.0,8.522267999999999,,15.807039999999999,1.2197624,12.609708,4060,1.2228396000000001,0.11,637.9747669696808,1.0,,203.61293,15.1012945,8.555756,9.942725,15.807039999999999,8.914991,10.983084,-72.89081999999999,15.633391,
203,204,0.9929538,13.062786000000001,9.380685687308628,1.0030682,1.0,8.539762,,15.807039999999999,1.212701,17.77518,4080,1.2215049999999998,0.11,645.9322183132173,1.0,,204.62592,15.114414000000002,8.556235000000001,9.937811,15.807039999999999,8.913152,10.976398,-72.445435,15.664798999999999,
204,205,0.9929538,13.101214,9.343035368533972,1.0031530999999998,1.0,8.504643,,15.807039999999999,1.2190796999999998,12.874805,4100,1.2201859,0.11,654.7646760940553,1.0,,205.64638,15.103501000000001,8.556813,9.932921,15.807039999999999,8.911159,10.969878,-72.028275,15.696741000000001,
205,206,0.9929538,13.139529000000001,9.340201161309656,1.0032371999999998,1.0,8.50629,,15.807039999999999,1.2180628999999998,15.368367000000001,4120,1.2188833000000001,0.11,663.3228843212128,1.0,,206.66687,15.1048,8.557396,9.928055,15.807039999999999,8.909194,10.963425,-71.60306,15.728635999999998,
206,207,0.9929538,13.177732999999998,9.367015182978873,1.0033073000000001,1.0,8.529019,,15.807039999999999,1.2142795,20.356258,4140,1.217596,0.11,670.6732044219972,1.0,,207.68462,15.130182000000001,8.557994,9.923212,15.807039999999999,8.907357000000001,10.957046499999999,-71.157875,15.760268,
207,208,0.9929538,13.215828,9.374902332835788,1.0033629000000002,1.0,8.536328999999999,,15.807039999999999,1.2103648,17.935602,4160,1.216324,0.11,679.9746663570404,1.0,,208.6995,15.143683,8.558512,9.918393,15.807039999999999,8.905574,10.950649,-70.72861999999999,15.791633,
208,209,0.9929538,13.252807,9.432127400695578,1.0024074,1.0,8.586456,,15.807039999999999,0.9980716000000001,17.583841,4180,1.2150661,0.11,687.2359917163849,1.0,,209.50314,15.155373,8.550635,9.913597,15.807039999999999,8.904047,10.936098,-70.30608000000001,15.808209,
209,210,0.9929538,13.290689000000002,9.402154518539026,1.002305,1.0,8.557891999999999,,15.807039999999999,1.1730665,13.007288,4200,1.2138233,0.11,695.4847936630249,1.0,,210.48405,15.145153,8.549921000000001,9.908824000000001,15.807039999999999,8.902398,10.928585,-69.90859,15.836955,
210,211,0.9929538,13.328469,9.391461603303323,1.0023295,1.0,8.551393,,15.807039999999999,1.1983966000000001,20.82222,4220,1.2125946,0.11,704.3142297267914,1.0,,211.49152,15.172069,8.550256,9.904073,15.807039999999999,8.900735000000001,10.922177,-69.47773000000001,15.867652,
211,212,0.9929538,13.366131,9.33830416767235,1.0024164,1.0,8.50343,,15.807039999999999,1.2106072,13.350012,4240,1.2113798,0.11,713.2061603069305,1.0,,212.51227000000003,15.163482,8.550847000000001,9.899345,15.807039999999999,8.898861,10.916085,-69.08613000000001,15.899310999999999,
212,213,0.9929538,13.403684,9.329374265945296,1.0025030000000001,1.0,8.493089,,15.807039999999999,1.2097912,15.967220999999999,4260,1.2101790000000001,0.11,722.3530797958374,1.0,,213.53316,15.167264999999999,8.551381,9.894639,15.807039999999999,8.896955499999999,10.909991999999999,-68.68592,15.930931,
213,214,0.9929538,13.44113,9.286628177408575,1.0025897,1.0,8.453379,,15.807039999999999,1.2089953000000002,12.349423,4280,1.2089953000000002,0.11,732.1488516330719,1.0,,214.5542,15.154106,8.551689999999999,9.8899555,15.807039999999999,8.894882,10.90373,-68.306366,15.962512,
214,215,0.9929538,13.478470999999999,9.327733928802603,1.0026724,1.0,8.489374,,15.807039999999999,1.20738,10.992726,4300,1.2078222,0.11,740.6073379516603,1.0,,215.57457999999997,15.134761,8.552175,9.885292999999999,15.807039999999999,8.892997,10.897698,-67.93666,15.993994,
215,216,0.9929538,13.515710999999998,9.36375800822582,1.0027409999999999,1.0,8.523381,,15.807039999999999,1.2035575,16.222723000000002,4320,1.2066605,0.11,748.2540771961212,1.0,,216.59204,15.139807999999999,8.55273,9.880653,15.807039999999999,8.891286000000001,10.891791,-67.54618,16.025206,
216,217,0.9929538,13.552848999999998,9.387403617130444,1.002774,1.0,8.547533,,15.807039999999999,1.1950777,21.17308,4340,1.2055126,0.11,756.0736157894135,1.0,,217.60196000000002,15.167623,8.553117,9.876033999999999,15.807039999999999,8.889700999999999,10.885769,-67.13651,16.055809,
217,218,0.9929538,13.589881,9.336295119247664,1.0028515,1.0,8.5004,,15.807039999999999,1.20381,16.49396,4360,1.2043773000000002,0.11,764.7464411258698,1.0,,218.62162999999998,15.173717499999999,8.55362,9.871436,15.807039999999999,8.887916,10.879916,-66.75204000000001,16.08709,
218,219,0.9929538,13.626813,9.382638237347807,1.0028858,1.0,8.544881,,15.807039999999999,1.1936494,16.374918,4380,1.2032545000000001,0.11,777.2698726654053,1.0,,219.63199,15.179214000000002,8.554003,9.866859,15.807039999999999,8.88635,10.873994,-66.37165,16.117634,
219,220,0.9929538,13.663649,9.383950014531571,1.0028992,1.0,8.544635000000001,,15.807039999999999,1.1881535,9.983275,4400,1.2021443,0.11,785.284245967865,1.0,,220.63782,15.155606,8.554203,9.862304,15.807039999999999,8.884796000000001,10.867939,-66.0238,16.147797,
220,221,0.9929538,13.700384,9.388524624086742,1.0028901,1.0,8.549887,,15.807039999999999,1.1822354,9.658742,4420,1.2010453,0.11,794.6273217201233,1.0,,221.63872,15.130745999999998,8.554239,9.857769000000001,15.807039999999999,8.883281,10.861772,-65.68059000000001,16.177554999999998,
221,222,0.9929538,13.737014000000002,9.383750146061919,1.002924,1.0,8.543733999999999,,15.807039999999999,1.1907456,18.333842999999998,4440,1.1999587999999999,0.11,803.2657759189606,1.0,,222.64911,15.145184500000001,8.554607,9.853254,15.807039999999999,8.881751,10.855986999999999,-65.30136,16.20797,
222,223,0.9929538,13.7735405,9.33181830611571,1.0029964,1.0,8.495689,,15.807039999999999,1.1985291999999999,19.896221,4460,1.1988835,0.11,812.466787815094,1.0,,223.66821000000002,15.166502,8.555048,9.84876,15.807039999999999,8.880019,10.850325,-64.918495,16.238977,
223,224,0.9929538,13.809970999999999,9.353437040658699,1.003061,1.0,8.519055999999999,,15.807039999999999,1.1960366000000002,13.590873,4480,1.1978196,0.11,822.0868430137634,1.0,,224.68568,15.159478,8.555547,9.844285000000001,15.807039999999999,8.878408,10.844769,-64.56721,16.269814999999998,
224,225,0.9929538,13.846301,9.34608555813651,1.0031273,1.0,8.508192999999999,,15.807039999999999,1.1956933,14.736265,4500,1.1967678999999998,0.11,829.7917919158936,1.0,,225.70363999999998,15.157611,8.556003,9.839831,15.807039999999999,8.876763,10.839217999999999,-64.21395,16.300646,
225,226,0.9929538,13.882534,9.329440637473457,1.0031954,1.0,8.493343,,15.807039999999999,1.1953992,18.13569,4520,1.1957263999999999,0.11,838.3416173458099,1.0,,226.72217,15.170798999999999,8.556397,9.835396000000001,15.807039999999999,8.875067,10.833653,-63.848785,16.331469,
226,227,0.9929538,13.918675,9.34125534122738,1.0032596999999999,1.0,8.503461999999999,,15.807039999999999,1.1937859,11.669914,4540,1.1946971000000002,0.11,846.7012710571289,1.0,,227.73993,15.155389999999999,8.556813,9.830981,15.807039999999999,8.873429,10.8281555,-63.515324,16.362185,
227,228,0.9929538,13.954720000000002,9.355528958555825,1.0033195,1.0,8.516575,,15.807039999999999,1.1921182,18.716454000000002,4560,1.1936778000000001,0.11,856.4241030216217,1.0,,228.75683999999998,15.1710205,8.557262,9.826586,15.807039999999999,8.871864,10.822739,-63.153884999999995,16.392794,
228,229,0.9929538,13.990670999999999,9.369437035469664,1.0033653,1.0,8.53159,,15.807039999999999,1.1882045,14.073067000000002,4580,1.1926683999999999,0.11,864.6460697650909,1.0,,229.77066000000002,15.166239000000001,8.557672,9.822208999999999,15.807039999999999,8.870378500000001,10.817326,-62.815895,16.423134,
229,230,0.9929538,14.026527999999999,9.340456004450346,1.0034266,1.0,8.504448,,15.807039999999999,1.1909999999999998,16.920797,4600,1.1916703000000002,0.11,873.7333874702454,1.0,,230.78812000000002,15.173881,8.558069999999999,9.817852,15.807039999999999,8.868787,10.811948,-62.468452,16.453688,
230,231,0.9929538,14.061353,9.433209927551985,1.0025803,1.0,8.590232,,15.807039999999999,0.98068446,17.108083999999998,4620,1.1906831,0.11,882.6344933509828,1.0,,231.59605,15.182266,8.551117,9.813514,15.807039999999999,8.867581,10.799413000000001,-62.124054,16.470396,
231,232,0.9929538,14.097032999999998,9.405329899668473,1.0024825000000002,1.0,8.562289,,15.807039999999999,1.1507843999999998,15.365182999999998,4640,1.1897046999999998,0.11,891.854133605957,1.0,,232.57596,15.183063500000001,8.550452,9.809194,15.807039999999999,8.866265,10.793057000000001,-61.78944,16.49822,
232,233,0.9929538,14.132629999999999,9.38430699119729,1.0025108,1.0,8.545877,,15.807039999999999,1.1789489,16.36225,4660,1.1887372999999999,0.11,900.1728472709656,1.0,,233.58502000000001,15.188134,8.55078,9.804893,15.807039999999999,8.864891,10.787737,-61.453323,16.528064999999998,
233,234,0.9929538,14.168130999999999,9.355649246178867,1.0025735999999998,1.0,8.516831,,15.807039999999999,1.1862413,18.463762,4680,1.1877786,0.11,909.5328574180603,1.0,,234.60222000000002,15.202142000000002,8.551256,9.800611,15.807039999999999,8.863402,10.782608,-61.111065,16.558445000000003,
234,235,0.9929538,14.203539000000001,9.329676494179502,1.0026396999999998,1.0,8.491512,,15.807039999999999,1.186394,11.235542,4700,1.1868308,0.11,918.9243609905244,1.0,,235.62032000000002,15.185270999999998,8.551633,9.796346,15.807039999999999,8.86182,10.777422,-60.802475,16.588846,
235,236,0.9929538,14.238856,9.40605296717878,1.0025438,1.0,8.561557,,15.807039999999999,1.1475339,16.15195,4720,1.1858917,0.11,927.9920570850372,1.0,,236.60032999999999,15.189379,8.550976,9.792099,15.807039999999999,8.860548,10.771244,-60.47582,16.616526,
236,237,0.9929538,14.274094,9.382095279156044,1.0025594,1.0,8.5446615,,15.807039999999999,1.1728528,8.4373255,4740,1.1849625,0.11,937.7494211196899,1.0,,237.60657999999998,15.160897,8.551189,9.787871,15.807039999999999,8.859216,10.765977000000001,-60.184369999999994,16.646002,
237,238,0.9929538,14.309235999999999,9.312699381110695,1.002625,1.0,8.481135,,15.807039999999999,1.1839198999999998,13.9447155,4760,1.1840419,0.11,946.8019351959227,1.0,,238.62476,15.155797,8.551513,9.783661,15.807039999999999,8.857627,10.760860000000001,-59.872192000000005,16.676275,
238,239,0.9929538,14.344295,9.366495622964038,1.0026754,1.0,8.532217999999999,,15.807039999999999,1.1797316,14.8243475,4780,1.183131,0.11,958.1059920787812,1.0,,239.63942999999998,15.154420000000002,8.551962,9.779468,15.807039999999999,8.856264999999999,10.75591,-59.558964,16.706255,
239,240,0.9929538,14.379261999999999,9.329065945726153,1.0027375,1.0,8.494425999999999,,15.807039999999999,1.1818813999999997,14.473310000000001,4800,1.1822286,0.11,972.2192537784576,1.0,,240.65701,15.151591,8.552325,9.775292,15.807039999999999,8.854757000000001,10.750914,-59.249805,16.736395,
240,241,0.9929538,14.414148999999998,9.402684983240144,1.0026774,1.0,8.562047,,15.807039999999999,1.1517946000000001,16.529778,4820,1.1813360000000002,0.11,984.4699864387512,1.0,,241.64526,15.157319000000001,8.551973,9.771134,15.807039999999999,8.853543,10.745239999999999,-58.934776,16.764448,
241,242,0.9929538,14.448948999999999,9.33338410649571,1.0027381,1.0,8.4971285,,15.807039999999999,1.1800423,16.7419,4840,1.1804508,0.11,996.9916722774506,1.0,,242.66262999999998,15.163877,8.552337,9.7669935,15.807039999999999,8.852071,10.740322,-58.62138,16.794483,
242,243,0.9929538,14.483659,9.304013254929348,1.0027989,1.0,8.471027000000001,,15.807039999999999,1.1795123,13.087783,4860,1.1795753,0.11,1009.7281692028046,1.0,,243.68015,15.155342000000001,8.552579,9.76287,15.807039999999999,8.850503,10.73532,-58.3256,16.824488,
243,244,0.9929538,14.518288,9.347684080804363,1.0028545,1.0,8.510997999999999,,15.807039999999999,1.1776229,14.225676000000002,4880,1.1787083,0.11,1023.3478772640227,1.0,,244.69648999999998,15.151544,8.552971000000001,9.758763,15.807039999999999,8.849112,10.730506,-58.027590000000004,16.854362,
244,245,0.9929538,14.552833999999999,9.33991595888548,1.00291,1.0,8.505291,,15.807039999999999,1.1770964,11.814239,4900,1.1778487,0.11,1032.6692895889282,1.0,,245.71297,15.137932000000001,8.553336,9.754673,15.807039999999999,8.847708,10.725702,-57.74185,16.884201,
245,246,0.9929538,14.587295999999998,9.35990105328257,1.0029593,1.0,8.518455,,15.807039999999999,1.1749071000000002,15.868848000000002,4920,1.1769975000000001,0.11,1043.942153930664,1.0,,246.72797999999997,15.140913000000001,8.553711,9.7506,15.807039999999999,8.84637,10.720944,-57.44197,16.913895,
246,247,0.9929538,14.621676999999998,9.365211685246203,1.0030043,1.0,8.52693,,15.807039999999999,1.1732678,15.725156,4940,1.1761549,0.11,1060.3596398830414,1.0,,247.74207,15.143289999999999,8.5540905,9.746542999999999,15.807039999999999,8.845077,10.7162285,-57.1451,16.943478,
247,248,0.9929538,14.65598,9.3749383015787,1.0030417,1.0,8.533866,,15.807039999999999,1.1707921000000001,18.696825,4960,1.1753206,0.11,1075.9092698097231,1.0,,248.75435,15.157628,8.554438000000001,9.742502,15.807039999999999,8.843821,10.711514,-56.83865,16.97289,
248,249,0.9929538,14.690195999999998,9.360589595972154,1.0030888,1.0,8.521775,,15.807039999999999,1.172609,18.665697,4980,1.1744937,0.11,1091.791865110397,1.0,,249.76912000000002,15.171728,8.554812,9.738479,15.807039999999999,8.842527,10.706864999999999,-56.534780000000005,17.002436,
249,250,0.9929538,14.724336,9.363038623273109,1.0031314,1.0,8.526631,,15.807039999999999,1.1708602,13.0683155,5000,1.1736741000000002,0.11,1105.5860712528226,1.0,,250.78284,15.163325,8.55517,9.73447,15.807039999999999,8.841264,10.702233,-56.255733,17.03186,
250,251,0.9929538,14.758392,9.358349635455628,1.0031755,1.0,8.519499,,15.807039999999999,1.1706827,12.310905,5020,1.1728629,0.11,1121.4893367290497,1.0,,251.79706000000002,15.151972,8.555507,9.730478,15.807039999999999,8.839982000000001,10.697616,-55.981937,17.06128,
251,252,0.9929538,14.792376,9.396421846144106,1.0031417999999999,1.0,8.552633,,15.807039999999999,1.1504584999999998,13.521292,5040,1.1720589,0.11,1137.7090549468996,1.0,,252.79172000000003,15.145514499999999,8.555332,9.726502,15.807039999999999,8.838842,10.69252,-55.705574,17.089325,
252,253,0.9929538,14.826274,9.354287346078943,1.0031887,1.0,8.516850999999999,,15.807039999999999,1.1701021999999999,20.45646,5060,1.1712623,0.11,1152.8845293521879,1.0,,253.80676,15.166517,8.555681,9.722542,15.807039999999999,8.837569,10.687983000000001,-55.403915000000005,17.118714999999998,
253,254,0.9929538,14.860094,9.352123541691377,1.0032344000000002,1.0,8.517208,,15.807039999999999,1.1691519,14.653955999999999,5080,1.1704727,0.11,1164.8306918144224,1.0,,254.82152999999997,15.164511,8.556022,9.718597,15.807039999999999,8.836308,10.68347,-55.127480000000006,17.148042999999998,
254,255,0.9929538,14.893839999999999,9.375830170801231,1.0032599,1.0,8.537055,,15.807039999999999,1.1635247,12.448062,5100,1.1696906,0.11,1179.4235377311709,1.0,,255.83128,15.153868,8.556285,9.714667,15.807039999999999,8.8351345,10.678913,-54.86189,17.176987,
255,256,0.9929538,14.927510999999999,9.38194168054954,1.0032728000000002,1.0,8.544891999999999,,15.807039999999999,1.1596034,11.609352000000001,5120,1.1689167,0.11,1195.7066736221311,1.0,,256.83783,15.140034,8.556469,9.710753,15.807039999999999,8.834000999999999,10.674309,-54.601654,17.20567,
256,257,0.9929538,14.961098000000002,9.342696745406528,1.0033187,1.0,8.507154,,15.807039999999999,1.1675252,18.31344,5140,1.1681489,0.11,1211.0783841609955,1.0,,257.8529,15.152394000000001,8.5567665,9.706855000000001,15.807039999999999,8.832728,10.669852,-54.317337,17.234892000000002,
257,258,0.9929538,14.994525,9.418270215950947,1.0030691999999999,1.0,8.57502,,15.807039999999999,1.0907373,15.70483,5160,1.1673871,0.11,1225.219028711319,1.0,,258.79184,15.154547,8.554839,9.702971,15.807039999999999,8.831729,10.663214,-54.045596999999994,17.259089000000003,
258,259,0.9929538,15.027967000000002,9.389726464645108,1.0030648000000002,1.0,8.550609,,15.807039999999999,1.1527077,13.096596,5180,1.1666336000000002,0.11,1237.9665904045105,1.0,,259.79376,15.146610999999998,8.5549,9.699103,15.807039999999999,8.830644,10.658583,-53.785812,17.287352,
259,260,0.9929538,15.061329999999998,9.334661691264431,1.003112,1.0,8.498702999999999,,15.807039999999999,1.1654848999999998,16.508368,5200,1.1658861999999999,0.11,1252.8458485603333,1.0,,260.8091,15.151860000000001,8.555172,9.69525,15.807039999999999,8.829367999999999,10.654195,-53.51486,17.316473000000002,
260,261,0.9929538,15.094619,9.364643473484184,1.00315,1.0,8.526283,,15.807039999999999,1.1625432,15.624617,5220,1.1651459,0.11,1267.048140525818,1.0,,261.82214,15.153682,8.555489,9.691411,15.807039999999999,8.828206,10.649882,-53.24938,17.345396,
261,262,0.9929538,15.127832000000001,9.345260365451663,1.0031946,1.0,8.5054455,,15.807039999999999,1.1637278,18.973361999999998,5240,1.1644117,0.11,1281.1437668800356,1.0,,262.83698,15.168272,8.555767999999999,9.687586999999999,15.807039999999999,8.826974,10.645564,-52.97314,17.374397000000002,
262,263,0.9929538,15.160971,9.349741359580019,1.0032370000000002,1.0,8.511397,,15.807039999999999,1.1627427,17.951179999999997,5260,1.1636846,0.11,1296.781506061554,1.0,,263.85135,15.178865,8.55606,9.683777000000001,15.807039999999999,8.825774000000001,10.641288000000001,-52.702895999999996,17.403328,
263,264,0.9929538,15.194030999999999,9.406106343590674,1.0031401,1.0,8.565621,,15.807039999999999,1.1253536,13.617957,5280,1.1629633999999998,0.11,1309.7381029129026,1.0,,264.82898,15.172962,8.555392,9.679982,15.807039999999999,8.824788,10.636084,-52.451232999999995,17.429804,
264,265,0.9929538,15.227023999999998,9.328854701347664,1.0031848,1.0,8.494518,,15.807039999999999,1.1619457,14.555914999999999,5300,1.1622483000000001,0.11,1321.295771360397,1.0,,265.84396,15.170644,8.555627000000001,9.676202,15.807039999999999,8.823542999999999,10.631809,-52.197807,17.458694,
265,266,0.9929538,15.259945000000002,9.312556708995078,1.0032294,1.0,8.479451,,15.807039999999999,1.1614083999999998,9.313784,5320,1.1615403,0.11,1336.2656843662262,1.0,,266.85900000000004,15.148638,8.555797,9.672435,15.807039999999999,8.822249000000001,10.627500999999999,-51.965996000000004,17.487547,
