,Iteration,ReturnStepMax,SqrtESSClassic,URet,IWMean,LQGmu1,ReturnLastEpisode,IWFirstEpisode,ReturnAbsMax,IWLastEpisode,DenMISELogLast,TimestepsSoFar,IWMax,LQGsigma,TimeElapsed,LQGmu01,ReturnMin,IWNorm1,DenMISEMeanLog,MISE,DenMISELogFirst,ReturnMax,ReturnMean,Bound,target_sum_log_mean,IWNorm2,IWMin
10,11,0.9929538,3.3166248999999994,15.698744889124134,,0.141,14.161489999999999,,15.807039999999999,,18.856333,220,,0.11,29.651713848114014,0.014,,1.1e-09,14.498547,,12.858036,15.807039999999999,14.737145000000002,9.532003999999999,-177.49237,3.3166248e-10,
11,12,0.9929538,2.0162876,9.92432042208457,7.2778485e-11,0.184,9.042404,,15.807039999999999,8.7334184e-10,-11.673960000000001,240,8.7334184e-10,0.11,30.999781370162964,0.019,,2.073342e-09,12.237744000000001,6.5809247e-10,12.771025,15.807039999999999,14.262584,15.679351,-231.64182999999997,1.0282968e-09,
12,13,0.9929538,3.6049830000000003,9.744980191858225,5.1518474e-13,0.075,8.8737755,,15.807039999999999,,16.398829,260,6.697401700000001e-12,0.11,32.21505308151245,0.008,,1.3066974e-09,12.483941999999999,4.6585089999999995e-12,12.690982,15.807039999999999,13.84806,8.76955,-76.28405,3.6246978e-10,
13,14,0.9929538,1.0,9.912232544254431,1.6799889,0.077,9.024749,,15.807039999999999,23.519844,11.96877,280,23.519844,0.11,33.844707250595086,0.008,,23.519844,12.378328,15.161477,12.616874000000001,15.807039999999999,13.503538,46.77556,-70.745186,23.519844,
14,15,0.9929538,1.3200517,9.944677248909326,1.6582188999999998,0.078,9.056612,,15.807039999999999,7.656178,4.3754387,300,17.217106,0.11,35.06777834892273,0.008,,24.873282999999997,11.84613,14.981273000000002,12.547881,15.807039999999999,13.207076,38.930397,-66.75161999999999,18.842659,
15,16,0.9929538,1.478286,9.938426423510206,1.5915188,0.08,9.049275999999999,,15.807039999999999,4.591637,14.787407,320,15.812327,0.11,36.502817869186394,0.008,,25.4643,12.043008,14.380173000000001,12.483342,15.807039999999999,12.947213,35.765803999999996,-62.81352,17.225557000000002,
16,17,0.9929538,1.5526818000000002,9.935449670247806,1.5045555,0.082,9.046135000000001,,15.807039999999999,3.6513478999999998,14.305457999999998,340,15.378510999999998,0.11,37.922581672668464,0.008,,25.577442,12.190468,13.593782000000001,12.422718,15.807039999999999,12.717737,33.954735,-59.56661,16.473074,
17,18,0.9929538,1.5528853,9.936268323444821,1.3551486000000001,0.084,9.046004,,15.807039999999999,2.6662903,16.616962,360,14.976651,0.11,39.311941623687744,0.008,,24.392673000000002,12.448565499999999,12.242741,12.36556,15.807039999999999,12.513752,32.601025,-56.778442000000005,15.707969,
18,19,0.9929538,1.5576464,9.924776903299913,1.2848389,0.087,9.037274,,15.807039999999999,4.1013684,12.540201,380,14.874507999999999,0.11,40.70559954643249,0.009,,24.411939999999998,12.459888000000001,11.60507,12.311492,15.807039999999999,12.33078,31.901127000000002,-54.918983,15.672324,
19,20,0.9929538,1.4579165,9.927124969046105,1.0510256000000002,0.091,9.038679,,15.807039999999999,2.2748816,14.748904999999999,400,13.962664000000002,0.11,42.065425634384155,0.009,,21.020514000000002,12.578102000000001,9.491159,12.260199,15.807039999999999,12.166175,31.175584999999998,-53.86455,14.418188,
20,21,0.9929538,1.7056154,9.91122022763595,1.1702062,0.093,9.023374,,15.807039999999999,10.154741,15.364997,420,10.154741,0.11,43.83755588531494,0.009,,24.57433,12.705647,10.563623,12.211409,15.807039999999999,12.016518,29.098915,-51.899879999999996,14.407896,
21,22,0.9929538,2.4513279999999997,9.916410701789287,1.0864924999999999,0.089,9.029233,,15.807039999999999,4.6805296,13.819938,440,5.333483,0.11,45.72991609573364,0.009,,23.902835999999997,12.756852,9.812819500000002,12.164888000000001,15.807039999999999,11.880732,22.709536,-46.6036,9.750974000000001,
22,23,0.9929538,1.7027304,9.923407142627534,0.47383755,0.101,9.035589,,15.807039999999999,0.29742843,13.575444000000001,460,4.5056577,0.11,47.53675484657288,0.01,,10.898264,12.793409,4.2766566,12.120436999999999,15.807039999999999,11.75703,22.843353,-51.942318,6.4004636,
23,24,0.9929538,1.1378528,9.894874423808485,0.9130427,0.108,9.009767,,15.807039999999999,19.18437,16.252434,480,19.18437,0.11,48.86707067489624,0.011,,21.913025,12.915054,8.228069,12.077877,15.807039999999999,11.642560000000001,36.01205,-53.997344999999996,19.258224,
24,25,0.9929538,1.2912242,9.869256394688511,1.7075125,0.11,8.987484,,15.807039999999999,31.640959999999996,10.279218,500,31.640959999999996,0.11,50.41082000732422,0.011,,42.687813,12.798382,15.357122,12.037055,15.807039999999999,11.536358,39.840927,-53.302364000000004,33.05995,
25,26,0.9929538,1.3512138,9.892060150757482,1.3136678999999998,0.115,9.005666999999999,,15.807039999999999,5.113956,17.46681,520,24.486595,0.11,51.996173620224,0.012,,34.155365,12.986405,11.815172,11.997835,15.807039999999999,11.439024,35.211975,-54.81142,25.277542,
26,27,0.9929538,1.622309,9.87488293212261,0.79414135,0.123,8.989733,,15.807039999999999,6.7244635,13.577773,540,11.107191,0.11,53.823649644851685,0.012,,21.441816,13.00935,7.1434836,11.960094,15.807039999999999,11.348309500000001,26.630573,-58.804069999999996,13.216851,
27,28,0.9929538,1.4147235,9.841720514118245,1.0185476999999998,0.128,8.959742,,15.807039999999999,19.448254000000002,13.45234,560,19.448254000000002,0.11,55.61712169647217,0.013,,28.519334999999998,13.014984,9.139992999999999,11.923727,15.807039999999999,11.263002,31.486465000000003,-60.738037,20.158945000000003,
28,29,0.9929538,1.5308868999999998,9.824655216762377,1.173332,0.135,8.9455805,,15.807039999999999,16.310251,6.9395447,580,16.310251,0.11,57.17896628379822,0.014,,34.026627000000005,12.800391000000001,10.510119,11.888636,15.807039999999999,11.183092,31.160946000000003,-64.23776,22.226742,
29,30,0.9929538,2.1012343999999996,9.842980644463072,0.96965253,0.112,8.960929,,15.807039999999999,0.19574559,14.397313,600,7.8283043,0.11,58.944987535476685,0.011,,29.089577000000002,12.852685000000001,8.725489,11.854733,15.807039999999999,11.109019,23.770970000000002,-43.43671,13.844041,
30,31,0.9929538,5.5677642999999994,9.84927933993246,,0.453,8.967335,,15.807039999999999,,3.1960634999999997,620,6.524873299999999e-38,0.11,60.527410984039314,0.049,,3.1e-09,12.537747999999999,1.8677503999999998e-38,11.821944,15.807039999999999,11.039933,5.6780567,-401.87866,5.5677646e-10,
31,32,0.9929538,1.0,9.470143849690595,1.7153859,0.438,8.627172,,15.807039999999999,54.89235,-3.0154397,640,54.89235,0.11,61.98498821258545,0.047,,54.89235,12.020955,14.798929999999999,11.790194999999999,15.807039999999999,10.964535,46.41301,-379.14716,54.89235,
32,33,0.9929538,1.2000917,9.376922467468107,1.3637719,0.422,8.541395,,15.807039999999999,8.473457000000002,7.1778026,660,36.531017,0.11,63.73445248603821,0.045,,45.004475,11.874623,11.743471000000001,11.759423,15.807039999999999,10.891106,38.086525,-356.28976,37.500862,
33,34,0.9929538,1.327977,9.421677772292279,1.2659701,0.405,8.5787,,15.807039999999999,8.579436999999999,15.417105,680,31.071789000000003,0.11,65.12233638763428,0.043,,43.042984000000004,11.978480000000001,10.900953999999999,11.729569999999999,15.807039999999999,10.823094000000001,34.70715,-333.0941,32.41245,
34,35,0.9929538,1.3326796,9.417910185492053,1.0542021000000001,0.387,8.573361,,15.807039999999999,4.3250684999999995,12.144730000000001,700,26.951033000000002,0.11,67.3262927532196,0.041,,36.89707,11.982763,9.079147,11.700583,15.807039999999999,10.758816,32.80134,-310.00415,27.686378,
35,36,0.9929538,1.4169236,9.472955152121887,0.94199944,0.344,8.624088,,15.807039999999999,13.813582,10.808667999999999,720,19.540976999999998,0.11,69.0159842967987,0.036,,33.91198,11.946095,8.124805,11.672412,15.807039999999999,10.699518,30.43658,-265.77087,23.933526999999998,
36,37,0.9929538,1.1691489,9.428643050963343,0.86723834,1.0,8.582771000000001,,15.807039999999999,0.731066,7.7825103,740,27.286021999999996,0.11,70.86188769340517,1.0,,32.08782,11.82782,7.4120774,11.645014,15.807039999999999,10.642309,34.452328,-473.15117999999995,27.44545,
37,38,0.9929538,1.5051434,9.405224331424682,0.67756975,1.0,8.563655,,15.807039999999999,4.917176,13.394226999999999,760,16.128996,0.11,72.33936953544618,1.0,,25.74765,11.860947999999999,5.794711599999999,11.618345,15.807039999999999,10.587608,26.798744,-460.30542,17.106443,
38,39,0.9929538,1.9016868000000002,9.389780464187712,0.761108,1.0,8.549733,,15.807039999999999,8.982405,13.988696,780,11.620958,0.11,73.65007424354553,1.0,,29.68321,11.905488,6.5096435999999995,11.592369999999999,15.807039999999999,10.535355000000001,23.133873,-448.08774000000005,15.608885,
39,40,0.9929538,2.1969478,9.40263232620272,0.7535586999999999,1.0,8.561886,,15.807039999999999,4.829396,14.855858999999999,800,9.182728,0.11,74.59775257110596,1.0,,30.142346999999997,11.9718685,6.44684,11.567052,15.807039999999999,10.486017,20.83684,-436.4748,13.720101999999999,
40,41,0.9929538,2.3601825,9.302032869204423,0.9031078000000001,1.0,8.469389,,15.807039999999999,10.21204,11.492114,820,10.21204,0.11,75.94793462753294,1.0,,37.02742,11.953176,7.705377599999999,11.542359,15.807039999999999,10.436831,21.10014,-425.49213,15.688372,
41,42,0.9929538,2.6187387,9.382904138090698,0.9208393,1.0,8.540152,,15.807039999999999,5.9159904,7.6041265,840,8.375093,0.11,76.93499302864075,1.0,,38.67525,11.846055999999999,7.8595147,11.518262,15.807039999999999,10.391672,19.93177,-415.13797,14.768657000000001,
42,43,0.9929538,2.8220556,9.354299643133466,0.972217,1.0,8.515492,,15.807039999999999,6.8287435,12.067976,860,7.1489515,0.11,78.50126934051514,1.0,,41.805332,11.848341,8.29605,11.494731,15.807039999999999,10.348041,19.49855,-405.15823,14.813787,
43,44,0.9929538,3.0214286,9.375690697683655,0.9917611999999999,1.0,8.538002,,15.807039999999999,5.4638542999999995,12.817851,880,6.2723923,0.11,79.32570433616637,1.0,,43.637493,11.868766,8.464344,11.471741999999999,15.807039999999999,10.306903,18.927633,-395.6202,14.442669,
44,45,0.9929538,3.2069634999999996,9.38984497337242,0.98949486,1.0,8.550980000000001,,15.807039999999999,4.2370276,12.477257,900,5.6145629999999995,0.11,80.91023874282838,1.0,,44.527266999999995,11.881242,8.447218,11.449268,15.807039999999999,10.267882,18.305164,-386.51926000000003,13.884557000000001,
45,46,0.9929538,3.368897,9.409329969481332,0.9666203999999999,1.0,8.56782,,15.807039999999999,2.9186167999999997,19.247099,920,5.102683,0.11,82.82249522209167,1.0,,44.46454,12.040411,8.254436,11.42729,15.807039999999999,10.230926,17.63854,-377.67502,13.198545000000001,
46,47,0.9929538,3.523564,9.34769104568057,0.98920715,1.0,8.511736,,15.807039999999999,4.608553400000001,12.76106,940,4.6930223,0.11,84.53074002265929,1.0,,46.492737,12.054436,8.445053999999999,11.405783999999999,15.807039999999999,10.194346000000001,17.417242,-369.33536000000004,13.194804000000001,
47,48,0.9929538,3.6719462999999997,9.339450443722802,1.0065004000000002,1.0,8.503142,,15.807039999999999,4.31875,14.432464000000001,960,4.3577476,0.11,86.44306421279906,1.0,,48.312016,12.103192,8.590041000000001,11.384730000000001,15.807039999999999,10.159113,17.199665,-361.30972,13.157060000000001,
48,49,0.9929538,3.8040300000000005,9.41429933385783,0.9818494000000001,1.0,8.570041999999999,,15.807039999999999,2.205387,17.902777,980,4.078278500000001,0.11,88.11664390563965,1.0,,48.110620000000004,12.221167,8.381638,11.364111,15.807039999999999,10.126683,16.692318,-353.55453,12.647277,
49,50,0.9929538,3.9423112999999996,9.356211584451136,0.9949344000000001,1.0,8.515929,,15.807039999999999,3.762809,15.876153,1000,3.841758,0.11,89.76389503479004,1.0,,49.74672,12.293467999999999,8.492139,11.343908,15.807039999999999,10.094467999999999,16.511312,-346.1394,12.618669,
50,51,0.9929538,4.078243,9.385754874010336,0.9994122999999999,1.0,8.543688000000001,,15.807039999999999,3.2723262,17.896223000000003,1020,3.6389932999999997,0.11,91.26972913742064,1.0,,50.970028000000006,12.402822500000001,8.531208,11.324105,15.807039999999999,10.064060000000001,16.283096,-338.9782,12.498036,
51,52,0.9929538,4.2062016,9.353142193709877,1.0085388000000002,1.0,8.515779,,15.807039999999999,3.4131915999999998,16.464008,1040,3.4632337,0.11,92.83535170555115,1.0,,52.444019999999995,12.480542999999999,8.608041,11.3046875,15.807039999999999,10.034286,16.124105,-332.11917,12.468262,
52,53,0.9929538,4.3322177,9.397103616511508,1.0056196,1.0,8.556675,,15.807039999999999,2.7219342999999996,16.693825,1060,3.309425,0.11,94.57771182060242,1.0,,53.297844,12.559855,8.584473,11.285639999999999,15.807039999999999,10.006407000000001,15.881908,-325.51895,12.302669999999999,
53,54,0.9929538,4.4516544,9.340043875000587,1.0129656999999999,1.0,8.502367,,15.807039999999999,3.1533403,13.551232999999998,1080,3.1736956000000003,0.11,96.1838836669922,1.0,,54.700146,12.578011,8.645402,11.266948,15.807039999999999,9.978553999999999,15.747048999999999,-319.21857,12.287599,
54,55,0.9929538,4.545306,9.424049457526603,0.989207,1.0,8.5815735,,15.807039999999999,1.3982618,17.041054000000003,1100,3.0530334,0.11,97.79054427146912,1.0,,54.406387,12.659104,8.444018,11.248598,15.807039999999999,9.953154,15.3993435,-313.09866,11.969795,
55,56,0.9929538,4.6593776,9.308995940800846,0.99665004,1.0,8.47728,,15.807039999999999,2.9437134,11.077781,1120,2.945064,0.11,99.90274620056152,1.0,,55.8124,12.630425,8.504661,11.230578999999999,15.807039999999999,9.926798,15.289704,-307.29053,11.97851,
56,57,0.9929538,4.7708316,9.349899504317376,1.0025146999999999,1.0,8.512217999999999,,15.807039999999999,2.8240385,17.890251,1140,2.8478818,0.11,101.79910445213318,1.0,,57.14334,12.722408999999999,8.553861999999999,11.21288,15.807039999999999,9.901981,15.180396,-301.56735,11.977648,
57,58,0.9929538,4.879382,9.331260858837402,1.0077119,1.0,8.495722,,15.807039999999999,2.7511687,11.6728945,1160,2.759951,0.11,103.91732692718506,1.0,,58.44729,12.704139,8.596647,11.195488000000001,15.807039999999999,9.877736,15.075763,-296.14923,11.97842,
58,59,0.9929538,4.9854374,9.338051412462363,1.0120081,1.0,8.501843,,15.807039999999999,2.6648922,8.496669,1180,2.6800082,0.11,105.61835741996764,1.0,,59.708473,12.632749,8.632159,11.178393,15.807039999999999,9.854416,14.973444,-290.96915,11.976577,
59,60,0.9929538,5.089509,9.3692431481624,1.0147078999999999,1.0,8.52993,,15.807039999999999,2.5350804,14.923779999999999,1200,2.6070108,0.11,107.22488594055176,1.0,,60.882477,12.6709385,8.655356,11.161586999999999,15.807039999999999,9.83234,14.866973999999999,-285.8554,11.962348,
60,61,0.9929538,5.1865225,9.415595207956292,1.0052505999999999,1.0,8.572375,,15.807039999999999,1.7541645000000001,18.805075,1220,2.5400949,0.11,108.87119841575623,1.0,,61.32028199999999,12.771557000000001,8.576054,11.145058,15.807039999999999,9.811686,14.671482999999998,-280.85175,11.823005,
61,62,0.9929538,5.2868114,9.400091639252539,1.0038763000000002,1.0,8.559016999999999,,15.807039999999999,2.157902,19.390678,1240,2.4785266,0.11,110.8229911327362,1.0,,62.240334,12.878237,8.565437,11.128797,15.807039999999999,9.791481,14.545238500000002,-275.99677,11.772755,
62,63,0.9929538,5.384435,9.369669113815856,1.0065031999999998,1.0,8.528138,,15.807039999999999,2.3564152999999997,13.458273000000002,1260,2.4216936000000002,0.11,112.84517097473145,1.0,,63.40970600000001,12.887353,8.587825,11.112797,15.807039999999999,9.771428,14.459207999999999,-271.3886,11.776483,
63,64,0.9929538,5.479674299999999,9.323512561027526,1.0097327,1.0,8.491222,,15.807039999999999,2.3662967999999998,14.672070999999999,1280,2.3690674,0.11,115.14023423194885,1.0,,64.62289399999999,12.915194999999999,8.613978,11.097048,15.807039999999999,9.751425,14.383314000000002,-266.90546,11.7932,
64,65,0.9929538,5.573453400000001,9.363060386034242,1.0119514,1.0,8.523937,,15.807039999999999,2.2780187,11.771264,1300,2.3201966,0.11,117.5348424911499,1.0,,65.77685,12.897611999999999,8.632775,11.081544000000001,15.807039999999999,9.732541000000001,14.305036999999999,-262.60547,11.801812,
65,66,0.9929538,5.665749,9.380978589390264,1.0132285,1.0,8.539446,,15.807039999999999,2.1900911,19.09808,1320,2.2746972999999997,0.11,119.23202657699585,1.0,,66.873085,12.991610000000001,8.644061,11.066277000000001,15.807039999999999,9.714463,14.223920999999999,-258.32535,11.803044,
66,67,0.9929538,5.7560105,9.3517682968025,1.0153591999999998,1.0,8.516285,,15.807039999999999,2.2187536,19.032861999999998,1340,2.2322285,0.11,121.0331699848175,1.0,,68.02906,13.081853,8.66184,11.051239,15.807039999999999,9.696581,14.154201,-254.17377000000002,11.818787,
67,68,0.9929538,5.844787999999999,9.352665973178784,1.0171895,1.0,8.515055,,15.807039999999999,2.1764116000000002,15.432606,1360,2.1924987000000002,0.11,123.54057383537292,1.0,,69.16888399999999,13.116532999999999,8.677041000000001,11.036424,15.807039999999999,9.679206,14.085976,-250.19756,11.834285000000001,
68,69,0.9929538,5.932422,9.377371991741194,1.0179166,1.0,8.540445,,15.807039999999999,2.078607,13.284667,1380,2.1552488999999997,0.11,125.86956143379213,1.0,,70.236244,13.119109,8.683631,11.021825,15.807039999999999,9.662702000000001,14.012665,-246.36832,11.839387,
69,70,0.9929538,6.018279,9.303932781030998,1.0196030999999999,1.0,8.469144,,15.807039999999999,2.1201357999999995,12.766161,1400,2.1202571,0.11,127.348397731781,1.0,,71.37222,13.114220000000001,8.69623,11.007436,15.807039999999999,9.645650999999999,13.94924,-242.65567000000001,11.8592415,
70,71,0.9929538,6.102943,9.354424395561812,1.0208652,1.0,8.5189495,,15.807039999999999,2.0708686999999997,14.328560000000001,1420,2.0873237000000002,0.11,129.3637976646423,1.0,,72.48143,13.1315,8.706778,10.993252,15.807039999999999,9.629782,13.886915,-239.02594,11.8764715,
71,72,0.9929538,6.1864724,9.374940890699936,1.0216448,1.0,8.534744,,15.807039999999999,2.0162446,21.355022,1440,2.0562704,0.11,131.491774559021,1.0,,73.558426,13.245911999999999,8.713664999999999,10.979265,15.807039999999999,9.6145735,13.82386,-235.3998,11.890205,
72,73,0.9929538,6.268917,9.39524690753667,1.0203751,1.0,8.555655,,15.807039999999999,1.845702,14.158617999999999,1460,2.0269407999999998,0.11,133.5048761367798,1.0,,74.48738,13.258622,8.703575,10.965472,15.807039999999999,9.600067,13.746564999999999,-231.9728,11.882017,
73,74,0.9929538,6.350150599999999,9.378147703587292,1.0207224,1.0,8.53858,,15.807039999999999,1.9359640999999999,13.875794,1480,1.9991961999999999,0.11,135.366685628891,1.0,,75.533455,13.267154000000001,8.706832,10.951866,15.807039999999999,9.585723,13.685308,-228.64157000000003,11.894751,
74,75,0.9929538,6.4301925,9.372371388322724,1.0213294,1.0,8.531283,,15.807039999999999,1.9348991000000002,16.467888000000002,1500,1.9729129,0.11,137.4902420043945,1.0,,76.5997,13.310026,8.712098,10.938443,15.807039999999999,9.571664,13.628604999999999,-225.36465,11.912505,
75,76,0.9929538,6.5090127,9.306536139643509,1.0223457,1.0,8.469952000000001,,15.807039999999999,1.9478293999999998,14.828454999999998,1520,1.9479761000000002,0.11,139.32071375846866,1.0,,77.69827,13.330210000000001,8.719281,10.925198,15.807039999999999,9.557167,13.576251999999998,-222.19547000000003,11.937028999999999,
76,77,0.9929538,6.587024,9.375188170248228,1.0226403,1.0,8.535009,,15.807039999999999,1.8770164,13.851582999999998,1540,1.9242848000000001,0.11,141.62399792671204,1.0,,78.74331,13.337198,8.722002999999999,10.912125999999999,15.807039999999999,9.543892999999999,13.521451,-219.12175,11.954307,
77,78,0.9929538,6.663975,9.368687347550829,1.0231932,1.0,8.529753,,15.807039999999999,1.8793968999999997,20.713901999999997,1560,1.9017501,0.11,144.5798256397247,1.0,,79.809074,13.431992000000001,8.72679,10.899222,15.807039999999999,9.53089,13.470818,-216.03883,11.976197,
78,79,0.9929538,6.7399507,9.351140130192297,1.0238146000000001,1.0,8.515007,,15.807039999999999,1.8691262999999998,11.664335000000001,1580,1.8802861000000002,0.11,146.9284918308258,1.0,,80.88135,13.409844,8.731806,10.886483,15.807039999999999,9.518032,13.422357,-213.14858999999998,12.000288000000001,
79,80,0.9929538,6.815133599999999,9.376978448631638,1.0239713,1.0,8.535046000000001,,15.807039999999999,1.8174164000000002,16.336857000000002,1600,1.8598216,0.11,149.37280082702637,1.0,,81.91771,13.446665,8.733333,10.873904,15.807039999999999,9.505744,13.372139,-210.27255,12.019971,
80,81,0.9929538,6.889411,9.37264921036266,1.024229,1.0,8.531391000000001,,15.807039999999999,1.8096336,16.937839999999998,1620,1.8402869,0.11,151.86551761627197,1.0,,82.96255500000001,13.490001000000001,8.735631,10.861483,15.807039999999999,9.493715,13.324423999999999,-207.46016,12.042039,
81,82,0.9929538,6.962931,9.387188783503117,1.0238123,1.0,8.546969,,15.807039999999999,1.7395642,14.108804999999998,1640,1.8216207999999998,0.11,154.46172499656674,1.0,,83.95260999999999,13.497785,8.732498,10.849212,15.807039999999999,9.482169,13.272839000000001,-204.75133,12.057078,
82,83,0.9929538,7.0354466,9.290623985386134,1.0243789,1.0,8.457825,,15.807039999999999,1.8040679,15.450335,1660,1.8040679,0.11,156.7990894317627,1.0,,85.023445,13.521541000000001,8.735814,10.8370905,15.807039999999999,9.469828,13.229357,-202.0912,12.085011,
83,84,0.9929538,7.1071954,9.320380086601348,1.0248716,1.0,8.486614999999999,,15.807039999999999,1.7857964,15.592213000000001,1680,1.7869616999999998,0.11,159.32053494453433,1.0,,86.08922,13.546429000000002,8.739177,10.825114,15.807039999999999,9.458122,13.187356,-199.49284,12.112967,
84,85,0.9929538,7.177631,9.410246160349212,1.0223423,1.0,8.56888,,15.807039999999999,1.517081,17.683935,1700,1.7705699000000001,0.11,161.9272222518921,1.0,,86.89909,13.595347,8.718391,10.81328,15.807039999999999,9.447661,13.122919,-196.9329,12.106933,
85,86,0.9929538,7.2479186,9.320303244227828,1.0228443,1.0,8.484772999999999,,15.807039999999999,1.7536911,14.541993,1720,1.7548453999999998,0.11,164.79252028465268,1.0,,87.96461500000001,13.6065645,8.72183,10.801584,15.807039999999999,9.436465,13.083644999999999,-194.46736,12.136535,
86,87,0.9929538,7.3175015,9.312114551528893,1.0233016,1.0,8.480656,,15.807039999999999,1.7390997,13.559601999999998,1740,1.7397517,0.11,166.63297343254092,1.0,,89.02724,13.606242000000002,8.724838,10.790023,15.807039999999999,9.425478,13.0451765,-192.06989,12.166344,
87,88,0.9929538,7.3864098,9.334559286177189,1.0236923,1.0,8.499325,,15.807039999999999,1.7227871,17.061655,1760,1.7252485,0.11,168.84373569488525,1.0,,90.08491500000001,13.645726999999999,8.727675999999999,10.778595,15.807039999999999,9.414954,13.0077095,-189.68721000000002,12.196035,
88,89,0.9929538,7.454662299999999,9.345694131190614,1.0240139000000001,1.0,8.508984,,15.807039999999999,1.7064127,16.527332,1780,1.7113034,0.11,171.97388672828674,1.0,,91.13724,13.678327,8.730133,10.767294999999999,15.807039999999999,9.404775,12.97098,-187.3642,12.225535,
89,90,0.9929538,7.522278999999999,9.353660763833764,1.0242724,1.0,8.5162525,,15.807039999999999,1.6905549,17.668116,1800,1.6978838,0.11,176.4456992149353,1.0,,92.184525,13.722884,8.732197,10.756122,15.807039999999999,9.394902,12.934923,-185.08023,12.254866999999999,
90,91,0.9929538,7.589355499999999,9.389982877291354,1.0237399,1.0,8.549551,,15.807039999999999,1.60859,14.024272,1820,1.6849617,0.11,179.49978613853455,1.0,,93.16034,13.726423,8.728117999999998,10.745071000000001,15.807039999999999,9.3856125,12.8937,-182.88703999999998,12.275132000000001,
91,92,0.9929538,7.6557417,9.361720717295764,1.0239153,1.0,8.523425999999999,,15.807039999999999,1.6607113000000002,16.78274,1840,1.6725093999999998,0.11,182.3034379482269,1.0,,94.20021,13.759864000000002,8.7296,10.734142,15.807039999999999,9.376241,12.859060000000001,-180.71121000000002,12.304518,
