,URet,TimestepsSoFar,DenMISELogLast,LQGsigma,LQGmu1,ReturnLastEpisode,IWMax,ReturnMin,ReturnStepMax,ReturnMean,IWFirstEpisode,SqrtESSClassic,IWLastEpisode,DenMISEMeanLog,Iteration,ReturnAbsMax,IWMean,IWNorm2,TimeElapsed,MISE,DenMISELogFirst,IWNorm1,LQGmu01,Bound,IWMin,ReturnMax,target_sum_log_mean
0,17.497854397219367,20,13.511501,0.11,0.997,15.807039999999999,,,0.99233466,15.807039999999999,,1.0,,13.511501,1,15.807039999999999,,1e-10,0.34881591796875,,13.511501,1e-10,0.32,1.5886673,,15.807039999999999,-1068.516
1,9.444017119258,40,-9.903487,0.11,0.997,8.608342,1.7086695e-19,,0.99233466,12.207691,,1.4142135,1.7086695e-19,1.4574337,2,15.807039999999999,8.5433475e-20,1.4142136e-10,14.391168355941772,7.3544059999999995e-19,12.818355,2e-10,0.32,1.1233575,,15.807039999999999,-560.81647
2,9.357533310929476,60,13.889163,0.11,0.997,8.519454,1.5,,0.99233466,10.978278999999999,,1.0,1.5,5.331033000000001,3,15.807039999999999,0.5,1.5,14.533186674118042,4.259727,12.4128895,1.5,0.32,5.8483944,,15.807039999999999,-369.11276000000004
3,9.349345311296524,80,15.842417999999999,0.11,0.997,8.514177,1.333334,,0.99233466,10.362252999999999,,1.4142135,1.333334,7.844484,4,15.807039999999999,0.6666666,1.885618,14.66374945640564,5.677877,12.125207000000001,2.6666665000000003,0.32,6.801234200000001,,15.807039999999999,-272.80203
4,9.320908297065099,100,9.997811,0.11,0.997,8.4897,1.25,,0.99233466,9.987743,,1.7320508000000001,1.25,8.211707,5,15.807039999999999,0.75,2.1650636000000003,14.83682131767273,6.380833,11.902063,3.75,0.32,7.298050999999999,,15.807039999999999,-216.19742999999997
5,9.360986810277963,120,18.250675,0.11,0.997,8.519156,1.2,,0.99233466,9.742977999999999,,2.0,1.2,9.844505999999999,6,15.807039999999999,0.8,2.4,15.027218341827393,6.8084983999999995,11.719742,4.8,0.32,7.602832,,15.807039999999999,-177.09236
6,9.342529711258434,140,12.730482,0.11,0.997,8.508499,1.166667,,0.99233466,9.566625,,2.236068,1.166667,10.228843,7,15.807039999999999,0.83333343,2.6087463,15.217189073562622,7.091831699999999,11.565591,5.833334,0.32,7.8023050000000005,,15.807039999999999,-149.95279
7,9.374537785161252,160,14.974279999999998,0.11,0.997,8.5366,1.1428573,,0.99233466,9.437872,,2.4494898,1.1428573,10.801525999999999,8,15.807039999999999,0.857143,2.7994173,15.467046022415161,7.2982283,11.43206,6.857144,0.32,7.946799,,15.807039999999999,-129.3202
8,9.347410026813852,180,12.651157000000001,0.11,0.997,8.513926,1.1250006000000001,,0.99233466,9.33521,,2.6457512000000003,1.1249995000000002,10.991367,9,15.807039999999999,0.87499976,2.9764692999999998,15.95188808441162,7.4501867,11.314277,7.8749975999999995,0.32,8.050647,,15.807039999999999,-113.53254
9,9.457765322130069,200,14.138475,0.11,0.997,8.611085000000001,1.1111116,,0.99233466,9.262797,,2.828427,1.1111106000000002,11.293700999999999,10,15.807039999999999,0.88888854,3.1426957000000004,16.276880025863647,7.579175,11.208917,8.888885499999999,0.32,8.140854,,15.807039999999999,-100.7549
