,target_sum_log_mean,IWMax,IWLastEpisode,Bound,DenMISELogLast,IWMin,IWNorm2,TimestepsSoFar,URet,LQGsigma,ReturnAbsMax,ReturnStepMax,ReturnMax,LQGmu1,DenMISELogFirst,LQGmu01,DenMISEMeanLog,MISE,TimeElapsed,Iteration,IWFirstEpisode,ReturnMin,SqrtESSClassic,ReturnMean,IWNorm1,ReturnLastEpisode,IWMean
0,13.673501000000002,1.1758598999999998,1.1758598999999998,20.175531,13.511501,,1.1758598999999998,20,17.497854397219367,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.094,13.511501,-0.009,13.511501,18.586864000000002,0.24141716957092285,1,1.1758598999999998,,1.0,15.807039999999999,1.1758598999999998,15.807039999999999,1.1758598999999998
1,16.920654000000003,1.8848319,1.8848319,24.244865,19.531605,,2.174008,40,17.065959785496393,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.092,13.595778,-0.009,16.563692,23.08128,4.878998994827271,2,1.0833831,,1.3653194,15.606457,2.9682150000000003,15.405872,1.4841075000000001
2,16.138292,2.0461452,1.1483221000000001,22.682236,14.124149,,2.5598557,60,16.835353063075033,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.089,13.623194,-0.009,15.845804999999999,21.718079,5.291436195373535,3,1.023478,,1.6477277,15.47066,4.217944999999999,15.199067000000001,1.4059817
3,16.167534,2.824922,0.91617906,22.390621,16.117838,,3.2337425,80,17.405045206783782,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.084,13.629045499999998,-0.008,15.982460999999999,21.464306,5.6356730461120605,4,0.83647203,,1.7150385,15.531160999999999,5.545993,15.712665,1.3864982
4,14.907453,1.691087,1.6134772,20.191589999999998,9.323835,,2.9195867,100,16.535465329336773,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.086,13.595794,-0.009,14.701666000000001,19.459122,5.955838918685912,5,0.9579468000000001,,2.1689222000000004,15.414929,6.3323565,14.950004000000002,1.2664713
5,15.529867999999999,2.2765267000000002,2.2765267000000002,22.752782999999997,17.825682,,3.9109957000000004,120,16.0146716116945,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.082,13.58876,-0.008,15.257489000000001,22.043646,6.357659339904785,6,0.7746334,,2.2402849999999996,15.247284,8.7617445,14.409051000000002,1.4602908
6,15.133285999999998,1.8401237000000001,1.2570603999999999,20.365427,12.528672,,3.6066716,140,16.95146937808148,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.082,13.556035000000001,-0.008,14.919042000000001,19.73682,6.866852521896362,7,0.8328686,,2.5272799,15.256366,9.115067999999999,15.310866,1.3021526
7,14.844477,2.3050406000000003,0.49743050000000005,17.445843,15.170121,,3.8142319,160,17.107309864671077,0.11,15.807039999999999,0.99233466,15.807039999999999,-0.074,13.534923000000001,-0.007,14.981834,16.764032,7.300128221511841,8,0.4183168,,2.3300729,15.280432999999999,8.887438000000001,15.448898999999999,1.1109296999999998
8,-42.970993,1.7044826e-20,1.0680888e-25,0.52955574,11.544003,,3e-10,180,16.666713461140624,0.11,15.807039999999999,0.99233466,15.807039999999999,0.038,13.468107,0.004,14.607701,2.9184606e-20,7.754357099533081,9,2.4768824000000002e-24,,3.0,15.256893,8.999999599999999e-10,15.068581,1.8943712e-21
9,-37.9374,13.219928,13.219928,14.067535000000001,0.7850878000000001,,13.219928,200,10.361910007395783,0.11,15.807039999999999,0.99233466,15.807039999999999,0.038,13.362747,0.004,13.130617,12.478868499999999,8.117107152938843,10,4.0551722e-24,,1.0,14.675148000000002,13.219928,9.439438,1.3219928
10,-31.98817,9.515724,5.8866879999999995,14.204188,19.206272,,11.189375,220,10.024621311589769,0.11,15.807039999999999,0.99233466,15.807039999999999,0.037,13.267437,0.004,13.672888,13.050071,8.587468385696411,11,8.065626e-24,,1.3765212,14.170770000000001,15.402412,9.12698,1.4002193
