,ReturnMean,ReturnStepMax,DenMISEMeanLog,IWFirstEpisode,IWMin,IWNorm2,ReturnMax,DenMISELogFirst,ReturnAbsMax,Iteration,MISE,LQGmu01,TimestepsSoFar,DenMISELogLast,IWMax,IWNorm1,LQGmu1,target_sum_log_mean,ReturnMin,Bound,IWLastEpisode,SqrtESSClassic,URet,TimeElapsed,ReturnLastEpisode,LQGsigma,IWMean
0,15.058442000000001,0.9625284,18.60218,,,1e-10,15.058442000000001,18.60218,15.058442000000001,1,,-1.0,20,18.60218,,1e-10,-1.0,-503.26215,,1.5134303999999998,,1.0,16.687925283112616,0.11456871032714845,15.058442000000001,0.11,
1,15.745342,0.9725072,10.876511,,,1.9999981,16.432243,17.909032999999997,16.432243,2,16.432228,-1.0,40,3.8439879999999995,1.9999981,1.9999981,-1.0,-249.3625,,18.08373,1.9999981,1.0,18.144616846529182,5.865803480148315,16.432243,0.11,0.99999905
2,16.061422,0.9994924999999999,14.1328,,,2.122179,16.693579999999997,17.503569,16.693579999999997,3,16.569670000000002,-1.0,60,20.76316,1.501215,3.0012142999999996,-1.0,-159.1852,,17.756031,1.501215,1.4142135,18.410639791196687,6.043322563171388,16.693579999999997,0.11,1.0004046999999998
3,16.20422,0.9994924999999999,15.202739000000001,,,2.310411,16.693579999999997,17.215887,16.693579999999997,4,16.593441000000002,-1.0,80,18.464403,1.3348721000000001,4.001748600000001,-1.0,-114.70068,,17.562101000000002,1.3335438,1.7320505000000002,18.349048840230136,6.388833045959473,16.632611999999998,0.11,1.0004370999999999
4,16.273348000000002,0.9994924999999999,14.871493,,,2.501082,16.693579999999997,16.992743,16.693579999999997,5,16.584286,-1.0,100,13.575710999999998,1.2517141999999999,5.0021629999999995,-1.0,-89.00062,,17.423170000000002,1.250217,1.9999996,18.262410792615803,6.623520374298097,16.549856,0.11,1.0004326
5,16.303709,0.9994924999999999,15.171645999999999,,,2.6842651,16.693579999999997,16.810420999999998,16.693579999999997,6,16.558872,-1.0,120,16.69109,1.2017889,6.0021987,-1.0,-71.35488000000001,,17.309193,1.1999358999999998,2.2360678,18.153816248917284,7.066725730895996,16.455510999999998,0.11,1.0003664
6,16.32749,0.9994924999999999,15.708331,,,2.8617972999999997,16.693579999999997,16.656271,16.693579999999997,7,16.562454000000002,-1.0,140,18.94144,1.1733742,7.0099279999999995,-1.0,-58.43238,,17.247401999999997,1.1733742,2.4494846000000003,18.176032776138502,7.5097620487213135,16.470182,0.11,1.0014184000000002
7,16.360043,0.9994924999999999,15.482285999999998,,,3.0282915,16.693579999999997,16.52274,16.693579999999997,8,16.570960999999997,-1.0,160,13.908573,1.1510236,8.012081,-1.0,-49.37267,,17.2051,1.1428508,2.6457431000000002,18.2966126635777,7.865051031112671,16.58791,0.11,1.0015101
8,16.38639,0.9994924999999999,15.974522,,,3.1873035,16.693579999999997,16.404957,16.693579999999997,9,16.579995999999998,-1.0,180,19.91863,1.134407,9.015022,-1.0,-41.660090000000004,,17.17318,1.1261136999999999,2.8284166,18.316565271922464,8.29851770401001,16.597186999999998,0.11,1.0016691999999998
9,16.411095,0.9994924999999999,15.755948000000002,,,3.3389146,16.693579999999997,16.299595,16.693579999999997,10,16.58902,-1.0,200,13.793282999999999,1.1214752000000001,10.016702,-1.0,-36.103905,,17.148277,1.1112758999999999,2.9999874,18.343542845848482,8.569231986999513,16.63342,0.11,1.0016701
10,16.42527,0.9994924999999999,15.874875,,,3.4841866,16.693579999999997,16.204285000000002,16.693579999999997,11,16.588894,-1.0,220,17.067495,1.1111212,11.017914,-1.0,-31.261225,,17.119453,1.1,3.1622627,18.282009273010143,8.981364250183105,16.567028,0.11,1.0016285
11,16.440512,0.9994924999999999,16.065039000000002,,,3.6238537,16.693579999999997,16.117273,16.693579999999997,12,16.592215,-1.0,240,18.159388,1.1026383999999998,12.018905,-1.0,-27.135382,,17.098083,1.090909,3.3166086999999997,18.321912465053003,9.333799362182617,16.608158,0.11,1.0015754000000001
12,16.455528,0.9994924999999999,15.688126,,,3.758486,16.693579999999997,16.037231,16.693579999999997,13,16.597038,-1.0,260,11.167103,1.0955653,13.0197115,-1.0,-24.182701,,17.081371,1.0833366000000002,3.4640841,18.351209621169353,9.569318532943727,16.635754000000002,0.11,1.0015162
13,16.46957,0.9994924999999999,15.806804000000001,,,3.884789,16.693579999999997,15.963123000000001,16.693579999999997,14,16.585895999999998,-1.0,280,17.351110000000002,1.0886434,14.006663,-1.0,-21.211470000000002,,17.05123,1.0647117,3.6055144999999995,18.37009553020612,10.19383192062378,16.652094,0.11,1.000476
14,16.477673,0.9994924999999999,15.969253,,,4.0106687999999995,16.693579999999997,15.894131,16.693579999999997,15,16.586037,-1.0,300,18.245588,1.0827128000000001,15.006416,-1.0,-18.576384,,17.034443,1.0714386,3.7416244,18.30531022108957,10.735303163528444,16.59113,0.11,1.0004277
15,16.483347,0.9994924999999999,16.004911,,,4.129049299999999,16.693579999999997,15.829592000000002,16.693579999999997,16,16.569508,-1.0,320,16.541601,1.076492,15.991547,-1.0,-16.378320000000002,,17.00271,1.0526427,3.8729367,18.27888602277347,11.151206970214844,16.56845,0.11,0.99947166
16,16.488707,0.9994924999999999,16.119589,,,4.247978,16.693579999999997,15.768968,16.693579999999997,17,16.570010999999997,-1.0,340,17.956806,1.0709870000000001,16.991768,-1.0,-14.35506,,16.989456,1.061597,3.999966,18.279160845592557,11.814953804016113,16.574465,0.11,0.9995158000000002
17,16.491660999999997,0.9994924999999999,16.234762,,,4.3639410000000005,16.693579999999997,15.711808999999999,16.693579999999997,18,16.569366,-1.0,360,18.194876,1.0661322,17.992882,-1.0,-12.54352,,16.976288,1.0588245,4.1230807,18.256455372919948,12.683900356292725,16.5419,0.11,0.9996045
18,16.497004999999998,0.9994924999999999,16.322687,,,4.4769154,16.693579999999997,15.657742,16.693579999999997,19,16.57153,-1.0,380,17.907239999999998,1.0618279,18.993862,-1.0,-10.937974,,16.966986,1.0555558999999999,4.2426224,18.308097205141088,13.365756511688232,16.593172,0.11,0.99967694
19,16.502229999999997,0.9994924999999999,16.35207,,,4.5870809999999995,16.693579999999997,15.606448,16.693579999999997,20,16.57368,-1.0,400,16.912022,1.0579545,19.994564,-1.0,-9.5428915,,16.958588,1.0524238000000001,4.3588862,18.309138979344986,13.714987754821776,16.60149,0.11,0.9997282
20,16.50724,0.9994924999999999,16.37885,,,4.6947255,16.693579999999997,15.557657999999998,16.693579999999997,21,16.576029000000002,-1.0,420,16.915928,1.0544753999999998,20.995409,-1.0,-8.280598,,16.951189000000003,1.0499998,4.4721269999999995,18.32038752072073,14.100999116897585,16.607426,0.11,0.99978137
21,16.512419,0.9994924999999999,16.245241,,,4.800519,16.693579999999997,15.511138,16.693579999999997,22,16.58066,-1.0,440,13.440801,1.0516995,21.998701,-1.0,-7.291015,,16.94678,1.0504996000000002,4.582567,18.33488114749888,14.707504510879517,16.621212,0.11,0.99994093
22,16.518204,0.99991244,15.886016,,,4.905428400000001,16.693579999999997,15.466686,16.693579999999997,23,16.590622,-1.0,460,7.984091800000001,1.0553828,23.0084,-1.0,-6.624549000000001,,16.948324,1.0553828,4.690396,18.36032072137296,15.271200895309448,16.645477,0.11,1.0003653000000001
23,16.523432,0.99991244,15.960972,,,5.0090437,16.693579999999997,15.424126999999999,16.693579999999997,24,16.60258,-1.0,480,17.68554,1.0564744,24.022308,-1.0,-5.6092887000000005,,16.952420999999998,1.0548214,4.7957873,18.355407385399307,15.710057020187378,16.643665,0.11,1.0009295
24,16.521465,0.99991244,16.068935,,,5.108304,16.693579999999997,15.383304999999998,16.693579999999997,25,16.59916,-1.0,500,18.660034,1.0572555000000001,25.025154,-1.0,-4.6367407,,16.941637,1.0400774,4.8989162,18.18157765992788,15.951619625091553,16.474266,0.11,1.0010061
25,16.523678,0.9999405000000001,16.100231,,,5.2059565,16.693579999999997,15.344084,16.693579999999997,26,16.601063,-1.0,520,16.882421,1.0579833,26.029348000000002,-1.0,-3.807383,,16.936623,1.0403533,4.9999166,18.290272112261945,16.2435781955719,16.578957,0.11,1.0011288
26,16.5256,0.9999405000000001,16.261013000000002,,,5.301697,16.693579999999997,15.306344000000001,16.693579999999997,27,16.602304,-1.0,540,20.441048000000002,1.0586448999999998,27.032907,-1.0,-2.9077306,,16.931348999999997,1.0384619000000002,5.098916,18.28527376198901,16.6946702003479,16.575645,0.11,1.0012188
27,16.530628,0.9999405000000001,16.257204,,,5.3956919999999995,16.693579999999997,15.269976000000002,16.693579999999997,28,16.606642,-1.0,560,16.153858,1.0592386999999999,28.036171000000003,-1.0,-2.2255096,,16.929537,1.0370506,5.1960287,18.38317419856576,17.239884376525882,16.666382000000002,0.11,1.0012919
28,16.534092,0.99997485,16.352064000000002,,,5.4930654,16.693579999999997,15.234884,16.693579999999997,29,16.624332,-1.0,580,19.007534,1.0613197,29.06545,-1.0,-1.4911219999999998,,16.941414,1.0594852,5.2912989999999995,18.35070372916812,17.847962856292728,16.631052,0.11,1.0022569
