,ReturnMean,ReturnStepMax,DenMISEMeanLog,IWFirstEpisode,IWMin,IWNorm2,ReturnMax,DenMISELogFirst,ReturnAbsMax,Iteration,MISE,LQGmu01,TimestepsSoFar,DenMISELogLast,IWMax,IWNorm1,LQGmu1,target_sum_log_mean,ReturnMin,Bound,IWLastEpisode,SqrtESSClassic,URet,TimeElapsed,ReturnLastEpisode,LQGsigma,IWMean
29,16.5382,0.99997485,16.1721,,,5.5795608,16.693579999999997,15.200982999999999,16.693579999999997,30,16.614285,-1.0,600,10.951585000000001,1.0618005,30.045234999999998,-1.0,-1.075826,,16.925856,1.0099319,5.3848743,18.369644155860122,18.441785097122192,16.657329999999998,0.11,1.0015079
30,16.538996,0.99997485,15.991124,,,5.6684465,16.693579999999997,15.168192999999999,16.693579999999997,31,16.612773999999998,-1.0,620,10.560887,1.0621246000000002,31.045551,-1.0,-0.6993398000000001,,16.91911,1.0312584999999999,5.4769063,18.271827220998603,18.98322916030884,16.562895,0.11,1.0014694
31,16.53862,0.99997485,15.961667000000002,,,5.7562823,16.693579999999997,15.136445000000002,16.693579999999997,32,16.611109,-1.0,640,15.047611999999999,1.0624103999999999,32.04763,-1.0,-0.20615196,,16.912464,1.0322561,5.567418,18.23230337637304,19.6406888961792,16.526922,0.11,1.0014884
32,16.539865,0.99997485,16.004935999999997,,,5.8477926,16.693579999999997,15.105673000000001,16.693579999999997,33,16.625162,-1.0,660,17.388592000000003,1.0638206000000001,33.0775,-1.0,0.32885790000000004,,16.921776,1.0573735,5.656408,18.29826916765095,20.282831668853763,16.579746,0.11,1.0023484
33,16.540148000000002,0.99997485,16.080460000000002,,,5.934511,16.693579999999997,15.075820000000002,16.693579999999997,34,16.628096,-1.0,680,18.570837,1.0653242,34.08814,-1.0,0.8666252000000001,,16.920182999999998,1.0351535,5.7440515,18.254521926233227,20.870027065277103,16.549511,0.11,1.0025923
34,16.540619,0.99997485,16.15725,,,6.018746,16.693579999999997,15.046832,16.693579999999997,35,16.627654999999997,-1.0,700,18.76611,1.0666396999999999,35.091568,-1.0,1.3790239,,16.915419,1.0273291,5.8303785,18.26355126912118,21.454531908035282,16.556553,0.11,1.0026163000000001
35,16.543556,0.99997485,16.110329,,,6.1003875999999995,16.693579999999997,15.018661499999999,16.693579999999997,36,16.625885,-1.0,720,14.465910000000001,1.0675495000000002,36.086517,-1.0,1.7432573,,16.90951,1.0192721,5.9154468,18.35702952539672,22.03438711166382,16.646418,0.11,1.0024033
36,16.546670000000002,0.99997485,16.038603,,,6.182373999999999,16.693579999999997,14.991261999999999,16.693579999999997,37,16.628408,-1.0,740,13.4545555,1.0683876,37.090034,-1.0,2.0606666000000002,,16.908068,1.0277768,5.999319,18.37626134128336,22.335474014282227,16.658777,0.11,1.0024334000000001
37,16.546185,0.99997485,16.055262,,,6.2632449999999995,16.693579999999997,14.964594,16.693579999999997,38,16.627146,-1.0,760,16.66968,1.0691674,38.09328,-1.0,2.4459557999999997,,16.903001999999997,1.0269841999999998,6.0820355,18.225263771806567,22.912912845611572,16.528223,0.11,1.0024548
38,16.546,0.99997485,16.095098,,,6.3421507,16.693579999999997,14.938619000000001,16.693579999999997,39,16.623793,-1.0,780,17.606806,1.0697396000000001,39.090767,-1.0,2.835354,,16.895996,1.0210875,6.1636453,18.241932329786767,23.59694314002991,16.53899,0.11,1.0023273000000001
39,16.545244,0.99997485,16.197636,,,6.421769,16.693579999999997,14.913301,16.693579999999997,40,16.62434,-1.0,800,20.194689999999998,1.0704049999999998,40.098735999999995,-1.0,3.2702139999999997,,16.893032,1.0309329,6.2441883,18.225044992588177,24.422260284423828,16.515741000000002,0.11,1.0024683
40,16.540369000000002,0.99997485,16.015303,,,6.500529,16.693579999999997,14.888608999999999,16.693579999999997,41,16.620867,-1.0,820,8.7199,1.0711596,41.107407,-1.0,3.4039924,,16.88618,1.0307137,6.323702,18.046491515875847,24.99829769134521,16.345407,0.11,1.0026196
41,16.540218,0.99997485,15.982175,,,6.577436,16.693579999999997,14.864510999999998,16.693579999999997,42,16.619896,-1.0,840,14.621598,1.0718657,42.110240000000005,-1.0,3.6717730000000004,,16.881956,1.0243031999999999,6.4022274,18.233566090678263,25.69041037559509,16.534008,0.11,1.0026248
42,16.53967,0.99997485,15.999335,,,6.6529765,16.693579999999997,14.840981,16.693579999999997,43,16.617369,-1.0,860,16.717833,1.0724536,43.109992999999996,-1.0,3.9757648000000003,,16.876291000000002,1.0209513000000001,6.4798055,18.224825547073102,26.699062824249268,16.516683999999998,0.11,1.002558
43,16.537453,0.99997485,16.005054,,,6.727353599999999,16.693579999999997,14.817991000000001,16.693579999999997,44,16.612460000000002,-1.0,880,16.248749,1.0728966,44.10768,-1.0,4.2552185,,16.868354999999998,1.0188405999999999,6.556468499999999,18.13669542050322,27.46177411079407,16.442099,0.11,1.0024472
44,16.54024,0.99997485,16.009745000000002,,,6.7950788,16.693579999999997,14.795518,16.693579999999997,45,16.598167,-1.0,900,16.21395,1.0724721000000002,45.065945,-1.0,4.5205946,,16.851143,0.98094636,6.632144500000001,18.382504174241507,28.454347848892212,16.662817,0.11,1.0014654
45,16.542795,0.99997485,16.037495,,,6.868211,16.693579999999997,14.773539999999999,16.693579999999997,46,16.599451000000002,-1.0,920,17.285059,1.07206,46.065796,-1.0,4.7985883000000005,,16.8496,1.0222216999999998,6.707103,18.37162577909736,29.30110287666321,16.657792999999998,0.11,1.0014304
46,16.545769,0.99997485,15.840917999999999,,,6.9405727,16.693579999999997,14.752032999999999,16.693579999999997,47,16.601215,-1.0,940,6.797242,1.0716572,47.065643,-1.0,4.841596,,16.848629000000003,1.0217437,6.7812333,18.404197632823337,30.06919527053833,16.682535,0.11,1.0013967
47,16.544138,0.99997485,15.851710999999998,,,7.012184599999999,16.693579999999997,14.730979999999999,16.693579999999997,48,16.59832,-1.0,960,16.357860000000002,1.0712566000000001,48.065468,-1.0,5.081981,,16.843086,1.0212648000000002,6.8545637,18.167964079950842,30.714642763137817,16.46753,0.11,1.0013639
48,16.54648,0.99997485,15.878468,,,7.091008,16.693579999999997,14.710360999999999,16.693579999999997,49,16.617698999999998,-1.0,980,17.161684,1.0730870000000001,49.11874,-1.0,5.3299866,,16.85991,1.0730870000000001,6.9269050000000005,18.376413377621905,31.67271852493286,16.658878,0.11,1.0024233
49,16.546406,0.99997485,15.951618,,,7.162026400000001,16.693579999999997,14.690157999999998,16.693579999999997,50,16.61812,-1.0,1000,19.53381,1.0737523000000002,50.12458,-1.0,5.6146226,,16.857847,1.0241244,6.998659,18.25152581391105,32.84359121322632,16.542725,0.11,1.0024916
50,16.54684,0.99997485,15.83351,,,7.2278533,16.693579999999997,14.670354999999999,16.693579999999997,51,16.608635,-1.0,1020,9.925968,1.0739201999999999,51.09839,-1.0,5.699081,,16.845955,0.99275935,7.069649000000001,18.282162264498968,34.155666589736946,16.568592000000002,0.11,1.0019292
51,16.547161,0.99997485,15.767218,,,7.296889299999999,16.693579999999997,14.650936999999999,16.693579999999997,52,16.608192000000003,-1.0,1040,12.384495,1.0740842,52.09973,-1.0,5.828079,,16.843173999999998,1.0203089,7.1399919999999995,18.27258825086684,34.976468563079834,16.56345,0.11,1.001918
52,16.547220000000003,0.99997485,15.745220999999999,,,7.358747500000001,16.693579999999997,14.631888,16.693579999999997,53,16.59255,-1.0,1060,14.599744,1.0734718,53.053169999999994,-1.0,5.993096400000001,,16.825266,0.9734063000000001,7.209538,18.263842247350585,35.70503568649292,16.5504,0.11,1.0010031
53,16.549044,0.99997485,15.827828,,,7.4262570000000006,16.693579999999997,14.613195999999999,16.693579999999997,54,16.593363,-1.0,1080,20.205185,1.0728803,54.052535999999996,-1.0,6.2566370000000004,,16.823872,1.0188679,7.2785706999999995,18.361023775900613,36.461586236953735,16.6456,0.11,1.0009728999999998
54,16.548134,0.99997485,15.791146,,,7.493346000000001,16.693579999999997,14.594848,16.693579999999997,55,16.591839,-1.0,1100,13.809560000000001,1.0723196000000002,55.053259999999995,-1.0,6.394329,,16.820202,1.0198331,7.346953,18.204585283954273,37.44259905815125,16.499132,0.11,1.0009683
55,16.550398,0.99997485,15.77885,,,7.559684299999999,16.693579999999997,14.576829,16.693579999999997,56,16.593225,-1.0,1120,15.101714999999999,1.0717778,56.052826,-1.0,6.5501504,,16.819502,1.018317,7.4147050000000005,18.393603734128515,38.84157419204712,16.674866,0.11,1.0009433
56,16.550655,0.99997485,15.770959,,,7.6254287,16.693579999999997,14.559129,16.693579999999997,57,16.592562,-1.0,1140,15.328288,1.0712506000000002,57.05226,-1.0,6.704471000000001,,16.816807,1.0178568000000001,7.481843,18.277752884525327,39.83723258972168,16.56503,0.11,1.0009168
57,16.552292,0.99997485,15.758071,,,7.6906133,16.693579999999997,14.541738,16.693579999999997,58,16.593335999999997,-1.0,1160,15.022793,1.0707378,58.051704,-1.0,6.848198399999999,,16.815604999999998,1.0175443000000002,7.5483839999999995,18.356897332217894,40.548171758651726,16.645617,0.11,1.0008914
58,16.553148,0.99997485,15.765141,,,7.755254300000001,16.693579999999997,14.524643,16.693579999999997,59,16.593353,-1.0,1180,16.174454,1.0702314,59.05116999999999,-1.0,7.0065669999999995,,16.813696,1.0172405999999998,7.6143436,18.319110266461387,41.284400224685676,16.602762,0.11,1.0008671999999998
59,16.552217000000002,0.99997485,15.776345000000001,,,7.811257400000001,16.693579999999997,14.507836,16.693579999999997,60,16.574023999999998,-1.0,1200,16.43657,1.06883,59.98678,-1.0,7.1629467,,16.792498000000002,0.9539683000000001,7.679529,18.206279892721764,42.58750772476196,16.497396,0.11,0.99977964
60,16.553473999999998,0.99997485,15.785607,,,7.880403500000001,16.693579999999997,14.491306,16.693579999999997,61,16.586195,-1.0,1220,16.341751000000002,1.0680882,61.028084,-1.0,7.314341000000001,,16.802841,1.0582511000000001,7.7442839999999995,18.348349393195807,43.60972285270691,16.6289,0.11,1.0004604
61,16.552849,0.99997485,15.75079,,,7.943471400000001,16.693579999999997,14.475045999999999,16.693579999999997,62,16.58485,-1.0,1240,13.626657999999999,1.0673692,62.027443000000005,-1.0,7.416416000000001,,16.799711,1.016394,7.808606599999999,18.22346654961666,44.590927839279175,16.514572,0.11,1.0004426
62,16.551641,0.99997485,15.821174,,,8.006049,16.693579999999997,14.459045000000001,16.693579999999997,63,16.58295,-1.0,1260,20.18466,1.0666712999999999,63.02684,-1.0,7.619341400000001,,16.79607,1.0161295,7.872402,18.18972606565388,45.795096635818474,16.476837,0.11,1.000426
63,16.551569,0.99997485,15.82585,,,8.068227,16.693579999999997,14.443297,16.693579999999997,64,16.582397,-1.0,1280,16.120075,1.0659919,64.0269,-1.0,7.7524223,,16.793817999999998,1.0165598,7.935683999999999,18.25232577834016,46.81790328025818,16.547087,0.11,1.0004203
64,16.552313,0.99997485,15.854068,,,8.129856,16.693579999999997,14.4277935,16.693579999999997,65,16.582539,-1.0,1300,17.659751999999997,1.0653313,65.02638,-1.0,7.905081699999999,,16.7923,1.0156664,7.998466499999999,18.31555390936901,48.06996393203735,16.59999,0.11,1.0004059
65,16.551609,0.99997485,15.825294,,,8.191015,16.693579999999997,14.412526000000002,16.693579999999997,66,16.581210000000002,-1.0,1320,13.954787,1.0646853,66.0258,-1.0,7.996974000000001,,16.789348999999998,1.0153846,8.06076,18.212994650696512,48.94774341583252,16.505722,0.11,1.000391
66,16.552782,0.99997485,15.760664000000002,,,8.251729,16.693579999999997,14.397488000000001,16.693579999999997,67,16.58182,-1.0,1340,11.494797,1.064052,67.02526,-1.0,8.049408,,16.788376,1.0151511,8.122572,18.344252284740623,50.158546924591064,16.63016,0.11,1.000377
67,16.553091000000002,0.99997485,15.686119,,,8.312004,16.693579999999997,14.382673,16.693579999999997,68,16.58158,-1.0,1360,10.691372,1.0634371999999999,68.024765,-1.0,8.088478,,16.786587,1.0149286,8.183919,18.282415529645366,51.63786602020264,16.57387,0.11,1.0003642
68,16.552504000000003,0.99997485,15.754129,,,8.371834,16.693579999999997,14.368073999999998,16.693579999999997,69,16.580420999999998,-1.0,1380,20.378510000000002,1.0628328000000002,69.02415500000001,-1.0,8.266805,,16.783915,1.0146208,8.244807000000002,18.22203585025961,53.106798887252815,16.512504999999997,0.11,1.0003501000000001
69,16.551767,0.99997485,15.707593,,,8.431252,16.693579999999997,14.353685,16.693579999999997,70,16.579147,-1.0,1400,12.496363,1.0622451000000002,70.02365,-1.0,8.327433000000001,,16.78116,1.014492,8.30525,18.211586170413927,54.29834032058716,16.500895,0.11,1.0003378
70,16.550520000000002,0.99997485,15.684326,,,8.49006,16.693579999999997,14.3395,16.693579999999997,71,16.576998,-1.0,1420,14.055465,1.0616436000000002,71.02153,-1.0,8.408287,,16.777561,1.0126594,8.365256,18.168726605449642,55.39262008666992,16.463238,0.11,1.0003033000000001
71,16.552172,0.99997485,15.666670000000002,,,8.548658,16.693579999999997,14.325515,16.693579999999997,72,16.57819,-1.0,1440,14.412935999999998,1.0610545,72.021034,-1.0,8.4918785,,16.777336,1.0140848,8.424835,18.380692339268684,56.57039833068848,16.669594,0.11,1.0002921999999999
72,16.55304,0.99997485,15.653988,,,8.606862,16.693579999999997,14.311720999999999,16.693579999999997,73,16.5786,-1.0,1460,14.740563,1.0604818999999999,73.02056999999999,-1.0,8.577666,,16.776358,1.0138896000000002,8.483994500000001,18.3292972049996,58.18281626701355,16.615423,0.11,1.0002818000000002
73,16.551207,0.99997485,15.675616,,,8.6646805,16.693579999999997,14.298116,16.693579999999997,74,16.576298,-1.0,1480,17.254362,1.0599157,74.02015,-1.0,8.695103999999999,,16.772694,1.0136981,8.542745,18.124055475470385,59.467618703842156,16.417423,0.11,1.0002723
74,16.551588,0.99997485,15.707303,,,8.722114,16.693579999999997,14.284692999999999,16.693579999999997,75,16.576245999999998,-1.0,1500,18.051966,1.059368,75.01971400000001,-1.0,8.820041,,16.77131,1.0135144,8.601092999999999,18.28996489773531,60.59002733230591,16.579815,0.11,1.0002629
75,16.5516,0.99997485,15.699776000000002,,,8.779788,16.693579999999997,14.271447,16.693579999999997,76,16.576988,-1.0,1520,15.13507,1.0588893,76.02455,-1.0,8.903375,,16.770748,1.0185734,8.659041,18.266163768408717,61.006757497787476,16.552462,0.11,1.0003229999999999
76,16.55149,0.99997485,15.743616000000001,,,8.836482,16.693579999999997,14.258375,16.693579999999997,77,16.576458,-1.0,1540,19.075235,1.0584248,77.02416,-1.0,9.035647,,16.768938000000002,1.0131588,8.716609,18.256862562585926,61.417269706726074,16.543331,0.11,1.0003138
77,16.551758,0.99997485,15.756413,,,8.892835,16.693579999999997,14.245472,16.693579999999997,78,16.576351000000003,-1.0,1560,16.741595999999998,1.0579706,78.02391999999999,-1.0,9.134609,,16.767576000000002,1.013155,8.773796,18.285667644816307,61.849831819534295,16.572101999999997,0.11,1.0003065999999998
78,16.55122,0.99997485,15.826073000000001,,,8.951765,16.693579999999997,14.232732999999998,16.693579999999997,79,16.580757000000002,-1.0,1580,21.259214,1.0578436000000002,79.04913,-1.0,9.288561,,16.770751999999998,1.0382481,8.830564,18.221328956116132,62.24967169761658,16.509281,0.11,1.0006219
79,16.550583,0.99997485,15.787714999999999,,,9.006872999999999,16.693579999999997,14.220154,16.693579999999997,80,16.578709,-1.0,1600,12.756964,1.0576478,80.044106,-1.0,9.332019,,16.767498,1.0079122999999999,8.887003,18.213460279587235,62.66462111473084,16.500427,0.11,1.0005513000000001
80,16.55038,0.99997485,15.745848,,,9.062172,16.693579999999997,14.207730999999999,16.693579999999997,81,16.578093,-1.0,1620,12.396006,1.0574563,81.04381,-1.0,9.370002000000001,,16.765697,1.0125,8.943089,18.244567875744806,63.14628028869629,16.534167999999998,0.11,1.0005409
81,16.551018,0.99997485,15.796119000000001,,,9.116366000000001,16.693579999999997,14.195460999999998,16.693579999999997,82,16.57694,-1.0,1640,19.867662,1.0571598,82.03662,-1.0,9.498092999999999,,16.763384,1.0055332000000001,8.998828999999999,18.317753756063038,63.5742928981781,16.602655,0.11,1.0004466
82,16.55026,0.99997485,15.815975,,,9.170876,16.693579999999997,14.18334,16.693579999999997,83,16.575571,-1.0,1660,17.443892,1.0568513000000002,83.03519,-1.0,9.593961,,16.760873999999998,1.011128,9.054227000000001,18.1974088613112,64.57127380371094,16.488062,0.11,1.0004239
83,16.549374,0.99997485,15.766465,,,9.225195,16.693579999999997,14.171364,16.693579999999997,84,16.574327,-1.0,1680,11.65664,1.056543,84.03497,-1.0,9.618661999999999,,16.758509,1.0122365,9.10929,18.181080245274398,66.01155924797058,16.475798,0.11,1.0004164
84,16.547933999999998,0.99997485,15.773055,,,9.273889,16.693579999999997,14.159529999999998,16.693579999999997,85,16.562948000000002,-1.0,1700,16.326310999999997,1.0556506,84.98518,-1.0,9.69713,,16.746032999999997,0.9629277,9.163921,18.12728460769552,67.38583874702454,16.426926,0.11,0.9998256999999999
85,16.54796,0.99997485,15.752284,,,9.327892,16.693579999999997,14.147832999999999,16.693579999999997,86,16.563309,-1.0,1720,13.986923999999998,1.0548153,85.98785,-1.0,9.74718,,16.745312,1.0144620999999998,9.218357000000001,18.25412232982716,68.5818829536438,16.550158,0.11,0.9998587
86,16.5495,0.99997485,15.748266000000001,,,9.390989,16.693579999999997,14.136272,16.693579999999997,87,16.581121,-1.0,1740,15.402887,1.0977437,87.07355,-1.0,9.813251,,16.762072,1.0977437,9.272032000000001,18.403250899378673,69.91659450531006,16.681908,0.11,1.0008453000000002
87,16.550207,0.99997485,15.778448000000001,,,9.444142,16.693579999999997,14.124844,16.693579999999997,88,16.58155,-1.0,1760,18.40356,1.0983878,88.07392,-1.0,9.911010000000001,,16.761457,1.0114944,9.325772,18.323184894904557,71.33896327018738,16.611877,0.11,1.0008401
88,16.550451000000002,0.99997485,15.784039499999999,,,9.496994,16.693579999999997,14.113544000000001,16.693579999999997,89,16.581507000000002,-1.0,1780,16.275448,1.099007,89.07425,-1.0,9.982657000000001,,16.76039,1.0113633,9.379205,18.281810112853808,72.5404529571533,16.57198,0.11,1.0008342
89,16.549189000000002,0.99997485,15.812416,,,9.546598,16.693579999999997,14.102371,16.693579999999997,90,16.574821,-1.0,1800,18.337107,1.0989683000000001,90.04655,-1.0,10.075308999999999,,16.752695000000003,0.9837081,9.432317999999999,18.142175733002762,74.08275771141051,16.436754,0.11,1.0005171
90,16.54808,0.99997485,15.6228285,,,9.598016000000001,16.693579999999997,14.091320999999999,16.693579999999997,91,16.572032999999998,-1.0,1820,-1.4405202,1.0987482,91.03888,-1.0,9.948805,,16.748917000000002,1.0038213,9.485177,18.148911885905,75.44702529907227,16.448395,0.11,1.0004271999999998
