,IWMean,Bound,ReturnStepMax,ReturnMean,ReturnMin,IWFirstEpisode,IWLastEpisode,LQGmu1,SqrtESSClassic,IWMin,TimeElapsed,Iteration,DenMISELogLast,URet,DenMISELogFirst,LQGmu01,IWNorm1,MISE,TimestepsSoFar,ReturnLastEpisode,DenMISEMeanLog,LQGsigma,ReturnMax,IWNorm2,target_sum_log_mean,IWMax,ReturnAbsMax
0,,31.289016999999998,0.99262077,15.644507999999998,,,,0.458,1.0,,0.20767521858215326,1,17.102016,17.332240856619553,17.102016,0.049,1e-10,,20,15.644507999999998,17.102016,0.11,15.644507999999998,1e-10,-591.4348,,15.644507999999998
1,1.5386822999999997e-29,22.124676,0.99262077,12.177525,,,3.0773645999999995e-29,0.458,1.4142135,,5.416588544845581,2,-9.903487,9.553992583671665,16.408869,0.049,2e-10,1.3402754999999998e-28,40,8.710541000000001,3.2526908,0.11,15.644507999999998,1.4142136e-10,-333.4946,3.0773645999999995e-29,15.644507999999998
2,,18.064724,0.99262077,10.991158500000001,,,,-0.456,1.7320506999999998,,5.5252325534820566,3,10.233627,9.466179879546036,16.003404999999997,-0.049,3e-10,,60,8.618428,5.30936,0.11,15.644507999999998,1.7320508999999999e-10,-2003.8317,,15.644507999999998
3,,16.511663000000002,0.9999329,12.3712845,,,,-0.456,2.0,,5.587855100631714,4,-10.596635000000001,18.277621593424143,15.715722,-0.049,4e-10,,80,16.511663000000002,1.1170993,0.11,16.511663000000002,2e-10,-1533.6860000000001,,16.511663000000002
4,0.008470386,34.250217,0.9999392,13.314748999999999,,,,1.0,1.0,,5.638283729553223,5,19.27197,18.86761141848965,15.4925785,0.606,0.04235193,0.073001415,100,17.088607999999997,4.5695586,0.11,17.088607999999997,0.04235193,-622.8100599999999,0.04235193,17.088607999999997
5,0.008399244,34.249603,0.9999392,12.559522,,,,1.0,1.0,,5.767324924468994,6,-11.0021,9.62440044433178,15.310257,0.606,0.05039546599999999,0.072388284,120,8.783379,1.8237534,0.11,17.088607999999997,0.05039546599999999,-545.2664,0.05039546599999999,17.088607999999997
6,0.5043587,37.885883,0.9999392,11.973923,,,3.4722059,1.0,1.0166487,,5.924494504928589,7,12.798402000000001,9.292158092186963,15.156106,0.606,3.530511,4.2683573,140,8.460329,3.2606256,0.11,17.088607999999997,3.4726953999999997,-465.36502,3.4722059,17.088607999999997
7,0.43654499999999996,30.753656,0.9999392,11.549164999999999,,,0.77376515,1.0,1.263583,,6.085849523544312,8,15.603007999999999,9.416776407126124,15.022575,0.606,3.4923599999999997,3.7057947999999996,160,8.575863,4.737973,0.11,17.088607999999997,2.763855,-405.27612,2.6525111,17.088607999999997
8,0.46264946,25.297398,0.9999392,11.217967,,,1.0553607,1.0,1.6001263000000001,,6.202446222305298,9,20.456968,9.41093806981763,14.904792,0.606,4.163844999999999,3.9383214,180,8.568379,6.4228206,0.11,17.088607999999997,2.602198,-357.96643,2.2410316000000003,17.088607999999997
9,0.5688103,22.683567,0.9999392,10.948792999999998,,,1.753238,1.0,1.9160099,,6.283636331558228,10,8.881833,9.365008787086587,14.799432000000001,0.606,5.6881027,4.8458643,200,8.526228999999999,6.616488499999999,0.11,17.088607999999997,2.968723,-321.22542999999996,1.9936178,17.088607999999997
10,0.6429385,21.15458,0.9999392,10.728883999999999,,,1.6448343,1.0,2.1804075000000003,,6.3530261516571045,11,15.5784025,9.369556973885944,14.704122,0.606,7.072323299999999,5.4798884,220,8.529800999999999,7.392668,0.11,17.088607999999997,3.2435787,-290.56167999999997,1.828454,17.088607999999997
11,0.6943148,20.081694,0.9999392,10.545919999999999,,,1.5289781,1.0,2.4133081,,6.429942607879639,12,14.087136,9.372613162150424,14.61711,0.606,8.331778,5.919717299999999,240,8.533317,7.921048599999999,0.11,17.088607999999997,3.45243,-265.1389,1.7103734,17.088607999999997
12,0.7075034,19.087410000000002,0.9999392,10.393023,,,1.1282755,1.0,2.6185482,,6.502263307571411,13,12.481457,9.399888412199688,14.537067,0.606,9.197544,6.035438,260,8.558255,8.24843,0.11,17.088607999999997,3.5124595000000003,-243.7742,1.6217552,17.088607999999997
13,0.75185627,18.581121,0.9999392,10.256895,,,1.5437899,1.0,2.8079224,,6.576659679412843,14,15.212021,9.32272670762826,14.462959,0.606,10.525988,6.409413,280,8.487219,8.725118,0.11,17.088607999999997,3.7486748999999997,-225.24417000000003,1.552794,17.088607999999997
14,0.7626170999999999,17.945823999999998,0.9999392,10.143361,,,1.1402683999999998,1.0,2.9869745,,6.706083536148071,15,12.95687,9.39803445243334,14.393967000000002,0.606,11.439257000000001,6.5037384000000005,300,8.553907,8.990722,0.11,17.088607999999997,3.8297136,-209.35536000000002,1.4976029,17.088607999999997
15,0.79153085,17.582731,0.9999392,10.041471000000001,,,1.4211076,1.0,3.1547916000000003,,7.025902509689331,16,12.721416,9.347572604324338,14.329428,0.606,12.664494,6.7493005,320,8.513098,9.209124000000001,0.11,17.088607999999997,4.0143676,-195.45358000000002,1.4524322,17.088607999999997
16,0.81287295,17.241885999999997,0.9999392,9.952158,,,1.3521833,1.0,3.3147559999999996,,7.300372362136841,17,14.166857,9.364636960574991,14.268804000000001,0.606,13.81884,6.931258000000001,340,8.523164999999999,9.488501,0.11,17.088607999999997,4.168886,-183.10521,1.4147792,17.088607999999997
17,0.8321255,16.954449,0.9999392,9.872396,,,1.3528632,1.0,3.4663962999999995,,7.6468138694763175,18,17.256779,9.354285692891224,14.211645,0.606,14.978259,7.0948668,360,8.516451,9.9096575,0.11,17.088607999999997,4.3209887,-171.95721,1.3829129,17.088607999999997
18,0.84835654,16.696312,0.9999392,9.800905,,,1.3310497,1.0,3.6113968,,8.052746057510376,19,15.583013000000001,9.350870392330243,14.157577499999999,0.606,16.118774,7.2326,380,8.514043,10.19938,0.11,17.088607999999997,4.4633074,-162.07162,1.3555933999999998,17.088607999999997
19,0.8600788,16.444511,0.9999392,9.737475,,,1.2695756999999999,1.0,3.7510536,,8.56437873840332,20,15.182198999999999,9.370902328206594,14.106284,0.606,17.201576,7.3331466,400,8.532336,10.440889,0.11,17.088607999999997,4.5857987,-153.19699,1.3319118,17.088607999999997
20,0.8601514000000001,16.136894,0.9999392,9.6814375,,,1.0410211999999999,1.0,3.8832138,,8.987364530563353,21,8.547965,9.400272217347553,14.057494,0.606,18.063179,7.335623700000001,420,8.56066,10.344037,0.11,17.088607999999997,4.6516056,-145.49294,1.3111874,17.088607999999997
