,IWLastEpisode,MISE,Bound,ReturnStepMax,ReturnMin,DenMISELogFirst,TimeElapsed,URet,LQGsigma,ReturnMax,ReturnMean,LQGmu1,TimestepsSoFar,SqrtESSClassic,LQGmu01,ReturnLastEpisode,target_sum_log_mean,IWNorm1,ReturnAbsMax,IWNorm2,IWMax,IWMean,IWFirstEpisode,Iteration,DenMISEMeanLog,IWMin,DenMISELogLast
0,0.82275486,13.00532,44.6194,0.99233466,,13.511501,0.46342825889587397,17.497854397219367,0.11,15.807039999999999,15.807039999999999,-0.081,20,1.0,-0.008,15.807039999999999,13.316404,0.82275486,15.807039999999999,0.82275486,0.82275486,0.82275486,0.82275486,1,13.511501,,13.511501
1,2.4380467,24.853154999999997,49.862133,0.99233466,,13.418703,13.91474723815918,16.773360491635653,0.11,15.807039999999999,15.474008999999999,-0.08,40,1.2641093,-0.008,15.140977,16.692566,3.2473001,15.807039999999999,2.5688446,2.4380467,1.6236501,0.80925333,2,16.352789,,19.286875
2,1.4585883999999998,22.721565,42.829136,0.99233466,,13.353009,14.851386785507202,16.436948480025478,0.11,15.807039999999999,15.261657999999999,-0.077,60,1.5722476,-0.008,14.836955,15.920345999999999,4.501686,15.807039999999999,2.8632169,2.370168,1.5005621,0.67292976,3,15.638907999999999,,13.885241500000001
3,1.1259892,20.920242000000002,39.835815000000004,0.99233466,,13.267705,15.474977493286133,17.104999926687604,0.11,15.807039999999999,15.305681,-0.072,80,1.6713256999999997,-0.007,15.43775,15.887402999999999,5.509165,15.807039999999999,3.2962844,2.862002,1.3772912,0.40731767,4,15.79244,,15.935235999999998
4,2.519775,21.312414,38.087790000000005,0.99233466,,13.141532999999999,16.235315799713135,16.050897039073106,0.11,15.807039999999999,15.14751,-0.068,100,1.8845526999999997,-0.007,14.514821,14.607121,7.128455000000001,15.807039999999999,3.7825712999999994,2.519775,1.425691,0.30180153,5,14.518664000000001,,9.185772
5,2.7143755,12.416859,31.766499,0.99233466,,13.01782,17.485044956207275,15.368617611006243,0.11,15.807039999999999,14.926697,-0.052,120,1.633833,-0.005,13.82264,13.740611,5.193601,15.807039999999999,3.1787832000000003,2.7143755,0.86560017,0.011762725,6,15.095445000000002,,17.686420000000002
6,4.8415194,21.795282,39.24481,0.99233466,,12.865628,18.644517183303837,15.808073220667158,0.11,15.807039999999999,14.834581,-0.054,140,1.8117443,-0.005,14.281893,13.830485000000001,10.628873,15.807039999999999,5.8666515,4.8415194,1.5184103999999998,0.024500549,7,14.429529,,10.606071
7,1.8305641e-33,6.232626e-29,11.177265,0.99233466,,12.735591000000001,19.58936548233032,16.047409586957073,0.11,15.807039999999999,14.791379999999998,0.063,160,2.828427,0.006,14.488960999999998,-63.378563,8e-10,15.807039999999999,2.8284272e-10,3.2673756999999996e-29,4.11813e-30,7.4399519999999994e-34,8,14.457296,,14.327214999999999
8,,1.2864078e-13,10.538027,0.99233466,,12.617807,20.45364546775818,10.174351288327221,0.11,15.807039999999999,14.179122,-0.205,180,3.0,-0.021,9.28106,-125.88993,9.0007324e-10,15.807039999999999,3.0002442e-10,7.324374000000001e-14,8.138195e-15,7.324374000000001e-14,9,11.62579,,-10.084006
9,0.02266542,0.5302358,30.43375,0.9995347,,12.512447,21.72521138191223,18.004000411780677,0.11,16.253088,14.3865185,-0.121,200,1.0870353000000001,-0.012,16.253088,-39.212795,0.3349577,16.253088,0.30813876,0.30727600000000005,0.03349577,0.30727600000000005,10,9.217441,,-11.509445
10,12.917072000000001,19.575344,51.63729,0.9995347,,12.447402,22.85412430763245,18.089609084713505,0.11,16.351007,14.565107999999999,-0.124,220,1.0199635,-0.012,16.351007,-35.51683,13.176963,16.351007,12.919054,12.917072000000001,1.1979057,0.22378781,11,9.679597,,15.221224
11,5.3830656999999995,19.595914999999998,43.156113,0.9995347,,12.38053,23.66155767440796,17.565486630164628,0.11,16.351007,14.673335,-0.128,240,1.3880197,-0.013,15.863824,-33.676308,14.546004,16.351007,10.479682,8.990556,1.212167,0.11352972,12,10.058433,,14.382629000000001
12,4.102945,19.855267,40.395515,0.9995347,,12.309904,24.150429010391235,18.13036361167309,0.11,16.39101,14.805465,-0.135,260,1.5959895,-0.014,16.39101,-34.03994,15.870239000000002,16.39101,9.943825,8.507055000000001,1.2207876,0.024601627,13,10.654475999999999,,17.823448000000003
13,0.05497708,5.041108,31.331303000000002,0.9995347,,12.237687,25.17902445793152,17.952351059856234,0.11,16.39101,14.906588000000001,-0.165,280,1.2469295,-0.017,16.2212,-49.57267,4.320158999999999,16.39101,3.4646377999999998,3.4198122000000004,0.30858278,3.4351615e-06,14,11.031511,,15.892614000000002
14,0.46963420000000006,7.8929524,30.813145000000002,0.9995347,,12.1686945,26.773634433746338,18.57160347827233,0.11,16.809362,15.033439000000001,-0.157,300,1.4667732,-0.016,16.809362,-40.118332,7.239167,16.809362,4.9354377000000005,4.768422599999999,0.48261115,7.703208000000001e-05,15,10.809371,,8.38321
15,9.081553999999999,14.991544000000001,38.217648,0.9997609000000001,,12.104161,27.85473442077637,18.381340448288466,0.11,16.809362,15.132812,-0.176,320,1.4474543,-0.018,16.623398,-48.483154,14.409622,16.809362,9.955148,9.081553999999999,0.9006014000000001,6.344591e-08,16,11.034392,,14.940529000000002
16,7.161186,19.569689999999998,38.41944,0.9997609000000001,,12.043536,28.730782508850094,18.247672198198146,0.11,16.809362,15.213395000000002,-0.182,340,1.7835104,-0.018,16.502728,-47.966827,20.024387,16.809362,11.227513,7.161186,1.1779051,7.2350437e-09,17,11.212722,,14.281582
17,4.0151386,21.960548,38.969826,0.9997609000000001,,11.986378,30.025977849960327,18.06470130884676,0.11,16.809362,15.275216,-0.193,360,1.9764938000000003,-0.02,16.326178,-50.924009999999996,23.824524,16.809362,12.053933,7.2791004,1.3235847,5.7410419999999996e-11,18,11.485445,,16.089570000000002
18,5.1346765,20.874159,35.819435,0.9998745000000001,,11.932311,30.94566583633423,18.42281763925188,0.11,16.809362,15.348374,-0.191,380,2.2494544999999997,-0.019,16.665233999999998,-46.6288,23.89724,16.809362,10.623571,5.1697445,1.2577493999999998,1.2068593000000001e-10,19,11.550052,,12.5449505
19,5.598789,17.647434,34.117354999999996,0.9998745000000001,,11.881018,31.8386013507843,18.33049405668129,0.11,16.809362,15.410009,-0.219,400,2.0412192,-0.022,16.581073999999997,-59.359455000000004,21.19064,16.809362,10.381364,6.205817,1.0595318999999999,1.3658573e-16,20,11.708341,,14.566629999999998
20,4.318058000000001,21.686239999999998,35.044216,0.9998745000000001,,11.832228,32.820512056350715,18.40864172654299,0.11,16.809362,15.469029999999998,-0.206,420,2.5167527,-0.021,16.649439,-48.324259999999995,27.388432,16.809362,10.882448,5.166575,1.304211,1.3339266999999999e-13,21,11.883128,,15.409003
21,1.1703668,1.1202971000000002,28.151688,0.9999243,,11.785707,33.736183881759644,18.55756734971124,0.11,16.809362,15.529086999999999,-0.274,440,1.243692,-0.028,16.790281,-84.39371,1.4696763000000002,16.809362,1.1817043,1.1703668,0.06680346,1.148309e-30,22,11.980899,,13.824285999999999
22,4.081103,3.0049071,36.679848,0.9999243,,11.741256,34.70783233642578,18.657922824102034,0.11,16.886198,15.588092000000001,-0.324,460,1.0028939000000001,-0.034,16.886198,-109.38946000000001,4.09293,16.886198,4.0811195,4.081103,0.17795347,,23,11.996171,,13.244693
23,15.171829999999998,16.131826,41.558918,0.9999243,,11.698696,35.76128363609314,18.863424217066505,0.11,17.086126,15.65051,-0.308,480,1.3439308,-0.032,17.086126,-94.912575,22.748621,17.086126,16.926928,15.171829999999998,0.9478591999999999,,24,12.158141,,16.69845
24,7.7196929999999995,16.576555,37.616820000000004,0.99999267,,11.657874000000001,36.84605360031128,18.813379542488452,0.11,17.086126,15.706071,-0.267,500,1.624136,-0.027,17.039518,-68.91363,24.473534,17.086126,15.068648000000001,12.7132225,0.9789413,8.403203699999999e-29,25,12.107942,,11.117938
25,0.5292929,21.028019,32.89817,0.99999267,,11.618653,38.183321237564094,18.668799921709933,0.11,17.086126,15.751973999999999,-0.199,520,2.8788384999999996,-0.02,16.899576,-33.568867,32.872208,17.086126,11.418566,4.5322566,1.2643156999999998,5.585545e-12,26,12.289274,,16.96572
26,3.5418034,20.724669,31.887884000000003,0.99999267,,11.580913,39.24101066589356,18.400450651342037,0.11,17.086126,15.785057,-0.2,540,3.0611477000000002,-0.02,16.645195,-32.42352,33.630306,17.086126,10.986175999999999,4.1611709999999995,1.2455668,2.6959802000000005e-12,27,12.324314999999999,,13.039591999999999
27,1.9452862000000002,18.824026,29.473637,0.99999267,,11.544545,40.57575631141663,18.32769556461718,0.11,17.086126,15.81321,-0.196,560,3.2087796,-0.02,16.573326,-29.114063,31.71423,17.086126,9.88358,3.5669687000000003,1.1326511000000001,2.1058488e-11,28,12.419572,,14.803739000000002
28,0.9586614999999999,16.886635000000002,27.929268,0.99999267,,11.509454,42.1474723815918,18.36735158957843,0.11,17.086126,15.840882999999998,-0.216,580,3.0945745,-0.022,16.615768,-35.603764,29.320179,17.086126,9.474705,5.0797267,1.0110407,8.735540999999999e-16,29,12.265458,,7.858114200000001
29,3.1101775000000003,19.025505,28.739409999999996,0.99999267,,11.475553,43.630855083465576,18.327422823414167,0.11,17.086126,15.865236,-0.199,600,3.5178692000000003,-0.02,16.571472,-27.477959999999996,34.337914000000005,17.086126,9.760997999999999,3.1206832,1.1445972,4.9109553e-12,30,12.353502,,14.928185999999998
30,9.309846e-13,4.0344286,37.482067,0.99999267,,11.442762,44.99645209312439,18.26123882352216,0.11,17.086126,15.885857000000001,-0.387,620,1.0216641,-0.041,16.50443,-110.06428999999999,7.320489,17.086126,7.1652594,7.164055,0.23614481,,31,12.147341,,5.851371
