,ReturnLastEpisode,IWMin,LQGsigma,ReturnStepMax,IWMean,URet,LQGmu01,TimeElapsed,target_sum_log_mean,MISE,LQGmu1,Bound,IWLastEpisode,ReturnMean,Iteration,ReturnAbsMax,ReturnMax,DenMISEMeanLog,IWFirstEpisode,ReturnMin,IWMax,TimestepsSoFar,IWNorm1,IWNorm2,DenMISELogLast,SqrtESSClassic,DenMISELogFirst
0,15.644507999999998,,0.11,0.99262077,,17.332240856619553,0.28,0.25901007652282715,-1085.7476,,0.994,46.933525,,15.644507999999998,1,15.644507999999998,15.644507999999998,17.102016,,,,20,1e-10,1e-10,17.102016,1.0,17.102016
1,8.668443,,0.11,0.99262077,1.6411442e-31,9.507751597648364,0.28,8.165656089782715,-582.9213,1.4226164999999999e-30,0.994,33.187016,3.2822884e-31,12.156475,2,15.644507999999998,15.644507999999998,3.2526908,,,3.2822884e-31,40,2e-10,1.4142136e-10,-9.903487,1.4142135,16.408869
2,8.578567999999999,,0.11,0.99262077,0.5,9.422409868982331,0.28,8.276660203933716,-385.06787,4.289283999999999,0.994,51.222809999999996,1.5,10.96384,3,15.644507999999998,15.644507999999998,5.30936,,,1.5,60,1.5,1.5,10.233627,1.0,16.003404999999997
3,8.554674,,0.11,0.99262077,0.6666663,9.39539435135737,0.28,8.439766407012941,-284.655,5.711077700000001,0.994,38.898094,1.3333327,10.361547999999999,4,15.644507999999998,15.644507999999998,7.941613,,,1.3333327,80,2.6666653,1.8856171000000002,16.295956,1.4142135,15.715722
4,8.543934,,0.11,0.99262077,0.7499995,9.38565713922478,0.28,8.610075235366821,-223.68636,6.41929,0.994,33.516373,1.2499988000000002,9.998026,5,15.644507999999998,15.644507999999998,10.282872,,,1.25,100,3.7499976000000004,2.1650622000000004,19.965117000000003,1.7320508000000001,15.4925785
5,8.530333,,0.11,0.99262077,0.8,9.368423600919428,0.28,8.770628213882446,-183.48763,6.8415027,0.994,30.308265999999996,1.2,9.75341,6,15.644507999999998,15.644507999999998,11.415962,,,1.2,120,4.8,2.4,17.323593,2.0,15.310257
6,8.460329,,0.11,0.99262077,0.83333313,9.292158092186963,0.28,8.967744827270508,-155.26894,7.1113043000000005,0.994,28.100613,1.166667,9.568685,7,15.644507999999998,15.644507999999998,11.741313,,,1.166667,140,5.833332,2.608745,13.889041,2.2360682,15.156106
7,8.575863,,0.11,0.99262077,0.857143,9.416776407126124,0.28,9.2582905292511,-133.94201999999999,7.320530000000001,0.994,26.48106,1.1428573,9.444582,8,15.644507999999998,15.644507999999998,12.154778,,,1.1428573,160,6.857144,2.7994173,15.21299,2.4494898,15.022575
8,8.568379,,0.11,0.99262077,0.87499976,9.41093806981763,0.28,9.51032543182373,-116.78057,7.476508,0.994,25.215714000000002,1.1249995000000002,9.347225,9,15.644507999999998,15.644507999999998,13.054469000000001,,,1.1250006000000001,180,7.8749975999999995,2.9764692999999998,20.393068,2.6457512000000003,14.904792
9,8.526228999999999,,0.11,0.99262077,0.88888854,9.365008787086587,0.28,9.68308973312378,-104.15819,7.5931425,0.994,24.18665,1.1111106000000002,9.265125999999999,10,15.644507999999998,15.644507999999998,12.670439,,,1.1111116,200,8.888885499999999,3.1426957000000004,9.337937,2.828427,14.799432000000001
10,8.529800999999999,,0.11,0.99262077,0.9,9.369556973885944,0.28,9.749175310134886,-93.227806,7.6868114,0.994,23.33132,1.1,9.198278,11,15.644507999999998,15.644507999999998,12.961355000000001,,,1.1,220,9.9,3.3,15.980732000000001,3.0,14.704122
11,8.533317,,0.11,0.99262077,0.9090908000000001,9.372613162150424,0.28,9.820250511169434,-84.24951,7.763765299999999,0.994,22.60545,1.090909,9.142864,12,15.644507999999998,15.644507999999998,13.075025,,,1.090909,240,10.909089999999999,3.449757,14.424725,3.1622777,14.61711
12,8.558255,,0.11,0.99262077,0.9166665999999999,9.399888412199688,0.28,9.89422607421875,-76.799385,7.829973,0.994,21.980964999999998,1.0833335,9.097895,13,15.644507999999998,15.644507999999998,13.025538000000001,,,1.0833343999999998,260,11.916666000000001,3.5930101999999997,12.522103999999999,3.3166246,14.537067
13,8.487219,,0.11,0.99262077,0.92307705,9.32272670762826,0.28,9.971349716186523,-70.19612,7.8805323000000005,0.994,21.429073000000002,1.0769233,9.054275,14,15.644507999999998,15.644507999999998,13.201514999999999,,,1.0769233,280,12.923079,3.7305714999999995,15.572153,3.4641016000000002,14.462959
14,8.553907,,0.11,0.99262077,0.92857116,9.39803445243334,0.28,10.065919399261476,-64.64384,7.928627499999999,0.994,20.945646,1.0714283000000002,9.020916999999999,15,15.644507999999998,15.644507999999998,13.18425,,,1.0714283000000002,300,13.928567999999999,3.8630898,13.019141000000001,3.6055512000000003,14.393967000000002
15,8.513098,,0.11,0.99262077,0.9333334999999999,9.347572604324338,0.28,10.153992414474489,-59.786545,7.967594999999999,0.994,20.511105999999998,1.0666671,8.989179,16,15.644507999999998,15.644507999999998,13.168806,,,1.0666671,320,14.933335999999999,3.9911017,13.008314,3.7416577000000006,14.329428
16,8.523164999999999,,0.11,0.99262077,0.93750024,9.364636960574991,0.28,10.27448320388794,-55.41859399999999,8.002319,0.994,20.120502,1.0625004999999998,8.961766,17,15.644507999999998,15.644507999999998,13.237786999999999,,,1.0625004999999998,340,15.937504,4.1150455,14.407951999999998,3.8729835,14.268804000000001
17,8.516451,,0.11,0.99262077,0.9411761999999999,9.354285692891224,0.28,10.365533590316774,-51.36428,8.032558,0.994,19.76594,1.0588226,8.937026,18,15.644507999999998,15.644507999999998,13.471217999999999,,,1.0588236,360,16.941172,4.235293,17.501844000000002,4.0,14.211645
18,8.514043,,0.11,0.99262077,0.94444466,9.350870392330243,0.28,10.544114112854004,-47.825687,8.059311,0.994,19.442362,1.0555558999999999,8.914764,19,15.644507999999998,15.644507999999998,13.591482000000001,,,1.0555558999999999,380,17.944448,4.3521676,15.814913,4.123106,14.157577499999999
19,8.532336,,0.11,0.99262077,0.94736814,9.370902328206594,0.28,10.718658924102783,-44.66336,8.084204,0.994,19.146542,1.0526316,8.895643,20,15.644507999999998,15.644507999999998,13.677615,,,1.0526316,400,18.947363,4.465936,15.369588,4.242641000000001,14.106284
20,8.56066,,0.11,0.99262077,0.94999987,9.400272217347553,0.28,10.892411470413208,-42.127575,8.1080265,0.994,18.875317000000003,1.0499998,8.879691000000001,21,15.644507999999998,15.644507999999998,13.430437,,,1.0499998,420,19.949997,4.5768433,8.539377,4.3588986,14.057494
21,8.549387,,0.11,0.99262077,0.95238113,9.389018771829967,0.28,11.09134006500244,-39.475215999999996,8.129046,0.994,18.6237,1.0476192,8.864677,22,15.644507999999998,15.644507999999998,13.553045000000001,,,1.0476192,440,20.952385,4.6850953,16.177736,4.4721364999999995,14.010974
22,8.559844,,0.11,0.99262077,0.9545454,9.400169405550967,0.28,11.271209239959715,-37.047882,8.148626,0.994,18.390362,1.0454555,8.851424,23,15.644507999999998,15.644507999999998,13.670805999999999,,,1.0454555,460,21.954544,4.790874,16.309067000000002,4.582576,13.966522
23,8.559237,,0.11,0.99262077,0.9565215,9.399493943036985,0.28,11.509774684906006,-34.849064,8.166477,0.994,18.172736999999998,1.0434783,8.83925,24,15.644507999999998,15.644507999999998,13.752682,,,1.0434793,480,22.956516,4.8943458,15.681204000000001,4.690416,13.923963
24,8.538298,,0.11,0.99262077,0.95833325,9.379596084069828,0.28,12.067200660705565,-32.770233000000005,8.181972,0.994,17.968288,1.0416676999999999,8.827211,25,15.644507999999998,15.644507999999998,13.884072,,,1.0416676999999999,500,23.958332000000002,4.9956574,17.080896,4.7958317,13.883141
25,8.502951,,0.11,0.99262077,0.9600001,9.342287291211194,0.28,12.553619384765625,-31.054789000000003,8.194811,0.994,17.775076000000002,1.0400001,8.814739,26,15.644507999999998,15.644507999999998,13.802011499999999,,,1.0400001,520,24.960003,5.094939,11.792084,4.8989797,13.84392
26,8.530049,,0.11,0.99262077,0.96153873,9.366514013103517,0.28,13.08195424079895,-29.318518,8.207707000000001,0.994,17.594412,1.0384619000000002,8.804195,27,15.644507999999998,15.644507999999998,13.874042000000001,,,1.0384619000000002,540,25.961546,5.192309,15.786781,5.0000005,13.80618
27,8.548941000000001,,0.11,0.99262077,0.9629628,9.389942981617496,0.28,13.552823305130005,-27.864454,8.220342,0.994,17.424763000000002,1.0370368,8.795079,28,15.644507999999998,15.644507999999998,13.782844,,,1.0370378,560,26.96296,5.287871400000001,11.358913000000001,5.0990195,13.769812
28,8.466183000000001,,0.11,0.99262077,0.9642858,9.298554221030132,0.28,14.059415578842163,-26.458414,8.229124,0.994,17.261485999999998,1.0357144,8.783738,29,15.644507999999998,15.644507999999998,13.750282,,,1.0357144,580,27.964289,5.38173,12.875562,5.196152,13.734720000000001
29,8.566061,,0.11,0.99262077,0.96551704,9.407010375731627,0.28,14.561689615249634,-25.028614,8.240739999999999,0.994,17.110344,1.0344824000000001,8.776483,30,15.644507999999998,15.644507999999998,13.837475,,,1.0344834,600,28.965511,5.473967,16.401728,5.2915025,13.700819000000001
30,8.579703,,0.11,0.99262077,0.9666665999999999,9.420514933092676,0.28,15.277416229248047,-23.687157,8.252039,0.994,16.967377,1.0333326999999999,8.770133999999999,31,15.644507999999998,15.644507999999998,13.923015,,,1.0333347,620,29.966663,5.564669599999999,16.523670000000003,5.385164700000001,13.668029
31,8.567407000000001,,0.11,0.99262077,0.96774197,9.41149832962167,0.28,15.631096363067627,-22.48165,8.262215,0.994,16.831064,1.0322582,8.7638,32,15.644507999999998,15.644507999999998,13.951172,,,1.0322591,640,30.967743,5.65391,14.857377,5.477226,13.636281
32,8.573996000000001,,0.11,0.99262077,0.9687498999999999,9.416464103429817,0.28,16.027735233306885,-21.348254999999998,8.271956,0.994,16.701466,1.0312496,8.758047,33,15.644507999999998,15.644507999999998,13.978632000000001,,,1.0312506,660,31.968746000000003,5.741756400000001,14.889564000000002,5.5677642999999994,13.605509
33,8.520453,,0.11,0.99262077,0.96969694,9.357920914318159,0.28,16.439796686172485,-20.133944,8.279487,0.994,16.57624,1.0303019,8.75106,34,15.644507999999998,15.644507999999998,14.1521225,,,1.030304,680,32.969696,5.8282739999999995,19.90854,5.656854,13.575656
34,8.543241,,0.11,0.99262077,0.97058845,9.384941724160468,0.28,16.671149492263794,-19.158834,8.287246000000001,0.994,16.457323000000002,1.0294121999999999,8.745122,35,15.644507999999998,15.644507999999998,14.145937,,,1.0294121999999999,700,33.970596,5.913521299999999,13.965882999999998,5.744562999999999,13.546667999999999
35,8.4959955,,0.11,0.99262077,0.9714286,9.330042537246682,0.28,16.987497568130493,-18.180232999999998,8.293209,0.994,16.342243,1.0285720999999999,8.738201,36,15.644507999999998,15.644507999999998,14.197803500000001,,,1.0285720999999999,720,34.971428,5.9975505,16.04259,5.8309517,13.518497
36,8.493946000000001,,0.11,0.99262077,0.9722223,9.332697439616656,0.28,17.38706922531128,-17.373327,8.298785,0.994,16.231998,1.0277779,8.731601,37,15.644507999999998,15.644507999999998,14.128117999999999,,,1.0277779,740,35.972225,6.0804157,11.647925,5.91608,13.491098000000001
37,8.545019,,0.11,0.99262077,0.97297305,9.385134914605377,0.28,17.744555711746216,-16.376266,8.305441,0.994,16.127695000000003,1.0270274,8.726689,38,15.644507999999998,15.644507999999998,14.29476,,,1.0270274,760,36.972977,6.162163,20.4883,6.0,13.464429999999998
38,8.54696,,0.11,0.99262077,0.97368425,9.386715584375505,0.28,18.171593189239506,-15.551328,8.311796000000001,0.994,16.027620000000002,1.0263156,8.722081,39,15.644507999999998,15.644507999999998,14.3319025,,,1.0263165,780,37.973686,6.2428360000000005,15.770413000000001,6.0827622,13.438455
39,8.529395,,0.11,0.99262077,0.97435915,9.367586511844381,0.28,18.656991720199585,-14.708403,8.317376,0.994,15.930999,1.0256413,8.717264,40,15.644507999999998,15.644507999999998,14.426457999999998,,,1.0256413,800,38.974365,6.3224764,18.140304999999998,6.1644144,13.413136999999999
