,DenMISELogFirst,IWNorm2,ReturnLastEpisode,IWMax,IWFirstEpisode,TimeElapsed,ReturnMean,ReturnMax,target_sum_log_mean,Iteration,IWMin,LQGsigma,ReturnMin,IWMean,LQGmu01,SqrtESSClassic,ReturnAbsMax,DenMISEMeanLog,DenMISELogLast,LQGmu1,URet,ReturnStepMax,TimestepsSoFar,Bound,IWLastEpisode,IWNorm1,MISE
10,16.204285000000002,3.4785545,16.567028,1.1001469,,8.874471426010134,16.414686,16.63338,-31.262909999999998,11,,0.11,,1.0000142,-1.0,3.1622777,16.63338,15.87465,17.067495,-1.0,18.282009273010143,0.9821515,220,32.330353,1.1,11.000155,16.550545
11,16.117273,3.6181817,16.608158,1.0910547,,9.16055464744568,16.430809,16.63338,-27.137135999999998,12,,0.11,,1.0000125,-1.0,3.3166246,16.63338,16.06471,18.159385999999998,-1.0,18.32191230797963,0.9821515,240,31.601238000000002,1.090909,12.000150999999999,16.555779
12,16.037231,3.7528205000000003,16.635742,1.0834792,,9.561852693557741,16.446573,16.635742,-24.1845,13,,0.11,,1.0000117,-1.0,3.4641016000000002,16.635742,15.687713,11.167105000000001,-1.0,18.351194434162462,0.9821515,260,30.969421,1.0833335,13.000152,16.562445
13,15.963123000000001,3.8829366999999997,16.625629999999997,1.077067,,9.92001938819885,16.459362,16.635742,-21.213154,14,,0.11,,1.0000091999999998,-1.0,3.6055515,16.635742,15.805543,17.340220000000002,-1.0,18.33806363268266,0.9821515,280,30.409052000000003,1.0768965,14.000128,16.567277999999998
14,15.894131,4.0089517,16.591127,1.0715714,,10.360013246536257,16.468147000000002,16.635742,-18.57797,15,,0.11,,1.0000082000000001,-1.0,3.7416572999999995,16.635742,15.968048000000001,18.245598,-1.0,18.30530799133204,0.9821515,300,29.907242,1.0714283000000002,15.000123,16.568975
15,15.829592000000002,4.1312,16.37031,1.0668035,,10.672158241271973,16.462032,16.635742,-16.379845,16,,0.11,,1.0000043,-1.0,3.8729835,16.635742,16.002879999999998,16.527542,-1.0,18.06262599465648,0.9821515,320,29.441668,1.0666102,16.000069,16.555677
16,15.768968,4.2500160000000005,16.57394,1.0626322,,11.160168647766113,16.468615,16.635742,-14.35653,17,,0.11,,1.0000038,-1.0,4.0,16.635742,16.117651000000002,17.955887,-1.0,18.27855108075976,0.9821515,340,29.033619,1.0625004999999998,17.000065,16.556812
17,15.711808999999999,4.365655,16.5419,1.0589518999999998,,11.904320478439331,16.472687,16.635742,-12.544944000000001,18,,0.11,,1.0000031999999999,-1.0,4.123106,16.635742,16.232958,18.194876,-1.0,18.256455372919948,0.9821515,360,28.66021,1.0588245,18.000057,16.555931
18,15.657742,4.4783573,16.593172,1.0556808000000002,,12.376336097717285,16.479029,16.635742,-10.93935,19,,0.11,,1.0000031999999999,-1.0,4.2426405,16.635742,16.320997,17.907239999999998,-1.0,18.30809704154295,0.9821515,380,28.32125,1.0555558999999999,19.000061,16.558004
19,15.606448,4.588327,16.600954,1.0527531,,12.87723970413208,16.485126,16.635742,-9.544228,20,,0.11,,1.0000026,-1.0,4.358899,16.635742,16.35047,16.9118,-1.0,18.308523596245056,0.9821515,400,28.009762,1.0526327,20.000053,16.560259
20,15.557657999999998,4.6957545,16.607426,1.0501200000000002,,13.487689018249512,16.49095,16.635742,-8.281898,21,,0.11,,1.0000025,-1.0,4.472136,16.635742,16.37734,16.915928,-1.0,18.32038752072073,0.9821515,420,27.722209999999997,1.0499998,21.000053,16.562616000000002
21,15.511138,4.800806,16.567871,1.0477371,,14.187135934829712,16.494446,16.635742,-7.2922573,22,,0.11,,1.0000027,-1.0,4.5825762999999995,16.635742,16.243938,13.443660999999999,-1.0,18.27670795038554,0.9821515,440,27.453518,1.0476183000000001,22.00006,16.562867999999998
22,15.466686,4.903628299999999,16.499748,1.0455691999999999,,14.621179103851318,16.494675,16.635742,-6.625798700000001,23,,0.11,,1.0000025,-1.0,4.690416,16.635742,15.885107000000001,7.9918356,-1.0,18.196485621731764,0.9821515,460,27.200256,1.0454545,23.000057,16.56
23,15.424126999999999,5.004357,16.63883,1.0435908,,14.898727178573608,16.50068,16.63883,-5.6107254,24,,0.11,,1.0000023,-1.0,4.7958317,16.63883,15.960414000000002,17.693424,-1.0,18.350539314420885,0.9821515,480,26.971733,1.0434793,24.000053,16.563425
24,15.383304999999998,5.103114,16.468035,1.041777,,15.761981964111328,16.499376,16.63883,-4.638310400000001,25,,0.11,,1.000002,-1.0,4.898979,16.63883,16.068317,18.658825,-1.0,18.17470748577613,0.9821515,500,26.748611,1.0416657,25.00005,16.55945
25,15.344084,5.2000364999999995,16.571903,1.0401231,,16.901015043258667,16.502164999999998,16.63883,-3.8090703,26,,0.11,,1.0000069999999999,-1.0,5.0,16.63883,16.099606,16.882595000000002,-1.0,18.28221112211779,0.9995917999999999,520,26.543327,1.0401231,26.000183,16.560029999999998
26,15.306344000000001,5.295172,16.575645,1.0385906999999999,,17.771873474121094,16.504887,16.63883,-2.90952,27,,0.11,,1.0000069,-1.0,5.0990195,16.63883,16.260372,20.441048000000002,-1.0,18.28527376198901,0.9995917999999999,540,26.350063000000002,1.0384619000000002,27.000187,16.560635
27,15.269976000000002,5.3886375,16.6663,1.0371673000000001,,18.289344310760494,16.510653,16.6663,-2.2273842999999998,28,,0.11,,1.0000064,-1.0,5.196152,16.6663,16.256546,16.15387,-1.0,18.383082534288988,0.9995917999999999,560,26.186838,1.0370368,28.000181,16.564545000000003
28,15.234884,5.4806705000000004,16.544912,1.0364535,,18.973774194717407,16.511833,16.6663,-1.4932746000000001,29,,0.11,,1.0000339,-1.0,5.2915025,16.6663,16.352018,19.025920000000003,-1.0,18.255183535468888,0.9995917999999999,580,26.013205,1.0364535,29.00098,16.5643
29,15.200982999999999,5.571072,16.657751,1.0353549000000002,,19.563561201095578,16.516697,16.6663,-1.078033,30,,0.11,,1.000038,-1.0,5.385164700000001,16.6663,16.171265,10.929914,-1.0,18.371446889965483,0.9995917999999999,600,25.852173,1.0344824000000001,30.001140000000003,16.567610000000002
30,15.168192999999999,5.659941000000001,16.585596,1.0342733,,20.21328568458557,16.518919,16.6663,-0.7015814,31,,0.11,,1.000025,-1.0,5.4772253,16.6663,15.990223,10.559447,-1.0,18.30027692143771,0.9995917999999999,620,25.696522,1.0328765,31.000774,16.568014
31,15.136445000000002,5.74752,16.526918,1.0332597,,20.877277374267575,16.519169,16.6663,-0.20842505,32,,0.11,,1.000026,-1.0,5.5677633,16.6663,15.960749,15.047613,-1.0,18.23230077785864,0.9995917999999999,640,25.546791,1.0322582,32.00083,16.566720999999998
32,15.105673000000001,5.833802700000001,16.542757,1.0323182,,21.59811210632324,16.519882,16.6663,0.32643175,33,,0.11,,1.0000293,-1.0,5.6568537,16.6663,16.004679,17.41091,-1.0,18.253715612394075,0.9995917999999999,660,25.404682,1.0313381,33.00097,16.566042000000003
33,15.075820000000002,5.9188204,16.549501,1.0314325,,22.27957797050476,16.520756,16.6663,0.8640360999999999,34,,0.11,,1.0000304,-1.0,5.7445626,16.6663,16.080267000000003,18.575052,-1.0,18.25457950850381,0.9995917999999999,680,25.26926,1.030304,34.001034000000004,16.565569
34,15.046832,6.0026383,16.55551,1.0306027,,22.959693670272827,16.521748000000002,16.6663,1.3763018,35,,0.11,,1.0000312,-1.0,5.8309517,16.6663,16.15694,18.764269,-1.0,18.262480185460134,0.9995917999999999,700,25.140045,1.0294121999999999,35.001095,16.565304
35,15.018661499999999,6.0853033,16.647272,1.0298166,,23.85027599334717,16.525234,16.6663,1.7404540000000002,36,,0.11,,1.0000315999999998,-1.0,5.916079,16.6663,16.109724,14.457519,-1.0,18.358266268698607,0.9995917999999999,720,25.019023999999998,1.0285711,36.001137,16.567667
36,14.991261999999999,6.1668644,16.658777,1.0290744,,24.42416501045227,16.528845,16.6663,2.0577936,37,,0.11,,1.0000321,-1.0,6.0,16.6663,16.037952,13.4545555,-1.0,18.37626134128336,0.9995917999999999,740,24.903370000000002,1.0277768,37.001186,16.570220000000003
37,14.964594,6.247366,16.528217,1.028374,,25.176872730255127,16.528828,16.6663,2.4430192,38,,0.11,,1.0000327,-1.0,6.082762000000001,16.6663,16.054567000000002,16.66964,-1.0,18.225258049310586,0.9995917999999999,760,24.788876000000002,1.0270274,38.00124,16.569107000000002
38,14.938619000000001,6.3268433,16.538069,1.0277073,,25.88507080078125,16.529064,16.6663,2.8323784,39,,0.11,,1.0000329,-1.0,6.164414,16.6663,16.094238,17.602,-1.0,18.240875346718745,0.9995917999999999,780,24.679203,1.0263165,39.00128,16.56831
39,14.913301,6.405337,16.51448,1.0270783,,26.504809141159054,16.528698000000002,16.6663,3.2671932999999997,40,,0.11,,1.000033,-1.0,6.2449985,16.6663,16.196863,20.199541,-1.0,18.22358075565079,0.9995917999999999,800,24.573175,1.0256413,40.00132,16.566944
40,14.888608999999999,6.482883,16.343235,1.0264790000000001,,27.46574878692627,16.524176,16.6663,3.4009182,41,,0.11,,1.0000329,-1.0,6.324555,16.6663,16.014618,8.725143,-1.0,18.043902658057853,0.9995917999999999,820,24.466885,1.025,41.00135,16.561363
41,14.864510999999998,6.559514500000001,16.533981,1.0259075,,28.427652835845947,16.52441,16.6663,3.6686506000000003,42,,0.11,,1.000033,-1.0,6.403124,16.6663,15.981442999999999,14.621518,-1.0,18.2335360329244,0.9995917999999999,840,24.369229999999998,1.024391,42.001385,16.560713
42,14.840981,6.6352663,16.515728,1.0253675,,29.111170053482056,16.524206,16.6663,3.9726067000000005,43,,0.11,,1.0000335,-1.0,6.4807405,16.6663,15.998501000000001,16.715181,-1.0,18.223742557457967,0.9995917999999999,860,24.27466,1.02381,43.00144,16.559662
43,14.817991000000001,6.710159299999999,16.440170000000002,1.0248474,,29.908100128173828,16.522297000000002,16.6663,4.2520413,44,,0.11,,1.000033,-1.0,6.557438,16.6663,16.004091,16.244642000000002,-1.0,18.135243132150627,0.9995917999999999,880,24.181652,1.0232556000000002,44.001453000000005,16.55689
44,14.795518,6.7842270000000005,16.616386,1.024351,,30.76475477218628,16.52439,16.6663,4.517459,45,,0.11,,1.0000327,-1.0,6.633249799999999,16.6663,16.007847,16.173368,-1.0,18.328501268118586,0.9995917999999999,900,24.095863,1.0227268,45.001472,16.558247
45,14.773539999999999,6.8575,16.657792999999998,1.0238802,,31.836495399475094,16.527288000000002,16.6663,4.7954965,46,,0.11,,1.0000328,-1.0,6.7082043,16.6663,16.035608,17.285059,-1.0,18.37162577909736,0.9995917999999999,920,24.013868,1.0222216999999998,46.001509999999996,16.560472
46,14.752032999999999,6.9300003,16.682535,1.0234292999999999,,32.594675302505486,16.530592000000002,16.682535,4.8385453,47,,0.11,,1.0000329,-1.0,6.782329600000001,16.682535,15.839044,6.797244,-1.0,18.40419744035421,0.9995917999999999,940,23.942257,1.0217392,47.001545,16.56314
47,14.730979999999999,7.001748599999999,16.46753,1.0229979999999999,,33.32719731330872,16.529278,16.682535,5.078971,48,,0.11,,1.0000327,-1.0,6.8556542,16.682535,15.849846,16.357845,-1.0,18.167963063411303,0.9995917999999999,960,23.861307,1.0212765,48.001568,16.561113
48,14.710360999999999,7.072770599999999,16.642338,1.0225805000000001,,34.12875771522522,16.531585999999997,16.682535,5.326955,49,,0.11,,1.0000324,-1.0,6.928203,16.682535,15.877592000000002,17.209533999999998,-1.0,18.357189484928163,0.9995917999999999,980,23.786564000000002,1.0208324,49.00159,16.562815
49,14.690157999999998,7.1430880000000005,16.538252,1.0221845999999999,,35.336968898773186,16.53172,16.682535,5.611566000000001,50,,0.11,,1.0000323,-1.0,7.0,16.682535,15.950783,19.537294,-1.0,18.24648721824435,0.9995917999999999,1000,23.711979,1.020408,50.001614000000004,16.56232
50,14.670354999999999,7.212598299999999,16.5037,1.0217714,,36.0826530456543,16.53117,16.682535,5.6960372999999995,51,,0.11,,1.0000151,-1.0,7.0710679999999995,16.682535,15.832148000000002,9.900557000000001,-1.0,18.21152765103749,0.9995917999999999,1020,23.638676,1.0191593,51.00077,16.560875
51,14.650936999999999,7.2815666,16.561462,1.0213739,,36.83635926246643,16.531751999999997,16.682535,5.8250484,52,,0.11,,1.0000149999999999,-1.0,7.141427999999999,16.682535,15.765854999999998,12.385161,-1.0,18.270577377888014,0.9995917999999999,1040,23.568958,1.0196075,52.000782,16.56089
52,14.631888,7.349887,16.499166,1.0209901,,37.80763602256775,16.531137,16.682535,5.9901147,53,,0.11,,1.0000148000000002,-1.0,7.2111015,16.682535,15.742996,14.554504999999999,-1.0,18.20249971723004,0.9995917999999999,1060,23.50006,1.0192313,53.000781999999994,16.559704
53,14.613195999999999,7.4175759999999995,16.6456,1.0206202,,38.63805556297302,16.533257,16.682535,6.2537026,54,,0.11,,1.0000143,-1.0,7.280110400000001,16.682535,15.825626999999999,20.205185,-1.0,18.361023775900613,0.9995917999999999,1080,23.435886,1.0188679,54.000769999999996,16.561320000000002
54,14.594848,7.484657,16.498428,1.020266,,39.505585670471184,16.532623,16.682535,6.391439,55,,0.11,,1.0000138,-1.0,7.3484683,16.682535,15.788992000000002,13.810828,-1.0,18.203804450892704,0.9995917999999999,1100,23.370770999999998,1.018519,55.000763,16.560154
55,14.576829,7.5511427,16.674835,1.0199235999999998,,40.60488748550415,16.535162,16.682535,6.547305000000001,56,,0.11,,1.0000136999999998,-1.0,7.416198,16.682535,15.776717999999999,15.101845999999998,-1.0,18.393569435009827,0.9995917999999999,1120,23.310661,1.018182,56.000767,16.562243
56,14.559129,7.617048,16.56503,1.0195987,,41.812734842300415,16.535686,16.682535,6.701666400000001,57,,0.11,,1.0000132,-1.0,7.4833136,16.682535,15.768848,15.328288,-1.0,18.277752884525327,0.9995917999999999,1140,23.250183,1.0178568000000001,57.000755000000005,16.562288
57,14.541738,7.682387400000001,16.645617,1.0192779,,42.72690320014953,16.537582,16.682535,6.845434700000001,58,,0.11,,1.0000129,-1.0,7.549834,16.682535,15.755982999999999,15.022793,-1.0,18.356897332217894,0.9995917999999999,1160,23.192713,1.0175443000000002,58.000748,16.563745
58,14.524643,7.7471776,16.602762,1.0189688000000001,,43.794269323349,16.538687,16.682535,7.003843300000001,59,,0.11,,1.0000125,-1.0,7.615772200000001,16.682535,15.763074,16.174454,-1.0,18.319110266461387,0.9995917999999999,1180,23.135992,1.0172405999999998,59.00074,16.564419
59,14.507836,7.8114195,16.474235999999998,1.0186696,,44.957380533218384,16.537613,16.682535,7.1602673999999995,60,,0.11,,1.000011,-1.0,7.681146000000001,16.682535,15.773229999999998,16.37256,-1.0,18.184119394632692,0.9995917999999999,1200,23.078506,1.0168409,60.000656000000006,16.562864
60,14.491306,7.875114999999999,16.54918,1.0183724,,46.02946925163269,16.537804,16.682535,7.311706,61,,0.11,,1.0000062,-1.0,7.7459664,16.682535,15.783203,16.381742000000003,-1.0,18.25360925498747,0.9995917999999999,1220,23.023682,1.0164085999999999,61.000378000000005,16.562563
61,14.475045999999999,7.9383345,16.514572,1.018083,,47.11266350746155,16.537428,16.682535,7.413821700000001,62,,0.11,,1.0000061,-1.0,7.81025,16.682535,15.748418,13.626657999999999,-1.0,18.22346654961666,0.9995917999999999,1240,22.969711,1.016394,62.000374,16.561773000000002
62,14.459045000000001,8.001057000000001,16.476837,1.0178034,,48.070582151412964,16.536467000000002,16.682535,7.616787400000001,63,,0.11,,1.0000061,-1.0,7.874007700000001,16.682535,15.818832999999998,20.18466,-1.0,18.18972606565388,0.9995917999999999,1260,22.916458,1.0161295,63.00038000000001,16.560406
63,14.443297,8.063289,16.542034,1.0175315999999999,,49.38641047477722,16.536552,16.682535,7.7499080000000005,64,,0.11,,1.0000058,-1.0,7.9372544000000005,16.682535,15.823549,16.12075,-1.0,18.24626348337863,0.9995917999999999,1280,22.865517,1.0158718,64.000374,16.560112
64,14.4277935,8.125047,16.599987,1.0172676999999999,,50.67359566688538,16.53753,16.682535,7.9026065,65,,0.11,,1.0000056,-1.0,7.999999000000001,16.682535,15.851795000000001,17.659798000000002,-1.0,18.31554943388981,0.9995917999999999,1300,22.816685,1.0156237,65.00036999999999,16.560734
65,14.412526000000002,8.186338000000001,16.505722,1.0170135,,51.87001824378967,16.537046,16.682535,7.994537400000001,66,,0.11,,1.0000056,-1.0,8.062257,16.682535,15.823053,13.954787,-1.0,18.212994650696512,0.9995917999999999,1320,22.767532,1.0153846,66.00036999999999,16.559889000000002
66,14.397488000000001,8.247173,16.63016,1.0167673000000002,,53.182169914245605,16.538435,16.682535,8.047006,67,,0.11,,1.0000052,-1.0,8.124038,16.682535,15.7584505,11.494797,-1.0,18.344252284740623,0.9995917999999999,1340,22.721382000000002,1.0151511,67.00035,16.560947
67,14.382673,8.307566,16.573868,1.0165287,,54.299267530441284,16.538957999999997,16.682535,8.086110000000001,68,,0.11,,1.0000050999999999,-1.0,8.185352,16.682535,15.683932999999998,10.691375,-1.0,18.28241502834469,0.9995917999999999,1360,22.675428,1.0149256,68.00035,16.561139999999998
68,14.368073999999998,8.367522,16.5125,1.0162942,,55.10084891319275,16.538574,16.682535,8.264471,69,,0.11,,1.0000050999999999,-1.0,8.246211,16.682535,15.751967,20.378426,-1.0,18.22203231229023,0.9995917999999999,1380,22.629591,1.0147059,69.00035,16.560427
69,14.353685,8.427052999999999,16.500895,1.0160674,,55.90869355201721,16.538035999999998,16.682535,8.325132,70,,0.11,,1.000005,-1.0,8.306622500000001,16.682535,15.705454999999999,12.496363,-1.0,18.211586170413927,0.9995917999999999,1400,22.584589,1.014492,70.00035,16.559565
70,14.3395,8.486166,16.461582,1.0158504000000002,,57.4886417388916,16.53696,16.682535,8.406019,71,,0.11,,1.000005,-1.0,8.3666,16.682535,15.682195000000002,14.053871,-1.0,18.16673409417989,0.9995917999999999,1420,22.539998999999998,1.014286,71.00036,16.558167
71,14.325515,8.544869,16.669594,1.0156372999999999,,59.00214600563049,16.538801,16.682535,8.489643,72,,0.11,,1.0000049000000002,-1.0,8.42615,16.682535,15.664564000000002,14.412935999999998,-1.0,18.380692339268684,0.9995917999999999,1440,22.49929,1.0140848,72.00035,16.559732
72,14.311720999999999,8.603173,16.615423,1.015432,,59.4593608379364,16.539852,16.682535,8.575461,73,,0.11,,1.0000045,-1.0,8.485279,16.682535,15.651906,14.740563,-1.0,18.3292972049996,0.9995917999999999,1460,22.458672,1.0138896000000002,73.00033,16.560503
73,14.298116,8.661085,16.417423,1.0152324000000001,,60.22364473342896,16.538198,16.682535,8.692928,74,,0.11,,1.0000045,-1.0,8.544003,16.682535,15.673559,17.254362,-1.0,18.124055475470385,0.9995917999999999,1480,22.416172,1.0136981,74.000336,16.558542000000003
74,14.284692999999999,8.718613000000001,16.579815,1.0150370000000002,,61.22088432312012,16.538752,16.682535,8.817894,75,,0.11,,1.0000045,-1.0,8.602325,16.682535,15.70527,18.051966,-1.0,18.28996486056402,0.9995917999999999,1500,22.376747,1.0135144,75.00034000000001,16.558832000000002
75,14.271447,8.775773,16.522602,1.0148473,,62.009272336959846,16.538538,16.682535,8.901257000000001,76,,0.11,,1.0000055,-1.0,8.660254,16.682535,15.697833,15.140107,-1.0,18.234071158255702,0.9995917999999999,1520,22.337364,1.0134226,76.00041999999999,16.558365
76,14.258375,8.832555000000001,16.543331,1.0146673000000002,,62.442307949066155,16.5386,16.682535,9.033555,77,,0.11,,1.0000056,-1.0,8.717798,16.682535,15.741694,19.075235,-1.0,18.256862562585926,0.9995917999999999,1540,22.299023000000002,1.0131588,77.00043000000001,16.558168
77,14.245472,8.888972,16.572052,1.0144892,,62.92339849472046,16.53903,16.682535,9.1325445,78,,0.11,,1.0000054,-1.0,8.774965,16.682535,15.754514000000002,16.74176,-1.0,18.285613081128613,0.9995917999999999,1560,22.261799,1.0129868,78.00041999999999,16.558346
78,14.232732999999998,8.945037,16.476860000000002,1.0143149999999999,,63.81066083908081,16.538244,16.682535,9.286518,79,,0.11,,1.0000054,-1.0,8.831761,16.682535,15.824501999999999,21.283676,-1.0,18.18230223422029,0.9995917999999999,1580,22.224080999999998,1.0128207,79.00043000000001,16.557306
79,14.220154,9.00075,16.496727,1.0141429,,65.4265067577362,16.537724,16.682535,9.329997,80,,0.11,,1.0000050999999999,-1.0,8.888194,16.682535,15.786098999999998,12.752326,-1.0,18.209462053042373,0.9995917999999999,1600,22.187332,1.0126574000000002,80.00041,16.556535999999998
80,14.207730999999999,9.056122,16.534167999999998,1.0139766,,66.92628765106201,16.537679999999998,16.682535,9.368003,81,,0.11,,1.000005,-1.0,8.944271,16.682535,15.7442465,12.396006,-1.0,18.24456786056859,0.9995917999999999,1620,22.15175,1.0125,81.000404,16.556257000000002
81,14.195460999999998,9.111177,16.521545,1.0138218,,68.14450740814209,16.537485,16.682535,9.496116,82,,0.11,,1.0000069999999999,-1.0,8.999998,16.682535,15.794447,19.860819,-1.0,18.224097686250886,0.9995917999999999,1640,22.11671,1.0125271,82.00058,16.555864
82,14.18334,9.165883000000001,16.480482000000002,1.0136691,,69.18113231658936,16.536798,16.682535,9.592005,83,,0.11,,1.0000069999999999,-1.0,9.055384,16.682535,15.814304000000002,17.44285,-1.0,18.18850982887332,0.9995917999999999,1660,22.081778,1.0121950000000002,83.00059,16.554942999999998
83,14.171364,9.220262,16.475723000000002,1.0135183,,69.86930632591248,16.536070000000002,16.682535,9.61673,84,,0.11,,1.0000069999999999,-1.0,9.110435,16.682535,15.764811499999999,11.656824,-1.0,18.1810004916411,0.9995917999999999,1680,22.047428,1.0120482,84.00059,16.55399
84,14.159529999999998,9.274322999999999,16.433449,1.0133771999999999,,71.43335151672362,16.534863,16.682535,9.695219,85,,0.11,,1.0000069999999999,-1.0,9.1651535,16.682535,15.770831,16.27649,-1.0,18.135613268812577,0.9995917999999999,1700,22.013192999999998,1.0119035,85.00059499999999,16.552553
85,14.147832999999999,9.328072,16.549313,1.0132341,,73.315669298172,16.535032,16.682535,9.745289,86,,0.11,,1.0000068000000002,-1.0,9.219545,16.682535,15.750116,13.989595999999999,-1.0,18.253176894009922,0.9995917999999999,1720,21.98094,1.0117645,86.00058,16.552515
86,14.136272,9.381515,16.597122,1.0130969,,74.59913277626038,16.535744,16.682535,9.811371000000001,87,,0.11,,1.0000067,-1.0,9.273617999999999,16.682535,15.747045499999999,15.482859,-1.0,18.30712116488849,0.9995917999999999,1740,21.949806,1.0116304,87.00058,16.553034
87,14.124844,9.434654,16.611877,1.0129655999999998,,75.04307842254639,16.53661,16.682535,9.909139999999999,88,,0.11,,1.0000068000000002,-1.0,9.32738,16.682535,15.777232999999999,18.40356,-1.0,18.323184894904557,0.9995917999999999,1760,21.919378,1.0114944,88.0006,16.553713000000002
88,14.113544000000001,9.487496,16.57198,1.0128323000000001,,76.2046012878418,16.537008,16.682535,9.980798,89,,0.11,,1.0000065999999999,-1.0,9.38083,16.682535,15.782829999999999,16.275448,-1.0,18.28181009611379,0.9995917999999999,1780,21.889015,1.0113633,89.00059,16.55392
89,14.102371,9.540044,16.424541,1.0127046999999998,,77.60425734519957,16.535759,16.682535,10.073466999999999,90,,0.11,,1.0000065999999999,-1.0,9.433981,16.682535,15.810906,18.309867999999998,-1.0,18.12911789117684,0.9995917999999999,1800,21.857498,1.011236,90.00059499999999,16.552464
90,14.091320999999999,9.592303999999999,16.446823000000002,1.0125811,,78.80923986434938,16.534779999999998,16.682535,9.946983,91,,0.11,,1.0000063,-1.0,9.486832000000001,16.682535,15.621251999999998,-1.4476719999999998,-1.0,18.14714479332199,0.9995917999999999,1820,21.826773,1.0111077,91.00057,16.551289999999998
91,14.080392000000002,9.644281,16.593027,1.0124556,,80.38076329231262,16.535414000000003,16.682535,10.028445,92,,0.11,,1.0000064,-1.0,9.539392999999999,16.682535,15.640917000000002,17.430485,-1.0,18.30493469665864,0.9995917999999999,1840,21.798161999999998,1.0109891,92.00059499999999,16.551748
92,14.069581,9.695981,16.433086,1.0123321,,82.05018711090088,16.534313,16.682535,10.13448,93,,0.11,,1.0000063,-1.0,9.591663,16.682535,15.686485000000001,19.87896,-1.0,18.132851914777454,0.9995917999999999,1860,21.768282,1.0108694999999999,93.00059,16.550459
93,14.058886,9.747406,16.658794,1.0122143,,82.97992658615112,16.535637,16.682535,10.187439999999999,94,,0.11,,1.0000061,-1.0,9.64365,16.682535,15.680269000000001,15.102058999999999,-1.0,18.379607042255653,0.9995917999999999,1880,21.74132,1.0107518,94.00057,16.551624
94,14.048304000000002,9.798561999999999,16.537678,1.0120984,,84.29749608039856,16.535657999999998,16.682535,10.294953999999999,95,,0.11,,1.0000061,-1.0,9.695359,16.682535,15.729851000000002,20.390614000000003,-1.0,18.241456323844396,0.9995917999999999,1900,21.713493,1.0106381,95.00058,16.551476
