,IWNorm1,IWMean,IWNorm2,LQGsigma,Iteration,IWMin,DenMISEMeanLog,MISE,ReturnMax,ReturnMean,ReturnAbsMax,ReturnMin,DenMISELogFirst,target_sum_log_mean,DenMISELogLast,SqrtESSClassic,IWMax,URet,ReturnLastEpisode,LQGmu01,LQGmu1,IWLastEpisode,IWFirstEpisode,TimestepsSoFar,Bound,ReturnStepMax,TimeElapsed
0,1e-10,,1e-10,0.11,1,,18.60218,,15.058442000000001,15.058442000000001,15.058442000000001,,18.60218,-398.22217,18.60218,1.0,,16.687925283112616,15.058442000000001,-0.097,-0.751,,,20,1.5134303999999998,0.9625284,0.6403958797454834
1,2.0847397,1.0423698000000001,2.0847397,0.11,2,,10.898064,17.682968,16.964197,16.01132,16.964197,,17.909032999999997,-202.0479,3.8870945,1.0,2.0847397,18.74100649188138,16.964197,-0.102,-0.77,2.0847397,,40,19.387934,0.99985987,12.662415504455565
2,4.0336623,1.3445541,3.398836,0.11,3,,14.217185999999998,23.096773000000002,17.223675,16.415438,17.223675,,17.503569,-110.74178,20.95225,1.1867776,3.3239021,19.006998965375665,17.223675,-0.083,-0.684,3.3239021,,60,24.555382,0.9999794,13.628229856491089
3,4.315676,1.078919,2.4918566,0.11,4,,15.389654,18.480320000000003,17.223675,16.610176,17.223675,,17.215887,-85.62228,18.812027,1.731912,1.461695,18.9758594207972,17.194397,-0.093,-0.733,1.461695,,80,19.479817999999998,0.9999794,14.33295226097107
4,5.390129,1.0780258,2.7045074000000002,0.11,5,,15.008635,18.473892000000003,17.223675,16.716421,17.223675,,16.992743,-64.64489,13.45549,1.9930169999999998,1.4707531999999999,18.921611134957736,17.141396,-0.091,-0.724,1.4441395000000001,,100,19.342447,0.9999794,15.30764126777649
5,7.228121799999999,1.204687,4.5770664000000005,0.11,6,,15.363049499999999,20.61405,17.223675,16.784346,17.223675,,16.810420999999998,-58.91489,17.092857000000002,1.5792041,4.2567315,18.90429825000888,17.123959,-0.111,-0.807,4.2567315,,120,21.7102,0.9999794,16.022473335266113
6,9.905443,1.4150633,6.1765137,0.11,7,,15.743682999999999,24.212584,17.223675,16.830368,17.223675,,16.656271,-51.03418,17.956175,1.6037271999999998,4.76048,18.886940623366357,17.10651,-0.123,-0.845,4.76048,,140,25.291971,0.9999794,16.681062698364258
7,9.444514999999999,1.1805643999999997,4.391932499999999,0.11,8,,15.492589,20.211257999999997,17.223675,16.872604,17.223675,,16.52274,-41.40687,13.533866,2.1504235,2.7146187000000004,18.94838815169103,17.16825,-0.117,-0.826,1.8670740000000001,,160,21.016235,0.9999794,17.673402547836304
8,11.102727999999999,1.2336364,4.9771123,0.11,9,,15.913395000000001,21.115265,17.223675,16.89847,17.223675,,16.404957,-35.679809999999996,19.168186,2.230757,2.9402568,18.883872954376628,17.1054,-0.122,-0.843,2.9402568,,180,21.891254,0.99998313,18.40651941299439
9,11.076454,1.1076454,4.0540769999999995,0.11,10,,15.759737,18.97439,17.240557,16.932678,17.240557,,16.299595,-29.318737,14.220851999999999,2.7321765,1.8302003,19.022386045977875,17.240557,-0.115,-0.819,1.1875305,,200,19.608587,0.99998313,19.13717603683472
10,12.158049,1.1052772,3.9801333,0.11,11,,15.865603,18.934526,17.240557,16.948211999999998,17.240557,,16.204285000000002,-24.311953,16.844069,3.0546837000000004,1.5084596000000001,18.88300507842021,17.103544,-0.111,-0.804,1.4244999,,220,19.501768,0.99998313,20.197437763214108
11,12.849407000000001,1.070784,3.9824414,0.11,12,,16.117132,18.356151999999998,17.240557,16.968159,17.240557,,16.117273,-19.44669,18.796343,3.226515,1.5549338,18.969485083991014,17.18758,-0.103,-0.776,1.1510040000000001,,240,18.893182999999997,0.9999966999999998,21.05946016311645
12,14.644518,1.1265013000000001,4.7719629999999995,0.11,13,,15.724262,19.330503,17.240557,16.985073,17.240557,,16.037231,-15.6823435,10.950994,3.0688665,2.1648586,18.968136677100443,17.188047,-0.095,-0.741,2.1648586,,260,19.895123,0.9999966999999998,21.80938959121704
13,14.627370999999998,1.0448122,4.333345400000001,0.11,14,,15.924659,17.922459,17.240557,16.997896,17.240557,,15.963123000000001,-13.850145000000001,18.428673,3.3755376000000004,1.7215061000000003,18.943869271729923,17.16459,-0.098,-0.756,0.56368303,,280,18.435781,0.9999966999999998,22.785587310791016
14,15.870035000000001,1.0580024,4.311464,0.11,15,,16.071348,18.139832000000002,17.240557,17.006994,17.240557,,15.894131,-12.392831,18.091072,3.6808925,1.4397775,18.91465339027816,17.134382000000002,-0.103,-0.777,1.4397775,,300,18.610570000000003,0.9999966999999998,24.047017574310303
15,17.152573,1.0720358,4.6561294,0.11,16,,16.106129,18.36961,17.240557,17.01309,17.240557,,15.829592000000002,-11.465674,16.577126,3.6838693999999994,1.5252367,18.883237700052945,17.10451,-0.11,-0.802,1.4854243,,320,18.83997,0.9999992,25.402846336364746
16,18.665010000000002,1.0979417999999999,5.239212,0.11,17,,16.199645999999998,18.81407,17.240557,17.022802,17.240557,,15.768968,-10.395786,17.634012,3.5625606,1.8684811999999997,18.957375031144604,17.17819,-0.115,-0.821,1.8570266,,340,19.300446,0.9999992,26.75659418106079
17,19.91597,1.1064428,5.509394,0.11,18,,16.289818,18.955101000000003,17.240557,17.026954999999997,17.240557,,15.711808999999999,-9.058071,17.741163,3.614911,1.9730352,18.877503591124608,17.097565,-0.118,-0.828,1.7912785,,360,19.434433,0.9999992,27.8638334274292
18,21.727806,1.1435688,6.1855297,0.11,19,,16.344670999999998,19.592398,17.240557,17.033688,17.240557,,15.657742,-8.159828,17.242975,3.5126832,2.7035403,18.93518485074594,17.154894,-0.122,-0.842,2.7035403,,380,20.085678,0.9999992,28.93768429756165
19,21.645676,1.0822836999999998,5.73374,0.11,20,,16.408009,18.545895,17.240557,17.042476999999998,17.240557,,15.606448,-6.629277,17.491964000000003,3.7751407999999995,2.173031,18.99122262814162,17.20945,-0.12,-0.834,0.70578945,,400,19.00488,0.9999992,30.165809154510498
