,ReturnMax,IWFirstEpisode,LQGsigma,ReturnMean,DenMISEMeanLog,ReturnMin,Bound,DenMISELogFirst,IWMin,URet,LQGmu01,IWLastEpisode,ReturnStepMax,target_sum_log_mean,TimestepsSoFar,LQGmu1,Iteration,SqrtESSClassic,ReturnAbsMax,IWNorm2,ReturnLastEpisode,IWMean,DenMISELogLast,MISE,TimeElapsed,IWMax,IWNorm1
0,15.644507999999998,0.21957535,0.11,15.644507999999998,17.102016,,5.0074806,17.102016,,17.332240856619553,-0.008,0.21957535,0.99262077,15.585957,20,-0.077,1,1.0,15.644507999999998,0.21957535,15.644507999999998,0.21957535,17.102016,3.4351482000000004,0.1198122501373291,0.21957535,0.21957535
1,15.644507999999998,1.6104426,0.11,15.297767000000002,12.795116,,16.544163,16.607372,,16.581620409309036,-0.01,0.35124314,0.99262077,12.510232,40,-0.097,2,1.1901257,15.644507999999998,1.6483014,14.951025,0.9808429,8.98286,15.223015,5.023938179016113,1.6104426,1.9616858
2,15.782528,1.3588655,0.11,15.459353,11.725808,,18.752779999999998,16.792591,,17.484020673876387,-0.01,1.7914919999999999,0.99366313,11.543033,60,-0.101,3,1.4983144,15.782528,2.261043,15.782528,1.1292511,9.645643,17.694122,5.376922845840454,1.7914919999999999,3.3877532
3,15.782528,1.1931076,0.11,15.50005,12.879405,,20.440813000000002,16.878508,,17.30784827490124,-0.01,1.7431047999999998,0.9955578000000002,12.773988000000001,80,-0.103,4,1.7589303,15.782528,2.8363962000000003,15.622136,1.2472558,16.285255,19.539013,5.78652811050415,1.8855349,4.989023
4,15.782528,0.32175297,0.11,15.5070095,14.317601999999999,,16.621428,16.916403,,17.218877289121238,-0.012,0.5240652,0.9976238000000002,12.995669,100,-0.121,5,1.624925,15.782528,3.0670419,15.534857,0.9967425999999999,19.913045999999998,15.645257999999998,6.4172425270080575,2.5556407,4.983713
5,16.000486,0.74226713,0.11,15.589255999999999,14.715689999999999,,21.46114,16.796446,,17.714084061233674,-0.011,2.3388445,0.9993796,14.362392999999999,120,-0.114,6,2.0908344,16.000486,3.7664703999999998,16.000486,1.312511,16.767801000000002,20.692017,6.948264598846436,2.3388445,7.875066
6,16.000486,0.58459353,0.11,15.533476,14.8984995,,16.752796,16.758932,,16.84409132676502,-0.012,0.14050704,0.9993796,14.104657999999999,140,-0.117,7,2.0876992,16.000486,3.3993177000000006,15.198792000000001,1.0138218,15.7704315,15.982517999999999,7.572864294052124,2.2258023999999996,7.096753
7,16.213734,0.42288467,0.11,15.618507000000001,14.878407000000001,,20.30249,16.705607999999998,,17.93957404991395,-0.012,3.6884252999999996,0.9993796,14.037435,160,-0.12,8,2.0497484,16.213734,4.7749486,16.213734,1.2234303999999998,14.75945,19.507494,8.14690375328064,3.6884252999999996,9.787443
8,16.213734,0.33112955,0.11,15.678572,15.418721,,22.316078,16.639338000000002,,17.8823752802528,-0.012,2.8688278,0.9993796,14.577815,180,-0.123,9,2.1773757999999996,16.213734,5.566362000000001,16.159084,1.3466735,19.604979999999998,21.56768,8.561701059341429,3.9315502999999996,12.120061999999999
9,16.213734,0.23903194,0.11,15.701978,14.760094,,22.969122,16.570107999999998,,17.599922209143102,-0.013,2.2514939999999997,0.9993796,13.8434725,200,-0.125,10,2.2853606,16.213734,6.078973,15.912622,1.3892645000000001,8.590883,22.256086,9.326240301132204,4.2603254,13.892645000000002
10,16.213734,0.13568252,0.11,15.744532000000001,14.866251,,22.951218,16.498419000000002,,17.898872246809713,-0.013,1.7160263999999998,0.9993796,13.717645999999998,220,-0.129,11,2.2829034,16.213734,6.6688595,16.170069,1.384033,15.644770999999999,22.237415,9.898316144943236,5.002428,15.224362
11,16.213734,0.020787578,0.11,15.741464,14.798303,,22.94709,16.423668,,17.413304485099218,-0.014,1.6710856,0.9999646999999999,12.663501,240,-0.139,12,1.8818238999999999,16.213734,8.750113,15.707726999999998,1.3721809,13.774947000000001,22.081152,10.47491216659546,7.831104300000001,16.466171
12,16.437645,0.007896518,0.11,15.795015,14.542407999999998,,24.851046,16.345356,,18.183094606134702,-0.015,6.6455063999999995,0.9999646999999999,12.086715,260,-0.144,13,2.0091765,16.437645,9.586805,16.437645,1.4816601999999999,11.257593,24.028795000000002,11.15430760383606,6.6455063999999995,19.261582999999998
13,16.437645,1.5935941999999998,0.11,15.801779999999999,14.681645000000001,,14.954524,16.271854,,17.599231060594285,-0.011,1.2335075,0.9999646999999999,14.271306,280,-0.11,14,3.200142,16.437645,4.009405,15.8896885,0.91647613,16.18383,14.438282999999998,11.550123453140259,1.7515633000000002,12.830666
14,16.437645,0.7627824000000001,0.11,15.807491,14.520624,,17.324308,16.310665,,17.595583699468452,-0.012,1.4955106000000002,0.9999646999999999,14.220414000000002,300,-0.118,15,3.4796843999999996,16.437645,4.5739155,15.887464000000001,1.0610521000000002,12.354231,16.849539,12.26283311843872,1.5565243,15.915782
15,16.437645,0.06767329,0.11,15.814352,14.435410999999998,,18.717861,16.295729,,17.60660603677604,-0.014,0.9475018,0.9999646999999999,13.321466000000001,320,-0.134,16,3.0582203999999997,16.437645,5.919721599999999,15.917260999999998,1.1314883,13.108057,18.177664,12.801100969314575,2.9791005,18.103813
16,16.437645,1.0531487,0.11,15.816701,14.446067000000001,,17.315582,16.239325,,17.55665184422239,-0.012,1.5138032,0.9999646999999999,14.23731,340,-0.116,17,3.7401795,16.437645,4.8393383000000005,15.854270000000001,1.0647056000000001,14.517605,16.87388,13.093486309051515,1.5826802,18.099995
17,16.437645,0.0974146,0.11,15.811844,14.632267,,17.139181,16.242271,,17.431318935711552,-0.013,0.47356728,0.9999646999999999,13.715084,360,-0.133,18,3.4087680000000002,16.437645,5.488128,15.729279,1.0393198000000001,17.743153,16.654535,13.807562828063965,2.443969,18.707756
18,16.437645,0.18380111,0.11,15.826637,14.705569,,17.370514,16.193602,,17.81456599547453,-0.013,1.3287375,0.9999646999999999,14.093959,380,-0.129,19,3.8186226000000003,16.437645,5.272118,16.092922,1.0595909,16.002403,16.937885,14.28584098815918,1.8284453,20.132229000000002
