,LQGmu01,DenMISEMeanLog,DenMISELogLast,IWMean,TimestepsSoFar,ReturnStepMax,LQGmu1,IWMax,ReturnLastEpisode,target_sum_log_mean,IWFirstEpisode,IWNorm1,ReturnAbsMax,URet,Iteration,DenMISELogFirst,MISE,ReturnMin,ReturnMax,IWLastEpisode,IWNorm2,ReturnMean,LQGsigma,TimeElapsed,SqrtESSClassic,IWMin,Bound
0,-0.019,18.60218,18.60218,5.1729899999999995e-09,20,0.9625284,-0.186,5.1729899999999995e-09,15.058442000000001,-0.47763348,5.1729899999999995e-09,5.27299e-09,15.058442000000001,16.687925283112616,1,18.60218,7.789717e-08,,15.058442000000001,5.1729899999999995e-09,5.27299e-09,15.058442000000001,0.11,0.4370918273925781,1.0,,45.175327
1,-0.029,17.728142000000002,17.54725,1.1526448e-05,40,0.999936,-0.281,2.3052897e-05,16.510082,-26.325065999999996,2.361265e-34,2.3053096999999996e-05,16.510082,18.26199805608585,2,17.909032999999997,0.00019030261000000002,,16.510082,2.3052897e-05,2.3052997e-05,15.784262,0.11,12.89378046989441,1.0000043,,49.530224
2,-0.023,18.165526999999997,19.851215,2.5736377,60,0.999936,-0.23,7.6199174,16.913063,4.0302424,4.9787205e-19,7.720913400000001,16.913063,18.685406517527444,3,17.503569,43.51453,,16.913063,7.6199174,7.6205869999999996,16.160528,0.11,13.726388931274414,1.0131652,,93.594406
3,-0.025,18.170748,17.752222,1.3110741000000001,80,0.999936,-0.245,2.7634015,16.981507999999998,4.6875029999999995,3.2535303000000006e-23,5.244296599999999,16.981507999999998,18.755387482560558,4,17.215887,22.219847,,16.981507999999998,2.7634015,3.7023232000000004,16.365774,0.11,14.541200399398804,1.416488,,58.185226
4,-0.025,17.107167999999998,12.736016000000001,1.2373693000000001,100,0.999936,-0.246,2.2191916000000003,16.766548,6.4261465,3.5913697e-23,6.1868463,16.981507999999998,18.52904068733952,5,16.992743,20.88905,,16.981507999999998,2.2191916000000003,3.567328,16.445929,0.11,15.42892074584961,1.7343081999999999,,50.2636
5,-0.032,17.063663000000002,16.721075,0.4990259,120,0.999936,-0.311,2.4803498,16.85453,-2.962202,,2.9941554,16.981507999999998,18.62439854212826,6,16.810420999999998,8.417183999999999,,16.981507999999998,2.4803498,2.5088165,16.514029,0.11,16.172902822494507,1.1934533,,51.103836
6,-0.036,16.888166000000002,16.330357,0.6040135999999999,140,0.999936,-0.343,3.5442936,16.899862,-5.9780083,,4.2280955,16.981507999999998,18.673368163832237,7,16.656271,10.204071,,16.981507999999998,3.5442936,3.6002339999999995,16.569149,0.11,17.251532077789307,1.1743946,,53.583466
7,-0.032,16.399794,13.412401000000001,1.1556046,160,0.99999183,-0.31,3.27662,16.968770000000003,2.0245151999999997,,9.244837,16.981507999999998,18.73983459783572,8,16.52274,19.547522,,16.981507999999998,3.27662,5.016376999999999,16.619101999999998,0.11,18.088971376419067,1.842931,,47.190727
8,-0.032,16.704607,19.088509,1.1744035,180,0.99999183,-0.308,2.635056,16.926767,4.259989,,10.569632,16.981507999999998,18.69879859984605,9,16.404957,19.867105,,16.981507999999998,2.635056,4.9206389999999995,16.653285999999998,0.11,18.816748142242428,2.1480200000000003,,43.584076
9,-0.033,16.363993,13.199271,1.0966165,200,0.99999183,-0.319,2.4907298,17.14648,3.9407108,,10.966166000000001,17.14648,18.926298076929818,10,16.299595,18.609875,,17.14648,2.4907298,4.785591,16.702606,0.11,19.52832245826721,2.2914965,,41.057846000000005
10,-0.032,16.391174,16.619564,1.1284988,220,0.99999183,-0.306,2.029643,16.896467,6.553118700000001,,12.413486500000001,17.14648,18.668036502920828,11,16.204285000000002,19.118921,,17.14648,1.9100275000000002,4.688354,16.720228,0.11,20.35828804969788,2.647728,,38.546688
11,-0.031,16.507925,17.702532,1.1445895000000001,240,0.99999183,-0.301,1.8928044999999998,17.018038,7.993458,,13.735075,17.14648,18.793671924368752,12,16.117273,19.397179,,17.14648,1.8571506000000002,4.7479258,16.745047,0.11,21.30772590637207,2.8928580000000004,,37.178709999999995
12,-0.032,16.074038,10.754802999999999,1.1166905,260,0.99999183,-0.307,1.7615205000000003,17.037924,7.766914,,14.516976999999999,17.14648,18.812091219777447,13,16.037231,18.942738000000002,,17.14648,1.7121147,4.795836,16.767576000000002,0.11,22.362670183181766,3.0269961,,35.9363
13,-0.032,16.139248000000002,16.896456,1.0991725,280,0.99999183,-0.31,1.6927232,17.043709,8.157241,,15.388414000000001,17.14648,18.819986981342584,14,15.963123000000001,18.658901,,17.14648,1.6515036,4.864475700000001,16.7873,0.11,23.335472583770752,3.163427,,34.91957
14,-0.035,16.264651999999998,17.943214,0.98388326,300,0.99999183,-0.336,3.137819,16.974922,6.558889999999999,,14.758249,17.14648,18.74822966754089,15,15.894131,16.724035,,17.14648,3.137819,5.1892323,16.799809,0.11,24.49399280548096,2.844014,,34.81095
15,-0.034,16.215864,15.522822,1.0452431,320,0.99999183,-0.33,2.4254724999999997,16.963734,7.7274637,,16.72389,17.14648,18.738453046485414,16,15.829592000000002,17.757084,,17.14648,1.8926113999999998,5.2187624,16.810053,0.11,25.52384328842163,3.20457,,33.808983000000005
