,DenMISELogLast,IWMean,LQGmu1,target_sum_log_mean,Bound,LQGsigma,ReturnLastEpisode,MISE,ReturnMin,IWMax,IWLastEpisode,ReturnMax,DenMISEMeanLog,DenMISELogFirst,IWMin,IWNorm2,LQGmu01,TimestepsSoFar,SqrtESSClassic,URet,ReturnAbsMax,IWFirstEpisode,ReturnStepMax,TimeElapsed,IWNorm1,ReturnMean,Iteration
0,17.102016,0.30684757,-0.119,15.920612,6.372812000000001,0.11,15.644507999999998,4.8004794,,0.30684757,0.30684757,15.644507999999998,17.102016,17.102016,,0.30684757,-0.012,20,1.0,17.332240856619553,15.644507999999998,0.30684757,0.99262077,0.7712790966033936,0.30684757,15.644507999999998,1
1,10.82809,1.1597283,-0.111,13.892881,19.319010000000002,0.11,15.721279000000001,18.193360000000002,,1.3020996,1.3020996,15.721279000000001,13.752289000000001,16.676486999999998,,1.6524159999999999,-0.011,40,1.4036758999999999,17.422696217582782,15.721279000000001,1.017357,0.9993023000000001,29.09069967269897,2.3194566,15.682894000000001,2
2,10.997582000000001,1.3671236,-0.128,12.458717,23.271101,0.11,16.104210000000002,21.919535,,3.3722138,3.3722138,16.104210000000002,12.867958,16.682257,,3.424872,-0.013,60,1.1975253000000001,17.827959525839233,16.104210000000002,0.1500018,0.9993023000000001,30.567667961120605,4.101371,15.823332999999998,3
3,16.055128,1.2903478000000002,-0.128,13.541811,21.637660999999998,0.11,16.01961,20.651917,,2.2037263,2.2037263,16.104210000000002,13.693648999999999,16.443365,,3.1434727000000002,-0.013,80,1.6419393,17.737906088921836,16.104210000000002,0.18243302,0.9995714,31.914467096328732,5.1613913,15.872402,4
4,19.859551999999997,1.1272784,-0.126,14.934505999999999,18.78079,0.11,15.953967,17.993118,,1.5601742,1.3834246000000001,16.104210000000002,14.960158999999999,16.26482,,2.7429930000000002,-0.013,100,2.0548327,17.670334395424547,16.104210000000002,0.3175847,0.9997905,33.500083684921265,5.636392,15.888715,5
5,17.120420000000003,0.97620505,-0.144,14.369804,16.522758,0.11,16.127077,15.673587,,1.9653918000000001,1.1773646,16.127077,15.334989000000002,16.14408,,3.0686662,-0.014,120,1.9087218000000001,17.84851447142593,16.127077,0.010283789,0.9997905,35.17716598510742,5.85723,15.928441000000001,6
6,15.19696,0.8200143,-0.143,14.281607000000001,13.961154999999998,0.11,15.684844,13.155292999999999,,1.7603215,0.14126347,16.127077,15.306904999999999,15.991641,,2.8539202,-0.014,140,2.0113037,17.376124259511002,16.127077,0.014909238,0.9997905,36.91311883926392,5.7401,15.893641,7
7,14.064886999999999,1.462855,-0.149,13.862873,25.040255,0.11,16.491685999999998,23.907185000000002,,7.729078299999999,7.729078299999999,16.491685999999998,15.12825,15.860238,,8.00019,-0.015,160,1.4628203000000002,18.23722586361048,16.491685999999998,0.0033556934999999996,0.9997905,38.34219646453858,11.70284,15.968397,8
8,19.247206,1.6624541000000002,-0.155,14.115351,28.272884,0.11,16.455446,27.267208,,7.774721,4.4524903,16.491685999999998,15.608151999999999,15.742873999999999,,9.078264,-0.016,180,1.6481221000000001,18.200447487818337,16.491685999999998,0.0008648258999999999,0.9997905,40.386435508728034,14.962088,16.022514,9
9,8.100761,1.7393872,-0.161,12.945257000000002,29.486704,0.11,16.316278,28.543726,,8.244149,3.4946330000000003,16.491685999999998,14.89419,15.6376095,,9.895793,-0.016,200,1.7577037,18.039577811010965,16.491685999999998,0.00012331404,0.9997905,41.95974159240723,17.393871,16.051891,10
10,15.411335000000001,1.5923038,-0.172,11.942828,27.160035999999998,0.11,16.497618,26.193195000000003,,9.056464,2.150666,16.497618,14.981449,15.542311999999999,,10.213389,-0.017,220,1.7149391,18.248060166586253,16.497618,3.5618113999999998e-06,0.9998277,43.52085614204407,17.51534,16.092411,11
11,13.215204,1.3131529,-0.165,13.019474,22.180275,0.11,16.16645,21.482466,,3.7179531999999997,3.1634425999999998,16.497618,14.862079000000001,15.4553,,6.6317716,-0.017,240,2.3761125,17.90361828854081,16.497618,5.1098184e-05,0.9998499,45.63568091392517,15.757833999999999,16.098581,12
12,11.252982000000001,0.9032648999999999,-0.199,7.874645699999999,15.927128,0.11,16.649727,14.933929000000001,,5.406408,5.406408,16.649727,14.601501,15.375262,,6.969554,-0.02,260,1.6848199000000001,18.406627423187924,16.649727,6.1318575e-11,0.9999600000000001,47.622851848602295,11.742443,16.140978,13
13,14.632292000000001,1.0935544,-0.188,10.241732,18.803669,0.11,16.358185,18.019688000000002,,4.7503123,0.9985286,16.649727,14.591123999999999,15.301154,,7.172730400000001,-0.019,280,2.1344397,18.10230260181989,16.649727,8.374265e-09,0.9999600000000001,49.97086501121521,15.309760999999998,16.156492,14
14,12.102789,0.95336634,-0.192,9.889726,16.436892999999998,0.11,16.564728,15.724723000000001,,3.7482607000000003,2.4210954,16.649727,14.4264,15.232161499999998,,6.0861906999999995,-0.019,300,2.3496627999999995,18.316236247832972,16.649727,2.053776e-09,0.9999600000000001,51.85052442550659,14.300495000000002,16.183708,15
15,11.795312,1.3220735000000001,-0.173,12.328341,22.294142,0.11,16.635693,21.74318,,2.7135884999999997,1.7434124,16.649727,14.256504000000001,15.167623,,6.964784599999999,-0.018,320,3.0371613999999996,18.38495958104123,16.649727,3.0955766e-06,0.9999600000000001,54.0903205871582,21.153175,16.211956,16
16,14.061272,1.1803458,-0.181,11.717353999999998,19.995403,0.11,16.358103,19.442648000000002,,2.8769270000000002,0.95671064,16.649727,14.260655999999999,15.106998,,6.628285400000001,-0.018,340,3.0273103999999997,18.094060490025527,16.649727,2.2013532e-07,0.9999600000000001,56.509278535842896,20.065878,16.220551999999998,17
17,16.767435,1.2289417999999999,-0.174,12.710662,20.689095000000002,0.11,16.367409,20.192,,2.2813842,2.0745494,16.649727,14.407645,15.04984,,6.5713353,-0.018,360,3.3662796000000004,18.11501311055995,16.649727,3.1574414000000003e-06,0.9999600000000001,58.76754951477051,22.120953,16.228711999999998,18
18,15.087667999999999,1.2286190000000001,-0.171,13.101405,20.651836,0.11,16.527561,20.18129,,2.1548789,1.9907488999999998,16.649727,14.453631,14.995773000000002,,6.5642357,-0.017,380,3.556204,18.277073230435125,16.649727,9.449654500000001e-06,0.9999600000000001,61.06157755851746,23.343760999999997,16.244442000000003,19
19,14.701841,0.9101549999999999,-0.189,11.385117,15.557845,0.11,16.526602,15.020613,,3.3062296,1.4547389,16.649727,14.475945999999999,14.944479999999999,,5.8441052,-0.019,400,3.1147797,18.281732337237933,16.649727,7.916974e-09,0.9999600000000001,63.30897164344788,18.2031,16.258549,20
20,7.2720795,1.1324401000000002,-0.161,13.355623000000001,18.999588,0.11,16.733398,18.557236,,2.1521267999999996,0.18090159,16.733398,14.127889000000001,14.89569,,6.2551239999999995,-0.016,420,3.8018818,18.494458860478225,16.733398,0.000251201,0.9999600000000001,67.54814767837524,23.781242000000002,16.281162,21
21,15.09702,0.8169947,-0.206,9.082061,14.451614999999999,0.11,16.442368,13.590195000000001,,8.183702,0.96042484,16.733398,14.177102,14.849182,,9.206418,-0.021,440,1.9523211999999999,18.182167518216147,16.733398,3.5136864999999997e-12,0.9999600000000001,71.48450207710265,17.973885,16.288488,22
22,14.515897,1.1937982,-0.243,2.5011468,21.397410999999998,0.11,16.835955,20.065742,,20.699911,20.699911,16.835955,14.181672,14.80473,,21.60901,-0.025,460,1.2706438,18.60211938896104,16.835955,1.9372759999999998e-20,0.9999600000000001,76.21850943565369,27.457357000000002,16.312292000000003,23
23,12.499145,1.4313072,-0.265,-2.0624201,25.367483,0.11,16.811481,24.0632,,25.472206,25.472206,16.835955,14.108478,14.762170999999999,,26.478634000000003,-0.027,480,1.2973242,18.577921791833145,16.835955,5.69856e-26,0.9999600000000001,79.51651000976562,34.35137,16.333092,24
24,15.003791,1.1227348999999998,-0.268,-2.1204581,19.853676,0.11,16.78813,18.866562,,12.683891000000001,8.997031,16.835955,14.147295000000002,14.721348999999998,,16.374374,-0.027,500,1.7141646000000001,18.55233019537197,16.835955,7.510182e-27,0.9999600000000001,83.27261781692505,28.068372999999998,16.351294,25
25,11.653944000000001,1.2102745000000001,-0.247,3.1438843999999997,21.120195000000002,0.11,16.81684,20.331059,,8.535425,3.1675633999999997,16.835955,14.050396,14.682128,,14.675395000000002,-0.025,520,2.1442106,18.584610974629573,16.835955,2.1453499000000002e-21,0.9999600000000001,86.71985602378845,31.467136,16.3692,26
