,ReturnMin,DenMISEMeanLog,ReturnMean,IWFirstEpisode,IWMax,IWMin,IWLastEpisode,LQGsigma,IWMean,SqrtESSClassic,LQGmu1,IWNorm1,ReturnLastEpisode,DenMISELogFirst,LQGmu01,IWNorm2,MISE,Bound,ReturnMax,TimeElapsed,URet,ReturnStepMax,Iteration,TimestepsSoFar,DenMISELogLast,target_sum_log_mean,ReturnAbsMax
0,,13.511501,15.807039999999999,1.4384975e-05,1.4384975e-05,,1.4384975e-05,0.11,1.4384975e-05,1.0,-0.032,1.4385074999999999e-05,15.807039999999999,13.511501,-0.003,1.4385074999999999e-05,0.00022738387999999998,1.5888946000000002,15.807039999999999,0.4437146186828613,17.497854397219367,0.99233466,1,20,13.511501,2.3621755,15.807039999999999
1,,15.204704999999999,14.473737,,,,,0.11,,1.4142135,0.154,2e-10,13.140432999999998,12.818369,0.016,1.4142136e-10,,1.1233575,15.807039999999999,14.311967849731445,14.532148242364535,0.99233466,2,40,17.591042,-174.93497,15.807039999999999
2,,6.5103135000000005,12.644833,,0.14795153,,0.14795153,0.11,0.049317177000000004,1.0,0.162,0.14795153,8.987025,12.412904,0.016,0.14795153,0.44321468,2.031882,15.807039999999999,14.635135889053345,9.864822182405932,0.99233466,3,60,-10.06754,-129.70494,15.807039999999999
3,,8.470608,11.709206,,1.2122524,,0.018164389,0.11,0.3076042,1.0148700000000002,0.139,1.2304168,8.902322999999999,12.125221,0.014,1.2123885,2.764062,4.3294516,15.807039999999999,15.401901245117188,9.776424728576425,0.99233466,4,80,15.166398000000001,-75.466034,15.807039999999999
4,,8.857832,11.15277,,2.0848489,,2.0848489,0.11,0.7399631999999999,1.4619027,0.146,3.699816,8.92703,11.902078,0.015,2.5308222999999996,6.6217766000000005,7.7084885,15.807039999999999,16.086312770843506,9.803167280553152,0.99233466,5,100,11.030055,-61.495953,15.807039999999999
5,,10.328019,10.783318,,4.127127,,0.5687241999999999,0.11,1.0125078,1.3995655,0.162,6.0750465,8.936050999999999,11.719756,0.016,4.3406663,9.024277,10.159391000000001,15.807039999999999,16.698686838150024,9.81692619385618,0.99233466,6,120,17.953869,-57.283978000000005,15.807039999999999
6,,10.461160000000001,10.514076,,0.48531523,,0.0005748217,0.11,0.15207098,1.5873959,0.132,1.0644969,8.898628,11.565605,0.013,0.6705932,1.3622671,2.363068,15.807039999999999,17.832903146743774,9.772139991709366,0.99233466,7,140,11.359281,-36.28302,15.807039999999999
7,,10.749807,10.320213,,2.5489787999999995,,0.15659139,0.11,0.9898408000000001,2.0912926,0.153,7.918726400000001,8.963178,11.432075,0.015,3.7865226,8.840274,9.599932,15.807039999999999,18.859568357467648,9.844241742734207,0.99233466,8,160,13.557395000000001,-36.044525,15.807039999999999
8,,10.694576,10.164399000000001,,4.4042068,,0.0088761775,0.11,0.5479371999999999,1.1163901000000003,0.13,4.931435,8.917881,11.314291,0.013,4.4173045,4.911154,6.334193,15.807039999999999,19.839724779129032,9.792789627928924,0.99233466,9,180,10.3009815,-25.549460999999997,15.807039999999999
9,,10.82868,10.048405,9.0590846e-05,9.0590846e-05,,,0.11,9.059085e-06,1.00001,-0.159,9.059184999999999e-05,9.004455,11.208931,-0.016,9.059095e-05,0.00014319732,1.5887946000000002,15.807039999999999,20.84899878501892,9.890100416031427,0.99233466,10,200,12.527644,-795.1086,15.807039999999999
10,,8.705003,10.578544,1.9871275e-06,6.3343585e-05,,6.3343585e-05,0.11,5.939156e-06,1.0308791,-0.17,6.533181999999999e-05,15.879929,11.113629,-0.017,6.337486e-05,9.43002e-05,1.5482805,15.879929,21.721131324768066,17.609673123220798,0.9998203000000001,11,220,-11.57868,-766.4945700000001,15.879929
11,,9.111651,11.060885,8.333824e-09,4.514737599999999,,4.514737599999999,0.11,0.37622833,1.0000004999999998,-0.184,4.51474,16.366638000000002,11.026618,-0.019,4.514737599999999,6.157593,7.8025009999999995,16.366638000000002,22.755589246749878,18.106250161804684,0.9998203000000001,12,240,14.541901000000001,-748.4739400000001,16.366638000000002
12,,9.699938000000001,11.499763,2.900267e-10,5.9684175999999995,,5.9684175999999995,0.11,0.6320601,1.2883282,-0.191,8.216782,16.766304,10.946575,-0.019,6.377864,10.528189999999999,11.836145,16.766304,23.86617755889893,18.530244569862422,0.9998203000000001,13,260,17.400541,-713.5022,16.766304
13,,10.077881,11.867063499999999,1.9154517e-12,3.5327053,,2.0075203999999998,0.11,0.45458245,1.5350246,-0.202,6.3641543,16.641975,10.872468,-0.021,4.145962,7.580319,8.678071000000001,16.766304,24.909838914871216,18.39997453840837,0.9998203000000001,14,280,15.417198999999998,-691.71234,16.766304
14,,9.691421,12.208049,,2.2014055e-24,,,0.11,2.0511275e-25,3.8729835,0.306,1.5e-09,16.981842,10.803474000000001,0.032,3.8729833e-10,1.8254377e-24,0.4406782,16.981842,25.80496883392334,18.753639181202644,0.9998203000000001,15,300,4.830686,-215.00217999999998,16.981842
15,,8.27627,12.001307,,2.3481624e-24,,,0.11,2.0511243999999998e-25,4.0,0.306,1.6e-09,8.90018,10.738936,0.032,4e-10,1.825435e-24,0.42668483,16.981842,26.72946047782898,9.755080908988072,0.9998203000000001,16,320,-11.982928999999999,-208.89273,16.981842
16,,8.534711,11.806725,,8.894239,,8.894239,0.11,0.52319056,1.0,0.3,8.894239,8.693424,10.678311,0.031,8.894239,4.548317400000001,6.255057,16.981842,27.55395746231079,9.546961196747814,0.9998203000000001,17,340,13.63977,-190.95203,16.981842
17,,8.909403,11.634333999999999,,7.501245,,7.501245,0.11,0.74703324,1.4048405000000002,0.294,13.446598000000002,8.703676,10.621153,0.03,9.571619,6.4985485,7.713447599999999,16.981842,28.67812705039978,9.561188347280408,0.9998203000000001,18,360,15.83005,-175.32281,16.981842
18,,9.0805435,11.479818,,5.554005999999999,,5.103807,0.11,0.81106055,1.7285283,0.295,15.410151,8.698542,10.567086,0.03,8.915186,7.0552649999999995,8.04266,16.981842,29.91996216773987,9.551363442704952,0.9998203000000001,19,380,12.500533,-165.72502,16.981842
19,,9.33951,11.341295,,4.9535446,,4.9535446,0.11,0.8807939,1.9910063999999998,0.292,17.615879999999997,8.709348,10.515792999999999,0.03,8.847726,7.6645,8.521725,16.981842,30.784783840179443,9.564930514720908,0.9998203000000001,20,400,14.516825,-155.07846,16.981842
20,,9.660246,11.214815,,3.9688112999999996,,3.31679,0.11,0.8735279,2.2316523,0.295,18.344085999999997,8.685198,10.467003,0.03,8.219957,7.5984354000000005,8.363223,16.981842,31.838503122329712,9.540442507178334,0.9998203000000001,21,420,16.255308,-148.43639,16.981842
21,,9.854306,11.100769999999999,,3.5744943999999994,,3.474382,0.11,0.9000362,2.4436727000000005,0.294,19.800797,8.705834,10.420483,0.03,8.102884,7.8302226,8.528655,16.981842,32.96750831604004,9.560306473220374,0.9998203000000001,22,440,14.101607000000001,-140.38141000000002,16.981842
22,,9.995428,10.996927000000001,,3.4315602999999997,,3.4315602999999997,0.11,0.9281729,2.6335402,0.292,21.347977,8.712403,10.376031,0.03,8.10619,8.077008,8.725086,16.981842,33.990411520004265,9.567310360969651,0.9998203000000001,23,460,13.239714999999999,-132.63962,16.981842
23,,10.348262,10.900725999999999,,2.9700284,,2.5144217,0.11,0.92050934,2.8235357000000003,0.294,22.092223999999998,8.688085000000001,10.333471000000001,0.03,7.8243117,8.00853,8.612999,16.981842,35.12989544868469,9.540740366778758,0.9998203000000001,24,480,18.571177,-127.33695,16.981842
24,,10.444141,10.811358,,2.6939096,,2.6939096,0.11,0.91898346,2.9978797000000004,0.298,22.974586,8.666545,10.292649,0.031,7.663612,7.990939999999999,8.560255,16.981842,36.235526084899895,9.514872264411764,0.9998203000000001,25,500,12.853832,-123.86028999999999,16.981842
25,,10.760773,10.730288,,2.4333452999999996,,2.4143536,0.11,0.9258748,3.1620984,0.297,24.072746,8.703534,10.253428,0.031,7.612902,8.052038,8.591787,16.981842,37.91183090209961,9.560968265400332,0.9998203000000001,26,520,18.78208,-117.774864,16.981842
26,,10.925962,10.654794,,2.319033,,2.3108754,0.11,0.93297756,3.316447,0.297,25.190393,8.691936,10.215688,0.031,7.5955963,8.113339999999999,8.627969,16.981842,39.28088235855103,9.54897194372677,0.9998203000000001,27,540,15.316648999999998,-112.906044,16.981842
27,,11.050267999999999,10.583552000000001,,2.8889663,,2.8889663,0.11,0.94865566,3.4234052000000004,0.301,26.562359000000004,8.660049,10.17932,0.031,7.7590460000000006,8.244584,8.7431345,16.981842,40.36408591270447,9.513209981200452,0.9998203000000001,28,560,14.492934,-110.42545,16.981842
