,IWMean,URet,LQGsigma,IWMax,IWLastEpisode,ReturnStepMax,IWNorm2,ReturnAbsMax,Bound,ReturnMax,MISE,IWFirstEpisode,LQGmu1,IWNorm1,ReturnMean,Iteration,ReturnMin,DenMISELogLast,DenMISELogFirst,target_sum_log_mean,DenMISEMeanLog,IWMin,TimeElapsed,LQGmu01,SqrtESSClassic,ReturnLastEpisode,TimestepsSoFar
0,1.4384975e-05,17.497854397219367,0.11,1.4384975e-05,1.4384975e-05,0.99233466,1.4385074999999999e-05,15.807039999999999,31.614307,15.807039999999999,0.00022738387999999998,1.4384975e-05,-0.032,1.4385074999999999e-05,15.807039999999999,1,,13.511501,13.511501,2.3621755,13.511501,,0.5602331161499023,-0.003,1.0,15.807039999999999,20
1,,14.532148242364535,0.11,,,0.99233466,1.4142136e-10,15.807039999999999,22.35453,15.807039999999999,,,0.154,2e-10,14.473737,2,,17.591042,12.818369,-174.97122,15.204704999999999,,17.917043209075924,0.016,1.4142135,13.140432999999998,40
2,0.12586474,9.864780018086824,0.11,0.37759423,0.37759423,0.99233466,0.37759423,15.807039999999999,32.745224,15.807039999999999,1.1311446000000003,,0.133,0.37759423,12.64482,3,,-10.068412,12.412904,-97.44745999999999,6.510023,,18.61665368080139,0.013,1.0,8.986986,60
3,1.7442423999999998e-08,9.832643047290887,0.11,6.812441e-08,1.6452928e-09,0.99233466,6.824688e-08,15.807039999999999,30.747771999999998,15.807039999999999,1.5674088e-07,,0.199,7.0169705e-08,11.721879,4,,14.443615,12.125221,-133.70035,8.307297,,19.37164258956909,0.02,1.0281745999999998,8.953058,80
4,1.7758026e-05,9.68600810967834,0.11,8.8790126e-05,8.8790126e-05,0.99233466,8.879023000000001e-05,15.807039999999999,31.614094,15.807039999999999,0.0001566514,,0.275,8.879063e-05,11.141792,5,,4.9016720000000005,11.902078,-181.3826,7.447657,,20.08572220802307,0.028,1.0000045,8.821442999999999,100
5,0.68850183,9.585848300437856,0.11,4.1310096,4.1310096,0.99233466,4.1310096,15.807039999999999,37.621483000000005,15.807039999999999,6.007413400000001,,0.289,4.131011,10.739051,6,,18.5124,11.719756,-160.31572,9.13985,,20.893655300140377,0.03,1.0000004,8.725341,120
6,0.97972375,9.54049180632597,0.11,6.1376542999999995,6.1376542999999995,0.99233466,6.1797889999999995,15.807039999999999,37.003387,15.807039999999999,8.516007,,0.309,6.858066,10.446096,7,,11.082465,11.565605,-149.63431,9.360071000000001,,21.85087561607361,0.032,1.1097573,8.688369999999999,140
7,1.1173319,9.54177325305196,0.11,3.927945,3.927945,0.99233466,5.6487637,15.807039999999999,29.69153,15.807039999999999,9.713078999999999,,0.305,8.938655,10.226427000000001,8,,13.701510999999998,11.432075,-126.205444,9.876853,,22.749586343765262,0.031,1.582409,8.688744,160
8,1.0912981000000002,9.522785027700644,0.11,3.9048107000000005,3.9048107000000005,0.99233466,5.4711375,15.807039999999999,27.087868,15.807039999999999,9.477344,,0.312,9.821683,10.053828999999999,9,,11.699425,11.314291,-114.97379,10.077596,,23.507968187332157,0.032,1.7951811999999998,8.673047,180
9,0.7877039,9.608543342583753,0.11,3.0896842,0.08600506,0.99233466,4.341629,15.807039999999999,24.266223999999998,15.807039999999999,6.841326,,0.315,7.877039,9.923285,10,,16.200295999999998,11.208931,-103.592674,10.689208,,24.278996229171753,0.033,1.8143049999999998,8.748379,200
10,0.93381464,9.54386749960176,0.11,2.3870676,2.2713653999999996,0.99233466,4.656276,15.807039999999999,22.445362,15.807039999999999,8.114711999999999,,0.308,10.271961,9.811119999999999,11,,20.192028,11.113621,-88.93965,11.530735,,25.02382850646973,0.032,2.2060463,8.689483000000001,220
11,1.026912,9.54582179627745,0.11,2.1198466000000002,2.1198466000000002,0.99233466,4.8315177,15.807039999999999,21.32381,15.807039999999999,8.928719500000001,,0.301,12.322944,9.717711,12,,15.415861999999999,11.026608999999999,-77.27415,11.845962,,25.92797660827637,0.031,2.5505326,8.690216,240
12,1.0156486999999998,9.539060177937886,0.11,1.9349599999999998,1.8959987,0.99233466,4.8552237,15.807039999999999,20.453757999999997,15.807039999999999,8.828492,,0.303,13.203434,9.638361999999999,13,,18.684788,10.946567,-70.652985,12.371502,,26.793385744094852,0.031,2.7194285,8.686162,260
13,0.9074599,9.485874269231557,0.11,11.874212,11.874212,0.99233466,11.882214999999999,15.807039999999999,37.409508,15.807039999999999,7.841472,,0.365,12.704439,9.566930000000001,14,,16.283043,10.872458,-86.76852,12.650072,,27.717335939407352,0.038,1.0691979,8.638314999999999,280
14,1.1434194,9.465995011313051,0.11,9.529810000000001,9.529810000000001,0.99233466,11.718979,15.807039999999999,31.471102000000002,15.807039999999999,9.870117,,0.366,17.15129,9.504032,15,,2.3871357000000004,10.803466,-81.01456999999999,11.946351,,28.90793490409851,0.038,1.4635482,8.6234665,300
15,1.113141,9.48274573604483,0.11,6.1967025,5.359032,0.99233466,9.701089999999999,15.807039999999999,26.832125,15.807039999999999,9.612211,,0.362,17.810254999999998,9.449803999999999,16,,14.904465,10.738927,-73.83972,12.128222000000001,,29.95095014572144,0.038,1.8359025000000002,8.636379,320
16,1.1000092,9.485025474281802,0.11,4.697006,4.1156735,0.99233466,8.712864999999999,15.807039999999999,24.230583,15.807039999999999,9.500802,,0.36,18.700157,9.401999,17,,14.402847,10.678303,-67.82972,12.2616415,,30.962098836898804,0.038,2.1462696,8.637125,340
17,1.0819128999999998,9.494595713415043,0.11,3.8183684,3.114,0.99233466,8.013046000000001,15.807039999999999,22.355145,15.807039999999999,9.347059,,0.357,19.474432,9.359831,18,,16.68359,10.621144000000001,-62.28715,12.508181,,32.14499044418335,0.037,2.4303405,8.642982,360
18,1.090492,9.479022672544492,0.11,3.3132919999999997,3.2519894,0.99233466,7.785137,15.807039999999999,21.299564,15.807039999999999,9.4208145,,0.357,20.719348999999998,9.32157,19,,12.918269,10.567077000000001,-58.163509999999995,12.530869000000001,,33.27127027511597,0.037,2.661398,8.632864,380
19,1.0927203,9.494395883845376,0.11,2.8963346000000003,2.6209185,0.99233466,7.515363000000001,15.807039999999999,20.313766,15.807039999999999,9.442214,,0.354,21.854404000000002,9.287751,20,,15.153846,10.515783,-53.825990000000004,12.664026,,34.35588788986206,0.037,2.9079638,8.645182,400
20,1.0771853999999998,9.466983011552765,0.11,2.7433717,2.7433717,0.99233466,7.4092245,15.807039999999999,19.659443,15.807039999999999,9.304601,,0.357,22.620893,9.25587,21,,16.43706,10.466992999999999,-51.119232000000004,12.846183,,35.25316405296326,0.037,3.0530717000000003,8.618246000000001,420
21,1.0845283000000001,9.489302817550847,0.11,2.4855366,2.3722892000000004,0.99233466,7.309514,15.807039999999999,19.054625,15.807039999999999,9.369493499999999,,0.355,23.859623000000003,9.227935,22,,14.484648000000002,10.420473,-47.658485,12.922599,,36.493064403533936,0.037,3.2641873,8.641296,440
22,1.0898517,9.497310099484974,0.11,2.3007798,2.1246939,0.99233466,7.2046204,15.807039999999999,18.504238,15.807039999999999,9.417743,,0.352,25.066591,9.202755,23,,13.725055,10.376021000000001,-44.387226,12.959883999999999,,37.90372681617737,0.037,3.4792383,8.648805,460
23,1.0754513,9.468365444610756,0.11,2.2178402000000004,2.189686,0.99233466,7.185642,15.807039999999999,18.092163,15.807039999999999,9.290917,,0.355,25.81083,9.178569,24,,18.704307999999997,10.333461999999999,-42.26763,13.201935999999998,,38.92177820205689,0.037,3.5920004999999997,8.622308,480
24,1.0353394,9.441043829392171,0.11,2.9740957999999997,2.9740957999999997,0.99233466,7.2912545,15.807039999999999,17.842598000000002,15.807039999999999,8.937061,,0.365,25.883484,9.15541,25,,12.902553999999999,10.292639999999999,-42.019394,13.192095000000002,,39.91240310668945,0.038,3.5499356,8.59959,500
