,target_sum_log_mean,IWNorm2,SqrtESSClassic,Iteration,TimeElapsed,IWMean,LQGmu01,ReturnMax,Bound,IWLastEpisode,LQGsigma,IWFirstEpisode,IWNorm1,TimestepsSoFar,ReturnLastEpisode,ReturnMean,DenMISELogLast,URet,LQGmu1,DenMISEMeanLog,ReturnMin,IWMax,IWMin,MISE,ReturnAbsMax,DenMISELogFirst,ReturnStepMax
0,-503.26215,1e-10,1.0,1,0.14397406578063965,,-1.0,15.058442000000001,45.175327,,0.11,,1e-10,20,15.058442000000001,15.058442000000001,18.60218,16.687925283112616,-1.0,18.60218,,,,,15.058442000000001,18.60218,0.9625284
1,-249.3625,1.9999981,1.0,2,2.6435110569000244,0.99999905,-1.0,16.432243,65.72896,1.9999981,0.11,,1.9999981,40,16.432243,15.745342,3.8439879999999995,18.144616846529182,-1.0,10.876511,,1.9999981,,16.432228,16.432243,17.909032999999997,0.9725072
2,-159.1852,2.122179,1.4142135,3,2.72245717048645,1.0004046999999998,-1.0,16.693579999999997,51.9821,1.501215,0.11,,3.0012142999999996,60,16.693579999999997,16.061422,20.76316,18.410639791196687,-1.0,14.1328,,1.501215,,16.569670000000002,16.693579999999997,17.503569,0.9994924999999999
3,-114.70068,2.3104079,1.7320505000000002,4,2.9814236164093018,1.0004358,-1.0,16.693579999999997,45.507553,1.3335386999999999,0.11,,4.001743299999999,80,16.632611999999998,16.20422,18.464403,18.349048798138433,-1.0,15.202739000000001,,1.3348721000000001,,16.593418,16.693579999999997,17.215887,0.9994924999999999
4,-89.00062,2.5010836,1.9999997999999999,5,3.2293262481689453,1.0004333,-1.0,16.693579999999997,41.624672,1.2502158,0.11,,5.0021667,100,16.549856,16.273348000000002,13.575714000000001,18.262410794302834,-1.0,14.871493,,1.2517166000000002,,16.5843,16.693579999999997,16.992743,0.9994924999999999
5,-71.35486999999999,2.68427,2.2360675,6,3.4945375919342037,1.0003681,-1.0,16.693579999999997,38.955696,1.1999428,0.11,,6.0022087,120,16.455510999999998,16.303709,16.69109,18.15381624386553,-1.0,15.171645000000002,,1.2017912,,16.5589,16.693579999999997,16.810420999999998,0.9994924999999999
6,-58.432384,2.8618062,2.4494842999999995,7,3.80952787399292,1.0014213,-1.0,16.693579999999997,37.007927,1.1733854,0.11,,7.0099497,140,16.470182,16.32749,18.94144,18.176033173848342,-1.0,15.708331,,1.1733854,,16.562504,16.693579999999997,16.656271,0.9994924999999999
7,-49.372665000000005,3.0283048,2.6457431000000002,8,4.104060173034668,1.0015146000000001,-1.0,16.693579999999997,35.499832,1.1428518,0.11,,8.012116,160,16.58791,16.360043,13.908572,18.2966126635777,-1.0,15.482287,,1.1510478000000002,,16.571033,16.693579999999997,16.52274,0.9994924999999999
8,-41.660084000000005,3.1873176,2.8284166,9,4.3704583644866934,1.0016736,-1.0,16.693579999999997,34.286353999999996,1.1261136999999999,0.11,,9.015062,180,16.597186999999998,16.38639,19.91863,18.316565313347315,-1.0,15.974523000000001,,1.1344352,,16.580069,16.693579999999997,16.404957,0.9994924999999999
9,-36.103896999999996,3.338932,2.9999871,10,4.586827278137207,1.0016754,-1.0,16.693579999999997,33.282757000000004,1.1112748,0.11,,10.016753,200,16.63342,16.411095,13.793285999999998,18.34354284381547,-1.0,15.755949,,1.1215093999999999,,16.589104000000003,16.693579999999997,16.299595,0.9994924999999999
10,-31.261217,3.4842098,3.1622627,11,4.9986252784729,1.0016351000000001,-1.0,16.693579999999997,32.426,1.1,0.11,,11.017986,220,16.567028,16.42527,17.067495,18.282009273010143,-1.0,15.874877,,1.1111615,,16.589002999999998,16.693579999999997,16.204285000000002,0.9994924999999999
11,-27.13537,3.6238713,3.3166086999999997,12,5.332237720489502,1.0015802,-1.0,16.693579999999997,31.69228,1.090907,0.11,,12.018963000000001,240,16.608158,16.440512,18.159388,18.321912465053003,-1.0,16.06504,,1.1026868,,16.592295,16.693579999999997,16.117273,0.9994924999999999
12,-24.182692000000003,3.7585037000000003,3.4640844,13,5.668215274810791,1.0015209999999999,-1.0,16.693579999999997,31.054253000000003,1.0833335,0.11,,13.0197735,260,16.635754000000002,16.455528,11.167104,18.35120959535012,-1.0,15.6881275,,1.095607,,16.597116,16.693579999999997,16.037231,0.9994924999999999
13,-21.211462,3.8847973,3.6055144999999995,14,5.931898593902588,1.000478,-1.0,16.693579999999997,30.475971,1.0646508,0.11,,14.006692999999999,280,16.652094,16.46957,17.35115,18.370095738225352,-1.0,15.806807999999998,,1.0886995000000002,,16.585932,16.693579999999997,15.963123000000001,0.9994924999999999
14,-18.576373999999998,4.0106792,3.7416236000000005,15,6.2779295444488525,1.0004302,-1.0,16.693579999999997,29.970840000000003,1.0714365,0.11,,15.006453,300,16.59113,16.477673,18.24559,18.30531020063668,-1.0,15.969257,,1.082783,,16.586079,16.693579999999997,15.894131,0.9994924999999999
15,-16.378317000000003,4.1290326,3.8729362000000003,16,6.564331293106079,0.9994675,-1.0,16.693579999999997,29.500384999999998,1.0525223,0.11,,15.99148,320,16.56844,16.483345,16.541685,18.278875270817824,-1.0,16.004923,,1.0765803,,16.569437,16.693579999999997,15.829592000000002,0.9994924999999999
16,-14.355056,4.2479568,3.9999654000000002,17,7.0021231174468985,0.9995106,-1.0,16.693579999999997,29.090218,1.0615868999999998,0.11,,16.99168,340,16.574467000000002,16.488705,17.956816,18.27916104810687,-1.0,16.119598,,1.0710912000000001,,16.569923,16.693579999999997,15.768968,0.9994924999999999
