,MISE,IWMin,IWLastEpisode,ReturnMax,LQGsigma,Bound,DenMISELogLast,Iteration,TimeElapsed,ReturnLastEpisode,ReturnMin,SqrtESSClassic,DenMISELogFirst,IWFirstEpisode,IWNorm1,ReturnStepMax,DenMISEMeanLog,ReturnMean,target_sum_log_mean,ReturnAbsMax,LQGmu01,IWMax,TimestepsSoFar,IWMean,URet,IWNorm2,LQGmu1
0,18.183247,,1.1503258,15.807039999999999,0.11,19.771914000000002,13.511501,1,0.3438165187835693,15.807039999999999,,1.0,13.511501,1.1503258,1.1503258,0.99233466,13.511501,15.807039999999999,13.6515465,15.807039999999999,-0.009,1.1503258,20,1.1503258,17.497854397219367,1.1503258,-0.09
1,31.84171,,3.2004821,15.807039999999999,0.11,33.12441,19.406029999999998,2,12.481119394302368,15.324542000000001,,1.238535,13.583974,0.92601115,4.1264935,0.99233466,16.495003,15.565791,17.038220000000003,15.807039999999999,-0.009,3.2004821,40,2.0632467,16.976274135923074,3.3317535000000005,-0.085
2,28.56578,,0.9887389999999999,15.807039999999999,0.11,29.796546999999997,13.829822,3,13.216369390487671,15.012166,,1.2907963,13.559002,0.40653569,5.599518,0.99233466,15.781665,15.381248999999999,15.956559,15.807039999999999,-0.007,4.204243,60,1.8665060000000002,16.62938344721279,4.3380336999999995,-0.074
3,15.677901,,0.9419006999999999,15.807039999999999,0.11,16.496786,15.768355,4,14.17046308517456,15.401247,,1.9400383999999997,13.398403,1.2656878,4.072769,0.99233466,15.884576999999998,15.386249,15.866542,15.807039999999999,-0.009,1.2656878,80,1.0181923000000002,17.06362024930784,2.099324,-0.089
4,18.299173,,1.3133538,15.807039999999999,0.11,19.012660999999998,10.723362,5,14.9853036403656,15.004781,,2.2266195,13.450176999999998,1.0779096000000001,5.9844017,0.99233466,14.854187,15.309954999999999,15.029561,15.807039999999999,-0.009,1.3133538,100,1.1968803,16.60073295802193,2.6876626,-0.085
5,18.011047,,1.2277052,15.807039999999999,0.11,18.661268,18.50384,6,15.571029663085938,14.389357,,2.4432755,13.4630785,1.0383124,7.1400619999999995,0.99233466,15.489235,15.156522,15.660539000000002,15.807039999999999,-0.008,1.2771033999999999,120,1.1900103000000002,15.993069188100138,2.9223318,-0.085
6,17.851983999999998,,0.508001,15.807039999999999,0.11,18.572468,12.718374,7,16.456404209136966,15.374679,,2.2050009,13.468535999999999,0.28850827,8.2806225,0.99233466,15.116294,15.187688,15.043169,15.807039999999999,-0.007,2.668422,140,1.1829461000000001,17.022300359746236,3.755383,-0.07
7,,,,15.807039999999999,0.11,0.56167877,14.854484,8,16.92680048942566,15.193748999999999,,2.828427,13.375394,,8e-10,0.99233466,15.099473000000001,15.188445000000002,-507.4975,15.807039999999999,0.037,,160,,16.823946823140712,2.8284272e-10,0.351
8,1.8254098999999998e-28,,1.8690960999999998e-28,15.807039999999999,0.11,0.52955574,-11.407565,9,17.744118213653568,8.789644000000001,,3.0,13.257610999999999,,8.999999599999999e-10,0.99233466,12.04955,14.477468,-459.47055,15.807039999999999,0.037,1.8690960999999998e-28,180,2.0767733999999998e-29,9.636036312252513,3e-10,0.351
9,14.969242999999999,,17.183151000000002,15.807039999999999,0.11,16.55791,12.6343975,10,18.03997826576233,8.711582,,1.0,13.15225,,17.183151000000002,0.99233466,12.013211,13.900879000000002,-397.5559,15.807039999999999,0.035,17.183151000000002,200,1.7183151,9.568163553465007,17.183151000000002,0.339
