,ReturnLastEpisode,IWMean,IWMin,TimeElapsed,IWMax,ReturnMax,SqrtESSClassic,ReturnMin,IWNorm2,DenMISELogFirst,IWNorm1,URet,ReturnMean,LQGmu1,target_sum_log_mean,DenMISELogLast,ReturnAbsMax,Iteration,Bound,MISE,IWFirstEpisode,ReturnStepMax,LQGsigma,DenMISEMeanLog,IWLastEpisode,LQGmu01,TimestepsSoFar
0,15.644507999999998,0.99336547,,0.3457505702972412,0.99336547,15.644507999999998,1.0,,0.99336547,17.102016,0.99336547,17.332240856619553,15.644507999999998,-0.098,17.09536,17.102016,15.644507999999998,1,17.113047,15.540714000000001,0.99336547,0.99262077,0.11,17.102016,0.99336547,-0.01,20
1,15.391531,1.0016790999999998,,8.213147640228271,1.0041552,15.644507999999998,1.4142092,,1.4165925,17.098694000000002,2.0033581000000003,17.064454941188142,15.518020000000002,-0.099,13.763169,10.424294999999999,15.644507999999998,2,16.656198999999997,15.544389,1.0041552,0.9970642,0.11,13.761495000000002,0.9992030000000001,-0.01,40
2,15.891503,1.5583459,,8.743422985076903,4.2321854000000005,15.891503,1.101159,,4.245561,17.100079,4.675038,17.599576848442567,15.642514000000002,-0.119,12.126016,10.596642999999998,15.891503,3,26.167143,24.716711,0.30899775,0.9970642,0.11,12.706917,4.2321854000000005,-0.012,60
3,15.889377,1.5424123,,9.424152135849,3.5509758000000002,15.891503,1.4397418,,4.285247,16.910429,6.169649,17.598379609035078,15.704229000000002,-0.125,12.896135000000001,15.790099,15.891503,4,25.601019,24.491684,0.16824928,0.9989059000000001,0.11,13.517354000000001,3.5509758000000002,-0.013,80
4,15.901051,4.327411e-31,,10.062932252883913,1.5140948e-30,15.901051,2.2360678,,2.2360681e-10,16.728487,5e-10,17.614069532001942,15.743594,0.044,-62.19710500000001,19.464806,15.901051,5,0.7146991,6.737157e-30,1.5140948e-30,0.99971086,0.11,14.760294,1.311962e-35,0.004,100
5,9.491186,2.028896,,10.396591424942015,12.173377,15.901051,1.0,,12.173377,16.546165,12.173377,10.398920930329599,14.701526000000001,0.038,-48.09454,-6.3810077000000005,15.901051,6,20.854748,19.256632,2.9484196e-28,0.99971086,0.11,11.084811,12.173377,0.004,120
6,9.090053,2.378154e-19,,11.078295946121216,1.6647078999999998e-18,15.901051,2.6457512000000003,,2.6457514e-10,16.392015,7.000000000000001e-10,9.984737388617473,13.899887,0.119,-122.49853,13.65802,15.901051,7,0.60403097,2.1617543999999998e-18,,0.99971086,0.11,11.478597,1.6647078999999998e-18,0.012,140
7,9.04085,2.1392477000000003,,11.33247995376587,17.113981,15.901051,1.0,,17.113981,16.258484,17.113981,9.925950329721037,13.292507,0.116,-103.101265,3.2035728,15.901051,8,20.938732,19.340616,,0.99971086,0.11,10.327378999999999,17.113981,0.012,160
8,9.009127000000001,2.4401452999999997,,11.800042152404785,12.741048,15.901051,1.3963827,,15.727284,16.1407,21.961308,9.895077346292759,12.816576,0.112,-85.73935,18.748823,15.901051,9,23.172954999999998,22.028485999999997,,0.99971086,0.11,11.285507,9.220259,0.011,180
9,8.991589,0.6295725000000001,,12.319018363952635,5.2795143,15.901051,1.1740754,,5.3622837,16.035339999999998,6.2957253,9.876217975578886,12.434077,0.092,-59.040936,7.9257089999999994,15.901051,10,7.049674,5.688504,,0.99971086,0.11,11.0134325,0.08121244,0.009,200
