,ReturnMin,SqrtESSClassic,DenMISEMeanLog,IWNorm2,LQGsigma,URet,ReturnMax,DenMISELogFirst,IWFirstEpisode,ReturnAbsMax,IWNorm1,ReturnStepMax,ReturnMean,TimeElapsed,IWMean,TimestepsSoFar,Bound,ReturnLastEpisode,target_sum_log_mean,DenMISELogLast,MISE,LQGmu1,IWLastEpisode,Iteration,LQGmu01,IWMin,IWMax
0,,1.0,13.511501,0.9818458000000001,0.11,17.497854397219367,15.807039999999999,13.511501,0.9818458000000001,15.807039999999999,0.9818458000000001,0.99233466,15.807039999999999,0.9705042839050292,0.9818458000000001,20,62.941196,15.807039999999999,13.493179999999999,13.511501,15.520076000000001,-0.085,0.9818458000000001,1,-0.008,,0.9818458000000001
1,,1.2509933000000002,16.41141,2.8906232999999997,0.11,16.85564728966543,15.807039999999999,13.502382999999998,0.85480875,15.807039999999999,3.6161501000000005,0.99233466,15.511194,29.70962619781494,1.8080751,40,65.67016,15.215347,16.840828,19.320435,27.763382,-0.082,2.7613412999999998,2,-0.008,,2.7613412999999998
2,,1.4906989,15.699693,3.3269286,0.11,16.515805791167633,15.807039999999999,13.452776,0.611644,15.807039999999999,4.959449,0.99233466,15.310360000000001,31.625328302383426,1.6531495999999999,60,56.943573,14.908693,16.006523,13.863952,25.13224,-0.077,1.3856628,3,-0.008,,2.9621419999999996
3,,1.3688066,15.854343,3.4960449000000002,0.11,17.116112733249015,15.807039999999999,13.350644,0.14615674,15.807039999999999,4.7854095,0.99233466,15.344824,33.60591411590576,1.1963523999999999,80,52.871956000000004,15.448216,15.441332999999998,15.929245000000002,18.227821,-0.065,0.74433136,4,-0.007,,3.3725452000000007
4,,1.9497438999999999,14.340898999999999,3.5786809999999996,0.11,15.788346545701378,15.807039999999999,13.163388000000001,0.35247517,15.807039999999999,6.9775114,0.99233466,15.132138000000001,35.45461297035217,1.3955023000000002,100,45.128513,14.281392000000002,14.469004,8.238944,20.806795,-0.07,2.4726858,5,-0.007,,2.4726858
5,,1.8609506000000002,14.898063,5.2289333,0.11,15.421931524887553,15.807039999999999,13.049188000000001,0.111597374,15.807039999999999,9.730786,0.99233466,14.921926999999998,36.877652883529656,1.6217977,120,48.88265,13.870873999999999,14.781779,17.402182,23.400444,-0.062,3.271964,6,-0.006,,3.5726712
6,,1.1736243,14.523086,1.33511,0.11,16.249145606184108,15.807039999999999,12.9134655,1.3244726999999998,15.807039999999999,1.5669174,0.99233466,14.886821,38.38538336753845,0.22384535,140,43.922478000000005,14.676179999999999,9.225178999999999,11.860244,3.5167677000000004,-0.105,0.00039474230000000006,7,-0.011,,1.3244726999999998
7,,2.8284267999999995,14.276568,2.82845e-10,0.11,17.45187541262805,15.807039999999999,12.953224,6.333042e-20,15.807039999999999,8.000064e-10,0.99233466,14.995783,40.10901999473572,8.021274999999999e-16,160,16.7659,15.758517999999999,-65.13892,13.278026,1.2640341e-14,-0.231,6.416956400000001e-15,8,-0.024,,6.416956400000001e-15
8,,3.0,14.228368,3e-10,0.11,18.500531990993398,16.740686,12.835441000000001,,16.740686,8.999999599999999e-10,0.99912786,15.18966,41.7319073677063,1.2220058999999999e-34,180,16.740686,16.740686,-349.78622,14.785036999999999,2.0457217999999997e-33,-0.617,1.0998054e-33,9,-0.072,,1.0998054e-33
9,,1.0,13.813760999999998,14.35246,0.11,18.78401947392735,17.006634,12.730081,,17.006634,14.35246,0.9999893,15.371357999999999,43.81188440322876,1.435246,200,75.428604,17.006634,-287.59283,11.030533,24.408703,-0.572,14.35246,10,-0.065,,14.35246
