,LQGsigma,SqrtESSClassic,target_sum_log_mean,LQGmu01,ReturnMean,TimeElapsed,Bound,ReturnLastEpisode,IWMax,IWMean,IWMin,LQGmu1,URet,Iteration,DenMISEMeanLog,ReturnStepMax,DenMISELogFirst,MISE,ReturnAbsMax,IWFirstEpisode,ReturnMax,ReturnMin,TimestepsSoFar,IWLastEpisode,DenMISELogLast,IWNorm1,IWNorm2
20,0.11,3.243991,13.917735999999998,-0.012,15.691669000000001,39.16089820861816,33.153884999999995,15.826547,3.084507,1.1198992,,-0.122,17.524413170702797,21,15.003569,0.9990155000000001,13.16429,17.900757000000002,16.49367,0.1445849,16.49367,,420,1.136807,17.126604,23.517882999999998,7.249675999999999
21,0.11,3.3033797999999996,13.797745,-0.012,15.715582000000001,40.472967624664314,33.479263,16.217743,3.3754587,1.1544715,,-0.124,17.95255119510112,22,14.979875,0.99915403,13.124632,18.500359,16.49367,0.110071935,16.49367,,440,2.71886,14.394591,25.398375,7.688603
22,0.11,3.3603106,13.638423999999999,-0.013,15.73785,42.24073052406311,33.898323,16.227753,3.6187806000000005,1.1937367,,-0.126,17.965983341445305,23,14.921064999999999,0.9994654000000001,13.085171,19.173191,16.49367,0.08203679,16.49367,,460,3.0351157000000004,13.507388,27.455941999999997,8.170656
23,0.11,3.3932480000000003,13.613048000000001,-0.013,15.759998999999999,43.50016856193543,33.766420000000004,16.269444,3.9825099,1.1918436000000001,,-0.128,17.994402178849608,24,15.084572,0.9994654000000001,13.046171000000001,19.184221,16.49367,0.05346097,16.49367,,480,2.1550968,18.688913,28.604248,8.429753999999999
24,0.11,3.2947657,13.075130999999999,-0.013,15.780957,44.769700527191155,33.391,16.283947,4.7799760000000004,1.1382938999999999,,-0.133,18.016790768977607,25,15.011304,0.9994654000000001,13.007574,18.372934,16.49367,0.022254713,16.49367,,500,1.5976846000000002,13.098015,28.457348,8.637138
25,0.11,4.506071599999999,14.822376,-0.011,15.794478,46.471640348434455,26.655281,16.13249,1.7548772000000001,0.98295283,,-0.114,17.862159350586587,26,15.172851999999999,0.9995623,12.969244,15.674316000000001,16.49367,0.5085604,16.49367,,520,1.3792014,19.108885,25.556774,5.671631
26,0.11,4.463758,14.715739000000001,-0.012,15.792763,47.546626567840576,27.544325,15.748173999999999,1.7239541,1.0301102,,-0.118,17.44236004787026,27,15.169495000000001,0.9995623,12.950874,16.459269,16.49367,0.34538713,16.49367,,540,1.344903,15.103484,27.812977000000004,6.2308435
27,0.11,4.329294,14.532778,-0.012,15.791085999999998,48.67901229858398,27.817940000000004,15.745810999999998,1.8252466,1.0234459999999999,,-0.121,17.439622996560047,28,15.191139999999999,0.9995623,12.927217500000001,16.388592000000003,16.49367,0.22206661,16.49367,,560,0.33171459999999997,15.753096,28.656487,6.619205
28,0.11,4.156495,14.022860999999999,-0.013,15.79394,49.80474972724914,28.259634000000002,15.873841,2.309634,1.0189404,,-0.125,17.57000317928247,29,14.978651999999999,0.9995623,12.900025999999999,16.355131,16.49367,0.11670058,16.49367,,580,0.8381857,9.014942999999999,29.549274,7.1091809999999995
29,0.11,3.6278121,13.133645000000001,-0.013,15.793517999999999,51.23121213912964,28.726741999999998,15.781278,4.1340837,0.93600184,,-0.133,17.48483781696875,30,15.009945000000002,0.9995902,12.870141,15.08739,16.49367,0.021059047,16.49367,,600,1.0935975,15.91046,28.080054999999998,7.7402177
30,0.11,2.3813397999999997,10.148157000000001,-0.015,15.799273000000001,52.41727375984192,28.746552,15.971898000000001,5.4119043,0.49015272,,-0.15,17.697956348035465,31,14.710603,0.9995902,12.838053,7.967910000000001,16.49367,0.00033620214999999996,16.49367,,620,0.054623067000000004,5.8094673,15.194735000000001,6.38075
31,0.11,1.6055986,10.304901,-0.015,15.825241,54.53264856338501,49.354659999999996,16.630291,21.354492,1.1094613000000002,,-0.15,18.3830523083288,32,14.69842,0.99976486,12.806314,18.281589999999998,16.630291,0.00030580593999999996,16.630291,,640,21.354492,14.834272,35.502759999999995,22.111855
32,0.11,2.0277534,10.173731,-0.015,15.845475,55.92910861968994,40.385555,16.49299,14.010882999999998,0.9593666,,-0.151,18.231318871057546,33,14.503812,0.99976486,12.775553,15.781539000000002,16.630291,0.00026331164,16.630291,,660,4.490678,8.322642,31.659097999999997,15.612893
33,0.11,2.340016,10.235878999999999,-0.015,15.853914000000001,57.55368971824646,36.161570000000005,16.132393,10.983685000000001,0.9048839,,-0.151,17.862038732917537,34,14.558269000000001,0.99976486,12.7457075,14.840829999999999,16.630291,0.00021026736,16.630291,,680,3.608798,16.472095,30.766053999999997,13.147798000000002
34,0.11,2.5235863,10.145096,-0.015,15.867126,59.23524856567383,33.569725,16.316332,9.427458999999999,0.84191084,,-0.153,18.05242751624261,35,14.520767999999999,0.99976486,12.716726,13.799895000000001,16.630291,0.0001564398,16.630291,,700,2.0306945,13.390734,29.466879,11.676589
35,0.11,2.6821770000000003,9.9789,-0.016,15.882572,60.60621786117554,33.227882,16.423157,8.634004,0.8919121999999999,,-0.154,18.177174304361678,36,14.443342000000001,0.99976486,12.68856,14.626997,16.630291,0.00010473784,16.630291,,720,5.446000000000001,11.926711,32.10884,11.971186
36,0.11,2.6520305,9.647181,-0.016,15.890267000000001,62.00320339202881,31.832424,16.167292,8.079506,0.7937283,,-0.155,17.899089239220732,37,14.3223,0.99976486,12.661163,13.020093,16.630291,6.826402e-05,16.630291,,740,0.100598685,10.108834,29.367946999999997,11.073758999999999
37,0.11,2.748071,9.414731,-0.016,15.901186,63.281039237976074,31.91323,16.305173999999997,7.8200145,0.83913636,,-0.157,18.05064718069555,38,14.256909,0.99976486,12.634497999999999,13.75836,16.630291,3.9948165e-05,16.630291,,760,5.0802646,12.070957,31.887182,11.603477999999999
38,0.11,2.8202537999999997,9.254055000000001,-0.016,15.920848000000001,64.79514837265015,32.67472,16.668074,7.562955400000001,0.9084839,,-0.159,18.423276530793512,39,14.257562,0.9998152,12.608523,14.944320999999999,16.668074,2.3217887999999997e-05,16.668074,,780,6.209452,14.472807000000001,35.430873999999996,12.563008
39,0.11,2.897653,9.143717,-0.016,15.941775,66.60662865638733,33.713882,16.757912,7.207791,0.9912664000000001,,-0.16,18.52062013175935,40,14.263492000000001,0.9998152,12.583205,16.364069,16.757912,1.4387307000000001e-05,16.757912,,800,6.939999,14.620999999999999,39.650658,13.683714000000002
40,0.11,2.870646,8.933483,-0.016,15.950068,68.25164222717285,32.566654,16.281776,6.960028599999999,0.9116032,,-0.162,18.00535194826989,41,14.268329999999999,0.9998152,12.558514,15.053613,16.757912,8.411721e-06,16.757912,,820,0.41031855,14.511637,37.375732,13.019973
41,0.11,2.9428356,8.545552,-0.017,15.96023,69.62748312950134,32.051502,16.376822,6.864171000000001,0.90647817,,-0.164,18.11701203264668,42,14.12207,0.9998152,12.534416,14.96807,16.757912,4.2801125e-06,16.757912,,840,3.162218,8.248077,38.072083,12.93721
42,0.11,2.9614146,8.170803,-0.017,15.964610999999998,71.66820287704469,31.460341999999997,16.148632,6.878168,0.87765926,,-0.166,17.87904021005591,43,14.09291,0.9998152,12.510885,14.484088,16.757912,1.8209535e-06,16.757912,,860,2.3038845,12.993721,37.73935,12.743689999999999
43,0.11,2.9874252999999995,7.754228599999999,-0.017,15.975666,73.1012225151062,32.035545,16.451088000000002,6.866096000000001,0.9211469000000001,,-0.169,18.200333909891256,44,14.061755999999999,0.999886,12.487896000000001,15.207096,16.757912,6.884766000000001e-07,16.757912,,880,5.7908053,12.873644,40.530464,13.567020999999999
44,0.11,3.0081346,7.399882000000001,-0.017,15.990449,74.80279898643494,33.22425,16.640873000000003,7.5958295,0.9983506999999999,,-0.171,18.39984734467868,45,14.013997,0.99995846,12.465424,16.511654,16.757912,2.9154126e-07,16.757912,,900,7.5958295,12.024136,44.925779999999996,14.934764999999999
45,0.11,3.0365856,7.3173895,-0.017,16.005276000000002,76.53604698181151,34.774803000000006,16.672419,9.017965,1.09974,,-0.173,18.431988835713767,46,14.105065,0.99995846,12.443444,18.218798,16.757912,1.5364111999999998e-07,16.757912,,920,9.017965,18.244464999999998,50.58804,16.659513
46,0.11,3.1412566,7.0304694,-0.018,16.019932,78.26673007011415,34.532806,16.694107000000002,8.732714,1.1171848999999998,,-0.175,18.4484291144192,47,14.076757,0.99995846,12.421938,18.528465,16.757912,7.01934e-08,16.757912,,940,5.302673,12.724049,52.507687,16.715504
47,0.11,3.1669562,6.626623599999999,-0.018,16.025412,79.4662971496582,33.681022999999996,16.282892,8.730497999999999,1.0740372999999999,,-0.178,18.022954610969435,48,14.095651,0.99995846,12.400885,17.806557,16.757912,2.4151912000000002e-08,16.757912,,960,2.418776,14.914079000000001,51.55379,16.278655999999998
48,0.11,3.178801,6.010619999999999,-0.018,16.036602,80.75746679306029,33.602309999999996,16.573753,9.031444,1.0720831,,-0.182,18.331632554779667,49,14.157817000000001,0.99995846,12.380265,17.786995,16.757912,4.993849000000001e-09,16.757912,,980,4.991396,17.110485,52.532074,16.525751
49,0.11,2.851433,4.0307093,-0.019,16.042353,81.56110191345216,32.611354999999996,16.324282,10.311655,0.90164787,,-0.191,18.062683507040344,50,14.215229,0.99995846,12.360063,14.980312,16.757912,9.389336e-11,16.757912,,1000,0.54415226,16.998755,45.082394,15.810433999999999
50,0.11,1.2119473,-28.980215,-0.029,16.05228,83.45074701309206,41.487896,16.54857,0.015297773,0.00036669662000000003,,-0.284,18.304397537748862,51,14.274089000000002,0.99995846,12.3402605,0.0061121694999999995,16.757912,7.491214e-34,16.757912,,1020,0.00039241252999999997,17.351246,0.018701531,0.015430977
51,0.11,1.0005184,-26.964478000000003,-0.029,16.066685,85.67605686187744,67.59895,16.801382,53.271065,1.0249747,,-0.282,18.57027720348172,52,14.229787,0.99995846,12.320841999999999,17.22092,16.801382,4.3590835e-33,16.801382,,1040,53.271065,12.960355999999999,53.298687,53.271069999999995
52,0.11,1.4064986000000002,-27.904476000000003,-0.029,16.080920000000003,88.09850573539734,53.141068000000004,16.821054,30.12865,1.0267814,,-0.286,18.59173160861265,53,14.229368,0.99995846,12.301794000000001,17.262493,16.821054,2.7153537999999998e-34,16.821054,,1060,30.12865,14.492254999999998,54.419419999999995,38.691414
53,0.11,1.6128076,-30.534359999999996,-0.03,16.093681,90.4372251033783,47.350640000000006,16.770084,26.688814,0.9557938,,-0.294,18.536576303436075,54,14.183299,0.99999547,12.283102,16.06162,16.821054,1.2223461499999999e-36,16.821054,,1080,11.640581,11.904923,51.612865,32.001872999999996
54,0.11,1.8520256999999998,-30.121132,-0.03,16.110367,92.2702386379242,47.137703,17.011345000000002,25.200067999999998,1.159681,,-0.295,18.787404325023047,55,14.183829999999999,0.99999547,12.264752,19.581913,17.011345000000002,5.918234999999999e-37,17.011345000000002,,1100,25.200067999999998,14.386576000000002,63.78245,34.43929
55,0.11,2.0800898,-30.024313,-0.031,16.125595,94.1373257637024,42.54289,16.963202,19.712381,1.065823,,-0.297,18.733168687951856,56,14.108066,0.99999547,12.246734,18.008356,17.011345000000002,2.0472855999999997e-37,17.011345000000002,,1120,9.012472,9.930301,59.68609,28.693996000000002
56,0.11,2.2773514,-30.0143,-0.031,16.139875,96.00768661499023,40.009308000000004,16.939529999999998,17.135319,1.0411546999999999,,-0.299,18.712337663467764,57,14.152638,0.99999547,12.229034,17.59993,17.011345000000002,5.073403e-38,17.011345000000002,,1140,9.053225999999999,16.685366000000002,59.345819999999996,26.059141
57,0.11,2.4158714,-30.288520000000002,-0.031,16.151838,98.47478103637695,37.955795,16.833712,15.834103,0.9959927,,-0.302,18.600728378656953,58,14.093638,0.99999547,12.211642999999999,16.831312,17.011345000000002,,17.011345000000002,,1160,6.216971400000001,10.771853,57.76758,23.911695
58,0.11,2.5537746,-30.700117,-0.031,16.165316,100.35152244567871,36.903275,16.947021,15.039370000000002,1.0006502,,-0.304,18.71761198975796,59,13.978017000000001,0.99999547,12.194549,16.919508,17.011345000000002,,17.011345000000002,,1180,8.194269,7.3427005,59.03836,23.118078
59,0.11,2.6701898999999996,-31.082116999999997,-0.032,16.180315,102.65882730484007,36.070159999999994,17.065251999999997,14.550713,0.9980386999999998,,-0.307,18.84164172979973,60,13.975342000000001,0.99999547,12.177741000000001,16.897083,17.065251999999997,,17.065251999999997,,1200,7.237478299999999,13.87706,59.882324,22.426243
60,0.11,2.7838647,-31.387571,-0.032,16.194117000000002,105.23487424850464,35.786583,17.022223999999998,14.057673999999999,1.0266099,,-0.31,18.79767217636678,61,14.028216,0.99999547,12.161211999999999,17.396407999999997,17.065251999999997,,17.065251999999997,,1220,8.780731,17.25734,62.623206999999994,22.495062
61,0.11,2.8941054,-31.583470000000002,-0.032,16.206343,107.65111351013184,35.947796000000004,16.952182999999998,13.419006,1.0772846,,-0.313,18.724973329969046,62,14.090909,0.99999547,12.144950999999999,18.258131,17.065251999999997,,17.065251999999997,,1240,9.96022,17.941996,66.79164,23.07851
62,0.11,2.9364185000000003,-32.011894,-0.033,16.21846,109.48832392692566,34.746964,16.969664,13.092763,1.0212828999999999,,-0.316,18.74048307228389,63,14.075198,0.99999547,12.128950999999999,17.312202,17.065251999999997,,17.065251999999997,,1260,2.9517083,13.078801,64.34082,21.911325
63,0.11,3.0086725,-32.5701,-0.033,16.230873000000003,111.43119406700134,34.249396999999995,17.012954999999998,12.990181,1.0161645000000001,,-0.319,18.787791539737967,64,14.070239,0.99999547,12.113203,17.233337,17.065251999999997,,17.065251999999997,,1280,5.877371,13.783935999999999,65.03453,21.61569
64,0.11,3.0498152000000003,-33.384457,-0.034,16.240913,113.70148968696594,33.71998,16.883572,13.109156,0.99869055,,-0.323,18.653323570821396,65,14.021797,0.99999547,12.097698,16.933466,17.065251999999997,,17.065251999999997,,1300,5.0494285,10.949859,64.91489,21.284859
65,0.11,3.0680428,-34.344456,-0.034,16.252089,116.21199202537537,33.33658,16.978367000000002,13.402099,0.9816995000000001,,-0.328,18.750090051693398,66,14.084097,0.99999547,12.082431,16.649796,17.065251999999997,,17.065251999999997,,1320,5.353873,18.176560000000002,64.79217,21.118404
66,0.11,3.0870428,-35.08469,-0.035,16.262999999999998,117.8206467628479,34.219913,16.983318,13.154691,1.039524,,-0.333,18.758548694596342,67,14.135632999999999,0.99999547,12.067393,17.635835999999998,17.065251999999997,,17.065251999999997,,1340,10.633606,17.594776,69.6481,22.561429999999998
67,0.11,3.0929937,-36.315006,-0.035,16.27212,119.63240766525269,33.578613,16.882935,13.252353,1.0038023,,-0.338,18.65420615497198,68,14.142129999999998,0.99999547,12.052578,17.026445000000002,17.065251999999997,,17.065251999999997,,1360,4.5884767,14.582493,68.25855,22.068766
68,0.11,3.077253,-36.906017,-0.036,16.283434,120.82118821144104,35.31762,17.05276,13.803324,1.1002157,,-0.342,18.829038587958184,69,14.104103,0.99999547,12.037979,18.680784,17.065251999999997,,17.065251999999997,,1380,13.803324,11.555439999999999,75.91488000000001,24.66969
69,0.11,3.0182102000000004,-37.718037,-0.036,16.292316,123.25645780563354,33.941902,16.905437,13.258585,0.9999469000000001,,-0.346,18.677568962389504,70,14.103598999999999,0.99999547,12.023589999999999,16.97961,17.065251999999997,,17.065251999999997,,1400,0.44040072,14.019688,69.996284,23.191322
70,0.11,3.072684,-38.601535999999996,-0.037,16.304901,125.4207043647766,34.589797999999995,17.185807999999998,12.766791,1.0469807,,-0.35,18.965404515019678,71,14.085454,0.99999547,12.009406,17.810516,17.185807999999998,,17.185807999999998,,1420,10.512949,12.858497999999999,74.33563000000001,24.19241
71,0.11,3.0662133999999996,-40.005417,-0.037,16.316175,127.68560314178468,33.77134,17.116594,12.663223,0.99618405,,-0.357,18.895208182613022,72,14.176070999999999,0.99999547,11.9954195,16.956652,17.185807999999998,,17.185807999999998,,1440,3.9756792,20.609156,71.72525,23.392126
72,0.11,2.947855,-40.067894,-0.038,16.32714,130.6421468257904,37.262695,17.116722,19.284985,1.1601615,,-0.359,18.896746538505525,73,14.143861,0.99999547,11.981626499999999,19.772888000000002,17.185807999999998,,17.185807999999998,,1460,19.284985,11.870099,84.69179,28.72997
73,0.11,3.091672,-40.31382,-0.038,16.337936,132.79650330543518,35.942726,17.125882999999998,17.566060999999998,1.1300148,,-0.362,18.90323179686184,74,14.1260395,0.99999547,11.96802,19.266497,17.185807999999998,,17.185807999999998,,1480,6.220505999999999,12.727281,83.62109,27.047209000000002
74,0.11,3.1239767000000005,-40.66836,-0.038,16.346739000000003,135.08984494209292,34.479286,16.998117,16.556992,1.0542985,,-0.365,18.77461219288455,75,14.156156,0.99999547,11.954597,17.975507999999998,17.185807999999998,,17.185807999999998,,1500,2.027053,16.308564999999998,79.07239,25.311453
75,0.11,3.0781727,-41.135277,-0.039,16.353378,137.5636842250824,33.19943,16.851257,15.890923,0.96477365,,-0.369,18.622662428373413,76,14.186561,0.99999547,11.941353,16.450067999999998,17.185807999999998,,17.185807999999998,,1520,0.29527992,16.457905,73.3228,23.820235999999998
76,0.11,3.154609,-41.772166999999996,-0.039,16.361937,139.96817779541016,33.020668,17.0124,15.572987,0.9781813,,-0.373,18.78932065565252,77,14.163885999999998,0.99999547,11.92828,16.677143,17.185807999999998,,17.185807999999998,,1540,7.600314599999999,12.514266000000001,75.31996,23.876163000000002
77,0.11,3.1503308,-42.47567,-0.04,16.369917,142.68143582344058,32.20303,16.984434,15.473354999999998,0.9289181000000001,,-0.377,18.760568043869537,78,14.240791,0.99999547,11.915377000000001,15.837311999999999,17.185807999999998,,17.185807999999998,,1560,2.7778015,20.22203,72.45561,22.999367000000003
78,0.11,3.1789744,-43.48388,-0.04,16.380156,145.32518100738525,32.31958,17.178764,15.558898000000001,0.9434884,,-0.382,18.955679844703557,79,14.189399,0.99999547,11.9026375,16.101323999999998,17.185807999999998,,17.185807999999998,,1580,7.892050299999999,10.285536,74.53558000000001,23.446424
79,0.11,3.124293,-44.58185,-0.041,16.387024,147.70932483673099,31.555155,16.929642,15.6765175,0.8821117,,-0.388,18.704670201901813,80,14.210513,0.99999547,11.890058999999999,15.053045000000001,17.185807999999998,,17.185807999999998,,1600,2.2220125,15.969325,70.56894,22.58717
80,0.11,3.0394285,-45.729416,-0.042,16.39539,149.94000768661502,30.781384000000003,17.064741,15.650063000000001,0.8096057,,-0.394,18.841043544328862,81,14.242445000000002,0.99999547,11.877637,13.818515,17.185807999999998,,17.185807999999998,,1620,1.4540925,16.945373999999997,65.578064,21.575788
81,0.11,3.0163202,-46.936954,-0.042,16.405025,152.2578125,31.684070000000002,17.185485999999997,15.4519,0.853817,,-0.4,18.965280591399697,82,14.217157,0.99999547,11.865366999999999,14.591249,17.185807999999998,,17.185807999999998,,1640,11.021291,12.385677000000001,70.01299,23.211393
82,0.11,2.9090729,-48.197826,-0.043,16.409744,154.9329583644867,30.847214,16.796589,15.146560000000001,0.7679479,,-0.406,18.567483259012374,83,14.238816,0.99999547,11.853245,13.124238,17.185807999999998,,17.185807999999998,,1660,0.6541788000000001,16.191956,63.739677,21.91065
83,0.11,2.8710098,-49.875553000000004,-0.044,16.417343,157.97694969177246,30.279175,17.048,15.024676000000001,0.72088814,,-0.413,18.823912691846736,84,14.240557,0.99999547,11.841269,12.321234,17.185807999999998,,17.185807999999998,,1680,4.063351,14.643206,60.554604000000005,21.091743
84,0.11,2.715617,-50.118088,-0.044,16.425814000000003,160.41385316848758,34.00393,17.137478,19.633228,0.87805426,,-0.416,18.916621056673566,85,14.248641000000001,0.99999547,11.829434,15.018401,17.185807999999998,,17.185807999999998,,1700,19.633228,15.230077,74.63461,27.483484000000004
85,0.11,2.7449646,-50.503246000000004,-0.045,16.432365,161.70966672897342,32.51489,16.98917,17.859863,0.80292696,,-0.42,18.76331773004213,86,14.252813,0.99999547,11.817739,13.732343,17.185807999999998,,17.185807999999998,,1720,1.2332346,14.770432000000001,69.05171999999999,25.155779000000003
86,0.11,2.7803743,-51.015324,-0.045,16.439386,164.39842557907102,31.33979,17.043377,16.623316,0.7482357,,-0.424,18.818415488091713,87,14.238701999999998,0.99999547,11.806177,12.796452,17.185807999999998,,17.185807999999998,,1740,2.141738,13.255163,65.09650400000001,23.412857000000002
87,0.11,2.8071926,-51.613792,-0.046,16.446642,166.81112098693848,30.395008,17.07785,15.733807,0.7033219,,-0.428,18.85485514091161,88,14.261813,0.99999547,11.794749000000001,12.028821,17.185807999999998,,17.185807999999998,,1760,2.5781376,16.551697,61.892323,22.047766
88,0.11,2.8502827,-52.47529599999999,-0.046,16.45355,170.37044644355777,29.806843,17.061417000000002,15.196056,0.68521065,,-0.434,18.83840862461122,89,14.271141,0.99999547,11.783449000000001,11.718314,17.185807999999998,,17.185807999999998,,1780,4.9710730000000005,15.411954999999999,60.983746,21.395683
89,0.11,2.8607574000000002,-53.65739,-0.047,16.46039,173.17150330543518,29.42635,17.069198999999998,14.916542000000002,0.66684157,,-0.44,18.84646228604218,90,14.291735000000001,0.99999547,11.772276,11.40405,17.185807999999998,,17.185807999999998,,1800,5.3549557,16.460304,60.01574300000001,20.97897
90,0.11,2.8110187,-55.061035,-0.048,16.4671,175.22738456726074,30.704721000000003,17.070908,14.609348,0.7230944,,-0.447,18.8499027281217,91,14.263191,0.99999547,11.761227,12.363533,17.185807999999998,,17.185807999999998,,1820,12.553958,12.047116,65.80159,23.40845
