,IWFirstEpisode,IWMin,target_sum_log_mean,SqrtESSClassic,IWNorm2,LQGmu1,TimeElapsed,ReturnMin,ReturnMean,ReturnStepMax,IWLastEpisode,LQGmu01,ReturnAbsMax,ReturnLastEpisode,DenMISELogFirst,IWMax,IWNorm1,ReturnMax,LQGsigma,URet,DenMISEMeanLog,Iteration,DenMISELogLast,Bound,TimestepsSoFar,IWMean,MISE
0,,,-1081.5807,1.0,1e-10,1.0,0.8554978370666504,,15.807039999999999,0.99233466,,1.0,15.807039999999999,15.807039999999999,13.511501,,1e-10,15.807039999999999,0.11,17.497854397219367,13.511501,1,13.511501,31.614079999999998,20,,
1,,,-567.3488,1.4142135,1.4142136e-10,1.0,18.141111135482788,,12.207691,0.99233466,1.7086695e-19,1.0,15.807039999999999,8.608342,12.818355,1.7086695e-19,2e-10,15.807039999999999,0.11,9.444017119258,1.4574337,2,-9.903487,22.35453,40,8.5433475e-20,7.3544059999999995e-19
2,,,-373.46765,1.0,1.5,1.0,18.54061388969421,,10.978278999999999,0.99233466,1.5,1.0,15.807039999999999,8.519454,12.4128895,1.5,1.5,15.807039999999999,0.11,9.357533310929476,5.331033000000001,3,13.889163,35.873806,60,0.5,4.259727
3,,,-276.0682,1.4142135,1.885618,1.0,19.042554378509518,,10.362252999999999,0.99233466,1.333334,1.0,15.807039999999999,8.514177,12.125207000000001,1.333334,2.6666665000000003,15.807039999999999,0.11,9.349345311296524,7.844484,4,15.842417999999999,28.032408,80,0.6666666,5.677877
4,,,-218.81037999999998,1.7320508000000001,2.1650636000000003,1.0,19.599920511245728,,9.987743,0.99233466,1.25,1.0,15.807039999999999,8.4897,11.902063,1.25,3.75,15.807039999999999,0.11,9.320908297065099,8.211707,5,9.997811,24.633229999999998,100,0.75,6.380833
5,,,-179.26981999999998,2.0,2.4,1.0,20.055338621139526,,9.742977999999999,0.99233466,1.2,1.0,15.807039999999999,8.519156,11.719742,1.2,4.8,15.807039999999999,0.11,9.360986810277963,9.844505999999999,6,18.250675,22.61554,120,0.8,6.8084983999999995
6,,,-151.81918000000002,2.236068,2.6087463,1.0,20.950882434844967,,9.566625,0.99233466,1.166667,1.0,15.807039999999999,8.508499,11.565591,1.166667,5.833334,15.807039999999999,0.11,9.342529711258434,10.228843,7,12.730482,21.230078,140,0.83333343,7.091831699999999
7,,,-130.9533,2.4494898,2.7994173,1.0,21.853570222854614,,9.437872,0.99233466,1.1428573,1.0,15.807039999999999,8.5366,11.43206,1.1428573,6.857144,15.807039999999999,0.11,9.374537785161252,10.801525999999999,8,14.974279999999998,20.204622,160,0.857143,7.2982283
8,,,-114.98416999999999,2.6457512000000003,2.9764692999999998,1.0,22.800862789154053,,9.33521,0.99233466,1.1249995000000002,1.0,15.807039999999999,8.513926,11.314277,1.1250006000000001,7.8749975999999995,15.807039999999999,0.11,9.347410026813852,10.991367,9,12.651157000000001,19.399187,180,0.87499976,7.4501867
9,,,-102.06138,2.828427,3.1426957000000004,1.0,23.362000942230225,,9.262797,0.99233466,1.1111106000000002,1.0,15.807039999999999,8.611085000000001,11.208917,1.1111116,8.888885499999999,15.807039999999999,0.11,9.457765322130069,11.293700999999999,10,14.138475,18.756439999999998,200,0.88888854,7.579175
