,IWMean,ReturnMax,LQGmu01,TimestepsSoFar,LQGsigma,SqrtESSClassic,LQGmu1,ReturnLastEpisode,Bound,target_sum_log_mean,DenMISELogLast,IWLastEpisode,DenMISELogFirst,ReturnMean,Iteration,ReturnAbsMax,IWNorm2,IWFirstEpisode,URet,MISE,TimeElapsed,IWNorm1,ReturnStepMax,IWMin,IWMax,ReturnMin,DenMISEMeanLog
22,0.9545454,15.644507999999998,1.0,460,0.11,4.582576,1.0,8.559844,18.390362,-38.144172999999995,16.309067000000002,1.0454555,13.966522,8.851424,23,15.644507999999998,4.790874,,9.400169405550967,8.148626,12.50256872177124,21.954544,0.99262077,,1.0454555,,13.670805999999999
23,0.9565215,15.644507999999998,1.0,480,0.11,4.690416,1.0,8.559237,18.172736999999998,-35.899677000000004,15.681204000000001,1.0434783,13.923963,8.83925,24,15.644507999999998,4.8943458,,9.399493943036985,8.166477,12.855380058288574,22.956516,0.99262077,,1.0434793,,13.752682
24,0.95833325,15.644507999999998,1.0,500,0.11,4.7958317,1.0,8.538298,17.968288,-33.77882,17.080896,1.0416676999999999,13.883141,8.827211,25,15.644507999999998,4.9956574,,9.379596084069828,8.181972,13.027353286743164,23.958332000000002,0.99262077,,1.0416676999999999,,13.884072
25,0.9600001,15.644507999999998,1.0,520,0.11,4.8989797,1.0,8.502951,17.775076000000002,-32.024586,11.792084,1.0400001,13.84392,8.814739,26,15.644507999999998,5.094939,,9.342287291211194,8.194811,13.162732601165773,24.960003,0.99262077,,1.0400001,,13.802011499999999
26,0.96153873,15.644507999999998,1.0,540,0.11,5.0000005,1.0,8.530049,17.594412,-30.252396,15.786781,1.0384619000000002,13.80618,8.804195,27,15.644507999999998,5.192309,,9.366514013103517,8.207707000000001,13.350380659103394,25.961546,0.99262077,,1.0384619000000002,,13.874042000000001
27,0.9629628,15.644507999999998,1.0,560,0.11,5.0990195,1.0,8.548941000000001,17.424763000000002,-28.764979999999998,11.358913000000001,1.0370368,13.769812,8.795079,28,15.644507999999998,5.287871400000001,,9.389942981617496,8.220342,13.563824892044067,26.96296,0.99262077,,1.0370378,,13.782844
28,0.9642858,15.644507999999998,1.0,580,0.11,5.196152,1.0,8.466183000000001,17.261485999999998,-27.327887,12.875562,1.0357144,13.734720000000001,8.783738,29,15.644507999999998,5.38173,,9.298554221030132,8.229124,13.938671350479126,27.964289,0.99262077,,1.0357144,,13.750282
29,0.96551704,15.644507999999998,1.0,600,0.11,5.2915025,1.0,8.566061,17.110344,-25.869104,16.401728,1.0344824000000001,13.700819000000001,8.776483,30,15.644507999999998,5.473967,,9.407010375731627,8.240739999999999,14.355292081832886,28.965511,0.99262077,,1.0344834,,13.837475
30,0.9666665999999999,15.644507999999998,1.0,620,0.11,5.385164700000001,1.0,8.579703,16.967377,-24.500536,16.523670000000003,1.0333326999999999,13.668029,8.770133999999999,31,15.644507999999998,5.564669599999999,,9.420514933092676,8.252039,14.82137155532837,29.966663,0.99262077,,1.0333347,,13.923015
31,0.96774197,15.644507999999998,1.0,640,0.11,5.477226,1.0,8.567407000000001,16.831064,-23.26961,14.857377,1.0322582,13.636281,8.7638,32,15.644507999999998,5.65391,,9.41149832962167,8.262215,15.08971357345581,30.967743,0.99262077,,1.0322591,,13.951172
32,0.9687498999999999,15.644507999999998,1.0,660,0.11,5.5677642999999994,1.0,8.573996000000001,16.701466,-22.112339000000002,14.889564000000002,1.0312496,13.605509,8.758047,33,15.644507999999998,5.741756400000001,,9.416464103429817,8.271956,15.253161668777466,31.968746000000003,0.99262077,,1.0312506,,13.978632000000001
33,0.96969694,15.644507999999998,1.0,680,0.11,5.656854,1.0,8.520453,16.57624,-20.875553,19.90854,1.0303019,13.575656,8.75106,34,15.644507999999998,5.8282739999999995,,9.357920914318159,8.279487,15.51902723312378,32.969696,0.99262077,,1.030304,,14.1521225
34,0.97058845,15.644507999999998,1.0,700,0.11,5.744562999999999,1.0,8.543241,16.457323000000002,-19.879255,13.965882999999998,1.0294121999999999,13.546667999999999,8.745122,35,15.644507999999998,5.913521299999999,,9.384941724160468,8.287246000000001,15.690158128738403,33.970596,0.99262077,,1.0294121999999999,,14.145937
35,0.9714286,15.644507999999998,1.0,720,0.11,5.8309517,1.0,8.4959955,16.342243,-18.880644,16.04259,1.0285720999999999,13.518497,8.738201,36,15.644507999999998,5.9975505,,9.330042537246682,8.293209,16.11197590827942,34.971428,0.99262077,,1.0285720999999999,,14.197803500000001
36,0.9722223,15.644507999999998,1.0,740,0.11,5.91608,1.0,8.493946000000001,16.231998,-18.054807999999998,11.647925,1.0277779,13.491098000000001,8.731601,37,15.644507999999998,6.0804157,,9.332697439616656,8.298785,16.491620063781742,35.972225,0.99262077,,1.0277779,,14.128117999999999
37,0.97297305,15.644507999999998,1.0,760,0.11,6.0,1.0,8.545019,16.127695000000003,-17.039814,20.4883,1.0270274,13.464429999999998,8.726689,38,15.644507999999998,6.162163,,9.385134914605377,8.305441,17.016566514968872,36.972977,0.99262077,,1.0270274,,14.29476
38,0.97368425,15.644507999999998,1.0,780,0.11,6.0827622,1.0,8.54696,16.027620000000002,-16.197860000000002,15.770413000000001,1.0263156,13.438455,8.722081,39,15.644507999999998,6.2428360000000005,,9.386715584375505,8.311796000000001,17.446940183639526,37.973686,0.99262077,,1.0263165,,14.3319025
39,0.97435915,15.644507999999998,1.0,800,0.11,6.1644144,1.0,8.529395,15.930999,-15.338773000000002,18.140304999999998,1.0256413,13.413136999999999,8.717264,40,15.644507999999998,6.3224764,,9.367586511844381,8.317376,17.896049737930298,38.974365,0.99262077,,1.0256413,,14.426457999999998
40,0.97499996,15.644507999999998,1.0,820,0.11,6.244998000000001,1.0,8.546608,15.838485,-14.522434,18.106453,1.025,13.388444,8.713102000000001,41,15.644507999999998,6.4011226,,9.38411125574194,8.323106,18.36665415763855,39.975,0.99262077,,1.0250009,,14.51559
41,0.9756097,15.644507999999998,1.0,840,0.11,6.324555999999999,1.0,8.4973755,15.748197,-13.768407,17.122648,1.0243901,13.3643465,8.707966,42,15.644507999999998,6.4788120000000005,,9.333537650710463,8.327355,18.82315397262573,40.975609999999996,0.99262077,,1.024391,,14.577067000000001
42,0.9761905999999999,15.644507999999998,1.0,860,0.11,6.403124299999999,1.0,8.560396,15.662691,-13.372057999999999,3.2510955000000004,1.0238093000000001,13.3408165,8.704535,43,15.644507999999998,6.5555806,,9.401563533616564,8.332906,19.221807718276978,41.976196,0.99262077,,1.02381,,14.313104999999998
43,0.97674406,15.644507999999998,1.0,880,0.11,6.4807405,1.0,8.5429325,15.579788,-12.7752905,12.862646,1.0232556000000002,13.317827,8.700861,44,15.644507999999998,6.631455,,9.384054868593424,8.337788,19.4561071395874,42.976738,0.99262077,,1.0232565,,14.279599
44,0.9772726999999999,15.644507999999998,1.0,900,0.11,6.5574392999999995,1.0,8.537974,15.499632,-12.227346,11.859652,1.0227277,13.295354000000001,8.697241,45,15.644507999999998,6.7064705,,9.374814844568274,8.342338,19.73725700378418,43.977272,0.99262077,,1.0227287,,14.225306
45,0.9777777,15.644507999999998,1.0,920,0.11,6.6332493,1.0,8.590516000000001,15.423348999999998,-11.708305000000001,11.626614,1.0222226,13.2733755,8.6949215,46,15.644507999999998,6.780655,,9.436309482662956,8.347854,20.052839994430546,44.977776,0.99262077,,1.0222235999999998,,14.168319
46,0.9782609,15.644507999999998,1.0,940,0.11,6.708203999999999,1.0,8.548866,15.3486595,-11.120049,15.9182625,1.0217392,13.251869000000001,8.691813,47,15.644507999999998,6.8540344,,9.39048233941642,8.352223,20.433349609375,45.97826,0.99262077,,1.0217402,,14.205078
47,0.97872335,15.644507999999998,1.0,960,0.11,6.7823305,1.0,8.499830000000001,15.275335,-10.5903845,14.282820000000001,1.0212765,13.230816,8.687814,48,15.644507999999998,6.926634299999999,,9.333862912526774,8.355364999999999,20.997368097305298,46.97872,0.99262077,,1.0212774,,14.206245000000001
48,0.97916675,15.644507999999998,1.0,980,0.11,6.8556547000000005,1.0,8.528855,15.204937,-10.06363,15.199959,1.0208335,13.2101965,8.684569999999999,49,15.644507999999998,6.9984813,,9.36713083874749,8.358979,21.45773720741272,47.97917,0.99262077,,1.0208344,,14.226091
49,0.97959185,15.644507999999998,1.0,1000,0.11,6.928203599999999,1.0,8.541707,15.136978,-9.648567,10.669338,1.020408,13.189994,8.681713,50,15.644507999999998,7.069595,,9.379809226594322,8.362707,22.116868734359738,48.97959,0.99262077,,1.0204091,,14.154539999999999
50,0.98,15.644507999999998,1.0,1020,0.11,6.9999994999999995,1.0,8.540914,15.071062,-9.115909,17.497206,1.0199995000000002,13.170191,8.678951,51,15.644507999999998,7.1400003,,9.383412381175358,8.366272,22.68150067329407,49.98,0.99262077,,1.0200014000000002,,14.219682999999998
51,0.98039216,15.644507999999998,1.0,1040,0.11,7.0710679999999995,1.0,8.544851,15.007176999999999,-8.557310000000001,19.911776,1.0196085,13.150773000000001,8.676373,52,15.644507999999998,7.2097163,,9.384827436190339,8.369775,23.17485928535461,50.980391999999995,0.99262077,,1.0196085,,14.32876
52,0.98076934,15.644507999999998,1.0,1060,0.11,7.141429,1.0,8.524704,14.944760999999998,-8.11287,14.978944,1.0192302,13.131723999999998,8.6735115,53,15.644507999999998,7.278764,,9.366079990328231,8.372753,23.82218337059021,51.980774,0.99262077,,1.0192313,,14.340659
53,0.9811321,15.644507999999998,1.0,1080,0.11,7.211103,1.0,8.496108999999999,14.883589,-7.662876600000001,16.16808,1.0188679,13.113032,8.670226,54,15.644507999999998,7.347161,,9.329923537566,8.37508,24.460259437561035,52.98113299999999,0.99262077,,1.0188688,,14.374144
54,0.9814813,15.644507999999998,1.0,1100,0.11,7.2801089999999995,1.0,8.501425999999999,14.824235999999999,-7.2378993000000005,15.692533,1.018519,13.094683999999999,8.667157000000001,55,15.644507999999998,7.4149265,,9.336618877302008,8.377419,24.94385409355164,53.981472,0.99262077,,1.01852,,14.397772
55,0.9818181999999999,15.644507999999998,1.0,1120,0.11,7.3484693,1.0,8.489903,14.76631,-6.81763,16.27921,1.018182,13.076665,8.663992,56,15.644507999999998,7.482078,,9.324225003115602,8.379466,25.66494655609131,54.98181999999999,0.99262077,,1.018183,,14.431039000000002
56,0.9821429,15.644507999999998,1.0,1140,0.11,7.416198,1.0,8.578444500000002,14.711535999999999,-6.391584,17.449251,1.0178578,13.058966,8.662491000000001,57,15.644507999999998,7.5486320000000005,,9.421009687921641,8.38302,26.17138290405273,55.982147,0.99262077,,1.0178578,,14.483670000000002
57,0.9824560999999999,15.644507999999998,1.0,1160,0.11,7.4833145000000005,1.0,8.5468445,14.657648000000002,-6.017251,15.302344,1.0175433,13.041574,8.660498,58,15.644507999999998,7.6146006999999996,,9.388208931962184,8.385892,27.403798341751102,56.982452,0.99262077,,1.0175452,,14.497478
58,0.9827585999999999,15.644507999999998,1.0,1180,0.11,7.5498343,1.0,8.557134,14.605343,-5.6094193,18.02768,1.0172425999999999,13.024479,8.658745,59,15.644507999999998,7.680003999999999,,9.397404396967199,8.388845,28.50950407981873,57.982758,0.99262077,,1.0172425999999999,,14.557015
59,0.983051,15.644507999999998,1.0,1200,0.11,7.615773,1.0,8.539889,14.554079000000002,-5.235773,16.79254,1.0169476,13.007672,8.656764,60,15.644507999999998,7.744855,,9.37703084448774,8.391406,29.266744136810303,58.983059999999995,0.99262077,,1.0169496999999998,,14.593986
60,0.9833333000000001,15.644507999999998,1.0,1220,0.11,7.681146000000001,1.0,8.550642,14.504284,-4.9733863,10.753288000000001,1.0166664,12.991142,8.655025,61,15.644507999999998,7.809164,,9.390521301309187,8.394059,30.142247676849365,59.98333,0.99262077,,1.0166684000000001,,14.530745499999998
61,0.9836065,15.644507999999998,1.0,1240,0.11,7.745967,1.0,8.550971,14.455722,-4.7070723,11.521833,1.0163931000000002,12.974882000000001,8.653346,62,15.644507999999998,7.872949,,9.392933666387963,8.39663,31.265098810195926,60.98360400000001,0.99262077,,1.0163950000000002,,14.481945000000001
62,0.9838710999999999,15.644507999999998,1.0,1260,0.11,7.8102503,1.0,8.490867,14.407373000000002,-4.3378468,18.538162,1.0161295,12.958881,8.650766,63,15.644507999999998,7.936222,,9.325830949569248,8.398152,31.542895793914795,61.983880000000006,0.99262077,,1.0161295,,14.54607
63,0.9841273000000001,15.644507999999998,1.0,1280,0.11,7.8740087,1.0,8.4779415,14.359982999999998,-4.0330580000000005,15.152859,1.0158726999999999,12.943133,8.648066499999999,64,15.644507999999998,7.998994000000001,,9.312396454947985,8.39942,31.774064540863037,62.984145999999996,0.99262077,,1.0158737,,14.555299
64,0.98437524,15.644507999999998,1.0,1300,0.11,7.937253999999999,1.0,8.563143,14.315045999999999,-3.8363318,8.738650999999999,1.0156257,12.927629,8.64676,65,15.644507999999998,8.0612755,,9.401882881150154,8.401978,32.089833498001106,63.984390000000005,0.99262077,,1.0156257,,14.465568
65,0.98461545,15.644507999999998,1.0,1320,0.11,8.0,1.0,8.5793915,14.271398000000001,-3.5919754999999998,12.275932000000001,1.0153846,12.912362,8.645739,66,15.644507999999998,8.123077,,9.422033055016806,8.404707,32.33245134353638,64.98461999999999,0.99262077,,1.0153855,,14.432154999999998
66,0.9848485,15.644507999999998,1.0,1340,0.11,8.062259,1.0,8.5112095,14.227704999999998,-3.2749042999999998,17.636744,1.0151511,12.897324000000001,8.643730999999999,67,15.644507999999998,8.184412,,9.347591350839783,8.406319,32.579458236694336,65.98485,0.99262077,,1.015153,,14.479754999999999
67,0.9850745000000001,15.644507999999998,1.0,1360,0.11,8.124038,1.0,8.482249000000001,14.184569,-2.9788162999999996,16.844257,1.0149266,12.882508999999999,8.641356,68,15.644507999999998,8.245292999999998,,9.31401508154816,8.407452000000001,32.8156373500824,66.98507,0.99262077,,1.0149266,,14.514304999999998
68,0.985294,15.644507999999998,1.0,1380,0.11,8.185352,1.0,8.543502,14.143297,-2.6884465,17.0421,1.0147059,12.86791,8.639938,69,15.644507999999998,8.305725,,9.382459837362012,8.409453,33.09645462036133,67.98528,0.99262077,,1.0147069,,14.550723000000001
69,0.9855072,15.644507999999998,1.0,1400,0.11,8.246211,1.0,8.489258,14.102135,-2.4127765,16.594065,1.0144931000000001,12.853521,8.637786,70,15.644507999999998,8.365722,,9.322872533715078,8.410609,33.61984133720398,68.985504,0.99262077,,1.0144940999999998,,14.579703
70,0.9857143,15.644507999999998,1.0,1420,0.11,8.306624000000001,1.0,8.54802,14.062706,-2.2376854,10.004474,1.014286,12.839336,8.636522,71,15.644507999999998,8.425289999999999,,9.386227418682306,8.412574000000001,34.62725615501404,69.98572,0.99262077,,1.0142870000000002,,14.515061
71,0.9859154,15.644507999999998,1.0,1440,0.11,8.366599,1.0,8.549341,14.02413,-1.955911,18.03611,1.0140848,12.825351,8.635311,72,15.644507999999998,8.48444,,9.388498491383864,8.414499000000001,35.61384057998657,70.98591,0.99262077,,1.0140858,,14.563765
72,0.98611104,15.644507999999998,1.0,1460,0.11,8.426148,1.0,8.542653999999999,13.986265,-1.7226216,15.060414000000002,1.0138886,12.811557,8.634041999999999,73,15.644507999999998,8.54318,,9.380860199001544,8.41628,36.26853346824646,71.98611,0.99262077,,1.0138896000000002,,14.570376000000001
73,0.9863013,15.644507999999998,1.0,1480,0.11,8.48528,1.0,8.484997,13.94839,-1.4843688,15.894479,1.0136981,12.797952,8.632028,74,15.644507999999998,8.601519,,9.321391145417808,8.41722,37.18470239639282,72.9863,0.99262077,,1.0137,,14.58808
74,0.9864866,15.644507999999998,1.0,1500,0.11,8.544005,1.0,8.500132,13.911494,-1.2222203999999999,18.163334,1.0135144,12.784529,8.630268,75,15.644507999999998,8.659463,,9.336416197452387,8.418341999999999,37.830413818359375,73.986496,0.99262077,,1.0135144,,14.635568
75,0.9866666,15.644507999999998,1.0,1520,0.11,8.602325,1.0,8.524883,13.875673,-1.0398571,12.624141999999999,1.0133326999999999,12.771283,8.628882,76,15.644507999999998,8.717023,,9.36334710512686,8.419762,38.49359655380249,74.986664,0.99262077,,1.0133345999999999,,14.608923999999998
76,0.98684216,15.644507999999998,1.0,1540,0.11,8.6602545,1.0,8.521085000000001,13.840511,-0.76461315,20.14084,1.0131588,12.758211,8.627481,77,15.644507999999998,8.774205,,9.361543894868095,8.421095,39.347678661346436,75.98685,0.99262077,,1.0131588,,14.680594000000001
77,0.9870129000000001,15.644507999999998,1.0,1560,0.11,8.717798,1.0,8.527047999999999,13.806114,-0.5946264,12.481434,1.0129858,12.745308,8.626194,78,15.644507999999998,8.831014999999999,,9.366875711909666,8.42247,40.25591039657593,76.98701,0.99262077,,1.0129888,,14.652231
78,0.98717946,15.644507999999998,1.0,1580,0.11,8.774964,1.0,8.521949000000001,13.772316,-0.42229685,13.006652,1.0128207,12.732569,8.624875,79,15.644507999999998,8.887464,,9.358767467812973,8.423745,41.00076246261597,77.987175,0.99262077,,1.0128226,,14.631236
79,0.9873415999999999,15.644507999999998,1.0,1600,0.11,8.831760000000001,1.0,8.5172205,13.739103,-0.20984039,16.561647,1.0126584,12.71999,8.623529,80,15.644507999999998,8.943553999999999,,9.35267204570478,8.424928999999999,41.71171760559082,78.98733,0.99262077,,1.0126604,,14.655207
80,0.98749983,15.644507999999998,1.0,1620,0.11,8.888194,1.0,8.547608,13.706895999999999,0.04263719999999999,20.228405,1.0125,12.707567,8.622592,81,15.644507999999998,8.999296000000001,,9.388533853821064,8.426461999999999,42.61456847190857,79.98749000000001,0.99262077,,1.012502,,14.723856
81,0.98765415,15.644507999999998,1.0,1640,0.11,8.944271,1.0,8.509411,13.674814000000001,0.25698182,17.60667,1.0123475,12.695297,8.621211,82,15.644507999999998,9.054694,,9.346866026959963,8.427485,43.70290994644165,80.98764,0.99262077,,1.0123475,,14.758860999999998
82,0.9878046999999999,15.644507999999998,1.0,1660,0.11,8.999998,1.0,8.52554,13.643517999999998,0.43965092,15.406413,1.0121959999999999,12.683176,8.620058,83,15.644507999999998,9.109755999999999,,9.362334918804127,8.428681,44.46424555778504,81.98779,0.99262077,,1.0121969000000002,,14.766511999999999
83,0.9879518,15.644507999999998,1.0,1680,0.11,9.055387,1.0,8.532536,13.612873,0.6606307,18.989893,1.0120482,12.6712,8.619017,84,15.644507999999998,9.164485,,9.373217707193456,8.429934,45.511170148849494,82.98795,0.99262077,,1.0120502,,14.816645999999999
84,0.98809546,15.644507999999998,1.0,1700,0.11,9.1104355,1.0,8.503725,13.582436999999999,0.8583639999999999,17.456152,1.0119054,12.659366,8.61766,85,15.644507999999998,9.218891000000001,,9.33873266962569,8.430814,46.699448823928826,83.98810999999999,0.99262077,,1.0119064,,14.847557
85,0.9882353000000001,15.644507999999998,1.0,1720,0.11,9.165152,1.0,8.493508,13.552418,1.0555605,17.805595,1.0117645,12.647669,8.616217,86,15.644507999999998,9.272977000000001,,9.328050442484995,8.43155,47.97862815856934,84.988235,0.99262077,,1.0117664000000002,,14.881813000000001
86,0.9883721,15.644507999999998,1.0,1740,0.11,9.219544,1.0,8.506594,13.523079000000001,1.2190328000000001,15.266108,1.0116276,12.636108,8.614957,87,15.644507999999998,9.326749000000001,,9.342062479059637,8.432424000000001,48.907849073410034,85.98836999999999,0.99262077,,1.0116295,,14.886095999999998
87,0.9885059000000002,15.644507999999998,1.0,1760,0.11,9.273621,1.0,8.544209,13.494678500000001,1.4371976,20.406132,1.0114925,12.62468,8.614153,88,15.644507999999998,9.380211,,9.383614053191893,8.433707,49.763625860214226,86.98852,0.99262077,,1.0114963,,14.948691
88,0.9886363000000001,15.644507999999998,1.0,1780,0.11,9.327378,1.0,8.502321,13.466291,1.621534,17.831846,1.0113652,12.613380000000001,8.612897,89,15.644507999999998,9.4333725,,9.338393543343157,8.434488,50.7311179637909,87.98863,0.99262077,,1.0113652,,14.980957
89,0.98876417,15.644507999999998,1.0,1800,0.11,9.380833,1.0,8.526437,13.43865,1.8033371999999999,17.972668,1.011236,12.602207,8.611936,90,15.644507999999998,9.486235,,9.364693088189052,8.43552,51.579195261001594,88.98878,0.99262077,,1.0112379,,15.014073000000002
90,0.98888874,15.644507999999998,1.0,1820,0.11,9.433978999999999,1.0,8.547937,13.411715,1.9724698,17.183342,1.0111125,12.591157,8.611233,91,15.644507999999998,9.538803999999999,,9.389451909921776,8.43677,52.37503004074097,89.98888000000001,0.99262077,,1.0111125,,15.0377865
91,0.9890110000000001,15.644507999999998,1.0,1840,0.11,9.486834,1.0,8.543307,13.385167000000001,2.1546824,18.725057999999997,1.0109891,12.580228,8.610495,92,15.644507999999998,9.591084,,9.382782840434556,8.43794,53.29138970375061,90.98901,0.99262077,,1.010991,,15.077745000000002
92,0.9891305,15.644507999999998,1.0,1860,0.11,9.539392,1.0,8.558261,13.359219,2.3453736000000003,19.878172,1.0108694999999999,12.569417,8.609933,93,15.644507999999998,9.643081,,9.400747725317618,8.439248,55.049850940704346,91.989136,0.99262077,,1.0108714,,15.129245000000001
