,IWMean,ReturnMax,LQGmu01,TimestepsSoFar,LQGsigma,SqrtESSClassic,LQGmu1,ReturnLastEpisode,Bound,target_sum_log_mean,DenMISELogLast,IWLastEpisode,DenMISELogFirst,ReturnMean,Iteration,ReturnAbsMax,IWNorm2,IWFirstEpisode,URet,MISE,TimeElapsed,IWNorm1,ReturnStepMax,IWMin,IWMax,ReturnMin,DenMISEMeanLog
210,0.99523795,15.644507999999998,1.0,4220,0.11,14.456829999999998,1.0,8.486056,11.735392,9.787019,16.762589000000002,1.0047644,11.750158,8.563927,211,15.644507999999998,14.525675,,9.321511728568657,8.488931,239.91610956192017,209.99521000000001,0.99262077,,1.0047648999999998,,15.413808
211,0.99526066,15.644507999999998,1.0,4240,0.11,14.491376999999998,1.0,8.511796,11.72776,9.806008,13.807982999999998,1.0047405,11.74543,8.563680999999999,212,15.644507999999998,14.560056,,9.344382737333376,8.489039,240.85969662666318,210.99525,0.99262077,,1.0047424,,15.406210999999999
212,0.99528295,15.644507999999998,1.0,4260,0.11,14.525842,1.0,8.557507000000001,11.720398,9.853187,19.850216,1.0047165,11.740725,8.563652000000001,213,15.644507999999998,14.594354000000001,,9.395935586123796,8.489361,242.76043581962585,211.99527,0.99262077,,1.0047203000000002,,15.4270525
213,0.9953053,15.644507999999998,1.0,4280,0.11,14.560223,1.0,8.571245,11.713154,9.886436999999999,16.964117,1.0046954,11.73604,8.563687,214,15.644507999999998,14.628576,,9.412742689729725,8.489747,245.6603448390961,212.99532999999997,0.99262077,,1.0046983,,15.434211999999999
214,0.9953270000000001,15.644507999999998,1.0,4300,0.11,14.594519,1.0,8.510675,11.705675999999999,9.897445,12.248364,1.0046724,11.731378999999999,8.56344,215,15.644507999999998,14.662717,,9.349064362848996,8.489842999999999,247.47457265853882,213.9953,0.99262077,,1.0046761999999998,,15.419373
215,0.9953488000000001,15.644507999999998,1.0,4320,0.11,14.628739000000001,1.0,8.594242,11.698639,9.926349,16.136295,1.0046513000000001,11.726738000000001,8.563583,216,15.644507999999998,14.696779000000001,,9.438285084612122,8.49033,249.2551770210266,214.99535,0.99262077,,1.0046543,,15.422670000000002
216,0.99537045,15.644507999999998,1.0,4340,0.11,14.662881,1.0,8.533412,11.691369,9.960563,17.346024,1.0046303,11.722119000000001,8.563444,217,15.644507999999998,14.730761,,9.374028816475732,8.49053,250.9512932300568,215.99539,0.99262077,,1.0046332,,15.431514000000002
217,0.9953917999999999,15.644507999999998,1.0,4360,0.11,14.696944,1.0,8.543066,11.684191,9.977034,13.546621,1.0046092,11.717522,8.563350999999999,218,15.644507999999998,14.764662,,9.377971471123814,8.49077,253.26466846466062,216.9954,0.99262077,,1.0046111,,15.422845
218,0.9954126,15.644507999999998,1.0,4380,0.11,14.730919,1.0,8.510889,11.676917999999999,10.001582,15.348469,1.0045861999999999,11.712945,8.563111,219,15.644507999999998,14.798491,,9.351483785260069,8.490863000000001,255.431086063385,217.99536,0.99262077,,1.0045899999999999,,15.422483999999999
219,0.99543345,15.644507999999998,1.0,4400,0.11,14.764817,1.0,8.52405,11.669756,10.045886999999999,19.744125,1.0045689,11.708389,8.562934,220,15.644507999999998,14.832243,,9.362127383114837,8.491014999999999,256.18906164169306,218.99536,0.99262077,,1.0045694,,15.442107
220,0.9954544,15.644507999999998,1.0,4420,0.11,14.798644,1.0,8.563808,11.662821000000001,10.061561,13.505191,1.0045469,11.703854,8.562938,221,15.644507999999998,14.865917000000001,,9.404073045597796,8.491346,257.9682524204254,219.99542000000002,0.99262077,,1.0045488999999999,,15.433322
221,0.99547493,15.644507999999998,1.0,4440,0.11,14.832393,1.0,8.532611,11.655792,10.069705,11.865161,1.004523,11.699339,8.562801,222,15.644507999999998,14.899513,,9.369684972777069,8.491533,259.90199184417725,220.99544,0.99262077,,1.0045288,,15.417229999999998
222,0.9954953999999999,15.644507999999998,1.0,4460,0.11,14.866071,1.0,8.553500999999999,11.648903,10.090608999999999,14.72685,1.0045066999999999,11.694844999999999,8.562759,223,15.644507999999998,14.933029000000001,,9.395635350775214,8.491813,262.3972170352936,221.99547,0.99262077,,1.0045077,,15.414113
223,0.99551547,15.644507999999998,1.0,4480,0.11,14.899662,1.0,8.520058,11.641911,10.119394,16.534195,1.0044808,11.690371,8.562569,224,15.644507999999998,14.966478,,9.357366080236234,8.491939,263.46889233589167,222.99547,0.99262077,,1.0044875,,15.419092000000001
224,0.9955354999999999,15.644507999999998,1.0,4500,0.11,14.933182,1.0,8.562698,11.635155000000001,10.156886,18.550426,1.0044636,11.685916,8.56257,225,15.644507999999998,14.999849,,9.403851389687583,8.492253,264.44394183158875,223.99548,0.99262077,,1.0044674,,15.432992
225,0.9955554,15.644507999999998,1.0,4520,0.11,14.966626000000002,1.0,8.544074,11.628364,10.201112,20.147297000000002,1.0044464,11.681481,8.562488,226,15.644507999999998,15.033149,,9.385023200561626,8.492485,266.35524725913996,224.99551,0.99262077,,1.0044483,,15.453829999999998
226,0.9955751,15.644507999999998,1.0,4540,0.11,15.000001000000001,1.0,8.487678,11.621366,10.235722,18.053158,1.0044234,11.677067,8.562158,227,15.644507999999998,15.066369,,9.320446539778896,8.492464,268.8508257865906,225.99553999999998,0.99262077,,1.0044281,,15.465260999999998
227,0.99559474,15.644507999999998,1.0,4560,0.11,15.033298499999999,1.0,8.466492,11.614321,10.260677000000001,15.921219,1.0044061,11.67267,8.561739,228,15.644507999999998,15.099521,,9.299716497043445,8.49235,271.7717337608337,226.9956,0.99262077,,1.004409,,15.467242
228,0.9956139999999999,15.644507999999998,1.0,4580,0.11,15.066521,1.0,8.546253,11.607674000000001,10.258141,9.675703,1.0043879999999998,11.668295,8.56167,229,15.644507999999998,15.132598000000002,,9.384907544505662,8.492586,275.053144454956,227.9956,0.99262077,,1.0043894,,15.441932999999999
229,0.9956331,15.644507999999998,1.0,4600,0.11,15.099668,1.0,8.525231,11.600977,10.273819999999999,13.859961499999999,1.0043688,11.663938,8.561511999999999,230,15.644507999999998,15.1656065,,9.365940175980644,8.492728,277.30266737937933,228.99562000000003,0.99262077,,1.0043701999999999,,15.435035999999998
230,0.9956521,15.644507999999998,1.0,4620,0.11,15.132744,1.0,8.464327,11.594061,10.268983,9.152046,1.0043458,11.659597999999999,8.561091000000001,231,15.644507999999998,15.198542000000002,,9.301326939373014,8.492605000000001,280.18475532531744,229.99563999999998,0.99262077,,1.0043514999999998,,15.407817000000001
231,0.9956709999999999,15.644507999999998,1.0,4640,0.11,15.16575,1.0,8.5440035,11.587533,10.283235000000001,13.571178,1.0043266,11.655279,8.561017999999999,232,15.644507999999998,15.231404000000001,,9.382304859485824,8.492827,282.35938382148737,230.99567000000002,0.99262077,,1.0043323,,15.399881
232,0.99568975,15.644507999999998,1.0,4660,0.11,15.198684,1.0,8.519514,11.580942,10.307335,15.894293,1.0043123,11.650978,8.560839999999999,233,15.644507999999998,15.264197,,9.356330064817039,8.492942999999999,285.0216491222382,231.99571,0.99262077,,1.0043142,,15.401985
233,0.99570817,15.644507999999998,1.0,4680,0.11,15.23155,1.0,8.5572815,11.5745535,10.323374000000001,14.055836,1.0042902,11.646695,8.560824,234,15.644507999999998,15.296914000000001,,9.396416948883676,8.493217,287.6800830364228,232.99571,0.99262077,,1.0042950000000002,,15.3962145
234,0.9957265,15.644507999999998,1.0,4700,0.11,15.264339999999999,1.0,8.478726,11.567872999999999,10.3399935,14.224758,1.0042739,11.642431,8.560475,235,15.644507999999998,15.329567,,9.3131662606212,8.493155999999999,290.97709822654724,233.99572999999998,0.99262077,,1.0042768,,15.391210999999998
235,0.99574476,15.644507999999998,1.0,4720,0.11,15.297061,1.0,8.573089999999999,11.561637,10.346539,11.880605000000001,1.0042577,11.638185,8.560528999999999,236,15.644507999999998,15.362151,,9.415430023182266,8.493497,294.24605321884155,234.99576000000002,0.99262077,,1.0042586,,15.376318
236,0.99576277,15.644507999999998,1.0,4740,0.11,15.329709,1.0,8.531536000000001,11.555263,10.369125,15.695352999999999,1.0042394000000001,11.633956,8.560407000000001,237,15.644507999999998,15.394668,,9.367291399205932,8.493657,297.2849044799805,235.99577000000002,0.99262077,,1.0042413000000001,,15.377645499999998
237,0.9957806999999999,15.644507999999998,1.0,4760,0.11,15.36229,1.0,8.516413,11.548867,10.371197,10.857828,1.0042213,11.6297455,8.560222,238,15.644507999999998,15.427114000000001,,9.352546849560538,8.493754,300.4409897327423,236.9958,0.99262077,,1.0042232,,15.358637
238,0.99579835,15.644507999999998,1.0,4780,0.11,15.394807,1.0,8.571568,11.54274,10.394328999999999,15.895674,1.0042002,11.625553,8.560269,239,15.644507999999998,15.459485999999998,,9.414411058125905,8.494081,303.53740501403814,237.9958,0.99262077,,1.004205,,15.360867
239,0.99581605,15.644507999999998,1.0,4800,0.11,15.427254000000001,1.0,8.544989999999999,11.536541999999999,10.416151,15.627296,1.0041839,11.621378,8.560205,240,15.644507999999998,15.491795000000002,,9.38531806098498,8.494294,305.66765570640564,238.99585,0.99262077,,1.0041877000000001,,15.3619585
240,0.9958336,15.644507999999998,1.0,4820,0.11,15.459629999999999,1.0,8.524786,11.530298,10.442071,16.658839999999998,1.0041648,11.61722,8.560058999999999,241,15.644507999999998,15.524038000000001,,9.363229976973537,8.494422,309.3729252815246,239.9959,0.99262077,,1.0041705,,15.367322
241,0.9958505,15.644507999999998,1.0,4840,0.11,15.491932,1.0,8.518378,11.524067,10.472843,17.884678,1.0041513000000002,11.613078999999999,8.559886,242,15.644507999999998,15.556214,,9.358811246274866,8.49452,312.1742737293244,240.99582,0.99262077,,1.0041533,,15.377707000000001
242,0.9958674000000001,15.644507999999998,1.0,4860,0.11,15.524168,1.0,8.526814,11.517908,10.521105,22.196479999999998,1.0041301999999999,11.608955,8.55975,243,15.644507999999998,15.588325,,9.364255644041023,8.494653,315.0775909423828,241.99577000000002,0.99262077,,1.0041361,,15.40575
243,0.9958845,15.644507999999998,1.0,4880,0.11,15.556344000000001,1.0,8.567586,11.511956,10.516066,9.287413,1.004114,11.604847999999999,8.559782,244,15.644507999999998,15.620368,,9.410890067132923,8.494954,318.930171251297,242.99582,0.99262077,,1.0041188,,15.380659
244,0.99590135,15.644507999999998,1.0,4900,0.11,15.588451000000001,1.0,8.500883,11.505766,10.496844,5.802683,1.0040982,11.600759,8.559542,245,15.644507999999998,15.652346,,9.338293295170901,8.494978,322.7416851520538,243.99582999999998,0.99262077,,1.0041015,,15.34155
245,0.9959181999999999,15.644507999999998,1.0,4920,0.11,15.620495000000002,1.0,8.480606,11.499532,10.516361,15.2941,1.0040796,11.596685,8.559221,246,15.644507999999998,15.684257999999998,,9.316391627406132,8.49492,326.93911838531494,244.99587999999997,0.99262077,,1.0040853,,15.341339000000001
246,0.9959348,15.644507999999998,1.0,4940,0.11,15.652476,1.0,8.542204,11.493585000000001,10.52016,11.450427000000001,1.0040632,11.5926285,8.559153,247,15.644507999999998,15.716101,,9.382982714171145,8.495111,331.8033919334412,245.9959,0.99262077,,1.004069,,15.325571
247,0.9959511999999999,15.644507999999998,1.0,4960,0.11,15.684387,1.0,8.526566,11.487612,10.555122,19.186932000000002,1.0040518,11.588588,8.55902,248,15.644507999999998,15.747882999999998,,9.364547303649141,8.495239,336.5916485786438,246.9959,0.99262077,,1.0040518,,15.341123999999999
248,0.9959674999999999,15.644507999999998,1.0,4980,0.11,15.71623,1.0,8.564003,11.481826,10.5848055,17.942102,1.0040345,11.584563000000001,8.55904,249,15.644507999999998,15.779604999999998,,9.4068886703487,8.495517,341.98447322845465,247.99591,0.99262077,,1.0040364,,15.351553
249,0.9959836999999999,15.644507999999998,1.0,5000,0.11,15.748013,1.0,8.575882,11.476121000000001,10.590034,11.887734,1.0040125,11.580556,8.559108,250,15.644507999999998,15.81126,,9.418950741430736,8.495838000000001,348.5431833267212,248.99593,0.99262077,,1.0040202,,15.337682000000001
250,0.99599975,15.644507999999998,1.0,5020,0.11,15.779728,1.0,8.4765625,11.470055,10.601059,13.353625,1.004001,11.576564,8.558779,251,15.644507999999998,15.842854500000001,,9.313637961619207,8.495763,354.0207870006561,249.99594,0.99262077,,1.0040039,,15.329761499999998
251,0.9960158000000001,15.644507999999998,1.0,5040,0.11,15.811384,1.0,8.468046000000001,11.463989,10.594957,9.059501,1.0039828000000002,11.572587,8.558418,252,15.644507999999998,15.874382999999998,,9.298553081687164,8.495652,358.9823718070984,250.99597000000003,0.99262077,,1.0039877000000001,,15.304862
252,0.99603164,15.644507999999998,1.0,5060,0.11,15.842979000000001,1.0,8.5087,11.45812,10.611317999999999,14.730120000000001,1.0039685,11.568627000000001,8.558222,253,15.644507999999998,15.905847,,9.34463842549028,8.495703,363.8751850128174,251.99599999999998,0.99262077,,1.0039723,,15.302575
253,0.9960474,15.644507999999998,1.0,5080,0.11,15.874510999999998,1.0,8.502676,11.452264,10.635002,16.623205,1.0039502,11.564682000000001,8.558003,254,15.644507999999998,15.937249,,9.339558161768817,8.49573,368.9865622520447,252.99603,0.99262077,,1.0039559999999998,,15.307757999999998
254,0.9960629999999999,15.644507999999998,1.0,5100,0.11,15.905976,1.0,8.526087,11.446535,10.6404295,12.015089999999999,1.0039359,11.560753,8.557878500000001,255,15.644507999999998,15.968592999999998,,9.362951412123069,8.495851,374.8916125297546,253.99606,0.99262077,,1.0039407,,15.294832000000001
255,0.99607825,15.644507999999998,1.0,5120,0.11,15.937377,1.0,8.495138,11.440719,10.641813,10.990859,1.0039225,11.556839,8.557634,256,15.644507999999998,15.999873999999998,,9.332223875852344,8.495847999999999,381.0266625881195,254.99603,0.99262077,,1.0039253000000001,,15.278003
256,0.99609363,15.644507999999998,1.0,5140,0.11,15.968717999999999,1.0,8.561816,11.435197,10.668873,17.59208,1.0039082000000001,11.55294,8.55765,257,15.644507999999998,16.031097,,9.403440847724044,8.496105,386.586003780365,255.99606,0.99262077,,1.0039101000000001,,15.286992999999999
257,0.9961089,15.644507999999998,1.0,5160,0.11,16.0,1.0,8.548477,11.429655,10.693218,16.946082999999998,1.0038928,11.549057000000001,8.557614,258,15.644507999999998,16.062256,,9.387657005110947,8.496309,393.2288796901703,256.9961,0.99262077,,1.0038947,,15.2934065
258,0.9961239,15.644507999999998,1.0,5180,0.11,16.031218,1.0,8.55539,11.424171000000001,10.68872,9.524313000000001,1.0038785,11.545189,8.557606,259,15.644507999999998,16.093357,,9.392965131996519,8.496538000000001,398.62536454200745,257.9961,0.99262077,,1.0038794,,15.271118
259,0.99613893,15.644507999999998,1.0,5200,0.11,16.062376,1.0,8.541217999999999,11.418664,10.71993,18.799225,1.0038620999999999,11.541335,8.557542999999999,260,15.644507999999998,16.124397000000002,,9.378043842573641,8.49671,404.40099453926086,258.99612,0.99262077,,1.003865,,15.284673000000002
260,0.99615383,15.644507999999998,1.0,5220,0.11,16.093475,1.0,8.456458,11.412864,10.733475,14.251745000000001,1.003845,11.537496,8.557155,261,15.644507999999998,16.155376,,9.28710471100034,8.496556,410.30200695991516,259.99615,0.99262077,,1.0038497,,15.280701
261,0.9961688,15.644507999999998,1.0,5240,0.11,16.124520999999998,1.0,8.528733,11.407373,10.756285,16.705654,1.0038296,11.533672,8.557047,262,15.644507999999998,16.186293,,9.365714277726779,8.49668,416.24180459976196,260.99622,0.99262077,,1.0038354,,15.286125
262,0.99618334,15.644507999999998,1.0,5260,0.11,16.155502,1.0,8.478429,11.40172,10.775521000000001,15.811684,1.0038182,11.529862,8.556747999999999,263,15.644507999999998,16.217152,,9.309613860463287,8.49661,421.6065754890442,261.99622,0.99262077,,1.0038209999999999,,15.288109
263,0.99619776,15.644507999999998,1.0,5280,0.11,16.186417000000002,1.0,8.540488,11.396341,10.778065,11.442996,1.0038029,11.526067999999999,8.556686000000001,264,15.644507999999998,16.247957,,9.37662651756171,8.4967785,426.30452013015747,262.99622,0.99262077,,1.0038067,,15.27353
264,0.99621224,15.644507999999998,1.0,5300,0.11,16.21728,1.0,8.517607,11.3909,10.777277,10.565827,1.0037885,11.522286,8.556539,265,15.644507999999998,16.278702,,9.356981694893722,8.496856,432.63471460342413,263.99625,0.99262077,,1.0037913,,15.255751
265,0.9962266,15.644507999999998,1.0,5320,0.11,16.248079999999998,1.0,8.49944,11.385425,10.792631,14.857512,1.0037742,11.51852,8.556324,266,15.644507999999998,16.309391,,9.33775074765265,8.496866,438.68493628501886,264.99627999999996,0.99262077,,1.003778,,15.254238
266,0.9962405999999999,15.644507999999998,1.0,5340,0.11,16.27882,1.0,8.530205,11.380094,10.81092,15.672069,1.0037597,11.514768,8.556227,267,15.644507999999998,16.340020000000003,,9.371280068959422,8.49699,443.8839256763458,265.99625,0.99262077,,1.0037636,,15.25579
267,0.99625474,15.644507999999998,1.0,5360,0.11,16.309504,1.0,8.534127,11.37481,10.819836,13.196609500000001,1.0037473,11.511028999999999,8.556144,268,15.644507999999998,16.370594,,9.373475584662245,8.49713,448.9996471405029,266.99627999999996,0.99262077,,1.0037493,,15.248092000000002
268,0.9962687,15.644507999999998,1.0,5380,0.11,16.340132,1.0,8.492767,11.3694,10.827177,12.790736,1.0037348,11.507305,8.555908,269,15.644507999999998,16.401107999999997,,9.3278385826756,8.497114,454.12542700767517,267.99627999999996,0.99262077,,1.0037358,,15.238942000000002
269,0.99628276,15.644507999999998,1.0,5400,0.11,16.37071,1.0,8.497487,11.364035000000001,10.821574,9.31063,1.0037196,11.503594,8.555692,270,15.644507999999998,16.431562,,9.336616385764351,8.497114,459.8451118469238,268.99634,0.99262077,,1.0037215,,15.216972
270,0.99629647,15.644507999999998,1.0,5420,0.11,16.401224,1.0,8.477874,11.35863,10.836029,14.735285999999999,1.0037061,11.499898,8.555405,271,15.644507999999998,16.461962,,9.311535372580854,8.497044,465.6702072620392,269.99634,0.99262077,,1.0037081,,15.215182
271,0.9963103000000001,15.644507999999998,1.0,5440,0.11,16.431683,1.0,8.502182000000001,11.353345,10.848189,14.139891,1.0036889,11.496215,8.55521,272,15.644507999999998,16.49231,,9.339100396169984,8.497063,471.0290586948395,270.9964,0.99262077,,1.0036937,,15.211214000000002
272,0.9963236999999999,15.644507999999998,1.0,5460,0.11,16.46208,1.0,8.505703,11.348104,10.881619,19.970898000000002,1.0036764999999999,11.492544,8.555028,273,15.644507999999998,16.5226,,9.342787443005708,8.497095,476.5916686058045,271.99637,0.99262077,,1.0036803,,15.228634
273,0.9963370999999999,15.644507999999998,1.0,5480,0.11,16.492424,1.0,8.471399,11.342764,10.885953,12.065611,1.0036631,11.488889,8.554723,274,15.644507999999998,16.552835,,9.303469551803435,8.497001,482.2655918598175,272.99637,0.99262077,,1.0036669,,15.217078
274,0.99635035,15.644507999999998,1.0,5500,0.11,16.522709,1.0,8.508554,11.337589,10.865843,5.351819,1.0036507,11.485246,8.554554,275,15.644507999999998,16.583015,,9.343154070549158,8.497043,487.33309984207153,273.99634,0.99262077,,1.0036535,,15.181191
275,0.99636334,15.644507999999998,1.0,5520,0.11,16.552938,1.0,8.536783,11.332546,10.893277000000001,18.43411,1.0036361999999999,11.481616,8.55449,276,15.644507999999998,16.613139999999998,,9.376802258470349,8.497187,493.54800510406494,274.99627999999996,0.99262077,,1.0036399999999999,,15.192963
276,0.9963766,15.644507999999998,1.0,5540,0.11,16.583117,1.0,8.497995,11.32739,10.922285,18.924925,1.0036209999999999,11.477999,8.554286,277,15.644507999999998,16.643210999999997,,9.333399806967877,8.49719,499.79894995689386,275.9963,0.99262077,,1.0036277,,15.206423000000001
277,0.9963896999999999,15.644507999999998,1.0,5560,0.11,16.613243,1.0,8.460232000000001,11.322123,10.938666,15.472685999999998,1.0036124,11.474396,8.553948,278,15.644507999999998,16.673225,,9.293844297913246,8.497056,506.71714091300964,276.99634,0.99262077,,1.0036143,,15.207369
278,0.99640274,15.644507999999998,1.0,5580,0.11,16.643311999999998,1.0,8.530619999999999,11.317141000000001,10.955032000000001,15.501241,1.0035950999999999,11.470804,8.5538645,279,15.644507999999998,16.703188,,9.366261513148082,8.497177,512.7678754329681,277.99637,0.99262077,,1.0036018,,15.208407999999999
279,0.99641573,15.644507999999998,1.0,5600,0.11,16.673326,1.0,8.593916,11.312411,10.955388000000001,11.050703,1.0035846,11.467227000000001,8.554008,280,15.644507999999998,16.733097,,9.442153378976837,8.497524,517.2586011886597,278.9964,0.99262077,,1.0035884,,15.193547
280,0.9964284999999999,15.644507999999998,1.0,5620,0.11,16.703293,1.0,8.536673,11.3075,10.985323,19.363523,1.0035730999999999,11.463662,8.553946,281,15.644507999999998,16.762947,,9.376290709209961,8.4976635,523.6858749389648,279.9964,0.99262077,,1.003576,,15.208374
281,0.99644125,15.644507999999998,1.0,5640,0.11,16.733202,1.0,8.538280499999999,11.302622999999999,11.020228,20.82525,1.0035597,11.46011,8.553889999999999,282,15.644507999999998,16.792747,,9.378553341449754,8.497808000000001,529.2083470821382,280.99643,0.99262077,,1.0035626,,15.228279999999998
282,0.99645394,15.644507999999998,1.0,5660,0.11,16.763054,1.0,8.552472,11.297823,11.045034,18.036951000000002,1.0035444,11.45657,8.553885000000001,283,15.644507999999998,16.822498,,9.394754644446461,8.498004,534.1511991024016,281.99646,0.99262077,,1.0035502,,15.238192000000002
283,0.9964663,15.644507999999998,1.0,5680,0.11,16.792854000000002,1.0,8.504866999999999,11.292877,11.080718,21.17557,1.0035329,11.453042,8.553713,284,15.644507999999998,16.852194,,9.340032271473927,8.498026,539.2928206920624,282.99643,0.99262077,,1.0035377,,15.259085
284,0.9964788,15.644507999999998,1.0,5700,0.11,16.822601000000002,1.0,8.579214,11.288221,11.090483,13.860144,1.0035214,11.449527999999999,8.553802000000001,285,15.644507999999998,16.88184,,9.419495149115706,8.498312,544.6534214019774,283.99646,0.99262077,,1.0035253,,15.254163
285,0.99649113,15.644507999999998,1.0,5720,0.11,16.852297,1.0,8.560396,11.283524,11.12542,21.079014,1.003508,11.446025,8.553825,286,15.644507999999998,16.91143,,9.404040918945894,8.49853,549.2533202171327,284.99646,0.99262077,,1.0035129,,15.274517999999999
286,0.9965035,15.644507999999998,1.0,5740,0.11,16.881939000000003,1.0,8.496525,11.278626,11.133208999999999,13.357492,1.0034956,11.442534,8.553626,287,15.644507999999998,16.940973,,9.330428340501207,8.498524,554.6552057266235,285.9965,0.99262077,,1.0035003,,15.267826000000001
287,0.9965156999999999,15.644507999999998,1.0,5760,0.11,16.91153,1.0,8.5394535,11.273906,11.149467999999999,15.812607999999999,1.0034889,11.439055999999999,8.553576,288,15.644507999999998,16.970465,,9.380115619452717,8.498667999999999,560.8333089351654,286.99652000000003,0.99262077,,1.0034889,,15.269706
288,0.99652773,15.644507999999998,1.0,5780,0.11,16.941072,1.0,8.556854,11.269266,11.168874,16.754038,1.0034716000000001,11.43559,8.553588000000001,289,15.644507999999998,16.999899,,9.398095135914168,8.498868,565.1729567050934,287.99652000000003,0.99262077,,1.0034764999999999,,15.27483
289,0.9965396999999999,15.644507999999998,1.0,5800,0.11,16.97056,1.0,8.511111,11.264496000000001,11.182367,15.078481,1.0034573,11.432136,8.553442,290,15.644507999999998,17.029285,,9.35157946240939,8.498911,572.2324078083037,288.99652000000003,0.99262077,,1.0034649,,15.274141
290,0.9965518,15.644507999999998,1.0,5820,0.11,17.000002,1.0,8.542000999999999,11.259855,11.214080000000001,20.407131,1.0034468,11.428692999999999,8.553402,291,15.644507999999998,17.05862,,9.383856576413072,8.49906,577.3475506305696,289.99658,0.99262077,,1.0034524999999999,,15.291769
291,0.99656373,15.644507999999998,1.0,5840,0.11,17.02939,1.0,8.559567,11.255299,11.237376,18.013247,1.0034372,11.425262,8.553423,292,15.644507999999998,17.087906,,9.399170087085851,8.499267999999999,583.3335015773772,290.9966,0.99262077,,1.0034411,,15.301076
292,0.9965755,15.644507999999998,1.0,5860,0.11,17.058725,1.0,8.536178,11.250685,11.242189,12.64431,1.0034248,11.421844,8.553365,293,15.644507999999998,17.117142,,9.371956358508319,8.499393,589.6561853885652,291.9966,0.99262077,,1.0034295,,15.291998999999999
293,0.9965871,15.644507999999998,1.0,5880,0.11,17.088009,1.0,8.526292999999999,11.246061,11.263382,17.469547,1.0034105,11.418436999999999,8.553271,294,15.644507999999998,17.146328,,9.36418682226864,8.499485,595.7829551696777,292.9966,0.99262077,,1.0034171,,15.299392999999998
294,0.9965985999999999,15.644507999999998,1.0,5900,0.11,17.11724,1.0,8.518608,11.241436,11.287488,18.371244,1.0033988999999999,11.415041,8.553155,295,15.644507999999998,17.175465,,9.355792818507325,8.49955,602.0733089447021,293.99658,0.99262077,,1.0034056999999998,,15.309795000000001
295,0.99661016,15.644507999999998,1.0,5920,0.11,17.14643,1.0,8.555747,11.236958999999999,11.293412,13.037721000000001,1.0033922,11.411657,8.553164,296,15.644507999999998,17.204552,,9.395105139511694,8.499741,608.1060070991516,294.9966,0.99262077,,1.0033941,,15.302107999999999
296,0.99662167,15.644507999999998,1.0,5940,0.11,17.175564,1.0,8.591508000000001,11.232626,11.282399,8.019177,1.0033808000000002,11.408284,8.553291999999999,297,15.644507999999998,17.233591,,9.434310521045118,8.500051,614.1864748001099,295.99664,0.99262077,,1.0033827,,15.277573
297,0.99663305,15.644507999999998,1.0,5960,0.11,17.20465,1.0,8.550889,11.228177,11.279584,10.439959,1.0033683,11.404923,8.553285,298,15.644507999999998,17.262579000000002,,9.394501441702905,8.500221,620.4692544937134,296.99664,0.99262077,,1.0033712,,15.261329000000002
298,0.9966443000000001,15.644507999999998,1.0,5980,0.11,17.233686,1.0,8.523126,11.223658,11.29268,15.191888,1.0033559,11.401572999999999,8.553184,299,15.644507999999998,17.291521,,9.359496861984756,8.5002985,625.8888254165648,297.99664,0.99262077,,1.0033606,,15.261085500000002
299,0.99665546,15.644507999999998,1.0,6000,0.11,17.262672,1.0,8.479663,11.219017,11.297499,12.734694500000002,1.0033405999999998,11.398234,8.5529375,300,15.644507999999998,17.320415,,9.314372901993368,8.50023,632.9508988857268,298.99664,0.99262077,,1.0033492,,15.252653
300,0.9966666,15.644507999999998,1.0,6020,0.11,17.291613,1.0,8.539137,11.214597,11.328909,20.748867,1.0033319,11.394906,8.552892,301,15.644507999999998,17.349258,,9.379452865477457,8.5003605,640.093469619751,299.99664,0.99262077,,1.0033377,,15.270901
301,0.99667776,15.644507999999998,1.0,6040,0.11,17.320504999999997,1.0,8.546939,11.210224,11.352783,18.53572,1.0033243,11.391589,8.552874000000001,302,15.644507999999998,17.378054000000002,,9.390061435995255,8.500515,645.9805347919464,300.99667,0.99262077,,1.0033271000000001,,15.281701000000002
302,0.9966888,15.644507999999998,1.0,6060,0.11,17.34935,1.0,8.520042,11.205783,11.369995,16.564312,1.0033109,11.388284,8.552764999999999,303,15.644507999999998,17.406803,,9.357171367128053,8.500579,652.4702973365784,301.9967,0.99262077,,1.0033157,,15.285923
303,0.9966997,15.644507999999998,1.0,6080,0.11,17.378147,1.0,8.541975,11.201437,11.396846,19.529573000000003,1.0032995,11.384989,8.552729,304,15.644507999999998,17.435501000000002,,9.380818062727544,8.500716,658.7769939899446,302.9967,0.99262077,,1.0033052,,15.299870499999999
304,0.9967106,15.644507999999998,1.0,6100,0.11,17.406897,1.0,8.511346000000001,11.19701,11.412786,16.255339000000003,1.0032898000000001,11.381704,8.552593,305,15.644507999999998,17.464154999999998,,9.344158253211004,8.50075,665.1199805736543,303.99672999999996,0.99262077,,1.0032936,,15.302994
305,0.99672145,15.644507999999998,1.0,6120,0.11,17.435598000000002,1.0,8.527560000000001,11.192658999999999,11.432441,17.423925,1.0032765,11.378430999999999,8.552511,306,15.644507999999998,17.492762,,9.364391056221095,8.500836999999999,671.6449270248412,304.99677,0.99262077,,1.0032831,,15.309915
