,ReturnMin,IWFirstEpisode,LQGsigma,SqrtESSClassic,ReturnMean,URet,ReturnLastEpisode,IWMean,IWNorm1,TimeElapsed,TimestepsSoFar,IWLastEpisode,LQGmu1,MISE,LQGmu01,Bound,ReturnMax,IWMin,ReturnStepMax,DenMISEMeanLog,target_sum_log_mean,Iteration,DenMISELogLast,IWMax,IWNorm2,DenMISELogFirst,ReturnAbsMax
0,,1.2095755,0.11,1.0,15.058442000000001,16.687925283112616,15.058442000000001,1.2095755,1.2095755,0.9311599731445312,20,1.2095755,-0.105,18.214323,-0.01,19.727753,15.058442000000001,,0.9625284,18.60218,18.79245,1,18.60218,1.2095755,1.2095755,18.60218,15.058442000000001
1,,0.90958345,0.11,1.4062921999999998,15.4617605,17.565936350579985,15.865079000000001,1.0177604999999998,2.0355209999999997,25.050235748291016,40,1.1259376,-0.116,15.779998999999998,-0.012,16.913832,15.865079000000001,,0.9965108,19.941689999999998,19.953613,2,21.181547,1.1259376,1.4474382,18.701833999999998,15.865079000000001
2,,1.2017354e-20,0.11,1.7320506999999998,15.654491,17.759177516373796,16.039953,4.7810593e-15,3.0001435e-10,26.206403255462646,60,6.199745e-16,-0.234,7.588802e-14,-0.024,0.93073255,16.039953,,0.99854946,20.514479,-17.087015,3,21.64953,1.3723192e-14,1.7321336999999998e-10,18.671232,16.039953
3,,1.7586191000000001e-16,0.11,1.0,15.939335999999999,18.562958768668626,16.793869,1.237319,4.949276,27.5922908782959,80,4.949276,-0.219,20.779373,-0.022,22.46722,16.793869,,0.99972713,18.600251999999998,-3.3384495000000003,4,13.720623000000002,4.949276,4.949276,18.383549,16.793869
4,,1.4714566e-16,0.11,1.4136673,16.090366,18.451860674531407,16.69448,1.0736662000000001,5.3683309999999995,29.011775732040405,100,2.6095405,-0.219,17.979136999999998,-0.022,19.173085999999998,16.793869,,0.99972713,17.473175,-0.064014055,5,13.052159,2.7587907000000005,3.79745,18.160406,16.793869
5,,4.7401417e-14,0.11,1.6281874,16.203844,18.537032819851913,16.771244,0.75479054,4.5287432999999995,30.528984546661377,120,0.7613144000000001,-0.21,12.644653,-0.021,13.681295,16.793869,,0.9998004,17.29703,4.8749633,6,16.468567,2.0571747,2.7814631000000003,17.978085,16.793869
6,,9.883348000000002e-23,0.11,1.6931401000000001,16.272170000000003,18.444030676377718,16.682125,1.0979059,7.685341,32.204339265823364,140,1.1666546999999998,-0.243,18.387235999999998,-0.025,19.38411,16.793869,,0.9998004,17.469116,0.044636864000000005,7,18.761478,4.0090165,4.539105,17.823933,16.793869
7,,3.9836563e-19,0.11,2.2305338,16.325782999999998,18.45960577690953,16.701061,1.0820374,8.6563,33.89660024642944,160,1.6743526000000002,-0.23,18.10162,-0.023,18.858320000000003,16.793869,,0.9998004,17.016417999999998,4.38966,8,13.845676000000001,1.9560685000000002,3.8808198,17.690403,16.793869
8,,,0.11,3.0,16.367577,18.46320520577814,16.701948,2.7784498e-26,8.999999599999999e-10,35.6689636707306,180,7.597541e-37,-0.681,4.663012e-25,-0.083,0.56261575,16.793869,,0.99989086,17.301737,-136.54436,9,19.547439999999998,1.2753247999999999e-25,3e-10,17.572618,16.793869
9,,,0.11,1.0,16.447826,18.95105835533575,17.170070000000003,0.46310407,4.6310405999999995,36.78331089019776,200,4.6310405999999995,-0.545,7.9515294999999995,-0.061,9.677187,17.170070000000003,,0.99998194,16.734924,-78.42998,10,12.58184,4.6310405999999995,4.6310405999999995,17.467257999999998,17.170070000000003
