,ReturnAbsMax,IWMax,ReturnMin,DenMISEMeanLog,DenMISELogFirst,IWLastEpisode,IWMin,IWNorm2,LQGmu1,Iteration,IWMean,TimeElapsed,TimestepsSoFar,ReturnStepMax,Bound,IWNorm1,SqrtESSClassic,IWFirstEpisode,LQGsigma,LQGmu01,target_sum_log_mean,MISE,URet,ReturnMean,DenMISELogLast,ReturnMax,ReturnLastEpisode
0,15.644507999999998,0.38999259999999997,,17.102016,17.102016,0.38999259999999997,,0.38999259999999997,-0.082,1,0.38999259999999997,0.6310007572174072,20,0.99262077,53.034767,0.38999259999999997,1.0,0.38999259999999997,0.11,-0.008,16.160389000000002,6.101242500000001,17.332240856619553,15.644507999999998,17.102016,15.644507999999998,15.644507999999998
1,15.644507999999998,1.3865683000000002,,13.036287,16.738167,0.6670603,,1.5386816,-0.096,2,1.0268143,15.238086700439453,40,0.99262077,51.035587,2.0536287,1.3346677,1.3865683000000002,0.11,-0.01,12.997264999999999,15.870636,16.706675541527947,15.354626999999999,9.334407,15.644507999999998,15.064745000000002
2,15.786945000000001,2.1297312,,12.0289,16.859371,2.1297312,,2.4843626,-0.102,3,1.2252306,16.05565857887268,60,0.9934579,51.22135,3.6756916,1.479531,1.2427173999999999,0.11,-0.01,11.955592999999999,19.210646,17.488047169409484,15.498733499999998,10.01056,15.786945000000001,15.786945000000001
3,15.786945000000001,2.552119,,13.110278,16.918282,2.2451343999999995,,3.5129754999999996,-0.11,4,1.4434555,16.792211771011353,80,0.99602264,51.476409999999994,5.773822,1.6435702,0.88211995,0.11,-0.011,12.925419999999999,22.660582,17.33484334139335,15.535728,16.238129999999998,15.786945000000001,15.646714999999999
4,15.786945000000001,4.8661586999999997e-32,,14.484995000000001,16.894423,1.2363815999999997e-37,,2.2360681e-10,-0.33,5,9.732397499999998e-33,17.80209755897522,100,0.99854046,21.180412,5e-10,2.2360678,,0.11,-0.034,-82.98700000000001,1.5364479999999997e-31,17.330793453706484,15.556151999999999,19.714807999999998,15.786945000000001,15.637848000000002
5,16.836212,8.391475999999999,,13.682954,16.712101,8.391475999999999,,8.391475999999999,-0.308,6,1.3985792,18.539825677871704,120,0.9999800999999999,74.05541,8.391475999999999,1.0,,0.11,-0.032,-55.890015000000005,23.546778,18.60712091336891,15.769495999999998,10.584361999999999,16.836212,16.836212
6,16.836212,7.9800699999999996,,13.525894000000001,16.557951,7.9800699999999996,,9.010645,-0.302,7,1.7377985,19.623583555221558,140,0.9999800999999999,66.6391,12.164589,1.3500242,7.401301e-37,0.11,-0.031,-42.932190000000006,29.225966999999997,18.57407847267812,15.917876999999999,12.633559,16.836212,16.808165
7,17.074305,6.3847804,,13.749725,16.42442,0.59669065,,7.038568,-0.293,8,1.235399,20.4432225227356,160,0.9999800999999999,57.274519999999995,9.883192,1.4041481000000002,2.8440167e-34,0.11,-0.03,-32.240883000000004,20.794811,18.851016615203168,16.062431,15.021842000000001,17.074305,17.074305
8,17.074305,5.9082349999999995,,14.461572,16.306637,0.88185585,,6.3108864,-0.281,9,1.0039582,21.55846381187439,180,0.9999841999999999,52.68551,9.035624,1.4317518,6.486751600000001e-31,0.11,-0.029,-22.481821,16.909113,18.80405934726766,16.169710000000002,20.130445,17.074305,17.02795
9,17.074305,5.0438410000000005,,13.932016,16.201276999999997,0.5859504,,5.1917057,-0.262,10,0.7001621,22.44106125831604,200,0.99999106,49.769394,7.0016212,1.3486167,5.4937734e-26,0.11,-0.027,-14.298983999999999,11.787573,18.726322581839646,16.248486,9.288921,17.074305,16.957481
10,17.074305,3.8355238,,13.951904,16.105967,1.8048109000000002e-08,,4.7366433,-0.127,11,0.70987916,23.765065431594852,220,0.99999106,42.22623,7.808671,1.6485664,0.28454155,0.11,-0.013,0.15639357,11.155045,18.71737708411072,16.311785,14.506863000000001,17.074305,16.944763000000002
11,17.074305,13.8067465,,13.456357,16.044493,13.8067465,,14.169666000000001,-0.131,12,1.5885781,24.950440883636475,240,0.99999106,63.366142,19.062936999999998,1.3453342,0.17652714,0.11,-0.013,1.402649,25.29165,17.71747953807602,16.285791,8.330357000000001,17.074305,15.999861
12,17.074305,9.363983000000001,,13.269221,15.979053500000001,8.862910000000001,,13.036114999999999,-0.135,13,1.6407288,26.138164520263672,260,0.99999106,57.745295999999996,21.329475,1.6361835,0.078254744,0.11,-0.014,2.7181096,26.438957000000002,18.114954145435984,16.292566,10.81184,17.074305,16.37387
13,17.074305,7.6826406,,13.446588,15.910947,0.33482838,,10.786442999999998,-0.143,14,1.1908823,27.45684313774109,280,0.99999106,52.366875,16.672352,1.5456766000000002,0.014687276,0.11,-0.014,4.063204,19.227396,17.463552164060502,16.2548,15.425001000000002,17.074305,15.763853
14,17.074305,5.411525,,13.339509,15.843003,2.08195,,7.6805735,-0.153,15,0.85541606,28.91959524154663,300,0.99999106,44.502590000000005,12.831241,1.6706096999999998,0.0012080692999999999,0.11,-0.015,4.825982,13.841381,17.911055205085454,16.24985,11.835785000000001,17.074305,16.180526999999998
15,17.074305,5.933775,,13.225466,15.778544,5.933775,,6.970213,-0.165,16,0.7310169,29.963866710662842,320,0.99999106,42.4225,11.69627,1.6780362000000002,3.2940097e-05,0.11,-0.017,5.120167299999999,11.896986,18.06934150876723,16.255625,11.735314,17.074305,16.342253
16,17.074305,5.0192537,,13.236587,15.717922,2.5626233,,7.1663619999999995,-0.16,17,0.87393445,31.43695855140686,340,0.99999106,38.907143,14.856886,2.073142,0.00017308099999999998,0.11,-0.016,5.837204,14.199279,17.953324683150548,16.2538,13.732588,17.074305,16.224588
17,17.074305,3.555296,,13.41288,15.660773999999998,3.1904197,,7.994587400000001,-0.143,18,1.1846383999999999,33.14821839332581,360,0.99999106,38.363440000000004,21.32349,2.6672409,0.022263266,0.11,-0.014,6.417331,19.158987,17.967417072621213,16.252407,16.584976,17.074305,16.228748
18,17.074305,3.8029434999999996,,13.465720999999998,15.607942999999999,1.4159683,,6.6990924,-0.158,19,0.88842565,34.794435501098626,380,0.99999106,34.758068,16.880087,2.5197572999999998,0.00031832952,0.11,-0.016,6.96271,14.429559,18.0244554246651,16.254444,14.293721,17.074305,16.291098
19,17.074305,3.1497877,,13.50738,15.556666,3.0495937,,7.706042299999999,-0.152,20,1.0986063,36.189797401428216,400,0.99999106,35.816241999999995,21.972128,2.8512857000000005,0.002163322,0.11,-0.015,7.4697433,17.851395,18.152938217784012,16.261906,14.441514999999999,17.074305,16.40367
20,17.074305,11.285246,,13.238370999999999,15.507984,4.0022485e-07,,11.465641999999999,-0.082,21,0.68886817,38.0472731590271,420,0.99999106,51.066544,14.466231,1.2617027,1.8942058000000002,0.11,-0.008,-2.9064919999999996,10.4683,18.331138935897066,16.276987,7.803375,17.074305,16.578613
21,17.074305,6.1964498,,13.130866000000001,15.547826,0.21312153,,6.225018,-0.073,22,0.32602093,39.42330551147461,440,0.99999106,49.391895,7.1724606,1.1521991000000003,0.5405565,0.11,-0.007,-5.1003003,4.935245500000001,17.04933543495217,16.237368,11.273017,17.074305,15.405376
22,17.074305,0.092913955,,13.214257,15.527648000000001,0.0056873555000000004,,0.09309412,-0.048,23,0.0043426096,40.69001317024232,460,0.99999106,47.808365,0.099880025,1.072893,0.0010721164999999999,0.11,-0.005,-14.210683,0.06556601,17.17941219312811,16.206497,15.734664000000002,17.074305,15.527342
23,17.074305,17.682539000000002,,13.19725,15.485135000000001,17.682539000000002,,17.792131,-0.063,24,0.83432907,41.993844032287605,480,0.99999106,57.56533,20.023897,1.1254356,0.07805313,0.11,-0.006,-6.783169,12.051473,15.912255667665047,16.12921,13.780615,17.074305,14.351617000000001
24,17.074305,10.957476,,13.250235,15.447559,10.957476,,14.428207,-0.059,25,0.85553366,43.4893410205841,500,0.99999106,46.698692,21.388342,1.4823977,0.027464526,0.11,-0.006,-7.4343944,12.144598,15.501145813985946,16.0428,14.855207,17.074305,13.968957999999999
25,17.074305,13.762851999999999,,13.1194105,15.409436999999999,13.762851999999999,,14.197548999999999,-0.048,26,0.7217372,45.28496265411377,520,0.99999106,48.94386,18.765167,1.3217188,0.0011039656,0.11,-0.005,-10.978456,10.189083,15.64539142359056,15.968142000000002,10.105476,17.074305,14.101694
26,17.074305,0.08540603,,13.114378,15.371739000000002,0.007573171,,0.08574167,-0.019,27,0.0034594472999999997,46.8923192024231,540,0.99999106,47.068863,0.093405075,1.0893779,3.5036269999999997e-09,0.11,-0.002,-24.681932,0.04853006,14.605858409909143,15.865304,13.355988,17.074305,13.191513
27,17.074305,31.485985,,12.846652,15.335370999999999,31.485985,,31.490295,-0.025,28,1.1462878,48.643492698669434,560,0.99999106,65.95565,32.096058,1.0192364,8.452079e-08,0.11,-0.003,-20.047232,15.699485000000001,15.133108540391927,15.787639000000002,6.5965333,17.074305,13.690667000000001
28,17.074305,18.25198,,12.781606,15.300279999999999,0.25211003,,18.429185999999998,-0.032,29,0.7527013000000001,49.911423921585076,580,0.99999106,53.53965,21.828337,1.184444,2.4493538e-06,0.11,-0.003,-15.480194000000001,10.293271,10.90171564545902,15.584565,11.167707,17.074305,9.898498
29,17.074305,55.760178,,12.853634,15.266378,0.004719941,,55.766169999999995,-0.01,30,1.8861772,51.806262254714966,600,0.99999106,69.25604,56.585316000000006,1.014689,2.248945e-11,0.11,-0.001,-26.223540000000003,18.77465,15.111535633555679,15.519735999999998,15.317745,17.074305,13.639702
30,17.074305,11.238462,,12.969738000000001,15.233589000000002,11.238462,,16.910921,-0.034,31,1.0319922,53.36767029762268,620,0.99999106,41.26736,31.991756,1.8917808999999997,5.4412076e-06,0.11,-0.003,-12.624348,14.1908045,15.298190410872092,15.465373999999999,16.35911,17.074305,13.834512
31,17.074305,19.140839,,12.954436999999999,15.201839999999999,0.030736495,,19.239485000000002,-0.014,32,0.68599945,54.99737286567688,640,0.99999106,52.02261,21.951982,1.140986,1.8237757e-10,0.11,-0.001,-21.833000000000002,7.129058000000001,14.567249222153617,15.392064999999999,12.554865,17.074305,13.119458999999999
32,17.074305,13.108192,,12.918241499999999,15.171068,0.47006390000000003,,13.134257,-0.009,33,0.4409181,56.91159319877625,660,0.99999106,50.751675,14.550297,1.1078126,1.4794894e-11,0.11,-0.001,-23.270007999999997,4.513790599999999,13.71609370007292,15.301504999999999,12.189781,17.074305,12.403609
33,17.074305,1.0481869000000001,,13.037752000000001,15.141214999999999,1.0481869000000001,,1.0508517,0.009,34,0.033051282,59.43497061729431,680,0.99999106,48.284702,1.1237438,1.0693648,4.94743e-17,0.11,0.001,-34.285133,0.38438568,12.979087152205718,15.197109,17.588886,17.074305,11.7520485
34,17.074305,38.507690000000004,,12.931838,15.112228,38.507690000000004,,38.68793,0.004,35,1.2233642,62.005825519561775,700,0.99999106,58.114326,42.81775,1.1067468999999999,1.8126249999999997e-15,0.11,0.0,-29.483217,11.831916,10.402093094488023,15.033432000000001,10.283764,17.074305,9.468374
35,17.074305,26.459562,,12.951551,15.084057000000001,26.459562,,27.742110999999998,0.012,36,0.9773248,63.82095265388489,720,0.99999106,49.81973,35.183693,1.2682414,5.9325327e-18,0.11,0.001,-33.587852000000005,9.4308,10.642128140932355,14.884626,13.767645000000002,17.074305,9.676464999999999
36,17.074305,32.913948,,12.832911,15.056657999999999,32.913948,,35.34852,0.016,37,1.2970561999999999,65.66231942176819,740,0.99999106,50.002266,47.99108,1.3576546999999999,2.2165370000000002e-19,0.11,0.002,-35.431152000000004,12.273296,10.316822221943255,14.735704,8.778122,17.074305,9.374536500000001
