,ReturnStepMax,target_sum_log_mean,IWMax,Bound,SqrtESSClassic,IWFirstEpisode,LQGmu1,IWNorm1,Iteration,MISE,ReturnAbsMax,DenMISELogFirst,TimeElapsed,IWMin,URet,IWNorm2,IWMean,ReturnLastEpisode,ReturnMean,DenMISELogLast,ReturnMax,LQGmu01,LQGsigma,ReturnMin,IWLastEpisode,DenMISEMeanLog,TimestepsSoFar
0,0.99233466,13.493179999999999,0.9818458000000001,47.134155,1.0,0.9818458000000001,-0.085,0.9818458000000001,1,15.520076000000001,15.807039999999999,13.511501,0.5645623207092285,,17.497854397219367,0.9818458000000001,0.9818458000000001,15.807039999999999,15.807039999999999,13.511501,15.807039999999999,-0.008,0.11,,0.9818458000000001,13.511501,20
1,0.99233466,16.850277,2.8701470000000002,53.949913,1.240211,0.838093,-0.082,3.70824,2,28.459026,15.807039999999999,13.502382999999998,19.084229946136478,,16.85564728966543,2.9900074,1.85412,15.215347,15.511194,19.320435,15.807039999999999,-0.008,0.11,,2.8701470000000002,16.41141,40
2,0.99233466,15.989802,3.1999266,47.667183,1.4517868999999999,0.5493901,-0.076,5.1117989999999995,3,25.891205,15.807039999999999,13.446903,20.05151391029358,,16.50649311565923,3.5210392,1.7039328999999999,14.900298999999999,15.307563,13.844064999999999,15.807039999999999,-0.008,0.11,,1.3624821000000003,15.698639000000002,60
3,0.99233466,12.968933,1.1243002,33.53717,1.0965645,0.0044003394,-0.049,1.2366148000000001,4,4.707057,15.807039999999999,13.327384,21.368465900421146,,17.08813763786011,1.1277173999999999,0.30915370000000003,15.422801000000002,15.336372,15.905493,15.807039999999999,-0.005,0.11,,0.08439677,15.851719000000001,80
4,0.99233466,11.055693,6.244141,47.77617,1.078863,0.0011094793,-0.044,6.756125999999999,5,18.473026,15.807039999999999,13.10534,22.36552333831787,,14.95614151017838,6.2622647,1.3512251,13.543904000000001,14.977878,6.862759,15.807039999999999,-0.004,0.11,,6.244141,13.930520999999999,100
5,0.99233466,11.568123,4.839137,39.83175,1.4187503000000001,0.00033281266000000006,-0.039,8.094693,6,17.548702,15.807039999999999,12.923241,23.649190425872803,,13.966889682530564,5.7055097,1.3491155000000001,12.562821000000001,14.575368,17.443941,15.807039999999999,-0.004,0.11,,4.839137,14.515579999999998,120
6,0.99233466,12.237828,2.7513313,33.545227000000004,1.834891,0.001134408,-0.043,8.577092,7,16.315825,15.807039999999999,12.769145,24.93676924705505,,14.926394413531645,4.6744423,1.2252988999999999,13.490215,14.420347,11.566606,15.807039999999999,-0.004,0.11,,2.7147326,14.110451999999999,140
7,0.99233466,11.859191000000001,2.7576122000000005,30.459296999999996,1.9773843999999998,0.0002550829,-0.038,8.682205,8,14.471472,15.807039999999999,12.6357765,25.77626132965088,,15.401187170003489,4.3907523,1.0852757,13.908845999999999,14.356409,14.417366000000001,15.807039999999999,-0.004,0.11,,1.3851303,14.162776999999998,160
8,0.99233466,11.664773,2.3704212000000005,28.485484999999997,2.196254,0.00017217898999999996,-0.036,9.524185000000001,9,14.090938000000001,15.807039999999999,12.518025,27.46748948097229,,14.653211763713546,4.336558999999999,1.0582428,13.267988,14.235473999999998,11.388828,15.807039999999999,-0.004,0.11,,2.3704212000000005,13.856428,180
9,0.99233466,10.9918,1.7702354999999999,23.424156,2.1127222000000003,3.6999256e-05,-0.032,6.3684,10,8.460485,15.807039999999999,12.4126835,29.115525722503662,,15.59244813446181,3.0143104,0.63684,14.038243,14.21575,16.31579,15.807039999999999,-0.003,0.11,,0.028014842,14.10329,200
