,ReturnMean,target_sum_log_mean,IWNorm1,DenMISEMeanLog,ReturnStepMax,ReturnAbsMax,ReturnMax,IWMin,IWLastEpisode,URet,ReturnMin,SqrtESSClassic,LQGsigma,MISE,IWMax,LQGmu1,ReturnLastEpisode,LQGmu01,IWMean,IWFirstEpisode,DenMISELogFirst,Bound,TimeElapsed,IWNorm2,TimestepsSoFar,Iteration,DenMISELogLast
0,15.644507999999998,17.082155,0.9803347,17.102016,0.99262077,15.644507999999998,15.644507999999998,,0.9803347,17.332240856619553,,1.0,0.11,15.336854,0.9803347,-0.102,15.644507999999998,-0.01,0.9803347,0.9803347,17.102016,62.27038,0.756793737411499,0.9803347,20,1,17.102016
1,15.555016,13.877139999999999,2.051581,13.85188,0.9978294,15.644507999999998,15.644507999999998,,1.0464809000000002,17.14510254600088,,1.4139261,0.11,15.954334,1.0464809000000002,-0.098,15.465523000000001,-0.01,1.0257905,1.0050999,17.092133999999998,49.148094,24.999914169311523,1.4509816999999998,40,2,10.611626
2,15.667893,12.980838,3.7008715,12.910413,0.9978294,15.89365,15.89365,,2.1992166,17.601260240579265,,1.5148989,0.11,19.439991,2.1992166,-0.108,15.89365,-0.011,1.2336239,0.79624826,17.093834,50.914665,26.25932884216309,2.4429824,60,3,11.010403
3,15.686564,13.712810000000001,5.6434690000000005,13.791634,0.9978294,15.89365,15.89365,,2.2252803,17.43901226145037,,1.590655,0.11,22.282494,2.7177842,-0.118,15.742576000000001,-0.012,1.4108671999999998,0.39501518,17.041552,52.258163,27.597398281097412,3.54789,80,4,16.30187
4,15.703505999999999,15.108347,6.053403,15.013529,0.99931145,15.89365,15.89365,,1.4475868,17.47490032155316,,2.078462,0.11,19.073545000000003,1.7114601000000003,-0.113,15.771273,-0.011,1.2106806,0.6830082,16.912585999999997,42.01404,28.897788763046265,2.9124436,100,5,19.665144
5,15.746467,-11.986313,1.1546567e-09,15.370235999999998,0.99931145,15.961265,15.961265,,1.6483708e-13,17.66957412415793,,2.0256393,0.11,1.438449e-09,2.9287175e-10,-0.017,15.961265,-0.002,9.2442776e-11,2.9287175e-10,16.858307,23.638855,30.13025641441345,5.7002086e-10,120,6,16.99648
6,14.936401000000002,-9.6310835,12.640818,14.7652,0.99931145,15.961265,15.961265,,12.640818,11.078065874419543,,1.0,0.11,18.195576000000003,12.640818,-0.015,10.076012,-0.001,1.8058311000000002,7.221966e-11,16.704157000000002,66.07937,31.647571802139282,12.640818,140,7,12.059894
7,14.609735500000001,-8.060605,9.337676,14.688972,0.99931145,15.961265,15.961265,,1.2171756999999999,13.613981796743465,,1.1371858,0.11,12.1027,8.120500999999999,-0.011,12.323072999999999,-0.001,1.1672095,1.3366455499999999e-11,16.570625,54.209972,33.268056631088264,8.211214,160,8,14.05839
8,14.272675,-6.862830000000001,6.914670500000001,15.256675,0.99931145,15.961265,15.961265,,0.754274,12.776202083005185,,1.1714677,0.11,7.945661,5.845715,-0.007,11.576178,-0.001,0.7682966999999999,1.2884261999999998e-12,16.45284,48.820705,35.213950634002686,5.9025707,180,9,19.89828
9,13.852834,-8.630839,4.277039,14.542598000000002,0.99931145,15.961265,15.961265,,1.6002433,11.059350943713056,,1.4110941000000001,0.11,4.3263644999999995,2.57269,-0.001,10.074271000000001,-7.24e-05,0.42770392,1.8051805e-14,16.347479999999997,38.26017,37.200579404830926,3.0310092,200,10,8.448824
