,IWFirstEpisode,ReturnMean,SqrtESSClassic,IWNorm2,ReturnAbsMax,Bound,TimestepsSoFar,ReturnMin,IWNorm1,ReturnLastEpisode,IWMax,ReturnStepMax,LQGmu1,ReturnMax,IWMin,LQGmu01,DenMISEMeanLog,IWLastEpisode,URet,IWMean,DenMISELogLast,Iteration,LQGsigma,TimeElapsed,MISE,DenMISELogFirst,target_sum_log_mean
0,,15.058442000000001,1.0,1e-10,15.058442000000001,1.5134303999999998,20,,1e-10,15.058442000000001,,0.9625284,-0.491,15.058442000000001,,-0.054,18.60218,,16.687925283112616,,18.60218,1,0.11,0.7430047988891602,,18.60218,-223.75853999999998
1,,15.998817,1.0,2.0872759999999997,16.939194,19.38084,40,,2.0872759999999997,16.939194,2.0872759999999997,0.99998707,-0.472,16.939194,,-0.051,11.5658455,2.0872759999999997,18.714676519129387,1.0436379999999998,5.222658,2,0.11,14.655284881591795,17.678387,17.909032999999997,-101.39065
2,,16.393304999999998,1.267742,3.7858732,17.182281,28.752705,60,,4.7995105,17.182281,3.5861754,0.99998707,-0.427,17.182281,,-0.046,14.522395999999999,3.5861754,18.963917998334274,1.5998368,20.531693,3,0.11,15.279271364212036,27.390532,17.503569,-48.822628
3,,16.58677,1.6950824,2.6869848,17.182281,20.501049,80,,4.554661,17.167164,1.9687197,0.99998707,-0.438,17.182281,,-0.047,15.603268,1.3085566000000002,18.947886671809737,1.1386652,18.582926,4,0.11,15.965399980545044,19.482288,17.215887,-34.084877
4,,16.685246,1.9979793000000001,2.7285888,17.182281,19.503538,100,,5.451664,17.07914,1.4562184999999999,0.99998707,-0.448,17.182281,,-0.048,15.1963215,1.374549,18.85670510912632,1.0903326999999998,13.500712,5,0.11,16.876039028167725,18.639223,16.992743,-26.025318
5,,16.753181,2.1249766,3.0446796000000003,17.182281,19.234087,120,,6.4698734,17.092873,2.0078478,0.99999124,-0.483,17.182281,,-0.053,15.50436,2.0078478,18.872630972945803,1.0783123,16.992153,6,0.11,17.784960508346558,18.421426999999998,16.810420999999998,-23.337401999999997
6,,16.799505,2.074067,3.9133296000000004,17.182281,20.635763,140,,8.1165085,17.077448,2.6099463,0.99999124,-0.512,17.182281,,-0.056,15.928329999999999,2.3986327999999997,18.85718001457033,1.1595011999999998,18.428972,7,0.11,18.55252480506897,19.803156,16.656271,-20.61081
7,,16.84008,2.6082263,3.2900257000000006,17.182281,18.992962,160,,8.581132,17.12411,1.4569603000000002,0.99999124,-0.483,17.182281,,-0.053,15.732254000000001,1.209,18.902203932173,1.0726415,14.264695999999999,8,0.11,19.319604873657227,18.33087,16.52274,-13.309641000000001
8,,16.866401999999997,2.7953908,3.462912,17.182281,18.997164,180,,9.680193,17.076964999999998,1.4073321,0.99999124,-0.483,17.182281,,-0.053,16.185804,1.3403472,18.855269500394975,1.075577,19.760294000000002,9,0.11,20.40850806236267,18.379402,16.404957,-9.676976
9,,16.902714000000003,2.9660002999999997,3.6303449,17.229534,19.002029999999998,200,,10.767603999999999,17.229534,1.394775,0.99999124,-0.485,17.229534,,-0.053,15.936551000000001,1.3168554,19.011751737604094,1.0767604,13.6337,10,0.11,21.58525776863098,18.418201,16.299595,-7.4607673
10,,16.916845000000002,3.154712,3.6999657,17.229534,18.695953,220,,11.672326,17.058147,1.2392828000000002,0.99999124,-0.478,17.229534,,-0.052,16.047655,1.1497905000000002,18.836079808761625,1.0611205,17.095919,11,0.11,22.729333639144894,18.147049,16.204285000000002,-4.6980433
11,,16.936258,3.3109415,3.8209171000000004,17.229534,18.557896,240,,12.650833,17.149810000000002,1.2176285,0.99999124,-0.471,17.229534,,-0.051,16.228867,1.1916156999999998,18.930214349335955,1.054236,18.17105,12,0.11,23.67890810966492,18.034893,16.117273,-2.3249378
12,,16.953585,3.4607349999999997,3.9569817000000005,17.229534,18.525475,260,,13.694065,17.161486,1.1940968,0.99999124,-0.473,17.229534,,-0.051,15.835010999999998,1.1940968,18.94062913833913,1.0533896999999999,11.062661,13,0.11,24.319615840911865,18.025108,16.037231,-1.397218
13,,16.967901,3.5922872999999997,4.090085,17.229534,18.443008,280,,14.69276,17.154016,1.2206887,0.99999124,-0.481,17.229534,,-0.052,15.946701000000001,1.2206887,18.934013151795074,1.049483,17.352467,14,0.11,25.069780826568604,17.960966,15.963123000000001,-0.49026653
14,,16.977226,3.6000199999999998,4.4412556,17.229534,18.721483,300,,15.988608,17.107777,1.7499703999999998,0.99999124,-0.497,17.229534,,-0.054,16.095278,1.7499703999999998,18.887133549780973,1.0659072,18.132260000000002,15,0.11,25.86187219619751,18.240477,15.894131,-0.07135519
15,,16.983798999999998,3.6726157999999995,4.6931709999999995,17.229534,18.90309,320,,17.236214,17.082363,1.8733985,0.99999475,-0.502,17.229534,,-0.055,16.102863,1.5350487,18.861090481462156,1.0772633999999999,16.160229,16,0.11,27.040659189224247,18.431591,15.829592000000002,0.6703353
16,,16.99478,3.8026016000000005,4.836547,17.229534,18.970547,340,,18.391460000000002,17.1705,1.8398254,0.99999475,-0.504,17.229534,,-0.055,16.198517000000002,1.4387728000000002,18.95023445760262,1.0818506,17.662413,17,0.11,28.397602558135986,18.515165,15.768968,1.6058673
