,IWFirstEpisode,ReturnStepMax,IWMean,Bound,ReturnMin,IWMin,Iteration,URet,IWNorm1,SqrtESSClassic,target_sum_log_mean,LQGmu01,ReturnMax,LQGmu1,IWNorm2,ReturnAbsMax,TimeElapsed,IWMax,MISE,LQGsigma,DenMISELogFirst,TimestepsSoFar,DenMISEMeanLog,DenMISELogLast,ReturnMean,IWLastEpisode,ReturnLastEpisode
0,,0.99233466,,1.5886673,,,1,17.497854397219367,1e-10,1.0,-281.2969,0.024,15.807039999999999,0.236,1e-10,15.807039999999999,0.7037100791931152,,,0.11,13.511501,20,13.511501,13.511501,15.807039999999999,,15.807039999999999
1,,0.99233466,8.28917e-09,1.5792271999999998,,,2,9.723060964444807,1.677834e-08,1.0059777,-153.65382,0.024,15.807039999999999,0.235,1.667864e-08,15.807039999999999,12.828914165496824,1.657834e-08,7.345399999999999e-08,0.11,12.818355,40,1.4574337,-9.903487,12.334241,1.657834e-08,8.861442
2,,0.99233466,8.4203375e-06,1.5887287,,,3,9.639234523388897,2.5261311999999998e-05,1.0000079,-143.53557,0.033,15.807039999999999,0.318,2.5261111999999997e-05,15.807039999999999,13.616291284561155,2.5261012e-05,7.3897165e-05,0.11,12.4128895,60,5.3419204,13.921823499999999,11.148171000000001,2.5261012e-05,8.776033
3,,0.99233466,0.41762125,5.207360700000001,,,4,9.51462894338245,1.6704849999999998,1.0,-123.162575,0.038,15.807039999999999,0.362,1.6704849999999998,15.807039999999999,14.36389708518982,1.6704849999999998,3.6186934,0.11,12.125207000000001,80,7.480745,14.760257000000001,10.527382000000001,1.6704849999999998,8.665011999999999
4,,0.99233466,2.0667377,19.302738,,,5,9.43611141931772,10.333689,1.0347921999999998,-105.82011399999999,0.041,15.807039999999999,0.389,9.986245,15.807039999999999,15.185240268707275,9.979979,17.767487,0.11,11.902063,100,7.4771222999999996,8.0062275,10.140799000000001,9.979979,8.59446
5,,0.99233466,1.3755325,12.911985000000001,,,6,9.449663358499285,8.253195,1.4674802,-86.03045,0.042,15.807039999999999,0.393,5.6240587,15.807039999999999,16.181599378585815,4.1635447,11.829403999999998,0.11,11.719742,120,9.187439999999999,17.485007999999997,9.884045,3.7670782,8.60028
6,,0.99233466,1.3818872,12.791881,,,7,9.428222080858932,9.673210000000001,1.7338185000000002,-75.93007,0.044,15.807039999999999,0.41,5.5791364,15.807039999999999,17.342511653900143,3.8257697,11.875598,0.11,11.565591,140,9.573,11.7446,9.698659,3.8257697,8.586344
7,,0.99233466,1.2286441000000001,11.345492,,,8,9.446620086471142,9.829153,2.027937,-63.792336,0.043,15.807039999999999,0.407,4.8468733,15.807039999999999,18.488157033920288,2.7413787999999997,10.562101,0.11,11.43206,160,10.1889305,14.296542,9.5616,2.233668,8.602185
8,,0.99233466,1.2219044,11.207552,,,9,9.422847883709034,10.99714,2.244936,-56.415119999999995,0.044,15.807039999999999,0.413,4.898643,15.807039999999999,19.680328369140625,2.5683607999999998,10.499885,0.11,11.314277,180,10.399934,11.95464,9.452798,2.5683607999999998,8.582382
9,,0.99233466,0.99417657,9.239073,,,10,9.52292950216126,9.941766000000001,2.2870077999999996,-48.95684,0.044,15.807039999999999,0.411,4.347062599999999,15.807039999999999,20.69039797782898,2.1666102,8.544424000000001,0.11,11.208917,200,11.045266999999999,16.70702,9.37456,0.09695258,8.670423
10,,0.99233466,0.9831533000000001,9.079482,,,11,9.457097534317498,10.814686,2.5379353,-41.739746000000004,0.043,15.807039999999999,0.405,4.2612143,15.807039999999999,21.238656759262085,1.8227259999999998,8.453514,0.11,11.113605999999999,220,11.899901,20.488885999999997,9.305099,1.6370051,8.610472999999999
11,,0.99233466,0.98632413,9.057167999999999,,,12,9.454126062707367,11.83589,2.7686362,-36.288779999999996,0.042,15.807039999999999,0.4,4.274989,15.807039999999999,21.914709329605106,1.6205293,8.483359,0.11,11.026595,240,12.203368,15.583472,9.246896000000001,1.6029545,8.606667999999999
12,,0.99233466,0.9934129999999999,9.08367,,,13,9.439905942614217,12.914369,2.9413810000000002,-32.247124,0.043,15.807039999999999,0.402,4.39058,15.807039999999999,23.10216450691223,1.5674267,8.543560000000001,0.11,10.946552,260,12.714074,18.875069,9.196829,1.5636061,8.596033
13,,0.99233466,1.2173988000000002,11.553905,,,14,9.382808831061359,17.043582999999998,1.400467,-39.116222,0.054,15.807039999999999,0.492,12.169928,15.807039999999999,23.97536110877991,11.997648,10.41952,0.11,10.872444,280,12.956782,16.134901,9.150244,11.997648,8.544638
14,,0.99233466,1.0808291,10.012939999999999,,,15,9.39061070191902,16.212436999999998,2.1039592999999996,-34.854637,0.052,15.807039999999999,0.48,7.70568,15.807039999999999,24.96300721168518,6.2021728,9.257855000000001,0.11,10.803452,300,12.362299,4.0361915,9.110569,3.8995542999999997,8.555131
15,,0.99233466,1.0787811999999999,9.772028,,,16,9.41405342986454,17.2605,3.0688925,-28.191461999999998,0.048,15.807039999999999,0.445,5.6243415,15.807039999999999,26.05323886871338,2.7345846000000003,9.25436,0.11,10.738913,320,12.583658999999999,15.899722,9.077034,2.1975248,8.574012
16,,0.99233466,1.0761527,9.701913000000001,,,17,9.427846863496931,18.294596,3.4195241999999997,-24.375086,0.046,15.807039999999999,0.432,5.3500414,15.807039999999999,27.24260783195496,1.972103,9.237326,0.11,10.6782875,340,12.750867,15.374314000000002,9.048098,1.6715096,8.585107
17,,0.99233466,1.0643649,9.578844,,,18,9.442407239373775,19.158567,3.6140397000000006,-21.476105,0.045,15.807039999999999,0.426,5.3011503,15.807039999999999,28.707424402236942,1.7072656000000002,9.139261999999999,0.11,10.62113,360,13.015336999999999,17.453436,9.022946000000001,1.4263324,8.595378
18,,0.99233466,1.0660195,9.5766735,,,19,9.427098039086324,20.254372,3.7549896,-19.589285,0.045,15.807039999999999,0.426,5.3939886,15.807039999999999,30.02565670013428,1.6429265,9.153592,0.11,10.567062,380,13.052022000000001,13.662320000000001,8.999933,1.5526280000000001,8.585697999999999
19,,0.99233466,1.0596488000000002,9.507761,,,20,9.442914343674618,21.192974,3.9035587,-17.526783,0.045,15.807039999999999,0.422,5.429142,15.807039999999999,31.41600251197815,1.5272716,9.100781,0.11,10.515769,400,13.191297,15.784403,8.979855,1.3826306000000002,8.598351
20,,0.99233466,1.0636075,9.528163000000001,,,21,9.413612579836926,22.335756,4.012147,-16.213078,0.046,15.807039999999999,0.427,5.5670333,15.807039999999999,32.940695762634284,1.5745146,9.132197999999999,0.11,10.466978999999998,420,13.374601,16.992043,8.960319,1.5745146,8.569605000000001
21,,0.99233466,1.0596858,9.482608,,,22,9.437318027419826,23.313087,4.1491995,-14.620331,0.045,15.807039999999999,0.425,5.6186953,15.807039999999999,34.028573036193855,1.4954907,9.099723,0.11,10.420459,440,13.452279,15.030463000000001,8.94367,1.3665056,8.594043
22,,0.99233466,1.0540423,9.423993,,,23,9.445127506964207,24.242973000000003,4.2816434,-13.142442,0.045,15.807039999999999,0.422,5.662072,15.807039999999999,35.29795813560486,1.4140656,9.052952000000001,0.11,10.376007000000001,460,13.486684,14.19314,8.928788,1.2987621999999999,8.601391
23,,0.99233466,1.0557412,9.427988000000001,,,24,9.413664474731341,25.33779,4.38389,-12.045726,0.045,15.807039999999999,0.425,5.7797503,15.807039999999999,36.25916957855225,1.4550802999999999,9.0656,0.11,10.333447,480,13.722478,19.099806,8.913947,1.4550802999999999,8.572591000000001
24,,0.99233466,1.0600896,9.45721,,,25,9.385472300540194,26.502240000000004,4.424882,-11.616691000000001,0.047,15.807039999999999,0.435,5.9893665,15.807039999999999,37.469851493835456,1.6935127,9.098179,0.11,10.292625,500,13.706776000000001,13.281881,8.899356,1.6935127,8.54918
25,,0.99233466,1.0547093,9.400963,,,26,9.438025603431901,27.422442999999998,4.5716043,-10.23242,0.046,15.807039999999999,0.432,5.998429,15.807039999999999,38.901179790496826,1.5493222,9.053455,0.11,10.253405,520,13.928737,19.425823,8.887512,1.2743951999999998,8.591419
26,,0.99233466,1.0549513000000001,9.394516000000001,,,27,9.424774545427283,28.483686,4.685299400000001,-9.244213,0.046,15.807039999999999,0.432,6.079374,15.807039999999999,40.35596489906311,1.5134748,9.055441,0.11,10.215665,540,14.001148,15.836132000000001,8.87607,1.3727007,8.578579
27,,0.99233466,1.0645989,9.473052000000001,,,28,9.384762978094397,29.808770000000003,4.673852,-8.934244999999999,0.047,15.807039999999999,0.441,6.3777733,15.807039999999999,41.74914813041686,1.875694,9.133146,0.11,10.1792965,560,14.034022,14.873154000000001,8.864173,1.8560881999999999,8.542956
28,,0.99233466,1.0893365,9.696758,,,29,9.372331431389833,31.590757,4.41438,-9.270937,0.049,15.807039999999999,0.458,7.1563296,15.807039999999999,42.950730800628655,2.6668599,9.336874,0.11,10.144205,580,13.8412285,8.386016,8.852797500000001,2.6668599,8.534296000000001
29,,0.99233466,1.0797179,9.597937,,,30,9.419218343187547,32.391537,4.649394,-8.213479,0.049,15.807039999999999,0.455,6.96683,15.807039999999999,44.08638572692871,2.3589987999999997,9.256244,0.11,10.110304,600,13.923828,16.242247,8.843517,1.4020754,8.574364
30,,0.99233466,1.1323372999999999,10.090368,,,31,9.358349030214717,35.10246,4.0016804,-9.236486,0.053,15.807039999999999,0.483,8.771930000000001,15.807039999999999,45.34545159339905,4.260676999999999,9.693368,0.11,10.077514,620,13.629507,4.7297873,8.8331175,4.260676999999999,8.521123
31,,0.99233466,1.0815252,9.635522,,,32,9.439085635639293,34.608807,4.2446623,-8.232353,0.052,15.807039999999999,0.48,8.153489,15.807039999999999,46.81043362617493,3.6645396,9.261248,0.11,10.045766,640,13.763142000000002,17.795414,8.825746,0.7109548000000001,8.597228999999999
32,,0.99233466,1.1541694,10.30305,,,33,9.35784976509134,38.087593,3.6753108999999995,-9.040021000000001,0.056,15.807039999999999,0.508,10.363094,15.807039999999999,48.18588399887085,5.2392554,9.870796,0.11,10.014994,660,13.607657000000001,8.566221,8.816606,5.2392554,8.524125999999999
33,,0.99233466,1.1540892,10.295295,,,34,9.385077625473736,39.239033,3.7203437999999993,-8.746803,0.057,15.807039999999999,0.519,10.5471525,15.807039999999999,49.673078298568726,5.184309,9.868273,0.11,9.985141,680,13.701328,16.669211999999998,8.808632000000001,2.9991517000000005,8.545471000000001
