,IWNorm2,Iteration,IWMax,ReturnMin,URet,IWNorm1,IWMean,TimeElapsed,MISE,ReturnLastEpisode,ReturnAbsMax,DenMISELogFirst,LQGmu01,LQGsigma,DenMISELogLast,IWFirstEpisode,LQGmu1,Bound,IWMin,SqrtESSClassic,ReturnMax,DenMISEMeanLog,ReturnMean,ReturnStepMax,target_sum_log_mean,IWLastEpisode,TimestepsSoFar
0,1.2579875,1,1.2579875,,16.687925283112616,1.2579875,1.2579875,1.168532133102417,18.943333,15.058442000000001,15.058442000000001,18.60218,-0.011,0.11,18.60218,1.2579875,-0.108,49.06022,,1.0,15.058442000000001,18.60218,15.058442000000001,0.9625284,18.831694,1.2579875,20
1,2.1231584999999998e-08,2,2.1131347000000004e-08,,17.610802459064146,2.1331870999999997e-08,1.0565936000000003e-08,25.33472037315369,1.6806383e-07,15.906216,15.906216,18.723507,-0.021,0.11,21.073654,5.241229999999999e-13,-0.204,31.662874,,1.0047234,15.906216,19.89858,15.482328,0.99716264,-3.0761990000000003,2.1131347000000004e-08,40
2,3.8912050000000002,3,3.8912050000000002,,18.36421079617588,3.8912053,1.2970685,26.71819615364075,21.537941,16.605093,16.605093,18.318043,-0.02,0.11,17.984606,1.0368589999999999e-11,-0.199,54.748123,,1.0000001,16.605093,18.99028,15.856584,0.9999315000000001,5.8340287,3.8912050000000002,60
3,4.3480167000000005,4,4.0946894,,18.624256462548555,5.557144999999999,1.3892863000000002,28.15041327476501,23.160657999999998,16.855164000000002,16.855164000000002,18.03036,-0.019,0.11,18.105665,4.6088378e-10,-0.192,49.536263,,1.2780874,16.855164000000002,18.761272,16.106228,0.9999315000000001,10.608356,1.4624535,80
4,4.9236526,5,4.6198716,,18.291107046637787,6.942546000000001,1.3885091999999999,30.02821898460388,23.080170000000003,16.543089000000002,16.855164000000002,17.807217,-0.019,0.11,13.369461,3.5437925e-08,-0.183,46.987526,,1.4100398,16.855164000000002,17.707698999999998,16.1936,0.9999315000000001,12.637768,1.478997,100
5,4.9124837,6,4.8240422999999995,,18.37875771380256,6.2543745,1.0423957,31.7848858833313,17.316679,16.621437,16.855164000000002,17.624895000000002,-0.017,0.11,17.049,4.997978e-06,-0.172,43.794373,,1.2731594,16.855164000000002,17.624222,16.264908,0.9999315000000001,14.311151999999998,0.24181107,120
6,3.9112437000000004,7,3.574682,,18.227132742392627,5.9972816,0.8567545,33.634886741638184,14.203454999999998,16.477291,16.855164000000002,17.470745,-0.017,0.11,18.833998,4.5029185e-05,-0.166,36.1883,,1.5333438999999998,16.855164000000002,17.781673,16.295246,0.9999315000000001,15.295077,1.4520001,140
7,2.8284272e-10,8,,,18.05205122025832,8e-10,,35.729832649230964,,16.315458,16.855164000000002,17.337220000000002,0.045,0.11,12.892605999999999,,0.419,11.9184,,2.828427,16.855164000000002,17.145661999999998,16.297773,0.9999315000000001,-500.64758,,160
8,3e-10,9,9.500023e-28,,9.588570528870813,8.999999599999999e-10,1.0555581e-28,37.55606269836426,9.228814999999999e-28,8.743067,16.855164000000002,17.219437,0.045,0.11,-11.407565,,0.419,11.236775999999999,,3.0,16.855164000000002,13.868386,15.458360999999998,0.9999315000000001,-453.20102,9.500023e-28,180
9,6.5072203,10,6.5072203,,9.455834354576957,6.5072203,0.650722,38.41893100738525,5.603362000000001,8.610991499999999,16.855164000000002,17.114076999999998,0.042,0.11,12.289325999999999,,0.398,39.31369,,1.0,16.855164000000002,13.615656,14.773623,0.9999315000000001,-390.4129,6.5072203,200
10,3.9252913,11,3.3129745,,9.44879458874699,5.418233,0.49256662,40.07301545143128,4.2393446,8.599798,16.855164000000002,17.018766,0.038,0.11,15.628210000000001,,0.359,28.661118,,1.380339,16.855164000000002,13.757534,14.212368,0.9999315000000001,-324.78162000000003,2.1052582,220
11,4.3719098e-08,12,4.3617085e-08,,9.481067276464882,4.500342e-08,3.6502856e-09,42.18120694160461,3.1508990000000005e-08,8.632017999999999,16.855164000000002,16.931755,0.025,0.11,16.36724,,0.242,32.748287,,1.0293767,16.855164000000002,13.931783,13.747338000000001,0.9999315000000001,-213.64116,4.3617085e-08,240
12,20.798594,13,20.798594,,9.654847379800083,20.798594,1.5998918,44.20507478713989,14.0627,8.789783,16.855164000000002,16.851710999999998,0.023,0.11,8.677847,,0.227,47.773026,,1.0,16.855164000000002,13.453747,13.365988,0.9999315000000001,-187.68594,20.798594,260
13,16.186564999999998,14,14.056239999999999,,9.681463909408087,22.082884,1.5773488000000002,46.418663024902344,13.888465,8.813599,16.855164000000002,16.777604999999998,0.023,0.11,14.668607999999999,,0.224,38.597846999999994,,1.3642724,16.855164000000002,13.539956,13.040817,0.9999315000000001,-171.38504,14.056239999999999,280
