,IWLastEpisode,Bound,LQGmu01,LQGmu1,LQGsigma,DenMISELogFirst,DenMISELogLast,IWMin,ReturnLastEpisode,URet,IWNorm2,DenMISEMeanLog,target_sum_log_mean,ReturnMax,ReturnMean,IWFirstEpisode,IWMax,TimeElapsed,TimestepsSoFar,IWNorm1,Iteration,ReturnMin,IWMean,ReturnAbsMax,SqrtESSClassic,MISE,ReturnStepMax
10,1.1,8.205414999999999,0.587,1.0,0.11,11.113605999999999,20.825745,,8.545993,9.38625892358411,3.3,12.150229,-90.847946,15.807039999999999,9.197633999999999,,1.1,15.663469314575195,220,9.9,11,,0.9,15.807039999999999,3.0,7.675859,0.99233466
11,1.090909,8.256675999999999,0.587,1.0,0.11,11.026595,15.882651999999998,,8.538658,9.379479220727518,3.449757,12.452988000000001,-81.94648000000001,15.807039999999999,9.142719,,1.090909,15.991517543792725,240,10.909089999999999,12,,0.9090908000000001,15.807039999999999,3.1622777,7.754295,0.99233466
12,1.0833324,8.297447,0.587,1.0,0.11,10.946552,19.234545,,8.524119,9.360806005529788,3.5930092000000005,12.967692,-74.157166,15.807039999999999,9.095135,,1.0833335,16.332033157348633,260,11.916664,13,,0.91666645,15.807039999999999,3.3166248999999994,7.8184457,0.99233466
13,1.0769233,8.327204,0.587,1.0,0.11,10.872444,16.402418,,8.470346000000001,9.301084130393486,3.7305714999999995,13.207106,-67.683334,15.807039999999999,9.050507000000001,,1.0769233,16.779462814331055,280,12.923079,14,,0.92307705,15.807039999999999,3.4641016000000002,7.8685946,0.99233466
14,1.0714288,8.356029,0.587,1.0,0.11,10.803452,6.4731793,,8.524075999999999,9.356480528754362,3.8630898,12.753071,-62.73497,15.807039999999999,9.015411,,1.0714288,17.300153017044067,300,13.928567999999999,15,,0.92857116,15.807039999999999,3.6055512000000003,7.915412,0.99233466
15,1.0666671,8.381692,0.587,1.0,0.11,10.738913,16.510809,,8.540718,9.37736215181045,3.9911022000000003,12.98348,-57.778071999999995,15.807039999999999,8.985743,,1.0666671,17.832919359207153,320,14.933338000000001,16,,0.93333364,15.807039999999999,3.7416577000000006,7.957103,0.99233466
16,1.0625004999999998,8.4036455,0.587,1.0,0.11,10.6782875,15.719211999999999,,8.538686,9.376705631716883,4.1150459999999995,13.140497,-53.45114,15.807039999999999,8.959446,,1.0625004999999998,18.298416137695312,340,15.937505999999999,17,,0.93750036,15.807039999999999,3.8729837,7.993453,0.99233466
17,1.0588226,8.422924,0.587,1.0,0.11,10.62113,17.729765,,8.542669,9.384558070745626,4.235294000000001,13.391994,-49.49347,15.807039999999999,8.936291,,1.0588245,18.731630563735962,360,16.941177,18,,0.94117653,15.807039999999999,4.0000005,8.025757,0.99233466
18,1.0555558999999999,8.439029,0.587,1.0,0.11,10.567062,14.027704,,8.529069999999999,9.364743809008043,4.352168,13.422364000000002,-46.147403999999995,15.807039999999999,8.914859,,1.0555558999999999,19.22402024269104,380,17.94445,19,,0.9444448000000001,15.807039999999999,4.123106,8.05372,0.99233466
19,1.0526307,8.453874,0.587,1.0,0.11,10.515769,16.028444,,8.542089,9.381070278028718,4.465936699999999,13.549895999999999,-43.03605,15.807039999999999,8.89622,,1.0526327,19.742366075515747,400,18.947364999999998,20,,0.94736826,15.807039999999999,4.242641000000001,8.079421,0.99233466
20,1.0499998,8.46541,0.587,1.0,0.11,10.466978999999998,17.358027,,8.509901,9.348091654525565,4.5768433,13.728735,-40.157814,15.807039999999999,8.877824,,1.0500003,20.234426975250248,420,19.949997,21,,0.94999987,15.807039999999999,4.3588986,8.1009445,0.99233466
21,1.0476192,8.476998,0.587,1.0,0.11,10.420459,15.280323000000001,,8.538034,9.375719891836804,4.685096,13.796992999999999,-37.635784,15.807039999999999,8.862378999999999,,1.0476192,20.939647436141968,440,20.952385,22,,0.95238113,15.807039999999999,4.472136,8.121761,0.99233466
22,1.0454545,8.487667,0.587,1.0,0.11,10.376007000000001,14.359319000000001,,8.544834,9.382886654201428,4.790875,13.819376,-35.37319,15.807039999999999,8.848573,,1.0454555,21.835032224655148,460,21.954546,23,,0.9545455,15.807039999999999,4.582575299999999,8.140991,0.99233466
23,1.0434793,8.495851,0.587,1.0,0.11,10.333447,19.366575,,8.512551,9.34760561356085,4.894346700000001,14.048617000000002,-33.090595,15.807039999999999,8.834572,,1.0434793,22.35102653503418,480,22.956522,24,,0.95652175,15.807039999999999,4.690416,8.1571455,0.99233466
24,1.0416667,8.502279,0.587,1.0,0.11,10.292625,13.546857999999999,,8.490112,9.320376335336157,4.995658000000001,14.026812,-31.223467,15.807039999999999,8.820793,,1.0416676999999999,23.074734210968018,500,23.958336,25,,0.95833343,15.807039999999999,4.795832,8.17102,0.99233466
25,1.0400001,8.510032,0.587,1.0,0.11,10.253405,19.640852,,8.539197,9.380775458959569,5.094939,14.241135,-29.265635999999997,15.807039999999999,8.809963,,1.0400001,23.729746103286747,520,24.960003,26,,0.9600001,15.807039999999999,4.8989797,8.185746,0.99233466
26,1.0384619000000002,8.516517,0.587,1.0,0.11,10.215665,16.10458,,8.524643,9.365661980522473,5.192309,14.308672,-27.583862,15.807039999999999,8.799396,,1.0384619000000002,24.44103169441223,540,25.961544,27,,0.9615386999999999,15.807039999999999,5.0,8.198783,0.99233466
27,1.0370368,8.521021000000001,0.587,1.0,0.11,10.1792965,15.220777499999999,,8.487088,9.323470184373562,5.287871400000001,14.339875,-26.053827,15.807039999999999,8.788241000000001,,1.0370378,24.697224140167236,560,26.96296,28,,0.9629628,15.807039999999999,5.0990195,8.209457,0.99233466
28,1.0357144,8.524972,0.587,1.0,0.11,10.144205,9.000592999999999,,8.483118,9.31608755556689,5.38173,14.154487,-24.843845,15.807039999999999,8.7777195,,1.0357144,25.371196746826172,580,27.964289,29,,0.9642858,15.807039999999999,5.196152,8.219233000000001,0.99233466
29,1.0344824000000001,8.530255,0.587,1.0,0.11,10.110304,16.469463,,8.532307000000001,9.373132889874997,5.473967,14.230463,-23.465605,15.807039999999999,8.76954,,1.0344834,26.248090267181396,600,28.965511,30,,0.96551704,15.807039999999999,5.2915025,8.230025,0.99233466
30,1.0333332,8.533242,0.587,1.0,0.11,10.077514,5.608235,,8.476275999999999,9.30904521639176,5.564669599999999,13.951215,-22.52668,15.807039999999999,8.760079,,1.0333347,27.193231344223022,620,29.966663,31,,0.9666665999999999,15.807039999999999,5.385164700000001,8.2382345,0.99233466
31,1.0322591,8.538829,0.587,1.0,0.11,10.045766,17.467922,,8.565071000000001,9.403708882854401,5.65391,14.060070999999999,-21.275856,15.807039999999999,8.753985,,1.0322591,28.12398362159729,640,30.967740000000003,32,,0.96774185,15.807039999999999,5.4772253,8.248778999999999,0.99233466
32,1.0312496,8.541627,0.587,1.0,0.11,10.014994,9.802175,,8.48932,9.319472940863065,5.7417555,13.930067999999999,-20.333166000000002,15.807039999999999,8.745965,,1.0312506,29.23388409614563,660,31.968742,33,,0.96874976,15.807039999999999,5.5677642999999994,8.256294,0.99233466
33,1.030304,8.545113,0.587,1.0,0.11,9.985141,17.735428,,8.519513,9.356596991702737,5.8282742999999995,14.041070999999999,-19.212626,15.807039999999999,8.739305,,1.030304,30.64271068572998,680,32.9697,34,,0.96969706,15.807039999999999,5.656854599999999,8.264274,0.99233466
34,1.0294121999999999,8.547863000000001,0.587,1.0,0.11,9.956153,14.139793,,8.503587,9.341300393167133,5.913521299999999,14.043026000000001,-18.258871,15.807039999999999,8.732569999999999,,1.0294121999999999,31.70705223083496,700,33.970596,35,,0.97058845,15.807039999999999,5.744562999999999,8.271312,0.99233466
35,1.0285711,8.551606,0.587,1.0,0.11,9.927982,13.599097,,8.545694000000001,9.386840195184648,5.9975510000000005,14.029879000000001,-17.373146,15.807039999999999,8.72738,,1.0285720999999999,32.59935712814331,720,34.97143,36,,0.97142863,15.807039999999999,5.830952,8.279152,0.99233466
36,1.0277779,8.552788,0.587,1.0,0.11,9.900583000000001,8.049182,,8.462833,9.296898599416485,6.0804160000000005,13.867466,-16.685314,15.807039999999999,8.72023,,1.0277779,33.472172021865845,740,35.972225,37,,0.9722223,15.807039999999999,5.9160794999999995,8.284253999999999,0.99233466
37,1.0270274,8.556376,0.587,1.0,0.11,9.873916,13.698181,,8.555984500000001,9.397553280039904,6.162163,13.862282,-15.885047,15.807039999999999,8.715907000000001,,1.0270274,34.170238494873054,760,36.972977,38,,0.97297305,15.807039999999999,6.0,8.291598,0.99233466
38,1.0263145,8.559566,0.587,1.0,0.11,9.8479395,16.157989999999998,,8.549733,9.389780464187712,6.2428360000000005,13.920454000000001,-15.062764000000001,15.807039999999999,8.711646,,1.0263165,34.979530334472656,780,37.973686,39,,0.97368425,15.807039999999999,6.0827622,8.29839,0.99233466
39,1.0256413,8.562863,0.587,1.0,0.11,9.822622,16.405262,,8.561886,9.40263232620272,6.3224764,13.981914999999999,-14.275431,15.807039999999999,8.707902,,1.0256413,36.172030925750725,800,38.97436,40,,0.97435904,15.807039999999999,6.164414,8.305147,0.99233466
40,1.025,8.5636425,0.587,1.0,0.11,9.797930000000001,13.790989000000001,,8.469389,9.302032869204423,6.4011226,13.976633999999999,-13.5902815,15.807039999999999,8.702085,,1.0250009,37.45921087265015,820,39.975,41,,0.97499996,15.807039999999999,6.244998000000001,8.309252,0.99233466
41,1.0243901,8.566073,0.587,1.0,0.11,9.773831,9.357688000000001,,8.540152,9.382904138090698,6.4788120000000005,13.866063,-13.043327,15.807039999999999,8.698229,,1.024391,38.71728563308716,840,40.975609999999996,42,,0.9756097,15.807039999999999,6.324555999999999,8.314883,0.99233466
42,1.0238091,8.56777,0.587,1.0,0.11,9.750301,13.965587,,8.515492,9.354299643133466,6.555581599999999,13.867811999999999,-12.414666,15.807039999999999,8.693978999999999,,1.02381,39.53877258300781,860,41.9762,43,,0.9761907,15.807039999999999,6.403124,8.319662,0.99233466
43,1.0232556000000002,8.569874,0.587,1.0,0.11,9.727312,14.493016,,8.538002,9.375690697683655,6.631455,13.881479,-11.802605999999999,15.807039999999999,8.690434,,1.0232565,40.69968247413635,880,42.976738,44,,0.97674406,15.807039999999999,6.4807405,8.324738,0.99233466
44,1.0227268,8.572148,0.587,1.0,0.11,9.704839,13.898646,,8.550980000000001,9.38984497337242,6.7064699999999995,13.881345000000001,-11.230967,15.807039999999999,8.687335000000001,,1.0227287,41.53367042541504,900,43.977264,45,,0.97727257,15.807039999999999,6.5574384000000006,8.329879,0.99233466
45,1.0222216999999998,8.574667999999999,0.587,1.0,0.11,9.68286,20.296229999999998,,8.56782,9.409329969481332,6.780654400000001,14.020304999999999,-10.5451145,15.807039999999999,8.684737,,1.0222235999999998,42.72702193260193,920,44.977776,46,,0.9777777,15.807039999999999,6.633249799999999,8.335167,0.99233466
46,1.0217392,8.575830999999999,0.587,1.0,0.11,9.661354,14.267467499999999,,8.511736,9.34769104568057,6.8540344,14.025092,-10.01673,15.807039999999999,8.681056,,1.0217402,43.95558953285217,940,45.97826,47,,0.9782609,15.807039999999999,6.708203999999999,8.339006,0.99233466
47,1.0212765,8.576734,0.587,1.0,0.11,9.640301,15.874376000000002,,8.503142,9.339450443722802,6.926634299999999,14.063165,-9.476892999999999,15.807039999999999,8.67735,,1.0212774,45.03485751152039,960,46.97872,48,,0.97872335,15.807039999999999,6.7823305,8.342497999999999,0.99233466
48,1.0208324,8.578969,0.587,1.0,0.11,9.619681,18.673060999999997,,8.570041999999999,9.41429933385783,6.9984803,14.156811,-8.901983,15.807039999999999,8.675158999999999,,1.0208344,45.97495818138122,980,47.979168,49,,0.9791667,15.807039999999999,6.8556550000000005,8.347239,0.99233466
49,1.020408,8.579985,0.587,1.0,0.11,9.599478999999999,17.181116,,8.515929,9.356211584451136,7.069594400000001,14.216879999999998,-8.379916999999999,15.807039999999999,8.671975,,1.0204091,47.14445090293884,1000,48.979584,50,,0.97959167,15.807039999999999,6.9282026,8.35068,0.99233466
50,1.0199995000000002,8.581493,0.587,1.0,0.11,9.579676,19.061922,,8.543688000000001,9.385754874010336,7.14,14.3114805,-7.8414545,15.807039999999999,8.66946,,1.0200014000000002,48.764079093933105,1020,49.979996,51,,0.9799999,15.807039999999999,6.9999994999999995,8.354541000000001,0.99233466
51,1.0196085,8.582374,0.587,1.0,0.11,9.560258000000001,17.672237,,8.515779,9.353142193709877,7.209715400000001,14.375727,-7.3504333,15.807039999999999,8.666505,,1.0196085,50.3487458229065,1040,50.98039,52,,0.9803921,15.807039999999999,7.0710683,8.357702,0.99233466
52,1.0192313,8.583986999999999,0.587,1.0,0.11,9.541209,17.676119,,8.556675,9.397103616511508,7.278764,14.437628,-6.8778744000000005,15.807039999999999,8.664433,,1.0192313,51.82002305984497,1060,51.980774,53,,0.98076934,15.807039999999999,7.141429,8.361528999999999,0.99233466
53,1.0188679,8.584495,0.587,1.0,0.11,9.522517,14.681004000000001,,8.502367,9.340043875000587,7.347161,14.441779,-6.47829,15.807039999999999,8.661431,,1.0188688,52.831069707870476,1080,52.98113299999999,54,,0.9811321,15.807039999999999,7.211103,8.364186,0.99233466
54,1.0185181,8.586432,0.587,1.0,0.11,9.5041685,17.357935,,8.5815735,9.424049457526603,7.4149265,14.494457,-6.0445720000000005,15.807039999999999,8.659979,,1.01852,54.16830277442932,1100,53.981472,55,,0.9814813,15.807039999999999,7.2801089999999995,8.368212,0.99233466
55,1.018182,8.586387,0.587,1.0,0.11,9.48615,12.139434,,8.47728,9.308995940800846,7.482078,14.452072,-5.719535400000001,15.807039999999999,8.656716000000001,,1.018182,55.32800531387329,1120,54.98181999999999,56,,0.9818181999999999,15.807039999999999,7.3484693,8.370196,0.99233466
56,1.0178578,8.586948,0.587,1.0,0.11,9.468451,18.910719,,8.512217999999999,9.349899504317376,7.5486317,14.529976000000001,-5.287114,15.807039999999999,8.6541815,,1.0178578,56.69818329811096,1140,55.98214300000001,57,,0.98214287,15.807039999999999,7.416197299999999,8.372732000000001,0.99233466
57,1.0175433,8.587183,0.587,1.0,0.11,9.451058,12.667529,,8.495722,9.331260858837402,7.6146006999999996,14.497557,-4.977251,15.807039999999999,8.651449000000001,,1.0175452,58.006169557571404,1160,56.98245,58,,0.982456,15.807039999999999,7.483314,8.374888,0.99233466
58,1.0172416,8.5875025,0.587,1.0,0.11,9.433964,9.459738,,8.501843,9.338051412462363,7.6800046,14.411874,-4.7322674000000005,15.807039999999999,8.648914,,1.0172425999999999,59.47488975524902,1180,57.982758,59,,0.9827585999999999,15.807039999999999,7.549834,8.377078,0.99233466
59,1.0169496999999998,8.588272,0.587,1.0,0.11,9.417157000000001,15.837198,,8.52993,9.3692431481624,7.7448545,14.435342000000002,-4.3891625,15.807039999999999,8.646931,,1.0169496999999998,61.20521640777588,1200,58.98305500000001,60,,0.98305094,15.807039999999999,7.615773,8.379669999999999,0.99233466
60,1.0166664,8.589707,0.587,1.0,0.11,9.400627,19.350538,,8.572375,9.415595207956292,7.809164,14.51564,-3.9997163000000002,15.807039999999999,8.645708,,1.0166684000000001,62.834284543991096,1220,59.98333,61,,0.9833333000000001,15.807039999999999,7.681146000000001,8.38288,0.99233466
61,1.0163931000000002,8.590864,0.587,1.0,0.11,9.384367,20.143555,,8.559016999999999,9.400091639252539,7.872948599999999,14.606144,-3.6100464,15.807039999999999,8.644311,,1.0163950000000002,64.11933922767639,1240,60.98360400000001,62,,0.9836065,15.807039999999999,7.7459674,8.385767999999999,0.99233466
62,1.0161295,8.591474,0.587,1.0,0.11,9.368366,14.299414,,8.528138,9.369669113815856,7.936222,14.601015,-3.325515,15.807039999999999,8.642466,,1.0161295,65.75079154968262,1260,61.983880000000006,63,,0.9838710999999999,15.807039999999999,7.8102503,8.388065,0.99233466
63,1.0158737,8.591463000000001,0.587,1.0,0.11,9.352618,15.517648999999999,,8.491222,9.323512561027526,7.998993400000001,14.615085999999998,-3.0308447,15.807039999999999,8.640102,,1.0158737,67.64023852348329,1280,62.984142000000006,64,,0.9841271999999999,15.807039999999999,7.8740087,8.389702,0.99233466
64,1.0156246,8.591952000000001,0.587,1.0,0.11,9.337114,12.579066000000001,,8.523937,9.363060386034242,8.061274000000001,14.583518,-2.790455,15.807039999999999,8.638316,,1.0156257,69.05599546432495,1300,63.98438,65,,0.98437506,15.807039999999999,7.9372544000000005,8.391799,0.99233466
65,1.0153855,8.592656,0.587,1.0,0.11,9.321847,19.866754999999998,,8.539446,9.380978589390264,8.123078,14.663329999999998,-2.4469328,15.807039999999999,8.636819000000001,,1.0153855,70.8048233985901,1320,64.984634,66,,0.9846156999999999,15.807039999999999,8.000001,8.394072999999999,0.99233466
66,1.015153,8.592972,0.587,1.0,0.11,9.306808,19.814768,,8.516285,9.3517682968025,8.184413000000001,14.739988,-2.1144435,15.807039999999999,8.635019,,1.015153,73.00353884696959,1340,65.98484,67,,0.9848484000000001,15.807039999999999,8.062257,8.395922,0.99233466
67,1.0149266,8.593252,0.587,1.0,0.11,9.291994,16.195467,,8.515055,9.352665973178784,8.245292999999998,14.761169,-1.8449620999999998,15.807039999999999,8.633255,,1.0149266,75.00963330268858,1360,66.98508000000001,68,,0.98507464,15.807039999999999,8.124039,8.3977,0.99233466
68,1.0147059,8.593886,0.587,1.0,0.11,9.277395,14.001766,,8.540445,9.377371991741194,8.305725,14.749947,-1.6150871999999998,15.807039999999999,8.631910000000001,,1.0147069,76.83835721015929,1380,67.98528,69,,0.985294,15.807039999999999,8.185352,8.399799,0.99233466
69,1.014492,8.593459,0.587,1.0,0.11,9.263005999999999,13.503252999999999,,8.469144,9.303932781030998,8.365722,14.731926999999999,-1.3989053,15.807039999999999,8.629584,,1.0144940999999998,78.381183385849,1400,68.985504,70,,0.9855072,15.807039999999999,8.246211,8.4008045,0.99233466
70,1.0142851000000002,8.593746000000001,0.587,1.0,0.11,9.248821000000001,15.042344,,8.5189495,9.354424395561812,8.425289999999999,14.736094,-1.1671379,15.807039999999999,8.628026,,1.0142870000000002,79.85302662849426,1420,69.98572,71,,0.9857143,15.807039999999999,8.306624000000001,8.4024935,0.99233466
71,1.0140848,8.594238,0.587,1.0,0.11,9.234836,22.042273,,8.534744,9.374940890699936,8.484441,14.837372,-0.8445908999999999,15.807039999999999,8.626731,,1.0140858,81.7495515346527,1440,70.985916,72,,0.9859155000000001,15.807039999999999,8.366599,8.404356,0.99233466
72,1.0138896000000002,8.594997,0.587,1.0,0.11,9.221042,14.757684,,8.555655,9.39524690753667,8.54318,14.836085999999998,-0.6306721,15.807039999999999,8.625757,,1.0138896000000002,83.59360098838806,1460,71.986115,73,,0.98611116,15.807039999999999,8.426149,8.406457000000001,0.99233466
73,1.0136981,8.595493,0.587,1.0,0.11,9.207436999999999,14.522795,,8.53858,9.378147703587292,8.601519999999999,14.831665,-0.42571196,15.807039999999999,8.624578999999999,,1.0137,85.42761611938477,1480,72.98631,74,,0.98630154,15.807039999999999,8.485281,8.408267,0.99233466
74,1.0135144,8.59587,0.587,1.0,0.11,9.194014,17.114520000000002,,8.531283,9.372371388322724,8.659464,14.861920000000001,-0.19166341,15.807039999999999,8.623335,,1.0135144,87.47823047637941,1500,73.986496,75,,0.9864866,15.807039999999999,8.544004,8.409930000000001,0.99233466
75,1.0133326999999999,8.595409,0.587,1.0,0.11,9.180767999999999,15.481926000000001,,8.469952000000001,9.306536139643509,8.717024,14.869901,0.014742400000000001,15.807039999999999,8.621317,,1.0133345999999999,89.53532433509827,1520,74.98668,76,,0.98666686,15.807039999999999,8.602325,8.410730000000001,0.99233466
76,1.0131578,8.595809,0.587,1.0,0.11,9.167696000000001,14.468194,,8.535009,9.375188170248228,8.774206,14.864510000000001,0.2026185,15.807039999999999,8.620196,,1.0131588,91.5370614528656,1540,75.986855,77,,0.9868423000000001,15.807039999999999,8.6602545,8.412366,0.99233466
77,1.0129868,8.596122,0.587,1.0,0.11,9.154793,21.33195,,8.529753,9.368687347550829,8.831016,14.947257999999998,0.47367272,15.807039999999999,8.619036999999999,,1.0129888,93.5785539150238,1560,76.987015,78,,0.9870129999999999,15.807039999999999,8.717798,8.413889,0.99233466
78,1.0128196,8.596231,0.587,1.0,0.11,9.142054,12.277068,,8.515007,9.351140130192297,8.887464,14.913295000000002,0.62324387,15.807039999999999,8.61772,,1.0128217,95.8598699569702,1580,77.987175,79,,0.98717946,15.807039999999999,8.774964,8.415186,0.99233466
79,1.0126584,8.596583,0.587,1.0,0.11,9.129475,16.921694,,8.535046000000001,9.376978448631638,8.943555,14.938238,0.8271315999999999,15.807039999999999,8.616686,,1.0126594,97.7759735584259,1600,78.98733,80,,0.9873415999999999,15.807039999999999,8.831759,8.416702,0.99233466
80,1.0125,8.596874,0.587,1.0,0.11,9.117052000000001,17.518541,,8.531391000000001,9.37264921036266,8.999297,14.969937,1.0333523999999998,15.807039999999999,8.615633,,1.012501,99.88822388648987,1620,79.98749000000001,81,,0.98749983,15.807039999999999,8.888193,8.418136,0.99233466
81,1.0123446,8.597344999999999,0.587,1.0,0.11,9.104782,14.650170000000001,,8.546969,9.387188783503117,9.054694999999999,14.965886,1.1995611000000002,15.807039999999999,8.614796,,1.0123475,101.68773937225342,1640,80.98764,82,,0.98765415,15.807039999999999,8.94427,8.419727,0.99233466
82,1.0121950000000002,8.59671,0.587,1.0,0.11,9.092661,16.028257,,8.457825,9.290623985386134,9.109755999999999,14.978537,1.3783658,15.807039999999999,8.612905,,1.0121969000000002,103.14472651481628,1660,81.9878,83,,0.98780483,15.807039999999999,8.999999,8.420192,0.99233466
83,1.0120482,8.596430999999999,0.587,1.0,0.11,9.080685,16.1601,,8.486614999999999,9.320380086601348,9.164485,14.992457,1.5544811,15.807039999999999,8.611400999999999,,1.0120492,104.91687107086182,1680,82.98795,84,,0.9879518,15.807039999999999,9.055387,8.420992,0.99233466
84,1.0119054,8.597132,0.587,1.0,0.11,9.0688505,18.088888,,8.56888,9.410246160349212,9.218892,15.028746,1.7491425999999999,15.807039999999999,8.610902000000001,,1.0119064,106.98345804214478,1700,83.98810999999999,85,,0.98809546,15.807039999999999,9.110435,8.422752000000001,0.99233466
85,1.0117645,8.596821,0.587,1.0,0.11,9.057153999999999,15.092020000000002,,8.484772999999999,9.320303244227828,9.272977000000001,15.029342999999999,1.9044281000000003,15.807039999999999,8.609435000000001,,1.0117664000000002,109.32061553001404,1720,84.988235,86,,0.9882353000000001,15.807039999999999,9.165152,8.423483000000001,0.99233466
86,1.0116285,8.596463,0.587,1.0,0.11,9.045592999999998,14.101408,,8.480656,9.312114551528893,9.326749000000001,15.01854,2.0447564,15.807039999999999,8.607954,,1.0116295,112.07178950309752,1740,85.98836999999999,87,,0.9883721,15.807039999999999,9.219544,8.424147999999999,0.99233466
87,1.0114925,8.59632,0.587,1.0,0.11,9.034164,17.594172,,8.499325,9.334559286177189,9.380212,15.047676999999998,2.221584,15.807039999999999,8.60672,,1.0114954,114.72531819343568,1760,86.98852,88,,0.9885059000000002,15.807039999999999,9.27362,8.42501,0.99233466
88,1.0113633,8.59629,0.587,1.0,0.11,9.022865,17.050426,,8.508984,9.345694131190614,9.4333725,15.070051999999999,2.388327,15.807039999999999,8.605621000000001,,1.0113652,116.9132435321808,1780,87.98863,89,,0.9886363000000001,15.807039999999999,9.327378,8.425966,0.99233466
89,1.0112339,8.596333,0.587,1.0,0.11,9.011692,18.182001,,8.5162525,9.353660763833764,9.486235,15.104501999999998,2.5639369999999997,15.807039999999999,8.6046295,,1.0112379,118.97808527946472,1800,88.98877,90,,0.9887640999999999,15.807039999999999,9.380832,8.42698,0.99233466
90,1.0111105,8.596741,0.587,1.0,0.11,9.000642,14.488581,,8.549551,9.389982877291354,9.538803999999999,15.0976095,2.6950986,15.807039999999999,8.604024,,1.0111125,121.7315797805786,1820,89.988884,91,,0.98888886,15.807039999999999,9.43398,8.428342,0.99233466
91,1.0109891,8.596847,0.587,1.0,0.11,8.989713,17.279057,,8.523425999999999,9.361720717295764,9.591084,15.1212,2.8537377999999998,15.807039999999999,8.6031475,,1.010991,124.46647477149963,1840,90.98901,92,,0.9890110000000001,15.807039999999999,9.486834,8.429386000000001,0.99233466
92,1.0108694999999999,8.597017,0.587,1.0,0.11,8.978902,18.126175,,8.530058,9.369396168352038,9.643081,15.153394,3.0180736,15.807039999999999,8.602362,,1.0108714,126.64011597633362,1860,91.989136,93,,0.9891305,15.807039999999999,9.539392,8.430480000000001,0.99233466
93,1.0107518,8.596721,0.587,1.0,0.11,8.968206,14.649315,,8.487111,9.321457342415359,9.6948,15.147916,3.1419243999999997,15.807039999999999,8.601135000000001,,1.0107539,128.75443267822266,1880,92.98924,94,,0.98924726,15.807039999999999,9.591661,8.43109,0.99233466
