,LQGmu01,SqrtESSClassic,MISE,URet,ReturnLastEpisode,LQGmu1,Iteration,IWMax,ReturnAbsMax,Bound,target_sum_log_mean,ReturnMean,ReturnStepMax,TimeElapsed,LQGsigma,DenMISELogFirst,DenMISELogLast,ReturnMin,IWNorm2,IWLastEpisode,TimestepsSoFar,DenMISEMeanLog,IWNorm1,ReturnMax,IWFirstEpisode,IWMean,IWMin
0,-0.42,1.0,,16.687925283112616,15.058442000000001,-1.0,1,,15.058442000000001,45.175327,-503.24225,15.058442000000001,0.9625284,0.6388671398162842,0.11,18.60218,18.60218,,1e-10,,20,18.60218,1e-10,15.058442000000001,,,
1,-0.422,1.0,16.535435,18.231684851967206,16.508476,-1.0,2,2.003266,16.508476,66.06087,-249.35242000000002,15.783458999999999,0.9869969000000001,14.2371985912323,0.11,17.909032999999997,3.8439898,,2.003266,2.003266,40,10.876512,2.003266,16.508476,,1.001633,
2,-0.422,1.4142133,16.671371,18.550357817106107,16.822939,-1.0,3,1.5010424999999998,16.822939,52.35822,-159.17858999999999,16.129953,0.99996305,14.945581674575806,0.11,17.503569,20.763458,,2.1220486000000003,1.4999871,60,14.133172,3.0010295,16.822939,,1.0003431999999999,
3,-0.415,1.731529,16.822487,18.424759429183922,16.699317999999998,-1.0,4,1.3909017,16.822939,45.96945,-114.68793000000001,16.272292999999998,0.99996305,15.60281252861023,0.11,17.215887,18.467512,,2.3301332,1.3909017,80,15.203785,4.0346932,16.822939,,1.0086733,
4,-0.414,1.9996828999999998,16.801643,18.402905614292802,16.68196,-1.0,5,1.2938591999999998,16.822939,42.040054,-88.99048,16.354226999999998,0.99996305,16.259562730789185,0.11,16.992743,13.565608,,2.5188162,1.2628051000000002,100,14.8715315,5.036834,16.822939,,1.0073668,
5,-0.412,2.2355998,16.831947,18.315674535841875,16.600595000000002,-1.0,6,1.2438841,16.822939,39.407016999999996,-71.345955,16.395288,0.99996305,16.854174613952633,0.11,16.810420999999998,16.666676000000002,,2.711066,1.236492,120,15.168529000000001,6.0608587,16.822939,,1.0101432,
6,-0.408,2.447362,16.963194,18.376622340721497,16.652473,-1.0,7,1.2689426000000001,16.822939,37.584915,-58.42289399999999,16.432028,0.99996305,17.475018501281742,0.11,16.656271,18.896607999999997,,2.912036,1.2689426000000001,140,15.700414000000002,7.126806,16.822939,,1.0181152,
7,-0.415,2.645658,16.723827,18.42046683127414,16.695673,-1.0,8,1.1544094999999999,16.822939,35.79992,-49.352866999999996,16.464985000000002,0.99996305,18.19687366485596,0.11,16.52274,14.071921,,3.0343544,1.1247098,160,15.49755,8.027864,16.822939,,1.003483,
8,-0.343,1.3051814,17.793682,18.427467866746987,16.696142000000002,-0.998,9,7.2486687000000005,16.822939,56.46173,-42.69144,16.49067,0.99996305,19.43856287002564,0.11,16.404957,19.90029,,7.350973599999999,7.2486687000000005,180,15.986243,9.594354,16.822939,,1.0660393,
9,-0.343,1.7634289,19.390545,18.550935345036038,16.819864000000003,-0.998,10,4.6464176,16.822939,48.01025,-37.021267,16.523585999999998,0.99996305,20.722843885421753,0.11,16.299595,12.362122,,6.567981,4.6464176,200,15.613281,11.582168,16.822939,,1.1582166999999999,
10,-0.344,2.103165,20.456875,18.44181069435133,16.709336999999998,-0.998,11,3.9290502,16.822939,44.45348,-32.070941999999995,16.540474,0.99996305,21.560826063156128,0.11,16.204285000000002,15.792954,,6.395958,3.9290502,220,15.632992999999999,13.451754000000001,16.822939,,1.2228867,
11,-0.346,2.4356961,19.252506,18.494920819563728,16.766369,-0.999,12,3.1295648,16.822939,39.972996,-27.806615999999998,16.559298000000002,0.99996305,22.42790651321411,0.11,16.117273,17.58117,,5.6693196,1.9862090000000001,240,15.80582,13.80874,16.822939,,1.1507283000000001,
12,-0.34,2.5423438999999997,19.480005,18.594332663537887,16.85226,-0.998,13,3.3852382000000003,16.85226,39.3659,-24.984742999999998,16.581835,0.99996305,23.342121601104736,0.11,16.037231,10.151,,5.9434323,3.3852382000000003,260,15.377984,15.110249,16.85226,,1.1623268,
13,-0.332,2.5871782000000003,19.449955,18.506011672625768,16.775091,-0.998,14,3.6494577000000006,16.85226,38.991238,-22.212637,16.595638,0.99996305,24.124695539474487,0.11,15.963123000000001,16.303257000000002,,6.2772616999999995,3.6494577000000006,280,15.451704999999999,16.240395,16.85226,,1.1600282,
14,-0.325,2.6395013,19.663061,18.593987667312707,16.853943,-0.998,15,3.8052218,16.853943,38.818886,-19.743656,16.61286,0.99996305,25.30742263793945,0.11,15.894131,17.107395,,6.6562660000000005,3.8052218,300,15.569101000000002,17.569223,16.853943,,1.1712816000000001,
15,-0.318,2.6380265,19.792458,18.49160145520545,16.758825,-0.997,16,4.2625402999999995,16.853943,38.958991999999995,-17.769274,16.621983,0.99996305,26.21424412727356,0.11,15.829592000000002,15.297576999999999,,7.152161,4.2625402999999995,320,15.559379000000002,18.86759,16.853943,,1.1792243999999998,
16,-0.323,2.978875,18.930449,18.510716043114012,16.779457,-0.998,17,3.2512112,16.853943,35.903915000000005,-15.459589000000001,16.631245,0.99996305,26.92699670791626,0.11,15.768968,18.024694,,6.4382269999999995,1.1997528,340,15.711514999999999,19.178673,16.853943,,1.1281573,
17,-0.315,2.9018192000000003,18.552938,18.41673344348911,16.686188,-0.997,18,3.6775405,16.853943,35.97712,-13.911586999999999,16.634298,0.99996305,27.773176193237305,0.11,15.711808999999999,17.144238,,6.864355000000001,3.6775405,360,15.796169,19.919117,16.853943,,1.1066176,
18,-0.281,1.5780604999999999,12.263191,18.503531055952667,16.76925,-0.994,19,8.3861475,16.853943,44.303677,-14.784889000000002,16.6414,0.99996305,28.629637479782104,0.11,15.657742,16.446175,,8.808325,8.3861475,380,15.833932999999998,13.900069,16.853943,,0.7315826,
19,-0.264,1.2873951000000001,13.634360999999998,18.61267314937711,16.871275,-0.991,20,12.2438755,16.871275,52.949272,-15.428484,16.652893,0.99996305,29.800446033477783,0.11,15.606448,14.462746,,12.574441,12.2438755,400,15.74896,16.188274,16.871275,,0.80941373,
20,-0.257,1.4341475000000001,18.061892999999998,18.68331664092104,16.933619,-0.99,21,14.233314499999999,16.933619,53.484230000000004,-15.032010000000001,16.666262,0.99996305,30.66772079467773,0.11,15.557657999999998,14.355969,,15.647885,14.233314499999999,420,15.667845000000002,22.441376,16.933619,,1.0686368999999998,
21,-0.199,1.0010016,5.0489426,18.783851584313,17.01886,-0.965,22,6.5201845,17.01886,56.054435999999995,-30.913635,16.68229,0.99996305,31.99575424194336,0.11,15.511138,10.946491,,6.5201874,6.5201845,440,15.448288,6.526718,17.01886,,0.296669,
22,-0.094,1.0001148000000002,1.4272254e-05,18.894271152729377,17.118362,-0.735,23,1.9176006e-05,17.118362,51.34921,-140.02798,16.701248,0.99996305,33.430930376052856,0.11,15.466686,4.9008856,,1.9176106e-05,1.9176006e-05,460,14.958484,1.9178306999999998e-05,17.118362,,8.337394e-07,
23,-0.05,1.0000004,0.004437735999999999,18.96726935573815,17.187332,-0.46,24,0.0061967535999999995,17.187332,51.566418,-241.91716,16.721501999999997,0.99996847,34.61657166481018,0.11,15.424126999999999,14.558248,,0.0061967535999999995,0.0061967535999999995,480,14.901021,0.0061967559999999994,17.187332,,0.00025819807,
24,-0.147,1.0000235,17.27328,18.847791903989663,17.069706,-0.902,25,25.22565,17.187332,68.83407,-59.495663,16.735429999999997,0.99996847,35.704083442687995,0.11,15.383304999999998,15.412695000000001,,25.22565,7.657865e-13,500,14.88231,25.226242000000003,17.187332,,1.0090497,
25,-0.038,1.000001,0.39040393,18.867530214096146,17.089504,-0.362,26,0.59464955,17.187332,51.95235,-262.02258,16.74905,0.9999995999999999,36.874464511871345,0.11,15.344084,14.091269,,0.59464955,8.187427e-12,520,14.841007000000001,0.5946501000000001,17.187332,,0.022871157000000003,
26,0.0,5.1961527,3.1594487e-21,18.89988614678191,17.120495000000002,0.003,27,5.664936300000001e-21,17.187332,9.923111,-508.67688,16.762806,0.9999995999999999,37.84458899497986,0.11,15.306344000000001,17.162148000000002,,5.1961524e-10,,540,14.891471,2.7e-09,17.187332,5.664936300000001e-21,2.0981245000000003e-22,
27,-0.952,1.4044371,0.040855777,14.537802999883544,13.210068,-1.0,28,0.039621927,17.187332,36.754494,-123.98454,16.635921,0.9999995999999999,38.54273653030396,0.11,15.269976000000002,-12.542545,,0.048630595,,560,13.876616,0.06829861,17.187332,,0.002439236,
28,-0.952,1.6976508000000001,0.054115582,17.899196309997105,16.189964,-1.0,29,0.04097814,17.187332,30.426674,-120.288895,16.620544,0.9999995999999999,39.8007242679596,0.11,15.234884,-12.576811,,0.055662065999999996,0.023909384,580,12.930631,0.09449475,17.187332,,0.0032584395000000003,
29,-0.95,1.0062255,8.862278,18.411814640047687,16.695970000000003,-1.0,30,15.825981,17.187332,60.105263,-115.67634,16.623058,0.9999995999999999,40.88735222816467,0.11,15.200982999999999,8.257767,,15.826088,15.825981,600,12.742206,15.924613,17.187332,,0.5308204000000001,
30,-0.95,1.4195855,11.204007,18.325786661669984,16.612011,-1.0,31,10.864089,17.187332,47.525875,-111.54183,16.622702,0.9999995999999999,41.94765257835388,0.11,15.168192999999999,8.287495,,14.689582999999999,9.886951,620,12.580544,20.853119,17.187332,,0.6726813,
31,-0.95,1.7384051999999999,12.565911999999999,18.258712463466765,16.550331,-1.0,32,8.395918,17.187332,42.226425,-107.540146,16.620441,0.9999995999999999,43.210426330566406,0.11,15.136445000000002,12.996919,,13.9169655,8.030617999999999,640,12.580942,24.193325,17.187332,,0.7560414000000001,
32,-0.949,2.0068653000000003,13.434676999999999,18.28022960699979,16.56542,-1.0,33,6.9595975999999995,17.187332,39.12748,-103.69453,16.618774,0.9999995999999999,44.809048891067505,0.11,15.105673000000001,15.542539000000001,,13.302558,6.711221000000001,660,12.661299,26.696441999999998,17.187332,,0.8089831000000001,
33,-0.949,2.2437825,13.8849125,18.269027439874552,16.563347,-1.0,34,5.938700700000001,17.187332,36.864857,-100.08633,16.617144,0.9999995999999999,46.00804042816162,0.11,15.075820000000002,16.89414,,12.675844,5.5242867,680,12.778502,28.441837,17.187332,,0.8365246,
34,-0.949,2.4582539,14.256206500000001,18.3857030228034,16.666492,-1.0,35,5.1830435,17.187332,35.231255,-96.70515999999999,16.618554999999997,0.9999995999999999,47.935738325119026,0.11,15.046832,17.199282,,12.2206,4.9315414,700,12.898762,30.041335999999998,17.187332,,0.8583238999999999,
35,-0.95,2.65547,14.555546,18.406916607528245,16.6916,-1.0,36,4.5874267,17.187332,33.972823999999996,-93.66044000000001,16.620583,0.9999995999999999,49.38742256164551,0.11,15.018661499999999,13.001524,,11.872391,4.444989,720,12.896523,31.526777000000003,17.187332,,0.8757438,
36,-0.95,2.838772,14.821269000000001,18.383056767046014,16.665096,-1.0,37,4.1370654,17.187332,32.984756,-90.80247,16.621786,0.9999995999999999,50.93446493148804,0.11,14.991261999999999,12.067269,,11.618827,4.1126566,740,12.869763,32.9832,17.187332,,0.8914378000000001,
37,-0.95,3.0108182,15.017693,18.334668739900863,16.619293,-1.0,38,3.8011885000000003,17.187332,32.14327,-87.99378,16.62172,0.9999995999999999,52.723689556121826,0.11,14.964594,15.358642999999999,,11.400633000000001,3.8011885000000003,760,12.931544,34.325233000000004,17.187332,,0.90329564,
38,-0.95,3.1735072,15.171246,18.277228911055385,16.571170000000002,-1.0,39,3.5667067,17.187332,31.418882,-85.30809,16.620424,0.9999995999999999,54.20121455192566,0.11,14.938619000000001,16.362198,,11.217994000000001,3.5491642999999997,780,13.016278999999999,35.600384000000005,17.187332,,0.91283035,
39,-0.95,3.3282802000000005,15.284737,18.25977537239601,16.545431,-1.0,40,3.3557498,17.187332,30.776821,-82.67421,16.61855,0.9999995999999999,55.45192241668701,0.11,14.913301,19.024591,,11.057139,3.3183657999999996,800,13.163648,36.801258000000004,17.187332,,0.9200314,
40,-0.951,3.4760945,15.391697,18.203660344248764,16.489231,-1.0,41,3.1899238,17.187332,30.225009999999997,-80.46266,16.615395,0.9999995999999999,56.81726336479187,0.11,14.888608999999999,7.597148,,10.934391,3.1772873,820,13.025346,38.008976000000004,17.187332,,0.9270482,
41,-0.951,3.6178668,15.482085999999999,18.263051149327094,16.559141,-1.0,42,3.046094,17.187332,29.73413,-78.2144,16.614054,0.9999995999999999,58.54951500892639,0.11,14.864510999999998,13.547119,,10.827549000000001,2.9993176,840,13.035511,39.17263,17.187332,,0.9326817,
42,-0.951,3.754354,15.546038000000001,18.26312092417631,16.5511,-1.0,43,2.9107032000000004,17.187332,29.279957,-76.00965,16.61259,0.9999995999999999,60.013352870941155,0.11,14.840981,15.694679999999998,,10.728677000000001,2.8388007,860,13.095322,40.27925,17.187332,,0.93672675,
43,-0.951,3.8861277000000003,15.601788,18.244126614513537,16.536526000000002,-1.0,44,2.781489,17.187332,28.870007,-73.90276999999999,16.610863000000002,0.9999995999999999,61.0459086894989,0.11,14.817991000000001,15.266895000000002,,10.646473,2.7263612999999998,880,13.142821,41.373554,17.187332,,0.94030803,
44,-0.951,4.013486400000001,15.675168,18.37658701516859,16.658682000000002,-1.0,45,2.6774867,17.187332,28.52235,-71.90290999999999,16.611925,0.9999995999999999,62.71735548973084,0.11,14.795518,15.214560500000001,,10.589839,2.669249,900,13.187157000000001,42.502174,17.187332,,0.94449276,
45,-0.951,4.1369343,15.733316,18.37366174128264,16.659533,-1.0,46,2.5855759999999997,17.187332,28.197134000000002,-69.96637,16.61296,0.9999995999999999,64.61782836914061,0.11,14.773539999999999,16.368181,,10.538746000000002,2.5571816000000003,920,13.254760999999998,43.5981,17.187332,,0.9477848,
46,-0.951,4.256875,15.780594,18.449246014735035,16.720562,-1.0,47,2.4923596000000003,17.187332,27.893234000000003,-68.32157,16.61525,0.9999995999999999,66.45884776115417,0.11,14.752032999999999,5.9245477,,10.491725,2.4543324,940,13.097379,44.661964000000005,17.187332,,0.95025456,
47,-0.951,4.373412,15.827717999999999,18.209318429162032,16.501907,-1.0,48,2.4278817000000004,17.187332,27.617596000000002,-66.56266,16.612888,0.9999995999999999,68.32897520065308,0.11,14.730979999999999,15.494309,,10.464087,2.4278817000000004,960,13.145995000000001,45.763763,17.187332,,0.95341176,
48,-0.951,4.48695,15.869501999999999,18.38814444030372,16.66868,-1.0,49,2.3628557,17.187332,27.36105,-64.856224,16.614027,0.9999995999999999,70.22216439247131,0.11,14.710360999999999,16.383894,,10.437165,2.3304818,980,13.210864,46.83104,17.187332,,0.9557355,
49,-0.951,4.597679,15.906406,18.337777474869192,16.619411,-1.0,50,2.3040317999999997,17.187332,27.121195,-63.171730000000004,16.614134,0.9999995999999999,71.49671697616576,0.11,14.690157999999998,18.73611,,10.417404,2.2737667999999998,1000,13.320247,47.89588,17.187332,,0.95791763,
50,-0.951,4.705779,15.941138,18.31443594624692,16.598562,-1.0,51,2.2524712000000005,17.187332,26.898304,-61.74434300000001,16.613829,0.9999995999999999,73.11185812950134,0.11,14.670354999999999,9.120749,,10.404525999999999,2.223878,1020,13.236857,48.9614,17.187332,,0.96002746,
51,-0.951,4.8114550000000005,15.972909,18.37586144386977,16.654083,-1.0,52,2.204504,17.187332,26.689417,-60.323326,16.614603,0.9999995999999999,74.57651591300964,0.11,14.650936999999999,11.631961,,10.394888,2.1652346000000002,1040,13.205023,50.014534000000005,17.187332,,0.9618180000000001,
