,LQGsigma,IWMean,Iteration,ReturnAbsMax,IWLastEpisode,TimeElapsed,ReturnStepMax,ReturnLastEpisode,target_sum_log_mean,DenMISELogLast,IWMin,IWFirstEpisode,SqrtESSClassic,ReturnMax,DenMISEMeanLog,IWNorm2,ReturnMean,URet,TimestepsSoFar,MISE,DenMISELogFirst,IWMax,LQGmu1,LQGmu01,IWNorm1,Bound,ReturnMin
12,0.11,0.7353935,13,16.267971,3.4662604,14.411462306976318,0.9982615,16.267971,12.727036,16.667307,,0.07366273599999999,1.5395352,16.267971,15.457641,6.2097416,15.512678,18.002463468363313,260,11.690847999999999,13.50315,5.135249,-0.124,-0.012,9.560116,43.39127,
13,0.11,0.90121037,14,16.267971,1.9917592,15.0652813911438,0.9982615,16.123232,14.766929000000001,16.080385,,0.4865549,2.6633080000000002,16.267971,15.4792,4.737321400000001,15.556289000000001,17.846020779490726,280,14.272264999999999,13.434692000000002,2.9372973,-0.111,-0.011,12.616945,32.596813,
14,0.11,0.8653684000000001,15,16.49367,1.48745,15.641674041748047,0.9982615,16.49367,13.948088,5.1488059999999995,,0.40032724,2.7312195,16.49367,14.782748000000002,4.7526484,15.61878,18.229259770496235,300,13.782426000000001,13.399863,2.902155,-0.113,-0.011,12.980526,31.899241999999997,
15,0.11,0.9230709999999999,16,16.49367,2.4333242999999998,16.319825887680054,0.9990155000000001,16.217934,13.993882000000001,15.994256,,0.34788959999999997,2.8375726,16.49367,14.849188,5.204848999999999,15.656227,17.950917152960727,320,14.766035999999998,13.361664000000001,2.7638495,-0.114,-0.011,14.769135999999998,32.203829999999996,
16,0.11,1.0012734,17,16.49367,2.7415382999999998,16.69819664955139,0.9990155000000001,15.8496065,13.992541000000001,14.890603,,0.30752695,2.9287763,16.49367,14.846012,5.811864,15.667603,17.539971931756867,340,16.01137,13.322548999999999,2.7415382999999998,-0.116,-0.012,17.021648000000003,32.906143,
17,0.11,1.0482775,18,16.49367,2.2584142999999997,17.05411148071289,0.9990155000000001,15.498056,14.071125,16.950993,,0.2613574,3.0260286,16.49367,14.961619,6.235564,15.658183,17.17198222316965,360,16.720669,13.2833185,2.7443216,-0.117,-0.012,18.868996,33.072464000000004,
18,0.11,1.0997255,19,16.49367,2.6211734,17.51987361907959,0.9990155000000001,16.02226,13.943795999999999,13.224843,,0.22043452,3.1158428,16.49367,14.871251,6.7059817,15.677345,17.732639954377355,380,17.57065,13.243667000000002,2.721418,-0.119,-0.012,20.894785,33.451107,
19,0.11,1.1487215,20,16.49367,2.7299542000000003,18.390101909637448,0.9990155000000001,15.828952,13.924372,15.213404999999998,,0.18427499,3.2045555,16.49367,14.891742,7.1693033999999995,15.684926,17.518600813028428,400,18.350313,13.203909,2.7765265,-0.12,-0.012,22.974429999999998,33.791145,
20,0.11,1.1198992,21,16.49367,1.136807,19.40257477760315,0.9990155000000001,15.826547,13.917735999999998,17.126604,,0.1445849,3.243991,16.49367,15.003569,7.249675999999999,15.691669000000001,17.524413170702797,420,17.900757000000002,13.16429,3.084507,-0.122,-0.012,23.517882999999998,33.153884999999995,
21,0.11,1.1544715,22,16.49367,2.71886,19.99417066574097,0.99915403,16.217743,13.797745,14.394591,,0.110071935,3.3033797999999996,16.49367,14.979875,7.688603,15.715582000000001,17.95255119510112,440,18.500359,13.124632,3.3754587,-0.124,-0.012,25.398375,33.479263,
22,0.11,1.1937367,23,16.49367,3.0351157000000004,20.92016863822937,0.9994654000000001,16.227753,13.638423999999999,13.507388,,0.08203679,3.3603106,16.49367,14.921064999999999,8.170656,15.73785,17.965983341445305,460,19.173191,13.085171,3.6187806000000005,-0.126,-0.013,27.455941999999997,33.898323,
23,0.11,1.1918436000000001,24,16.49367,2.1550968,21.91646933555603,0.9994654000000001,16.269444,13.613048000000001,18.688913,,0.05346097,3.3932480000000003,16.49367,15.084572,8.429753999999999,15.759998999999999,17.994402178849608,480,19.184221,13.046171000000001,3.9825099,-0.128,-0.013,28.604248,33.766420000000004,
24,0.11,1.1382938999999999,25,16.49367,1.5976846000000002,22.469512462615967,0.9994654000000001,16.283947,13.075130999999999,13.098015,,0.022254713,3.2947657,16.49367,15.011304,8.637138,15.780957,18.016790768977607,500,18.372934,13.007574,4.7799760000000004,-0.133,-0.013,28.457348,33.391,
25,0.11,0.98295283,26,16.49367,1.3792014,22.75415563583374,0.9995623,16.13249,14.822376,19.108885,,0.5085604,4.506071599999999,16.49367,15.172851999999999,5.671631,15.794478,17.862159350586587,520,15.674316000000001,12.969244,1.7548772000000001,-0.114,-0.011,25.556774,26.655281,
26,0.11,1.0301102,27,16.49367,1.344903,23.28664040565491,0.9995623,15.748173999999999,14.715739000000001,15.103484,,0.34538713,4.463758,16.49367,15.169495000000001,6.2308435,15.792763,17.44236004787026,540,16.459269,12.950874,1.7239541,-0.118,-0.012,27.812977000000004,27.544325,
27,0.11,1.0234459999999999,28,16.49367,0.33171459999999997,23.98799777030945,0.9995623,15.745810999999998,14.532778,15.753096,,0.22206661,4.329294,16.49367,15.191139999999999,6.619205,15.791085999999998,17.439622996560047,560,16.388592000000003,12.927217500000001,1.8252466,-0.121,-0.012,28.656487,27.817940000000004,
28,0.11,1.0189404,29,16.49367,0.8381857,24.943773031234738,0.9995623,15.873841,14.022860999999999,9.014942999999999,,0.11670058,4.156495,16.49367,14.978651999999999,7.1091809999999995,15.79394,17.57000317928247,580,16.355131,12.900025999999999,2.309634,-0.125,-0.013,29.549274,28.259634000000002,
29,0.11,0.93600184,30,16.49367,1.0935975,25.979360818862915,0.9995902,15.781278,13.133645000000001,15.91046,,0.021059047,3.6278121,16.49367,15.009945000000002,7.7402177,15.793517999999999,17.48483781696875,600,15.08739,12.870141,4.1340837,-0.133,-0.013,28.080054999999998,28.726741999999998,
30,0.11,0.49015272,31,16.49367,0.054623067000000004,26.766368627548214,0.9995902,15.971898000000001,10.148157000000001,5.8094673,,0.00033620214999999996,2.3813397999999997,16.49367,14.710603,6.38075,15.799273000000001,17.697956348035465,620,7.967910000000001,12.838053,5.4119043,-0.15,-0.015,15.194735000000001,28.746552,
31,0.11,1.1094613000000002,32,16.630291,21.354492,27.34301733970642,0.99976486,16.630291,10.304901,14.834272,,0.00030580593999999996,1.6055986,16.630291,14.69842,22.111855,15.825241,18.3830523083288,640,18.281589999999998,12.806314,21.354492,-0.15,-0.015,35.502759999999995,49.354659999999996,
32,0.11,0.9593666,33,16.630291,4.490678,28.10085391998291,0.99976486,16.49299,10.173731,8.322642,,0.00026331164,2.0277534,16.630291,14.503812,15.612893,15.845475,18.231318871057546,660,15.781539000000002,12.775553,14.010882999999998,-0.151,-0.015,31.659097999999997,40.385555,
33,0.11,0.9048839,34,16.630291,3.608798,28.87445306777954,0.99976486,16.132393,10.235878999999999,16.472095,,0.00021026736,2.340016,16.630291,14.558269000000001,13.147798000000002,15.853914000000001,17.862038732917537,680,14.840829999999999,12.7457075,10.983685000000001,-0.151,-0.015,30.766053999999997,36.161570000000005,
34,0.11,0.84191084,35,16.630291,2.0306945,30.007932424545288,0.99976486,16.316332,10.145096,13.390734,,0.0001564398,2.5235863,16.630291,14.520767999999999,11.676589,15.867126,18.05242751624261,700,13.799895000000001,12.716726,9.427458999999999,-0.153,-0.015,29.466879,33.569725,
35,0.11,0.8919121999999999,36,16.630291,5.446000000000001,30.886538982391357,0.99976486,16.423157,9.9789,11.926711,,0.00010473784,2.6821770000000003,16.630291,14.443342000000001,11.971186,15.882572,18.177174304361678,720,14.626997,12.68856,8.634004,-0.154,-0.016,32.10884,33.227882,
36,0.11,0.7937283,37,16.630291,0.100598685,31.765859127044678,0.99976486,16.167292,9.647181,10.108834,,6.826402e-05,2.6520305,16.630291,14.3223,11.073758999999999,15.890267000000001,17.899089239220732,740,13.020093,12.661163,8.079506,-0.155,-0.016,29.367946999999997,31.832424,
37,0.11,0.83913636,38,16.630291,5.0802646,32.737542390823364,0.99976486,16.305173999999997,9.414731,12.070957,,3.9948165e-05,2.748071,16.630291,14.256909,11.603477999999999,15.901186,18.05064718069555,760,13.75836,12.634497999999999,7.8200145,-0.157,-0.016,31.887182,31.91323,
38,0.11,0.9084839,39,16.668074,6.209452,33.87459826469421,0.9998152,16.668074,9.254055000000001,14.472807000000001,,2.3217887999999997e-05,2.8202537999999997,16.668074,14.257562,12.563008,15.920848000000001,18.423276530793512,780,14.944320999999999,12.608523,7.562955400000001,-0.159,-0.016,35.430873999999996,32.67472,
39,0.11,0.9912664000000001,40,16.757912,6.939999,34.66528582572937,0.9998152,16.757912,9.143717,14.620999999999999,,1.4387307000000001e-05,2.897653,16.757912,14.263492000000001,13.683714000000002,15.941775,18.52062013175935,800,16.364069,12.583205,7.207791,-0.16,-0.016,39.650658,33.713882,
40,0.11,0.9116032,41,16.757912,0.41031855,35.66235947608948,0.9998152,16.281776,8.933483,14.511637,,8.411721e-06,2.870646,16.757912,14.268329999999999,13.019973,15.950068,18.00535194826989,820,15.053613,12.558514,6.960028599999999,-0.162,-0.016,37.375732,32.566654,
41,0.11,0.90647817,42,16.757912,3.162218,36.585950136184685,0.9998152,16.376822,8.545552,8.248077,,4.2801125e-06,2.9428356,16.757912,14.12207,12.93721,15.96023,18.11701203264668,840,14.96807,12.534416,6.864171000000001,-0.164,-0.017,38.072083,32.051502,
42,0.11,0.87765926,43,16.757912,2.3038845,37.4494035243988,0.9998152,16.148632,8.170803,12.993721,,1.8209535e-06,2.9614146,16.757912,14.09291,12.743689999999999,15.964610999999998,17.87904021005591,860,14.484088,12.510885,6.878168,-0.166,-0.017,37.73935,31.460341999999997,
43,0.11,0.9211469000000001,44,16.757912,5.7908053,38.19674801826478,0.999886,16.451088000000002,7.754228599999999,12.873644,,6.884766000000001e-07,2.9874252999999995,16.757912,14.061755999999999,13.567020999999999,15.975666,18.200333909891256,880,15.207096,12.487896000000001,6.866096000000001,-0.169,-0.017,40.530464,32.035545,
44,0.11,0.9983506999999999,45,16.757912,7.5958295,39.01739478111267,0.99995846,16.640873000000003,7.399882000000001,12.024136,,2.9154126e-07,3.0081346,16.757912,14.013997,14.934764999999999,15.990449,18.39984734467868,900,16.511654,12.465424,7.5958295,-0.171,-0.017,44.925779999999996,33.22425,
45,0.11,1.09974,46,16.757912,9.017965,39.649784564971924,0.99995846,16.672419,7.3173895,18.244464999999998,,1.5364111999999998e-07,3.0365856,16.757912,14.105065,16.659513,16.005276000000002,18.431988835713767,920,18.218798,12.443444,9.017965,-0.173,-0.017,50.58804,34.774803000000006,
46,0.11,1.1171848999999998,47,16.757912,5.302673,40.40654182434082,0.99995846,16.694107000000002,7.0304694,12.724049,,7.01934e-08,3.1412566,16.757912,14.076757,16.715504,16.019932,18.4484291144192,940,18.528465,12.421938,8.732714,-0.175,-0.018,52.507687,34.532806,
47,0.11,1.0740372999999999,48,16.757912,2.418776,40.92136955261231,0.99995846,16.282892,6.626623599999999,14.914079000000001,,2.4151912000000002e-08,3.1669562,16.757912,14.095651,16.278655999999998,16.025412,18.022954610969435,960,17.806557,12.400885,8.730497999999999,-0.178,-0.018,51.55379,33.681022999999996,
48,0.11,1.0720831,49,16.757912,4.991396,41.377249717712395,0.99995846,16.573753,6.010619999999999,17.110485,,4.993849000000001e-09,3.178801,16.757912,14.157817000000001,16.525751,16.036602,18.331632554779667,980,17.786995,12.380265,9.031444,-0.182,-0.018,52.532074,33.602309999999996,
49,0.11,0.90164787,50,16.757912,0.54415226,42.395641803741455,0.99995846,16.324282,4.0307093,16.998755,,9.389336e-11,2.851433,16.757912,14.215229,15.810433999999999,16.042353,18.062683507040344,1000,14.980312,12.360063,10.311655,-0.191,-0.019,45.082394,32.611354999999996,
50,0.11,0.00036669662000000003,51,16.757912,0.00039241252999999997,43.60420775413513,0.99995846,16.54857,-28.980215,17.351246,,7.491214e-34,1.2119473,16.757912,14.274089000000002,0.015430977,16.05228,18.304397537748862,1020,0.0061121694999999995,12.3402605,0.015297773,-0.284,-0.029,0.018701531,41.487896,
51,0.11,1.0249747,52,16.801382,53.271065,44.70824980735779,0.99995846,16.801382,-26.964478000000003,12.960355999999999,,4.3590835e-33,1.0005184,16.801382,14.229787,53.271069999999995,16.066685,18.57027720348172,1040,17.22092,12.320841999999999,53.271065,-0.282,-0.029,53.298687,67.59895,
52,0.11,1.0267814,53,16.821054,30.12865,45.742666721344,0.99995846,16.821054,-27.904476000000003,14.492254999999998,,2.7153537999999998e-34,1.4064986000000002,16.821054,14.229368,38.691414,16.080920000000003,18.59173160861265,1060,17.262493,12.301794000000001,30.12865,-0.286,-0.029,54.419419999999995,53.141068000000004,
53,0.11,0.9557938,54,16.821054,11.640581,47.099658250808716,0.99999547,16.770084,-30.534359999999996,11.904923,,1.2223461499999999e-36,1.6128076,16.821054,14.183299,32.001872999999996,16.093681,18.536576303436075,1080,16.06162,12.283102,26.688814,-0.294,-0.03,51.612865,47.350640000000006,
54,0.11,1.159681,55,17.011345000000002,25.200067999999998,48.40266609191895,0.99999547,17.011345000000002,-30.121132,14.386576000000002,,5.918234999999999e-37,1.8520256999999998,17.011345000000002,14.183829999999999,34.43929,16.110367,18.787404325023047,1100,19.581913,12.264752,25.200067999999998,-0.295,-0.03,63.78245,47.137703,
55,0.11,1.065823,56,17.011345000000002,9.012472,49.79570937156677,0.99999547,16.963202,-30.024313,9.930301,,2.0472855999999997e-37,2.0800898,17.011345000000002,14.108066,28.693996000000002,16.125595,18.733168687951856,1120,18.008356,12.246734,19.712381,-0.297,-0.031,59.68609,42.54289,
56,0.11,1.0411546999999999,57,17.011345000000002,9.053225999999999,50.5730459690094,0.99999547,16.939529999999998,-30.0143,16.685366000000002,,5.073403e-38,2.2773514,17.011345000000002,14.152638,26.059141,16.139875,18.712337663467764,1140,17.59993,12.229034,17.135319,-0.299,-0.031,59.345819999999996,40.009308000000004,
57,0.11,0.9959927,58,17.011345000000002,6.216971400000001,51.625320196151726,0.99999547,16.833712,-30.288520000000002,10.771853,,,2.4158714,17.011345000000002,14.093638,23.911695,16.151838,18.600728378656953,1160,16.831312,12.211642999999999,15.834103,-0.302,-0.031,57.76758,37.955795,
58,0.11,1.0006502,59,17.011345000000002,8.194269,53.04508948326111,0.99999547,16.947021,-30.700117,7.3427005,,,2.5537746,17.011345000000002,13.978017000000001,23.118078,16.165316,18.71761198975796,1180,16.919508,12.194549,15.039370000000002,-0.304,-0.031,59.03836,36.903275,
59,0.11,0.9980386999999998,60,17.065251999999997,7.237478299999999,54.273810863494866,0.99999547,17.065251999999997,-31.082116999999997,13.87706,,,2.6701898999999996,17.065251999999997,13.975342000000001,22.426243,16.180315,18.84164172979973,1200,16.897083,12.177741000000001,14.550713,-0.307,-0.032,59.882324,36.070159999999994,
60,0.11,1.0266099,61,17.065251999999997,8.780731,55.538437128067024,0.99999547,17.022223999999998,-31.387571,17.25734,,,2.7838647,17.065251999999997,14.028216,22.495062,16.194117000000002,18.79767217636678,1220,17.396407999999997,12.161211999999999,14.057673999999999,-0.31,-0.032,62.623206999999994,35.786583,
61,0.11,1.0772846,62,17.065251999999997,9.96022,56.567662000656135,0.99999547,16.952182999999998,-31.583470000000002,17.941996,,,2.8941054,17.065251999999997,14.090909,23.07851,16.206343,18.724973329969046,1240,18.258131,12.144950999999999,13.419006,-0.313,-0.032,66.79164,35.947796000000004,
62,0.11,1.0212828999999999,63,17.065251999999997,2.9517083,56.97088146209717,0.99999547,16.969664,-32.011894,13.078801,,,2.9364185000000003,17.065251999999997,14.075198,21.911325,16.21846,18.74048307228389,1260,17.312202,12.128950999999999,13.092763,-0.316,-0.033,64.34082,34.746964,
63,0.11,1.0161645000000001,64,17.065251999999997,5.877371,58.141873598098755,0.99999547,17.012954999999998,-32.5701,13.783935999999999,,,3.0086725,17.065251999999997,14.070239,21.61569,16.230873000000003,18.787791539737967,1280,17.233337,12.113203,12.990181,-0.319,-0.033,65.03453,34.249396999999995,
64,0.11,0.99869055,65,17.065251999999997,5.0494285,59.09529519081116,0.99999547,16.883572,-33.384457,10.949859,,,3.0498152000000003,17.065251999999997,14.021797,21.284859,16.240913,18.653323570821396,1300,16.933466,12.097698,13.109156,-0.323,-0.034,64.91489,33.71998,
65,0.11,0.9816995000000001,66,17.065251999999997,5.353873,59.86536169052124,0.99999547,16.978367000000002,-34.344456,18.176560000000002,,,3.0680428,17.065251999999997,14.084097,21.118404,16.252089,18.750090051693398,1320,16.649796,12.082431,13.402099,-0.328,-0.034,64.79217,33.33658,
66,0.11,1.039524,67,17.065251999999997,10.633606,61.2822687625885,0.99999547,16.983318,-35.08469,17.594776,,,3.0870428,17.065251999999997,14.135632999999999,22.561429999999998,16.262999999999998,18.758548694596342,1340,17.635835999999998,12.067393,13.154691,-0.333,-0.035,69.6481,34.219913,
67,0.11,1.0038023,68,17.065251999999997,4.5884767,62.263047456741326,0.99999547,16.882935,-36.315006,14.582493,,,3.0929937,17.065251999999997,14.142129999999998,22.068766,16.27212,18.65420615497198,1360,17.026445000000002,12.052578,13.252353,-0.338,-0.035,68.25855,33.578613,
68,0.11,1.1002157,69,17.065251999999997,13.803324,63.26959609985352,0.99999547,17.05276,-36.906017,11.555439999999999,,,3.077253,17.065251999999997,14.104103,24.66969,16.283434,18.829038587958184,1380,18.680784,12.037979,13.803324,-0.342,-0.036,75.91488000000001,35.31762,
69,0.11,0.9999469000000001,70,17.065251999999997,0.44040072,64.24436378479004,0.99999547,16.905437,-37.718037,14.019688,,,3.0182102000000004,17.065251999999997,14.103598999999999,23.191322,16.292316,18.677568962389504,1400,16.97961,12.023589999999999,13.258585,-0.346,-0.036,69.996284,33.941902,
70,0.11,1.0469807,71,17.185807999999998,10.512949,65.67076396942139,0.99999547,17.185807999999998,-38.601535999999996,12.858497999999999,,,3.072684,17.185807999999998,14.085454,24.19241,16.304901,18.965404515019678,1420,17.810516,12.009406,12.766791,-0.35,-0.037,74.33563000000001,34.589797999999995,
71,0.11,0.99618405,72,17.185807999999998,3.9756792,67.26015686988829,0.99999547,17.116594,-40.005417,20.609156,,,3.0662133999999996,17.185807999999998,14.176070999999999,23.392126,16.316175,18.895208182613022,1440,16.956652,11.9954195,12.663223,-0.357,-0.037,71.72525,33.77134,
72,0.11,1.1601615,73,17.185807999999998,19.284985,68.73648595809937,0.99999547,17.116722,-40.067894,11.870099,,,2.947855,17.185807999999998,14.143861,28.72997,16.32714,18.896746538505525,1460,19.772888000000002,11.981626499999999,19.284985,-0.359,-0.038,84.69179,37.262695,
73,0.11,1.1300148,74,17.185807999999998,6.220505999999999,69.98630952835083,0.99999547,17.125882999999998,-40.31382,12.727281,,,3.091672,17.185807999999998,14.1260395,27.047209000000002,16.337936,18.90323179686184,1480,19.266497,11.96802,17.566060999999998,-0.362,-0.038,83.62109,35.942726,
74,0.11,1.0542985,75,17.185807999999998,2.027053,71.01032519340517,0.99999547,16.998117,-40.66836,16.308564999999998,,,3.1239767000000005,17.185807999999998,14.156156,25.311453,16.346739000000003,18.77461219288455,1500,17.975507999999998,11.954597,16.556992,-0.365,-0.038,79.07239,34.479286,
75,0.11,0.96477365,76,17.185807999999998,0.29527992,72.16488456726073,0.99999547,16.851257,-41.135277,16.457905,,,3.0781727,17.185807999999998,14.186561,23.820235999999998,16.353378,18.622662428373413,1520,16.450067999999998,11.941353,15.890923,-0.369,-0.039,73.3228,33.19943,
76,0.11,0.9781813,77,17.185807999999998,7.600314599999999,73.33801531791688,0.99999547,17.0124,-41.772166999999996,12.514266000000001,,,3.154609,17.185807999999998,14.163885999999998,23.876163000000002,16.361937,18.78932065565252,1540,16.677143,11.92828,15.572987,-0.373,-0.039,75.31996,33.020668,
77,0.11,0.9289181000000001,78,17.185807999999998,2.7778015,74.71540069580078,0.99999547,16.984434,-42.47567,20.22203,,,3.1503308,17.185807999999998,14.240791,22.999367000000003,16.369917,18.760568043869537,1560,15.837311999999999,11.915377000000001,15.473354999999998,-0.377,-0.04,72.45561,32.20303,
78,0.11,0.9434884,79,17.185807999999998,7.892050299999999,76.31298923492432,0.99999547,17.178764,-43.48388,10.285536,,,3.1789744,17.185807999999998,14.189399,23.446424,16.380156,18.955679844703557,1580,16.101323999999998,11.9026375,15.558898000000001,-0.382,-0.04,74.53558000000001,32.31958,
79,0.11,0.8821117,80,17.185807999999998,2.2220125,78.13963198661806,0.99999547,16.929642,-44.58185,15.969325,,,3.124293,17.185807999999998,14.210513,22.58717,16.387024,18.704670201901813,1600,15.053045000000001,11.890058999999999,15.6765175,-0.388,-0.041,70.56894,31.555155,
80,0.11,0.8096057,81,17.185807999999998,1.4540925,78.65327858924866,0.99999547,17.064741,-45.729416,16.945373999999997,,,3.0394285,17.185807999999998,14.242445000000002,21.575788,16.39539,18.841043544328862,1620,13.818515,11.877637,15.650063000000001,-0.394,-0.042,65.578064,30.781384000000003,
81,0.11,0.853817,82,17.185807999999998,11.021291,79.54641985893251,0.99999547,17.185485999999997,-46.936954,12.385677000000001,,,3.0163202,17.185807999999998,14.217157,23.211393,16.405025,18.965280591399697,1640,14.591249,11.865366999999999,15.4519,-0.4,-0.042,70.01299,31.684070000000002,
82,0.11,0.7679479,83,17.185807999999998,0.6541788000000001,80.82746934890747,0.99999547,16.796589,-48.197826,16.191956,,,2.9090729,17.185807999999998,14.238816,21.91065,16.409744,18.567483259012374,1660,13.124238,11.853245,15.146560000000001,-0.406,-0.043,63.739677,30.847214,
83,0.11,0.72088814,84,17.185807999999998,4.063351,82.4660918712616,0.99999547,17.048,-49.875553000000004,14.643206,,,2.8710098,17.185807999999998,14.240557,21.091743,16.417343,18.823912691846736,1680,12.321234,11.841269,15.024676000000001,-0.413,-0.044,60.554604000000005,30.279175,
84,0.11,0.87805426,85,17.185807999999998,19.633228,84.16564536094666,0.99999547,17.137478,-50.118088,15.230077,,,2.715617,17.185807999999998,14.248641000000001,27.483484000000004,16.425814000000003,18.916621056673566,1700,15.018401,11.829434,19.633228,-0.416,-0.044,74.63461,34.00393,
85,0.11,0.80292696,86,17.185807999999998,1.2332346,85.38175916671753,0.99999547,16.98917,-50.503246000000004,14.770432000000001,,,2.7449646,17.185807999999998,14.252813,25.155779000000003,16.432365,18.76331773004213,1720,13.732343,11.817739,17.859863,-0.42,-0.045,69.05171999999999,32.51489,
86,0.11,0.7482357,87,17.185807999999998,2.141738,86.28310036659241,0.99999547,17.043377,-51.015324,13.255163,,,2.7803743,17.185807999999998,14.238701999999998,23.412857000000002,16.439386,18.818415488091713,1740,12.796452,11.806177,16.623316,-0.424,-0.045,65.09650400000001,31.33979,
87,0.11,0.7033219,88,17.185807999999998,2.5781376,87.12134671211244,0.99999547,17.07785,-51.613792,16.551697,,,2.8071926,17.185807999999998,14.261813,22.047766,16.446642,18.85485514091161,1760,12.028821,11.794749000000001,15.733807,-0.428,-0.046,61.892323,30.395008,
88,0.11,0.68521065,89,17.185807999999998,4.9710730000000005,88.40093398094177,0.99999547,17.061417000000002,-52.47529599999999,15.411954999999999,,,2.8502827,17.185807999999998,14.271141,21.395683,16.45355,18.83840862461122,1780,11.718314,11.783449000000001,15.196056,-0.434,-0.046,60.983746,29.806843,
89,0.11,0.66684157,90,17.185807999999998,5.3549557,89.66601872444153,0.99999547,17.069198999999998,-53.65739,16.460304,,,2.8607574000000002,17.185807999999998,14.291735000000001,20.97897,16.46039,18.84646228604218,1800,11.40405,11.772276,14.916542000000002,-0.44,-0.047,60.01574300000001,29.42635,
90,0.11,0.7230944,91,17.185807999999998,12.553958,91.38469529151917,0.99999547,17.070908,-55.061035,12.047116,,,2.8110187,17.185807999999998,14.263191,23.40845,16.4671,18.8499027281217,1820,12.363533,11.761227,14.609348,-0.447,-0.048,65.80159,30.704721000000003,
