,DenMISELogFirst,IWNorm1,IWLastEpisode,ReturnStepMax,TimeElapsed,ReturnLastEpisode,IWMean,DenMISELogLast,IWMax,TimestepsSoFar,IWNorm2,MISE,URet,IWMin,Bound,LQGsigma,SqrtESSClassic,DenMISEMeanLog,ReturnMax,IWFirstEpisode,ReturnMean,Iteration,target_sum_log_mean,ReturnMin,LQGmu01,LQGmu1,ReturnAbsMax
10,16.128764999999998,11.660624499999999,2.2072368,0.9999909,8.68105411529541,16.740797,1.0600568000000001,14.915514000000002,7.96513,220,8.328294999999999,17.452269,18.504136722305635,,53.661003,0.11,1.4001215,13.982651999999998,16.898874,6.183667e-10,16.193403,11,6.397056,,-0.019,-0.192,16.898874
11,16.041754,11.766683,1.9351463,0.9999909,9.132796049118044,16.350048,0.9805569,13.49066,8.288034,240,8.58066,16.063059,18.097025635307773,,53.032738,0.11,1.3713027,13.933456,16.898874,2.3541179999999998e-07,16.206457,12,8.829257,,-0.018,-0.178,16.898874
12,15.96171,9.444799,0.9323549999999999,0.9999909,9.704726696014404,16.730629999999998,0.72652304,12.095823,5.43485,260,5.8368635,11.932057,18.491578985927152,,43.262446999999995,0.11,1.6181292999999999,13.7797,16.898874,5.168533e-07,16.246776999999998,13,9.243625999999999,,-0.018,-0.176,16.898874
13,15.887603,14.573873,8.288097,0.9999909,10.525102138519287,16.251888,1.040991,14.542822,8.288097,280,9.127810499999999,16.942348000000003,17.98711026389837,,48.694317,0.11,1.596645,13.8114805,16.898874,8.643562599999999e-05,16.247142999999998,14,10.573766,,-0.016,-0.162,16.898874
14,15.818616,0.0018071881,3.405762e-28,0.9999909,11.08996868133545,16.395388,0.00012047911,11.344806,0.0018066589000000001,300,0.001806659,0.002035959,18.137537646416195,,50.683820000000004,0.11,1.0002929,13.641398,16.898874,,16.257025,15,-59.923405,,-0.045,-0.419,16.898874
15,15.754076999999999,8.345293,8.345291,0.9999909,11.712011814117432,16.954082,0.5215808,11.520468,8.345291,320,8.345291,8.842925,18.72831380232997,,59.705162,0.11,1.0000002000000001,13.448343,16.954082,,16.30059,16,-72.575645,,-0.051,-0.468,16.954082
16,15.693453,21.264881,10.694219,0.9999909,12.20888352394104,17.056376,1.2508754,12.693064,10.694219,340,15.036386499999999,21.271793,18.831087270577445,,57.453453,0.11,1.4142282,13.371548,17.056376,,16.345049,17,-54.38445,,-0.046,-0.429,17.056376
17,15.636294,1.0952224,0.88116395,0.9999909,12.791396617889404,17.007292,0.060845687999999995,15.880004000000001,0.88116395,360,0.894107,1.0347629999999999,18.784234548902745,,42.807716,0.11,1.2249343000000001,13.5109,17.056376,,16.38184,18,-92.13302,,-0.063,-0.558,17.056376
18,15.582227,23.397175,1.5536546,0.9999909,13.293220281600952,17.153763,1.2314303,14.073795,7.937361200000001,380,12.781483999999999,20.953978,18.933520703063508,,49.066414,0.11,1.8305523000000001,13.492443,17.153763,,16.422468,19,-41.661892,,-0.044,-0.411,17.153763
19,15.530933,20.18528,1.407151,0.9999909,14.029386758804321,17.088427,1.009264,13.209164999999999,16.34722,400,16.466072,17.080866,18.86725592972089,,59.060233999999994,0.11,1.225871,13.482073999999999,17.153763,,16.455767,20,-16.693935,,-0.034,-0.327,17.153763
20,15.482142999999999,17.772465,0.6427604,0.9999909,14.951312065124512,17.083906,0.8463079,8.489859,14.465248,420,14.539526,14.322942999999999,18.858254709881283,,56.42305,0.11,1.2223551000000001,13.235244,17.153763,,16.485678,21,-13.733606,,-0.033,-0.319,17.153763
21,15.435623000000001,27.205135,6.633919000000001,0.9999909,15.676825523376465,16.999722,1.2365971000000002,13.820166,18.80452,440,19.960526,20.931356,18.772273927243756,,58.68873000000001,0.11,1.3629468999999999,13.248295,17.153763,4.2946559999999994e-36,16.509043,22,-8.64688,,-0.031,-0.301,17.153763
22,15.391171,20.496567000000002,0.045749575,0.9999909,16.419586896896362,17.102915,0.89115506,15.998660000000001,12.182947,460,13.709131,15.030379,18.881091813893022,,49.450268,0.11,1.4951032,13.36713,17.153763,4.1301695e-25,16.534864000000002,23,-1.0683671000000001,,-0.027,-0.26,17.153763
23,15.348612,32.12823,1.5978309,0.9999909,17.529589653015133,16.924604000000002,1.3386763000000002,14.226679,7.998920399999999,480,12.72296,22.81478,18.694999958319347,,43.193740000000005,0.11,2.5252166000000003,13.393598,17.153763,,16.551104000000002,24,-17.209425,,-0.037,-0.355,17.153763
24,15.307789999999999,35.4544,0.30099672,0.9999909,18.190970182418823,16.943079,1.4181758999999998,15.669910999999999,5.8912544,500,13.567065,24.183165,18.715352000948137,,43.875465000000005,0.11,2.6132696,13.494179,17.153763,,16.566782,25,-30.929852,,-0.045,-0.422,17.153763
25,15.26857,16.481823000000002,0.051659048,0.9999909,19.194639921188354,17.02496,0.63391626,10.658505,9.94824,520,10.474319,10.841605,18.8013276969948,,43.545629999999996,0.11,1.5735458999999998,13.396989999999999,17.153763,,16.584404,26,-46.647957,,-0.054,-0.496,17.153763
26,15.230829,22.95663,13.284784,0.9999909,20.11333966255188,17.064178,0.8502456,14.079293,13.284784,540,15.418607000000002,14.530957999999998,18.84221375062794,,49.09445,0.11,1.4888914,13.406946,17.153763,,16.602173,27,-53.239006,,-0.059,-0.533,17.153763
27,15.194462,22.202791,5.280962000000001,0.9999909,20.783059597015377,17.203926,0.7929568,9.307423,6.26725,560,10.2238,13.570132000000001,18.98568571494771,,37.335995000000004,0.11,2.171677,13.25128,17.203926,,16.623663,28,-44.119465000000005,,-0.055,-0.503,17.203926
28,15.159370000000001,25.196479999999998,0.42841133,0.9999909,21.70614552497864,16.980053,0.86884415,12.140352,9.641761,580,14.3246155,14.883972,18.75459616662063,,44.22612,0.11,1.7589637999999999,13.204396,17.203926,,16.635954,29,-53.050426,,-0.062,-0.552,17.203926
29,15.125468,25.005383,4.757520700000001,0.9999909,23.134544849395752,17.157871,0.8335127,14.802381500000001,8.329635000000001,600,12.826703,14.285529,18.937659957534468,,40.76019,0.11,1.9494785,13.250468,17.203926,,16.65335,30,-54.68805,,-0.065,-0.57,17.203926
30,15.092679,34.00582,20.162766,0.9999909,24.05867719650269,17.212702,1.096962,14.223814,20.162766,620,21.659443,18.851576,18.994887660773546,,51.741608,0.11,1.570023,13.274475,17.212702,,16.671394,31,-62.405636,,-0.072,-0.616,17.212702
31,15.060929999999999,33.913779999999996,0.21988842,0.9999909,24.75684380531311,17.115597,1.0598056,12.827601,5.347540400000001,640,11.551086999999999,18.062704,18.89469171950505,,35.650726,0.11,2.9359815,13.258448999999999,17.212702,,16.685276,32,-25.310843,,-0.047,-0.443,17.212702
32,15.030157999999998,36.917698,0.00025063627999999996,0.9999909,25.373562097549442,17.135815,1.1187181000000002,12.615537,13.018283,660,17.83676,18.93919,18.916015930502528,,43.888103,0.11,2.0697536,13.239431,17.212702,2.6139638e-32,16.698929,33,-2.3477435,,-0.03,-0.288,17.212702
33,15.000304999999999,35.989994,0.00017368984000000001,0.9999909,26.235668897628784,17.063633,1.0585293,17.965795999999997,11.713589,680,17.787287,17.292604,18.840734716223963,,42.813637,0.11,2.023355,13.3788185,17.212702,6.389784e-05,16.709656,34,-3.4723592000000005,,-0.017,-0.165,17.212702
34,14.97132,36.74172,0.00012880014,0.9999909,26.91072392463684,16.550856,1.0497633,9.845236,10.571734,700,15.869582000000001,17.791876000000002,18.297805879021706,,40.095543,0.11,2.3152292,13.276674,17.212702,3.0174153999999996e-30,16.705118,35,-1.0509517,,-0.029,-0.28,17.212702
35,14.943148999999998,46.598915000000005,1.2898457000000002e-07,0.9999909,28.29802703857422,16.78139,1.2944143,14.868656,10.581104,720,20.094082,20.55544,18.544996478494728,,42.82249,0.11,2.3190367000000003,13.320192,17.212702,2.9791827,16.707237,36,-12.870204,,-0.012,-0.118,17.212702
36,14.995257999999998,36.861137,,0.9999909,29.38376498222351,15.939820999999998,0.99624693,6.419849,6.505378,740,14.339397,17.081238,17.62818637420805,,37.169044,0.11,2.5706196,13.138435999999999,17.212702,,16.686497,37,-51.121952,,-0.064,-0.562,17.212702
37,14.968591,3.8e-09,,0.9999909,30.310206174850464,16.883497,,7.038110700000001,,760,6.164414e-10,,18.65919041680152,,8.376807000000001,0.11,6.164414,12.976365,17.212702,,16.691679,38,-828.50665,,0.188,0.956,17.212702
38,14.942615,3.9e-09,,0.9999909,31.15675401687622,8.733231,,-12.873902000000001,,780,6.244998e-10,,9.574872578353109,,8.268715,0.11,6.244998000000001,12.288228,17.212702,,16.487617,39,-811.08246,,0.188,0.956,17.212702
39,14.917297,20.0,20.0,0.9999909,31.825525760650635,8.529396,0.5,15.169889999999999,20.0,800,20.0,4.264698,9.367587041971577,,55.90280500000001,0.11,1.0,12.335586,17.212702,,16.288662,40,-790.3512599999999,,0.188,0.956,17.212702
40,14.892605,4.0999999999999995e-09,,0.9999909,32.470709085464485,8.546609,,15.516186,,820,6.4031247e-10,,9.384111782005238,,8.064518,0.11,6.4031234,12.398961,17.212702,,16.099829999999997,41,-729.4947,,-1.0,-1.0,17.212702
41,14.868507000000001,4.1999999999999996e-09,,0.9999909,32.65742659568786,16.069578,,-12.94801,,840,6.480741e-10,,17.776553337675328,,7.967933,0.11,6.48074,11.771937,17.212702,,16.099111999999998,42,-715.8708,,-1.0,-1.0,17.212702
42,14.844976,21.49996,21.49996,0.9999909,32.846663236618035,16.430681,0.49999908,0.20657572,21.49996,860,21.49996,8.215325,18.132962913836018,,59.85343,0.11,1.0,11.479992,17.212702,,16.106823000000002,43,-699.1465,,-1.0,-1.0,17.212702
43,14.821987,29.333313,14.666667000000002,0.9999909,33.406620740890496,16.517979,0.6666662,10.200058,14.666667000000002,880,20.741785,10.982878999999999,18.216343602883853,,47.496536,0.11,1.4142135,11.437652,17.212702,,16.116167,44,-682.9639,,-1.0,-1.0,17.212702
44,14.799514000000002,33.749992,11.250001,0.9999909,33.82490682601929,16.53503,0.7499998000000001,9.461756,11.250001,900,19.485567,12.37092,18.24069832426196,,42.184196,0.11,1.7320508000000001,11.384554,17.212702,,16.125475,45,-667.5229,,-1.0,-1.0,17.212702
45,14.777535,36.799988,9.200005,0.9999909,34.083213567733765,16.634361,0.7999997,9.429389,9.200005,920,18.399994,13.223606,18.350132648772167,,39.04266,0.11,2.0,11.335101,17.212702,,16.136538,46,-652.7583,,-1.0,-1.0,17.212702
46,14.756029000000002,39.16665,7.83333,0.9999909,34.717237710952766,16.547693,0.83333296,13.881381,7.83333,940,17.515857999999998,13.777619,18.251884175525092,,36.87088,0.11,2.236068,11.383746,17.212702,,16.145285,47,-638.5307,,-1.0,-1.0,17.212702
47,14.734976000000001,41.142864,6.8571444,0.9999909,35.26626229286194,16.602285000000002,0.857143,12.378581,6.8571444,960,16.796503,14.1811495,18.32000506022021,,35.262318,0.11,2.4494898,11.399915,17.212702,,16.154806,48,-624.93,,-1.0,-1.0,17.212702
48,14.714356,42.875004,6.125001,0.9999909,35.980806589126594,16.628416,0.87500006,13.408198,6.125001,980,16.205227,14.487057,18.343798861629416,,34.004425,0.11,2.6457515,11.437053,17.212702,,16.16447,49,-611.8656599999999,,-1.0,-1.0,17.212702
49,14.694154000000001,44.444435,5.555553,0.9999909,36.94104671478272,16.631004,0.8888886999999999,8.974739,5.555558,1000,15.713479999999999,14.725268,18.34740849423129,,32.982094000000004,0.11,2.8284272999999995,11.384497,17.212702,,16.173803,50,-599.41455,,-1.0,-1.0,17.212702
50,14.674351000000001,45.899994,5.1000023,0.9999909,37.60967969894409,16.597804999999997,0.89999986,15.887767000000002,5.1000023,1020,15.299998,14.912523,18.311252587007466,,32.125225,0.11,3.0,11.46991,17.212702,,16.182116,51,-587.3179,,-1.0,-1.0,17.212702
51,14.654932999999998,47.272728,4.727273,0.9999909,38.14537143707275,16.494670000000003,0.90909094,18.377842,4.727273,1040,14.94895,15.056359,18.194002326010878,,31.385765000000003,0.11,3.1622775,11.600205,17.212702,,16.188128,52,-575.64,,-1.0,-1.0,17.212702
52,14.635883999999999,48.583324,4.416665,0.9999909,38.38366174697876,16.527153,0.9166665,13.512607999999998,4.4166694,1060,14.648423999999999,15.178920999999999,18.225330563654413,,30.748397999999998,0.11,3.3166246,11.634017,17.212702,,16.194523,53,-564.49585,,-1.0,-1.0,17.212702
53,14.617192000000001,49.846153,4.1538477,0.9999909,38.63911247253418,16.515337,0.9230769,14.762735999999999,4.1538477,1080,14.389346,15.281725,18.216616091139308,,30.188364,0.11,3.4641013,11.689916,17.212702,,16.200464,54,-553.7425,,-1.0,-1.0,17.212702
54,14.598844,51.071426,3.9285705,0.9999909,38.86524796485901,16.556889,0.9285714,14.342604999999999,3.9285742999999993,1100,14.164664000000002,15.372806,18.26729028905305,,29.694637,0.11,3.6055515,11.7362995,17.212702,,16.206945,55,-543.3888,,-1.0,-1.0,17.212702
55,14.580825,52.26667,3.7333307000000002,0.9999909,39.29660296440125,16.488867000000003,0.9333334000000001,14.979926999999998,3.7333343,1120,13.968855,15.447212,18.192771116808327,,29.248075,0.11,3.7416574999999996,11.792541499999999,17.212702,,16.211979,56,-533.3944,,-1.0,-1.0,17.212702
56,14.563126,53.437492000000006,3.562498,0.9999909,39.92760586738585,16.574947,0.9374998999999999,16.19649,3.5625017,1140,13.797501,15.517693,18.28462193665545,,28.850594,0.11,3.8729835,11.868265,17.212702,,16.218346,57,-523.7302,,-1.0,-1.0,17.212702
57,14.545732999999998,54.588238,3.4117660000000005,0.9999909,40.91729474067689,16.634815,0.94117653,14.0925045,3.4117660000000005,1160,13.64706,15.583407999999999,18.348145118035525,,28.492935,0.11,3.9999998,11.905202000000001,17.212702,,16.225527,58,-514.4362,,-1.0,-1.0,17.212702
58,14.528639000000002,55.722218000000005,3.2777796,0.9999909,41.455232858657844,16.701083999999998,0.94444436,16.85761,3.2777796,1180,13.514623,15.645499,18.419244560977422,,28.169579,0.11,4.1231055,11.987836999999999,17.212702,,16.233587,59,-505.4111,,-1.0,-1.0,17.212702
59,14.511832,56.84211,3.1578965,0.9999909,42.55346655845642,16.584805,0.9473685,15.659439,3.1578965,1200,13.397814000000002,15.694941,18.290583750260087,,27.866159999999997,0.11,4.2426405,12.047822,17.212702,,16.23944,60,-496.70743,,-1.0,-1.0,17.212702
60,14.495303,57.949996999999996,3.0499978,0.9999909,43.40355205535889,16.486456,0.9499999,9.654678,3.050001,1220,13.294641500000001,15.734513,18.188809227854765,,27.581108,0.11,4.3588986,12.007467,17.212702,,16.243489999999998,61,-488.38812,,-1.0,-1.0,17.212702
61,14.479042000000002,59.047623,2.9523811,0.9999909,44.12851548194885,16.592398,0.9523809999999999,10.455482,2.952384,1240,13.20345,15.775367000000001,18.295727752068203,,27.321998999999998,0.11,4.472136,11.981388,17.212702,,16.249119,62,-480.32482999999996,,-1.0,-1.0,17.212702
62,14.463042000000002,60.136359999999996,2.8636342999999997,0.9999909,45.09217596054077,16.551495000000003,0.9545454,17.50207,2.8636372000000003,1260,13.122829000000001,15.810642999999999,18.264452562318873,,27.079002000000003,0.11,4.582576,12.068042,17.212702,,16.253918,63,-472.40612999999996,,-1.0,-1.0,17.212702
63,14.447293,61.217392000000004,2.7826087000000004,0.9999909,45.6905689239502,16.527687,0.95652175,14.145220000000002,2.7826114,1280,13.051591,15.841820000000002,18.24331330706176,,26.8511,0.11,4.690416,12.09958,17.212702,,16.258195999999998,64,-464.78775,,-1.0,-1.0,17.212702
64,14.431789000000002,62.291669999999996,2.7083337000000003,0.9999909,46.49940061569214,16.674541,0.95833343,7.7578225000000005,2.708335,1300,12.988711,15.876517000000002,18.392982222196125,,26.643806,0.11,4.7958317,12.031922999999999,17.212702,,16.2646,65,-457.5025,,-1.0,-1.0,17.212702
65,14.416522,63.360004,2.639999,0.9999909,47.12944579124451,16.560497,0.96000004,11.320422,2.6400012999999998,1320,12.933307000000001,15.903879000000002,18.272061104933886,,26.444461999999998,0.11,4.8989797,12.020332000000002,17.212702,,16.269083,66,-450.3844,,-1.0,-1.0,17.212702
66,14.401484,64.42308,2.5769234,0.9999909,47.7959578037262,16.607214000000003,0.9615385000000001,16.705182999999998,2.5769234,1340,12.884617,15.930929999999998,18.32053951557116,,26.258553000000003,0.11,4.9999995,12.089492,17.212702,,16.27413,67,-443.39877,,-1.0,-1.0,17.212702
67,14.386669,65.48149000000001,2.5185183999999996,0.9999909,48.02858376502991,16.510536,0.9629631,15.935402999999999,2.5185207999999997,1360,12.841975999999999,15.952395999999998,18.21685297304591,,26.07946,0.11,5.099019999999999,12.145327,17.212702,,16.277607,68,-436.6303,,-1.0,-1.0,17.212702
68,14.37207,66.53572,2.4642885,0.9999909,48.265889644622796,16.578004999999997,0.9642858,16.154797,2.4642885,1380,12.804806,15.974739999999999,18.29521987733511,,25.912498,0.11,5.196152,12.202752,17.212702,,16.281961,69,-430.05515,,-1.0,-1.0,17.212702
69,14.357681,67.58621,2.4137939999999998,0.9999909,48.63920545578003,16.584235999999997,0.96551734,15.727256,2.4137939999999998,1400,12.772592,15.995754999999999,18.297148968359533,,25.754438,0.11,5.291503400000001,12.252454,17.212702,,16.286279999999998,70,-423.67422,,-1.0,-1.0,17.212702
70,14.343496,68.63335,2.3666669999999996,0.9999909,48.97041916847229,16.517017000000003,0.9666669,9.157175,2.3666669999999996,1420,12.744892,16.013132000000002,18.225763357961192,,25.602089000000003,0.11,5.385164700000001,12.208243,17.212702,,16.28953,71,-417.56586,,-1.0,-1.0,17.212702
71,14.329510999999998,69.67742,2.3225787,0.9999909,49.39037489891052,16.529879,0.96774197,17.207420000000003,2.3225832000000004,1440,12.721297999999999,16.029799,18.240431141366575,,25.457582000000002,0.11,5.477226,12.277091,17.212702,,16.292868,72,-411.51562,,-1.0,-1.0,17.212702
72,14.315717000000001,70.71875,2.2812493,0.9999909,50.37519097328186,16.445631,0.96875,14.249486,2.2812514,1460,12.701464,16.042795,18.154162290949078,,25.317273999999998,0.11,5.567764,12.303552999999999,17.212702,,16.294957999999998,73,-405.67194,,-1.0,-1.0,17.212702
73,14.302112,71.75758,2.2424232999999996,0.9999909,51.087599515914924,16.476854,0.96969706,15.100526,2.2424254,1480,12.685068,16.055948,18.179989493666973,,25.18436,0.11,5.656854599999999,12.340817999999999,17.212702,,16.297419,74,-399.9749,,-1.0,-1.0,17.212702
74,14.288689000000002,72.79413000000001,2.2058835,0.9999909,51.85987329483032,16.521416000000002,0.9705884,17.38563,2.2058835,1500,12.671832,16.069641,18.23223274776016,,25.058681,0.11,5.744562,12.407577,17.212702,,16.300404,75,-394.3996,,-1.0,-1.0,17.212702
75,14.275443,73.82856,2.1714277,0.9999909,52.88124704360962,16.527811,0.9714284,11.862001,2.1714298999999997,1520,12.661493,16.082726,18.237076520600787,,24.938587,0.11,5.830952,12.399914,17.212702,,16.303396,76,-389.04382000000004,,-1.0,-1.0,17.212702
76,14.262371,74.86111,2.1388886,0.9999909,53.91949224472046,16.543928,0.97222215,19.393625,2.1388905,1540,12.653836,16.09554,18.24935441107394,,24.823970000000003,0.11,5.91608,12.490278,17.212702,,16.306520000000003,77,-383.72955,,-1.0,-1.0,17.212702
77,14.249467999999998,75.89187,2.108107,0.9999909,54.62591028213501,16.539476,0.9729726999999999,11.748547,2.1081092,1560,12.648645,16.107534,18.25134805614234,,24.713886,0.11,5.9999995,12.480325,17.212702,,16.309507,78,-378.64975,,-1.0,-1.0,17.212702
78,14.236729,76.92105,2.0789483,0.9999909,55.95531487464905,16.464245000000002,0.9736841999999999,12.287527,2.0789502,1580,12.645742,16.116923999999997,18.17076159124453,,24.606176,0.11,6.0827627,12.47746,17.212702,,16.311466,79,-373.69192999999996,,-1.0,-1.0,17.212702
79,14.22415,77.94872,2.0512817,0.9999909,57.14188027381897,16.61954,0.97435904,15.855762,2.0512837999999998,1600,12.644953,16.129812,18.33417844794932,,24.506618,0.11,6.164414,12.51928,17.212702,,16.315317,80,-368.8136,,-1.0,-1.0,17.212702
80,14.211727,78.97500600000001,2.0249971999999996,0.9999909,58.05284833908081,16.492212,0.9750001,19.53526,2.025001,1620,12.646122,16.138873999999998,18.196394616568,,24.407589,0.11,6.244998000000001,12.605507000000001,17.212702,,16.317501,81,-364.01047,,-1.0,-1.0,17.212702
81,14.199457,80.000015,2.0000009999999997,0.9999909,59.02330303192139,16.525654,0.97560996,16.925795,2.0000009999999997,1640,12.649113,16.148308,18.23118164200124,,24.313010000000002,0.11,6.3245554,12.657816,17.212702,,16.320038,82,-359.35645,,-1.0,-1.0,17.212702
82,14.187335999999998,81.02382,1.9761913,0.9999909,60.17852735519409,16.505014000000003,0.97619057,14.737364000000001,1.9761913,1660,12.653795,16.156801,18.21367621092913,,24.221320000000002,0.11,6.403124,12.682508,17.212702,,16.32227,83,-354.84106,,-1.0,-1.0,17.212702
83,14.175360000000001,82.04652,1.9534883,0.9999909,61.09026098251343,16.5986,0.97674423,18.332253,1.9534903000000001,1680,12.660052,16.167076,18.31571153054122,,24.13501,0.11,6.4807405,12.749417999999999,17.212702,,16.325557999999997,84,-350.39056,,-1.0,-1.0,17.212702
84,14.163526000000001,83.06819,1.9318199,0.9999909,62.0191261768341,16.515078,0.97727287,16.809523000000002,1.9318199,1700,12.66778,16.174985999999997,18.219405833803325,,24.049723,0.11,6.557439,12.796849,17.212702,,16.327785000000002,85,-346.06284,,-1.0,-1.0,17.212702
85,14.151829999999999,84.0889,1.9111098000000002,0.9999909,62.90114879608154,16.622732,0.9777779000000001,17.169610000000002,1.9111133999999999,1720,12.676877000000001,16.184935,18.334717934161006,,23.969670999999998,0.11,6.63325,12.847371,17.212702,,16.331217000000002,86,-341.83162999999996,,-1.0,-1.0,17.212702
86,14.140267999999999,85.10869,1.8913033,0.9999909,63.87041997909546,16.55441,0.9782608,14.640401999999998,1.8913069,1740,12.687255,16.192965,18.267671928807236,,23.89072,0.11,6.708203299999999,12.867669,17.212702,,16.333782,87,-337.72693,,-1.0,-1.0,17.212702
87,14.1288395,86.12765999999999,1.8723412,0.9999909,64.7914137840271,16.436636,0.97872347,19.790367,1.8723412,1760,12.698832000000001,16.19815,18.137101199110642,,23.811775,0.11,6.782329600000001,12.9460335,17.212702,,16.334951,88,-333.6571,,-1.0,-1.0,17.212702
88,14.11754,87.14584,1.8541668999999998,0.9999909,66.13014221191406,16.469535999999998,0.9791668,17.225711999999998,1.8541686999999998,1780,12.711528,16.203806,18.17263681296028,,23.735998000000002,0.11,6.8556547000000005,12.99383,17.212702,,16.336464000000003,89,-329.7077,,-1.0,-1.0,17.212702
89,14.106367,88.16327,1.8367329,0.9999909,67.25899147987366,16.442995,0.9795919,17.37585,1.8367363,1800,12.725273,16.208687,18.148172111300195,,23.662005999999998,0.11,6.9282026,13.042237,17.212702,,16.337646,90,-325.84445,,-1.0,-1.0,17.212702
90,14.095317000000001,89.18001600000001,1.8200008,0.9999909,68.43849468231201,16.579345999999997,0.9800002,16.595558,1.8200008,1820,12.740002,16.216099,18.284058732165338,,23.59297,0.11,7.0000005000000005,13.081012,17.212702,,16.340303,91,-322.07477,,-1.0,-1.0,17.212702
91,14.084388,90.19608000000001,1.8039199000000001,0.9999909,69.66811895370482,16.558348000000002,0.9803921999999998,18.146025,1.8039234,1840,12.755652,16.22281,18.268295546150185,,23.525541,0.11,7.0710679999999995,13.135803,17.212702,,16.342672,92,-318.3703,,-1.0,-1.0,17.212702
92,14.073576999999998,91.21155,1.788462,0.9999909,70.78737044334413,16.498682000000002,0.98076934,19.307627,1.788462,1860,12.772171,16.228117,18.195533336812073,,23.458899,0.11,7.1414285,13.201912,17.212702,,16.34435,93,-314.73312000000004,,-1.0,-1.0,17.212702
93,14.062880999999999,92.226425,1.7735848,0.9999909,72.48584389686584,16.415894,0.9811322,15.890208,1.7735865000000002,1880,12.789503999999999,16.231659,18.11605364704727,,23.392576000000002,0.11,7.211102499999999,13.230265,17.212702,,16.345112,94,-311.20975,,-1.0,-1.0,17.212702
94,14.0522995,93.24075,1.7592591,0.9999909,73.75007128715517,16.467215,0.9814815999999998,13.794637,1.7592608,1900,12.807602000000001,16.23602,18.176315772988872,,23.329058,0.11,7.280110400000001,13.235966000000001,17.212702,,16.346397,95,-307.7827,,-1.0,-1.0,17.212702
