,TimeElapsed,IWMin,DenMISEMeanLog,Bound,ReturnAbsMax,IWFirstEpisode,MISE,ReturnMax,DenMISELogFirst,SqrtESSClassic,IWNorm2,LQGmu01,IWLastEpisode,Iteration,IWMax,IWMean,URet,ReturnMin,IWNorm1,TimestepsSoFar,LQGmu1,ReturnMean,target_sum_log_mean,LQGsigma,ReturnLastEpisode,ReturnStepMax,DenMISELogLast
0,0.9034140110015868,,13.511501,47.42112,15.807039999999999,,,15.807039999999999,13.511501,1.0,1e-10,0.058,,1,,,17.497854397219367,,1e-10,20,0.524,15.807039999999999,-633.4356700000001,0.11,15.807039999999999,0.99233466,13.511501
1,13.452822923660278,,1.4574337,33.5318,15.807039999999999,,5.737919999999999e-18,15.807039999999999,12.818355,1.4142135,1.4142136e-10,0.058,1.3297648000000001e-18,2,1.3297648000000001e-18,6.648824000000001e-19,9.467825341079903,,2e-10,40,0.524,12.218509,-342.25034,0.11,8.629977,0.99233466,-9.903487
2,13.715177774429321,,5.331033000000001,51.85349,15.807039999999999,,4.4323690000000004,15.807039999999999,12.4128895,1.0,1.556891,0.062,1.556891,3,1.556891,0.51896363,9.380979328601766,,1.556891,60,0.551,10.992608,-232.61182000000002,0.11,8.540809,0.99233466,13.889163
3,14.409015655517578,,7.831347,40.037407,15.807039999999999,,6.367943,15.807039999999999,12.125207000000001,1.408431,2.1189162999999995,0.069,1.6275268,4,1.6275268,0.7460869000000001,9.367139853099497,,2.9843476000000004,80,0.596,10.377052,-181.28898999999998,0.11,8.530382000000001,0.99233466,15.777307
4,15.119798421859741,,8.12002,37.37445,15.807039999999999,,8.770414,15.807039999999999,11.902063,1.6578473000000002,3.1052343999999996,0.082,2.4251718999999996,5,2.4251718999999996,1.0296009,9.331689957489868,,5.1480045,100,0.677,10.001545,-157.58684,0.11,8.499516499999999,0.99233466,9.533836
5,15.821088314056395,,9.785705,32.869724,15.807039999999999,,8.621741,15.807039999999999,11.719742,1.9556726999999998,3.1045903999999998,0.087,1.4823308000000002,6,2.0368624,1.0119271,9.364849041417127,,6.071562999999999,120,0.701,9.7550745,-131.67747,0.11,8.522719,0.99233466,18.149338
6,16.484469890594482,,10.155702999999999,30.34853,15.807039999999999,,8.852373,15.807039999999999,11.565591,2.206028,3.2975123,0.09,1.6291463,7,1.8072553,1.0392006999999999,9.344996240314167,,7.2744045,140,0.716,9.5773115,-112.86466000000001,0.11,8.510744,0.99233466,12.402173
7,17.058962106704712,,10.757104,28.126109999999997,15.807039999999999,,8.5601845,15.807039999999999,11.43206,2.4236584,3.3157419999999997,0.092,1.1563698,8,1.6568055,1.0045283,9.37641185474367,,8.036226,160,0.725,9.447436999999999,-97.813675,0.11,8.538307000000001,0.99233466,14.959484
8,17.717434167861942,,10.941288,26.706978000000003,15.807039999999999,,8.652787,15.807039999999999,11.314277,2.626599,3.4795294,0.093,1.4013201000000002,9,1.5544133,1.0154809999999999,9.349042393105579,,9.139329,180,0.733,9.343878,-86.20566600000001,0.11,8.515409,0.99233466,12.429552000000001
9,18.63268184661865,,11.362192,25.273155,15.807039999999999,,7.898762700000001,15.807039999999999,11.208917,2.7293687,3.3947220000000002,0.095,0.39735168,10,1.4805351,0.9265448000000001,9.459082927932727,,9.265448,200,0.739,9.270719,-76.69530999999999,0.11,8.612286,0.99233466,15.151142000000002
