,LQGmu01,ReturnMin,MISE,IWNorm2,IWLastEpisode,URet,IWMin,Iteration,SqrtESSClassic,target_sum_log_mean,ReturnLastEpisode,Bound,IWMean,DenMISEMeanLog,ReturnAbsMax,IWMax,ReturnMean,DenMISELogFirst,LQGsigma,LQGmu1,ReturnStepMax,ReturnMax,DenMISELogLast,TimestepsSoFar,IWFirstEpisode,TimeElapsed,IWNorm1
40,-0.003,,12.452179,23.04587,9.086926,12.965525109496568,,41,1.763481,-74.02865600000001,11.683246,13.379751999999998,0.99124277,13.822576000000002,16.27559,16.444948,11.461486,16.990217,0.11,-0.034,0.9999735000000001,16.27559,7.1469364,820,2.2711903e-09,36.78182935714722,40.640953
41,-0.003,,13.938837,23.227156,4.510202,14.365457791851668,,42,2.0310986,-67.5837,12.976421,14.744194,1.1232535,13.787495000000002,16.27559,15.079051000000002,11.497556,16.966117999999998,0.11,-0.03,0.9999735000000001,16.27559,12.475063,840,1.926721e-10,37.59722805023194,47.176643
42,-0.002,,14.075382000000001,23.42531,0.26887748,14.816990846302724,,43,2.1591656,-55.4545,13.32378,14.832970999999999,1.1762587,13.825482000000001,16.27559,15.000716,11.540027,16.942589,0.11,-0.019,0.9999735000000001,16.27559,15.413148999999999,860,1.0054939999999999e-13,38.73397779464722,50.579124
43,-0.001,,13.975059,19.159779,9.382263,13.09741210740037,,44,2.7261658,-49.957565,11.839724,14.575079999999998,1.1871076,13.823057999999998,16.27559,9.984243,11.546838000000001,16.9196,0.11,-0.014,0.9999735000000001,16.27559,13.654832999999998,880,2.150338e-15,39.55673098564147,52.232735
44,-0.005,,6.820458400000001,14.130042999999999,9.778443e-07,12.352440765001669,,45,1.656278,-83.4324,11.212705,7.808069000000001,0.5200729000000001,13.831117,16.27559,10.448969,11.5394125,16.897125,0.11,-0.049,0.9999735000000001,16.27559,14.071976999999999,900,6.73353e-06,40.94962596893311,23.40328
45,-0.002,,12.892261999999999,19.811653,0.08745915,16.11083445309256,,46,2.4980697999999997,-52.09324,14.531495999999999,13.547070999999999,1.0758888999999998,13.830469,16.27559,11.373465,11.604458000000001,16.875147,0.11,-0.021,0.9999735000000001,16.27559,14.313692999999999,920,3.2313632e-13,42.113602876663215,49.49089
46,-0.0,,12.614505,13.088395,0.026834989,12.799836575695453,,47,4.218007599999999,-39.11294,11.563514,13.002308,1.1746159,13.623048,16.27559,4.3376627,11.603587,16.853642,0.11,-0.001,0.9999735000000001,16.27559,4.0768633,940,3.936988e-20,43.32712149620056,55.206947
47,0.002,,3.8371690000000003,9.435456,0.03674084,10.202645532715325,,48,2.0200171,-33.68565,9.290136,4.646943599999999,0.39707884,13.647335,16.27559,8.8359,11.555389,16.832588,0.11,0.017,0.9999735000000001,16.27559,14.640652,960,5.651986599999999e-28,44.57380366325378,19.059784
48,0.001,,6.742978999999999,10.427318,5.412154699999999,10.124657006724838,,49,3.2519228,-33.013657,9.21785,7.2459917,0.692017,13.653533,16.27559,6.2874126,11.507684,16.811968,0.11,0.013,0.9999735000000001,16.27559,14.561126000000002,980,3.1552417999999997e-26,45.262559175491326,33.908833
49,0.001,,9.179478,10.796224,3.5045385000000002,10.149823500708347,,50,4.294536,-32.543440000000004,9.244744,9.560369999999999,0.92729545,13.737169,16.27559,3.5045385000000002,11.462425,16.791764999999998,0.11,0.01,0.9999735000000001,16.27559,18.154621,1000,1.2704068e-24,46.14795994758606,46.364773
50,0.001,,11.061296,11.550092999999999,2.661542,10.947382495714953,,51,4.823757,-32.554367,9.94507,11.400400999999999,1.0924479,13.649675,16.27559,2.8639349999999997,11.432673,16.771963,0.11,0.006,0.9999735000000001,16.27559,9.360253,1020,5.1150473e-23,47.37100625038147,55.71484399999999
51,-6.658e-05,,12.858592999999999,13.798148000000001,2.6904306,10.760270907308826,,52,4.601185,-33.833492,9.770700999999999,13.214101000000001,1.2209197,13.610513000000001,16.27559,4.476708400000001,11.400712,16.752544,0.11,-0.001,0.9999735000000001,16.27559,11.5359335,1040,2.7571032e-20,48.25287914276123,63.487827
52,0.001,,9.893604,10.868639,2.1183996,10.401251962726995,,53,4.845369,-30.300568,9.458793,10.231196,0.99363333,13.624203,16.27559,2.887041,11.364073,16.733496,0.11,0.008,0.9999735000000001,16.27559,14.139482999999998,1060,6.0641947000000004e-24,49.0307719707489,52.662567
53,0.0,,11.905877,12.292603,2.3980107000000004,10.511959097467935,,54,5.1454678,-30.394740999999996,9.574268,12.22378,1.1713183,13.716779,16.27559,2.8483791000000003,11.330928,16.714804,0.11,0.004,0.9999735000000001,16.27559,18.64068,1080,3.6123526e-22,49.82960963249207,63.25119
54,-0.002,,12.677427,22.042145,3.6011945e-05,10.775752951732752,,55,2.6380765,-44.046929999999996,9.787611,13.297483999999999,1.057252,13.704535,16.27559,11.432024,11.302868,16.696455,0.11,-0.023,0.9999735000000001,16.27559,12.888035,1100,1.4853868999999998e-12,51.26639604568482,58.148865
55,-0.014,,2.5598562,6.9837723,,12.265257882137444,,56,1.2737352,-244.58064,11.0978155,3.8440779999999997,0.15884779999999998,13.69174,16.27559,6.8184357,11.299207000000001,16.678435999999998,0.11,-0.143,0.9999735000000001,16.27559,12.993814,1120,0.13225006,52.21426653862,8.895475999999999
56,-0.012,,16.866346,23.315962,9.720506,17.74985637670809,,57,2.618564,-181.51099,16.017607,17.491024,1.0711287,13.590975,16.27559,13.16325,11.381986,16.663095000000002,0.11,-0.115,0.9999735000000001,16.27559,8.787692,1140,7.1306825,52.73025465011597,61.054337
57,-0.013,,18.99396,32.771053,20.279377,17.984180945493673,,58,2.0980396,-199.84213,16.26101,19.77362,1.1854303999999998,13.563911,16.27559,21.455579999999998,11.466106,16.763576999999998,0.11,-0.126,0.9999735000000001,16.27559,12.016159,1160,2.4849951,53.4828736782074,68.75497
58,-0.014,,19.092160999999997,34.799026,17.537454999999998,17.35808784504665,,59,2.0259302,-214.29642,15.664465,19.899572,1.194922,13.561124,16.27559,23.962288,11.537265,16.788432999999998,0.11,-0.135,0.9999735000000001,16.27559,13.337685999999998,1180,0.6314287,54.41306829452515,70.5004
59,-0.014,,20.319456,38.585274,29.676091999999997,17.98849107718345,,60,1.9628333999999998,-226.06305,16.2462,21.152822,1.2622744,13.563357,16.27559,29.676091999999997,11.615747,16.782272,0.11,-0.142,0.9999735000000001,16.27559,13.634984,1200,0.13607258,55.44938731193543,75.736465
60,-0.012,,17.059343,20.861411999999998,6.9511270000000005,17.686298297220887,,61,3.1488886000000003,-176.9472,15.984865,17.578815,1.0768895,13.608507000000001,16.27559,9.059876,11.687372,16.768007,0.11,-0.12,0.9999735000000001,16.27559,16.212035999999998,1220,4.7616878,56.602662324905396,65.69026
61,-0.013,,15.556241,21.725046,1.9926977,17.25798633001165,,62,2.7811935,-193.09038,15.568280999999999,16.144389999999998,0.9745412,13.591932,16.27559,10.972597,11.749967,16.826912,0.11,-0.13,0.9999735000000001,16.27559,12.549942999999999,1240,1.4110628,57.66215682029724,60.421555000000005
62,-0.011,,17.62619,19.792543,1.9052827,17.497671544099855,,63,3.5915718,-146.96806,15.786387,18.081635000000002,1.1283546999999998,13.659872,16.27559,7.3441644,11.814036,16.833414,0.11,-0.107,0.9999735000000001,16.27559,17.945657999999998,1260,7.3441644,58.73182725906372,71.08634
63,-0.011,,17.27776,19.106234,4.7500544,17.545792534129397,,64,3.704021,-141.86003,15.848819,17.719376,1.1057795,13.66743,16.27559,6.551012,11.877081,16.92793,0.11,-0.105,0.9999735000000001,16.27559,14.053745000000001,1280,6.551012,60.0412278175354,70.76989
64,-0.011,,17.243166,18.682508,5.433902,17.54899375446492,,65,3.8354936,-138.64874,15.855494,17.669645000000003,1.1024098,13.703481,16.27559,5.9811354,11.938286999999999,17.00988,0.11,-0.105,0.9999735000000001,16.27559,15.939478,1300,5.9811354,61.545506715774536,71.65664
65,-0.011,,17.1395,18.12473,4.3352146,17.478293192357945,,66,3.9869053,-136.77267,15.772085,17.549782,1.0948725000000001,13.686325,16.27559,5.591943,11.996375,17.082639999999998,0.11,-0.105,0.9999735000000001,16.27559,12.500489,1320,5.591943,62.7286286354065,72.26158000000001
66,-0.012,,17.608055,18.257046,5.5586004,17.681955516901503,,67,4.0925503,-152.38031,15.968952,18.007748,1.1151923000000001,13.633673000000002,16.27559,5.8413734,12.055667999999999,17.14893,0.11,-0.116,0.9999735000000001,16.27559,10.09217,1340,4.3498874,63.50504803657532,74.71788000000001
67,0.013,,0.030030632,0.19078916,,17.254873392882256,,68,1.2011171999999999,-145.83196999999998,15.599105999999999,1.3918947,0.003370002,13.57293,16.27559,0.18598916,12.107778,17.197018,0.11,0.133,0.9999735000000001,16.27559,9.416071,1360,,64.48018908500671,0.22916014
68,0.013,,0.6886548000000001,5.244651999999999,5.24465,9.93304951358072,,69,1.0009940000000002,-131.37381000000002,9.051263,2.3227887000000003,0.076085,13.167506,16.27559,5.24465,12.06348,17.182419,0.11,0.125,0.9999735000000001,16.27559,-13.412001,1380,,65.9790506362915,5.249865
69,0.012,,10.126278999999998,73.76675,73.58,9.870606590464448,,70,1.0686055,-126.60412600000001,8.988078,11.65702,1.1261079,13.086677,16.27559,73.58,12.019546,17.168029999999998,0.11,0.124,0.9999735000000001,16.27559,8.428922,1400,,67.07256269454956,78.82755
70,0.012,,9.624042999999999,56.68484,18.290653,9.856236847300126,,71,1.3411465,-116.45251999999999,8.973917,10.843716,1.0707419,13.050349,16.27559,53.48440600000001,11.976649,17.153845,0.11,0.118,0.9999735000000001,16.27559,10.709646000000001,1420,,67.88094282150269,76.022675
71,-0.239,,,8.485281400000001e-10,,9.85724347516324,,72,8.485282000000002,-877.2379,8.976788,0.19277596,,13.031998,16.27559,,11.934984,17.139858,0.11,-0.985,0.9999735000000001,16.27559,11.87322,1440,,68.59146380424501,7.2e-09
72,-0.239,,3.219955e-24,8.544004e-10,1.4295622e-23,18.18738956503752,,73,8.5440035,-866.1265,16.442566,0.1934152,1.9583043999999999e-25,12.654931,16.442566,1.4295622e-23,11.996733,17.126066,0.11,-0.985,0.9999735000000001,16.442566,-13.5008,1460,,69.57882118225098,7.2999997e-09
73,-0.243,,10.355271,45.81588,45.81588,18.467472316105148,,74,1.0,-854.6805,16.725426000000002,12.03624,0.61913353,12.65505,16.725426000000002,45.81588,12.060634,17.112460000000002,0.11,-0.986,0.9999735000000001,16.725426000000002,13.657047,1480,,70.35131764411925,45.81588
74,-0.233,,12.933546,45.391940000000005,43.134586,18.766833078562733,,75,1.2616978,-841.7118,17.00677,14.288264000000002,0.7636121,12.680497,17.00677,43.134586,12.126582,17.099037,0.11,-0.983,0.9999735000000001,17.00677,15.07495,1500,,71.32250642776489,57.27091
75,-0.226,,15.889237,47.632294,25.970415,18.77333564552087,,76,1.4926935,-829.4635,17.005523999999998,17.034311,0.9355318000000001,12.666955,17.00677,39.535778,12.190778,17.085793,0.11,-0.98,0.9999735000000001,17.00677,12.017769,1520,,72.37697458267213,71.10042
76,-0.229,,15.182091,36.5339,19.389565,18.58621050034184,,77,1.8902569,-818.8298,16.834219,16.08633,0.89686304,12.708967,17.00677,23.344692000000002,12.251082,17.07272,0.11,-0.981,0.9999735000000001,17.00677,16.111423000000002,1540,,73.48222017288208,69.05846
77,-0.213,,15.086379,36.163242,19.360407000000002,18.749372473847085,,78,1.9170523999999998,-805.7419,16.988526999999998,15.977979999999999,0.8888055,12.721941000000001,17.00677,25.058626,12.311819,17.059816,0.11,-0.974,0.9999735000000001,17.00677,13.913647000000001,1560,,74.84988474845886,69.32683
78,-0.204,,14.787015,37.329815,31.455146999999997,18.795846677192515,,79,1.840699,-793.75714,17.021912,15.716426,0.8697841999999999,12.786524,17.021912,31.455146999999997,12.371441,17.047076999999998,0.11,-0.968,0.99997956,17.021912,18.020653,1580,,76.58238887786865,68.71295
79,-0.211,,19.200054,39.179237,23.076195000000002,18.662630964527835,,80,2.3108752,-784.79767,16.900768,19.940365,1.1317291,12.7431965,17.021912,23.076195000000002,12.428057,17.034498000000003,0.11,-0.973,0.99997956,17.021912,9.536767999999999,1600,,77.98831367492677,90.53833
80,-0.214,,19.441323999999998,35.632329999999996,15.531931,18.72249027732709,,81,2.6054583,-775.40936,16.959406,20.097932999999998,1.146155,12.705860000000001,17.021912,16.580583999999998,12.484000000000002,17.022076000000002,0.11,-0.974,0.99997956,17.021912,9.685248,1620,,79.50603890419006,92.838554
81,-0.234,,14.0653105,24.303034,10.410803,18.700555755292868,,82,2.8063203999999997,-768.6481,16.946898,14.674922,0.831733,12.769739999999999,17.021912,12.309628,12.538425,17.009806,0.11,-0.983,0.99997956,17.021912,17.878418,1640,,80.61814832687378,68.2021
82,-0.228,,16.841185,26.669918,9.895121000000001,18.608610905680358,,83,3.0963569,-758.3565,16.853111,17.393694,0.99493474,12.795577999999999,17.021912,10.426721,12.59041,16.997684,0.11,-0.981,0.99997956,17.021912,15.117436999999999,1660,,82.01180601119995,82.57958
83,-0.221,,17.764957,27.534059999999997,5.9968824,18.774869637262963,,84,3.1978307,-748.2294,17.005009,18.299934,1.0482055000000001,12.769969,17.021912,10.175817,12.642964,16.985708,0.11,-0.978,0.99997956,17.021912,10.691605000000001,1680,,83.79230546951294,88.04926
84,-0.211,,19.623373,32.258379999999995,12.129050999999999,18.7294096345659,,85,3.0476713,-737.691,16.961441,20.18471,1.1566229,12.786169000000001,17.021912,15.963664000000001,12.693769999999999,16.973873,0.11,-0.973,0.99997956,17.021912,14.14303,1700,,84.8306951522827,98.31294
85,-0.193,,15.480599,43.010563,0.34934816,18.76540109424782,,86,1.8222212,-726.20276,17.006025,16.419435999999997,0.9113344000000001,12.787008,17.021912,39.553505,12.743912,16.962177,0.11,-0.96,0.99997956,17.021912,12.761894999999999,1720,,85.51162338256836,78.374756
86,-0.232,,14.303396,22.075674,0.9239443000000002,18.904670590185994,,87,3.3309815,-723.4279,17.12852,14.820205,0.8452145000000001,12.778247,17.12852,8.727618,12.794311,16.950617,0.11,-0.983,0.99997956,17.12852,12.207333,1740,,86.38362622261047,73.53366
87,-0.221,,16.927843,23.742006,3.437869,18.702969315199358,,88,3.7000367999999995,-713.5339,16.951185,17.393103,0.9982534,12.81593,17.12852,7.756835499999999,12.841547,16.939188,0.11,-0.978,0.99997956,17.12852,16.273973,1760,,87.99606466293335,87.8463
88,-0.204,,18.368078,30.334627,9.180906,18.848954478143717,,89,3.1691072,-702.9807,17.074061999999998,18.911285,1.0801537,12.8338585,17.12852,14.612581,12.889104,16.927889,0.11,-0.969,0.99997956,17.12852,14.442232999999998,1780,,89.48854231834412,96.13368
89,-0.171,,10.217308000000001,34.491756,0.08615702,18.789899463528204,,90,1.5626011,-689.7769,17.016554,11.318985000000001,0.598854,12.883572000000001,17.12852,24.826632,12.934965,16.916716,0.11,-0.939,0.99997956,17.12852,17.275944,1800,,91.2060844898224,53.89686
90,-0.175,,18.503076999999998,57.585434,49.123329999999996,18.757306818791847,,91,1.7175273000000002,-682.7693,16.991768,19.505379,1.0868633,12.6795025,17.12852,49.123329999999996,12.979545,16.905666,0.11,-0.943,0.99997956,17.12852,-5.228608,1820,,93.05189609527588,98.90456
91,-0.179,,18.311996,45.703377,16.904106,18.880395920638467,,92,2.1633223999999998,-675.8856,17.107117000000002,19.107754,1.0746863000000002,12.702107,17.12852,33.104527000000004,13.024408,16.894737,0.11,-0.948,0.99997956,17.12852,14.822617000000001,1840,,94.58756303787231,98.87114
