,SqrtESSClassic,target_sum_log_mean,DenMISELogLast,ReturnLastEpisode,TimestepsSoFar,TimeElapsed,IWNorm2,Iteration,Bound,ReturnMax,MISE,ReturnMin,ReturnStepMax,IWFirstEpisode,IWMax,DenMISEMeanLog,ReturnMean,LQGmu01,IWMin,URet,LQGmu1,IWMean,IWNorm1,LQGsigma,ReturnAbsMax,IWLastEpisode,DenMISELogFirst
0,1.0,18.78473,18.60218,15.058442000000001,20,1.2330834865570068,1.2002747,1,48.19115,15.058442000000001,18.074266,,0.9625284,1.2002747,1.2002747,18.60218,15.058442000000001,-0.011,,16.687925283112616,-0.111,1.2002747,1.2002747,0.11,15.058442000000001,1.2002747,18.60218
1,1.4142135,-563.36865,20.929247,15.953459,40,30.533833265304565,1.4142136e-10,2,22.561598,15.953459,,,0.9978268,,,19.81343,15.505951000000001,0.04,,17.662259126015382,0.378,,2e-10,0.11,15.953459,,18.697615
2,1.7320506999999998,-394.49203,-10.308952,8.75579,60,31.826244115829468,1.7320508999999999e-10,3,18.421469000000002,15.953459,1.9998563e-20,,0.9978268,,6.852116e-21,9.502326,13.255897500000001,0.04,,9.605544987978211,0.378,2.2840387000000002e-21,3e-10,0.11,15.953459,6.852116e-21,18.29215
3,1.0,-268.33167000000003,18.05901,8.638629,80,32.378949403762824,2.7050259999999997,4,37.748847999999995,15.953459,5.841929,,0.9978268,,2.7050259999999997,11.425735000000001,12.10158,0.036,,9.488374309289783,0.346,0.6762564999999999,2.7050259999999997,0.11,15.953459,2.7050259999999997,18.004469
4,1.4141629,-224.29842000000002,13.003926,8.630616,100,33.67560505867005,2.611222,5,28.939384000000004,15.953459,6.3769774,,0.9978268,,1.8619796000000002,11.666171,11.407387,0.039,,9.478313324247814,0.368,0.7385385999999999,3.6926932,0.11,15.953459,1.8619796000000002,17.781323999999998
5,1.3656284,-168.2663,16.643682000000002,8.67779,120,35.443564891815186,6.4544477,6,36.093708,15.953459,12.729434,,0.9978268,,6.174883,12.448580999999999,10.952454,0.035,,9.531168900930957,0.335,1.4690628000000001,8.814377,0.11,15.953459,6.174883,17.599003
6,1.3071826000000002,-131.17738,17.947845,8.655869000000001,140,37.227176904678345,5.5865273,7,33.454209999999996,15.953459,9.045286,,0.9978268,,5.4202485000000005,13.259889999999999,10.624369999999999,0.032,,9.506800710295991,0.31,1.0432302,7.3026114,0.11,15.953459,1.2811607,17.444853
7,1.11106,-103.61909,12.227346,8.6982565,160,39.183981657028205,7.983906299999999,8,38.359734,15.953459,9.642186,,0.9978268,,7.9388375,13.117170000000002,10.383606,0.029,,9.556342583904602,0.281,1.1088248,8.870599,0.11,15.953459,7.9388375,17.311321
8,1.5722697,-90.705574,18.291416,8.7072315,180,41.094573974609375,7.3500156,9,31.464243,15.953459,11.170702,,0.9978268,,5.347698,13.67634,10.197341999999999,0.029,,9.563791322409726,0.284,1.2840228999999999,11.556207,0.11,15.953459,5.347698,17.193539
9,3.1622772,-155.82898,12.35625,8.730141999999999,200,43.0282244682312,3.162278e-10,10,10.089855,15.953459,,,0.9978268,,,13.553357,10.050623,0.011,,9.58694938449119,0.11,,1e-09,0.11,15.953459,,17.088176999999998
10,1.0,-131.74055,2.3237547999999997,8.979992999999999,220,45.01787257194519,15.221954,11,44.333557,15.953459,12.426639999999999,,0.9978268,,15.221954,12.445839999999999,9.953292,0.012,,9.866464782792972,0.116,1.3838139999999999,15.221954,0.11,15.953459,15.221954,16.992867
11,1.4141692,-117.81721999999999,16.381754,8.99265,240,47.001797437667854,9.583497,12,32.711315,15.953459,10.14901,,0.9978268,,6.830005,12.766464,9.873239,0.012,,9.876908633309247,0.117,1.1293906,13.552686999999999,0.11,15.953459,6.722681,16.905855
12,2.0866246,-71.09679399999999,10.144942,9.000658999999999,260,48.987385749816895,1.5470271e-09,13,15.291163000000001,15.953459,1.3326882e-09,,0.9978268,,1.0640309e-09,12.559797999999999,9.806118,0.017,,9.885822335427324,0.171,1.4831267e-10,3.2280647e-09,0.11,15.953459,5.953381999999999e-13,16.825813
13,1.0,-67.55033,15.205706,8.916066,280,51.609912395477295,29.1711,14,50.48488,15.953459,18.577961,,0.9978268,,29.1711,12.679975500000001,9.742543,0.016,,9.793055369484355,0.162,2.08365,29.1711,0.11,15.953459,29.1711,16.751704999999998
14,1.4142097,-60.73525,16.125035999999998,8.911717,300,53.97370266914368,12.203581,15,32.817634999999996,15.953459,10.255975999999999,,0.9978268,,8.64925,12.920328,9.687154,0.017,,9.786402920829763,0.165,1.1505616,17.258423,0.11,15.953459,8.64925,16.682713
15,1.7280089,-56.314793,14.977085,8.900128,320,55.897549629211426,10.276945,16,28.353641999999997,15.953459,9.889086,,0.9978268,,6.357857,13.045174000000001,9.637965,0.017,,9.77589996906173,0.164,1.1099157,17.758651999999998,0.11,15.953459,5.3808584,16.618174
16,1.8336816000000002,-54.54367,16.410398,8.922814,340,58.17979335784912,9.590089,17,26.623528000000004,15.953459,9.223059,,0.9978268,,7.1813063999999995,13.2415905,9.595897,0.016,,9.799669858717882,0.156,1.0344216999999998,17.585169,0.11,15.953459,7.1813063999999995,16.557548999999998
17,2.1499124,-50.195488,16.53645,8.920046000000001,360,60.902837038040154,9.18225,18,24.61986,15.953459,9.778828,,0.9978268,,5.330895,13.420886999999999,9.55835,0.016,,9.79625530918135,0.157,1.096724,19.741034,0.11,15.953459,4.786437,16.500391
18,1.2859533,-56.39245,16.177843,8.936401,380,64.37134456634521,3.17444,19,26.732332,15.953459,1.9204523999999998,,0.9978268,,3.146125,13.566602,9.525616000000001,0.014,,9.814433781088184,0.137,0.21485166,4.0821815,0.11,15.953459,3.146125,16.446323
19,1.1724691,-55.051636,13.825859,8.9566345,400,67.59370565414429,15.030172,20,35.10538,15.953459,7.891941,,0.9978268,,14.949268,13.540949,9.497167,0.013,,9.836657788247841,0.133,0.8811207,17.622414000000003,0.11,15.953459,14.949268,16.395031
20,2.4427562000000003,-39.936690000000006,15.057207,8.974592999999999,420,72.05003571510316,9.213178,21,22.618378,15.953459,9.556526,,0.9978268,,4.0583167,13.599489000000002,9.472282,0.016,,9.85724858156372,0.162,1.0716927,22.505547,0.11,15.953459,0.0009074091,16.346241
21,1.6157708,-45.716362,11.287486999999999,8.882031,440,76.07190012931824,10.831626,22,26.869267999999998,15.953459,7.122089999999999,,0.9978268,,9.765467999999998,13.4948,9.445453,0.014,,9.755268814394345,0.139,0.7955193,17.501425,0.11,15.953459,0.0009114555,16.29972
22,1.0343876,-95.9771,6.3480635,8.934484,460,80.30378937721251,0.18081662,23,30.91938,15.953459,0.07318894599999999,,0.9978268,,0.18076214,13.171918,9.423236,0.009,,9.813074074979387,0.087,0.008131933000000001,0.18703447,0.11,15.953459,6.1684967e-13,16.255268
23,1.0010213,-98.83008000000001,13.286992000000001,9.0372505,480,83.79797792434692,19.014565,24,39.041622,15.953459,7.167257000000001,,0.9978268,,19.014554999999998,13.136264,9.407154,0.008,,9.925638232219713,0.082,0.79308265,19.033983,0.11,15.953459,19.014554999999998,16.21271
24,1.4166902,-88.59201999999999,16.010937,9.059648,500,86.89246439933777,18.080988,25,31.792137,15.953459,9.26998,,0.9978268,,13.732879999999998,13.235432000000001,9.393253,0.009,,9.949898940597658,0.086,1.0246063,25.615157999999997,0.11,15.953459,11.760792,16.171885999999997
25,5.098871,-357.47934,14.688649,9.049199,520,90.17688584327698,5.106969e-10,26,6.257643,15.953459,2.4404404e-12,,0.9978268,5.40465e-15,3.9721837e-12,13.285468,9.380021000000001,-0.001,,9.937850139745448,-0.014,1.5298417e-13,2.6039777e-09,0.11,15.953459,,16.132666
26,1.0,-321.12597999999997,9.885897,11.930078,540,94.5296859741211,49.038925,27,53.574996999999996,15.953459,21.668081,,0.9978268,4.4749366000000004e-17,49.038925,13.123217000000002,9.474467,-0.001,,13.202979720696636,-0.008,1.8162565,49.038925,0.11,15.953459,49.038925,16.094925
27,1.237881,-287.7966,13.26821,11.441745,560,99.72857046127321,17.965506,28,35.164165000000004,15.953459,9.388734,,0.9978268,2.493565e-19,17.262434,13.130303,9.544728,-0.0,,12.626114694735222,-0.002,0.7942556,22.239157000000002,0.11,15.953459,4.9767227,16.058557999999998
28,1.6784195,-286.69806,16.152744000000002,10.490271,580,103.48797821998596,20.12274,29,32.077255,15.953459,13.067157,,0.9978268,3.0672674e-18,14.163567,13.222848,9.577332,-0.001,,11.569792363682884,-0.005,1.1646345,33.7744,0.11,15.953459,14.163567,16.023466
29,1.6568724,-317.90227999999996,9.047039999999999,11.774596,600,107.61702060699464,12.014617999999999,30,26.933965999999998,15.953459,7.6766467,,0.9978268,5.5933647999999994e-14,9.743411,13.083423,9.650574,-0.002,,13.05203768322292,-0.017,0.6635563,19.906689,0.11,15.953459,6.37521,15.989564999999999
30,2.1713257,-289.3127,7.2317990000000005,12.734625,620,112.4950942993164,16.213493,31,28.090883,15.953459,13.396212,,0.9978268,8.885401e-16,8.721494,12.882142,9.750060000000001,-0.001,,14.120681942325774,-0.012,1.1356378999999999,35.204772999999996,0.11,15.953459,8.3086815,15.956776000000001
31,1.4029152,-482.10625999999996,12.958278,11.163841,640,116.9313747882843,0.031424847,32,22.764738,15.953459,0.021440953,,0.9978268,0.019239176,0.024847034,12.885580000000001,9.79424,-0.007,,12.316069027682627,-0.066,0.0013776999,0.044086397,0.11,15.953459,2.4132812e-11,15.925026999999998
32,1.0000999,-440.78525,11.963764,13.953118,660,120.13443398475648,56.138805000000005,33,55.643097,15.953459,23.739367,,0.9978268,0.0018821006,56.138805000000005,12.8278475,9.920266999999999,-0.006,,15.495882728102655,-0.059,1.7013458,56.144413,0.11,15.953459,56.138805000000005,15.894855999999999
33,1.4929691999999999,-485.47443,15.623445000000002,14.595732,680,124.57932925224304,4.122648000000001,34,23.960995,15.953459,2.5895443,,0.9978268,0.23567107,3.3979917,12.910327,10.057780000000001,-0.007,,16.183368481172884,-0.074,0.18102899,6.154986,0.11,15.953459,2.3132303,15.86506
34,1.4162556,-587.58026,16.399668,14.885753,700,128.25608015060422,23.280998,35,37.094184999999996,15.953459,14.565116,,0.9978268,17.9137,17.9137,12.986837,10.195723,-0.01,,16.495964561592885,-0.103,0.94205266,32.971844,0.11,15.953459,0.18950379,15.842979999999999
35,1.715566,-613.8892,12.049394,15.849301,720,131.13890075683594,26.651026,36,38.507909999999995,15.953459,19.909435000000002,,0.9978268,12.217305,16.843729,12.954875,10.352766,-0.011,,17.545431103464225,-0.113,1.2700443000000001,45.721596000000005,0.11,15.953459,16.652431,16.228123
36,1.6521793999999999,-615.2768,10.739316,16.496914,740,135.80769348144528,40.969814,37,49.48471,16.496914,29.514826,,0.9999144,7.2965527,36.653853999999995,12.896889,10.518825,-0.012,,18.250042118480557,-0.118,1.8294455000000003,67.68948,0.11,16.496914,36.653853999999995,16.492924
37,1.7168225,-618.82275,14.169222,16.145794,760,138.64763736724856,41.510384,38,49.623894,16.496914,30.405934999999996,,0.9999144,3.9526483999999997,37.22695,12.941902,10.666903,-0.012,,17.861662908912013,-0.123,1.87542,71.26595999999999,0.11,16.496914,13.665519,16.646244
38,1.6559223,-627.0203,15.408601,15.925355,780,141.1322686672211,41.895832,39,48.842372999999995,16.496914,28.917627000000003,,0.9999144,1.6059122,39.06735,13.017797999999999,10.801734,-0.013,,17.637287185335552,-0.129,1.7788781000000002,69.37624,0.11,16.496914,8.651337,16.719225
39,1.4725375,-642.12854,18.235329999999998,15.863249,800,146.71549773216248,41.476616,40,47.31358,16.496914,24.907476000000003,,0.9999144,0.35446468,40.294525,13.158679000000001,10.928272999999999,-0.014,,17.578273741820226,-0.138,1.5268968,61.075874,0.11,16.496914,5.2851133,16.734258999999998
40,1.2024068,-663.4416,9.023121000000002,15.40524,820,153.4239037036896,35.03994,41,44.29915,16.496914,16.859327,,0.9999144,0.03173647,34.850693,13.062712,11.037467,-0.015,,17.091678091794883,-0.148,1.027616,42.132259999999995,0.11,16.496914,0.068944216,16.718388
41,1.4294014,-703.95807,11.976706,16.307274,840,160.64135408401492,28.817293,42,39.172092,16.496914,16.089823000000003,,0.9999144,0.00020020828000000002,22.461678,13.032115,11.162938,-0.017,,18.03924449499248,-0.164,0.9807495,41.19148,0.11,16.496914,18.049,16.695065
42,1.4898367000000001,-259.24042000000003,13.173635500000001,16.3121,860,163.98522830009458,8.255378,43,26.127860000000002,16.496914,3.9819214,,0.9999144,5.8468896e-10,7.8122773,13.0310755,11.282686,-0.003,,18.049930557739973,-0.031,0.28602707,12.299164999999999,0.11,16.496914,5.940914999999999e-17,16.67154
43,1.3635308000000002,-266.35422,4.031197,13.88591,880,168.42281246185303,47.167423,44,44.723206,16.496914,20.525856,,0.9999144,1.377416e-08,44.51573,12.810189,11.341851,-0.004,,15.360230988353615,-0.037,1.4616871,64.31423000000001,0.11,16.496914,44.51573,16.64855
44,1.3284775,-739.1507,13.968242000000002,13.1616745,900,172.26406693458557,19.114645,45,34.060340000000004,16.496914,9.224522,,0.9999144,7.457095e-09,18.360718,12.838330000000001,11.382292,-0.019,,14.558362403531802,-0.189,0.56429726,25.393375,0.11,16.496914,,16.626076
