,SqrtESSClassic,target_sum_log_mean,DenMISELogLast,ReturnLastEpisode,TimestepsSoFar,TimeElapsed,IWNorm2,Iteration,Bound,ReturnMax,MISE,ReturnMin,ReturnStepMax,IWFirstEpisode,IWMax,DenMISEMeanLog,ReturnMean,LQGmu01,IWMin,URet,LQGmu1,IWMean,IWNorm1,LQGsigma,ReturnAbsMax,IWLastEpisode,DenMISELogFirst
45,1.9713405,-653.5207,7.294486999999999,16.483437,920,175.3371045589447,32.939372999999996,46,39.881027,16.496914,23.144281,,0.9999902,8.940924000000001e-05,20.720512,12.707005,11.493185,-0.017,,18.238899720555,-0.167,1.4116243999999998,64.93472,0.11,16.496914,17.881117,16.604097
46,6.8556547000000005,-1269.638,4.0563080000000005,16.354567000000003,940,179.78493285179138,6.8556544e-10,47,4.8126445,16.496914,1.4367698e-33,,0.9999902,,4.0967297e-33,12.527553,11.59662,-0.065,,18.09292309600661,-0.574,8.716445999999998e-35,4.7e-09,0.11,16.496914,,16.582594
47,1.0,-1266.5743,5.8098426,16.859913,960,182.2960343360901,72.586235,48,59.21560699999999,16.859913,25.495783,,0.9999902,,72.586235,12.366985000000001,11.706271000000001,-0.076,,18.63265489101517,-0.644,1.5122132,72.586235,0.11,16.859913,72.586235,16.56154
48,1.3700860000000001,-1218.6908,14.643257,17.175877,980,185.7891547679901,40.085293,49,44.192040000000006,17.175877,19.119336999999998,,0.9999902,,34.485493,12.41204,11.817896000000001,-0.066,,18.957045540390727,-0.577,1.1208223,54.92029599999999,0.11,17.175877,34.485493,16.54092
49,1.6202846000000002,-1216.3458,16.69878,17.156702,1000,188.80279159545898,26.963859999999997,50,36.070029999999996,17.175877,14.868970000000001,,0.9999902,,21.089508,12.495605,11.924671,-0.077,,18.938544937023998,-0.649,0.8737825,43.689125,0.11,17.175877,14.967984,16.520718
50,1.0602075,-1222.9939,7.617503599999999,17.118462,1020,191.91821527481082,0.6650925,51,32.634315,17.175877,0.23334245,,0.99999744,,0.6642703000000001,12.395361999999999,12.026511,-0.111,,18.899456860990338,-0.804,0.013826197,0.70513606,0.11,17.175877,0.006258741,16.500916
51,1.0604751000000001,-1193.5927,8.718098,17.123224,1040,195.270672082901,44.48434,52,47.915259999999996,17.175877,15.522464999999999,,0.99999744,,44.4205,12.305864,12.124525,-0.102,,18.902820025631694,-0.77,0.9072026,47.174534,0.11,17.175877,44.4205,16.481497
52,1.8411018,-1108.0852,11.423805,17.102638,1060,199.8436119556427,21.000320000000002,53,31.145151000000002,17.175877,12.486891,,0.99999744,,16.221367,12.283164,12.218451,-0.059,,18.88157366141691,-0.534,0.7295043000000001,38.663727,0.11,17.175877,0.09189630000000001,16.46245
53,2.2486667999999996,-1105.0734,17.424253,17.197968,1080,204.2064037322998,29.118298,54,36.04981,17.197968,20.753662,,0.99999744,,14.732639,12.372278,12.310664,-0.066,,18.980427360418393,-0.579,1.2125435,65.47735,0.11,17.197968,13.134208,16.443756
54,1.7469633000000002,-1119.1765,11.404619,17.117756,1100,209.65012955665588,27.331419,55,34.520008000000004,17.197968,14.83102,,0.99999744,,21.383757,12.356439,12.398066499999999,-0.09,,18.897656424006176,-0.719,0.86812705,47.746986,0.11,17.197968,0.07281794,16.425407
55,1.8457464,-1103.7648,12.684460000000001,17.180567,1120,212.6679549217224,27.300897999999997,56,34.033429999999996,17.197968,15.398185,,0.99999744,,18.074682,12.358292,12.483467999999998,-0.096,,18.960408582624204,-0.747,0.89983094,50.390533000000005,0.11,17.197968,10.089284,16.407389000000002
56,2.042609,-1086.7167,12.928272999999999,17.136223,1140,217.443475484848,26.203419,57,32.91536,17.197968,16.076141,,0.99999744,,15.133464000000002,12.364938,12.565096,-0.1,,18.91553627475,-0.763,0.9390059000000001,53.523340000000005,0.11,17.197968,14.516435999999999,16.389689999999998
57,2.364543,-1066.0789,12.546128,17.217804,1160,222.80431151390079,23.24213,58,30.800490999999997,17.217804,16.237165,,0.99999744,,11.448411,12.365587,12.645313999999999,-0.098,,18.999879157331623,-0.753,0.94753474,54.957016,0.11,17.217804,10.725462,16.372297
58,2.3299923,-1054.2933,13.929635999999999,17.106207,1180,227.5542242527008,25.950004999999997,59,32.346058,17.217804,17.566778,,0.99999744,,14.492838,12.390135,12.720922,-0.109,,18.884184739874144,-0.797,1.0248019,60.46331,0.11,17.217804,11.320148,16.355204
59,1.0000284,-1077.3269,13.786729000000001,17.069502,1200,233.0475594997406,0.00029087224,60,34.434715000000004,17.217804,8.2751394e-05,,0.99999744,,0.00029087215,12.412541000000001,12.793399,-0.265,,18.84936444750345,-0.991,4.847909e-06,0.0002908805,0.11,17.217804,0.00029087215,16.338396
60,1.0000025,-1060.3606,12.284765,16.913792,1220,237.87336230278012,53.204453,61,49.187836,17.217804,14.752316,,0.99999744,,53.204453,12.394189,12.860946,-0.271,,18.666032180598567,-0.992,0.87220633,53.204586,0.11,17.217804,53.204453,16.321867
61,1.4007337,-1041.3014,10.167738,16.78734,1240,241.537472486496,42.495922,62,40.77046,17.217804,16.186478,,0.99999744,,33.90351,12.352395,12.924275,-0.26,,18.5301212389736,-0.99,0.96008825,59.52547,0.11,17.217804,25.621384,16.305607000000002
62,1.3517956,-1052.7644,17.238068,16.744854,1260,247.392840385437,3.191252e-08,63,25.473976,17.217804,9.812652e-09,,0.99999744,,3.1300832e-08,12.426614,12.984919999999999,-0.462,,18.488087398760683,-1.0,5.847493e-10,4.3139202e-08,0.11,17.217804,5.5379763e-09,16.289606
63,1.000005,-1027.5859,11.977646,16.773556,1280,252.92366671562198,63.0801,64,50.967983000000004,17.217804,16.532547,,0.99999744,,63.0801,12.404097,13.044117,-0.397,,18.505241266380306,-1.0,0.9856315000000001,63.080418,0.11,17.217804,63.0801,16.273857
64,1.3488308,-1021.0169699999999,15.296751,16.66396,1300,260.0036420822144,64.06418000000001,65,47.733115999999995,17.217804,22.20315,,0.99999744,,56.820652,12.443885,13.099807,-0.471,,18.37858696341904,-1.0,1.3294113,86.411736,0.11,17.217804,56.820652,16.258354
65,1.5831722,-1008.6149,11.039181,16.640273999999998,1320,264.7728071212769,34.404095,66,35.523014,17.217804,13.7719965,,0.99999744,,29.377274,12.422769,13.15345,-0.498,,18.357499254363013,-1.0,0.8252668,54.467606,0.11,17.217804,10.834156,16.243085999999998
66,1.895816,-983.8286,9.547887,16.746668,1340,271.5159249305725,46.687934999999996,67,40.242302,17.217804,22.078297,,0.99999744,,29.490677,12.37573,13.207081,-0.42,,18.479343334808934,-1.0,1.3210707,88.51173399999999,0.11,17.217804,29.490677,16.228048
67,1.3948578,-961.6886,7.6617546,16.802326,1360,277.4512689113617,48.80482,68,41.485092,17.217804,16.79755,,0.99999744,,47.20185,12.30838,13.259951999999998,-0.359,,18.539713323115805,-0.999,1.0011145000000001,68.07578000000001,0.11,17.217804,47.20185,16.213234
68,1.307963,-944.77075,16.519297,16.665782999999998,1380,282.8056926727295,85.817154,69,53.490738,17.217804,27.163076,,0.99999744,,82.62894399999999,12.366887,13.309311,-0.338,,18.388814615672175,-0.998,1.6267488,112.24566999999999,0.11,17.217804,82.62894399999999,16.198635
69,1.8357431,-923.6622,11.392126,16.64661,1400,289.34696674346924,38.25489,70,35.60772,17.217804,16.849316,,0.99999744,,25.359207,12.355492,13.356987,-0.276,,18.371576706712524,-0.993,1.0032306999999998,70.22615,0.11,17.217804,0.0013265451000000002,16.184245999999998
70,1.4567386999999998,-916.68756,10.986324,16.849567,1420,294.37375736236567,41.953033000000005,71,38.0202,17.217804,14.381363,,0.99999744,,39.378338,12.334610000000001,13.4061775,-0.328,,18.60550235770272,-0.998,0.86076915,61.11461,0.11,17.217804,1.6064453,16.170060999999997
71,1.8314013,-903.5355,11.158007000000001,16.865433,1440,299.3790488243103,39.061855,72,35.46731,17.217804,16.664438,,0.99999744,,26.883492999999998,12.314602,13.454223999999998,-0.327,,18.602811463307084,-0.998,0.9935824000000001,71.53793,0.11,17.217804,26.883492999999998,16.156075
72,1.8149520000000001,-881.5764,11.917292,16.774523000000002,1460,303.13981556892395,15.334608,73,25.393589000000002,17.217804,6.4203005,,0.99999744,,12.260152,12.307517,13.499707,-0.244,,18.50586991637627,-0.986,0.3812545,27.831577000000003,0.11,17.217804,0.16960123,16.142282
73,2.3654634999999997,-871.4892,14.8445,16.708864000000002,1480,309.8569586277008,37.57011,74,34.732346,17.217804,20.174688,,0.99999744,,17.93529,12.333258,13.543075,-0.263,,18.448992701230818,-0.991,1.2009557,88.87073000000001,0.11,17.217804,17.93529,16.128675
74,2.3614256,-876.3987400000001,15.724885999999998,17.013542,1500,315.4254736900329,37.969165999999994,75,34.558044,17.217804,19.975492000000003,,0.99999744,,20.066832,12.37975,13.589347,-0.404,,18.777877964121068,-1.0,1.1954848999999999,89.66136,0.11,17.217804,6.49593e-11,16.115253
75,2.3982064999999997,-856.2982,13.123345,16.628662,1520,319.90547800064087,32.99286,76,31.790731,17.217804,17.431831,,0.99999744,,18.594376,12.390728999999999,13.629338,-0.335,,18.350639511790256,-0.998,1.0411011000000001,79.12369,0.11,17.217804,13.268325,16.102007
76,2.4513017999999995,-842.2950400000001,16.47629,16.653372,1540,326.159996509552,37.210037,77,33.892063,17.217804,19.844177,,0.99999744,,24.14493,12.443327,13.6686125,-0.312,,18.38333173399329,-0.997,1.1845849,91.213036,0.11,17.217804,15.419308,16.088936
77,2.8550193,-833.97144,13.977170999999998,16.762926,1560,331.89828205108637,27.898558,78,29.145214000000003,17.217804,17.083788000000002,,0.99999744,,12.876903,12.464146000000001,13.7082815,-0.336,,18.49581499146133,-0.998,1.0211656999999998,79.650925,0.11,17.217804,8.0073395,16.076033
78,2.978805,-817.1788,18.923319,16.647232000000002,1580,338.52311635017395,32.016582,79,31.825657,17.217804,20.26545,,0.99999744,,17.184969,12.545511999999999,13.745482999999998,-0.282,,18.37363672899693,-0.994,1.2072299,95.371155,0.11,17.217804,3.1581194,16.063292999999998
79,2.502782,-821.49335,10.638876,16.691368,1600,342.28759455680853,31.969165999999998,80,30.461197,17.217804,16.702267000000003,,0.99999744,,15.794122,12.52342,13.782307999999999,-0.411,,18.425349418114745,-1.0,1.0001482,80.01185600000001,0.11,17.217804,0.14613569,16.050714000000003
80,2.5418706,-815.1194,9.9058075,16.696745,1620,348.1613624095917,29.18608,81,28.838554,17.217804,15.291205,,0.99999744,,15.168069000000001,12.490299,13.818289000000002,-0.444,,18.424475902490414,-1.0,0.9158919,74.18724,0.11,17.217804,11.859250999999999,16.038292000000002
81,3.304086,-793.74994,17.451964999999998,16.589482999999998,1640,353.73910093307495,23.67091,82,26.358519,17.217804,15.93639,,0.99999744,,11.185054,12.549135,13.852082999999999,-0.346,,18.301420105924908,-0.999,0.9537893,78.210724,0.11,17.217804,1.3269749,16.026022
82,3.1690626,-780.9936,15.330720000000001,16.645569000000002,1660,359.3597798347473,30.794193,83,30.532771999999998,17.217804,19.666592,,0.99999744,,12.795800999999999,12.581695,13.885739000000001,-0.319,,18.375164333176038,-0.997,1.1757678,97.58873,0.11,17.217804,2.9115523999999997,16.0139
83,3.4328406000000005,-772.28394,9.792442,16.79719,1680,364.07325100898737,27.11072,84,28.562443,17.217804,18.531216,,0.99999744,,10.053092999999999,12.549897999999999,13.9204,-0.326,,18.53573157607568,-0.998,1.1079378,93.06678000000001,0.11,17.217804,7.937255400000001,16.001925
84,1.4699517,-755.56415,14.239519,16.69191,1700,371.1641917228699,42.69947,85,35.934807,17.217804,12.508453,,0.99999744,,41.339046,12.570542,13.953007999999999,-0.24,,18.42744899617134,-0.985,0.7384254,62.76616,0.11,17.217804,0.063391425,15.990089000000001
85,1.0740923,-745.5939999999999,12.273795,16.910067,1720,378.28345131874084,8.084264,86,33.784264,17.217804,1.7240669999999998,,0.99999744,,8.071135,12.562983000000001,13.98739,-0.169,,18.65529786710479,-0.936,0.10096797,8.683246,0.11,17.217804,1.3134423000000001e-08,15.978394
86,1.2133923999999998,-737.8644,11.533284,17.155891,1740,384.17859506607056,97.78531,87,51.75918,17.217804,23.379564000000002,,0.99999744,,96.0631,12.540833000000001,14.023810000000001,-0.152,,18.93451015549088,-0.911,1.3638153999999998,118.65195,0.11,17.217804,96.0631,15.966833
87,1.5613366000000002,-728.6397,14.75542,17.153969,1760,390.99461340904236,62.39114,88,41.035645,17.217804,18.980435999999997,,0.99999744,,49.780544,12.565882,14.059379000000002,-0.161,,18.93273044098279,-0.926,1.1069725000000001,97.413574,0.11,17.217804,49.780544,15.955404000000001
88,1.8851591,-720.1947,12.858957,17.14374,1780,398.36247849464417,51.327106,89,36.905556,17.217804,18.638872,,0.99999744,,32.50828,12.568302000000001,14.094035,-0.163,,18.923468495578803,-0.928,1.0871883999999998,96.759766,0.11,17.217804,30.033321,15.944104999999999
89,2.045389,-711.568,15.186582000000001,17.066378,1800,403.10479736328125,38.154736,90,31.681691999999998,17.217804,14.845966,,0.99999744,,23.709671,12.596900999999999,14.127061999999999,-0.172,,18.845086772884997,-0.94,0.8671253000000001,78.041275,0.11,17.217804,23.709671,15.932931
90,1.8400536,-703.5019,-4.918496599999999,16.988986999999998,1820,411.06239318847656,39.11445,91,32.2031,17.217804,13.488638,,0.99999744,,33.426624,12.402163999999999,14.158512,-0.185,,18.754205885920975,-0.953,0.7909086,71.97268000000001,0.11,17.217804,33.426624,15.921882
91,1.7974298999999998,-695.6629,13.416281,17.074104000000002,1840,416.10146951675415,64.43867,92,40.645493,17.217804,21.487244,,0.99999744,,56.884845999999996,12.410133,14.190203,-0.185,,18.843426130675603,-0.954,1.2589563999999998,115.82399,0.11,17.217804,56.884845999999996,15.910953
92,1.7190138,-687.9762,16.941426999999997,17.022575,1860,421.81579113006586,52.63134,93,36.62944,17.217804,16.597254,,0.99999744,,49.00031,12.459717,14.220657999999998,-0.196,,18.797365623274548,-0.963,0.9728386999999998,90.47399999999999,0.11,17.217804,14.014184,15.900142
93,2.6745843999999996,-688.3826,12.064702,17.105875,1880,429.043692111969,34.89759,94,29.884753999999997,17.217804,17.009629999999998,,0.99999744,,15.555411999999999,12.453968,14.251351999999999,-0.105,,18.87905927848182,-0.783,0.992942,93.33655,0.11,17.217804,1.0939242999999999e-07,15.889446
94,2.9426985,-681.9292,17.910133,17.137076999999998,1900,436.7264943122864,30.183458,95,27.714527,17.217804,16.012476,,0.99999744,,12.288422,12.510721,14.281728,-0.099,,18.91742802277617,-0.759,0.93495595,88.82081600000001,0.11,17.217804,11.580114,15.878864000000002
