,ReturnMean,DenMISELogFirst,DenMISEMeanLog,Bound,IWMean,TimeElapsed,ReturnAbsMax,LQGsigma,IWFirstEpisode,target_sum_log_mean,IWMin,MISE,ReturnMax,IWNorm2,ReturnStepMax,LQGmu1,LQGmu01,IWNorm1,Iteration,ReturnLastEpisode,IWLastEpisode,SqrtESSClassic,ReturnMin,TimestepsSoFar,URet,IWMax,DenMISELogLast
0,15.644507999999998,17.102016,17.102016,46.933525,,0.11931109428405763,15.644507999999998,0.11,,-137.10504,,,15.644507999999998,1e-10,0.99262077,0.117,0.012,1e-10,1,15.644507999999998,,1.0,,20,17.332240856619553,,17.102016
1,12.379197,16.408869,3.2526908,33.187016,5.564476e-22,5.56857705116272,15.644507999999998,0.11,2.2293765e-33,-58.462765000000005,,5.0714e-21,15.644507999999998,1.4142136e-10,0.99262077,0.051,0.005,2e-10,2,9.113886,1.1128952e-21,1.4142135,,40,9.998466967240061,1.1128952e-21,-9.903487
2,11.307004,16.003404999999997,3.6344254,57.098746999999996,1.1094228000000002,5.810375690460205,15.644507999999998,0.11,5.397142e-33,-36.884968,,10.16522,15.644507999999998,3.3282684999999996,0.99262077,0.05,0.005,3.3282684999999996,3,9.162621000000001,3.3282684999999996,1.0,,60,10.065518032633568,3.3282684999999996,5.2088246
3,10.751151,15.715722,6.663936,43.706802,1.1513147,6.590721845626831,15.644507999999998,0.11,1.2913430999999998e-32,-23.511127,,10.504927,15.644507999999998,3.2578678,0.99262077,0.05,0.005,4.605258999999999,4,9.08359,2.233715,1.4135806999999998,,80,9.97659352982348,2.3715439999999997,15.869102
4,10.417162,15.4925785,9.259107,37.942809999999994,1.1842787000000001,7.078980684280396,15.644507999999998,0.11,3.3584967e-32,-14.767296,,10.790436,15.644507999999998,3.4256937999999995,0.99262077,0.049,0.005,5.921394,5,9.081208,1.8325162,1.7285240000000002,,100,9.9746048208167,2.1387843999999996,19.623135
5,10.197697999999999,15.310257,10.581650999999999,34.547573,1.194775,7.486579179763794,15.644507999999998,0.11,1.1024949000000001e-31,-9.396174,,10.884461,15.644507999999998,3.614315,0.99262077,0.048,0.005,7.1686497000000005,6,9.100378,1.5007226,1.9834048,,120,9.997352714581424,2.1321974,17.108304999999998
6,10.036995,15.156106,11.123919,32.006668,1.0472523,8.167232990264893,15.644507999999998,0.11,3.9569914e-31,-6.1538949999999994,,9.539100999999999,15.644507999999998,3.509314,0.99262077,0.047,0.005,7.330765700000001,7,9.072773,0.48598865,2.0889453999999996,,140,9.9653875743615,2.1584442000000004,14.258768
7,9.925907,15.022575,11.557143,31.855746999999997,1.1909171,8.658846855163574,15.644507999999998,0.11,8.036450999999999e-31,-3.4899383000000004,,10.861489,15.644507999999998,4.261759,0.99262077,0.046,0.005,9.527337,8,9.148289,2.7296758,2.235541,,160,10.046612832796752,2.7296758,14.584907000000001
8,9.833298,14.904792,12.48049,30.931542999999998,1.2667898000000002,9.245300769805908,15.644507999999998,0.11,1.5703908e-30,-0.84857154,,11.546463000000001,15.644507999999998,4.70903,0.99262077,0.046,0.005,11.401108,9,9.09243,2.4057162,2.4211158999999998,,180,9.986758090316606,2.6103593999999997,19.73984
9,9.767965,14.799432000000001,12.156753,29.560394,1.2480023999999998,9.725055694580078,15.644507999999998,0.11,3.413237e-30,0.14173146,,11.385417,15.644507999999998,4.8328815,0.99262077,0.045,0.004,12.480024,10,9.179976,1.4530002,2.5823153999999997,,200,10.08266771790987,2.6106333999999998,9.043273
10,9.711089,14.704122,12.500176,28.570482000000002,1.2381903,10.352776765823362,15.644507999999998,0.11,8.512671e-30,1.5402962,,11.299173,15.644507999999998,5.012128,0.99262077,0.044,0.004,13.620092999999999,11,9.142317,1.4529088,2.7174272999999998,,220,10.041638342683454,2.6920142000000005,15.742516
11,9.664392999999999,14.61711,12.645434,27.888271000000003,1.2367344999999998,10.87462592124939,15.644507999999998,0.11,2.579329e-29,2.538967,,11.289947,15.644507999999998,5.248543700000001,0.99262077,0.043,0.004,14.840815,12,9.15075,1.5981798,2.8276062,,240,10.054060653720963,2.8397807999999998,14.054758999999999
12,9.631497999999999,14.537067,12.586536,28.263512,1.3217253999999998,11.491098165512085,15.644507999999998,0.11,6.526819999999999e-29,3.2463522,,12.091361000000001,15.644507999999998,5.9206476,0.99262077,0.042,0.004,17.18243,13,9.236756,3.033116,2.90212,,260,10.143975780775651,3.033116,11.689383
13,9.593421000000001,14.462959,12.861302,27.241936,1.2053568000000001,11.958203554153442,15.644507999999998,0.11,1.9797924999999998e-28,4.0048847,,11.027189,15.644507999999998,5.8300285,0.99262077,0.041,0.004,16.874996,14,9.098421,0.42747754,2.8944964,,280,9.995532985648062,3.1035228,16.167725
14,9.563939999999999,14.393967000000002,12.813350999999999,27.7687,1.2859044,12.427951097488403,15.644507999999998,0.11,5.1757234e-28,4.499126,,11.766055,15.644507999999998,6.5767083,0.99262077,0.04,0.004,19.288567,15,9.151207000000001,3.4748989999999997,2.9328604,,300,10.05567116801603,3.4748989999999997,11.980566
15,9.537048,14.329428,12.840454,26.845367,1.1901786,13.138956069946287,15.644507999999998,0.11,1.831925e-27,4.857786,,10.891182,15.644507999999998,6.4732685,0.99262077,0.039,0.004,19.042858,16,9.133671000000001,0.9859528000000001,2.9417686,,320,10.028250062597436,3.5314221,13.015263000000001
