,IWNorm1,ReturnStepMax,IWLastEpisode,TimestepsSoFar,IWNorm2,ReturnMin,target_sum_log_mean,Iteration,Bound,URet,TimeElapsed,DenMISELogFirst,ReturnMax,IWMin,MISE,ReturnMean,IWMean,SqrtESSClassic,ReturnLastEpisode,LQGsigma,LQGmu01,IWFirstEpisode,DenMISEMeanLog,LQGmu1,DenMISELogLast,ReturnAbsMax,IWMax
0,0.32188034,0.99233466,0.32188034,20,0.32188034,,12.377925999999999,1,52.509094,17.497854397219367,0.665740966796875,13.511501,15.807039999999999,,5.0879755,15.807039999999999,0.32188034,1.0,15.807039999999999,0.11,-0.011,0.32188034,13.511501,-0.114,13.511501,15.807039999999999,0.32188034
1,1.7963961,0.99233466,0.8384959000000001,40,1.2730469,,16.754935999999997,2,47.777905,17.438968773091496,17.477109909057614,13.097408999999999,15.807039999999999,,14.172114,15.776344,0.89819807,1.4110998,15.745648000000001,0.11,-0.011,0.9579002000000001,16.864515,-0.107,20.63162,15.807039999999999,0.9579002000000001
2,4.211466000000001,0.99233466,1.0114067,60,2.4820452,,16.200731,3,50.02682,17.251143496602765,18.473588943481445,13.083277,15.807039999999999,,22.078985,15.710809,1.403822,1.6967724999999998,15.579738,0.11,-0.01,1.5067127,15.884738,-0.1,13.994653,15.807039999999999,1.6933464
3,5.241844,0.99265146,0.78817046,80,2.9139497000000003,,16.171066,4,47.23387,17.639608273181327,19.375451564788822,13.20255,15.929314999999999,,20.668472,15.765435,1.310461,1.7988794,15.929314999999999,0.11,-0.009,1.6067042,16.026413,-0.093,16.169472,15.929314999999999,2.2095428
4,6.735342500000001,0.99265146,2.1297127999999996,100,3.3033129999999997,,14.868045,5,44.449184,16.835245657686123,20.1626706123352,13.317076,15.929314999999999,,21.01184,15.656482,1.3470685,2.038966,15.220667,0.11,-0.009,1.4210684,14.690546,-0.091,9.134462,15.929314999999999,2.1297127999999996
5,8.975397000000001,0.99265146,4.5165205,120,5.112058,,15.10656,6,49.74626,16.172331884734973,21.30534410476685,13.3849,15.929314999999999,,22.527992,15.472629999999999,1.4958996,1.7557306000000001,14.553370000000001,0.11,-0.008,0.89060587,15.226254,-0.081,17.646673,15.929314999999999,4.5165205
6,4.353294,0.99265146,1.0426785,140,2.3542482999999996,,13.484398,7,35.204144,16.951180797882714,22.52856731414795,13.369148999999998,15.929314999999999,,9.360566,15.449620000000001,0.6218991,1.8491226000000003,15.311557999999998,0.11,-0.007,0.25257427,14.781365,-0.069,11.801488,15.929314999999999,1.9638255
7,11.317015,0.99265146,2.7665606,160,4.816400499999999,,14.626681,8,41.806785999999995,16.753904423191617,23.585888862609863,13.271064,15.929314999999999,,21.468744,15.409647,1.4146268,2.349683,15.129838000000001,0.11,-0.008,0.8093104999999999,14.659589000000002,-0.078,14.169167999999999,15.929314999999999,2.7665606
8,13.050256,0.99265146,2.1752892000000004,180,4.8724055,,14.641785,9,39.899426,16.71492824293109,24.725200414657593,13.249649,15.929314999999999,,22.057457,15.376219,1.4500283999999999,2.678401,15.108795,0.11,-0.008,0.99076176,14.493737,-0.08,12.847083,15.929314999999999,2.265978
9,9.777622000000001,0.99636483,1.6610725,200,3.5822413,,14.481844,10,32.72866,17.208056923729874,26.1281852722168,13.248724,15.929314999999999,,15.220523000000002,15.389995,0.9777621999999999,2.7294705,15.513974,0.11,-0.01,1.292616,14.7246685,-0.1,16.429517999999998,15.929314999999999,1.7912648000000002
10,13.377146,0.99636483,0.8858698,220,4.214715,,15.392133,11,33.765842,17.4813387034841,27.526278972625732,13.274977999999999,15.929314999999999,,18.709375,15.425149,1.2161041000000001,3.1739147,15.776688,0.11,-0.009,1.4456263,15.255007999999998,-0.089,20.592173000000003,15.929314999999999,1.6908404
11,13.352594,0.99636483,0.8707287,240,4.5873837,,15.013714000000002,12,33.363243,16.85119937509247,29.28659462928772,13.31144,15.929314999999999,,16.945335,15.407198999999999,1.1127162,2.910721,15.209759,0.11,-0.008,0.9171695,15.241597,-0.08,14.902838000000001,15.929314999999999,2.0904813
12,11.268234,0.99636483,1.3116851999999999,260,3.9339058,,14.851156,13,29.894104,17.393510277138688,31.204712629318237,13.305048999999999,15.929314999999999,,13.210632,15.430748999999999,0.86678725,2.8643885,15.71335,0.11,-0.007,0.5530024,15.528381,-0.075,18.884182,15.929314999999999,1.9601375
