,ReturnMin,DenMISEMeanLog,LQGmu01,LQGsigma,ReturnMax,IWNorm1,DenMISELogFirst,Bound,LQGmu1,IWMean,IWFirstEpisode,target_sum_log_mean,IWNorm2,ReturnAbsMax,ReturnMean,DenMISELogLast,IWMax,TimeElapsed,ReturnStepMax,IWLastEpisode,IWMin,MISE,SqrtESSClassic,URet,Iteration,ReturnLastEpisode,TimestepsSoFar
0,,13.511501,-0.009,0.11,15.807039999999999,1.1503258,13.511501,49.797325,-0.09,1.1503258,1.1503258,13.6515465,1.1503258,15.807039999999999,15.807039999999999,13.511501,1.1503258,0.6792857646942139,0.99233466,1.1503258,,18.183247,1.0,17.497854397219367,1,15.807039999999999,20
1,,16.495003,-0.009,0.11,15.807039999999999,3.8722907999999996,13.583974,54.946804,-0.086,1.9361453999999998,0.9580409,17.008377,3.0676854,15.807039999999999,15.565791,19.406029999999998,2.91425,22.307734966278076,0.99233466,2.91425,,29.901669000000002,1.2622843000000001,16.976274135923074,2,15.324542000000001,40
2,,15.785459,-0.008,0.11,15.807039999999999,5.351399400000001,13.569888,49.67552,-0.078,1.7837998,0.6175934000000001,16.10589,3.7844071,15.807039999999999,15.387994,13.886934,3.5364876000000005,23.25430464744568,0.99233466,1.1973181999999998,,27.318647,1.4140655,16.651802533807928,3,15.0324,60
3,,15.929307000000001,-0.007,0.11,15.807039999999999,4.8453355,13.469403,39.469879999999996,-0.07,1.2113339,0.27666065,15.753546,3.1994328,15.807039999999999,15.414589000000001,15.922077999999999,2.9662411,24.025389432907104,0.99233466,0.99787176,,18.594723000000002,1.5144358,17.166203044510073,4,15.494373000000001,80
4,,14.487604999999999,-0.006,0.11,15.807039999999999,6.9526615000000005,13.313138,40.949413,-0.064,1.3905323,0.13316178,14.152965,4.4634123,15.807039999999999,15.226529999999999,8.628242,3.9456358,25.31269788742065,0.99233466,3.9456358,,20.654068,1.557701,16.004908299161308,5,14.474294,100
5,,15.023379,-0.006,0.11,15.807039999999999,9.479139,13.1571,40.76316,-0.062,1.5798565,0.10382138,14.768826500000001,5.444662999999999,15.807039999999999,14.964959,17.501389,4.4767766,26.5037841796875,0.99233466,4.4767766,,22.604548,1.7409965,15.185405418357568,6,13.657106,120
6,,14.637526000000001,-0.005,0.11,15.807039999999999,5.6094465,13.020104,29.926090000000002,-0.05,0.8013494999999999,0.008320913000000001,13.061602,3.2926936,15.807039999999999,14.919989999999999,11.963376,2.8427696,27.763633489608765,0.99233466,1.3268052,,11.3689165,1.7036041000000002,16.221619967373755,7,14.650174,140
7,,14.548438,-0.007,0.11,15.807039999999999,10.529192,12.887761,31.387386,-0.068,1.316149,0.38484704,14.716802,3.9905023999999996,15.807039999999999,14.857447,14.148942000000002,1.9393642,29.254517316818237,0.99233466,1.3896475000000001,,19.405834,2.638563,15.966495814201592,8,14.41964,160
8,,14.494214999999999,-0.005,0.11,15.807039999999999,8.4807205,12.816963000000001,27.976019,-0.052,0.9423023000000001,0.015648935,13.5164995,3.8800692999999997,15.807039999999999,14.842141,13.796376,2.4907463,30.455432415008545,0.99233466,0.59033436,,13.512056,2.1857138,16.285199657648672,9,14.719695999999999,180
9,,14.749046,-0.006,0.11,15.807039999999999,11.545891000000001,12.713339999999999,29.230286,-0.058,1.1545889999999999,0.07645627,14.353956,4.565493599999999,15.807039999999999,14.841179,17.129223,2.410778,31.60518550872803,0.99233466,0.14833412,,16.729399,2.5289468999999998,16.463948708108973,10,14.832516,200
