,TimeElapsed,ReturnMax,ReturnLastEpisode,TimestepsSoFar,LQGmu1,DenMISEMeanLog,ReturnStepMax,ReturnAbsMax,IWMean,target_sum_log_mean,ReturnMin,IWLastEpisode,Bound,DenMISELogLast,SqrtESSClassic,DenMISELogFirst,IWNorm2,MISE,IWMin,LQGmu01,LQGsigma,IWNorm1,Iteration,URet,ReturnMean,IWFirstEpisode,IWMax
0,0.7074820995330809,15.807039999999999,15.807039999999999,20,-0.09,13.511501,0.99233466,15.807039999999999,1.1503477,13.651566,,1.1503477,65.60471,13.511501,1.0,13.511501,1.1503477,18.183592,,-0.009,0.11,1.1503477,1,17.497854397219367,15.807039999999999,1.1503477,1.1503477
1,21.458796024322513,15.807039999999999,15.324566,40,-0.086,16.49502,0.99233466,15.807039999999999,1.8872215,16.99541,,2.8043876,66.43678,19.406055,1.27196,13.583982999999998,2.9674227,29.154861,,-0.009,0.11,3.774443,2,16.976300885580272,15.565804,0.97005534,2.8043876
2,22.72215461730957,15.807039999999999,15.040384,60,-0.08,15.786651999999998,0.99233466,15.807039999999999,1.7273232,16.128204,,1.2404665000000001,58.924484,13.909031,1.4608921000000001,13.573951999999998,3.5471269999999997,26.464098,,-0.008,0.11,5.1819695999999995,3,16.660644112415277,15.390663,0.6909801999999999,3.2505229
3,23.676375150680546,15.807039999999999,15.523897,80,-0.06,15.936267,0.99233466,15.807039999999999,0.71879333,14.6002,,0.29475325,50.972590000000004,15.960763,1.1871489,13.493549,2.4219146,11.027205,,-0.006,0.11,2.8751732999999997,4,17.198670489321543,15.423971,0.05292548,2.3999417000000003
4,24.665414810180664,15.807039999999999,14.106473000000001,100,-0.051,14.183972,0.99233466,15.807039999999999,1.260817,12.126997,,5.4889493,59.638059999999996,7.481744,1.1385235,13.28355,5.537071,17.986635,,-0.005,0.11,6.3040853,5,15.59032212869425,15.160472,0.007720115600000001,5.4889493
5,25.80101990699768,15.807039999999999,13.009306,120,-0.047,14.734093,0.99233466,15.807039999999999,1.4525952,12.591301,,5.8921704,54.17434,17.502083,1.367666,13.102772,6.3725877,19.50131,,-0.005,0.11,8.715571,6,14.465452052362366,14.801944,0.0028523828000000004,5.8921704
6,26.975484132766727,15.807039999999999,13.937045000000001,140,-0.057,14.298697,0.99233466,15.807039999999999,1.1015338,13.639342000000001,,1.5480093000000001,39.064064,11.521896,2.023016,12.949097,3.8115056000000003,15.6232605,,-0.006,0.11,7.7107368,7,15.42666134778404,14.678388,0.040894054,2.721698
7,28.26264595985413,15.807039999999999,14.550197,160,-0.016,14.30354,0.99233466,15.807039999999999,0.0033351071000000004,3.404352,,9.553155500000001e-05,36.987633,14.2946,1.2836688,12.82139,0.020784846000000003,0.045767657,,-0.002,0.11,0.026680857000000002,8,16.117398016367236,14.662363000000001,2.0226843999999996e-08,0.019785125
8,29.41537952423096,15.807039999999999,11.722547,180,-0.013,13.195170000000001,0.99233466,15.807039999999999,0.9561809000000001,2.8638394,,8.593567,58.566283999999996,5.267139,1.0014029,12.703608000000001,8.593573,11.211594,,-0.001,0.11,8.605628,9,12.89050836562359,14.335717,6.9396497e-09,8.593567
9,30.524524211883545,15.807039999999999,12.436499000000001,200,-0.048,13.458397,0.99233466,15.807039999999999,1.6968915,11.944684,,4.818212,44.565964,16.104029999999998,2.1774428,12.598247,7.793048,22.78761,,-0.005,0.11,16.968916,10,13.805485495651755,14.145795000000001,0.006932044399999999,4.818212
