,MISE,IWLastEpisode,DenMISEMeanLog,Bound,ReturnAbsMax,ReturnMean,IWMean,Iteration,ReturnMin,LQGmu1,IWNorm1,URet,ReturnLastEpisode,IWMin,IWMax,SqrtESSClassic,DenMISELogLast,ReturnMax,target_sum_log_mean,DenMISELogFirst,IWNorm2,LQGmu01,TimestepsSoFar,IWFirstEpisode,LQGsigma,TimeElapsed,ReturnStepMax
0,,,17.102016,46.933525,15.644507999999998,15.644507999999998,,1,,-0.34,1e-10,17.332240856619553,15.644507999999998,,,1.0,17.102016,15.644507999999998,-92.01430500000001,17.102016,1e-10,-0.035,20,,0.11,0.4185721874237061,0.99262077
1,20.742722,2.4826523999999996,9.96595,70.87311,16.710129000000002,16.177319,1.2413261999999998,2,,-0.335,2.4826523999999996,18.474866750887244,16.710129000000002,,2.4826523999999996,1.0,3.5230322,16.710129000000002,-42.14775,16.408869,2.4826523999999996,-0.035,40,,0.11,12.526828527450562,0.9996768
2,18.720442000000002,1.0057106,10.094324,57.63465,17.044477,16.466372,1.1135973999999997,3,,-0.327,3.3407921999999997,18.821180082790328,17.044477,,2.3350816,1.3140041999999998,10.354933,17.044477,-22.663057000000002,16.003404999999997,2.5424516,-0.034,60,,0.11,13.426771640777588,0.9999804
3,16.807829,0.8939748,11.664646000000001,51.12931,17.044477,16.601938,0.9985502,4,,-0.317,3.9942007000000004,18.783326287338358,17.008636,,2.4396853,1.4898374,16.373856,17.044477,-11.396382000000001,15.715722,2.6809642000000005,-0.033,80,,0.11,14.125237464904785,0.9999804
4,18.357657999999997,1.8607884999999997,13.26341,48.84192,17.044477,16.672338,1.0893055,5,,-0.307,5.4465275,18.72749987726668,16.953945,,2.5548368,1.6773717000000001,19.720308,17.044477,-3.8148136,15.4925785,3.2470605,-0.032,100,6.796607e-38,0.11,15.08150601387024,0.9999804
5,15.199079000000001,0.6026629,13.954483999999999,45.962322,17.044477,16.7305,0.90237826,6,,-0.291,5.4142694,18.79630849098432,17.021303,,2.7485752,1.6621598999999998,17.396463,17.044477,1.0903063,15.310257,3.2573697999999998,-0.03,120,2.3690164e-33,0.11,15.949415922164915,0.9999804
6,24.43082,5.5069075,13.771591,55.384919999999994,17.044477,16.735113000000002,1.4540224,7,,-0.288,10.178157,18.526379968031424,16.762793,,5.5069075,1.6519115000000002,12.814467,17.044477,3.2260823,15.156106,6.161442,-0.03,140,2.2944057e-32,0.11,17.44423794746399,0.9999804
7,18.399729,0.16213462,14.173036999999999,48.293983000000004,17.052303,16.774760999999998,1.0947402,8,,-0.283,8.757921000000001,18.828144188105334,17.052303,,4.4876895,1.7112621,16.736185,17.052303,4.9543743,15.022575,5.117814,-0.029,160,4.193725e-31,0.11,18.532863140106198,0.9999804
8,15.75041,0.54337126,14.921864499999998,44.648163000000004,17.052303,16.800917000000002,0.93667006,9,,-0.278,8.430031,18.785547924814548,17.010149,,4.187441000000001,1.770273,20.917107,17.052303,6.8743175999999995,14.904792,4.761995,-0.029,180,1.263796e-29,0.11,19.191320657730106,0.99998575
9,14.074573000000001,0.7140485,14.380429000000001,42.386864,17.052303,16.815617,0.8369009,10,,-0.272,8.369009,18.716314068210398,16.947907999999998,,4.1229177,1.8068799,9.630853,17.052303,7.281405,14.799432000000001,4.6317463,-0.028,200,6.759975999999999e-28,0.11,20.317312479019165,0.99998873
10,13.6965275,1.6007272,14.450906,41.471626,17.052303,16.828505,0.8139274000000001,11,,-0.263,8.953201,18.73064902548611,16.957403,,4.274252,1.8418265999999999,15.359432,17.052303,8.16222,14.704122,4.861045,-0.027,220,1.966743e-25,0.11,21.560840129852295,0.99998873
11,9.826167,1.40513,14.374585,41.05893,17.052303,16.814242999999998,0.5861145999999999,12,,-0.24,7.033375299999999,18.41972814639807,16.657362,,3.9364275999999996,1.6379247,13.759023000000001,17.052303,8.382104,14.61711,4.294077400000001,-0.024,240,1.5144382999999998e-19,0.11,22.66594767570496,0.99998873
12,0.44678274,0.015829971,14.179606,40.366524,17.052303,16.824554,0.02665163,13,,-0.194,0.3464712,18.71924214535697,16.9483,,0.26672959999999996,1.2814938999999999,12.268195,17.052303,5.3120456,14.537067,0.27036506,-0.02,260,1.2832507e-09,0.11,23.851829528808594,0.99998873
13,20.202543,16.935604,14.128279000000001,70.62751,17.052303,16.798244,1.2273272,14,,-0.191,17.182579999999998,18.202785927843298,16.456186,,16.935604,1.0145155000000001,14.397986999999999,17.052303,5.7583704000000004,14.462959,16.936735000000002,-0.019,280,6.3448415e-09,0.11,25.36183333396912,0.99998873
14,21.534573,8.944631,13.911420000000001,57.576133999999996,17.052303,16.782907,1.304376,15,,-0.185,19.56564,18.3201064050015,16.568203,,10.487914,1.4193866000000002,11.030884,17.052303,5.631521,14.393967000000002,13.784574,-0.019,300,6.800329e-08,0.11,26.406596899032593,0.99998873
15,10.517517999999999,4.653322,13.748128,38.828568,17.052303,16.772254999999998,0.63375473,16,,-0.206,10.140075999999999,18.359583315237813,16.612484,,4.653322,1.8069592,11.260152,17.052303,7.942137,14.329428,5.6116795999999995,-0.021,320,6.2853055999999995e-12,0.11,27.57137560844421,0.99998873
16,14.497459,3.4756413,13.706902,39.196762,17.052303,16.757132000000002,0.87563473,17,,-0.199,14.885791000000001,18.262609416910685,16.515167,,4.38497,2.0711884,13.436754999999998,17.052303,7.8631988,14.268804000000001,7.187077,-0.02,340,1.7238927e-10,0.11,28.56005120277405,0.99998873
17,18.705301000000002,3.8850126000000005,13.853195999999999,41.239940000000004,17.052303,16.74336,1.1312956,18,,-0.192,20.36332,18.264147796848725,16.509233,,4.203622,2.2701453999999996,16.514528,17.052303,7.853392599999999,14.211645,8.970051,-0.019,360,4.890389e-09,0.11,29.901620864868164,0.99998873
18,18.312387,3.207614,13.888507999999998,41.030685,17.052303,16.737854000000002,1.1076492,19,,-0.171,21.045336,18.394766976706368,16.638733,,6.286027400000001,2.2517934,14.474326000000001,17.052303,6.096218,14.157577499999999,9.346033,-0.017,380,1.9918225e-05,0.11,30.997303009033203,0.99998873
19,20.096024,3.948956,13.879567000000002,39.941315,17.052303,16.728886,1.2147341,20,,-0.177,24.294682,18.314694371908427,16.55846,,4.8076735,2.5777857,13.680873000000002,17.052303,7.220447500000001,14.106285,9.424632,-0.018,400,2.4959842999999997e-06,0.11,32.272732496261604,0.99998873
20,17.910507,1.0255142,13.633562,36.834232,17.052303,16.72735,1.0820738,21,,-0.177,22.723549,18.455668043925847,16.696657000000002,,4.0410995000000005,2.7033212000000004,8.573211,17.052303,7.335872,14.057495000000001,8.405789,-0.018,420,2.1851297000000002e-06,0.11,33.563810110092156,0.99998873
21,17.751648,2.89356,13.722656,34.59895,17.052303,16.717468,1.07149,22,,-0.192,23.572779999999998,18.25574511493776,16.509970000000003,,2.89356,3.0365045,15.561124,17.052303,8.978169,14.010975,7.7631307000000005,-0.019,440,6.846488000000001e-09,0.11,34.945585012435906,0.99998873
22,14.858581,3.7786855999999998,13.833353,34.64767,17.052303,16.721857,0.88463175,23,,-0.249,20.346529999999998,18.58248840170962,16.818424,,5.035353,2.5851066,16.23285,17.052303,9.85726,13.966523,7.870674,-0.025,460,1.5361337e-21,0.11,36.451534032821655,0.99998873
23,21.922620000000002,0.07074968,13.838351000000001,45.323890000000006,17.052303,16.725336,1.2877889999999999,24,,-0.352,30.906934999999997,18.57193709481744,16.80537,,9.822612,2.1860743,14.100462,17.052303,-0.43034664,13.923964000000002,14.1381,-0.037,480,,0.11,38.125149488449104,0.99998873
24,16.387401999999998,0.9292534,13.947609,43.801590000000004,17.052303,16.733574,0.96226746,25,,-0.379,24.056686,18.703167184019765,16.931278,,10.838807000000001,1.8660742,16.405260000000002,17.052303,-3.8047737999999995,13.8831415,12.8916025,-0.04,500,,0.11,39.14389157295228,0.99998873
