,LQGmu1,IWNorm1,ReturnStepMax,URet,IWNorm2,ReturnMin,ReturnMean,ReturnAbsMax,Bound,target_sum_log_mean,Iteration,DenMISELogLast,ReturnMax,LQGsigma,DenMISELogFirst,IWFirstEpisode,LQGmu01,IWLastEpisode,TimeElapsed,MISE,ReturnLastEpisode,DenMISEMeanLog,IWMean,SqrtESSClassic,IWMin,TimestepsSoFar,IWMax
45,1.0,44.230309999999996,0.9999923000000001,9.390539191091165,8.846062,,12.039923,17.157787,18.497032,-918.3381300000001,46,16.736629999999998,17.157787,0.11,15.893671,,0.648,1.7689849999999998,73.35540723800659,8.202359,8.550871,13.884145000000002,0.9615284,5.0,,920,1.7698541
46,1.0,45.258765999999994,0.9999923000000001,9.366417702745132,8.875974000000001,,11.965236,17.157787,18.309227,-898.654,47,6.2644753,17.157787,0.11,15.872164999999999,,0.648,1.7406810000000001,74.77429962158203,8.214473,8.529611000000001,13.72105,0.9629525,5.099019999999999,,940,1.7413303
47,1.0,46.285263,0.9999923000000001,9.36618496576876,8.907603,,11.893642999999999,17.157787,18.131762,-879.5908,48,15.839891,17.157787,0.11,15.851110999999998,,0.648,1.714304,76.39323496818542,8.225708000000001,8.528875,13.764276999999998,0.9642763000000001,5.196152,,960,1.7148453000000001
48,1.0,47.309868,0.9999923000000001,9.373932220134167,8.940724000000001,,11.82507,17.157787,17.963867,-861.2883,49,16.705656,17.157787,0.11,15.830492000000001,,0.648,1.689604,78.20441198348998,8.236316,8.533499,13.823441500000001,0.9655075000000001,5.291503,,980,1.690189
49,1.0,48.33285,0.9999923000000001,9.373153867260676,8.975185,,11.759247,17.157787,17.804596,-843.6714,50,19.046685999999998,17.157787,0.11,15.810289000000001,,0.648,1.6666421000000002,79.82204961776732,8.246233,8.533902000000001,13.927093,0.96665704,5.385164700000001,,1000,1.6671745999999998
50,1.0,49.35405,0.9999923000000001,9.400672478756,9.010776,,11.696483,17.157787,17.653957000000002,-826.93427,51,9.42191,17.157787,0.11,15.790486999999999,,0.648,1.6448343,81.00298094749449,8.256248,8.558327,13.837985999999999,0.96772647,5.4772253,,1020,1.645647
51,1.0,50.37409,0.9999923000000001,9.38301209277501,9.047454,,11.635815,17.157787,17.510036,-810.7931,52,11.919167,17.157787,0.11,15.771069,,0.648,1.6248499,82.7604043483734,8.265147,8.541701,13.800359,0.9687325000000001,5.567764,,1040,1.6254652
52,1.0,51.39322,0.9999923000000001,9.347935476105203,9.085123,,11.576877,17.157787,17.37195,-795.2202,53,14.099676,17.157787,0.11,15.752021,,0.648,1.6062093000000002,85.29445695877075,8.272658999999999,8.512075999999999,13.805314000000001,0.96968335,5.656854599999999,,1060,1.6065066000000001
53,1.0,52.411045,0.9999923000000001,9.375280395805742,9.123592,,11.5206,17.157787,17.240824,-780.11945,54,19.761272,17.157787,0.11,15.733329000000001,,0.648,1.5882021000000002,86.97934913635254,8.280461,8.53797,13.914954999999999,0.9705749,5.744562,,1080,1.5886626
54,1.0,53.428000000000004,0.9999923000000001,9.349351546915354,9.162827,,11.46588,17.157787,17.114677,-765.68396,55,13.377115,17.157787,0.11,15.714979000000001,,0.648,1.5715503999999998,88.90187788009644,8.28707,8.511022,13.904551999999999,0.9714181999999999,5.830952,,1100,1.5718396000000001
55,1.0,54.443769999999994,0.9999923000000001,9.383057165000203,9.202678,,11.413658999999999,17.157787,16.994709,-751.7411,56,14.678106,17.157787,0.11,15.696960999999998,,0.648,1.555441,90.36833000183105,8.294122,8.54147,13.917772,0.9722101999999999,5.9160794999999995,,1120,1.5559513999999999
56,1.0,55.45853,0.9999923000000001,9.409009293020166,9.243089,,11.363729,17.157787,16.880367,-738.2834,57,14.914041500000002,17.157787,0.11,15.679260999999999,,0.648,1.5402546,92.16507411003113,8.301473,8.567617,13.934686,0.97295666,6.0,,1140,1.5409216000000001
57,1.0,56.47261999999999,0.9999923000000001,9.392597997620557,9.284041,,11.315232,17.157787,16.770184,-725.2950400000001,58,14.617438,17.157787,0.11,15.66187,,0.648,1.5261476,94.0946946144104,8.308016,8.550915,13.945917000000001,0.97366583,6.0827622,,1160,1.5266833
58,1.0,57.48593,0.9999923000000001,9.402781029534225,9.325449,,11.26852,17.157787,16.664513,-712.7275,59,15.77772,17.157787,0.11,15.644775,,0.648,1.5125983,95.77791666984558,8.31443,8.559266000000001,13.97645,0.9743378,6.1644144,,1180,1.5131754
59,1.0,58.498596,0.9999923000000001,9.399661575471935,9.367272,,11.223384,17.157787,16.56289,-700.5755,60,15.983928,17.157787,0.11,15.627968,,0.648,1.4998055000000001,97.91576433181764,8.320555,8.560321,14.009416,0.9749766,6.244998000000001,,1200,1.5003433000000002
60,1.0,59.5112,0.9999923000000001,9.307072407458461,9.409547,,11.178293,17.157787,16.462978,-688.8218400000001,61,16.000475,17.157787,0.11,15.611439,,0.648,1.4881666,99.78590178489685,8.324326,8.472928999999999,14.041584,0.97559345,6.3245554,,1220,1.4881666
61,1.0,60.52305,0.9999923000000001,9.331091068983081,9.452112,,11.135022,17.157787,16.367217999999998,-677.4918,62,13.253322,17.157787,0.11,15.595179000000002,,0.648,1.4763899,101.58131194114685,8.328431,8.495455,14.028419,0.9761781999999999,6.403124299999999,,1240,1.4765406
62,1.0,61.534004,0.9999923000000001,9.394542488097015,9.494903,,11.094028999999999,17.157787,16.276134,-666.4173599999999,63,19.818819,17.157787,0.11,15.579178,,0.648,1.4649828999999999,103.91626930236816,8.333623,8.552377,14.119895999999999,0.9767302,6.480741,,1260,1.4654552
63,1.0,62.54456999999999,0.9999923000000001,9.373976782081217,9.537958,,11.054049000000001,17.157787,16.187820000000002,-655.7524400000001,64,15.761823999999999,17.157787,0.11,15.563429999999999,,0.648,1.4545114,106.14372944831848,8.338205,8.535332,14.145135999999999,0.9772589,6.5574384000000006,,1280,1.4548749
64,1.0,63.55478299999999,0.9999923000000001,9.352005507937355,9.5812435,,11.015025999999999,17.157787,16.102104,-645.3919999999999,65,17.30751,17.157787,0.11,15.547925,,0.648,1.4445335,108.11677050590515,8.342203999999999,8.517519,14.193389999999999,0.9777659,6.633249799999999,,1300,1.4447649
65,1.0,64.564545,0.9999923000000001,9.350996009536527,9.624713999999999,,10.977098,17.157787,16.019098,-635.4016,66,13.608989999999999,17.157787,0.11,15.532657999999998,,0.648,1.4348593,110.55991578102112,8.345903,8.511859,14.184151000000002,0.9782506999999999,6.7082043,,1320,1.435092
66,1.0,65.57379,0.9999923000000001,9.370390665230447,9.668327,,10.940626,17.157787,15.939226000000001,-625.7463,67,11.155311,17.157787,0.11,15.51762,,0.648,1.4255015,113.10718750953674,8.349894,8.533461,14.138576,0.97871333,6.7823305,,1340,1.4258347
67,1.0,66.582886,0.9999923000000001,9.318467837473902,9.712112,,10.904524,17.157787,15.860911999999999,-616.3867,68,10.357732,17.157787,0.11,15.502804999999999,,0.648,1.4168842,114.79907751083374,8.352751,8.485689,14.082619000000001,0.9791601000000001,6.8556542,,1360,1.4169611999999998
68,1.0,67.59148,0.9999923000000001,9.354959235427362,9.755989,,10.869928,17.157787,15.785662,-607.158,69,20.050684,17.157787,0.11,15.488206,,0.648,1.4082397,116.80193567276,8.356122000000001,8.517441,14.16877,0.9795866,6.928203599999999,,1380,1.4084492
69,1.0,68.59949,0.9999923000000001,9.401045843698789,9.799928,,10.836958000000001,17.157787,15.713559,-598.3056,70,12.174398,17.157787,0.11,15.473818,,0.648,1.3998348999999999,119.21463871002196,8.360221000000001,8.561958,14.139949,0.9799926999999999,6.9999994999999995,,1400,1.4002795
70,1.0,69.60736,0.9999923000000001,9.360662714214264,9.843967,,10.804367999999998,17.157787,15.642851,-589.6805400000001,71,13.737182999999998,17.157787,0.11,15.459632999999998,,0.648,1.3921823999999998,121.3586676120758,8.363418,8.523095,14.133957999999998,0.98038536,7.0710679999999995,,1420,1.3924279
71,1.0,70.615036,0.9999923000000001,9.340173443922305,9.888083,,10.772483,17.157787,15.573939000000001,-581.2902,72,14.101417999999999,17.157787,0.11,15.445646,,0.648,1.3847288,124.2274935245514,8.366226,8.508646,14.133198000000002,0.9807644,7.141427999999999,,1440,1.384882
72,1.0,71.622116,0.9999923000000001,9.407547048295724,9.932201,,10.742284,17.157787,15.508083,-573.1252400000001,73,14.434318,17.157787,0.11,15.431853,,0.648,1.3771851000000002,126.54476523399352,8.370012,8.567953,14.137027,0.9811249,7.211102,,1460,1.3776186000000001
73,1.0,72.62915,0.9999923000000001,9.362614656408878,9.976381,,10.7123,17.157787,15.443269,-565.1469,74,16.952866,17.157787,0.11,15.418247000000001,,0.648,1.3703959,129.03096032142642,8.372859,8.523513000000001,14.174791,0.981475,7.2801100000000005,,1480,1.3706234
74,1.0,73.63595600000001,0.9999923000000001,9.354603485214398,10.020584,,10.68305,17.157787,15.380154000000001,-557.3707,75,17.755194,17.157787,0.11,15.404824,,0.648,1.3636948999999998,131.6357984542847,8.375516000000001,8.518523,14.222253,0.9818127000000001,7.3484693,,1500,1.3638847
75,1.0,74.64256,0.9999923000000001,9.340602401279527,10.064801,,10.654386,17.157787,15.318497,-549.8376,76,14.847976000000001,17.157787,0.11,15.39158,,0.648,1.3572478000000001,133.84115839004514,8.3778305,8.504499000000001,14.230217999999999,0.982139,7.4161983,,1520,1.3573837
76,1.0,75.64894,0.9999923000000001,9.342590465561056,10.109015,,10.626486,17.157787,15.2585125,-542.4489,77,18.787476,17.157787,0.11,15.378507999999998,,0.648,1.3509833999999998,136.58200478553772,8.3800955,8.506158000000001,14.289144,0.98245376,7.4833145000000005,,1540,1.3511147
77,1.0,76.65505999999999,0.9999923000000001,9.350297804553826,10.153211,,10.599402,17.157787,15.200223999999999,-535.2796599999999,78,16.458345,17.157787,0.11,15.365603,,0.648,1.3448951999999998,139.11576771736142,8.38241,8.513977,14.316702,0.98275715,7.5498343,,1560,1.3450594
78,1.0,77.660866,0.9999923000000001,9.382854803310792,10.197372,,10.5733385,17.157787,15.143868,-528.2344,79,21.004534,17.157787,0.11,15.352865,,0.648,1.3389418,141.80201315879822,8.385083999999999,8.54036,14.401113500000001,0.9830489,7.615772200000001,,1580,1.33921
79,1.0,78.666504,0.9999923000000001,9.368350348824402,10.241507,,10.547774,17.157787,15.088729999999998,-521.47186,80,12.477231,17.157787,0.11,15.340285999999999,,0.648,1.3333211999999999,143.95935559272766,8.387468,8.528198,14.376831,0.9833313,7.681145699999999,,1600,1.3335538999999998
80,1.0,79.67196,0.9999923000000001,9.368296507226523,10.285606,,10.522841,17.157787,15.034956,-514.8807400000001,81,12.124864,17.157787,0.11,15.327864000000002,,0.648,1.3278558,146.47539544105533,8.389773,8.528208,14.348797,0.98360443,7.745966,,1620,1.3280864
81,1.0,80.67728000000001,0.9999923000000001,9.365181642242263,10.329667,,10.498485,17.157787,14.982454,-508.35938,82,19.593664,17.157787,0.11,15.315594,,0.648,1.3226008,149.50744795799255,8.391966,8.525534,14.412537,0.98386925,7.810249300000001,,1640,1.3227925
82,1.0,81.68246500000001,0.9999923000000001,9.351126829631736,10.373683,,10.474596,17.157787,14.931060999999998,-502.0243,83,17.17922,17.157787,0.11,15.3034725,,0.648,1.3175199,151.9327533245087,8.393937,8.515735000000001,14.445654000000001,0.9841261,7.874008,,1660,1.3176682
83,1.0,82.687454,0.9999923000000001,9.355350764027962,10.417639999999999,,10.451314,17.157787,14.880927999999999,-495.90884000000005,84,11.396844,17.157787,0.11,15.291495999999999,,0.648,1.3125311000000002,154.06610846519467,8.395894,8.518981,14.409149,0.98437446,7.937253999999999,,1680,1.3127038
84,1.0,83.69233,0.9999923000000001,9.350099968642676,10.461541,,10.428483,17.157787,14.831837,-489.88300000000004,85,16.020014,17.157787,0.11,15.279660999999999,,0.648,1.3077507,156.48427104949948,8.397666000000001,8.510660000000001,14.427895999999999,0.9846155999999999,8.0,,1700,1.3078929
85,1.0,84.69712,0.9999923000000001,9.322269670858237,10.505385,,10.405905,17.157787,14.783514000000002,-484.0239,86,13.736491000000001,17.157787,0.11,15.267965,,0.648,1.3031728,158.98601984977722,8.399028999999999,8.486696,14.419657999999998,0.9848502,8.062258,,1720,1.3032264
86,1.0,85.70173,0.9999923000000001,9.342231644840592,10.549153,,10.384053999999999,17.157787,14.73655,-478.28232,87,15.233145,17.157787,0.11,15.256404999999999,,0.648,1.2985876,161.99826836586,8.400618,8.504976,14.428818,0.9850773000000002,8.124039,,1740,1.2987003000000001
87,1.0,86.70604,0.9999923000000001,9.393612464682096,10.592829,,10.363221000000001,17.157787,14.691292,-472.63805999999994,88,18.157219,17.157787,0.11,15.244976000000001,,0.648,1.2940419,164.1241261959076,8.40282,8.550768,14.470997,0.9852959000000001,8.185352,,1760,1.2943083999999998
88,1.0,87.71025999999999,0.9999923000000001,9.378854670137526,10.636432000000001,,10.342742999999999,17.157787,14.646875,-467.1445,89,16.032244,17.157787,0.11,15.233676,,0.648,1.2898207,166.14058065414432,8.404813,8.540649,14.488357,0.9855084999999999,8.246211,,1780,1.2900421999999998
89,1.0,88.714424,0.9999923000000001,9.361905319541806,10.679962,,10.322519999999999,17.157787,14.603163,-461.75043,90,18.06971,17.157787,0.11,15.222503,,0.648,1.2857361,169.9715676307678,8.406498,8.522662,14.527973000000001,0.9857158000000001,8.306623,,1800,1.2858979
90,1.0,89.71834,0.9999923000000001,9.38832152291559,10.723392500000001,,10.302992,17.157787,14.560688,-456.69205,91,-1.6847221999999997,17.157787,0.11,15.211453,,0.648,1.2815831,173.3158302307129,8.408444,8.545417,14.349639000000002,0.9859158000000001,8.3666,,1820,1.2818696000000003
91,1.0,90.72221,0.9999923000000001,9.384156777641762,10.766746000000001,,10.283892,17.157787,14.519112,-451.5384,92,17.19633,17.157787,0.11,15.200524,,0.648,1.2777319999999999,178.41808223724362,8.410347999999999,8.545767999999999,14.380412,0.98611104,8.42615,,1840,1.2779562
92,1.0,91.72598,0.9999923000000001,9.378997698053595,10.810011,,10.2651205,17.157787,14.478292000000001,-446.46927,93,19.647645999999998,17.157787,0.11,15.189713500000002,,0.648,1.2739479999999999,184.00810170173645,8.412098,8.538287,14.436884,0.9863009,8.485281,,1860,1.2741473
93,1.0,92.72969,0.9999923000000001,9.365684473672284,10.85319,,10.246639,17.157787,14.438165,-441.55884000000003,94,14.873522,17.157787,0.11,15.179018,,0.648,1.2702733,188.4720325469971,8.413663,8.527797,14.441369,0.9864860999999999,8.544003,,1880,1.2704417
94,1.0,93.733215,0.9999923000000001,9.398974068116651,10.896265,,10.228836,17.157787,14.3992,-436.6961,95,20.16487,17.157787,0.11,15.168435999999998,,0.648,1.2665875,191.955397605896,8.415544500000001,8.555365,14.50146,0.9866654,8.602325,,1900,1.2668363
