,LQGmu1,IWNorm1,ReturnStepMax,URet,IWNorm2,ReturnMin,ReturnMean,ReturnAbsMax,Bound,target_sum_log_mean,Iteration,DenMISELogLast,ReturnMax,LQGsigma,DenMISELogFirst,IWFirstEpisode,LQGmu01,IWLastEpisode,TimeElapsed,MISE,ReturnLastEpisode,DenMISEMeanLog,IWMean,SqrtESSClassic,IWMin,TimestepsSoFar,IWMax
0,-0.111,1.2002747,0.9625284,16.687925283112616,1.2002747,,15.058442000000001,15.058442000000001,63.249596,18.78473,1,18.60218,15.058442000000001,0.11,18.60218,1.2002747,-0.011,1.2002747,0.8092777729034424,18.074266,15.058442000000001,18.60218,1.2002747,1.0,,20,1.2002747
1,-0.097,1.2254848,0.9978268,17.662259126015382,0.8781525,,15.505951000000001,15.953459,43.751705,19.309956,2,20.929247,15.953459,0.11,18.697615,0.7133536,-0.01,0.51213133,20.687695741653442,9.45613,15.953459,19.81343,0.6127424,1.3955263,,40,0.7133536
2,-0.081,1.8667672999999998,0.9978268,17.5206779163727,1.7259558000000002,,15.611107,15.953459,54.077490000000004,18.384726,3,20.54004,15.953459,0.11,18.597189,0.08059981,-0.008,1.7229120999999998,21.60865044593811,9.827254,15.821418,19.963,0.62225574,1.0815846000000002,,60,1.7229120999999998
3,-0.5,4e-10,0.9978268,17.583528741612408,2e-10,,15.678381,15.953459,23.930187,-190.53157,4,18.699270000000002,15.953459,0.11,18.336018,,-0.055,,22.462438821792606,,15.880206,19.556601999999998,,2.0,,80,
4,-0.968,5e-10,0.99995655,18.57340278832658,2.2360681e-10,,15.9029875,16.801416,22.541468,-390.36295,5,-10.314312,16.801416,0.11,18.112875,,-0.202,6.286032199999999e-21,23.458911895751953,2.1122848999999998e-20,16.801416,13.403903,1.2572065000000001e-21,2.2360678,,100,6.286032199999999e-21
5,-0.962,6.232387999999999,0.99995655,18.845881845582575,6.232387999999999,,16.097597,17.070636999999998,68.94372,-318.39096,6,15.228489000000001,17.070636999999998,0.11,17.930553,,-0.194,6.232387999999999,24.22905206680298,17.731806,17.070636999999998,13.556067,1.0387313,1.0,,120,6.232387999999999
6,-0.904,0.93047005,0.99998033,18.83763488137049,0.8381649,,16.235155,17.070636999999998,48.39945,-244.94328,7,17.66836,17.070636999999998,0.11,17.776403,,-0.148,0.8324088,25.635419368743896,2.2678987999999998,17.060514,14.113169000000001,0.13292429,1.1101277,,140,0.8324088
7,-0.999,8.495604e-10,0.99998033,18.937155124538123,3.0390226e-10,,16.350485,17.157787,18.4129,-285.59192,8,11.985412,17.157787,0.11,17.642872,,-0.353,4.2827296e-21,26.90875649452209,1.0575331000000001e-10,17.157787,13.746143,6.1950510000000005e-12,2.7955053,,160,4.9441720000000004e-11
8,-0.999,14.479382000000001,0.99998033,18.474716920543425,14.479382000000001,,16.393555,17.157787,78.401985,-249.76144,9,17.839903,17.157787,0.11,17.525087,,-0.346,14.479382000000001,28.142716884613037,26.928625,16.738120000000002,14.09631,1.6088202,1.0,,180,14.479382000000001
9,-0.998,15.865995000000002,0.99998033,18.547841710896567,12.044263,,16.435910999999997,17.157787,65.66957,-220.97696000000002,10,12.273403,17.157787,0.11,17.419726999999998,,-0.335,4.834663,29.24155139923096,26.594889000000002,16.817123000000002,13.915085000000001,1.5865996,1.3173073999999998,,200,11.031333
10,-0.997,16.669872,0.99998033,18.451485933840264,11.49505,,16.461555,17.157787,60.872375,-195.98456000000002,11,15.758769000000001,17.157787,0.11,17.324417,,-0.318,3.4317010000000003,30.39175009727478,25.37787,16.718004,14.099484,1.515443,1.4501783000000001,,220,10.664764
11,-0.995,8.661122,0.99998033,18.52961510855431,6.3634124000000005,,16.489507999999997,17.157787,49.90717,-173.21753,12,17.084482,17.157787,0.11,17.237406,,-0.291,1.2097440000000002,31.775462865829468,12.089181,16.796957,14.365101999999998,0.7217602,1.3610813999999998,,240,6.1810217000000005
12,-0.994,18.47289,0.99998033,18.7143792905422,15.200263,,16.525675,17.157787,66.39699999999999,-157.01733000000002,13,8.894978,17.157787,0.11,17.157364,,-0.279,14.958338000000001,33.23466110229492,24.042572,16.95968,13.917716,1.4209916999999999,1.2153007,,260,14.958338000000001
13,-0.992,19.85183,0.99998033,18.659765076001182,13.133454,,16.553373,17.157787,58.044792,-143.1807,14,15.252460999999998,17.157787,0.11,17.083256,,-0.269,10.414209,34.37613034248352,23.991354,16.913456,14.016882999999998,1.4179878000000001,1.5115466999999998,,280,10.414209
14,-1.0,4.000311e-09,0.99998033,18.67985917476936,2.2227080000000003e-09,,16.578297,17.157787,28.600338,-251.03365,15,16.956305,17.157787,0.11,17.014263,,-0.957,,36.01904034614564,2.7999907e-09,16.927225,14.222420999999999,1.6668741e-10,1.7997466,,300,2.0137143e-09
15,-1.0,25.45431,0.9999923000000001,18.33252864071923,25.45431,,16.580578,17.157787,77.90574000000001,-240.06537999999998,16,13.819441000000001,17.157787,0.11,16.949724,,-0.974,25.45431,37.082680940628045,26.432378999999997,16.614792,14.136729,1.5908943000000002,1.0,,320,25.45431
16,-1.0,25.883522,0.9999923000000001,18.355985780454713,18.323257,,16.584032,17.157787,61.75342,-234.17708,17,15.678185999999998,17.157787,0.11,16.8891,,-0.993,12.323935,38.260697603225715,25.314808,16.639329999999998,14.226345000000002,1.5225601,1.4126048,,340,13.5595875
17,-1.0,9.237469,0.9999923000000001,18.25646458241299,7.1757455000000006,,16.581692,17.157787,48.48516,-198.00725,18,16.485996,17.157787,0.11,16.831942,,-0.918,6.9864435,39.74083876609802,8.500206,16.541908,14.360767999999998,0.5131927,1.2873183000000001,,360,6.9864435
18,-1.0,12.418897,0.9999923000000001,18.32447228322896,10.049004,,16.583078,17.157787,52.472553000000005,-171.17519,19,16.316357,17.157787,0.11,16.777874,,-0.806,2.655313,41.139735221862786,10.82183,16.608006,14.436107999999999,0.65362614,1.2358336,,380,9.69158
19,0.861,2e-09,0.9999923000000001,18.384676578820148,4.4721363e-10,,16.587425,17.157787,11.509795,-1424.3105,20,14.257565,17.157787,0.11,16.72658,,0.129,,42.6013126373291,,16.67003,14.405789000000002,,4.4721355,,400,
20,0.861,2.0999999999999998e-09,0.9999923000000001,9.66881076647152,4.5825757e-10,,16.217751999999997,17.157787,11.232409,-1363.2756,21,-12.254863,17.157787,0.11,16.677789999999998,,0.129,,43.918588161468506,,8.824282,13.0897665,,4.582576,,420,
21,1.0,11.05056,0.9999923000000001,9.309807896589337,11.05056,,15.865866,17.157787,55.73096999999999,-1937.4808,22,11.092285,17.157787,0.11,16.63127,,0.648,11.05056,44.88567519187927,4.257606,8.476252,12.954568,0.5022982,1.0,,440,11.05056
22,1.0,15.365170999999998,0.9999923000000001,9.341643517420911,10.864822,,15.545851,17.157787,42.069520000000004,-1852.8929999999998,23,5.9981127,17.157787,0.11,16.586819000000002,,0.648,7.675046400000001,45.93323111534119,5.6723356,8.505523,12.627289999999999,0.66805094,1.4142128,,460,7.690125
23,1.0,18.015829999999998,0.9999923000000001,9.380548487618457,10.40145,,15.254052,17.157787,36.104890000000005,-1774.9502,24,15.944695999999999,17.157787,0.11,16.544258,,0.648,5.9971514,47.01210975646973,6.3867097,8.542710000000001,12.748745,0.7506595,1.7320497,,480,6.0137599999999996
24,1.0,20.009655,0.9999923000000001,9.375194388018881,10.004831,,14.985325,17.157787,32.55203,-1703.2042,25,17.090387,17.157787,0.11,16.503436999999998,,0.648,4.9991035,48.07995796203613,6.8153396,8.535862,12.91002,0.8003861999999999,1.9999993000000003,,500,5.0091686
25,1.0,21.674622,0.9999923000000001,9.35995700231125,9.693187,,14.736826,17.157787,30.119635,-1637.0455,26,15.455358499999999,17.157787,0.11,16.464216,,0.648,4.334326,49.02477383613586,7.1000440000000005,8.524358,12.998266000000001,0.83363926,2.2360678,,520,4.339951
26,1.0,23.14935,0.9999923000000001,9.366397552698642,9.450685,,14.506839999999999,17.157787,28.317652000000002,-1575.6556,27,19.128752,17.157787,0.11,16.426476,,0.648,3.8575668,50.047489404678345,7.303735700000001,8.527177,13.217535999999999,0.8573833000000001,2.449489,,540,3.8621902
27,1.0,24.503988,0.9999923000000001,9.384100289601736,9.261638,,14.293902,17.157787,26.91337,-1518.8041,28,14.93781,17.157787,0.11,16.390107999999998,,0.648,3.4988312999999995,51.047418117523186,7.458266,8.544607000000001,13.272526999999998,0.87514246,2.6457509999999997,,560,3.504007
28,1.0,25.781216,0.9999923000000001,9.366947474180204,9.115038,,14.095181,17.157787,25.775972,-1465.7743,29,17.891441,17.157787,0.11,16.355017,,0.648,3.2223985,51.86152458190918,7.577387299999999,8.530968,13.426353,0.88900745,2.8284266,,580,3.2255008
29,1.0,27.001602000000002,0.9999923000000001,9.389765488989338,9.000535000000001,,13.910248000000001,17.157787,24.831703,-1416.5494,30,9.865628,17.157787,0.11,16.321115,,0.648,2.998726,52.79391574859619,7.673913499999999,8.547193,13.302991,0.9000534,2.9999998,,600,3.0027466
30,1.0,28.182999,0.9999923000000001,9.368068690281968,8.912248,,13.736629999999998,17.157787,24.028788,-1370.5127,31,9.555813,17.157787,0.11,16.288326,,0.648,2.8179932,53.71648812294006,7.751478,8.528096000000001,13.178054000000001,0.90912896,3.1622772,,620,2.8205287
31,1.0,29.3342,0.9999923000000001,9.371305244419872,8.844595,,13.573996,17.157787,23.336288,-1327.213,32,14.098593,17.157787,0.11,16.256577,,0.648,2.666509,54.92103385925293,7.816483,8.532341,13.203257,0.91669375,3.3166244,,640,2.668702
32,1.0,30.462906,0.9999923000000001,9.349889390082307,8.793883000000001,,13.420628,17.157787,22.729269,-1286.4660000000001,33,16.509966,17.157787,0.11,16.225804999999998,,0.648,2.539063,56.01716041564941,7.870188000000001,8.512837,13.300302499999999,0.92311835,3.4641016000000002,,660,2.5402498
33,1.0,31.573223,0.9999923000000001,9.349219994042015,8.756836999999999,,13.2762,17.157787,22.192162,-1248.0814,34,17.717363,17.157787,0.11,16.195951,,0.648,2.4291532000000005,57.16185736656189,7.916019400000001,8.5101,13.427397000000001,0.9286242,3.6055512000000003,,680,2.4301589
34,1.0,32.668785,0.9999923000000001,9.349946727080123,8.7311,,13.14016,17.157787,21.712868,-1211.885,35,17.945742000000003,17.157787,0.11,16.166965,,0.648,2.3338403999999997,58.77393531799317,7.956032799999999,8.514786,13.553961,0.93339384,3.7416574999999996,,700,2.3347576
35,1.0,33.75123,0.9999923000000001,9.396139817080776,8.714528999999999,,13.012814,17.157787,21.28368,-1177.8192,36,13.675061999999999,17.157787,0.11,16.138794,,0.648,2.2493157000000004,60.043736696243286,7.993317599999999,8.555683,13.555036999999999,0.9375341,3.8729837,,720,2.251288
36,1.0,34.823334,0.9999923000000001,9.427524550830592,8.705833,,12.893180000000001,17.157787,20.896225,-1145.6218,37,12.704844999999999,17.157787,0.11,16.111395,,0.648,2.1751709999999997,61.43359923362732,8.0278845,8.586405000000001,13.529978,0.94117117,4.0,,740,2.1776428
37,1.0,35.888718,0.9999923000000001,9.368299598144556,8.704292,,12.778379,17.157787,20.539951000000002,-1115.0345,38,15.949095000000002,17.157787,0.11,16.084726,,0.648,2.111109,62.85260653495789,8.055826,8.530761,13.591739000000002,0.94443995,4.1231055,,760,2.1121842999999996
38,1.0,36.946793,0.9999923000000001,9.392955005513297,8.708442,,12.669972999999999,17.157787,20.214157,-1085.992,39,16.909060999999998,17.157787,0.11,16.05875,,0.648,2.0522034,64.12246990203857,8.081772,8.550511,13.675056,0.94735366,4.242641000000001,,780,2.0536208
39,1.0,37.999553999999996,0.9999923000000001,9.364835918232679,8.717694999999999,,12.566367999999999,17.157787,19.912796,-1058.3365,40,19.531666,17.157787,0.11,16.033434,,0.648,2.0000963,65.84025883674622,8.103997999999999,8.525787,13.819870000000002,0.94998884,4.358899,,800,2.0009148000000003
40,1.0,39.047979999999995,0.9999923000000001,9.311443717593116,8.731394,,12.466588,17.157787,19.631643,-1032.31,41,8.08039,17.157787,0.11,16.008741,,0.648,1.9531531000000002,67.11963295936584,8.12185,8.475416000000001,13.678401000000001,0.9523898000000001,4.472136,,820,1.9532313000000001
41,1.0,40.09085,0.9999923000000001,9.394034100931892,8.748541000000001,,12.373381,17.157787,19.373718,-1007.38245,42,13.999194000000001,17.157787,0.11,15.984643,,0.648,1.9087,68.4954903125763,8.141311,8.551833,13.6846695,0.95454407,4.582576,,840,1.9098853999999998
42,1.0,41.1297,0.9999923000000001,9.41970300187578,8.768882000000001,,12.285057,17.157787,19.134209,-983.5658,43,16.113373,17.157787,0.11,15.961113000000001,,0.648,1.8688768,69.85323834419249,8.16005,8.57543,13.739873999999999,0.95650464,4.6904154,,860,1.8703085
43,1.0,42.166077,0.9999923000000001,9.359840909346012,8.792233999999999,,12.199563000000001,17.157787,18.908151999999998,-960.8422,44,15.661441,17.157787,0.11,15.938123000000001,,0.648,1.833434,71.16595792770386,8.175214,8.52335,13.78236,0.9583199,4.7958317,,880,1.8340319999999999
44,1.0,43.199776,0.9999923000000001,9.339597242009246,8.818118,,12.117457,17.157787,18.695423,-939.1303,45,15.607869,17.157787,0.11,15.91565,,0.648,1.8003330000000002,72.24884510040283,8.188466,8.504817,13.821817999999999,0.95999503,4.898979,,900,1.8006593000000002
