,SqrtESSClassic,ReturnMean,IWMax,ReturnMax,LQGsigma,MISE,Bound,IWNorm1,DenMISEMeanLog,IWLastEpisode,IWFirstEpisode,DenMISELogLast,ReturnLastEpisode,IWMin,TimeElapsed,LQGmu1,ReturnAbsMax,LQGmu01,URet,Iteration,ReturnMin,DenMISELogFirst,ReturnStepMax,IWMean,IWNorm2,TimestepsSoFar,target_sum_log_mean
14,3.8729835,16.531612,2.5777499999999997e-33,17.044603,0.11,2.7428126e-33,13.202692,1.5e-09,15.247345000000001,,,17.570145,16.735323,,23.12266492843628,0.067,17.044603,0.007,18.492960301343068,15,,17.431803,0.9999701999999999,1.7188138e-34,3.8729833e-10,300,-108.46711
15,1.0,16.079746,23.636806,17.044603,0.11,13.741469,64.87528,23.636806,13.653935,23.636806,,-9.2791195,9.3017435,,24.61224484443665,0.065,17.044603,0.006,10.196718430949485,16,,17.367264000000002,0.9999701999999999,1.4773003999999998,23.636806,320,-100.14871
16,1.4065385,15.669620499999999,15.927624,17.044603,0.11,15.631879000000001,51.98624,28.838465000000003,13.771804999999999,12.910841,,15.720547,9.107636,,26.51665210723877,0.062,17.044603,0.006,10.005317513581382,17,,17.306639999999998,0.9999701999999999,1.6963803,20.503147,340,-90.80824
17,1.4194013,15.3027,9.855128,17.044603,0.11,7.8533716,43.878284,15.316906,13.928555,1.2461567,,16.338896,9.065039,,27.44232940673828,0.051,17.044603,0.005,9.955944660960137,18,,17.249481,0.9999701999999999,0.8509392,10.791103,360,-76.586044
18,1.3395016000000002,14.9754925,21.496664000000003,17.044603,0.11,14.320843,52.494602,29.819513,13.994372,21.496664000000003,,15.438265,9.08575,,28.503534078598022,0.05,17.044603,0.005,9.979195806124046,19,,17.195414000000003,0.9999701999999999,1.5694481000000002,22.261648,380,-70.25758
19,1.2098057,14.68631,0.7161715,17.044603,0.11,0.40566263,42.6718,0.89089173,14.038503,0.17135644,1.1345822e-34,14.696751,9.191837,,29.67864322662353,0.031,17.044603,0.003,10.092431902755497,20,,17.144121,0.9999701999999999,0.044544585,0.7363924,400,-55.078014
20,1.0057034,14.423023,28.278318,17.044603,0.11,12.401156,63.244983999999995,28.439943,13.96815,28.278318,1.0229012999999999e-32,13.493028,9.157297999999999,,31.02088689804077,0.027,17.044603,0.003,10.055827008120069,21,,17.095330999999998,0.9999701999999999,1.354283,28.278655999999998,420,-49.905403
21,1.0924604,14.183,11.797188,17.044603,0.11,5.3880514999999995,52.19415,12.94652,13.887254,1.1256853,6.2291167e-31,12.304725999999999,9.142508,,32.64629483222961,0.023,17.044603,0.002,10.040855078187944,22,,17.048810999999997,0.9999701999999999,0.58847815,11.850791000000001,440,-45.62938
22,2.7281983,13.968526999999998,5.1403403,17.044603,0.11,19.467385999999998,38.21009,26.689024,13.528777,,1.5396031999999998e-18,6.139905000000001,9.250143,,34.442922353744514,-0.229,17.044603,-0.023,10.16146728577237,23,,17.004358,0.9999701999999999,1.1603923999999999,9.782656,460,-229.33426
23,2.0730739,14.070583,6.998700599999999,17.044603,0.11,16.147467000000002,40.813164,22.905205,12.546868,2.7984146e-05,,-10.137485,16.41788,,35.71264624595642,-0.306,17.044603,-0.032,18.174360993218674,24,,16.9618,0.9999701999999999,0.95438355,11.048909,480,-293.62012000000004
24,1.9420654999999998,14.182462,10.579884,17.044603,0.11,17.878521,44.208121999999996,26.405715999999998,12.696782,5.755205999999999,,16.411293,16.867538,,36.88925457000733,-0.324,17.044603,-0.034,18.638406839902167,25,,16.920977,0.9999701999999999,1.0562286,13.596718,500,-294.95508
25,1.8297211,14.288726,12.527407,17.044603,0.11,17.819124,45.765358,27.337032,12.786096,6.4049487,,15.064699,16.945307,,38.802727222442634,-0.347,17.044603,-0.036,18.718345117835852,26,,16.881756,0.9999701999999999,1.0514243,14.940546,520,-298.1157
26,1.2100031,14.391518,3.5430973,17.06413,0.11,2.7212036,45.028853999999995,4.32451,13.010157000000001,0.34009206,,18.897448,17.06413,,40.01064825057984,-0.433,17.06413,-0.046,18.84203971230725,27,,16.844017,0.9999701999999999,0.16016704,3.5739660000000004,540,-330.801
27,1.3434438,14.490123,20.550755,17.15245,0.11,17.56264,55.86521,28.748802,13.00872,20.550755,,13.799783999999999,17.15245,,41.34619307518005,-0.411,17.15245,-0.044,18.932682684987604,28,,16.807648,0.9999701999999999,1.0267429,21.399334,560,-308.79486
28,1.4917365,14.578594,12.026127,17.15245,0.11,14.332166,48.8271,24.30593,13.123351999999999,10.932446,,16.492489000000003,17.055807,,42.690321683883674,-0.459,17.15245,-0.05,18.83478031242538,29,,16.772555999999998,0.9999979999999999,0.8381354999999999,16.293715,580,-316.13086
29,2.101812,14.665051,9.060412,17.172289000000003,0.11,18.76075,43.271442,32.926840000000006,13.017233000000001,7.483596,,10.210453999999999,17.172289000000003,,43.48816204071045,-0.411,17.172289000000003,-0.044,18.950924634482405,30,,16.738654999999998,0.9999979999999999,1.0975614,15.665932000000002,600,-287.2985
30,2.1549462999999998,14.742944,8.018855,17.172289000000003,0.11,15.277306,39.183640000000004,27.701244,12.898047,3.4614934999999996,,9.324364,17.0797,,45.232821702957146,-0.428,17.172289000000003,-0.046,18.85619470874052,31,,16.705866,0.9999979999999999,0.89358854,12.854726,620,-284.4053
31,1.7777886000000003,14.816725,3.8322336e-09,17.172289000000003,0.11,2.0583983e-09,28.978061999999998,7.0618422e-09,12.903917999999999,1.9531087e-11,,13.2517,17.10398,,47.37881851196289,-0.841,17.172289000000003,-0.122,18.882574910252146,32,,16.674118,0.9999979999999999,1.2068256000000002e-10,3.972262e-09,640,-372.4408
32,1.0000004999999998,14.885458999999999,11.397167,17.172289000000003,0.11,5.9006147,57.417457999999996,11.397173,12.901394999999999,11.397167,,13.805334,17.084965,,49.1364152431488,-0.762,17.172289000000003,-0.1,18.862328158879393,33,,16.643345,0.9999979999999999,0.34536886,11.397167,660,-343.25833
33,4.313956299999999,14.952859,6.395553e-10,17.17703,0.11,3.2161667999999997e-10,11.945205,4.0400323e-09,12.957967,4.7663723e-13,,15.513295999999999,17.17703,,50.696683645248406,-0.992,17.17703,-0.267,18.95750802516898,34,,16.613493,0.9999979999999999,1.8824468e-11,9.365029e-10,680,-429.66652999999997
34,1.0,15.009894000000001,45.35649,17.17703,0.11,21.964357,73.49544499999999,45.35649,12.995058,45.35649,,15.241744,16.949118,,52.44866991043091,-0.992,17.17703,-0.271,18.69835420062467,35,,16.584505,0.9999979999999999,1.2958996999999999,45.35649,700,-418.6615
35,1.3315289,15.064635999999998,29.974264,17.17703,0.11,20.798513,59.499207,44.149840000000005,12.952210000000001,14.175579,,11.60741,16.98055,,54.23354744911194,-0.994,17.17703,-0.28,18.728528326330057,36,,16.556334,0.9999979999999999,1.2263845,33.157253000000004,720,-410.32263
36,1.3475368,15.113842000000002,18.145874,17.17703,0.11,11.756584,49.997536,25.681236,12.89632,5.432068,,10.932867,16.885279,,55.54293870925903,-0.996,17.17703,-0.305,18.62204391600384,37,,16.528934,0.9999979999999999,0.69408745,19.05791,740,-408.22983
37,1.3418162,15.157224,35.200356,17.17703,0.11,21.818472,60.222457999999996,49.314667,12.897632000000002,35.200356,,13.341509,16.762323000000002,,57.404792308807366,-0.997,17.17703,-0.312,18.491539966421442,38,,16.502266,0.9999979999999999,1.2977544,36.752179999999996,760,-399.7019
38,1.0914704,15.20212,9.557499,17.17703,0.11,4.500295599999999,51.712837,10.462313,12.955731,0.7107296999999999,,15.156918,16.908169,,59.353606939315796,-0.999,17.17703,-0.364,18.655849202372693,39,,16.476292,0.9999979999999999,0.26826444,9.585522000000001,780,-406.27487
39,1.7384883999999998,15.239047,16.779726,17.17703,0.11,16.390627,46.031944,39.099228000000004,13.080472,13.636357,,18.69054,16.679247,,61.207717180252075,-0.998,17.17703,-0.334,18.408190908876765,40,,16.450974,0.9999979999999999,0.9774806999999999,22.490357999999997,800,-386.14453
40,2.5145428,15.273407999999998,11.3741045,17.17703,0.11,23.754587,44.24781,57.91133000000001,12.925901,9.769571000000001,,6.881081,16.64785,,62.72857856750488,-0.996,17.17703,-0.301,18.379462470579792,41,,16.426281,0.9999979999999999,1.4124715,23.030561,820,-365.40787
41,2.3967822,15.312425,11.774741,17.17703,0.11,18.934452,40.434566,47.0709,12.92726,8.127528,,12.695250999999999,16.91205,,64.26980781555176,-0.993,17.17703,-0.276,18.660394061684524,42,,16.402184,0.9999979999999999,1.1207358,19.639206,840,-347.95403999999996
42,2.376577,15.348659,10.988808,17.17703,0.11,16.29926,37.982162,41.772713,12.981003,4.2961235,,15.201077,16.870502,,66.11064672470093,-0.998,17.17703,-0.327,18.621614856010844,43,,16.378653,0.9999979999999999,0.97145844,17.57684,860,-356.09982
43,3.0640466,15.379239000000002,7.8147660000000005,17.17703,0.11,22.032677,38.850662,57.54753,13.006214,4.200548,,14.1812,16.694174,,68.32694745063782,-0.995,17.17703,-0.291,18.416276745877735,44,,16.355663,0.9999979999999999,1.3078983999999998,18.781546,880,-336.42624
44,1.8976784,15.412258,1.6448783,17.17703,0.11,1.4415143999999998,28.596322999999998,3.8789876000000003,13.042079,0.004821349,,14.384197,16.865175,,70.17611265182495,-0.999,17.17703,-0.384,18.60470545989227,45,,16.33319,0.9999979999999999,0.08619972,2.04407,900,-355.94867
45,1.2290421999999999,15.441803,15.636621,17.17703,0.11,7.057751,48.985596,19.368702,13.055275,15.636621,,14.552939000000002,16.771297,,71.72304439544678,-0.999,17.17703,-0.384,18.49845482429633,46,,16.31121,0.9999979999999999,0.42105874,15.759185,920,-348.01736
46,1.2028515,15.469930999999999,4.744358999999999,17.17703,0.11,2.0649054000000002,44.90568,5.7877555,12.868238,0.78576314,,4.880969,16.763815,,73.45907282829285,-1.0,17.17703,-0.43,18.4937371095946,47,,16.289704999999998,0.9999979999999999,0.12314373,4.8116956,940,-352.27737
47,1.0863085,15.492460999999999,42.68995,17.17703,0.11,16.055101,63.49199,46.510555,12.849617,42.68995,,12.845792999999999,16.551395,,75.09263706207275,-1.0,17.17703,-0.44,18.265584443396246,48,,16.268652,0.9999979999999999,0.9689699,42.815234999999994,960,-346.8944
48,1.2378286,15.518560999999998,28.159477000000003,17.17703,0.11,12.015319,53.64555,35.47415,12.894621,4.862304,,15.330879000000001,16.771385000000002,,77.25426650047301,-1.0,17.17703,-0.45,18.499422864295624,49,,16.248034,0.9999979999999999,0.7239623000000001,28.658371000000002,980,-341.88513
49,1.5153534,15.541554999999999,23.808757999999997,17.17703,0.11,16.892007999999997,50.897995,50.81392,12.961099,23.808757999999997,,16.6107,16.668293,,79.7649779319763,-1.0,17.17703,-0.467,18.392875359612013,50,,16.227829999999997,0.9999979999999999,1.0162784,33.53272,1000,-338.54593
50,1.6516881999999997,15.562565,39.4999,17.17703,0.11,25.020441,56.21948199999999,76.79091,12.831838000000001,39.4999,,6.515152,16.613031,,81.8796331882477,-1.0,17.17703,-0.473,18.329679106070788,51,,16.208026999999998,0.9999979999999999,1.5057040000000002,46.492374,1020,-332.93674
51,1.9259313000000002,15.582552,30.078526,17.17703,0.11,28.125832,54.882286,88.04195,12.767089,30.078526,,9.245341999999999,16.601854,,84.0288953781128,-1.0,17.17703,-0.478,18.31655877587204,52,,16.18861,0.9999979999999999,1.6931144,45.71396,1040,-327.33957000000004
52,2.1469313999999997,15.6011915,25.60221,17.17703,0.11,27.881582,51.883790000000005,88.9951,12.759936,14.682495000000001,,11.977477,16.570475,,85.8119854927063,-1.0,17.17703,-0.484,18.28198341299966,53,,16.169560999999998,0.9999979999999999,1.6791528000000002,41.452232,1060,-322.1106
53,2.2351654,15.621270999999998,23.791258,17.17703,0.11,26.20127,49.25598,85.18696,12.874194000000001,5.3034514999999995,,18.484278,16.685467000000003,,87.86724352836609,-1.0,17.17703,-0.491,18.404309936456436,54,,16.15087,0.9999979999999999,1.5775362,38.112152,1080,-317.177
54,2.4126687,15.640278,22.510872,17.17703,0.11,28.171734000000004,49.530277000000005,93.23944,12.85166,15.6521225,,11.249976,16.666636999999998,,90.12781763076781,-1.0,17.17703,-0.498,18.388463470771814,55,,16.13252,0.9999979999999999,1.6952626,38.64577,1100,-312.5956
55,2.3729463,15.660128,22.101318,17.17703,0.11,26.001501,47.717583000000005,87.62268,12.915331,0.32495418,,15.916418,16.751870999999998,,91.82874035835266,-1.0,17.17703,-0.507,18.478788494567066,56,,16.114501999999998,0.9999979999999999,1.5646906999999999,36.92569,1120,-308.37427
56,2.4077482000000003,15.677315,22.161576999999998,17.17703,0.11,25.3971,46.799294,87.113434,12.938746,3.9210769999999995,,13.8566265,16.639778,,94.32135820388794,-1.0,17.17703,-0.517,18.3601781808721,57,,16.096802,0.9999979999999999,1.5283058999999999,36.180458,1140,-304.5471
57,2.417104,15.694765,22.454353,17.17703,0.11,24.746479,46.06583,86.35963000000001,12.957547,3.7168932,,13.659604000000002,16.689467999999998,,96.3647518157959,-1.0,17.17703,-0.529,18.406970703255094,58,,16.07941,0.9999979999999999,1.4889591,35.728553999999995,1160,-301.16254
58,2.3950607999999995,15.710945,22.958385,17.17703,0.11,23.938902,45.454468,84.98165999999999,12.994693,3.2568683999999997,,14.809397,16.649364000000002,,98.36160945892334,-1.0,17.17703,-0.544,18.370922807258605,59,,16.062314999999998,0.9999979999999999,1.4403671,35.482048,1180,-298.3364
59,2.3816509999999997,15.724964000000002,23.524422,17.17703,0.11,23.40899,45.0457,84.53941999999999,13.028017,5.696114499999999,,14.695364000000001,16.552141,,100.36939978599548,-1.0,17.17703,-0.564,18.267262124086155,60,,16.04551,0.9999979999999999,1.4089903999999998,35.496143,1200,-296.3384
60,2.2844362,15.740872,24.895792,17.17703,0.11,22.532759,45.090225,82.714935,13.052924,5.979082599999999,,14.274853,16.695332,,103.09854340553284,-1.0,17.17703,-0.6,18.421091570097712,61,,16.028978,0.9999979999999999,1.3559825,36.20803,1220,-296.87646
61,2.14987,15.753468,20.636326,17.17703,0.11,17.055738,41.02514,63.666793999999996,13.055442999999999,1.5606266000000002,,12.989144999999999,16.521704,,105.42202734947205,-1.0,17.17703,-0.642,18.23140271459661,62,,16.012718,0.9999979999999999,1.0268837,29.614254,1240,-298.12642999999997
62,1.9630545,15.765626999999999,30.636368,17.17703,0.11,19.060867000000002,45.311333000000005,72.483345,13.117660999999998,30.636368,,17.0361,16.519573,,108.07485866546631,-1.0,17.17703,-0.699,18.239185186524125,63,,15.996718,0.9999979999999999,1.1505292999999999,36.923756,1260,-301.05966
63,2.0713131000000002,15.779160000000001,34.517212,17.17703,0.11,23.525351999999998,48.403816,90.73526,13.1103945,34.517212,,12.631445,16.63171,,110.16784071922302,-1.0,17.17703,-0.708,18.344228119717396,64,,15.980970000000001,0.9999979999999999,1.4177383999999997,43.805668,1280,-297.38074
64,2.0565326,15.791423000000002,46.591553000000005,17.17703,0.11,29.538618,54.595886,115.76465,13.130082000000002,46.591553000000005,,14.148601999999999,16.576313,,112.1483325958252,-1.0,17.17703,-0.721,18.282056939726093,65,,15.965466000000001,0.9999979999999999,1.7809945,56.291180000000004,1300,-294.21967
65,2.057409,15.803787,39.427715,17.17703,0.11,23.988762,49.035354999999996,95.46549,13.148526,0.74313974,,13.835064000000001,16.607412,,113.95555257797241,-1.0,17.17703,-0.738,18.32082604008004,66,,15.950198,0.9999979999999999,1.4464469,46.400833,1320,-291.6771
66,1.9998293000000003,15.81647,35.918453,17.17703,0.11,20.170057,45.937805,81.48858,13.132225,0.46610704,,11.792035,16.653617999999998,,116.13792848587036,-1.0,17.17703,-0.758,18.370376523875798,67,,15.935160999999999,0.9999979999999999,1.2162473999999999,40.74777,1340,-289.6359
67,2.1013212,15.828951000000002,35.084559999999996,17.17703,0.11,21.597504,46.12069,88.4759,13.056348,18.212162,,7.8933167,16.665064,,118.10967540740968,-1.0,17.17703,-0.785,18.383915747181444,68,,15.920345000000001,0.9999979999999999,1.3011161,42.104890000000005,1360,-288.66200000000003
68,2.1776984,15.840222,33.273544,17.17703,0.11,25.209805,48.872902,104.785,13.119013,33.273544,,17.223484,16.606604,,119.7934272289276,-1.0,17.17703,-0.811,18.326347866001672,69,,15.905745999999999,0.9999979999999999,1.5186232,48.117317,1380,-287.24655
69,2.2794356,15.849829000000001,30.485775,17.17703,0.11,27.495626,50.102577000000004,116.11062,13.070675,30.485775,,9.401747,16.512795999999998,,122.08600115776062,-1.0,17.17703,-0.839,18.224505243726934,70,,15.891357000000001,0.9999979999999999,1.6587231,50.938320000000004,1400,-286.4352
70,2.3361712000000003,15.859410999999998,33.375403999999996,17.17703,0.11,29.68873,51.74666,127.2872,13.046021000000001,33.375403999999996,,10.866055000000001,16.530153,,125.18038082122804,-1.0,17.17703,-0.872,18.243003624674113,71,,15.877173,0.9999979999999999,1.7927773999999999,54.48539399999999,1420,-286.3146
71,2.2948582,15.870775,31.036812,17.17703,0.11,26.947792,49.402813,117.06478999999999,13.032482,25.397617,,11.506781,16.677585999999998,,128.10125207901,-1.0,17.17703,-0.933,18.39011225477016,72,,15.863187,0.9999979999999999,1.6258998,51.011772,1440,-290.61843999999996
72,2.4358470000000003,15.880977,22.507566,17.17703,0.11,21.078470000000003,42.233779999999996,92.82497,13.051592,2.1273642,,13.997468,16.615582,,130.48593735694885,-1.0,17.17703,-0.938,18.329471050124763,73,,15.849394,0.9999979999999999,1.2715749,38.10788,1460,-287.17865
73,2.7778234,15.888228,16.291286,17.17703,0.11,19.573275,38.124159999999996,87.41498,13.087601,5.539433,,15.554309,16.41755,,133.2281448841095,-1.0,17.17703,-0.922,18.124197650822914,74,,15.835788,0.9999979999999999,1.1812835,31.468876,1480,-280.58896
74,3.1442982999999995,15.897464000000001,12.920964999999999,17.17703,0.11,19.31839,35.70713,87.41499,13.13515,5.859736,,16.546474,16.58087,,135.89757704734802,-1.0,17.17703,-0.892,18.290159168320887,75,,15.822365,0.9999979999999999,1.1655332,27.801113,1500,-272.60965
75,3.438461,15.906336999999999,11.73377,17.17703,0.11,19.942219,34.92889,91.43035,13.133505,10.411000999999999,,12.900925,16.571865,,138.40227437019348,-1.0,17.17703,-0.875,18.287781909604405,76,,15.809119,0.9999979999999999,1.203031,26.590487,1520,-266.79208
76,3.5677477999999994,15.914617999999999,10.302651,17.17703,0.11,18.543371,32.986959999999996,86.13826,13.205235,1.7981281000000002,,18.503822,16.543953,,141.01514220237732,-1.0,17.17703,-0.874,18.2576090524469,77,,15.796047,0.9999979999999999,1.1186787,24.143595,1540,-262.92697000000004
77,3.7268407,15.923257000000001,10.281225,17.17703,0.11,19.336914,33.163933,90.980804,13.221910999999999,10.281225,,14.42699,16.588448,,143.0151898860931,-1.0,17.17703,-0.87,18.303116184069047,78,,15.783144,0.9999979999999999,1.1664206,24.412313,1560,-258.86287999999996
78,3.9440913,15.930764000000002,9.125911,17.17703,0.11,19.278876999999998,32.34427,91.89028,13.302984,6.319652,,19.499838,16.516329000000002,,143.9864437580109,-1.0,17.17703,-0.863,18.2283634782784,79,,15.770404999999998,0.9999979999999999,1.1631681,23.298214,1580,-254.5079
79,4.139223,15.938454,8.159416,17.17703,0.11,19.755020000000002,32.20448,95.3607,13.272654999999999,8.159416,,10.748336,16.545961,,144.91469454765317,-1.0,17.17703,-0.851,18.261311328797525,80,,15.757826999999999,0.9999979999999999,1.1920087,23.03831,1600,-249.86088999999998
80,4.2635207,15.946601000000001,7.494145,17.17703,0.11,19.734184,31.820694,96.44274,13.241187,6.586437700000001,,10.564992,16.598438,,146.61371994018558,-1.0,17.17703,-0.857,18.316973182600528,81,,15.745404,0.9999979999999999,1.1906511999999998,22.620445,1620,-247.27065
81,4.3812337,15.953779999999998,7.0789029999999995,17.17703,0.11,19.594955,31.356731,96.95999,13.303217000000002,5.810876,,18.167915,16.535198,,148.166574716568,-1.0,17.17703,-0.863,18.242107407022765,82,,15.733132999999999,0.9999979999999999,1.182439,22.13075,1640,-244.67632999999998
82,4.5067515,15.960576999999999,6.599175999999999,17.17703,0.11,19.758215,31.192413000000002,98.981224,13.332514000000002,6.5138392,,15.581365,16.517895000000003,,149.63083696365356,-1.0,17.17703,-0.863,18.231906644973527,83,,15.721012,0.9999979999999999,1.1925448,21.962875,1660,-241.54326
83,4.590488400000001,15.967943,6.2243752,17.17703,0.11,19.684032000000002,30.909657,99.79666,13.294647,6.0808144,,9.986717,16.579345999999997,,150.32197141647342,-1.0,17.17703,-0.872,18.296566717689785,84,,15.709036,0.9999979999999999,1.1880555,21.739878,1680,-239.49857000000003
84,4.688594,15.974319,6.1098847,17.17703,0.11,19.56513,30.555865999999998,100.394646,13.312757999999999,5.308461,,14.672316,16.509998,,151.04060411453247,-1.0,17.17703,-0.878,18.217472103376053,85,,15.697201999999999,0.9999979999999999,1.1811135,21.412526999999997,1700,-237.06668
85,4.247826,15.981570000000001,11.867046,17.17703,0.11,18.661503,30.792671000000002,96.87966999999999,13.304757999999998,11.867046,,12.4683485,16.59781,,152.8555722236633,-1.0,17.17703,-0.919,18.305332606910405,86,,15.685506,0.9999979999999999,1.1265078000000002,22.806883,1720,-238.889
86,3.1495285,15.990298999999998,21.689535,17.17703,0.11,18.242554000000002,34.604079999999996,95.58785999999999,13.303991,21.689535,,13.139242000000001,16.741066,,154.24813914299008,-1.0,17.17703,-0.961,18.468362505502814,87,,15.673944,0.9999979999999999,1.098711,30.349895,1740,-242.00125
87,3.4226904,15.997360999999998,17.512268,17.17703,0.11,17.011614,32.06734,90.18831,13.353202,2.2944343,,17.584532,16.611881,,156.1003746986389,-1.0,17.17703,-0.961,18.323189394006697,88,,15.662517000000001,0.9999979999999999,1.0248671999999999,26.350122,1760,-238.90639
88,3.7391156999999997,16.003948,14.589994,17.17703,0.11,17.568170000000002,31.349796,94.226166,13.361262,9.067094,,14.0813875,16.583405,,158.44989824295044,-1.0,17.17703,-0.958,18.29521796786264,89,,15.6512165,0.9999979999999999,1.058721,25.200120000000002,1780,-235.65008999999998
89,2.8687553,16.009714000000002,34.087887,17.17703,0.11,21.601954,39.564827,117.3161,13.383366,34.087887,,15.323578,16.522875,,162.1884920597076,-1.0,17.17703,-0.969,18.235557408398897,90,,15.640042999999999,0.9999979999999999,1.3035122,40.894424,1800,-234.78735
90,2.673152,16.016699,35.976147,17.17703,0.11,26.41218,45.68946,144.91537,13.186335999999999,35.470615,,-4.7680607,16.64536,,164.8893117904663,-1.0,17.17703,-0.978,18.37145698242269,91,,15.628994,0.9999979999999999,1.5924766000000001,54.211422,1820,-233.93622000000002
91,2.791574,16.022963,33.421143,17.17703,0.11,22.414704999999998,40.874214,124.39405,13.229092000000001,2.1695192000000003,,16.666906,16.593027,,167.015474319458,-1.0,17.17703,-0.985,18.304934793184017,92,,15.618065,0.9999979999999999,1.3521092,44.560543,1840,-232.97147999999999
92,3.2647293,16.02844,22.638754000000002,17.17703,0.11,22.66788,38.452065000000005,127.17896999999999,13.273971,16.875242,,17.144606,16.53245,,170.17556500434875,-1.0,17.17703,-0.982,18.246788569547952,93,,15.607253,0.9999979999999999,1.3675158,38.95544,1860,-229.48827999999997
