,Iteration,IWMax,ReturnAbsMax,IWNorm2,DenMISEMeanLog,target_sum_log_mean,IWLastEpisode,ReturnMax,ReturnLastEpisode,LQGmu1,LQGsigma,IWNorm1,IWMean,TimestepsSoFar,TimeElapsed,ReturnMin,SqrtESSClassic,IWMin,Bound,IWFirstEpisode,ReturnMean,DenMISELogLast,LQGmu01,ReturnStepMax,MISE,URet,DenMISELogFirst
245,246,76.07911999999999,17.305695,99.08001,11.6401205,-1129.3037,45.664993,17.305695,16.836367000000003,-0.98,0.11,236.86505,0.96286607,4920,1999.1851234436035,,2.3906443,,38.126723999999996,,12.337873,11.295817,-0.226,0.999999,16.409948,18.5837904830087,10.72143
246,247,84.23909,17.305695,118.82925,11.642136,-1127.0754,18.540476,17.305695,16.979329999999997,-0.985,0.11,222.37204,0.9002916999999999,4940,2012.7579526901245,,1.8713578000000002,,43.048878,,12.356665,12.243603,-0.239,0.999999,15.305875,18.741487262973177,10.717373
247,248,55.33118399999999,17.305695,92.24432,11.653816,-1121.1383,44.788585999999995,17.305695,17.010187,-0.982,0.11,240.76613999999998,0.9708312,4960,2027.4634075164795,,2.6100917000000003,,36.414207,,12.375428,14.732467000000002,-0.232,0.999999,16.523304,18.764338580895352,10.713333
248,249,48.499924,17.305695,69.15968000000001,11.667999,-1122.379,3.3237437999999995,17.305695,17.052570000000003,-0.991,0.11,122.83452,0.49331132,4980,2040.095990896225,,1.7761,,37.600654999999996,,12.394212,15.274506,-0.263,0.999999,8.369711,18.811680667518,10.709309
249,250,51.082947,17.305695,88.15128,11.659903,-1116.1956,36.27834,17.305695,17.076431,-0.989,0.11,193.01103,0.7720441,5000,2056.3857440948486,,2.189543,,36.83813,,12.412941,10.182997,-0.254,0.999999,13.126754,18.832390583380032,10.7053
250,251,49.221466,17.305695,84.421295,11.646531,-1112.2306,49.221466,17.305695,16.733921,-0.99,0.11,198.06326,0.78909665,5020,2071.250430583954,,2.3461292,,35.49172,,12.430157000000001,8.585445,-0.257,0.999999,13.362891000000001,18.4874243697196,10.701308000000001
251,252,40.39799,17.305695,95.977325,11.649389999999999,-1099.8245,40.39799,17.305695,16.838287,-0.975,0.11,344.9784,1.3689619,5040,2089.8272216320042,,3.5943739999999997,,37.75038,,12.447649,12.627359,-0.215,0.999999,23.306395000000002,18.596666710288318,10.697332000000001
252,253,36.297512,17.305695,86.76883000000001,11.673364,-1095.9009,22.804173000000002,17.305695,17.109728,-0.976,0.11,328.08092999999997,1.2967626,5060,2102.4195444583893,,3.7810922,,35.81224,,12.466076,17.410501,-0.217,0.999999,22.081529999999997,18.88033393821355,10.693372
253,254,29.687217999999998,17.305695,86.98647,11.6835575,-1089.7048,6.760698,17.305695,17.080406,-0.971,0.11,337.98462,1.3306481000000001,5080,2115.826807975769,,3.8854847,,36.04461,,12.484242,14.019004999999998,-0.208,0.999999,22.682806,18.853073170613747,10.689427
254,255,36.51294,17.305695,80.20754000000001,11.679946000000001,-1079.6415,0.0789223,17.305695,16.963482,-0.95,0.11,280.529,1.1001136999999999,5100,2132.16499710083,,3.4975388,,33.659145,,12.501807000000001,10.484841000000001,-0.181,0.999999,18.815254,18.719212907003023,10.685497999999999
255,256,33.92214,17.305695,70.664665,11.667237,-1067.2085,10.160767,17.305695,17.06782,-0.901,0.11,202.10345,0.7894666,5120,2146.245803117752,,2.8600357000000005,,31.672703000000002,,12.519644,8.370969,-0.147,0.999999,13.5201025,18.844057578719333,10.681583999999999
256,257,37.068059999999996,17.305695,65.97567,11.683245,-1059.8917,4.0866527999999995,17.305695,17.142970000000002,-0.878,0.11,169.44073,0.6593025,5140,2161.90661239624,,2.5682306,,31.506443,,12.537633999999999,16.025173000000002,-0.136,0.999999,11.291325,18.920120988612315,10.677686
257,258,30.587790000000002,17.305695,78.50005,11.685021,-1068.0842,2.3240588,17.305695,17.155437,-0.955,0.11,315.87036,1.2243037,5160,2176.3458533287053,,4.0238237,,33.827934,,12.555532000000001,12.510969000000001,-0.186,0.999999,20.92551,18.93609854056155,10.673802
258,259,41.13157,17.305695,75.869225,11.682167,-1077.3038,0.00074638554,17.305695,17.166862,-0.989,0.11,195.06073,0.75313026,5180,2189.4320147037506,,2.5710125,,32.95163,,12.573336999999999,10.762964,-0.255,0.999999,12.758386,18.943182687238746,10.669933
259,260,25.770252,17.305695,75.27678,11.686211,-1064.1813,0.39599434,17.305695,16.999279,-0.971,0.11,304.97235,1.1729705,5200,2204.7807834148407,,4.051347,,32.80873,,12.590361,13.018217,-0.208,0.999999,19.993958,18.754241549130885,10.666080000000001
260,261,47.291059999999995,17.305695,80.00664,11.6963825,-1031.0906,0.002332484,17.305695,17.059057,-0.767,0.11,229.95557000000002,0.88105583,5220,2221.40687084198,,2.874206,,33.173306,,12.607481,14.206097,-0.101,0.999999,15.110202,18.83540089965357,10.662241
261,262,39.116783,17.305695,68.96381,11.715005,-1028.0391,8.998275999999999,17.305695,17.140797,-0.775,0.11,208.06706,0.7941491,5240,2236.9736104011536,,3.0170470000000003,,30.82742,,12.624783500000001,16.735889999999998,-0.103,0.999999,13.619506,18.92209444982323,10.658417
262,263,52.282227,17.305695,75.75796,11.727221,-996.33203,7.2211039999999995,17.305695,17.211226999999997,-0.597,0.11,207.20786,0.78786254,5260,2247.7305331230164,,2.7351297999999997,,32.473343,,12.642222,15.164039,-0.069,0.999999,13.491765,18.992069163205944,10.654608
263,264,31.864227000000003,17.305695,81.18745,11.719049,-1014.93713,2.341545,17.305695,17.155815,-0.73,0.11,268.26575,1.0161581,5280,2264.930886745453,,3.3042762000000003,,33.132286,,12.65932,9.818143,-0.093,0.999999,17.420195,18.935714126965348,10.650812
264,265,27.329878000000004,17.305695,81.91611999999999,11.720312,-913.99,4.8906415e-05,17.305695,17.078160999999998,-0.423,0.11,308.64398,1.1646943,5300,2278.6807634830475,,3.767805,,33.642759999999996,,12.675995,12.079803,-0.045,0.999999,19.863628,18.85730217919464,10.647032000000001
265,266,35.774734,17.305695,95.67635,11.70118,-411.0099,,17.305695,17.079853,0.42,0.11,322.76752,1.2134117,5320,2293.0364878177647,,3.373535,,25.809212,,12.692551,6.5096374,0.045,0.999999,10.419691,18.85540773754695,10.643266
266,267,35.961502,17.305695,79.996414,11.602514,-264.72665,2.5010022999999993e-36,17.305695,8.7528715,0.249,0.11,237.68976,0.8902238000000001,5340,2305.110377073288,,2.9712549999999998,,25.267554999999998,,12.677794,-14.797589000000002,0.025,0.999999,7.794438400000001,9.602956401239439,10.639513
267,268,33.09597,17.305695,78.03148,11.586604,-227.62162999999998,4.116877,17.305695,8.771181,0.214,0.11,236.51276000000001,0.8825103000000001,5360,2320.702006578445,,3.0309916,,24.916404999999997,,12.6632185,7.488569,0.022,0.999999,7.787659599999999,9.636847323532486,10.635775
268,269,45.364754,17.305695,98.67222,11.588894999999999,-190.58746000000002,0.0025476539000000003,17.305695,8.805605,0.176,0.11,271.52103,1.0093719,5380,2337.1330604553227,,2.7517473999999997,,27.832503999999997,,12.648878,12.357632,0.018,0.999999,8.96555,9.669943680714335,10.6320505
269,270,36.071243,17.305695,84.53747,11.598923,-138.08357,1.3595861e-34,17.305695,8.883623,0.077,0.11,277.8883,1.0292159,5400,2351.3607511520386,,3.2871614,,25.117079999999998,,12.634932000000001,14.346451,0.008,0.999999,9.323186,9.758031092327665,10.62834
270,271,32.217857,17.305695,87.35307,11.572491000000001,-137.55491999999998,30.383463,17.305695,9.034364,0.08,0.11,294.05492999999996,1.0850736,5420,2364.2163109779362,,3.3662803,,25.244497,,12.621646,4.450487,0.008,0.999999,9.821812,9.923390384369858,10.624642
271,272,30.466271999999996,17.305695,83.97049,11.583376,-431.19946,,17.305695,9.041655,0.464,0.11,265.67767000000003,0.97675616,5440,2378.27791929245,,3.163941,,24.78865,,12.608483999999999,14.494952,0.05,0.999999,8.379659,9.929959224431679,10.620959
272,273,26.63387,17.305695,77.21014,11.488283000000001,-317.66162,6.4810414000000005,17.305695,8.645111,0.309,0.11,320.5468,1.1741641999999999,5460,2395.8247151374812,,4.1516156,,22.688747,,12.593966499999999,-14.311131,0.032,0.999999,10.1834755,9.49304861800463,10.617289999999999
273,274,29.513863,17.305695,82.0156,11.490872,-404.9746,1.8779223999999999,17.305695,8.64608,0.424,0.11,279.0826,1.0185497,5480,2409.9790830612187,,3.4027991,,24.003216000000002,,12.579557000000001,12.059842999999999,0.045,0.999999,8.746046,9.495497704606473,10.613633
274,275,26.605562,17.305695,73.66839,11.486127999999999,-429.77466,26.605562,17.305695,8.551461,0.471,0.11,242.83907999999997,0.8830511999999999,5500,2423.2765645980835,,3.296381,,23.322529,,12.564910000000001,10.207806,0.051,0.999999,7.5728064,9.393903632878631,10.60999
275,276,23.359768,17.305695,86.69414499999999,11.4907675,-328.67199999999997,0.10577099,17.305695,8.57687,0.325,0.11,379.35745,1.3744835,5520,2439.861141681671,,4.375814,,23.767647,,12.550461,12.915764,0.034,0.999999,11.9030905,9.422689933589131,10.60636
276,277,58.15979399999999,17.305695,115.1842,11.5132475,-169.53763999999998,5.0352707e-36,17.305695,8.665722,0.155,0.11,271.7251,0.98095703,5540,2457.5865886211395,,2.3590484,,30.762828999999996,,12.536437,17.38841,0.016,0.999999,8.755191,9.51849006827893,10.602744
277,278,31.031515000000002,17.305695,84.76105,11.478777000000001,-139.36462,1.8137173e-12,17.305695,8.932897,0.085,0.11,301.4232,1.0842559999999999,5560,2474.3812773227687,,3.5561523,,24.40361,,12.523475,2.0246581999999997,0.009,0.999999,9.804381,9.814425117231561,10.59914
278,279,40.538315000000004,17.305695,68.66289499999999,11.4815035,-141.56314,0.03482898,17.305695,9.048688,0.104,0.11,201.73993000000002,0.7230821999999999,5580,2489.57226395607,,2.9381216,,24.185202,,12.51102,12.197080999999999,0.01,0.999999,6.5150394,9.93831186630525,10.59555
279,280,27.581108,17.305695,84.32562,11.483601,-138.32358,3.1898415,17.305695,9.022582,0.08,0.11,313.3743,1.1191938999999997,5600,2508.342314004898,,3.7162406000000003,,24.09945,,12.498561,12.372174000000001,0.008,0.999999,10.129125,9.910533824242167,10.591972
280,281,37.520645,17.305695,86.67356,11.494712,-147.31836,0.008267269,17.305695,9.0526705,0.047,0.11,282.14136,1.0040618000000001,5620,2526.2069907188416,,3.2552182999999997,,25.095651999999998,1.9773112999999998e-26,12.486299,14.527594,0.005,0.999999,9.146772,9.942789674519648,10.588407
281,282,41.19147,17.305695,96.83469000000001,11.506117,-139.20042,7.357912,17.305695,9.193282,0.066,0.11,317.93484,1.1274285,5640,2539.556743383408,,3.2832744,,26.041420000000002,3.0663297999999995e-34,12.474621,14.749479999999998,0.007,0.999999,10.228826,10.09845394802023,10.584854
282,283,30.446695000000002,17.305695,69.84375,11.474997,-138.38971,0.0024206762,17.305695,9.062341,0.099,0.11,214.58736000000002,0.75825924,5660,2555.169645786285,,3.0723917000000003,,23.736614000000003,,12.462563000000001,2.6245909,0.01,0.999999,6.838675500000001,9.954276650637265,10.581315
283,284,31.560436,17.305695,76.0088,11.481658,-146.66064,1.0441434e-09,17.305695,9.029099,0.046,0.11,265.17984,0.93373185,5680,2573.3621802330013,,3.4888046000000004,,23.39655,8.827315e-26,12.450474,13.635245000000001,0.005,0.999999,8.515497,9.916457936729023,10.577786999999999
284,285,37.846672,17.305695,93.40623000000001,11.490466,-137.95439,0.26628712,17.305695,9.204862,0.065,0.11,323.16907000000003,1.1339264999999998,5700,2595.9943301677704,,3.4598236000000004,,25.29509,1.0771188e-33,12.439086,14.090468,0.007,0.999999,10.289387,10.101076117515165,10.574272
285,286,38.44883,17.305695,95.026726,11.503888,-140.67842,8.203977,17.305695,9.138471000000001,0.055,0.11,329.96414,1.1537207,5720,2613.1695578098293,,3.4723299,,25.455505,1.19659284e-29,12.427545,15.243564000000001,0.006,0.999999,10.50385,10.038743279411651,10.57077
286,287,37.620968,17.305695,81.670364,11.489854,-159.37788,0.033167474,17.305695,9.141591,0.026,0.11,268.4422,0.9353386999999999,5740,2631.519140481949,,3.2868986000000002,,24.485054,8.762026e-19,12.416096000000001,7.3717985,0.003,0.999999,8.689896000000001,10.040530853464071,10.56728
287,288,33.613116999999995,17.305695,77.9776,11.49704,-182.26515,0.039967507,17.305695,9.234933999999999,0.004,0.11,258.81354,0.8986581,5760,2648.20982670784,,3.3190752999999997,,24.32878,3.2132769e-12,12.405049,13.6604,0.0,0.999999,8.686748,10.144441089990142,10.563801
288,289,28.247726,17.305695,76.02028,11.506079,-144.12175,3.5253896000000004e-07,17.305695,9.316218,0.045,0.11,284.79752,0.98545855,5780,2666.9069411754613,,3.7463362,,22.856468,1.1950989999999998e-25,12.394362,14.243238,0.005,0.999999,8.998372999999999,10.231415652650178,10.560335
289,290,28.434503999999997,17.305695,74.86084,11.501327999999999,-134.02545,0.31417340000000005,17.305695,9.082409,0.073,0.11,307.04617,1.0587799999999998,5800,2681.936434745789,,4.101559,,22.256447,3.2649454e-37,12.382942,10.173883,0.007,0.999999,9.598558,9.974530321382641,10.556881
290,291,34.878723,17.305695,91.985954,11.476977999999999,-145.81671,3.9894445000000005e-07,17.305695,9.139515,0.127,0.11,317.34018,1.0905161,5820,2693.455727338791,,3.4498765,,24.833094,,12.371795,4.387074,0.013,0.999999,9.784124,10.030058938922693,10.553438
291,292,37.343723,17.305695,88.38004000000001,11.467867,-191.59445,9.586306e-12,17.305695,8.978249,0.187,0.11,295.99722,1.0136892,5840,2709.6781034469604,,3.3491410000000004,,24.4897,,12.360174,8.771073,0.019,0.999999,8.988089,9.861868184583127,10.550008
292,293,18.488917999999998,17.305695,27.663055,11.445385,-540.8568,,17.305695,8.895563000000001,0.831,0.11,77.06877,0.26303336,5860,2724.623885393143,,2.785982,,20.88878,,12.34835,4.9082894,0.118,0.999999,2.2536682999999997,9.769127382757247,10.546588999999999
293,294,99.66306999999999,17.305695,103.10195,11.429568,-580.0775,99.66306999999999,17.305695,8.483321,0.949,0.11,173.83751999999998,0.5912841,5880,2741.303737163544,,1.686074,,35.829159999999995,,12.335203,7.534762400000001,0.181,0.999999,5.037460299999999,9.314931274411027,10.543181
294,295,74.685165,17.305695,86.91123,11.440201,-580.8887,36.431725,17.305695,8.532528,0.955,0.11,183.25632,0.62120783,5900,2759.109934568405,,2.1085458,,29.919,,12.322312,15.024097,0.186,0.999999,5.2967772,9.37215622571174,10.539786
295,296,60.662093999999996,17.305695,94.44646999999999,11.423865,-580.4996,60.662093999999996,17.305695,8.476127,0.958,0.11,223.2581,0.75425035,5920,2776.3332045078278,,2.3638585,,28.385566999999998,,12.309319,7.0200796,0.189,0.999999,6.4227095,9.311346693810833,10.536402
296,297,50.515240000000006,17.305695,87.575485,11.403116,-579.49725,34.53819,17.305695,8.519769,0.959,0.11,232.89983999999998,0.78417456,5940,2794.0825221538544,,2.659418,,26.20196,,12.296559,5.550851000000001,0.191,0.999999,6.6799893,9.355438158630015,10.53303
297,298,43.317844,17.305695,81.30353000000001,11.405660000000001,-578.14453,26.001170000000002,17.305695,8.531799000000001,0.96,0.11,236.98686,0.7952579000000001,5960,2813.013039112091,,2.9148412,,24.588333,,12.283926,12.415147,0.192,0.999999,6.777042999999999,9.371740456374903,10.529668
298,299,37.947144,17.305695,81.133026,11.415707000000001,-576.63226,35.231552,17.305695,8.499497999999999,0.961,0.11,253.08446,0.8464363000000001,5980,2829.3337032794952,,3.1193763999999997,,23.855133,,12.271269,14.647359,0.193,0.999999,7.2117147,9.335150616531443,10.526318
299,300,33.786137,17.305695,76.79221,11.403005,-575.09973,21.547864999999998,17.305695,8.530737,0.962,0.11,255.48526,0.8516174999999999,6000,2850.513019323349,,3.3269682,,22.862564000000003,,12.258800500000001,7.791761999999999,0.194,0.999999,7.2576410000000005,9.370206167412922,10.522979
300,301,30.467783,17.305695,71.66502,11.397911,-573.4542,12.201888,17.305695,8.551628,0.962,0.11,250.46721000000002,0.83211696,6020,2869.5757036209106,,3.4949714999999997,,21.948286,,12.246483999999999,10.047165,0.195,0.999999,7.0934919999999995,9.394487831944662,10.519651
301,302,27.759176,17.305695,69.734276,11.418128,-571.7155,20.895815,17.305695,8.529765,0.963,0.11,256.35867,0.8488698,6040,2887.3569927215576,,3.6762218,,21.3598,,12.234177,17.696385999999997,0.195,0.999999,7.237396700000001,9.370133182537396,10.516335
302,303,25.506432999999998,17.305695,69.66776,11.425083,-569.98157,24.54968,17.305695,8.492871000000001,0.963,0.11,266.7047,0.88021356,6060,2903.831208229065,,3.828237,,21.064198,,12.221829,13.700510000000001,0.196,0.999999,7.502581599999999,9.330714768488457,10.513029
303,304,23.60367,17.305695,67.88290400000001,11.427608,-568.24084,18.213665,17.305695,8.530396000000001,0.963,0.11,270.7648,0.8906736999999999,6080,2922.180542230606,,3.9887040000000002,,20.608767999999998,,12.209686,12.336136999999999,0.196,0.999999,7.592739599999999,9.367382386694779,10.509734
304,305,21.975216,17.305695,64.31166999999999,11.434813499999999,-566.5183,5.855569,17.305695,8.5710335,0.963,0.11,263.2116,0.8629889000000001,6100,2940.923182249069,,4.0927505,,20.04327,,12.197757000000001,13.756514000000001,0.197,0.999999,7.358137599999999,9.41518376682138,10.50645
305,306,20.565520000000003,17.305695,63.41243000000001,11.448816,-564.7482,17.516779,17.305695,8.522616000000001,0.964,0.11,268.74185,0.87824136,6120,2959.6355514526367,,4.2379994000000005,,19.738827,,12.185746,15.877119,0.197,0.999999,7.4884520000000006,9.361690107365666,10.503177
306,307,19.333378,17.305695,60.760284,11.452558,-562.9816,7.479236599999999,17.305695,8.5629015,0.964,0.11,264.60474,0.8619046999999999,6140,2976.3923814296722,,4.354896,,19.272007000000002,,12.173945,12.737966,0.197,0.999999,7.3504643,9.40674136754403,10.499914
307,308,18.247288,17.305695,59.0827,11.46017,-561.2141,11.354185000000001,17.305695,8.546437,0.964,0.11,265.3461,0.8615132999999999,6160,2991.514602661133,,4.491096499999999,,18.9082,,12.1621685,13.952202,0.197,0.999999,7.348198399999999,9.389732760273588,10.496661999999999
308,309,17.282711,17.305695,58.982806999999994,11.453944,-559.4717,16.730766,17.305695,8.49823,0.964,0.11,272.08932000000004,0.880548,6180,3007.9253935813904,,4.6130276,,18.763673999999998,,12.150310000000001,9.6912985,0.198,0.999999,7.5092254,9.330441507860575,10.493421000000001
309,310,16.420235,17.305695,56.866282999999996,11.465535000000001,-557.6123,5.850294,17.305695,8.570615,0.964,0.11,268.02356000000003,0.86459213,6200,3027.864803314209,,4.7132244000000005,,18.389502,,12.138763,15.182707999999998,0.198,0.999999,7.374307000000001,9.414166774811811,10.49019
310,311,15.644542000000001,17.305695,55.625755000000005,11.456186,-555.78375,10.262141999999999,17.305695,8.543075,0.964,0.11,269.122,0.8653440999999998,6220,3044.138943195343,,4.838083,,18.112425,,12.127202,8.708474,0.198,0.999999,7.3815045,9.386057631051585,10.486969
311,312,14.943139000000002,17.305695,54.765330000000006,11.462242999999999,-553.9514,11.233833,17.305695,8.540123,0.964,0.11,271.63452,0.87062347,6240,3058.3954241275787,,4.9599724,,17.894410999999998,,12.115705,13.494376999999998,0.198,0.999999,7.427199400000001,9.380858149415868,10.483758
312,313,14.305860999999998,17.305695,54.683876,11.474062,-552.1243,13.953585,17.305695,8.497261,0.964,0.11,277.1782,0.8855533000000001,6260,3073.93660068512,,5.0687370000000005,,17.795944,,12.104144,15.304079000000002,0.198,0.999999,7.553338,9.333681630852276,10.480558
313,314,13.763888,17.305695,54.61981,11.480406,-550.3143,13.763888,17.305695,8.479923,0.964,0.11,282.59332,0.89997876,6280,3093.48418712616,,5.173825,,17.709038,,12.092603,13.594114999999999,0.198,0.999999,7.6744710000000005,9.312308565590877,10.477367999999998
314,315,13.227895000000002,17.305695,54.452328,11.479155,-548.5235,13.108554999999999,17.305695,8.48366,0.964,0.11,287.4088,0.91240895,6300,3115.9163279533386,,5.278173000000001,,17.615097,,12.081144,11.199354,0.198,0.999999,7.778913,9.31910476486205,10.474188999999999
315,316,12.735102000000001,17.305695,54.119556,11.481247999999999,-546.7411,12.11927,17.305695,8.506501,0.964,0.11,291.32297,0.92190814,6320,3135.5261425971985,,5.3829517,,17.504147,,12.069833000000001,12.241048,0.198,0.999999,7.859423599999999,9.343305779615246,10.47102
316,317,12.280478,17.305695,52.62761,11.487435000000001,-544.9693599999999,3.9108891000000003,17.305695,8.574628,0.964,0.11,287.16766,0.90589166,6340,3157.1327860355377,,5.456597299999999,,17.238287,,12.058806,13.533572,0.198,0.999999,7.7237344,9.421283251302524,10.46786
317,318,11.859783,17.305695,52.04053,11.488272,-543.2111,9.827222,17.305695,8.536055000000001,0.964,0.11,289.4168,0.9101158000000001,6360,3171.681390762329,,5.561373000000001,,17.095592,,12.047728999999999,11.85925,0.198,0.999999,7.760294,9.374508039374424,10.46471
318,319,11.469327,17.305695,51.166916,11.500026,-541.4538,7.637713000000001,17.305695,8.555264,0.964,0.11,289.68512000000004,0.9081038,6380,3188.6544194221497,,5.661571,,16.914127,,12.03678,15.339857,0.198,0.999999,7.744041999999999,9.396841945790973,10.461571000000001
319,320,11.105972999999999,17.305695,50.98433,11.511434,-539.70667,10.905382000000001,17.305695,8.499499,0.964,0.11,293.5103,0.91721976,6400,3208.551748275757,,5.756873000000001,,16.839302,,12.025725999999999,15.253348,0.198,0.999999,7.821025,9.331303745247837,10.458441
320,321,10.766999,17.305695,50.272265999999995,11.505377000000001,-537.98883,7.788672999999999,17.305695,8.546444000000001,0.964,0.11,294.3033,0.91683275,6420,3223.542278766632,,5.854188400000001,,16.686766,,12.014888000000001,9.660509,0.198,0.999999,7.8184,9.38833093880529,10.45532
321,322,10.450025,17.305695,49.404247,11.500446,-536.2814,6.133376999999999,17.305695,8.560257,0.964,0.11,293.67627000000005,0.9120381,6440,3240.553646326065,,5.9443526,,16.51217,,12.00416,10.011753,0.198,0.999999,7.7783217,9.401568754684122,10.452210000000001
322,323,10.152979,17.305695,49.121559999999995,11.508327,-534.5703,9.350802,17.305695,8.523369,0.964,0.11,296.54034,0.9180815999999999,6460,3256.616210699081,,6.0368676,,16.429897,,11.993383,14.143642000000002,0.198,0.999999,7.8298936,9.360499546387473,10.449109
323,324,9.8740425,17.305695,48.840984000000006,11.517975,-532.86816,9.118673,17.305695,8.522783,0.964,0.11,299.2801,0.92370397,6480,3272.127245903015,,6.1276426,,16.350454,,11.982672,14.725856,0.198,0.999999,7.8778515,9.360833144230305,10.446017999999999
324,325,9.611602,17.305695,48.688614,11.518482,-531.18536,9.560098,17.305695,8.485188,0.964,0.11,302.56737999999996,0.93097657,6500,3290.275664806366,,6.2143354,,16.293165,,11.9719095,11.768925,0.198,0.999999,7.938758999999999,9.318067504589484,10.442936
325,326,9.364233,17.305695,48.107665999999995,11.524653,-529.5083599999999,6.841689,17.305695,8.552963,0.964,0.11,303.20633,0.9300808,6520,3311.8465349674225,,6.3026614,,16.169142,,11.961422,13.608623499999998,0.198,0.999999,7.9318137,9.39371194825099,10.439864
326,327,9.130682,17.305695,47.763965999999996,11.541449,-527.8304,8.018771000000001,17.305695,8.537208999999999,0.964,0.11,305.2068,0.9333541,6540,3332.3833265304565,,6.3898964000000005,,16.084972,,11.95095,17.096182000000002,0.198,0.999999,7.9601007,9.375863645173592,10.436800999999999
327,328,8.909825999999999,17.305695,47.339490000000005,11.541516,-526.17957,7.263491,17.305695,8.544523,0.964,0.11,306.57086,0.9346673000000001,6560,3348.5975453853607,,6.476007,,15.988629999999999,,11.940565,11.639366,0.198,0.999999,7.971794,9.38308519802777,10.433748
328,329,8.700643,17.305695,46.895022999999995,11.54236,-524.53827,6.8461929999999995,17.305695,8.549553,0.964,0.11,307.656,0.93512464,6580,3362.622837305069,,6.560525999999999,,15.889810999999998,,11.930258,11.892839,0.198,0.999999,7.9762554,9.387645982924703,10.430703999999999
329,330,8.502237,17.305695,46.55838,11.524016,-522.9259,7.2834682,17.305695,8.53389,0.964,0.11,309.32,0.93733335,6600,3378.550154685974,,6.643702,,15.809795000000001,,11.919967,5.562358000000001,0.198,0.999999,7.995314,9.37301081221366,10.427669
330,331,8.313803,17.305695,46.42621,11.535764,-521.29285,8.291426,17.305695,8.483469,0.964,0.11,312.10400000000004,0.9429124,6620,3396.061890602112,,6.7225823,,15.764648000000001,,11.909583999999999,15.483502,0.198,0.999999,8.04186,9.317938126859099,10.4246435
331,332,8.1346,17.305695,46.260185,11.5581455,-519.6592,7.968549,17.305695,8.504057000000001,0.964,0.11,314.62402000000003,0.9476627000000001,6640,3413.891542673111,,6.8011837,,15.715434,,11.899326,19.032093,0.198,0.999999,8.081897999999999,9.341065739969752,10.421627
332,333,7.9639754,17.305695,45.476936,11.552423,-518.0671,2.1834095000000002,17.305695,8.586761,0.964,0.11,311.4258,0.9352127,6660,3431.2586998939514,,6.8479943,,15.557573000000001,,11.889379,9.711932000000001,0.198,0.999999,7.976217699999999,9.429509035369362,10.418619
333,334,7.8013105,17.305695,45.188732,11.570354,-516.4575,6.7761830000000005,17.305695,8.540014999999999,0.964,0.11,313.0357,0.9372326999999999,6680,3448.642681837082,,6.927295699999999,,15.488353,,11.879351,17.614553,0.198,0.999999,7.993785400000001,9.382010235443255,10.415621
334,335,7.6460795,17.305695,44.70812,11.582685000000001,-514.8639,5.1140099999999995,17.305695,8.564028,0.964,0.11,313.07785,0.9345608,6700,3462.312617301941,,7.002707000000001,,15.385496,,11.869454,15.771588000000001,0.198,0.999999,7.9716372,9.405793315224168,10.412631
335,336,7.497775999999999,17.305695,44.497368,11.582489,-513.2913,6.8708186,17.305695,8.52817,0.964,0.11,315.01599999999996,0.93754756,6720,3480.739860296249,,7.0794296,,15.330696,,11.85951,11.589494,0.198,0.999999,7.997184299999999,9.367261690148316,10.409651
336,337,7.355940299999999,17.305695,44.295853,11.58687,-511.72362999999996,6.7839875,17.305695,8.530026,0.964,0.11,316.94052,0.9404763,6740,3498.3687405586243,,7.1550837,,15.27824,,11.849629,13.128804,0.198,0.999999,8.022267999999999,9.36714921840091,10.406678999999999
337,338,7.220167599999999,17.305695,44.174942,11.604803,-510.15143,7.158973700000001,17.305695,8.494348,0.964,0.11,319.31036,0.94470525,6760,3515.993315935135,,7.2283144,,15.24014,,11.839703,17.714098,0.198,0.999999,8.057678999999998,9.3293505753946,10.403716000000001
338,339,7.0900784,17.305695,43.71836,11.606833,-508.60565,4.5060835,17.305695,8.564153,0.964,0.11,319.07782000000003,0.9412325,6780,3536.5445051193237,,7.2984853,,15.142021,,11.830041,12.355696,0.198,0.999999,8.028616,9.407668361157693,10.400762
339,340,6.9653144000000005,17.305695,43.531859999999995,11.629448,-507.04733,6.433366,17.305695,8.533574,0.964,0.11,320.9001,0.94382375,6800,3557.759243249893,,7.371614500000001,,15.093716,,11.820346,19.361279,0.198,0.999999,8.050879,9.372799179271642,10.397816
340,341,6.845559599999999,17.305695,43.417629999999996,11.636001,-505.51392000000004,6.7855015,17.305695,8.494617,0.964,0.11,323.1388,0.9476210999999999,6820,3574.840673208237,,7.442571000000001,,15.058344,,11.810592999999999,13.926751999999999,0.198,0.999999,8.082651,9.32758948055178,10.394879
341,342,6.730520200000001,17.305695,43.25397,11.649135000000001,-503.9831,6.3623943,17.305695,8.52237,0.964,0.11,325.0014,0.9502965,6840,3591.1460604667664,,7.513793499999999,,15.014996,,11.800979,16.186478,0.198,0.999999,8.105425,9.363381731681773,10.391950999999999
342,343,6.6199202999999995,17.305695,43.051804,11.654327,-502.4692,5.9778337,17.305695,8.533904,0.964,0.11,326.5374,0.95200413,6860,3608.475159168243,,7.584756,,14.965075,,11.791452,13.486815,0.198,0.999999,8.12015,9.375440870740745,10.389031
