,LQGmu1,IWNorm1,LQGsigma,Bound,IWMin,ReturnMax,IWMean,TimeElapsed,SqrtESSClassic,DenMISELogFirst,ReturnMean,MISE,LQGmu01,TimestepsSoFar,URet,IWFirstEpisode,DenMISELogLast,Iteration,IWNorm2,target_sum_log_mean,ReturnMin,ReturnAbsMax,ReturnLastEpisode,IWMax,DenMISEMeanLog,IWLastEpisode,ReturnStepMax
14,0.165,17.258423,0.11,32.817634999999996,,15.953459,1.1505616,22.60938167572021,1.4142097,16.682713,9.687154,10.255975999999999,0.017,300,9.786402920829763,,16.125035999999998,15,12.203581,-60.73525,,15.953459,8.911717,8.64925,12.920328,8.64925,0.9978268
15,0.164,17.758651999999998,0.11,28.353641999999997,,15.953459,1.1099157,23.90527439117432,1.7280089,16.618174,9.637965,9.889086,0.017,320,9.77589996906173,,14.977085,16,10.276945,-56.314793,,15.953459,8.900128,6.357857,13.045174000000001,5.3808584,0.9978268
16,0.156,17.585169,0.11,26.623528000000004,,15.953459,1.0344216999999998,25.547606706619266,1.8336816000000002,16.557548999999998,9.595897,9.223059,0.016,340,9.799669858717882,,16.410398,17,9.590089,-54.54367,,15.953459,8.922814,7.1813063999999995,13.2415905,7.1813063999999995,0.9978268
17,0.157,19.741034,0.11,24.61986,,15.953459,1.096724,26.701560735702515,2.1499124,16.500391,9.55835,9.778828,0.016,360,9.79625530918135,,16.53645,18,9.18225,-50.195488,,15.953459,8.920046000000001,5.330895,13.420886999999999,4.786437,0.9978268
18,0.137,4.0821815,0.11,26.732332,,15.953459,0.21485166,28.246764659881592,1.2859533,16.446323,9.525616000000001,1.9204523999999998,0.014,380,9.814433781088184,,16.177843,19,3.17444,-56.39245,,15.953459,8.936401,3.146125,13.566602,3.146125,0.9978268
19,0.133,17.622414000000003,0.11,35.10538,,15.953459,0.8811207,29.549011707305908,1.1724691,16.395031,9.497167,7.891941,0.013,400,9.836657788247841,,13.825859,20,15.030172,-55.051636,,15.953459,8.9566345,14.949268,13.540949,14.949268,0.9978268
20,0.162,22.505547,0.11,22.618378,,15.953459,1.0716927,30.872337579727173,2.4427562000000003,16.346241,9.472282,9.556526,0.016,420,9.85724858156372,,15.057207,21,9.213178,-39.936690000000006,,15.953459,8.974592999999999,4.0583167,13.599489000000002,0.0009074091,0.9978268
21,0.139,17.501425,0.11,26.869267999999998,,15.953459,0.7955193,31.85197877883911,1.6157708,16.29972,9.445453,7.122089999999999,0.014,440,9.755268814394345,,11.287486999999999,22,10.831626,-45.716362,,15.953459,8.882031,9.765467999999998,13.4948,0.0009114555,0.9978268
22,0.087,0.18703447,0.11,30.91938,,15.953459,0.008131933000000001,32.88680005073548,1.0343876,16.255268,9.423236,0.07318894599999999,0.009,460,9.813074074979387,,6.3480635,23,0.18081662,-95.9771,,15.953459,8.934484,0.18076214,13.171918,6.1684967e-13,0.9978268
23,0.082,19.033983,0.11,39.041622,,15.953459,0.79308265,34.060823678970344,1.0010213,16.21271,9.407154,7.167257000000001,0.008,480,9.925638232219713,,13.286992000000001,24,19.014565,-98.83008000000001,,15.953459,9.0372505,19.014554999999998,13.136264,19.014554999999998,0.9978268
24,0.086,25.615157999999997,0.11,31.792137,,15.953459,1.0246063,35.45131063461304,1.4166902,16.171885999999997,9.393253,9.26998,0.009,500,9.949898940597658,,16.010937,25,18.080988,-88.59201999999999,,15.953459,9.059648,13.732879999999998,13.235432000000001,11.760792,0.9978268
25,-0.014,2.6039777e-09,0.11,6.257643,,15.953459,1.5298417e-13,36.779465913772576,5.098871,16.132666,9.380021000000001,2.4404404e-12,-0.001,520,9.937850139745448,5.40465e-15,14.688649,26,5.106969e-10,-357.47934,,15.953459,9.049199,3.9721837e-12,13.285468,,0.9978268
26,-0.008,49.038925,0.11,53.574996999999996,,15.953459,1.8162565,38.099120378494256,1.0,16.094925,9.474467,21.668081,-0.001,540,13.202979720696636,4.4749366000000004e-17,9.885897,27,49.038925,-321.12597999999997,,15.953459,11.930078,49.038925,13.123217000000002,49.038925,0.9978268
27,-0.002,22.239157000000002,0.11,35.164165000000004,,15.953459,0.7942556,39.27202081680298,1.237881,16.058557999999998,9.544728,9.388734,-0.0,560,12.626114694735222,2.493565e-19,13.26821,28,17.965506,-287.7966,,15.953459,11.441745,17.262434,13.130303,4.9767227,0.9978268
28,-0.005,33.7744,0.11,32.077255,,15.953459,1.1646345,40.58696556091309,1.6784195,16.023466,9.577332,13.067157,-0.001,580,11.569792363682884,3.0672674e-18,16.152744000000002,29,20.12274,-286.69806,,15.953459,10.490271,14.163567,13.222848,14.163567,0.9978268
29,-0.017,19.906689,0.11,26.933965999999998,,15.953459,0.6635563,42.19757103919983,1.6568724,15.989564999999999,9.650574,7.6766467,-0.002,600,13.05203768322292,5.5933647999999994e-14,9.047039999999999,30,12.014617999999999,-317.90227999999996,,15.953459,11.774596,9.743411,13.083423,6.37521,0.9978268
30,-0.012,35.204772999999996,0.11,28.090883,,15.953459,1.1356378999999999,44.010998010635376,2.1713257,15.956776000000001,9.750060000000001,13.396212,-0.001,620,14.120681942325774,8.885401e-16,7.2317990000000005,31,16.213493,-289.3127,,15.953459,12.734625,8.721494,12.882142,8.3086815,0.9978268
31,-0.066,0.044086397,0.11,22.764738,,15.953459,0.0013776999,45.34467887878418,1.4029152,15.925026999999998,9.79424,0.021440953,-0.007,640,12.316069027682627,0.019239176,12.958278,32,0.031424847,-482.10625999999996,,15.953459,11.163841,0.024847034,12.885580000000001,2.4132812e-11,0.9978268
32,-0.059,56.144413,0.11,55.643097,,15.953459,1.7013458,46.88969421386719,1.0000999,15.894855999999999,9.920266999999999,23.739367,-0.006,660,15.495882728102655,0.0018821006,11.963764,33,56.138805000000005,-440.78525,,15.953459,13.953118,56.138805000000005,12.8278475,56.138805000000005,0.9978268
33,-0.074,6.154986,0.11,23.960995,,15.953459,0.18102899,48.69968271255493,1.4929691999999999,15.86506,10.057780000000001,2.5895443,-0.007,680,16.183368481172884,0.23567107,15.623445000000002,34,4.122648000000001,-485.47443,,15.953459,14.595732,3.3979917,12.910327,2.3132303,0.9978268
34,-0.103,32.971844,0.11,37.094184999999996,,15.953459,0.94205266,50.60011649131775,1.4162556,15.842979999999999,10.195723,14.565116,-0.01,700,16.495964561592885,17.9137,16.399668,35,23.280998,-587.58026,,15.953459,14.885753,17.9137,12.986837,0.18950379,0.9978268
35,-0.113,45.721596000000005,0.11,38.507909999999995,,15.953459,1.2700443000000001,52.42015480995178,1.715566,16.228123,10.352766,19.909435000000002,-0.011,720,17.545431103464225,12.217305,12.049394,36,26.651026,-613.8892,,15.953459,15.849301,16.843729,12.954875,16.652431,0.9978268
36,-0.118,67.68948,0.11,49.48471,,16.496914,1.8294455000000003,53.71298909187317,1.6521793999999999,16.492924,10.518825,29.514826,-0.012,740,18.250042118480557,7.2965527,10.739316,37,40.969814,-615.2768,,16.496914,16.496914,36.653853999999995,12.896889,36.653853999999995,0.9999144
37,-0.123,71.26595999999999,0.11,49.623894,,16.496914,1.87542,55.34048652648926,1.7168225,16.646244,10.666903,30.405934999999996,-0.012,760,17.861662908912013,3.9526483999999997,14.169222,38,41.510384,-618.82275,,16.496914,16.145794,37.22695,12.941902,13.665519,0.9999144
38,-0.129,69.37624,0.11,48.842372999999995,,16.496914,1.7788781000000002,57.522509336471565,1.6559223,16.719225,10.801734,28.917627000000003,-0.013,780,17.637287185335552,1.6059122,15.408601,39,41.895832,-627.0203,,16.496914,15.925355,39.06735,13.017797999999999,8.651337,0.9999144
39,-0.138,61.075874,0.11,47.31358,,16.496914,1.5268968,59.23105239868164,1.4725375,16.734258999999998,10.928272999999999,24.907476000000003,-0.014,800,17.578273741820226,0.35446468,18.235329999999998,40,41.476616,-642.12854,,16.496914,15.863249,40.294525,13.158679000000001,5.2851133,0.9999144
40,-0.148,42.132259999999995,0.11,44.29915,,16.496914,1.027616,60.600221157073975,1.2024068,16.718388,11.037467,16.859327,-0.015,820,17.091678091794883,0.03173647,9.023121000000002,41,35.03994,-663.4416,,16.496914,15.40524,34.850693,13.062712,0.068944216,0.9999144
41,-0.164,41.19148,0.11,39.172092,,16.496914,0.9807495,62.23908042907715,1.4294014,16.695065,11.162938,16.089823000000003,-0.017,840,18.03924449499248,0.00020020828000000002,11.976706,42,28.817293,-703.95807,,16.496914,16.307274,22.461678,13.032115,18.049,0.9999144
42,-0.031,12.299164999999999,0.11,26.127860000000002,,16.496914,0.28602707,63.886582851409905,1.4898367000000001,16.67154,11.282686,3.9819214,-0.003,860,18.049930557739973,5.8468896e-10,13.173635500000001,43,8.255378,-259.24042000000003,,16.496914,16.3121,7.8122773,13.0310755,5.940914999999999e-17,0.9999144
43,-0.037,64.31423000000001,0.11,44.723206,,16.496914,1.4616871,65.36004161834717,1.3635308000000002,16.64855,11.341851,20.525856,-0.004,880,15.360230988353615,1.377416e-08,4.031197,44,47.167423,-266.35422,,16.496914,13.88591,44.51573,12.810189,44.51573,0.9999144
44,-0.189,25.393375,0.11,34.060340000000004,,16.496914,0.56429726,66.95094966888428,1.3284775,16.626076,11.382292,9.224522,-0.019,900,14.558362403531802,7.457095e-09,13.968242000000002,45,19.114645,-739.1507,,16.496914,13.1616745,18.360718,12.838330000000001,,0.9999144
45,-0.167,64.93472,0.11,39.881027,,16.496914,1.4116243999999998,68.93698310852051,1.9713405,16.604097,11.493185,23.144281,-0.017,920,18.238899720555,8.940924000000001e-05,7.294486999999999,46,32.939372999999996,-653.5207,,16.496914,16.483437,20.720512,12.707005,17.881117,0.9999902
46,-0.574,4.7e-09,0.11,4.8126445,,16.496914,8.716445999999998e-35,71.11662435531615,6.8556547000000005,16.582594,11.59662,1.4367698e-33,-0.065,940,18.09292309600661,,4.0563080000000005,47,6.8556544e-10,-1269.638,,16.496914,16.354567000000003,4.0967297e-33,12.527553,,0.9999902
47,-0.644,72.586235,0.11,59.21560699999999,,16.859913,1.5122132,72.4736394882202,1.0,16.56154,11.706271000000001,25.495783,-0.076,960,18.63265489101517,,5.8098426,48,72.586235,-1266.5743,,16.859913,16.859913,72.586235,12.366985000000001,72.586235,0.9999902
48,-0.577,54.92029599999999,0.11,44.192040000000006,,17.175877,1.1208223,75.19458746910095,1.3700860000000001,16.54092,11.817896000000001,19.119336999999998,-0.066,980,18.957045540390727,,14.643257,49,40.085293,-1218.6908,,17.175877,17.175877,34.485493,12.41204,34.485493,0.9999902
49,-0.649,43.689125,0.11,36.070029999999996,,17.175877,0.8737825,77.2575023174286,1.6202846000000002,16.520718,11.924671,14.868970000000001,-0.077,1000,18.938544937023998,,16.69878,50,26.963859999999997,-1216.3458,,17.175877,17.156702,21.089508,12.495605,14.967984,0.9999902
50,-0.804,0.70513606,0.11,32.634315,,17.175877,0.013826197,78.97733759880066,1.0602075,16.500916,12.026511,0.23334245,-0.111,1020,18.899456860990338,,7.617503599999999,51,0.6650925,-1222.9939,,17.175877,17.118462,0.6642703000000001,12.395361999999999,0.006258741,0.99999744
51,-0.77,47.174534,0.11,47.915259999999996,,17.175877,0.9072026,80.00520706176758,1.0604751000000001,16.481497,12.124525,15.522464999999999,-0.102,1040,18.902820025631694,,8.718098,52,44.48434,-1193.5927,,17.175877,17.123224,44.4205,12.305864,44.4205,0.99999744
52,-0.534,38.663727,0.11,31.145151000000002,,17.175877,0.7295043000000001,82.00467276573181,1.8411018,16.46245,12.218451,12.486891,-0.059,1060,18.88157366141691,,11.423805,53,21.000320000000002,-1108.0852,,17.175877,17.102638,16.221367,12.283164,0.09189630000000001,0.99999744
53,-0.579,65.47735,0.11,36.04981,,17.197968,1.2125435,82.83563566207886,2.2486667999999996,16.443756,12.310664,20.753662,-0.066,1080,18.980427360418393,,17.424253,54,29.118298,-1105.0734,,17.197968,17.197968,14.732639,12.372278,13.134208,0.99999744
54,-0.719,47.746986,0.11,34.520008000000004,,17.197968,0.86812705,83.63303828239441,1.7469633000000002,16.425407,12.398066499999999,14.83102,-0.09,1100,18.897656424006176,,11.404619,55,27.331419,-1119.1765,,17.197968,17.117756,21.383757,12.356439,0.07281794,0.99999744
55,-0.747,50.390533000000005,0.11,34.033429999999996,,17.197968,0.89983094,84.4230103492737,1.8457464,16.407389000000002,12.483467999999998,15.398185,-0.096,1120,18.960408582624204,,12.684460000000001,56,27.300897999999997,-1103.7648,,17.197968,17.180567,18.074682,12.358292,10.089284,0.99999744
56,-0.763,53.523340000000005,0.11,32.91536,,17.197968,0.9390059000000001,86.33666825294495,2.042609,16.389689999999998,12.565096,16.076141,-0.1,1140,18.91553627475,,12.928272999999999,57,26.203419,-1086.7167,,17.197968,17.136223,15.133464000000002,12.364938,14.516435999999999,0.99999744
57,-0.753,54.957016,0.11,30.800490999999997,,17.217804,0.94753474,87.92467641830444,2.364543,16.372297,12.645313999999999,16.237165,-0.098,1160,18.999879157331623,,12.546128,58,23.24213,-1066.0789,,17.217804,17.217804,11.448411,12.365587,10.725462,0.99999744
58,-0.797,60.46331,0.11,32.346058,,17.217804,1.0248019,88.60804033279419,2.3299923,16.355204,12.720922,17.566778,-0.109,1180,18.884184739874144,,13.929635999999999,59,25.950004999999997,-1054.2933,,17.217804,17.106207,14.492838,12.390135,11.320148,0.99999744
59,-0.991,0.0002908805,0.11,34.434715000000004,,17.217804,4.847909e-06,89.39316773414612,1.0000284,16.338396,12.793399,8.2751394e-05,-0.265,1200,18.84936444750345,,13.786729000000001,60,0.00029087224,-1077.3269,,17.217804,17.069502,0.00029087215,12.412541000000001,0.00029087215,0.99999744
60,-0.992,53.204586,0.11,49.187836,,17.217804,0.87220633,90.9751513004303,1.0000025,16.321867,12.860946,14.752316,-0.271,1220,18.666032180598567,,12.284765,61,53.204453,-1060.3606,,17.217804,16.913792,53.204453,12.394189,53.204453,0.99999744
61,-0.99,59.52547,0.11,40.77046,,17.217804,0.96008825,92.06907200813292,1.4007337,16.305607000000002,12.924275,16.186478,-0.26,1240,18.5301212389736,,10.167738,62,42.495922,-1041.3014,,17.217804,16.78734,33.90351,12.352395,25.621384,0.99999744
62,-1.0,4.3139202e-08,0.11,25.473976,,17.217804,5.847493e-10,93.45389676094057,1.3517956,16.289606,12.984919999999999,9.812652e-09,-0.462,1260,18.488087398760683,,17.238068,63,3.191252e-08,-1052.7644,,17.217804,16.744854,3.1300832e-08,12.426614,5.5379763e-09,0.99999744
63,-1.0,63.080418,0.11,50.967983000000004,,17.217804,0.9856315000000001,95.41822600364685,1.000005,16.273857,13.044117,16.532547,-0.397,1280,18.505241266380306,,11.977646,64,63.0801,-1027.5859,,17.217804,16.773556,63.0801,12.404097,63.0801,0.99999744
64,-1.0,86.411736,0.11,47.733115999999995,,17.217804,1.3294113,97.05555558204651,1.3488308,16.258354,13.099807,22.20315,-0.471,1300,18.37858696341904,,15.296751,65,64.06418000000001,-1021.0169699999999,,17.217804,16.66396,56.820652,12.443885,56.820652,0.99999744
65,-1.0,54.467606,0.11,35.523014,,17.217804,0.8252668,99.0328369140625,1.5831722,16.243085999999998,13.15345,13.7719965,-0.498,1320,18.357499254363013,,11.039181,66,34.404095,-1008.6149,,17.217804,16.640273999999998,29.377274,12.422769,10.834156,0.99999744
66,-1.0,88.51173399999999,0.11,40.242302,,17.217804,1.3210707,101.09680008888245,1.895816,16.228048,13.207081,22.078297,-0.42,1340,18.479343334808934,,9.547887,67,46.687934999999996,-983.8286,,17.217804,16.746668,29.490677,12.37573,29.490677,0.99999744
67,-0.999,68.07578000000001,0.11,41.485092,,17.217804,1.0011145000000001,103.19220590591429,1.3948578,16.213234,13.259951999999998,16.79755,-0.359,1360,18.539713323115805,,7.6617546,68,48.80482,-961.6886,,17.217804,16.802326,47.20185,12.30838,47.20185,0.99999744
68,-0.998,112.24566999999999,0.11,53.490738,,17.217804,1.6267488,105.29645252227785,1.307963,16.198635,13.309311,27.163076,-0.338,1380,18.388814615672175,,16.519297,69,85.817154,-944.77075,,17.217804,16.665782999999998,82.62894399999999,12.366887,82.62894399999999,0.99999744
69,-0.993,70.22615,0.11,35.60772,,17.217804,1.0032306999999998,106.69532251358031,1.8357431,16.184245999999998,13.356987,16.849316,-0.276,1400,18.371576706712524,,11.392126,70,38.25489,-923.6622,,17.217804,16.64661,25.359207,12.355492,0.0013265451000000002,0.99999744
70,-0.998,61.11461,0.11,38.0202,,17.217804,0.86076915,109.12133908271791,1.4567386999999998,16.170060999999997,13.4061775,14.381363,-0.328,1420,18.60550235770272,,10.986324,71,41.953033000000005,-916.68756,,17.217804,16.849567,39.378338,12.334610000000001,1.6064453,0.99999744
71,-0.998,71.53793,0.11,35.46731,,17.217804,0.9935824000000001,111.23991417884828,1.8314013,16.156075,13.454223999999998,16.664438,-0.327,1440,18.602811463307084,,11.158007000000001,72,39.061855,-903.5355,,17.217804,16.865433,26.883492999999998,12.314602,26.883492999999998,0.99999744
72,-0.986,27.831577000000003,0.11,25.393589000000002,,17.217804,0.3812545,113.31353330612184,1.8149520000000001,16.142282,13.499707,6.4203005,-0.244,1460,18.50586991637627,,11.917292,73,15.334608,-881.5764,,17.217804,16.774523000000002,12.260152,12.307517,0.16960123,0.99999744
73,-0.991,88.87073000000001,0.11,34.732346,,17.217804,1.2009557,115.98329138755798,2.3654634999999997,16.128675,13.543075,20.174688,-0.263,1480,18.448992701230818,,14.8445,74,37.57011,-871.4892,,17.217804,16.708864000000002,17.93529,12.333258,17.93529,0.99999744
74,-1.0,89.66136,0.11,34.558044,,17.217804,1.1954848999999999,118.22814750671387,2.3614256,16.115253,13.589347,19.975492000000003,-0.404,1500,18.777877964121068,,15.724885999999998,75,37.969165999999994,-876.3987400000001,,17.217804,17.013542,20.066832,12.37975,6.49593e-11,0.99999744
75,-0.998,79.12369,0.11,31.790731,,17.217804,1.0411011000000001,119.67389726638794,2.3982064999999997,16.102007,13.629338,17.431831,-0.335,1520,18.350639511790256,,13.123345,76,32.99286,-856.2982,,17.217804,16.628662,18.594376,12.390728999999999,13.268325,0.99999744
76,-0.997,91.213036,0.11,33.892063,,17.217804,1.1845849,122.24482417106628,2.4513017999999995,16.088936,13.6686125,19.844177,-0.312,1540,18.38333173399329,,16.47629,77,37.210037,-842.2950400000001,,17.217804,16.653372,24.14493,12.443327,15.419308,0.99999744
77,-0.998,79.650925,0.11,29.145214000000003,,17.217804,1.0211656999999998,124.88689231872559,2.8550193,16.076033,13.7082815,17.083788000000002,-0.336,1560,18.49581499146133,,13.977170999999998,78,27.898558,-833.97144,,17.217804,16.762926,12.876903,12.464146000000001,8.0073395,0.99999744
78,-0.994,95.371155,0.11,31.825657,,17.217804,1.2072299,126.0483696460724,2.978805,16.063292999999998,13.745482999999998,20.26545,-0.282,1580,18.37363672899693,,18.923319,79,32.016582,-817.1788,,17.217804,16.647232000000002,17.184969,12.545511999999999,3.1581194,0.99999744
79,-1.0,80.01185600000001,0.11,30.461197,,17.217804,1.0001482,127.16450548171996,2.502782,16.050714000000003,13.782307999999999,16.702267000000003,-0.411,1600,18.425349418114745,,10.638876,80,31.969165999999998,-821.49335,,17.217804,16.691368,15.794122,12.52342,0.14613569,0.99999744
80,-1.0,74.18724,0.11,28.838554,,17.217804,0.9158919,129.21197724342346,2.5418706,16.038292000000002,13.818289000000002,15.291205,-0.444,1620,18.424475902490414,,9.9058075,81,29.18608,-815.1194,,17.217804,16.696745,15.168069000000001,12.490299,11.859250999999999,0.99999744
81,-0.999,78.210724,0.11,26.358519,,17.217804,0.9537893,131.58027291297913,3.304086,16.026022,13.852082999999999,15.93639,-0.346,1640,18.301420105924908,,17.451964999999998,82,23.67091,-793.74994,,17.217804,16.589482999999998,11.185054,12.549135,1.3269749,0.99999744
82,-0.997,97.58873,0.11,30.532771999999998,,17.217804,1.1757678,132.80895876884458,3.1690626,16.0139,13.885739000000001,19.666592,-0.319,1660,18.375164333176038,,15.330720000000001,83,30.794193,-780.9936,,17.217804,16.645569000000002,12.795800999999999,12.581695,2.9115523999999997,0.99999744
83,-0.998,93.06678000000001,0.11,28.562443,,17.217804,1.1079378,135.11309289932248,3.4328406000000005,16.001925,13.9204,18.531216,-0.326,1680,18.53573157607568,,9.792442,84,27.11072,-772.28394,,17.217804,16.79719,10.053092999999999,12.549897999999999,7.937255400000001,0.99999744
84,-0.985,62.76616,0.11,35.934807,,17.217804,0.7384254,137.15134000778198,1.4699517,15.990089000000001,13.953007999999999,12.508453,-0.24,1700,18.42744899617134,,14.239519,85,42.69947,-755.56415,,17.217804,16.69191,41.339046,12.570542,0.063391425,0.99999744
85,-0.936,8.683246,0.11,33.784264,,17.217804,0.10096797,138.50222444534302,1.0740923,15.978394,13.98739,1.7240669999999998,-0.169,1720,18.65529786710479,,12.273795,86,8.084264,-745.5939999999999,,17.217804,16.910067,8.071135,12.562983000000001,1.3134423000000001e-08,0.99999744
86,-0.911,118.65195,0.11,51.75918,,17.217804,1.3638153999999998,140.72362923622129,1.2133923999999998,15.966833,14.023810000000001,23.379564000000002,-0.152,1740,18.93451015549088,,11.533284,87,97.78531,-737.8644,,17.217804,17.155891,96.0631,12.540833000000001,96.0631,0.99999744
87,-0.926,97.413574,0.11,41.035645,,17.217804,1.1069725000000001,142.88721299171448,1.5613366000000002,15.955404000000001,14.059379000000002,18.980435999999997,-0.161,1760,18.93273044098279,,14.75542,88,62.39114,-728.6397,,17.217804,17.153969,49.780544,12.565882,49.780544,0.99999744
88,-0.928,96.759766,0.11,36.905556,,17.217804,1.0871883999999998,143.76924109458926,1.8851591,15.944104999999999,14.094035,18.638872,-0.163,1780,18.923468495578803,,12.858957,89,51.327106,-720.1947,,17.217804,17.14374,32.50828,12.568302000000001,30.033321,0.99999744
89,-0.94,78.041275,0.11,31.681691999999998,,17.217804,0.8671253000000001,146.6322968006134,2.045389,15.932931,14.127061999999999,14.845966,-0.172,1800,18.845086772884997,,15.186582000000001,90,38.154736,-711.568,,17.217804,17.066378,23.709671,12.596900999999999,23.709671,0.99999744
90,-0.953,71.97268000000001,0.11,32.2031,,17.217804,0.7909086,149.13212561607358,1.8400536,15.921882,14.158512,13.488638,-0.185,1820,18.754205885920975,,-4.918496599999999,91,39.11445,-703.5019,,17.217804,16.988986999999998,33.426624,12.402163999999999,33.426624,0.99999744
91,-0.954,115.82399,0.11,40.645493,,17.217804,1.2589563999999998,151.8271722793579,1.7974298999999998,15.910953,14.190203,21.487244,-0.185,1840,18.843426130675603,,13.416281,92,64.43867,-695.6629,,17.217804,17.074104000000002,56.884845999999996,12.410133,56.884845999999996,0.99999744
92,-0.963,90.47399999999999,0.11,36.62944,,17.217804,0.9728386999999998,154.60370612144467,1.7190138,15.900142,14.220657999999998,16.597254,-0.196,1860,18.797365623274548,,16.941426999999997,93,52.63134,-687.9762,,17.217804,17.022575,49.00031,12.459717,14.014184,0.99999744
93,-0.783,93.33655,0.11,29.884753999999997,,17.217804,0.992942,156.78964209556582,2.6745843999999996,15.889446,14.251351999999999,17.009629999999998,-0.105,1880,18.87905927848182,,12.064702,94,34.89759,-688.3826,,17.217804,17.105875,15.555411999999999,12.453968,1.0939242999999999e-07,0.99999744
94,-0.759,88.82081600000001,0.11,27.714527,,17.217804,0.93495595,158.48244285583496,2.9426985,15.878864000000002,14.281728,16.012476,-0.099,1900,18.91742802277617,,17.910133,95,30.183458,-681.9292,,17.217804,17.137076999999998,12.288422,12.510721,11.580114,0.99999744
