,ReturnMin,LQGsigma,IWLastEpisode,LQGmu01,DenMISELogFirst,LQGmu1,IWNorm2,target_sum_log_mean,ReturnAbsMax,ReturnLastEpisode,ReturnMean,URet,DenMISEMeanLog,IWMax,MISE,IWMean,IWFirstEpisode,ReturnMax,IWMin,Bound,DenMISELogLast,ReturnStepMax,SqrtESSClassic,TimestepsSoFar,IWNorm1,TimeElapsed,Iteration
44,,0.11,3.2142863,1.0,11.615457000000001,1.0,11.589273,-1119.0515,17.045929,8.550980000000001,12.247701,9.38984497337242,11.255237,3.2142863,7.91447,0.9285716,,17.045929,,8.389621,12.753513,0.99990624,3.6055515,900,41.78572,73.90509176254271,45
45,,0.11,3.0666695,1.0,11.593477,1.0,11.474418,-1094.2826,17.045929,8.56782,12.167703999999999,9.409329969481332,11.425894,3.0666695,7.958026400000001,0.93333346,,17.045929,,8.415894,19.197617,0.99990624,3.7416572999999995,920,42.93334,75.29309034347534,46
46,,0.11,2.9375017000000003,1.0,11.571971000000001,1.0,11.376888000000001,-1070.6959,17.045929,8.511736,12.089916,9.34769104568057,11.462060000000001,2.9375017000000003,7.9926314,0.9375,,17.045929,,8.434973,13.211414000000001,0.99990624,3.8729835,940,44.0625,76.74984002113342,47
47,,0.11,2.8235295,1.0,11.550918,1.0,11.294119,-1048.0586,17.045929,8.503142,12.015193,9.339450443722802,11.531127,2.823532,8.022663,0.9411765999999999,,17.045929,,8.450958,14.857442,0.99990624,4.0,960,45.176476,78.20557236671449,48
48,,0.11,2.72222,1.0,11.530298,1.0,11.2240095,-1026.2881,17.045929,8.570041999999999,11.944882000000002,9.41429933385783,11.655327999999999,2.7222252,8.053073,0.9444445,,17.045929,,8.468580000000001,17.692232,0.99990624,4.123106,980,46.27778,80.0999186038971,49
49,,0.11,2.6315804,1.0,11.510096,1.0,11.164846,-1005.4183300000001,17.045929,8.515929,11.876304,9.356211584451136,11.745481,2.6315804,8.0774355,0.9473686,,17.045929,,8.4812355,16.233734,0.99990624,4.2426405,1000,47.36843,81.65959811210631,50
50,,0.11,2.5500022999999996,1.0,11.4902935,1.0,11.115193,-985.33014,17.045929,8.543688000000001,11.810959,9.385754874010336,11.869662,2.5500022999999996,8.100747,0.9500001,,17.045929,,8.493777,18.14563,0.99990624,4.358899,1020,48.450005,83.2081959247589,51
51,,0.11,2.4761900000000003,1.0,11.470875,1.0,11.073858999999999,-966.04126,17.045929,8.515779,11.747589,9.353142193709877,11.962971000000001,2.4761925,8.120509,0.95238084,,17.045929,,8.503588,16.784935,0.99990624,4.472136,1040,49.523804,85.06656742095947,52
52,,0.11,2.4090912,1.0,11.451827,1.0,11.039843,-947.48016,17.045929,8.556675,11.687384,9.397103616511508,12.053402,2.4090912,8.140336,0.95454556,,17.045929,,8.514183000000001,16.815918,0.99990624,4.582576,1060,50.590916,86.62699556350708,53
53,,0.11,2.3478262,1.0,11.433135,1.0,11.01228,-929.66205,17.045929,8.502367,11.628402000000001,9.340043875000587,12.085542,2.3478284,8.1560755,0.95652175,,17.045929,,8.521327000000001,13.846206,0.99990624,4.690416,1080,51.652176000000004,88.00010991096497,54
54,,0.11,2.2916658,1.0,11.414785,1.0,10.990446,-912.4432,17.045929,8.5815735,11.573005,9.424049457526603,12.165668499999999,2.291668,8.173803,0.9583333,,17.045929,,8.531025999999999,16.547005,0.99990624,4.7958317,1100,52.70833199999999,90.21930265426636,55
55,,0.11,2.2399994999999997,1.0,11.396767,1.0,10.973714999999999,-895.9324300000001,17.045929,8.47728,11.517724000000001,9.308995940800846,12.15019,2.2400017000000005,8.185945,0.9600001,,17.045929,,8.535646,11.350977,0.99990624,4.8989797,1120,53.760006000000004,91.81353402137756,56
56,,0.11,2.1923063,1.0,11.379067,1.0,10.961536,-879.88226,17.045929,8.512217999999999,11.464995,9.349899504317376,12.254458,2.1923084,8.198492,0.9615384,,17.045929,,8.541128,18.143465,0.99990624,5.0000005,1140,54.807686,93.91326689720154,57
57,,0.11,2.1481488,1.0,11.361675,1.0,10.95345,-864.4931,17.045929,8.495722,11.413801,9.331260858837402,12.247874000000001,2.1481488,8.209502,0.9629631,,17.045929,,8.545485000000001,11.920314,0.99990624,5.099019999999999,1160,55.851859999999995,95.72968482971191,58
58,,0.11,2.1071424,1.0,11.344582,1.0,10.949036,-849.6801,17.045929,8.501843,11.364446000000001,9.338051412462363,12.187496000000001,2.1071444,8.219942,0.9642858,,17.045929,,8.5496435,8.7315,0.99990624,5.1961527,1180,56.89286,97.94600987434387,59
59,,0.11,2.068966,1.0,11.327774,1.0,10.947939,-835.2545,17.045929,8.52993,11.3172035,9.3692431481624,12.23575,2.068966,8.230633000000001,0.9655174000000001,,17.045929,,8.554394,15.126957,0.99990624,5.2915025,1200,57.931045999999995,99.48563742637634,60
60,,0.11,2.0333338,1.0,11.311245,1.0,10.949836999999999,-821.2443,17.045929,8.572375,11.272207,9.415595207956292,12.340328,2.0333338,8.242024,0.9666667999999999,,17.045929,,8.560153999999999,18.65739,0.99990624,5.385164700000001,1220,58.966675,101.3088083267212,61
61,,0.11,2.0000009999999997,1.0,11.294984,1.0,10.954452999999999,-807.6733,17.045929,8.559016999999999,11.228446,9.400091639252539,12.454607000000001,2.0000009999999997,8.252251,0.96774215,,17.045929,,8.565033,19.466667,0.99990624,5.4772253,1240,60.000009999999996,103.10042119026184,62
62,,0.11,1.9687497999999999,1.0,11.278984,1.0,10.961536,-794.62585,17.045929,8.528138,11.185584,9.369669113815856,12.472763,1.9687515,8.260869999999999,0.96875,,17.045929,,8.568566,13.638016,0.99990624,5.5677642999999994,1260,61.03125,105.2905638217926,63
63,,0.11,1.9393938000000002,1.0,11.263236000000001,1.0,10.970867,-781.9671599999999,17.045929,8.491222,11.143483999999999,9.323512561027526,12.509639,1.9393957,8.267849,0.96969676,,17.045929,,8.5707,14.871022,0.99990624,5.6568537,1280,62.060593000000004,107.66011095046996,64
64,,0.11,1.9117640999999999,1.0,11.247731,1.0,10.982254,-769.7431,17.045929,8.523937,11.103183,9.363060386034242,12.500407000000001,1.911766,8.275383,0.9705883,,17.045929,,8.573609,11.946544,0.99990624,5.744562,1300,63.08824,109.75401878356934,65
65,,0.11,1.8857129000000001,1.0,11.232464,1.0,10.995509,-757.77905,17.045929,8.539446,11.064339,9.380978589390264,12.602097,1.8857166,8.282927,0.97142863,,17.045929,,8.576735000000001,19.247717,0.99990624,5.830952,1320,64.11429,111.54743361473083,66
66,,0.11,1.8611113999999997,1.0,11.217426,1.0,11.010484,-746.173,17.045929,8.516285,11.026309,9.3517682968025,12.700185000000001,1.8611113999999997,8.289411,0.9722224,,17.045929,,8.578991,19.208633,0.99990624,5.91608,1340,65.1389,112.9963607788086,67
67,,0.11,1.8378383999999999,1.0,11.202611,1.0,11.027025,-734.9614,17.045929,8.515055,10.989378,9.352665973178784,12.742358,1.8378401999999998,8.295507,0.97297287,,17.045929,,8.5810375,15.601693,0.99990624,6.0000005,1360,66.162155,114.6064112186432,68
68,,0.11,1.8157896,1.0,11.188011999999999,1.0,11.045015,-724.1066,17.045929,8.540445,10.953887,9.377371991741194,12.751703,1.8157914000000002,8.301952,0.97368413,,17.045929,,8.583597,13.419845,0.99990624,6.0827622,1380,67.18420400000001,116.50993061065674,69
69,,0.11,1.794873,1.0,11.173623,1.0,11.064335,-713.5692,17.045929,8.469144,10.918389999999999,9.303932781030998,12.753836999999999,1.794873,8.306242,0.97435915,,17.045929,,8.584157000000001,12.932707,0.99990624,6.164414,1400,68.20514,118.73006772994995,70
70,,0.11,1.7750009999999998,1.0,11.159439,1.0,11.084872,-703.3069,17.045929,8.5189495,10.884596,9.354424395561812,12.777751,1.7750009999999998,8.31156,0.9750001,,17.045929,,8.585888,14.482726999999999,0.99990624,6.244998000000001,1420,69.22500600000001,120.91936230659485,71
71,,0.11,1.7560959999999999,1.0,11.1454525,1.0,11.106535000000001,-693.23236,17.045929,8.534744,10.851958,9.374940890699936,12.898383,1.7560993000000003,8.317001,0.97560966,,17.045929,,8.587879,21.493166,0.99990624,6.3245554,1440,70.2439,122.815349817276,72
72,,0.11,1.7380967,1.0,11.1316595,1.0,11.12924,-683.5337,17.045929,8.555655,10.820502000000001,9.39524690753667,12.916069,1.7380967,8.322683,0.97619045,,17.045929,,8.590238000000001,14.218687,0.99990624,6.403124,1460,71.2619,124.45574402809143,73
73,,0.11,1.7209299,1.0,11.118053,1.0,11.152902000000001,-674.1003,17.045929,8.53858,10.789665,9.378147703587292,12.930245,1.7209314999999998,8.327703999999999,0.9767442,,17.045929,,8.592053,13.993535000000001,0.99990624,6.480741,1480,72.27906999999999,126.79222559928894,74
74,,0.11,1.7045455000000003,1.0,11.10463,1.0,11.177452,-664.8839999999999,17.045929,8.531283,10.759554,9.372371388322724,12.978734,1.7045455000000003,8.332333,0.97727275,,17.045929,,8.593589999999999,16.594645,0.99990624,6.557439,1500,73.295456,129.13523840904236,75
75,,0.11,1.6888903000000002,1.0,11.091385,1.0,11.202822,-655.9316,17.045929,8.469952000000001,10.729427000000001,9.306536139643509,13.004593,1.6888903000000002,8.33539,0.9777778,,17.045929,,8.593661,14.971098999999999,0.99990624,6.6332493,1520,74.31111,131.27694201469419,76
76,,0.11,1.6739136000000003,1.0,11.078313,1.0,11.22895,-647.2249,17.045929,8.535009,10.700928,9.375188170248228,13.016736,1.6739151,8.339728,0.97826076,,17.045929,,8.595114,13.966102,0.99990624,6.708203999999999,1540,75.32608,133.31604433059692,77
77,,0.11,1.6595745,1.0,11.06541,1.0,11.255782,-638.65356,17.045929,8.529753,10.673093,9.368687347550829,13.116684,1.6595761999999998,8.343772,0.9787234,,17.045929,,8.596366999999999,20.838291,0.99990624,6.782329600000001,1560,76.34042,135.9418661594391,78
78,,0.11,1.6458323000000001,1.0,11.0526705,1.0,11.283266000000001,-630.4137,17.045929,8.515007,10.645775,9.351140130192297,13.099591,1.6458338,8.347341,0.97916675,,17.045929,,8.597234,11.79156,0.99990624,6.8556542,1580,77.35417,138.51873707771298,79
79,,0.11,1.6326521999999999,1.0,11.040092,1.0,11.311353,-622.3219,17.045929,8.535046000000001,10.6193905,9.376978448631638,13.1410885,1.6326553,8.351171,0.97959197,,17.045929,,8.598447,16.444067,0.99990624,6.928203599999999,1600,78.367355,141.00326442718506,80
80,,0.11,1.6199993000000001,1.0,11.02767,1.0,11.34,-614.4224,17.045929,8.531391000000001,10.593614,9.37264921036266,13.189032000000001,1.6200023000000001,8.354774,0.9800001,,17.045929,,8.599515,17.048538,0.99990624,7.0000005000000005,1620,79.38000500000001,143.8770580291748,81
81,,0.11,1.6078430000000001,1.0,11.015399,1.0,11.369167,-606.75073,17.045929,8.546969,10.568653999999999,9.387188783503117,13.200922,1.6078446000000002,8.358542,0.9803921,,17.045929,,8.600822,14.187546,0.99990624,7.0710679999999995,1640,80.39215,146.4857177734375,82
82,,0.11,1.596154,1.0,11.003278,1.0,11.398817999999999,-599.2472,17.045929,8.457825,10.543223,9.290623985386134,13.229220999999999,1.5961555,8.360453,0.98076916,,17.045929,,8.600346,15.572782,0.99990624,7.141427999999999,1660,81.40384,148.95189690589902,83
83,,0.11,1.5849051,1.0,10.991302000000001,1.0,11.428917,-591.9208,17.045929,8.486614999999999,10.51874,9.320380086601348,13.258503,1.5849066,8.362833,0.98113215,,17.045929,,8.600408999999999,15.711553,0.99990624,7.2111034,1680,82.4151,151.3297438621521,84
84,,0.11,1.5740733,1.0,10.979467,1.0,11.459432000000001,-584.744,17.045929,8.56888,10.495799,9.410246160349212,13.309873999999999,1.5740762,8.366649,0.9814814000000001,,17.045929,,8.601973,17.647057,0.99990624,7.2801094,1700,83.42591999999999,153.5375382900238,85
85,,0.11,1.563636,1.0,10.967772,1.0,11.490333999999999,-577.7691,17.045929,8.484772999999999,10.472416,9.320303244227828,13.325282000000001,1.5636375,8.368795,0.9818181999999999,,17.045929,,8.60193,14.656702,0.99990624,7.3484693,1720,84.43636,156.0973551273346,86
86,,0.11,1.5535716,1.0,10.95621,1.0,11.521594,-570.9659,17.045929,8.480656,10.449522,9.312114551528893,13.329028,1.5535731000000002,8.370794,0.9821429,,17.045929,,8.601799,13.672413,0.99990624,7.416199000000001,1740,85.446434,158.49987077713013,87
87,,0.11,1.5438576000000002,1.0,10.944782,1.0,11.553187,-564.2775,17.045929,8.499325,10.427361,9.334559286177189,13.372454999999999,1.5438606000000001,8.37305,0.9824562,,17.045929,,8.601983,17.171314000000002,0.99990624,7.4833155,1760,86.45615,161.23622870445254,88
88,,0.11,1.5344808,1.0,10.933482000000001,1.0,11.585092,-557.74567,17.045929,8.508984,10.405806,9.345694131190614,13.408864000000001,1.5344838,8.375392999999999,0.9827585999999999,,17.045929,,8.602309,16.633533,0.99990624,7.549834,1780,87.465515,163.62919116020203,89
89,,0.11,1.5254229,1.0,10.922309,1.0,11.617279,-551.3464,17.045929,8.5162525,10.38481,9.353660763833764,13.457108999999999,1.5254259,8.377778999999999,0.98305076,,17.045929,,8.602731,17.7709,0.99990624,7.615774000000001,1800,88.47457,165.74538731575012,90
90,,0.11,1.5166671999999999,1.0,10.91126,1.0,11.649738000000001,-545.12823,17.045929,8.549551,10.364643,9.389982877291354,13.463773999999999,1.5166671999999999,8.380644,0.98333347,,17.045929,,8.603681,14.083115,0.99990624,7.681146000000001,1820,89.483345,168.5498559474945,91
91,,0.11,1.5081978,1.0,10.900331,1.0,11.682443,-539.015,17.045929,8.523425999999999,10.344629,9.361720717295764,13.500685999999998,1.5081978,8.382983,0.9836065999999999,,17.045929,,8.604154,16.879070000000002,0.99990624,7.7459664,1840,90.49180600000001,171.95956945419312,92
92,,0.11,1.5000014,1.0,10.889519,1.0,11.715375,-533.0241,17.045929,8.530058,10.325118,9.369396168352038,13.545975,1.5000014,8.385356,0.9838709999999999,,17.045929,,8.604706,17.73152,0.99990624,7.810249300000001,1860,91.5,174.89505338668823,93
93,,0.11,1.4920646,1.0,10.878824,1.0,11.74852,-527.1977,17.045929,8.487111,10.305566,9.321457342415359,13.553370000000001,1.4920646,8.3869705,0.9841270000000001,,17.045929,,8.604545,14.259848999999999,0.99990624,7.874007700000001,1880,92.507935,178.54408478736875,94
94,,0.11,1.4843736,1.0,10.868241000000001,1.0,11.781862,-521.4344,17.045929,8.542086999999999,10.287002000000001,9.3817037264017,13.620184,1.4843764,8.389396000000001,0.98437506,,17.045929,,8.605236,19.918999,0.99990624,7.937253999999999,1900,93.51563,181.7638988494873,95
95,,0.11,1.4769222,1.0,10.857771000000001,1.0,11.815385000000001,-515.8431,17.045929,8.491388,10.268298,9.326558225270118,13.633779,1.4769235,8.390964,0.9846153,,17.045929,,8.605111,14.943216,0.99990624,7.9999994999999995,1920,94.52306999999999,184.4750635623932,96
96,,0.11,1.4696987,1.0,10.847407,1.0,11.849075,-510.31277,17.045929,8.555361,10.250639,9.397721904669089,13.701395999999999,1.4696987,8.393454,0.9848485,,17.045929,,8.605947500000001,20.210335,0.99990624,8.062258,1940,95.530304,187.16450119018555,97
