,TimeElapsed,URet,ReturnStepMax,ReturnMax,LQGmu01,DenMISEMeanLog,TimestepsSoFar,target_sum_log_mean,ReturnMean,IWMean,IWNorm2,MISE,LQGsigma,IWFirstEpisode,LQGmu1,ReturnAbsMax,DenMISELogLast,SqrtESSClassic,ReturnMin,IWLastEpisode,IWMin,DenMISELogFirst,IWMax,ReturnLastEpisode,Iteration,IWNorm1,Bound
0,0.18350577354431152,16.687925283112616,0.9625284,15.058442000000001,-0.01,18.60218,20,18.666164000000002,15.058442000000001,1.0660752,1.0660752,16.053432,0.11,1.0660752,-0.101,15.058442000000001,18.60218,1.0,,1.0660752,,18.60218,1.0660752,15.058442000000001,1,1.0660752,61.22876
1,8.973721265792848,17.51367817996084,0.99566776,15.817225,-0.01,19.958899,40,20.046476000000002,15.437834,1.0916417,1.5439762,16.846584,0.11,1.1074461000000002,-0.103,15.817225,21.283113,1.4140654,,1.0758371,,18.634684,1.1074461000000002,15.817225,2,2.1832833,50.403503
2,9.477566003799437,17.57603094518786,0.99692017,15.870856,-0.011,20.419477,60,20.387756,15.582175,0.9920450999999999,1.7539433,15.410657,0.11,1.1598853,-0.106,15.870856,21.280480999999998,1.6968253,,0.7061328,,18.669872,1.1598853,15.870856,3,2.9761352999999997,43.47045
3,9.927533626556396,17.93235195523601,0.9998493,16.201504,-0.009,19.95647,80,19.539257,15.737007,0.7571869000000001,1.7575747,11.950291,0.11,0.47369373,-0.093,16.201504,18.577408,1.723254,,0.44870496,,18.709066,1.5248703000000001,16.201504,4,3.0287476000000004,40.155365
4,10.374746799468994,16.87215200230558,0.9998493,16.201504,-0.011,18.687878,100,18.373829,15.637014,0.90130883,2.3153312,14.174141,0.11,1.1472603000000001,-0.113,16.201504,13.829135,1.9463929,,0.312315,,18.597843,1.6236371,15.237047,5,4.506544,39.145725
5,10.669531345367432,17.589273072137125,0.9998493,16.201504,-0.011,18.239667999999998,120,18.14527,15.677806,1.2331968999999998,3.8000536,19.468687,0.11,1.0882821000000003,-0.114,16.201504,16.100302,1.9471254,,3.1199572,,18.62209,3.1199572,15.881757,6,7.399181,44.430873999999996
6,11.203976154327393,17.524278129690877,0.9998493,16.201504,-0.012,18.319859,140,18.238413,15.698364000000002,1.1805809999999999,3.7090998,18.642904,0.11,1.0195696,-0.115,16.201504,18.651653,2.228052,,1.5478115,,18.634623,2.6788914,15.821723,7,8.264066999999999,40.457706
7,11.463850498199465,17.36851000599909,0.9998493,16.201504,-0.012,17.77141,160,17.64697,15.695391,1.125149,3.7429872000000004,17.756239,0.11,0.92296326,-0.117,16.201504,13.804967000000001,2.4048152000000003,,1.2405078,,18.637066,2.5912313,15.674569,8,9.001192,37.967566999999995
8,12.132533550262453,17.373819899512846,0.9998493,16.201504,-0.012,18.01461,180,17.78343,15.693928,1.0545124,3.8133166,16.643782,0.11,0.7726767,-0.119,16.201504,19.872408,2.4888074000000002,,1.068349,,18.62847,2.7150693,15.682229000000001,9,9.490611,36.17302
9,12.839105367660522,18.317155708736106,0.9998493,16.564255,-0.012,17.533922,200,17.33784,15.78096,1.1460192,4.433855,18.295439000000002,0.11,0.6953643,-0.121,16.564255,13.180337,2.5847017999999995,,2.6043494,,18.605473999999997,2.6043494,16.564255,10,11.460192999999999,37.521164
