,Iteration,SqrtESSClassic,LQGsigma,MISE,LQGmu1,ReturnAbsMax,TimeElapsed,IWNorm1,IWFirstEpisode,ReturnMin,DenMISEMeanLog,LQGmu01,DenMISELogFirst,TimestepsSoFar,IWMin,IWNorm2,DenMISELogLast,IWMean,IWLastEpisode,IWMax,ReturnMax,URet,ReturnMean,ReturnStepMax,ReturnLastEpisode,target_sum_log_mean,Bound
263,264,2.9927083999999997,0.11,11.8984785,0.001,17.251382999999997,2264.0370688438416,312.49172999999996,5.9340623999999994e-21,,10.81862,0.0,16.49802,5280,,104.4177,9.75722,1.1836808,49.2971,49.451263,17.251382999999997,10.760048582100149,14.644682999999999,0.9999993,9.7770605,-160.35536000000002,12.47783
264,265,1.1293351999999999,0.11,10.769702,-0.058,17.251382999999997,2280.3228311538696,194.7874,0.00052213133,,10.818181,-0.006,16.494238,5300,,172.4797,10.587986,0.7350468000000001,5.803667e-18,172.11105,17.251382999999997,11.021811366673257,14.627122,0.9999993,9.990932,-185.8898,12.304967999999999
265,266,2.5960462000000004,0.11,9.869052,-0.029,17.251382999999997,2296.267071723938,201.24536,1.3831405e-10,,10.818582000000001,-0.003,16.490475,5320,,77.51994,11.337876,0.7565615,15.408695000000002,40.497690000000006,17.251382999999997,14.752718219338446,14.622119,0.9999993,13.296395,-168.58446,10.536925
266,267,2.294296,0.11,11.303792999999999,0.022,17.251382999999997,2310.601260662079,324.68912,5.7246067e-30,,10.839501,0.002,16.486723,5340,,141.52016,16.684948000000002,1.2160641,4.006455e-08,80.04746999999999,17.251382999999997,12.74545401089452,14.610458,0.9999993,11.508674000000001,-157.13849,12.059505
267,268,6.225004,0.11,17.810575,-0.12,17.251382999999997,2319.328992366791,298.65826,5.9765058,,10.8369465,-0.012,16.482985,5360,,47.9772,10.057669,1.1143965,,9.384580999999999,17.251382999999997,10.114858254515433,14.590316,0.9999993,9.212138000000001,-240.0205,18.089102
268,269,5.126117,0.11,18.731104000000002,-0.876,17.251382999999997,2336.2542102336884,294.55725,,,10.8271055,-0.135,16.501314,5380,,57.46206,8.089231,1.0950084,,17.64797,17.251382999999997,17.397850226475157,14.594417000000002,0.9999993,15.693634,-583.58527,19.069338000000002
269,270,4.8474097,0.11,18.381737,-0.887,17.251382999999997,2349.5573942661285,290.3357,,,10.826243,-0.14,16.497604,5400,,59.895016000000005,10.519599000000001,1.0753173999999999,1.6361436000000003,21.792603,17.251382999999997,18.771174448863274,14.603298,0.9999993,16.99243,-583.61554,18.739418
270,271,4.2624817,0.11,19.427661999999998,-0.983,17.251382999999997,2364.698364496231,309.9348,,,10.851123,-0.232,16.493907999999998,5420,,72.712296,17.514946,1.1436708999999998,3.6585554e-06,21.193302,17.251382999999997,18.855788791474982,14.612432,0.9999993,17.078444,-614.5835,19.834426999999998
271,272,5.5302896,0.11,18.088345,-0.866,17.251382999999997,2382.737919092179,287.52862999999996,,,10.842353999999998,-0.131,16.490225,5440,,51.991603999999995,8.35497,1.0570905000000002,7.7330833e-07,13.577910000000001,17.251382999999997,18.676626895772273,14.620902,0.9999993,16.916114999999998,-575.3392,18.40186
272,273,4.3710723,0.11,15.979694,-0.976,17.251382999999997,2399.031691789627,256.54152999999997,,,10.85693,-0.218,16.486555,5460,,58.690757999999995,14.780253,0.9397126,0.00016878628,22.406244,17.251382999999997,18.924736994414868,14.630144,0.9999993,17.144045000000002,-605.4176,16.376354
273,274,4.4556723,0.11,18.478327,-0.987,17.251382999999997,2415.5899589061733,298.55048,,,10.866869,-0.245,16.482899,5480,,67.00458499999999,13.66068,1.0896003,1.6679188999999999,20.46275,17.251382999999997,18.83707500195701,14.639035999999999,0.9999993,17.066833,-611.68225,18.867455
274,275,4.603747,0.11,18.482385999999998,-0.982,17.251382999999997,2431.7001378536224,299.2894,,,10.875575,-0.231,16.479256,5500,,65.00995999999999,13.198591,1.0883251,15.009366,18.511059,17.251382999999997,18.615475694273776,14.647097,0.9999993,16.855614000000003,-604.9708,18.858997
275,276,4.732478599999999,0.11,18.328454999999998,-0.982,17.251382999999997,2447.4392671585088,297.83252000000005,,,10.888861,-0.231,16.475626000000002,5520,,62.933727000000005,14.479343,1.0791034,12.058743,17.407201999999998,17.251382999999997,18.81871095730933,14.655793,0.9999993,17.04737,-602.71704,18.694822
276,277,4.849002,0.11,18.154239999999998,-0.982,17.251382999999997,2464.5036911964417,296.07083,,,10.888286,-0.231,16.472008,5540,,61.058098,10.67404,1.0688478000000001,10.129766,16.197638,17.251382999999997,18.79409434368515,14.664351000000002,0.9999993,17.026457,-600.70593,18.511805
277,278,4.987686,0.11,18.103443,-0.981,17.251382999999997,2481.533079385757,296.26263,,,10.914299,-0.229,16.468404999999997,5560,,59.39881,18.072678,1.0656928999999997,13.027125,16.024525,17.251382999999997,18.70499125462621,14.672551,0.9999993,16.943776999999997,-597.7539,18.451065
278,279,4.572451999999999,0.11,17.518568,-0.905,17.251382999999997,2495.107407569885,286.20563,,,10.914631,-0.149,16.464814999999998,5580,,62.59346800000001,10.961617,1.0258266,4.2548505e-14,25.06092,17.251382999999997,18.621114763618074,14.680458999999999,0.9999993,16.878982999999998,-568.1429400000001,17.897758
279,280,5.394626000000001,0.11,16.368044,-0.769,17.251382999999997,2510.7639701366425,267.54724,,,10.914108,-0.101,16.461237,5600,,49.595141999999996,10.764808,0.9555259,1.5616524,13.473749,17.251382999999997,18.916024885161804,14.689229999999998,0.9999993,17.136284,-545.1689,16.689444
280,281,4.4719615,0.11,15.036570999999999,-0.925,17.251382999999997,2526.7514688968663,247.70764,,,10.9310875,-0.161,16.457672,5620,,55.391273,15.743265,0.8815219000000001,0.03517889,21.999466,17.251382999999997,18.86948860079353,14.697775,0.9999993,17.090319,-568.57196,15.424282
281,282,5.837765,0.11,18.351294,-0.866,17.251382999999997,2541.853187084198,302.375,,,10.936428,-0.131,16.454119,5640,,51.79636,12.572429,1.0722518,7.6039686,12.787152,17.251382999999997,18.899368498229737,14.706377,0.9999993,17.123423000000003,-554.8991,18.648296
282,283,6.0764947,0.11,17.683367,-0.851,17.251382999999997,2557.9403018951416,292.2729,,,10.926982,-0.125,16.450579,5660,,48.098929999999996,8.205765,1.0327663,1.247241,10.980972,17.251382999999997,18.89126214175164,14.714898999999999,0.9999993,17.11843,-550.47375,17.9687
283,284,5.7531300000000005,0.11,18.599836,-0.878,17.251382999999997,2579.857304096222,308.7874,,,10.932151,-0.136,16.447052,5680,,53.672943000000004,12.374803,1.0872796999999998,13.746939999999999,13.866153,17.251382999999997,18.889587263620697,14.723342,0.9999993,17.112755,-552.9228,18.901207
284,285,5.0039425,0.11,18.52807,-0.91,17.251382999999997,2597.1569859981532,309.15985,,,10.9225445,-0.151,16.443537,5700,,61.783253,8.122632000000001,1.0847714,10.442982,21.09838,17.251382999999997,18.785539367865432,14.731366,0.9999993,17.010051999999998,-556.88776,18.874563000000002
285,286,5.929183,0.11,18.220570000000002,-0.877,17.251382999999997,2616.7194056510925,304.65314,,,10.930424,-0.135,16.440035,5720,,51.381977,13.112113,1.0652207,1.0391971,12.219297000000001,17.251382999999997,18.966922203879445,14.739957999999998,0.9999993,17.188921,-548.6793,18.512992999999998
286,287,4.312314499999999,0.11,16.570929,-0.262,17.251382999999997,2633.4783296585088,282.56453999999997,6.5790427e-28,,10.938042999999999,-0.027,16.436544,5740,,65.52503,13.065733999999999,0.98454547,5.586701599999999e-25,21.022299,17.251382999999997,18.910963445708546,14.748301000000001,0.9999993,17.134024,-368.7977,16.972994
287,288,3.7112887000000003,0.11,11.656680999999999,-0.092,17.251382999999997,2647.616614818573,216.21282999999997,4.527483,,10.937254,-0.009,16.433065,5760,,58.25815600000001,10.749628,0.750739,4.7332794e-16,30.663025,17.251382999999997,18.789872832459046,14.756175,0.9999993,17.015957,-208.02063,12.123858
288,289,4.795103,0.11,15.185591,-0.212,17.251382999999997,2661.7742898464207,262.7717,4.717043799999999e-14,,10.9399185,-0.022,16.445198,5780,,54.80001,11.974502000000001,0.90924466,1.0750772600000001e-13,17.517914,17.251382999999997,17.081210889571608,14.758493,0.9999993,15.426470000000002,-321.5739,15.547173999999998
289,290,1.4277494,0.11,4.790154,0.266,17.251382999999997,2673.465392112732,158.88196000000002,,,10.948101,0.027,16.441744,5800,,111.2814,13.419057999999998,0.54786885,,80.48716999999999,17.251382999999997,18.35845400070196,14.764837,0.9999993,16.597970999999998,-362.28033,6.0045333
290,291,2.110389,0.11,8.36253,0.042,17.251382999999997,2685.2522084712978,264.68442000000005,,,10.857569,0.004,16.438301,5820,,125.41972,-14.883664000000001,0.9095684000000002,,79.519806,17.251382999999997,9.776882733349725,14.744741000000001,0.9999993,8.917261,-166.06916999999999,9.184097999999999
291,292,2.2003622000000003,0.11,8.141396,0.128,17.251382999999997,2702.079702615738,264.98392,,,10.796851,0.013,16.43487,5840,,120.42741000000001,-6.7023673,0.90747917,1.0473388000000002e-24,95.31808000000001,17.251382999999997,10.023706026395294,14.7254925,0.9999993,9.124229,-219.19109,8.92937
292,293,3.867346,0.11,9.535153,0.112,17.251382999999997,2722.2978320121765,310.56415,,,10.783241,0.011,16.431452,5860,,80.30421,6.973227499999999,1.0599459999999998,10.146077,26.029081,17.251382999999997,9.872678826960694,14.705921,0.9999993,8.990936999999999,-204.26445,9.983478999999999
293,294,3.0455259999999997,0.11,7.0707994,0.103,17.251382999999997,2736.7087106704707,230.82547000000002,,,10.807832000000001,0.01,16.428045,5880,,75.79166,17.986639999999998,0.78512067,12.526176,40.897858,17.251382999999997,9.885830702926002,14.686519,0.9999993,9.001396000000002,-197.10166999999998,7.640103
294,295,1.5556985,0.11,3.754579,0.092,17.251382999999997,2751.53236079216,122.64325,,,10.821289,0.009,16.424648,5900,,78.83485,15.022012,0.41573983,0.015990335,73.94749,17.251382999999997,9.869648258645359,14.667194,0.9999993,8.98581,-188.00217,4.8690809999999995
295,296,2.1500616000000004,0.11,7.478645299999999,0.063,17.251382999999997,2765.568773269653,242.98862000000003,,,10.820737,0.006,16.421265,5920,,113.014725,11.2716,0.8209075000000001,0.29389238,71.84057,17.251382999999997,9.935220541551553,14.6482,0.9999993,9.044903,-171.0775,8.285053999999999
296,297,4.471615,0.11,16.710732999999998,-0.173,17.251382999999997,2783.1030888557434,301.43582000000004,1.2350829000000001e-05,,10.819755,-0.017,16.417892000000002,5940,,67.41096,10.770567999999999,1.0149354,,21.006247000000002,17.251382999999997,9.961282437263923,14.629417000000002,0.9999993,9.069714,-294.9663,17.098475
297,298,6.0697103,0.11,16.675268,-0.129,17.251382999999997,2802.823607206345,309.4133,2.2976532000000005,,10.733407000000001,-0.013,16.414532,5960,,50.976616,-14.903841,1.0382997,0.04241685,12.538367,17.251382999999997,17.86929665003861,14.634445999999999,0.9999993,16.128065,-247.97598,16.96092
298,299,6.4373484,0.11,17.66071,-0.118,17.251382999999997,2819.0561242103577,331.125,7.8026423,,10.743592999999999,-0.012,16.418861,5980,,51.438107,13.753682999999999,1.1074414,9.153882000000001,9.897160000000001,17.251382999999997,17.805534892584202,14.639299,0.9999993,16.085354000000002,-235.8114,17.930048
299,300,6.4888015,0.11,17.304184,-0.117,17.251382999999997,2836.7998702526093,325.70465,8.052536,,10.76179,-0.012,16.441284,6000,,50.194885,16.108253,1.0856822,2.7289364,9.559586999999999,17.251382999999997,17.5087971290324,14.643214000000002,0.9999993,15.813642999999999,-234.19182,17.571385999999997
300,301,6.3280377,0.11,16.527197,-0.128,17.251382999999997,2848.8492035865784,310.00845,2.5967279999999997,,10.767202000000001,-0.013,16.464443,6020,,48.989666,12.317192,1.0299284,8.132552,11.211069,17.251382999999997,17.677775604916604,14.647620000000002,0.9999993,15.969485999999998,-244.13242000000002,16.80119
301,302,2.3518167,0.11,8.315444,0.033,17.251382999999997,2864.698257684708,272.65076,3.1155782999999996e-35,,10.789081,0.003,16.469717000000003,6040,,115.93198000000001,17.355667,0.9028171,6.730834e-32,64.800865,17.251382999999997,17.864125853545023,14.652562,0.9999993,16.140114,-159.53047,9.052673
302,303,2.3588784,0.11,8.39418,0.049,17.251382999999997,2878.059761285782,277.83527000000004,,,10.756294,0.005,16.466412,6060,,117.78278,1.0164655,0.9169480999999999,0.06284673,68.937225,17.251382999999997,10.148991683551351,14.634738,0.9999993,9.251889,-163.14498999999998,9.129203
303,304,1.9463109,0.11,6.2419505,0.072,17.251382999999997,2893.549162864685,208.90115,,,10.760631,0.007,16.463116,6080,,107.331856,12.223112,0.68717486,0.00086585584,84.06679,17.251382999999997,10.155804065261721,14.617042999999999,0.9999993,9.255473,-172.63351,7.132778999999999
304,305,2.5610926,0.11,9.006839,0.062,17.251382999999997,2912.1223475933075,302.05374,,,10.7584,0.006,16.459833,6100,,117.93941000000001,10.4458,0.9903401,60.325867,60.325867,17.251382999999997,9.954017109011627,14.598831,0.9999993,9.062746,-166.9678,9.683826
305,306,2.1058886,0.11,5.385935,0.076,17.251382999999997,2927.3063399791718,181.7993,,,10.767535,0.008,16.456557999999998,6120,,86.32902,13.629267,0.5941154000000001,1.2679459,58.108677,17.251382999999997,9.970963432102783,14.580786999999999,0.9999993,9.077207000000001,-173.27264,6.209258999999999
306,307,1.6210322,0.11,6.312841000000001,0.084,17.251382999999997,2946.0779716968536,214.30637000000002,,,10.759959,0.008,16.453297,6140,,132.20363999999998,8.882021,0.69806635,12.648825,94.653275,17.251382999999997,9.90655349788149,14.562672000000001,0.9999993,9.019255000000001,-177.40112,7.3824244000000006
307,308,3.4306746,0.11,11.617982000000001,-0.004,17.251382999999997,2957.608392715454,349.34637000000004,5.178828e-19,,10.768748,-0.0,16.450045000000003,6160,,101.83023,13.845204,1.1342415000000001,2.8823244e-31,37.299873,17.251382999999997,9.943098496200152,14.544782999999999,0.9999993,9.052717,-157.34912,12.123372
308,309,2.7139761,0.11,11.633911999999999,0.018,17.251382999999997,2973.601115942001,384.05414,4.3563515e-28,,10.766698,0.002,16.446801999999998,6180,,141.50977,10.050044999999999,1.2428937,16.359697,71.750534,17.251382999999997,10.480644524200788,14.528607999999998,0.9999993,9.5469055,-154.66692,12.272764
309,310,1.4387367,0.11,3.6186168,0.268,17.251382999999997,2991.290376424789,128.31456,,,10.773634,0.027,16.443571,6200,,89.18558,12.76528,0.41391793,,66.39631,17.251382999999997,10.3829997145543,14.512223,0.9999993,9.449025,-357.6946,4.823722
310,311,1.1797343,0.11,2.7942044999999998,0.232,17.251382999999997,3011.090397357941,99.14891,,,10.764975999999999,0.024,16.440351,6220,,84.04342,8.701969,0.3188068,82.98066999999999,82.98066999999999,17.251382999999997,9.628596031631412,14.493751999999999,0.9999993,8.767804,-317.94525,4.263882
311,312,1.7915651999999997,0.11,7.668278699999999,0.246,17.251382999999997,3025.0007786750793,272.7575,,,10.765596,0.025,16.437141,6240,,152.24538,11.669455000000001,0.87422276,94.18199,106.84753400000001,17.251382999999997,9.662872550784053,14.475485999999998,0.9999993,8.794924,-332.07648,8.636052000000001
312,313,1.5397477,0.11,14.156584,0.229,17.251382999999997,3041.6011638641357,503.7303,,,10.77069,0.023,16.43394,6260,,327.15117999999995,12.583926,1.6093619,250.875,250.875,17.251382999999997,9.669918954376604,14.457365,0.9999993,8.8035755,-312.60857999999996,15.282631
313,314,2.892019,0.11,10.218138,0.016,17.251382999999997,3062.5388872623444,340.56375,3.9755034000000004e-27,,10.778828,0.002,16.430752,6280,,117.75986,13.087213,1.084598,,62.603775,17.251382999999997,9.623447774035807,14.439233999999999,0.9999993,8.76428,-156.83685,10.817658999999999
314,315,3.243563,0.11,9.995119,0.012,17.251382999999997,3080.340154647827,329.95813,1.4363827e-25,,10.7154875,0.001,16.427572,6300,,101.72706600000001,-9.1963625,1.0474861999999998,10.388745,46.394065999999995,17.251382999999997,10.110081029816298,14.422613,0.9999993,9.20337,-156.6561,10.529664
315,316,2.8615534,0.11,9.0992985,0.031,17.251382999999997,3099.4708218574524,311.92303,2.8284153e-34,,10.7265005,0.003,16.424402,6320,,109.00478999999999,14.195303,0.9870982,0.00024939928,51.879814,17.251382999999997,12.237082289728413,14.412035000000001,0.9999993,11.080044000000001,-156.00218,9.705203
316,317,4.8745975,0.11,14.501605,-0.203,17.251382999999997,3115.610701560974,276.06453999999997,7.562419e-12,,10.74263,-0.021,16.421242000000003,6340,,56.6333,15.906075,0.87086606,,18.951609,17.251382999999997,10.052770192128976,14.395446,0.9999993,9.153553,-346.9035,14.857291
317,318,2.7169084999999997,0.11,15.021329000000001,-0.588,17.251382999999997,3133.856760263443,279.31354,,,10.71986,-0.067,16.418093,6360,,102.80565,3.6443697999999998,0.8783445,4.7660606e-29,67.40705,17.251382999999997,18.10871955870866,14.401601999999999,0.9999993,16.353046,-565.6284,15.659492000000002
318,319,4.0476227,0.11,17.548555,-0.99,17.251382999999997,3148.462070226669,330.9906,,,10.691169,-0.259,16.414953,6380,,81.77408,1.7354368000000002,1.0375881,,30.439553999999998,17.251382999999997,18.636147406838006,14.409319,0.9999993,16.863146,-644.7475,17.976913
319,320,5.073125,0.11,18.219921,-0.986,17.251382999999997,3169.814685821533,343.71612999999996,,,10.69485,-0.241,16.411823000000002,6400,,67.75235,11.860921000000001,1.0741128999999998,16.227772,17.129452,17.251382999999997,18.78182414702629,14.417494,0.9999993,17.025370000000002,-637.6444,18.56169
320,321,4.5922019999999995,0.11,16.241020000000002,-0.968,17.251382999999997,3188.020740747452,306.20642000000004,,,10.704165,-0.203,16.408703,6420,,66.67965,13.631007,0.9539141,1.3380393999999998,22.676956,17.251382999999997,18.724434670598164,14.425429999999999,0.9999993,16.964691000000002,-624.2239400000001,16.618579999999998
321,322,2.1340928,0.11,6.0504127,0.258,17.251382999999997,3210.781863212585,222.44492999999997,,,10.714736,0.026,16.405592000000002,6440,,104.23395500000001,14.173593499999999,0.6908228,,55.676593999999994,17.251382999999997,18.87350524574417,14.433760999999999,0.9999993,17.108131,-345.66143999999997,6.862856
322,323,6.636976700000001,0.11,17.000803,-0.114,17.251382999999997,3232.721173524857,345.1013,9.886254,,10.634063000000001,-0.011,16.402493,6460,,51.996759999999995,-14.987992000000002,1.068425,,9.886254,17.251382999999997,9.794170570187507,14.416729,0.9999993,8.932714,-243.76765,17.262041
323,324,1.3821971000000002,0.11,3.5893612,0.21,17.251382999999997,3254.174426555633,132.15424,,,10.555149,0.021,16.429548,6480,,95.61171,-14.991083999999999,0.40788344,,83.18319,17.251382999999997,16.73760356133826,14.418751,0.9999993,15.071570000000001,-293.77155,4.843762
324,325,3.7974097999999996,0.11,8.553907,0.419,17.251382999999997,3275.421564102173,323.6921,,,10.474603,0.045,16.426468,6500,,85.240234,-14.994164999999999,0.99597573,,30.314838,17.251382999999997,9.81308673784433,14.401907999999999,0.9999993,8.945122999999999,-486.62325999999996,9.010489
325,326,1.5016419,0.11,6.226767,0.22,17.251382999999997,3297.9509630203247,230.74037,,,10.484717999999999,0.022,16.423395000000003,6520,,153.65872,13.807770000000001,0.7077926,3.841115e-18,120.20296499999999,17.251382999999997,9.437780159122047,14.384094000000001,0.9999993,8.594861,-302.85247999999996,7.381389599999999
326,327,4.070641999999999,0.11,9.135987,0.109,17.251382999999997,3317.8182854652405,331.99463,,,10.466436,0.011,16.420332000000002,6540,,81.5583,4.8882437,1.015274,1.8834448e-30,26.600336,17.251382999999997,9.672335817745582,14.367026999999998,0.9999993,8.802847,-193.53215,9.561922000000001
327,328,2.6774836,0.11,7.8239875,0.068,17.251382999999997,3340.827377796173,282.49273999999997,,,10.453045,0.007,16.417278,6560,,105.506805,6.087249,0.8612583,2.1391928e-09,53.7885,17.251382999999997,9.871054799851835,14.350623,0.9999993,8.986311,-168.07143,8.471547
328,329,2.9875637999999998,0.11,8.870303,0.062,17.251382999999997,3359.342505693436,321.01874,,,10.448264,0.006,16.414234,6580,,107.451675,9.064950999999999,0.97574085,14.193610999999999,48.32955,17.251382999999997,9.940675351183772,14.334513000000001,0.9999993,9.050028,-165.21217,9.450652
329,330,4.324903,0.11,10.155908,0.113,17.251382999999997,3375.6787946224213,372.66763,,,10.467365,0.011,16.4112,6600,,86.167854,16.823383,1.1292958,4.2387341999999996e-07,23.82336,17.251382999999997,9.948476896455812,14.318522,0.9999993,9.057373,-194.72583,10.556802000000001
330,331,2.137045,0.11,5.2731642999999995,0.256,17.251382999999997,3395.5523064136505,199.27628,,,10.481795,0.026,16.408175,6620,,93.24852,15.145659,0.60204315,2.2918792999999998e-38,50.363453,17.251382999999997,9.867358737935238,14.302404000000001,0.9999993,8.983711999999999,-337.90546,6.084485
331,332,1.6820997,0.11,5.3718057,0.213,17.251382999999997,3414.410398006439,202.64606,,,10.468073,0.022,16.405157,6640,,120.47208400000001,6.3583703,0.6103797,0.07641186,93.30035,17.251382999999997,9.60183813694353,14.285657999999998,0.9999993,8.742874,-290.89496,6.4025583
332,333,1.0243349,0.11,3.4818569999999998,0.189,17.251382999999997,3439.4405405521393,131.1812,,,10.4633465,0.019,16.40215,6660,,128.06476,9.339657,0.39393753,128.04341000000002,128.04341000000002,17.251382999999997,9.710603723792644,14.269302,0.9999993,8.839491,-264.59024,5.1744957000000005
333,334,1.3590636999999999,0.11,5.7247699999999995,0.187,17.251382999999997,3461.5617668628693,216.15521,,,10.458586,0.019,16.39915,6680,,159.04715,9.537072,0.6471713000000001,141.1674,141.1674,17.251382999999997,9.719149255972386,14.253076,0.9999993,8.849661,-261.61612,7.000522599999999
334,335,2.1999397000000003,0.11,7.880777,0.21,17.251382999999997,3479.423969268799,299.1286,,,10.46063,0.021,16.396162,6700,,135.97127,11.586041,0.8929212,14.766595,90.53101,17.251382999999997,9.737859562497189,14.236998999999999,0.9999993,8.8671665,-285.04822,8.668902000000001
335,336,2.1683169999999996,0.11,7.032183,0.131,17.251382999999997,3497.139246702194,263.36734,,,10.464345,0.013,16.393179999999997,6720,,121.46163999999999,11.886951,0.78383136,1.6987953e-10,104.03107,17.251382999999997,9.716390356027896,14.220958999999999,0.9999993,8.847392999999999,-206.18008,7.831803
336,337,3.4580333,0.11,9.467416,0.126,17.251382999999997,3512.049189567566,355.40753,,,10.455146000000001,0.013,16.39021,6740,,102.77736,7.634839,1.0546216999999998,45.38799,45.38799,17.251382999999997,9.844183967584382,14.205354000000002,0.9999993,8.96219,-200.98103,9.968807
337,338,1.0849918,0.11,12.005239999999999,0.147,17.251382999999997,3530.6596944332123,453.48938,,,10.470479,0.015,16.387247,6760,,417.9657,15.625116,1.3416846000000002,417.1068,417.1068,17.251382999999997,9.82533871350152,14.189795499999999,0.9999993,8.946603,-218.85172999999998,13.603251
338,339,1.8578686000000002,0.11,11.715748,0.139,17.251382999999997,3548.9581065177917,443.82953,,,10.467779,0.014,16.384293,6780,,238.89177999999998,9.64536,1.3092316000000002,160.41,162.84242,17.251382999999997,9.816623884943196,14.174303,0.9999993,8.938186,-211.26901,12.648983
339,340,1.7767038,0.11,12.882436,0.148,17.251382999999997,3566.79061794281,489.97467,,,10.471969,0.015,16.381348000000003,6800,,275.77734,11.77443,1.441102,196.67381,196.67381,17.251382999999997,9.812956093602427,14.158888000000001,0.9999993,8.933023,-218.69067,13.858304
340,341,2.0357015,0.11,11.746196000000001,0.194,17.251382999999997,3582.402657747269,452.56982,,,10.465593,0.02,16.378410000000002,6820,,222.3164,8.105538000000001,1.3271841999999998,2.23723e-08,122.27756000000001,17.251382999999997,9.83656136766137,14.143631,0.9999993,8.95582,-263.73438,12.597907000000001
341,342,2.020956,0.11,7.668042999999999,0.186,17.251382999999997,3601.8244717121124,296.19232,,,10.460717,0.019,16.375483,6840,,146.5605,8.644424,0.8660594000000001,44.956635,113.93087,17.251382999999997,9.71366362221177,14.128135999999998,0.9999993,8.844403999999999,-254.28777999999997,8.525969
342,343,1.6702651999999998,0.11,4.3699650000000005,0.157,17.251382999999997,3620.0924110412598,167.70734,,,10.464967,0.016,16.372562,6860,,100.40760999999999,12.12914,0.48894268,0.0058419164,80.91476999999999,17.251382999999997,9.71433205319668,14.112732000000001,0.9999993,8.84494,-224.83969,5.408021499999999
343,344,1.8188735,0.11,6.2490215,0.153,17.251382999999997,3639.000038862229,240.48575,,,10.467376,0.015,16.369652,6880,,132.21686,11.841353999999999,0.6990864999999999,2.331938,93.76364000000001,17.251382999999997,9.75435449700452,14.097526,0.9999993,8.881348,-219.9037,7.202265
344,345,3.0091813,0.11,8.65339,0.068,17.251382999999997,3658.1232855319977,328.94894,,,10.466872,0.007,16.366749,6900,,109.31509399999999,10.657355,0.9534752000000001,4.0095212999999995e-30,46.37242,17.251382999999997,9.795119605882002,14.082510000000001,0.9999993,8.917646000000001,-163.38081,9.229569
345,346,2.9156914,0.11,8.127107,0.074,17.251382999999997,3672.210228681564,310.35638,,,10.450521,0.007,16.363853,6920,,106.4435,4.9013596,0.89698374,43.816742,49.558765,17.251382999999997,9.937989147985489,14.067956,0.9999993,9.046495,-165.08338999999998,8.721762
346,347,3.0102086,0.11,10.044789999999999,0.029,17.251382999999997,3688.818902492523,378.336,2.170054e-33,,10.459767,0.003,16.360968,6940,,125.68431000000001,13.804048000000002,1.0903053999999999,1.9100385999999997e-11,55.6827,17.251382999999997,9.937024018980434,14.053486999999999,0.9999993,9.047152,-158.52951000000002,10.620773
347,348,3.4930534,0.11,13.095963000000001,0.003,17.251382999999997,3706.806973695755,457.17944000000006,1.5394539e-21,,10.470163000000001,0.0,16.35809,6960,,130.88246,14.046041500000001,1.313734,0.0051571843,49.995018,17.251382999999997,10.023235458818792,14.03933,0.9999993,9.126557,-165.11937,13.592327
348,349,3.3168802000000004,0.11,9.683428,-0.013,17.251382999999997,3724.739525794983,301.03357,1.5145859e-15,,10.470612,-0.001,16.355220000000003,6980,,90.75805,10.377248,0.8625603999999999,2.4829247000000003,42.674194,17.251382999999997,10.452261908916666,14.026342000000001,0.9999993,9.50672,-172.80463,10.206157000000001
349,350,3.4691089999999996,0.11,10.178798,0.009,17.251382999999997,3742.5680451393127,366.60327,6.2032680000000004e-24,,10.480332,0.001,16.35236,7000,,105.67648999999999,14.04049,1.0474379,1.2454783,50.473273999999996,17.251382999999997,11.423265743583801,14.015851000000001,0.9999993,10.354399,-161.86209,10.678589
350,351,1.9588472,0.11,10.747191,-0.046,17.251382999999997,3763.838164329529,277.03528,2.5587399e-06,,10.479152000000001,-0.005,16.349505999999998,7020,,141.42772,10.059846,0.7892743,1.5189909999999999e-05,91.97719000000001,17.251382999999997,12.453647547561266,14.008029999999998,0.9999993,11.270548,-197.04981999999998,11.6323185
351,352,2.3601775000000003,0.11,10.904033,-0.042,17.251382999999997,3785.2199804782867,286.32352000000003,5.0014944e-07,,10.472403,-0.004,16.34666,7040,,121.3144,8.383614999999999,0.8134191,44.37376,66.39049,17.251382999999997,14.81708716609781,14.006101000000001,0.9999993,13.329279999999999,-193.55868999999998,11.638651
352,353,3.1547081,0.11,9.691917,0.032,17.251382999999997,3804.962370395661,371.99627999999996,9.680489e-35,,10.477636,0.003,16.343823999999998,7060,,117.91781,12.5583935,1.0538138000000001,8.857092e-20,52.84295,17.251382999999997,15.135029809497302,14.005113,0.9999993,13.657526,-155.65114,10.241518
353,354,6.430211,0.11,15.524541000000001,-0.109,17.251382999999997,3825.133100271225,346.78186,12.049455,,10.482766,-0.011,16.340996,7080,,53.930088,12.290451,0.9796098,,12.049455,17.251382999999997,10.179682535110897,13.991748999999999,0.9999993,9.27442,-270.1058,15.794179000000002
354,355,6.3419404,0.11,15.100313,-0.106,17.251382999999997,3847.191850662232,339.12897000000004,11.602687,,10.476544,-0.011,16.371647,7100,,53.47400699999999,8.304511,0.9552929,10.821692,12.106332,17.251382999999997,17.194843353429643,13.996016500000001,0.9999993,15.50671,-266.23517000000004,15.373704
